NUMBER,call,Station Name,,Latitude,Longitude,Elevation_Meter
31850,,ST. ABB'S HEAD (LH),UK,55.916667,-2.133333,75
32040,EGNS,ISLE OF MAN/RONALDS,UK,54.083333,-4.633333,17
32070,,SNAEFELL-ISLE,UK,54.266667,-4.466667,615
32080,,POINT OF AYRE (LH),UK,54.416667,-4.366667,9
32090,,DRUMBURGH,UK,54.933333,-3.15,7
32100,,ST. BEES HEAD (AUT),UK,54.516667,-3.6,124
32120,,KESWICK (AUT),UK,54.616667,-3.15,81
32130,,ESKMEALS,UK,54.316667,-3.4,9
32140,EGNL,WALNEY ISL/BARROW,UK,54.116667,-3.25,15
32150,,ASPATRIA,UK,54.766667,-3.316667,61
32200,,CARLISLE (AUT),UK,54.933333,-2.966667,28
32220,EGNC,CARLISLE,UK,54.933333,-2.95,26
32240,,SPADEADAM(SAMOS),UK,55.05,-2.566667,285
32250,,SHAP (AUT),UK,54.5,-2.683333,249
32260,,WARCOP (AUT),UK,54.566667,-2.416667,227
32270,,GREAT DUNSELL (AUT),UK,54.683333,-2.45,847
32290,,GREAT DUN FELL,UK,54.7,-2.45,847
32300,,REDESDALE (AUT),UK,55.283333,-2.283333,207
32350,,BOLT SHOPE PARK,UK,54.816667,-2.083333,434
32400,EGQM,BOULMER,UK,55.416667,-1.6,23
32410,,LONG FRAMLINGTON,UK,55.3,-1.8,158
32420,,BURNHOPE,UK,54.816667,-1.716667,244
32433,EGNT,NEWCASTLE         &,UK,55.033333,-1.7,81
32450,,NEWCASTLE WX CENTRE,UK,54.966667,-1.616667,50
32460,,NEWCASTLE WEA CNTR,UK,54.983333,-1.6,47
32490,,SUNDERLAND POLYTECH,UK,54.9,-1.383333,56
32570,EGXE,LEEMING RAF,UK,54.3,-1.533333,40
32610,EGXD,DISHFORTH RAF,UK,54.133333,-1.416667,35
32620,,TYNEMOUTH,UK,55.016667,-1.416667,30
32635,EGNV,TEES-SIDE,UK,54.516667,-1.416667,37
32643,EGXZ,TOPCLIFFE RAF     &,UK,54.2,-1.383333,28
32660,EGXU,LINTON-ON-OUSE RAF,UK,54.05,-1.25,16
32710,,TEESMOUTH (AUX)   &,UK,54.633333,-1.133333,12
32810,,FYLINGDALES,UK,54.366667,-0.666667,262
32820,,WHITBY,UK,54.483333,-0.6,60
32920,,BRIDLINGTON MRSC,UK,54.1,-0.166667,15
33020,EGOV,VALLEY RAF,UK,53.25,-4.533333,11
33030,,AMLWCH,UK,53.383333,-4.366667,114
33050,,CAPEL CURIG (AUT),UK,53.1,-3.933333,216
33080,,SNOWDON SUMMIT,UK,53.066667,-4.083333,1070
33120,,RHYL,UK,53.333333,-3.5,15
33130,,RHYL (AUT),UK,53.25,-3.5,77
33140,,MOEL-Y-CRIO,UK,53.216667,-3.216667,263
33160,,CROSBY,UK,53.5,-3.066667,8
33180,EGNH,BLACKPOOL AIRPORT,UK,53.766667,-3.033333,10
33210,EGNR,HAWARDEN (AUT),UK,53.166667,-2.983333,10
33220,,AUGHTON,UK,53.55,-2.916667,56
33233,EGGP,LIVERPOOL AIRPORT &,UK,53.333333,-2.85,26
33290,,WINTER HILL,UK,53.616667,-2.516667,440
33340,EGCC,MANCHESTER INTL,UK,53.35,-2.266667,78
33380,,CELLARHEAD,UK,53.033333,-2.083333,228
33390,,SKIPTON,UK,53.966667,-2.033333,158
33400,,HOLME MOSS (AUT),UK,53.533333,-1.883333,522
33420,,HOLME MOSS,UK,53.533333,-1.866667,524
33440,,BINGLEY,UK,53.816667,-1.866667,262
33450,,EMLEY MOOR,UK,53.616667,-1.666667,259
33463,EGNM,LEEDS AND BRADFORD,UK,53.866667,-1.65,208
33470,,LEEDS WEATHER CTR,UK,53.8,-1.55,47
33540,,NOTTINGHAM WX CTR,UK,53,-1.25,117
33550,EGXG,CHURCH FENTON RAF,UK,53.833333,-1.2,9
33600,EGXI,FINNINGLEY RAF,UK,53.483333,-1,17
33723,EGYE,BARKSTON HEATH RAF&,UK,52.966667,-0.566667,112
33730,EGXP,SCAMPTON RAF,UK,53.3,-0.55,61
33735,EGNJ,HUMBERSIDE,UK,53.583333,-0.35,31
33770,EGXW,WADDINGTON RAF,UK,53.166667,-0.516667,70
33790,EGYD,CRANWELL RAF,UK,53.033333,-0.5,67
33840,EGXV,LECONFIELD (AUT),UK,53.866667,-0.433333,6
33850,,DONNANOOK,UK,53.483333,0.083333,24
33860,,NORTH COATES (AUT),UK,53.5,0.066667,3
33870,,EASINGTON,UK,53.666667,0.116667,10
33880,EGXB,BINBROOK RAF,UK,53.45,-0.2,108
33910,EGXC,CONINGSBY RAF,UK,53.083333,-0.166667,7
33920,EGYW,WAINFLEET (AUT),UK,53.083333,0.266667,5
33973,EGCG,STRUBBY HELIPORT  &,UK,53.316667,0.183333,14
34010,,PORTHDYNLLAEN,UK,52.95,-4.566667,37
34020,,MYNYDD RHIW,UK,52.816667,-4.633333,253
34030,,NANTMOR,UK,53,-4.083333,53
34040,,ABERDOVEY,UK,52.55,-4.066667,22
34050,,ABERDARON (AUT),UK,52.783333,-4.733333,95
34053,EGOD,LLANBEDR,UK,52.816667,-4.133333,9
34060,,TRAWSFYNYDD,UK,52.933333,-3.933333,193
34080,,CYNWYD,UK,52.95,-3.416667,228
34100,,LAKE VYRNWY (AUT),UK,52.75,-3.466667,360
34110,,ABERHOSAN,UK,52.333333,-3.7,244
34140,EGOS,SHAWBURY RAF,UK,52.8,-2.666667,76
34145,EGWC,COSFORD RAF,UK,52.633333,-2.3,83
34150,,SHAWBURY (SAWS),UK,52.8,-2.683333,74
34183,EGOE,TERNHILL RAF      &,UK,52.866667,-2.533333,83
34185,EGNX,EAST MIDLANDS,UK,52.833333,-1.333333,94
34530,EGXJ,COTTESMORE RAF,UK,52.733333,-0.65,138
34610,,WITTERING (AUT),UK,52.616667,-0.483333,75
34620,EGXT,WITTERING RAF,UK,52.616667,-0.466667,84
34690,EGYH,HOLBEACH (AUT)    &,UK,52.866667,0.15,3
34820,EGYM,MARHAM RAF,UK,52.65,0.566667,23
34873,EGUP,SCULTHORPE (AF MET),UK,52.85,0.766667,65
34880,,WEYBOURNE (AUT),UK,52.95,1.133333,21
34903,EGYR,WATTON RAF RADAR  &,UK,52.566667,0.85,59
34920,EGSH,NORWICH WEA CNTRE &,UK,52.633333,1.316667,18
34950,EGYC,COLTISHALL RAF,UK,52.766667,1.35,20
34960,,HEMSBY,UK,52.683333,1.683333,14
35010,,CAPEL DEWI,UK,55.416667,-4,92
35020,EGUC,ABERPORTH,UK,52.133333,-4.566667,134
35030,,TRAWSCOED (AUT),UK,52.35,-3.95,63
35050,,SAINT HARMON,UK,52.333333,-3.483333,279
35070,,SENNYBRIDGE (AUT),UK,52.066667,-3.616667,309
35110,,NEWCASTLE ON CLUN,UK,52.433333,-3.116667,215
35200,,SHOBDON,UK,52.25,-2.883333,99
35210,,MADLEY,UK,52.033333,-2.85,77
35270,,GREAT MALVERN,UK,52.116667,-2.3,46
35290,,PERSHORE (AUT),UK,52.15,-2.033333,32
35340,EGBB,BIRMINGHAM AIRPORT,UK,52.45,-1.733333,99
35413,EGBE,COVENTRY AIRPORT  &,UK,52.366667,-1.483333,82
35440,,CHURCH LAWFORD(AUT),UK,52.366667,-1.333333,107
35573,EGTC,CRANFIELD,UK,52.066667,-0.616667,111
35600,,BEDFORD (SAWS),UK,52.216667,-0.5,85
35620,EGWZ,ALCONBURY RAF,UK,52.366667,-0.216667,49
35623,,BECAME STN 035620,UK,52.366667,-0.216667,49
35660,EGUY,WYTON RAF,UK,52.35,-0.116667,41
35713,EGUO,OAKINGTON         &,UK,52.266667,0.066667,13
35715,EGSC,CAMBRIDGE,UK,52.2,0.183333,15
35770,EGUN,MILDENHALL RAF,UK,52.366667,0.483333,10
35773,,BECAME STN 035770,UK,52.366667,0.483333,10
35830,EGUL,LAKENHEATH RAF,UK,52.416667,0.566667,10
35833,,BECAME STN 035830,UK,52.416667,0.566667,10
35860,EGXH,HONINGTON RAF,UK,52.333333,0.766667,54
35900,EGUW,WATTISHAM RAF,UK,52.116667,0.966667,87
35905,EGXN,NEWTON,UK,52.966667,-0.983333,55
35930,,BECCLES (AUX),UK,52.433333,1.616667,22
35953,EGVG,WOODBRIDGE RAF    &,UK,52.083333,1.4,29
35963,EGVJ,BENTWATERS RAF    &,UK,52.133333,1.433333,26
35995,EGWE,HENLOW,UK,52.016667,-0.283333,95
36040,,MILFORD-HAVEN,UK,51.7,-5.05,37
36050,EGOP,PEMBRY SANDS,UK,51.716667,-4.366667,6
36080,,PENDINE (AUT),UK,51.75,-4.516667,5
36090,,MUMBLES,UK,51.566667,-3.983333,35
36095,EGFH,SWANSEA,UK,51.6,-4.066667,90
36100,,PENCELLI (AUX),UK,51.916667,-3.316667,160
36130,,CWMBARGOED,UK,51.75,-3.333333,372
36140,,CILFYNYDD,UK,51.633333,-3.3,194
36170,,STOREY ARMS,UK,51.866667,-3.483333,457
36283,EGTG,FILTON (PRIVATE)  &,UK,51.516667,-2.583333,69
36333,EGBJ,STAVERTON (PRIVATE),UK,51.9,-2.166667,29
36383,EGDK,KEMBLE RAF        &,UK,51.666667,-2.05,133
36440,EGVA,FAIRFORD RAF,UK,51.683333,-1.783333,87
36470,,LITTLE RISSINGTON,UK,51.866667,-1.683333,215
36490,EGVN,BRIZE NORTON RAF,UK,51.75,-1.583333,88
36533,EGUD,ABINGDON RAF      &,UK,51.683333,-1.316667,80
36553,EGUA,UPPER HEYFORD RAF &,UK,51.933333,-1.25,134
36570,,BENSON (AUT),UK,51.616667,-1.1,57
36580,EGUB,BENSON RAF,UK,51.616667,-1.083333,63
36584,EGUH,HIGH WYCOMBE RAF,UK,51.633333,-0.766667,75
36720,EGWU,NORTHOLT RAF,UK,51.55,-0.416667,40
36733,EGGW,LUTON AIRPORT     &,UK,51.866667,-0.366667,160
36740,,CHENIES(AUTO),UK,51.683333,-0.533333,138
36830,EGSS,STANSTED AIRPORT,UK,51.883333,0.233333,106
36835,EGTH,HATFEILD (PRIVATE),UK,51.766667,-0.25,77
36883,EGVT,WETHERSFIELD RAF  &,UK,51.966667,0.5,98
36913,EGMC,SOUTHEND-ON-SEA   &,UK,51.566667,0.7,15
36930,,SHOEBURYNESS,UK,51.55,0.85,3
36940,,SHOEBURYNESS (AUT),UK,51.55,0.833333,2
36950,,THAMES TOWER (AUT),UK,51.666667,1.1,8
36960,,WALTON-ON-NAZE,UK,51.85,1.283333,6
37010,,GAWLISH,UK,51.016667,-4.5,126
37070,EGDC,CHIVENOR RAF,UK,51.083333,-4.15,8
37100,,LISCOMBE,UK,51.083333,-3.6,347
37120,,TIVINGTON,UK,51.2,-3.533333,83
37150,EGFF,CARDIFF-WALES ARPT,UK,51.4,-3.35,67
37155,EGDX,ST ATHAN RAF,UK,51.4,-3.433333,50
37170,,CARDIFF WEA CENTER,UK,51.483333,-3.183333,9
37243,EGGD,BRISTOL/LULSGATE  &,UK,51.383333,-2.716667,189
37260,,BRISTOL WEA CENTER,UK,51.466667,-2.6,11
37400,EGDL,LYNEHAM RAF,UK,51.5,-1.983333,156
37430,,LARKHILL,UK,51.2,-1.8,133
37435,EGVI,GREENHAM COMMON RAF,UK,51.383333,-1.283333,122
37450,EGDN,NETHERAVON (ARMY),UK,51.25,-1.766667,139
37460,EGDM,BOSCOMBE DOWN,UK,51.166667,-1.75,124
37490,EGVP,MIDDLE WALLOP,UK,51.15,-1.566667,91
37590,,TEST SAMOS 03761,UK,51.25,-0.95,123
37610,EGVO,ODIHAM RAF,UK,51.233333,-0.95,123
37630,EGRR,BRACKNELL/BEAUFORT,UK,51.383333,-0.783333,74
37640,,BRACKNELL (AUT)   &,UK,51.383333,-0.8,75
37660,EGUF,FARNBOROUGH (MIL),UK,51.283333,-0.766667,72
37663,EGKB,BIGGIN HILL       &,UK,51.316667,0.033333,183
37680,,FARNBOROUGH (SAWS),UK,51.283333,-0.783333,65
37683,EGLC,LONDON CITY AIRPORT,UK,51.5,-0.5,5
37720,EGLL,LONDON/HEATHROW,UK,51.483333,-0.45,24
37740,,CRAWLEY,UK,51.083333,-0.216667,144
37760,EGKK,LONDON/GATWICK ARPT,UK,51.15,-0.183333,62
37790,EGRB,LONDON WEA CENTER,UK,51.5,-0.116667,39
37810,,KENLEY (AUT),UK,51.3,-0.083333,170
37815,EGTI,LEAVESDEN,UK,51.683333,-0.416667,102
37850,,CHARING,UK,51.2,0.783333,91
37860,,GRAVESEND,UK,51.433333,0.383333,5
37873,EGKM,WEST MALLING      &,UK,51.283333,0.416667,104
37890,,JUBILEE CORNER,UK,51.183333,0.633333,47
37900,,EAST MALLING (AUT),UK,51.283333,0.45,32
37910,,SHEERNESS,UK,51.45,0.75,25
37930,,ANVIL GREEN,UK,51.2,1.016667,139
37960,,LANGDON BAY,UK,51.133333,1.35,117
37970,EGUM,MANSTON RAF,UK,51.35,1.35,55
38000,,SCILLY/ST. MARY'S,UK,49.916667,-6.283333,45
38030,EGHE,"SCILLY,SAINT MARY'S",UK,4955N,00618W,31
38060,,GWENNAP HEAD,UK,50.033333,-5.666667,66
38080,,CAMBORNE,UK,50.366667,-5.533333,88
38090,EGDR,CULDROSE (NAVY),UK,50.083333,-5.25,82
38100,,PENDENNIS POINT,UK,50.15,-5.066667,35
38140,,LIZARD,UK,49.95,-5.183333,57
38150,,LIZARD LIGHTHOUSE,UK,49.966667,-5.2,60
38170,EGDG,SAINT MAWGAN RAF,UK,50.433333,-5,119
38200,,DAVIDSTOW MOOR,UK,50.633333,-4.6,291
38230,,CARDINHAM (AUT),UK,50.5,-4.666667,200
38240,,BASTREET,UK,50.566667,-4.483333,233
38270,EGDB,PLYMOUTH/MOUNTBATTE,UK,50.35,-4.116667,27
38273,EGHD,PLYMOUTH/ROBOROUGH,UK,50.416667,-4.116667,25
38300,,BURRINGTON,UK,50.933333,-3.983333,199
38310,,NORTH HESSARY TOR,UK,50.55,-4,510
38370,,BRIXHAM,UK,50.4,-3.483333,3
38390,EGTE,EXETER AIRPORT,UK,50.733333,-3.416667,30
38400,,DUNKESWELL AIRPORT,UK,50.866667,-3.233333,255
38410,,TEMP FOR 03840,UK,50.866667,-3.25,255
38530,EGDY,YEOVILTON (NAVY),UK,51,-2.633333,23
38550,,PORTLAND BILL C.G.,UK,50.516667,-2.433333,53
38560,,PORTLAND BILL (LH),UK,50.516667,-2.45,11
38570,,ISLE OF PORTLAND,UK,50.516667,-2.466667,53
38580,EGDP,PORTLAND HELIPORT,UK,50.566667,-2.45,3
38620,EGHH,BOURNEMOUTH AIRPORT,UK,50.783333,-1.833333,11
38650,EGHI,SOUTHAMPTON WX CNTR,UK,50.9,-1.4,9
38660,,ST. CATHERINE'S PT.,UK,50.583333,-1.3,16
38670,EGUS,LEE-ON-SOLENT(NAVY),UK,50.816667,-1.216667,10
38683,EGHN,SANDOWN/WIGHT ISLE&,UK,50.65,-1.15,18
38720,,THORNEY ISLAND(AUT),UK,50.816667,-0.916667,4
38730,,TOTLAND,UK,50.683333,-1.533333,20
38740,,SOLENT M.R.S.C.,UK,50.8,-1.216667,9
38750,,WELLOW (AUX),UK,50.683333,-1.45,25
38760,EGKA,SHOREHAM-BY-SEA,UK,50.833333,-0.283333,2
38770,,EAST HOATHLY,UK,50.916667,0.15,38
38800,,NEWHAVEN (LGT-H),UK,50.783333,0.05,5
38810,,BREDE RIVER,UK,50.933333,0.6,82
38820,,HERSTOMONCEUX WEST,UK,50.9,0.316667,54
38830,,EASTBOURNE,UK,50.783333,0.3,3
38873,EGMD,LYDD AIRPORT      &,UK,50.95,0.933333,3
38915,EGJA,ALDERNEY/CHANNEL IS,UK,49.716667,-2.2,71
38940,EGJB,GUERNSEY AIRPORT,UK,49.433333,-2.6,102
38950,EGJJ,JERSEY AIRPORT,UK,49.216667,-2.2,84
38960,,SAINT HELIER,UK,49.2,-2.1,54
39000,,KNOCKAREVAN,UK,54.416667,-8.083333,50
39020,,CORGARY,UK,54.433333,-8.05,145
39030,,SAINT ANGELO (AUT),UK,54.4,-7.65,47
39050,,CARRIGANS,UK,54.666667,-7.316667,113
39060,,CARMONEY,UK,55.016667,-7.233333,73
39083,EGQB,BALLYKELLY        &,UK,55.066667,-7.016667,2
39084,EGAE,EGLINTON/LONDONDERR,UK,55.05,-7.15,9
39110,,LOUGH SEA,UK,54.716667,-6.816667,225
39120,,MOYOLA(AUX),UK,54.716667,-6.516667,17
39140,,PORTRUSH,UK,55.2,-6.666667,18
39150,,PORTGLENONE,UK,54.866667,-6.45,64
39155,EGXF,COWDEN,UK,53.85,-6.1,15
39160,,BALLYPATRICK FOREST,UK,55.183333,-6.166667,156
39170,EGAA,BELFAST/ALDERGROVE,UK,54.65,-6.216667,81
39200,,HILLSBOROUGH,UK,54.8,-6.166667,38
39230,,GLENANNE (AUT),UK,54.233333,-6.5,161
39240,EGAC,BELFAST HARBOUR,UK,54.6,-5.883333,5
39250,,ORLOCK HEAD,UK,54.666667,-5.583333,34
39260,,KILLOUGH,UK,54.233333,-5.616667,18
39270,,BANGOR HARBOR,UK,54.666667,-5.666667,11
39280,,LARNE/LATHARNA,UK,54.85,-5.8,3
39520,,ROCHES POINT,IE,51.8,-8.25,41
39530,,VALENTIA OBSERVATOR,IE,51.933333,-10.25,14
39550,EICK,CORK ARPT/CORCAIGH,IE,51.85,-8.483333,162
39570,,ROSSLARE/ROS LAIR,IE,52.25,-6.333333,25
39600,,KILKENNY,IE,52.666667,-7.266667,64
39620,EINN,SHANNON AIRPORT,IE,52.7,-8.916667,20
39640,,GALWAY/GAILLIMH,IE,53.283333,-9.016667,21
39650,,BIRR/BIORRA,IE,53.083333,-7.883333,72
39670,EIME,CASEMENT (MIL),IE,53.3,-6.433333,93
39690,EIDW,DUBLIN AIRPORT,IE,53.433333,-6.25,85
39700,,CLAREMORRIS,IE,53.716667,-8.983333,69
39710,,MULLINGAR,IE,53.533333,-7.366667,104
39740,,CLONES/CLUAN EOIS,IE,54.183333,-7.233333,89
39760,,BELMULLET PENINSULA,IE,54.233333,-10,10
39800,,MALIN HEAD,IE,55.366667,-7.333333,25
40040,,GUFUSKALAR,IL,64.9,-23.933333,9
40050,,BOLUNGAVIK,IL,66.166667,-23.25,22
40070,,HOLAR I DYRAFIRDI,IL,65.866667,-23.6,30
40130,BIST,STYKKISHOLMUR,IL,65.083333,-22.733333,8
40140,,REYKJANESVITI (LH),IL,63.816667,-22.716667,26
40180,BIKF,KEFLAVIK (CIV/MIL),IL,63.966667,-22.6,54
40184,KQNT,KEFLAVIK (NWSED),IL,63.983333,-22.6,52
40230,,HORNBJARGSVITI (LH),IL,66.416667,-22.383333,27
40300,BIRK,REYKJAVIK (NOTAM),IL,64.133333,-21.9,61
40340,,HAMRAENDAR,IL,64.666667,-21.6,46
40380,,EYRARBAKKI,IL,63.866667,-21.15,5
40410,,TANNSTADABAKKI,IL,65.283333,-21.1,8
40450,,BLONDUOS,IL,65.666667,-20.3,22
40480,BIVM,VESTMANNAEYJAR (LH),IL,63.4,-20.283333,124
40530,,BERGSTADIR,IL,65.7,-19.616667,46
40560,,HVERAVELLIR,IL,64.866667,-19.566667,642
40580,,VATNSSKARDSHOLAR LH,IL,63.416667,-19.183333,20
40620,,NORDURHJALEIGA,IL,63.5,-18.383333,18
40630,BIAR,AKUREYRI,IL,65.683333,-18.083333,27
40640,,KIRKJUBAEJARKLAUSTU,IL,63.783333,-18.066667,38
40650,BIGR,GRIMSEY ISLAND,IL,66.533333,-18.016667,16
40690,,STADARHOLL,IL,65.816667,-17.2,42
40730,,GRIMSSTADIR,IL,65.633333,-16.116667,386
40770,BIRG,RAUFARHOFN,IL,66.45,-15.95,10
40810,,SAUDANES,IL,66.25,-15.266667,17
40820,BIHN,HJARDARNES/HORNAFJO,IL,64.25,-15.183333,10
40850,BIVO,SKJALDTHINGSSTADIR,IL,65.75,-14.833333,48
40870,,STRANDHOFN,IL,65.9,-14.65,20
40890,BIEG,EGILSSTADIR,IL,65.283333,-14.366667,38
40910,,REYDARFJORDUR,IL,65.033333,-14.233333,25
40970,,DALATANGI (LGT-H),IL,65.266667,-13.583333,11
41100,,NAVY OPERATED(AMOS),GL,72.283333,-38.8,3195
41150,,NAVY OPERATED(AMOS),GL,72.583333,-38.766667,3213
41650,,DYE 2 (SEA BASS),GL,66.483333,-46.283333,2330
41750,,DYE 3 (SOB STORY),GL,65.183333,-43.833333,2647
42003,BGDU,DUNDAS            &,GL,76.5,-69,20
42020,BGTL,THULE AB,GL,76.533333,-68.5,59
42030,,CAREY ISLAND (AUT),GL,76.633333,-73,11
42070,,HALL LAND (AUT),GL,81.733333,-59,105
42080,,EDDERFUGLE OER(AUT),GL,74.033333,-57.816667,40
42090,BGUP,UPERNAVIK AWS (AUT),GL,72.783333,-56.166667,63
42140,,NUGSSUAQ PENINSULA,GL,70.683333,-54.616667,27
42173,BGCH,CHRISTIANHAB(PORT)&,GL,68.75,-51.5,76
42183,BGGN,GODHAVN (PORT)    &,GL,69.333333,-53.583333,24
42200,BGEM,EGEDESMINDE/AUSIAT,GL,68.7,-52.75,47
42210,BGJN,JAKOBSHAVN (PORT) &,GL,69.25,-51.066667,25
42280,,AGTO KITSIGSSUT AUT,GL,67.783333,-53.966667,12
42300,BGHB,HOLSTEINSBORG,GL,66.916667,-53.666667,9
42310,BGSF,SONDRE STROMFJORD,GL,67,-50.8,53
42350,,DYE 1 (RED RIVER),GL,66.633333,-52.866667,1453
42403,BGST,SUKKERTOPPEN      &,GL,65.416667,-53,24
42420,,SIORALIK (AUT),GL,65.016667,-52.55,14
42500,BGGH,GODTHAB (PORT),GL,64.166667,-51.75,70
42530,,FREDERIKSHAB ISBLIN,GL,62.566667,-50.416667,22
42540,,GODTHAB AIRPORT/NUK,GL,64.2,-51.683333,86
42600,BGFH,FREDERIKSHAB (PORT),GL,62,-49.716667,16
42610,BGGD,GRONNEDAL,GL,61.216667,-48.116667,29
42630,,ARSUK,GL,61.183333,-48.45,137
42660,,NUNARSSUIT (AUT),GL,60.766667,-48.416667,33
42700,BGBW,NARSSARSSUAQ,GL,61.183333,-45.416667,26
42720,BGJH,JULIANEHAB (PORT),GL,60.716667,-46.05,34
42740,,QAGSSIMIUT,GL,60.8,-47.1,13
42803,BGNS,NARSSAQ           &,GL,61,-46,30
42833,BGNN,NANORTALIK        &,GL,60.533333,-45.75,20
42850,BGAS,ANGISSOQ (AUT),GL,59.983333,-45.2,16
42863,BGFD,FREDERIKSDAL      &,GL,60.25,-45.5,23
43010,,CAPE MORRIS JESUP,GL,83.633333,-33.366667,4
43050,,CAPE HARALD MOLTKE,GL,82.15,-29.916667,4
43100,,NORD,GL,81.6,-16.666667,36
43120,,NORD ADS (AUT),GL,81.6,-16.683333,34
43130,,KROYERS HOLME (AUT),GL,80.633333,-13.716667,10
43200,BGDH,DANMARKSHAVN (PORT),GL,76.766667,-18.666667,12
43300,BGDB,DANEBORG (AUT),GL,74.3,-20.216667,44
43383,BGMV,MESTERS VIG       &,GL,72.25,-24.333333,10
43390,BGSC,SCORESBYSUND,GL,70.483333,-21.966667,66
43400,BGKT,CAPE TOBIN (AUT),GL,70.416667,-21.966667,41
43410,BGCO,CONSTABLE POINT,GL,70.75,-22.666667,10
43510,BGAT,APUTITEQ ADS (AUT),GL,67.783333,-32.283333,23
43600,BGAM,ANGMAGSSALIK,GL,65.6,-37.633333,52
43610,BGKK,KULUSUK AIRPORT   &,GL,65.566667,-37.116667,34
43730,,IKERMIT (AUT),GL,64.283333,-40.3,85
43803,BGTM,TINGMIARMIUT      &,GL,62.416667,-42.25,10
43820,,IKERMIUARSSUK ADS,GL,61.933333,-42.066667,39
43900,BGPC,PRINS CHRISTIAN   &,GL,60.033333,-43.116667,19
60090,,AKRABERG,FA,61.4,-6.666667,95
60100,EKVG,SORVAAG/VAGAR,FA,62.066667,-7.266667,85
60110,,THORSHAVN (PORT),FA,62.016667,-6.766667,39
60240,EKTS,THISTED ARPT (AUT)&,DN,57.066667,8.7,7
60300,EKYT,ALBORG,DN,57.1,9.866667,3
60340,EKSN,SINDAL AIRPORT,DN,57.5,10.233333,28
60410,,SKAGEN,DN,57.766667,10.65,7
60430,,FREDERIKSHAVN (AUT),DN,57.433333,10.516667,84
60440,,LAESO RENDE STRAIT,DN,57.216667,10.666667,5
60480,EKHS,HADSUND,DN,56.716667,10.116667,2
60520,,THYBORON,DN,56.7,8.216667,3
60530,,AGGERSUND,DN,56.95,9.25,6
60540,EKHO,LINDTORP AIRPORT,DN,56.4,8.45,15
60580,,HVIDE SANDE,DN,56,8.133333,3
60600,EKKA,KARUP (DAN-AFB),DN,56.283333,9.133333,52
60620,EKSV,SKIVE AIRPORT,DN,56.55,9.166667,21
60660,EKVJ,STAUNING AIRPORT,DN,55.983333,8.35,5
60690,,FOULUM (AUT),DN,56.533333,9.616667,60
60700,EKAH,TIRSTRUP (CIV/MIL),DN,56.3,10.616667,25
60710,,FORNAES (CAPE),DN,56.45,10.966667,8
60743,EKKM,ARHUS/KIRSTINESMIN&,DN,56.15,10.216667,57
60780,EKAT,ANHOLT ISLAND (AUT),DN,56.7,11.55,8
60790,,ANHOLT,DN,56.716667,11.516667,3
60800,EKEB,ESBJERG,DN,55.516667,8.55,29
60810,,BLAVAND CAPE (AUT),DN,55.566667,8.083333,22
60890,,SAEDENSTRAND,DN,55.5,8.4,11
60960,,ROMO ISLAND (AUT),DN,55.183333,8.566667,3
60990,,ROMO HAVNEBY,DN,55.083333,8.566667,5
61000,EKVA,VANDEL (DAN-AFB),DN,55.716667,9.216667,74
61040,EKBI,BILLUND AIRPORT,DN,55.733333,9.15,66
61080,EKVD,VAMDRUP (AUT/MAN),DN,55.433333,9.333333,45
61100,EKSP,SKRYDSTRUP(DAN-AFB),DN,55.233333,9.266667,40
61110,,BAGO,DN,55.3,9.8,2
61180,EKSB,SONDERBORG AIRPORT,DN,54.966667,9.8,23
61190,,KEGNAES,DN,54.85,9.983333,14
61200,EKOD,ODENSE/BELDRINGE,DN,55.466667,10.333333,17
61240,EKST,SYDFYNS/TASINGE ISL,DN,55.016667,10.566667,6
61310,,VESBORG,DN,55.766667,10.55,5
61400,,NAKSKOV AIRPORT,DN,54.816667,11.133333,-1
61420,,ALBUEN,DN,54.833333,10.966667,6
61430,EKMB,MARIBO ARPT (AUT),DN,54.7,11.45,5
61500,EKAV,AVNO (DAN-AFB),DN,55.083333,11.783333,4
61510,,OMO ISLAND,DN,55.166667,11.133333,2
61530,,TYVELSE,DN,55.383333,11.683333,38
61560,,HOLBAEK,DN,55.716667,11.716667,12
61590,,ROSNAES (CAPE),DN,55.75,10.866667,11
61600,EKVL,VAERLOSE (DAN-AFB),DN,55.766667,12.316667,31
61610,,SPODSBJERG,DN,55.983333,11.866667,5
61640,,HESSELO ISL (AUT),DN,56.2,11.716667,8
61680,,NAKKEHOVED (AUT),DN,56.116667,12.35,35
61690,,GNIBEN POINT (AUT),DN,56,11.283333,4
61700,EKRK,COPENHAGEN/ROSKILDE,DN,55.583333,12.133333,44
61730,,STEVNS,DN,55.283333,12.45,40
61790,,MOEN,DN,54.95,12.55,15
61800,EKCH,COPENHAGEN/KASTRUP,DN,55.633333,12.666667,5
61810,,COPENHAGEN/JAEGERS,DN,55.766667,12.533333,40
61830,,DROGDEN (LGT-H),DN,55.533333,12.716667,2
61860,,COPENHAGEN/LANDBOHO,DN,55.683333,12.55,9
61900,EKRN,RONNE,DN,55.066667,14.75,16
61910,,CHRISTIANSO (LGT-H),DN,55.316667,15.183333,15
61930,,HAMMERODDE,DN,55.3,14.783333,11
62000,EHYB,YPENBURG RNLAFB,NL,52.033333,4.35,1
62100,EHVB,VALKENBURG (NAVY),NL,52.183333,4.416667,2
