"_raw","_time",host,index,linecount,source,sourcetype,"splunk_server","ua_raw"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&rt.start=navigation&rt.tstart=1517941261061&rt.bstart=1517941261208&rt.end=1517941261421&t_resp=48&t_page=312&t_done=360&t_other=t_domloaded%7C326%2Cboomerang%7C214%2Cboomr_fb%7C147&nt_red_cnt=0&nt_nav_type=1&nt_nav_st=1517941261061&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941261068&nt_dns_st=1517941261068&nt_dns_end=1517941261068&nt_con_st=1517941261068&nt_con_end=1517941261068&nt_req_st=1517941261071&nt_res_st=1517941261109&nt_res_end=1517941261112&nt_domloading=1517941261123&nt_domint=1517941261378&nt_domcontloaded_st=1517941261378&nt_domcontloaded_end=1517941261387&nt_domcomp=1517941261404&nt_load_st=1517941261405&nt_load_end=1517941261421&nt_unload_st=1517941261114&nt_unload_end=1517941261115&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=1517941261.348&GUID=&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fdetail.html%3Fid%3D808a2de1-1aaa-4c25-a9b9-6612e8f29a38&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fdetail.html%3Fid%3D808a2de1-1aaa-4c25-a9b9-6612e8f29a38&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=kk0t7o96","2018-02-06T13:21:01.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&rt.start=navigation&rt.tstart=1517941258018&rt.bstart=1517941258424&rt.end=1517941258719&t_resp=60&t_page=641&t_done=701&t_other=t_domloaded%7C641%2Cboomerang%7C295%2Cboomr_fb%7C406&nt_red_cnt=0&nt_nav_type=0&nt_nav_st=1517941258018&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941258024&nt_dns_st=1517941258024&nt_dns_end=1517941258024&nt_con_st=1517941258024&nt_con_end=1517941258024&nt_req_st=1517941258032&nt_res_st=1517941258078&nt_res_end=1517941258081&nt_domloading=1517941258173&nt_domint=1517941258637&nt_domcontloaded_st=1517941258637&nt_domcontloaded_end=1517941258660&nt_domcomp=1517941258691&nt_load_st=1517941258691&nt_load_end=1517941258719&nt_unload_st=1517941258091&nt_unload_end=1517941258092&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=0&GUID=&product=Crossed&numItemsInCart=0&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fdetail.html%3Fid%3D808a2de1-1aaa-4c25-a9b9-6612e8f29a38&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=9bylhc4k","2018-02-06T13:20:59.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&GUID=&numItemsInCart=0&rt.start=navigation&rt.tstart=1517941249864&rt.bstart=1517941250119&rt.end=1517941251316&t_resp=52&t_page=1400&t_done=1452&t_other=t_domloaded%7C547%2Cboomerang%7C1199%2Cboomr_fb%7C255&nt_red_cnt=0&nt_nav_type=1&nt_nav_st=1517941249864&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941249868&nt_dns_st=1517941249868&nt_dns_end=1517941249868&nt_con_st=1517941249868&nt_con_end=1517941249868&nt_req_st=1517941249870&nt_res_st=1517941249916&nt_res_end=1517941249923&nt_domloading=1517941249952&nt_domint=1517941250388&nt_domcontloaded_st=1517941250389&nt_domcontloaded_end=1517941250411&nt_domcomp=1517941251296&nt_load_st=1517941251296&nt_load_end=1517941251316&nt_unload_st=1517941249925&nt_unload_end=1517941249928&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=1517941250.337&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=94atev44","2018-02-06T13:20:51.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&rt.start=navigation&rt.tstart=1517941226663&rt.bstart=1517941227067&rt.end=1517941235317&t_resp=56&t_page=8598&t_done=8654&t_other=t_domloaded%7C8619%2Cboomerang%7C8252%2Cboomr_fb%7C404&nt_red_cnt=0&nt_nav_type=0&nt_nav_st=1517941226663&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941226669&nt_dns_st=1517941226669&nt_dns_end=1517941226669&nt_con_st=1517941226669&nt_con_end=1517941226669&nt_req_st=1517941226675&nt_res_st=1517941226719&nt_res_end=1517941226774&nt_domloading=1517941226827&nt_domint=1517941235265&nt_domcontloaded_st=1517941235265&nt_domcontloaded_end=1517941235282&nt_domcomp=1517941235307&nt_load_st=1517941235307&nt_load_end=1517941235317&nt_unload_st=1517941226808&nt_unload_end=1517941226812&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=1517941227.443&GUID=&numItemsInCart=0&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcategory.html%3Fpage%3D2&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcategory.html&v=%25boomerang_version%25&vis.st=hidden&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=npawcjqr","2018-02-06T13:20:36.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&GUID=&numItemsInCart=0&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcategory.html&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=5szj4usn&nu=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcategory.html%23&rt.tstart=1517941219970&rt.bstart=1517941220289&rt.end=1517941226615&t_done=6645&rt.quit=","2018-02-06T13:20:26.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&rt.start=navigation&rt.tstart=1517941219970&rt.bstart=1517941220289&rt.end=1517941220636&t_resp=55&t_page=611&t_done=666&t_other=t_domloaded%7C597%2Cboomerang%7C348%2Cboomr_fb%7C319&nt_red_cnt=0&nt_nav_type=0&nt_nav_st=1517941219970&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941219975&nt_dns_st=1517941219975&nt_dns_end=1517941219975&nt_con_st=1517941219975&nt_con_end=1517941219975&nt_req_st=1517941219977&nt_res_st=1517941220025&nt_res_end=1517941220028&nt_domloading=1517941220054&nt_domint=1517941220513&nt_domcontloaded_st=1517941220513&nt_domcontloaded_end=1517941220567&nt_domcomp=1517941220622&nt_load_st=1517941220622&nt_load_end=1517941220635&nt_unload_st=1517941220036&nt_unload_end=1517941220038&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=1517941220.436&GUID=&numItemsInCart=0&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcategory.html&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=5szj4usn","2018-02-06T13:20:22.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&GUID=&numItemsInCart=0&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fbasket.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=0egjj7wy&nu=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcategory.html&rt.tstart=1517941211099&rt.bstart=1517941211600&rt.end=1517941219964&t_done=8865&rt.quit=","2018-02-06T13:20:20.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&GUID=&numItemsInCart=0&rt.start=navigation&rt.tstart=1517941211099&rt.bstart=1517941211600&rt.end=1517941215274&t_resp=90&t_page=4085&t_done=4175&t_other=t_domloaded%7C1273%2Cboomerang%7C3676%2Cboomr_fb%7C501&nt_red_cnt=0&nt_nav_type=0&nt_nav_st=1517941211099&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941211111&nt_dns_st=1517941211111&nt_dns_end=1517941211111&nt_con_st=1517941211111&nt_con_end=1517941211111&nt_req_st=1517941211138&nt_res_st=1517941211189&nt_res_end=1517941211235&nt_domloading=1517941211246&nt_domint=1517941212310&nt_domcontloaded_st=1517941212312&nt_domcontloaded_end=1517941212372&nt_domcomp=1517941215259&nt_load_st=1517941215259&nt_load_end=1517941215274&nt_unload_st=1517941211222&nt_unload_end=1517941211223&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=1517941212.118&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fbasket.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=0egjj7wy","2018-02-06T13:20:15.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"mob.ct=&mob.bw=&mob.mt=&ua_raw=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&rt.start=navigation&rt.tstart=1517941197011&rt.bstart=1517941198961&rt.end=1517941200609&t_resp=295&t_page=3303&t_done=3598&t_other=t_domloaded%7C2730%2Cboomerang%7C1697%2Cboomr_fb%7C1950&nt_red_cnt=0&nt_nav_type=1&nt_nav_st=1517941197011&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941197025&nt_dns_st=1517941197030&nt_dns_end=1517941197221&nt_con_st=1517941197221&nt_con_end=1517941197260&nt_req_st=1517941197260&nt_res_st=1517941197306&nt_res_end=1517941197316&nt_domloading=1517941197393&nt_domint=1517941199235&nt_domcontloaded_st=1517941199235&nt_domcontloaded_end=1517941199742&nt_domcomp=1517941200552&nt_load_st=1517941200552&nt_load_end=1517941200601&nt_unload_st=1517941197340&nt_unload_end=1517941197346&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=0&GUID=&numItemsInCart=0&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fbasket.html&r=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Findex.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=MacIntel&ua.vnd=Google%20Inc.&pid=5b8pi53q","2018-02-06T13:20:02.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_12_6)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F63.0.3239.84%20Safari%2F537.36"
"ua_raw=Mozilla%2F5.0%20(X11%3B%20Linux%20x86_64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F60.0.3112.101%20Safari%2F537.36&appName=SplunkSocks&page=WeaveSocks&rt.start=navigation&rt.tstart=1517941145188&rt.bstart=1517941145606&rt.end=1517941146135&t_resp=101&t_page=846&t_done=947&t_other=t_domloaded%7C920%2Cboomerang%7C529%2Cboomr_fb%7C418&nt_red_cnt=0&nt_nav_type=0&nt_nav_st=1517941145188&nt_red_st=0&nt_red_end=0&nt_fet_st=1517941145188&nt_dns_st=1517941145188&nt_dns_end=1517941145188&nt_con_st=1517941145188&nt_con_end=1517941145188&nt_req_st=1517941145207&nt_res_st=1517941145289&nt_res_end=1517941145301&nt_domloading=1517941145340&nt_domint=1517941146063&nt_domcontloaded_st=1517941146063&nt_domcontloaded_end=1517941146108&nt_domcomp=1517941146122&nt_load_st=1517941146122&nt_load_end=1517941146125&nt_unload_st=1517941145313&nt_unload_end=1517941145313&nt_spdy=0&nt_cinf=http%2F1.1&nt_first_paint=1517941146.049&GUID=&u=http%3A%2F%2Fae27bf342f25a11e7a66602e322d025d-1549998552.us-east-1.elb.amazonaws.com%2Fcustomer-orders.html&v=%25boomerang_version%25&vis.st=visible&ua.plt=Linux%20x86_64&ua.vnd=Google%20Inc.&pid=xu94vjqv","2018-02-06T13:19:06.000-0500","mattymo.io:8088",boomerang,1,"http:Boomerang Beacon",rum,"n00bserver.n00blab.local","Mozilla%2F5.0%20(X11%3B%20Linux%20x86_64)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20Chrome%2F60.0.3112.101%20Safari%2F537.36"
