Message,MessageID,Description,Triggers,Actions,"Data_fields"
"SMS_EXCEPTION_GET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2014","Getting attribute values of attribute schema of a schema type of a service schema failed","Unable to get attribute values of schema type of a service schema due to service management SDK related errors","Look under service management log for more information","name_of_service|name_of_schema_type|name_of_attribute_schemas|error_message"
"ATTEMPT_SET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2021","Attempt to modify attribute values of attribute schema of a schema type of a service schema","Click on Save button in service profile page",,"name_of_service|name_of_schema_type|name_of_attribute_schemas"
"SUCCEED_SET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2022","Modification attribute values of attribute schema of a schema type of a service schema succeeded","Click on Save button in service profile page",,"name_of_service|name_of_schema_type|name_of_attribute_schemas"
"SSO_EXCEPTION_SET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2023","Modification attribute values of attribute schema of a schema type of a service schema failed","Unable to modify attribute values of schema type of a service schema. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under service management log for more information","name_of_service|name_of_schema_type|name_of_attribute_schemas|error_message"
"SMS_EXCEPTION_SET_ATTR_VALUE_ATR_SCHEMA_SCHEMA_TYPE","CONSOLE-2024","Modification attribute values of attribute schema of a schema type of a service schema failed","Unable to modify attribute values of schema type of a service schema due to service management SDK related errors","Look under service management log for more information","name_of_service|name_of_schema_type|name_of_attribute_schemas|error_message"
"ATTEMPT_CLIENT_DETECTION_GET_DEVICE_NAMES","CONSOLE-2501","Attempt to get device names of client detection service","View client profile page",,"name_of_profile|name_of_style|search_pattern"
"SUCCEED_CLIENT_DETECTION_GET_DEVICE_NAMES","CONSOLE-2502","Getting device names of client detection service succeeded","View client profile page",,"name_of_profile|name_of_style|search_pattern"
"ATTEMPT_CLIENT_DETECTION_DELETE_CLIENT","CONSOLE-2511","Attempt to delete client in client detection service","Click on client type delete hyperlink page",,"type_of_client"
"SUCCEED_CLIENT_DETECTION_DELETE_CLIENT","CONSOLE-2512","Deletion of client in client detection service succeeded","Click on client type delete hyperlink page",,"type_of_client"
"CLIENT_SDK_EXCEPTION_CLIENT_DETECTION_DELETE_CLIENT","CONSOLE-2513","Deletion of client in client detection service failed","Unable to delete client due to client detection SDK related errors","Look under client detection management log for more information","type_of_client|error_message"
"ATTEMPT_CLIENT_DETECTION_CREATE_CLIENT","CONSOLE-2521","Attempt to create client in client detection service","Click on New button in Client Creation Page",,"type_of_client"
"SUCCEED_CLIENT_DETECTION_CREATE_CLIENT","CONSOLE-2522","Creation of client in client detection service succeeded","Click on New button in Client Creation Page",,"type_of_client"
"CLIENT_SDK_EXCEPTION_CLIENT_DETECTION_CREATE_CLIENT","CONSOLE-2523","Creation of client in client detection service failed","Unable to create client due to client detection SDK related errors","Look under client detection management log for more information","type_of_client|error_message"
"INVALID_CLIENT_TYPE_CLIENT_DETECTION_CREATE_CLIENT","CONSOLE-2524","Creation of client in client detection service failed","Unable to create client because client type is invalid","Check the client type again before creation","type_of_client|error_message"
"ATTEMPT_CLIENT_DETECTION_GET_CLIENT_PROFILE","CONSOLE-2531","Attempt to get client profile in client detection service","View client profile page",,"type_of_client|classification"
"SUCCEED_CLIENT_DETECTION_GET_CLIENT_PROFILE","CONSOLE-2532","Getting of client profile in client detection service succeeded","View client profile page",,"type_of_client|classification"
"ATTEMPT_CLIENT_DETECTION_MODIFY_CLIENT_PROFILE","CONSOLE-2541","Attempt to modify client profile in client detection service","Click on Save button client profile page",,"type_of_client"
"SUCCEED_CLIENT_DETECTION_MODIFY_CLIENT_PROFILE","CONSOLE-2542","Modification of client profile in client detection service succeeded","Click on Save button client profile page",,"type_of_client"
"CLIENT_SDK_EXCEPTION_CLIENT_DETECTION_CREATE_CLIENT","CONSOLE-2543","Modification of client profile in client detection service failed","Unable to modify client profile due to client detection SDK related errors","Look under client detection management log for more information","type_of_client|error_message"
"ATTEMPT_GET_CURRENT_SESSIONS","CONSOLE-3001","Attempt to get current sessions","View session main page",,"name_of_server|search_pattern"
"SUCCEED_GET_CURRENT_SESSIONS","CONSOLE-3002","Getting of current sessions succeeded","View session main page",,"name_of_server|search_pattern"
"SESSION_EXCEPTION_GET_CURRENT_SESSIONS","CONSOLE-3003","Getting of current sessions failed","Unable to get current sessions due to session SDK exception","Look under session management log for more information","name_of_server|name_of_realm|error_message"
"ATTEMPT_INVALIDATE_SESSIONS","CONSOLE-3011","Attempt to invalidate session","Click on Invalidate button in session main page",,"name_of_server|ID_of_session"
"SUCCEED_INVALIDATE_SESSIONS","CONSOLE-3012","Invalidation of session succeeded","Click on Invalidate button in session main page",,"name_of_server|ID_of_session"
"SESSION_EXCEPTION_INVALIDATE_SESSIONS","CONSOLE-3013","Invalidation of session failed","Unable to invalidate session due to session SDK exception","Look under session management log for more information","name_of_server|ID_of_session|error_message"
"ATTEMPT_GET_SITE_NAMES","CONSOLE-12001","Attempt to get site names","View site and server management page",,"server_instance_name"
"SUCCEED_GET_SITE_NAMES","CONSOLE-12002","Site names are returned","View site and server management page",,"server_instance_name"
"SSO_EXCEPTION_GET_SITE_NAMES","CONSOLE-12003","Get site names","Unable to get site names. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under access management SDK log for more information","error_message"
"SMS_EXCEPTION_GET_SITE_NAMES","CONSOLE-12004","Get site names","Unable to get site names due the SMS API error","Look under service management SDK log for more information","error_message"
"ATTEMPT_GET_SITE_PRIMARY_URL","CONSOLE-12011","Attempt to get primary URL of site","View site profile page",,"Site_Name"
"SUCCEED_GET_SITE_PRIMARY_URL","CONSOLE-12012","Primary URL of site is returned","View site profile page",,"Site_Name"
"SSO_EXCEPTION_GET_SITE_PRIMARY_URL","CONSOLE-12013","Get primary URL of site","Unable to get primary URL of site. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under access management SDK log for more information","Site_Name|error_message"
"SMS_EXCEPTION_GET_SITE_PRIMARY_URL","CONSOLE-12014","Get primary URL of site","Unable to get primary URL of site due the SMS API error","Look under service management SDK log for more information","Site_Name|error_message"
"ATTEMPT_GET_SITE_FAILOVER_URLS","CONSOLE-12021","Attempt to get failover URLs of site","View site profile page",,"Site_Name"
"SUCCEED_GET_SITE_FAILOVER_URLS","CONSOLE-12022","Failover URLs of site is returned","View site profile page",,"Site_Name"
"SSO_EXCEPTION_GET_SITE_FAILOVER_URLS","CONSOLE-12023","Get failover URLs of site","Unable to get failover URLs of site. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under access management SDK log for more information","Site_Name|error_message"
"SMS_EXCEPTION_GET_SITE_FAILOVER_URLS","CONSOLE-12024","Get failover URLs of site","Unable to get failover URLs of site due the SMS API error","Look under service management SDK log for more information","Site_Name|error_message"
"ATTEMPT_GET_SITE_MEMBERS","CONSOLE-12031","Attempt to get members of site","View site profile page",,"Site_Name"
"SUCCEED_GET_SITE_MEMBERS","CONSOLE-12032","Members of site is returned","View site profile page",,"Site_Name"
"SSO_EXCEPTION_GET_SITE_MEMBERS","CONSOLE-12033","Get members of site","Unable to get members of site. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under access management SDK log for more information","Site_Name|error_message"
"SMS_EXCEPTION_GET_SITE_MEMBERS","CONSOLE-12034","Get members of site","Unable to get members of site due the SMS API error","Look under service management SDK log for more information","Site_Name|error_message"
"ATTEMPT_CREATE_SITE","CONSOLE-12041","Attempt to create site","View create site page",,"Site_Name"
"SUCCEED_CREATE_SITE","CONSOLE-12042","Site is created","Click on create button on creation page",,"Site_Name"
"SSO_EXCEPTION_CREATE_SITE","CONSOLE-12043","Create site","Unable to create site. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under access management SDK log for more information","Site_Name|error_message"
"SMS_EXCEPTION_CREATE_SITE","CONSOLE-12044","Create site","Unable to create site due the SMS API error","Look under service management SDK log for more information","Site_Name|error_message"
"ATTEMPT_CREATE_SERVER","CONSOLE-12051","Attempt to create server","View create server page",,"Server_Name"
"SUCCEED_CREATE_SERVER","CONSOLE-12052","Server is created","Click on create button on creation page",,"Server_Name"
"SSO_EXCEPTION_CREATE_SERVER","CONSOLE-12053","Create server","Unable to create server. It may be the single sign on token of the user has expired; or the user does not have permission to perform this operation","Look under access management SDK log for more information","Server_Name|error_message"
"SMS_EXCEPTION_CREATE_SERVER","CONSOLE-12054","Create server","Unable to create server due the SMS API error","Look under service management SDK log for more information","Server_Name|error_message"
"CONFIGURATION_EXCEPTION_CREATE_SERVER","CONSOLE-12055","Create server","Unable to create server due the incorrect data format error","Look under console log for more information","Server_Name|error_message"
"IO_EXCEPTION_CREATE_SERVER","CONSOLE-12056","Create server","Unable to create server due the incorrect data format error","Look under console log for more information","Server_Name|error_message"
