DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
1-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"5,369",injection,WI
2-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,034",injection,WI
3-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,814",injection,WI
4-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,917",injection,WI
5-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,890",injection,WI
6-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,914",injection,WI
7-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,919",injection,WI
8-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,915",injection,WI
9-Jan-15,NO 15/9-F-5 AH,17,,,,,,,,,0,,,,"2,759",injection,WI
10-Jan-15,NO 15/9-F-5 AH,19,,,,,,,,,0,,,,"3,000",injection,WI
11-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,100",injection,WI
12-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,230",injection,WI
13-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,326",injection,WI
14-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,388",injection,WI
15-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,170",injection,WI
16-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,187",injection,WI
17-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,186",injection,WI
18-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,186",injection,WI
19-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,186",injection,WI
20-Jan-15,NO 15/9-F-5 AH,19.67,,,,,,,,,0,,,,"4,015",injection,WI
21-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"4,591",injection,WI
22-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,901",injection,WI
23-Jan-15,NO 15/9-F-5 AH,24,,,,,,,,,0,,,,"3,920",injection,WI
