DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
1-Jan-15,NO 15/9-F-4 AH,9.5,,,,,,,,,0,,,,914,injection,WI
2-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,647",injection,WI
3-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,938",injection,WI
4-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,881",injection,WI
5-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,889",injection,WI
6-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,921",injection,WI
7-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,954",injection,WI
8-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"3,012",injection,WI
9-Jan-15,NO 15/9-F-4 AH,17,,,,,,,,,0,,,,"2,214",injection,WI
10-Jan-15,NO 15/9-F-4 AH,19.5,,,,,,,,,0,,,,"2,713",injection,WI
11-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,959",injection,WI
12-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,798",injection,WI
13-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,735",injection,WI
14-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,549",injection,WI
15-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,878",injection,WI
16-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,674",injection,WI
17-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,470",injection,WI
18-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,470",injection,WI
19-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,470",injection,WI
20-Jan-15,NO 15/9-F-4 AH,13.39,,,,,,,,,0,,,,"1,484",injection,WI
21-Jan-15,NO 15/9-F-4 AH,17.61,,,,,,,,,0,,,,"2,145",injection,WI
22-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,833",injection,WI
23-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,771",injection,WI
24-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,859",injection,WI
25-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,754",injection,WI
26-Jan-15,NO 15/9-F-4 AH,19,,,,,,,,,0,,,,"2,156",injection,WI
27-Jan-15,NO 15/9-F-4 AH,14.44,,,,,,,,,0,,,,"2,199",injection,WI
28-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"3,725",injection,WI
29-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"3,386",injection,WI
30-Jan-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"3,102",injection,WI
31-Jan-15,NO 15/9-F-4 AH,13.44,,,,,,,,,0,,,,"1,661",injection,WI
1-Feb-15,NO 15/9-F-4 AH,19.73,,,,,,,,,0,,,,"2,758",injection,WI
2-Feb-15,NO 15/9-F-4 AH,24,,,,,,,,,0,,,,"2,546",injection,WI
3-Feb-15,NO 15/9-F-4 AH,13.44,,,,,,,,,0,,,,"1,379",injection,WI
