DATEPRD,WELL_BORE_CODE,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL,FLOW_KIND,WELL_TYPE
23-Feb-15,NO 15/9-F-12 H,24.0,210.292,106.241,56.637,29.065,33.17726,%,56.637,68.522,27.934,716,"107,725",561,,production,OP
24-Feb-15,NO 15/9-F-12 H,24.0,0.0,0.0,56.564,29.109,33.08713,%,56.564,70.547,27.652,699,"103,856",573,,production,OP
25-Feb-15,NO 15/9-F-12 H,24.0,210.703,106.249,56.38,29.289,33.08282,%,56.38,72.194,27.638,706,"103,380",578,,production,OP
26-Feb-15,NO 15/9-F-12 H,24.0,210.948,106.162,56.59,29.117,33.07758,%,56.59,70.29,27.869,705,"103,476",527,,production,OP
27-Feb-15,NO 15/9-F-12 H,24.0,211.36,106.118,56.597,29.153,33.11314,%,56.597,68.961,27.912,709,"105,429",695,,production,OP
28-Feb-15,NO 15/9-F-12 H,23.38,210.894,106.123,56.936,28.882,32.11212,%,56.936,68.007,28.105,671,"102,426",659,,production,OP
1-Mar-15,NO 15/9-F-12 H,24.0,211.008,106.128,55.285,29.126,33.77713,%,55.285,70.138,26.603,716,"108,723",697,,production,OP
2-Mar-15,NO 15/9-F-12 H,24.0,0.0,0.0,54.706,29.302,33.862,%,54.706,73.065,26.109,714,"108,178",694,,production,OP
3-Mar-15,NO 15/9-F-12 H,24.0,210.905,106.136,54.723,29.277,33.95103,%,54.723,71.69,26.141,717,"108,140",689,,production,OP
4-Mar-15,NO 15/9-F-12 H,24.0,208.73,105.102,53.758,29.127,32.04327,%,53.758,72.684,25.419,716,"108,077",669,,production,OP
5-Mar-15,NO 15/9-F-12 H,24.0,209.431,106.164,54.274,29.206,34.18332,%,54.274,71.042,25.646,719,"108,784",696,,production,OP
6-Mar-15,NO 15/9-F-12 H,24.0,201.507,106.273,54.122,29.115,34.25424,%,54.122,71.096,25.457,698,"105,054",696,,production,OP
7-Mar-15,NO 15/9-F-12 H,24.0,199.78,106.313,54.106,28.866,34.36061,%,54.106,68.55,25.42,694,"105,168",698,,production,OP
8-Mar-15,NO 15/9-F-12 H,24.0,200.504,106.31,53.827,29.012,33.65804,%,53.827,71.856,25.148,692,"104,778",697,,production,OP
9-Mar-15,NO 15/9-F-12 H,24.0,0.0,0.0,53.484,28.842,34.58774,%,53.484,71.553,24.808,707,"106,179",705,,production,OP
10-Mar-15,NO 15/9-F-12 H,24.0,200.226,106.322,53.008,28.691,34.80917,%,53.008,71.98,24.331,706,"104,809",705,,production,OP
11-Mar-15,NO 15/9-F-12 H,24.0,200.035,106.329,52.808,28.859,34.94795,%,52.808,72.518,24.146,707,"104,707",710,,production,OP
12-Mar-15,NO 15/9-F-12 H,24.0,200.152,106.328,52.425,28.861,35.10895,%,52.425,72.958,23.77,708,"104,988",733,,production,OP
13-Mar-15,NO 15/9-F-12 H,24.0,200.141,106.283,52.147,28.714,35.23351,%,52.147,72.51,23.5,700,"105,134",712,,production,OP
14-Mar-15,NO 15/9-F-12 H,24.0,200.058,106.136,51.696,28.87,35.46763,%,51.696,73.466,23.056,708,"105,584",716,,production,OP
15-Mar-15,NO 15/9-F-12 H,24.0,210.86,105.568,51.508,28.703,35.57401,%,51.508,72.68,22.845,704,"103,868",720,,production,OP
16-Mar-15,NO 15/9-F-12 H,24.0,0.0,0.0,51.184,28.51,35.65656,%,51.184,71.846,22.524,712,"104,654",732,,production,OP
17-Mar-15,NO 15/9-F-12 H,24.0,219.628,105.267,50.529,28.338,35.71326,%,50.529,71.837,21.861,721,"105,072",717,,production,OP
18-Mar-15,NO 15/9-F-12 H,24.0,219.456,105.329,50.025,28.687,35.52315,%,50.025,74.432,21.274,723,"105,086",712,,production,OP
19-Mar-15,NO 15/9-F-12 H,24.0,219.11,105.398,50.708,27.936,34.87172,%,50.708,73.134,22.004,714,"104,494",704,,production,OP
20-Mar-15,NO 15/9-F-12 H,24.0,219.368,105.429,50.33,27.57,34.88242,%,50.33,72.77,21.621,733,"106,882",762,,production,OP
21-Mar-15,NO 15/9-F-12 H,24.0,219.281,105.446,49.799,27.445,34.87572,%,49.799,73.471,21.1,741,"107,717",717,,production,OP
22-Mar-15,NO 15/9-F-12 H,8.13,252.281,105.288,51.97,27.23,11.63463,%,51.97,69.485,23.121,91,"13,845",93,,production,OP
23-Mar-15,NO 15/9-F-12 H,0.0,0.0,0.0,108.254,12.163,0.83727,%,108.254,9.408,79.618,0,0,0,,production,OP
24-Mar-15,NO 15/9-F-12 H,0.0,292.248,105.227,110.39,10.402,0.84122,%,110.39,10.875,81.751,0,0,0,,production,OP
25-Mar-15,NO 15/9-F-12 H,9.0,285.373,105.051,51.369,21.142,13.30564,%,51.369,67.056,22.087,44,"6,696",46,,production,OP
26-Mar-15,NO 15/9-F-12 H,24.0,225.205,105.348,51.779,25.191,35.3463,%,51.779,71.177,21.611,736,"108,156",733,,production,OP
27-Mar-15,NO 15/9-F-12 H,24.0,219.559,105.456,51.56,26.96,35.00244,%,51.56,73.932,22.656,742,"106,793",712,,production,OP
28-Mar-15,NO 15/9-F-12 H,24.0,219.383,105.467,51.112,26.854,34.93759,%,51.112,71.773,22.381,707,"94,616",708,,production,OP
29-Mar-15,NO 15/9-F-12 H,24.0,220.255,105.463,50.216,27.254,33.42341,%,50.216,74.121,21.463,667,"95,840",664,,production,OP
30-Mar-15,NO 15/9-F-12 H,24.0,0.0,0.0,49.884,27.16,34.18371,%,49.884,73.72,20.895,698,"100,737",712,,production,OP
31-Mar-15,NO 15/9-F-12 H,24.0,219.664,105.495,49.367,27.195,35.00606,%,49.367,73.443,20.603,708,"100,675",706,,production,OP
1-Apr-15,NO 15/9-F-12 H,24.0,220.203,105.498,48.944,27.086,35.06375,%,48.944,73.48,20.221,681,"99,766",699,,production,OP
2-Apr-15,NO 15/9-F-12 H,24.0,220.488,105.5,48.526,27.184,35.21113,%,48.526,73.777,19.838,697,"101,558",702,,production,OP
3-Apr-15,NO 15/9-F-12 H,24.0,219.987,105.517,48.297,27.562,35.24768,%,48.297,74.288,19.548,692,"99,344",698,,production,OP
4-Apr-15,NO 15/9-F-12 H,24.0,219.749,105.524,48.316,27.498,35.34144,%,48.316,73.871,19.607,692,"100,578",698,,production,OP
5-Apr-15,NO 15/9-F-12 H,24.0,0.0,0.0,48.238,27.309,35.31801,%,48.238,73.716,19.552,688,"100,295",692,,production,OP
6-Apr-15,NO 15/9-F-12 H,24.0,219.654,105.539,48.187,27.317,35.34629,%,48.187,73.293,19.505,688,"100,036",702,,production,OP
7-Apr-15,NO 15/9-F-12 H,24.0,219.542,105.437,48.135,27.183,35.14337,%,48.135,73.779,19.465,681,"98,875",650,,production,OP
8-Apr-15,NO 15/9-F-12 H,24.0,220.018,105.541,47.963,27.162,35.12442,%,47.963,73.395,19.299,683,"99,076",651,,production,OP
9-Apr-15,NO 15/9-F-12 H,24.0,219.943,105.542,47.876,27.01,35.09952,%,47.876,71.286,19.205,681,"98,787",649,,production,OP
10-Apr-15,NO 15/9-F-12 H,24.0,219.632,105.547,47.618,26.978,35.10816,%,47.618,71.708,18.939,674,"98,601",652,,production,OP
11-Apr-15,NO 15/9-F-12 H,24.0,219.662,105.548,47.406,26.842,35.12518,%,47.406,72.03,18.726,677,"98,252",649,,production,OP
12-Apr-15,NO 15/9-F-12 H,24.0,0.0,0.0,47.312,26.76,35.15483,%,47.312,70.63,18.615,678,"99,254",649,,production,OP
13-Apr-15,NO 15/9-F-12 H,24.0,220.91,105.539,47.117,26.828,35.16748,%,47.117,72.658,18.438,677,"101,586",658,,production,OP
14-Apr-15,NO 15/9-F-12 H,24.0,220.921,105.554,47.359,26.892,35.3171,%,47.359,71.648,18.666,682,"102,366",684,,production,OP
15-Apr-15,NO 15/9-F-12 H,24.0,220.878,105.569,47.388,27.104,34.55391,%,47.388,74.017,18.68,682,"101,142",694,,production,OP
16-Apr-15,NO 15/9-F-12 H,24.0,220.972,105.586,47.646,27.105,35.30399,%,47.646,74.257,18.966,688,"102,174",710,,production,OP
17-Apr-15,NO 15/9-F-12 H,24.0,221.355,105.601,47.894,27.295,34.60419,%,47.894,74.664,19.199,696,"103,553",717,,production,OP
18-Apr-15,NO 15/9-F-12 H,24.0,221.853,105.617,48.218,27.182,34.58859,%,48.218,74.605,19.542,690,"102,675",730,,production,OP
19-Apr-15,NO 15/9-F-12 H,24.0,0.0,0.0,48.772,27.24,34.54583,%,48.772,74.61,20.101,695,"100,432",737,,production,OP
20-Apr-15,NO 15/9-F-12 H,24.0,221.888,105.674,48.956,27.313,35.28526,%,48.956,74.869,20.265,697,"101,189",737,,production,OP
21-Apr-15,NO 15/9-F-12 H,24.0,221.789,105.697,48.987,27.137,35.28167,%,48.987,74.833,20.276,703,"103,412",700,,production,OP
22-Apr-15,NO 15/9-F-12 H,24.0,221.891,105.7,48.914,27.046,35.27701,%,48.914,74.954,20.199,703,"102,824",716,,production,OP
23-Apr-15,NO 15/9-F-12 H,24.0,221.725,105.708,48.786,26.917,35.25572,%,48.786,74.815,19.839,591,"85,442",669,,production,OP
24-Apr-15,NO 15/9-F-12 H,24.0,221.555,105.724,48.788,26.953,35.26414,%,48.788,74.438,19.532,588,"85,114",667,,production,OP
25-Apr-15,NO 15/9-F-12 H,24.0,221.251,105.738,48.514,26.81,35.25118,%,48.514,74.139,19.299,582,"84,283",675,,production,OP
26-Apr-15,NO 15/9-F-12 H,24.0,0.0,0.0,48.195,26.78,35.29905,%,48.195,74.333,18.99,582,"84,159",664,,production,OP
27-Apr-15,NO 15/9-F-12 H,24.0,220.826,105.757,48.332,26.768,35.30202,%,48.332,73.859,19.074,585,"84,352",667,,production,OP
28-Apr-15,NO 15/9-F-12 H,24.0,220.596,105.765,48.655,26.683,35.09835,%,48.655,73.115,19.391,580,"83,411",657,,production,OP
29-Apr-15,NO 15/9-F-12 H,24.0,220.61,105.766,48.45,26.758,35.10262,%,48.45,73.433,19.417,580,"83,228",822,,production,OP
30-Apr-15,NO 15/9-F-12 H,24.0,220.495,105.77,48.054,26.684,35.13215,%,48.054,73.985,19.211,583,"83,631",812,,production,OP
1-May-15,NO 15/9-F-12 H,24.0,0.0,0.0,47.851,26.592,35.14189,%,47.851,74.168,19.13,583,"83,166",812,,production,OP
2-May-15,NO 15/9-F-12 H,24.0,220.477,105.784,47.68,26.624,35.13607,%,47.68,74.17,18.979,578,"82,379",809,,production,OP
3-May-15,NO 15/9-F-12 H,24.0,220.425,105.79,47.731,26.538,35.11678,%,47.731,72.164,18.924,570,"82,202",806,,production,OP
4-May-15,NO 15/9-F-12 H,24.0,220.104,105.797,47.616,26.46,35.12978,%,47.616,71.487,18.844,560,"81,393",812,,production,OP
5-May-15,NO 15/9-F-12 H,24.0,219.936,105.798,47.418,26.46,35.12521,%,47.418,71.931,18.719,559,"81,810",810,,production,OP
6-May-15,NO 15/9-F-12 H,24.0,219.876,105.806,47.364,26.432,35.08145,%,47.364,71.663,18.651,548,"80,051",809,,production,OP
7-May-15,NO 15/9-F-12 H,24.0,219.828,105.811,46.91,26.353,35.08396,%,46.91,73.404,18.187,549,"79,723",806,,production,OP
8-May-15,NO 15/9-F-12 H,24.0,0.0,0.0,46.827,26.479,35.09396,%,46.827,73.467,18.104,543,"80,974",806,,production,OP
9-May-15,NO 15/9-F-12 H,24.0,220.227,105.842,46.731,26.391,35.12829,%,46.731,72.578,18.037,545,"79,298",808,,production,OP
10-May-15,NO 15/9-F-12 H,24.0,220.333,105.839,46.556,26.489,35.21607,%,46.556,73.456,17.86,546,"79,706",809,,production,OP
11-May-15,NO 15/9-F-12 H,24.0,220.315,105.835,46.636,26.31,35.24302,%,46.636,71.059,17.956,547,"79,687",806,,production,OP
12-May-15,NO 15/9-F-12 H,24.0,220.058,105.833,46.646,26.277,35.26651,%,46.646,70.522,17.942,546,"79,501",805,,production,OP
13-May-15,NO 15/9-F-12 H,24.0,219.691,105.837,46.388,26.188,35.18825,%,46.388,73.471,17.747,540,"78,494",798,,production,OP
14-May-15,NO 15/9-F-12 H,24.0,219.657,105.836,46.183,26.24,35.18516,%,46.183,73.803,17.615,556,"80,563",788,,production,OP
15-May-15,NO 15/9-F-12 H,24.0,0.0,0.0,46.168,26.301,35.17794,%,46.168,73.289,17.592,555,"80,361",785,,production,OP
16-May-15,NO 15/9-F-12 H,24.0,219.762,105.835,45.985,26.227,35.18448,%,45.985,73.194,17.392,559,"80,610",784,,production,OP
17-May-15,NO 15/9-F-12 H,24.0,220.116,105.834,45.912,26.21,35.18698,%,45.912,73.47,17.318,557,"80,684",783,,production,OP
18-May-15,NO 15/9-F-12 H,24.0,220.023,105.835,45.935,26.188,35.19035,%,45.935,72.904,17.356,554,"80,672",782,,production,OP
19-May-15,NO 15/9-F-12 H,24.0,220.031,105.836,45.787,26.276,35.26308,%,45.787,72.913,17.173,558,"80,647",781,,production,OP
20-May-15,NO 15/9-F-12 H,24.0,220.072,105.837,45.528,26.377,35.28388,%,45.528,74.383,16.931,557,"80,458",780,,production,OP
21-May-15,NO 15/9-F-12 H,24.0,220.051,105.838,45.765,26.245,35.27889,%,45.765,72.617,17.183,550,"80,351",790,,production,OP
22-May-15,NO 15/9-F-12 H,24.0,0.0,0.0,45.56,26.165,35.24936,%,45.56,73.226,16.938,542,"79,174",865,,production,OP
23-May-15,NO 15/9-F-12 H,24.0,219.944,105.84,45.395,26.194,35.25155,%,45.395,73.982,16.687,514,"77,930",786,,production,OP
24-May-15,NO 15/9-F-12 H,24.0,219.877,105.842,45.667,26.089,35.27443,%,45.667,73.082,16.65,550,"80,793",886,,production,OP
25-May-15,NO 15/9-F-12 H,24.0,219.752,105.845,45.486,26.122,35.28594,%,45.486,74.238,16.755,519,"76,360",826,,production,OP
26-May-15,NO 15/9-F-12 H,24.0,219.693,105.848,45.448,26.115,35.29511,%,45.448,74.418,16.755,536,"78,730",816,,production,OP
27-May-15,NO 15/9-F-12 H,24.0,219.676,105.848,45.572,26.099,34.52245,%,45.572,73.522,16.665,526,"77,088",817,,production,OP
28-May-15,NO 15/9-F-12 H,24.0,220.258,105.843,45.428,26.043,34.52679,%,45.428,73.457,16.505,537,"79,098",906,,production,OP
29-May-15,NO 15/9-F-12 H,24.0,0.0,0.0,45.808,26.022,35.19461,%,45.808,72.315,16.861,541,"79,515",850,,production,OP
30-May-15,NO 15/9-F-12 H,24.0,220.443,105.84,45.628,26.059,35.10432,%,45.628,74.086,16.697,535,"78,982",880,,production,OP
31-May-15,NO 15/9-F-12 H,24.0,220.197,105.843,45.606,26.027,34.35874,%,45.606,73.579,16.688,535,"79,220",803,,production,OP
1-Jun-15,NO 15/9-F-12 H,24.0,220.136,105.842,42.623,26.015,37.9788,%,42.623,73.283,13.637,569,"84,724",918,,production,OP
2-Jun-15,NO 15/9-F-12 H,24.0,219.98,105.842,38.756,26.348,41.18351,%,38.756,73.781,9.745,603,"90,049",974,,production,OP
3-Jun-15,NO 15/9-F-12 H,24.0,220.006,105.838,38.177,26.523,41.17428,%,38.177,76.484,9.189,598,"88,852",959,,production,OP
4-Jun-15,NO 15/9-F-12 H,24.0,220.06,105.836,37.358,26.726,42.16542,%,37.358,76.672,8.358,608,"89,888",944,,production,OP
5-Jun-15,NO 15/9-F-12 H,24.0,219.816,105.839,35.718,26.684,44.20573,%,35.718,76.009,6.733,630,"91,737",941,,production,OP
6-Jun-15,NO 15/9-F-12 H,24.0,0.0,0.0,35.792,26.566,44.17502,%,35.792,73.878,6.808,628,"91,422",940,,production,OP
7-Jun-15,NO 15/9-F-12 H,13.32,226.651,105.776,41.381,23.862,23.98259,%,41.381,71.32,12.326,234,"35,079",416,,production,OP
8-Jun-15,NO 15/9-F-12 H,24.0,220.212,105.862,37.201,26.397,42.24622,%,37.201,77.144,8.491,609,"88,619",924,,production,OP
9-Jun-15,NO 15/9-F-12 H,24.0,220.06,105.864,34.345,26.828,46.12904,%,34.345,78.267,5.623,647,"94,045",961,,production,OP
10-Jun-15,NO 15/9-F-12 H,24.0,220.262,105.859,31.256,26.958,67.51571,%,31.256,78.733,2.435,693,"100,556","1,103",,production,OP
11-Jun-15,NO 15/9-F-12 H,24.0,220.157,105.855,29.8,27.113,100.0,%,29.8,78.774,0.992,700,"101,931","1,224",,production,OP
12-Jun-15,NO 15/9-F-12 H,24.0,220.128,105.853,29.682,27.087,100.0,%,29.682,78.424,0.958,702,"102,427","1,128",,production,OP
13-Jun-15,NO 15/9-F-12 H,24.0,0.0,0.0,29.428,21.259,100.0,%,29.428,79.613,0.681,693,"99,960","1,119",,production,OP
14-Jun-15,NO 15/9-F-12 H,24.0,219.996,105.849,29.46,20.547,100.0,%,29.46,79.375,0.727,680,"99,038","1,176",,production,OP
15-Jun-15,NO 15/9-F-12 H,24.0,219.968,105.848,29.504,20.59,100.0,%,29.504,79.196,0.767,683,"98,931","1,146",,production,OP
16-Jun-15,NO 15/9-F-12 H,24.0,219.958,105.846,29.565,20.681,100.0,%,29.565,79.272,0.844,676,"97,908","1,163",,production,OP
17-Jun-15,NO 15/9-F-12 H,24.0,220.076,105.842,29.607,20.467,100.0,%,29.607,78.434,0.871,673,"98,356","1,169",,production,OP
18-Jun-15,NO 15/9-F-12 H,24.0,220.218,105.841,29.833,20.274,100.0,%,29.833,78.724,0.751,672,"97,777","1,147",,production,OP
19-Jun-15,NO 15/9-F-12 H,24.0,220.227,105.836,29.982,20.296,100.0,%,29.982,78.987,0.782,662,"98,204","1,117",,production,OP
20-Jun-15,NO 15/9-F-12 H,24.0,0.0,0.0,29.532,20.476,100.0,%,29.532,79.433,0.789,680,"100,660","1,152",,production,OP
21-Jun-15,NO 15/9-F-12 H,24.0,220.616,105.842,29.757,20.365,100.0,%,29.757,78.51,1.034,675,"100,487","1,177",,production,OP
22-Jun-15,NO 15/9-F-12 H,24.0,221.192,105.847,29.609,20.37,100.0,%,29.609,79.183,0.857,689,"101,888","1,193",,production,OP
23-Jun-15,NO 15/9-F-12 H,24.0,220.919,105.862,29.603,20.343,100.0,%,29.603,79.351,0.848,681,"100,673","1,208",,production,OP
24-Jun-15,NO 15/9-F-12 H,24.0,221.145,105.876,29.615,20.478,100.0,%,29.615,79.797,0.845,683,"100,515","1,221",,production,OP
25-Jun-15,NO 15/9-F-12 H,24.0,220.787,105.894,29.599,20.763,100.0,%,29.599,80.332,0.821,681,"100,248","1,247",,production,OP
26-Jun-15,NO 15/9-F-12 H,24.0,220.718,105.909,29.87,20.585,100.0,%,29.87,79.448,1.107,666,"97,529","1,242",,production,OP
27-Jun-15,NO 15/9-F-12 H,24.0,0.0,0.0,29.844,20.784,100.0,%,29.844,80.324,0.902,675,"98,647","1,260",,production,OP
28-Jun-15,NO 15/9-F-12 H,24.0,229.601,105.858,29.881,20.778,100.0,%,29.881,79.928,1.118,714,"104,432","1,292",,production,OP
29-Jun-15,NO 15/9-F-12 H,24.0,227.704,105.896,30.035,20.868,100.0,%,30.035,80.341,0.996,713,"102,472","1,239",,production,OP
30-Jun-15,NO 15/9-F-12 H,24.0,226.097,105.926,29.862,20.818,100.0,%,29.862,80.197,1.086,720,"102,653","1,203",,production,OP
