kl_hash,kl_threat_score,kl_category,kl_first_seen,kl_popularity,kl_threat
B0CC5459ED4A81035F3238D1DA6759E8,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
5BDCA49D4342ADF360EA9BCCC29CBD6E,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
355AF93BC6B1D00F2EBAAC65553889AC,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
DA10408A55229C8B50FE9F14A4A5A805,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
84128E4818E7AB0CEDE74438DAFFC492,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
85B9FFF4B34DFC8F765A7D87F4D0C4E3,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
F005480CEC5BF5072D81F6481DB4AFD5,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
E61B0021BC05DB57FD0FBD08C0FCADF8,80,malware,01.03.2018 18:41,5,Trojan.Win32.Agent.qwfyyn
654D8BB7BBF82A26D2AFE76ECE7D9A36,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
C0103114A13FAB0FD35E0E5C77180A98,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
289EE2D7974A28B14216891FEDDBCF89,80,malware,05.03.2018 10:33,2,HEUR:Trojan.SWF.Generic
50E9D483EC8D86E9C17B19B872A5CE1B,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
89DDECCE3D7AEBDEE539A3F020A66250,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
735D46A1DB786695373BF4848ACE019C,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
7644CE20479A8ABFAD6C3BB91A39AAB3,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
D113BAC369A6908DD213D39736DECB0B,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
963A98A576240CDF2364E0F3B62B011C,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
8207B1F08C3EE0E31DE2FFD1E9460C66,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
BC92D5628DF1E884B945B6F7E93782F9,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
7486A7884BFD915A38830609B6F153B9,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
9EB53F85082B1A3CAF75FA185B5EB62E,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
0BFF67812DBEC0DD9D247024F2DC08F1,74,malware,11.05.2015 00:00,2,Trojan.JS.Miner.x
C3A3382B82DD7713ADC7EB5A036F297C,74,malware,11.05.2015 00:00,2,Trojan.JS.Miner.x
2D060BB42F62833A8BDC33C41CFFF2F1,74,malware,11.05.2015 00:00,2,Trojan.JS.Miner.x
DC85B8187C65B65974EC940DFD17E669,72,malware,03.04.2018 04:22,5,HEUR:Trojan.Script.Generic
DC85B8187C65B65974EC940DFD17E669,72,malware,20.04.2018 16:41,4,HEUR:Trojan.Script.Generic
DC85B8187C65B65974EC940DFD17E669,72,malware,05.04.2018 15:38,4,HEUR:Trojan.Script.Generic
3018F9CBAFEC01EAADCB74ACFE395AC4,72,malware,29.04.2018 05:35,2,Trojan.Win32.Loskad.ackx
9ED19442344C21C0420F97FB4EE11715,70,malware,17.10.2017 15:38,5,HEUR:Trojan.Script.Generic
B80747822318DEFBFF9E8582586FE09A,70,malware,17.10.2017 15:38,5,HEUR:Trojan.Script.Agent.gen
ACF3B208A153D145C9C6647FE82A82C4,70,malware,17.10.2017 15:38,5,HEUR:Trojan.Script.Generic
C3A3382B82DD7713ADC7EB5A036F297C,70,malware,28.04.2018 09:41,2,Trojan.JS.Miner.x
0BFF67812DBEC0DD9D247024F2DC08F1,70,malware,28.04.2018 09:41,2,Trojan.JS.Miner.x
2D060BB42F62833A8BDC33C41CFFF2F1,70,malware,28.04.2018 09:41,2,Trojan.JS.Miner.x
3F1278E6DFB46BC9D70D21542254A850,70,malware,22.01.2018 19:52,2,HEUR:Trojan.Script.Generic
03E0004F94B7F07B5E73D8AE9BDFCFA4,70,malware,22.01.2018 19:52,2,HEUR:Trojan.Script.Agent.gen
A856D641129FDACB3E25C81CFB29E08B,70,malware,22.01.2018 19:52,2,Trojan.Win32.Dovs.mkh
BBCFCA84CD1A84F6A6797EB2F7E2EF78,70,malware,22.01.2018 19:52,2,HEUR:Trojan.Script.Agent.gen
51B0FECEEA8FCCCB000BE3A70C5452F1,70,malware,22.01.2018 19:52,2,HEUR:Trojan.Script.Agent.gen
F79D64095F99B8862D54FE4B3885C457,70,malware,22.01.2018 19:52,2,Trojan.Win32.Dovs.mkc
8B6E6201FDCBF75068D33611EAB1B825,70,malware,22.01.2018 19:52,2,HEUR:Trojan.Script.Agent.gen
047240BCCA388701BE2E46DA79239B23,70,malware,22.01.2018 19:52,2,HEUR:Trojan.Script.Agent.gen
B7F0300E37CE4F6D782F266803024A6A,70,malware,25.01.2018 14:30,2,HEUR:Trojan.Script.Generic
42A4E0B928B6CC9BB90E6FC330153E14,70,malware,25.01.2015 00:00,2,Trojan.JS.Agent.silepz
C1A9FBBDD1E7DD6EC9A10C82D77AE69E,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
D163AC22056BD96A1A2A1DE1C4B9BC0D,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
BCDBA3BE4B320CAEFD84AF581D96E1D5,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
A79EA97462154B707E7DF7C2CB389EC0,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
0F089AE221A607074B81224049BE38FA,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
DBF761368D1F594BB7F7CF6193F1924C,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
679F3C7B4A326CD0886209991D563A85,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
A54FC2D9FE2571BFD3A3D8DF5B7BE374,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
77D91A3B0EEBF1BB28DD9A17522357F7,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
2223BE00299A6451FE70FF76F185C647,70,malware,16.03.2017 21:46,2,HEUR:Trojan.Script.Generic
694D1E949CF7BF0E34B4529BB676A304,70,malware,25.08.2017 10:55,2,HEUR:Trojan.Script.Generic
9A5E2730A031BEA273D2B653241D4090,70,malware,25.08.2017 10:55,2,HEUR:Trojan.Script.Generic
B033C237825B40BCB2F89697734C9EB1,70,malware,25.08.2017 10:55,2,HEUR:Trojan.Script.Generic
0261BD05A0227ABF9BCF56EBEE718F1B,70,malware,16.04.2018 11:41,2,Trojan.Php.Agent.pg
ECE48DF99E6F5AEC7E44456B651833EC,70,malware,10.05.2017 07:40,2,HEUR:Trojan.Script.Generic
0AB332D5C740AD81394E0FA4E47CFA03,70,malware,10.05.2017 07:40,2,HEUR:Trojan.Script.Generic
0DCD104D3EFA3E5A78ECDE1892F89DFC,70,malware,10.05.2017 07:40,2,HEUR:Trojan.Script.Generic
087126E352CE71DD54B5FCDB59770F53,70,malware,10.05.2017 07:40,2,HEUR:Trojan.Script.Generic
BBC936D833757F13D33095811F223179,69,malware,29.01.2018 03:43,3,HEUR:Trojan.Script.Generic
8F135C19186EE75F0988C7F030F48239,69,malware,29.01.2018 03:43,3,HackTool.Win32.Kiser.cfm
C3A3382B82DD7713ADC7EB5A036F297C,69,malware,28.04.2018 08:38,2,Trojan.JS.Miner.x
2D060BB42F62833A8BDC33C41CFFF2F1,69,malware,28.04.2018 08:38,2,Trojan.JS.Miner.x
0BFF67812DBEC0DD9D247024F2DC08F1,69,malware,28.04.2018 08:38,2,Trojan.JS.Miner.x
B6EE02E79846E7B03FD75421929DE08F,69,malware,26.11.2017 22:56,2,HEUR:Trojan.Script.Generic
A29772217C116DFCAC4323465DEF4AEE,69,malware,16.12.2017 20:02,2,HEUR:Trojan.Script.Generic
E2F9F4636875E7D60991B734D36E4EC3,69,malware,16.12.2017 20:02,2,HEUR:Trojan.Script.Generic
86318229BFFE294F36F24E064ED412F3,69,malware,16.12.2017 20:02,2,HEUR:Trojan.Script.Miner.gen
81719EF805337D3F49A73A217BA07075,69,malware,16.12.2017 20:02,2,HEUR:Trojan.Script.Generic
DCA017357538B31A75757FF0F69BDA47,68,malware,10.04.2018 16:29,3,HEUR:Trojan.Script.Generic
2B100E9DD9A7B1ABF8F2872FB22B87AF,68,malware,14.04.2018 10:25,2,HEUR:Trojan.Script.Miner.gen
2BA6B5751284B58805D62D714C472772,68,malware,14.04.2018 10:25,2,HEUR:Trojan.Script.Miner.gen
467788341BB8BF462BD9BDC00D8C96D9,68,malware,10.06.2016 12:11,2,HEUR:Trojan.MSOffice.Badur.genw
FE2EAF9ACADC9697545AADD5CFA565B9,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
869DC495E255640660248DC142D3838E,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
80E99A054736FF091DCFED80F998A4CF,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
6C21931F9FCCB0D4B62967045A8EA964,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
E82A6553AE1D6481211DE7B684C43C85,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
8234C6DC71599DD4DF957FECF0A22D70,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
7D99402569BE4658B79B7057C8383839,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
ABC15C3821602C98321EDEBEF53448F6,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
1BEC049E94CF677DDA83E564081C5773,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
A9663642977268A662E061B1D898EB3D,67,malware,24.02.2018 18:01,2,HEUR:Trojan.Script.Generic
2BB14579467B5FFB02640FA38A28284B,66,malware,14.08.2017 17:29,4,HEUR:Trojan.Script.Generic
8417516BD09A0E569181F4100CCB28BB,66,malware,14.08.2017 17:29,4,HEUR:Trojan.Script.Generic
08FCA8B8220AD1373A72C1FB9A51FA6F,66,malware,14.08.2017 17:29,4,HEUR:Trojan.Script.Generic
7C3DEB5DEB605912CA1B3345E2CD8CD2,66,malware,14.08.2017 17:29,4,HEUR:Hoax.Win32.DeceptQuickOptimize.gen
E289BC1827BCE5E3F72F56871CA43B37,65,malware,03.05.2015 00:00,2,HEUR:Trojan.Script.Agent.gen
DECAF69781A5807A13E97D1BB83700EF,65,malware,03.05.2015 00:00,2,HEUR:Trojan.Script.Agent.gen
44A27780FD4ABF64BF4EBB5584857160,65,malware,03.05.2015 00:00,2,HEUR:Trojan.Script.Miner.gen
417E704788A8FA6768C109E22E442555,65,malware,03.05.2015 00:00,2,HEUR:Trojan.Script.Generic
