kl_ip,kl_threat_score,kl_category,kl_first_seen,kl_popularity
13.127.119.7,64,malware,27.04.2018 22:52,2
13.232.45.62,64,malware,27.04.2018 22:21,2
13.232.7.178,64,malware,27.04.2018 22:02,2
13.232.60.201,64,malware,27.04.2018 21:57,2
13.232.15.124,64,malware,27.04.2018 21:49,2
13.126.200.49,64,malware,27.04.2018 21:49,2
13.126.101.156,64,malware,27.04.2018 21:43,2
13.127.169.110,64,malware,27.04.2018 21:43,2
13.127.137.121,64,malware,27.04.2018 21:28,2
13.127.196.135,64,malware,27.04.2018 21:25,2
13.126.40.74,64,malware,27.04.2018 21:22,2
13.232.51.184,64,malware,27.04.2018 21:22,2
13.127.229.70,64,malware,27.04.2018 20:36,2
13.127.11.164,64,malware,27.04.2018 20:34,2
13.232.28.36,64,malware,27.04.2018 20:34,2
13.127.200.57,64,malware,27.04.2018 20:15,2
13.232.30.220,64,malware,27.04.2018 20:13,2
13.232.23.229,64,malware,27.04.2018 20:00,2
13.232.18.122,64,malware,27.04.2018 19:58,2
13.126.136.197,64,malware,27.04.2018 19:58,2
13.127.76.192,64,malware,27.04.2018 19:28,2
13.127.31.45,64,malware,27.04.2018 19:26,2
13.127.91.115,64,malware,27.04.2018 19:26,2
13.232.61.141,64,malware,27.04.2018 19:24,2
13.232.38.56,64,malware,27.04.2018 18:32,2
13.127.124.48,64,malware,27.04.2018 18:32,2
13.127.198.221,64,malware,27.04.2018 18:32,2
13.127.101.105,64,malware,27.04.2018 17:52,2
13.127.99.229,64,malware,27.04.2018 17:39,2
13.232.35.106,64,malware,27.04.2018 17:38,2
13.126.195.25,64,malware,27.04.2018 16:55,2
13.127.175.132,64,malware,27.04.2018 15:52,2
13.232.52.101,64,malware,27.04.2018 15:52,2
13.126.154.151,64,malware,27.04.2018 15:02,2
13.126.18.53,64,malware,27.04.2018 15:02,2
13.126.123.187,64,malware,27.04.2018 15:01,2
13.127.15.218,64,malware,27.04.2018 15:01,2
13.232.57.112,64,malware,27.04.2018 14:54,2
13.232.39.112,64,malware,27.04.2018 14:51,2
13.232.18.4,64,malware,27.04.2018 14:47,2
13.127.248.164,64,malware,27.04.2018 14:47,2
13.127.192.131,64,malware,27.04.2018 14:03,2
13.127.44.96,64,malware,27.04.2018 14:01,2
13.232.2.100,64,malware,27.04.2018 13:45,2
13.127.15.37,64,malware,27.04.2018 13:44,2
13.126.231.59,64,malware,27.04.2018 13:44,2
13.127.33.239,64,malware,27.04.2018 13:42,2
13.232.40.209,64,malware,27.04.2018 13:30,2
13.127.93.245,64,malware,27.04.2018 13:29,2
13.127.101.152,64,malware,27.04.2018 13:13,2
13.126.213.62,64,malware,27.04.2018 13:10,2
13.126.162.63,64,malware,27.04.2018 12:19,2
13.127.20.160,64,malware,27.04.2018 12:19,2
13.127.72.247,64,malware,27.04.2018 12:19,2
13.126.192.92,64,malware,27.04.2018 11:48,2
13.126.77.145,64,malware,27.04.2018 11:48,2
13.232.13.244,64,malware,27.04.2018 11:45,2
13.126.156.146,64,malware,27.04.2018 11:19,2
5.189.132.243,64,malware,01.05.2017 07:24,2
5.149.250.80,63,malware,05.02.2018 16:50,5
13.114.245.151,63,malware,18.04.2018 11:00,5
23.254.181.74,63,malware,11.04.2018 22:38,3
13.33.172.194,63,malware,22.03.2018 10:57,3
13.33.92.70,63,malware,16.10.2017 20:28,3
13.32.28.3,63,malware,13.12.2017 14:57,3
13.33.194.243,63,malware,01.09.2017 16:42,3
5.254.65.12,63,malware,06.05.2015 00:00,2
5.254.65.6,63,malware,01.05.2015 00:00,2
5.254.65.7,63,malware,03.05.2015 00:00,2
5.254.65.29,63,malware,28.09.2015 00:00,2
5.254.65.17,63,malware,03.05.2015 00:00,2
5.135.119.218,63,malware,20.02.2018 11:51,2
5.9.145.130,63,malware,18.01.2017 07:18,2
14.17.100.140,63,malware,10.04.2018 10:59,2
13.33.92.119,63,malware,01.11.2017 21:38,2
5.45.121.244,63,malware,25.01.2017 17:01,2
5.45.69.226,63,malware,15.02.2018 12:11,2
5.255.86.116,62,malware,24.10.2017 16:10,3
5.254.65.16,62,malware,06.05.2015 00:00,2
5.254.65.18,62,malware,05.05.2015 00:00,2
5.254.65.11,62,malware,18.05.2015 00:00,2
5.254.65.8,62,malware,05.05.2015 00:00,2
13.33.28.121,62,malware,28.04.2018 04:48,2
5.101.152.224,61,malware,05.02.2018 17:50,4
5.254.65.9,61,malware,03.07.2015 00:00,2
5.254.65.19,61,malware,05.05.2015 00:00,2
5.254.65.21,61,malware,05.05.2015 00:00,2
5.101.152.9,61,malware,20.01.2015 00:00,2
13.33.92.125,61,malware,31.10.2017 09:20,2
13.33.46.30,61,malware,23.11.2017 13:03,2
13.33.115.20,61,malware,13.11.2017 00:36,2
5.79.96.37,60,malware,26.03.2018 04:52,5
5.255.82.56,60,malware,03.04.2018 06:59,5
5.149.255.85,60,malware,24.03.2018 20:17,4
5.101.152.13,60,malware,20.01.2015 00:00,4
13.127.187.171,60,malware,30.04.2018 11:42,4
13.126.92.10,60,malware,18.04.2018 12:52,4
5.199.129.225,60,malware,19.01.2017 04:07,3
13.32.66.151,60,malware,11.10.2017 03:49,3
23.57.206.3,60,malware,13.03.2015 00:00,3
13.33.194.127,60,malware,08.08.2017 13:08,3
5.63.151.28,60,malware,02.11.2016 20:59,2
5.254.65.24,60,malware,01.05.2015 00:00,2
5.101.152.96,60,malware,16.07.2015 00:00,2
8.37.228.128,60,malware,25.10.2016 09:02,2
8.25.35.136,60,malware,06.10.2015 00:00,2
5.255.80.118,60,malware,28.03.2017 17:12,2
5.9.100.170,60,malware,28.03.2017 20:06,2
13.33.46.108,60,malware,23.11.2017 11:11,2
8.40.222.58,60,malware,03.08.2017 18:28,2
13.32.250.20,60,malware,04.09.2017 04:47,2
23.95.82.106,59,malware,21.11.2017 16:09,4
13.32.218.65,59,malware,18.08.2017 11:58,4
5.101.152.67,59,malware,28.02.2015 00:00,3
13.32.163.98,59,malware,23.02.2018 21:42,3
13.32.67.253,59,malware,03.01.2018 01:50,3
13.33.46.36,59,malware,22.11.2017 21:09,3
13.32.218.164,59,malware,14.08.2017 22:48,3
13.32.163.61,59,malware,04.12.2017 14:37,3
5.254.65.20,59,malware,02.05.2015 00:00,2
5.45.116.21,59,malware,19.04.2018 08:25,2
5.9.61.118,59,malware,29.12.2017 13:00,2
5.9.127.244,59,malware,21.10.2015 00:00,2
5.189.134.75,59,malware,25.11.2015 00:00,2
13.33.35.137,59,malware,12.04.2018 01:37,2
13.33.115.234,59,malware,22.12.2017 04:00,2
18.233.54.121,58,malware,15.04.2018 04:51,4
13.32.66.136,58,malware,28.10.2017 08:09,3
13.33.46.9,58,malware,22.11.2017 21:05,3
13.32.218.74,58,malware,14.08.2017 09:47,3
13.32.163.232,58,malware,11.12.2017 17:41,3
13.32.218.135,58,malware,15.08.2017 19:19,3
5.39.53.40,58,malware,18.10.2016 12:49,2
13.32.67.234,58,malware,10.04.2018 11:51,2
13.32.66.62,58,malware,27.10.2017 23:30,2
13.32.205.161,58,malware,28.04.2018 04:01,2
13.57.138.242,58,malware,08.04.2018 08:51,2
13.33.164.120,58,malware,27.02.2018 16:47,2
13.32.241.155,58,malware,03.10.2017 22:23,2
5.9.111.126,57,malware,17.01.2018 21:43,5
5.45.74.117,57,malware,19.02.2018 15:17,5
5.45.73.49,57,malware,06.12.2017 20:15,5
23.254.181.26,57,malware,20.04.2018 23:00,3
23.111.141.122,57,malware,04.12.2017 21:59,3
13.33.78.55,57,malware,25.12.2017 08:56,3
13.33.115.142,57,malware,28.12.2017 01:29,3
13.33.115.106,57,malware,01.01.2018 17:25,3
5.149.255.122,57,malware,20.04.2016 00:00,2
13.33.151.59,57,malware,23.11.2017 23:57,2
13.33.115.59,57,malware,08.12.2017 03:12,2
18.130.25.188,56,malware,13.04.2018 19:52,4
18.130.11.79,56,malware,11.04.2018 19:34,4
18.130.4.181,56,malware,06.04.2018 18:13,4
18.130.5.78,56,malware,28.03.2018 19:22,4
5.101.152.71,56,malware,18.03.2015 00:00,3
5.101.152.85,56,malware,14.05.2015 00:00,3
13.32.218.124,56,malware,12.08.2017 02:33,3
13.32.56.197,56,malware,23.11.2017 04:05,3
13.32.158.207,56,malware,22.04.2018 10:19,3
13.32.222.59,56,malware,27.03.2018 19:37,3
13.33.172.118,56,malware,10.04.2018 17:10,3
13.33.172.171,56,malware,10.04.2018 07:59,3
5.11.87.45,56,malware,14.07.2017 17:16,3
18.130.7.211,56,malware,06.04.2018 13:03,3
5.23.52.37,56,malware,26.01.2018 11:27,2
5.101.152.172,56,malware,26.03.2018 16:40,2
13.33.46.173,56,malware,22.11.2017 21:09,2
5.23.48.3,56,malware,23.12.2017 17:33,2
5.23.48.6,56,malware,23.12.2017 15:17,2
5.23.48.7,56,malware,23.12.2017 13:57,2
5.23.48.8,56,malware,23.12.2017 13:16,2
5.23.48.11,56,malware,23.12.2017 07:40,2
5.23.48.10,56,malware,23.12.2017 07:25,2
5.23.48.12,56,malware,23.12.2017 06:21,2
5.23.48.13,56,malware,23.12.2017 05:55,2
5.23.48.14,56,malware,15.12.2017 03:23,2
5.10.105.44,56,malware,07.02.2015 00:00,2
13.32.170.148,56,malware,28.04.2018 05:36,2
13.33.46.60,56,malware,23.11.2017 08:40,2
13.126.111.230,56,malware,23.04.2018 14:58,2
13.33.28.53,56,malware,19.04.2018 23:03,2
5.2.67.204,56,malware,23.04.2018 13:47,2
13.32.230.13,56,malware,07.05.2017 10:33,2
5.9.41.105,56,malware,03.12.2016 06:19,2
5.23.54.86,56,malware,04.01.2018 19:58,2
13.58.159.164,56,malware,13.04.2018 23:40,2
13.58.215.128,56,malware,08.04.2018 23:01,2
13.59.39.5,56,malware,08.04.2018 07:04,2
5.149.250.111,55,malware,21.08.2017 15:46,5
13.33.115.92,55,malware,08.03.2018 21:51,3
23.227.137.50,55,malware,15.12.2017 19:35,3
13.33.28.153,55,malware,29.03.2018 06:03,3
13.33.115.253,55,malware,23.12.2017 01:12,3
13.33.115.56,55,malware,21.11.2017 03:56,3
13.32.218.100,55,malware,14.08.2017 20:58,3
13.33.147.235,55,malware,28.12.2017 17:56,2
13.33.46.90,55,malware,22.11.2017 22:37,2
13.33.46.225,55,malware,23.11.2017 05:29,2
13.32.241.31,55,malware,11.10.2017 06:26,2
5.9.158.86,55,malware,09.02.2015 00:00,2
13.33.46.102,55,malware,23.11.2017 10:49,2
5.9.179.77,54,malware,16.04.2015 00:00,4
13.127.218.60,54,malware,26.04.2018 19:12,4
18.196.234.44,54,malware,10.04.2018 19:29,4
13.32.210.32,54,malware,22.08.2017 16:37,4
5.9.99.55,54,malware,17.01.2018 21:15,4
5.9.112.44,54,malware,17.01.2018 21:15,4
5.9.85.246,54,malware,17.01.2018 21:15,4
5.9.59.113,54,malware,17.01.2018 21:15,4
13.33.172.214,54,malware,27.03.2018 17:20,4
5.9.83.102,54,malware,17.01.2018 21:15,4
18.219.215.62,54,malware,06.04.2018 00:11,3
23.254.42.74,54,malware,03.10.2017 17:41,3
13.32.153.223,54,malware,21.04.2018 11:31,3
13.33.78.243,54,malware,26.12.2017 00:57,3
13.33.115.244,54,malware,20.11.2017 04:26,3
23.254.147.202,54,malware,13.09.2017 03:39,3
13.33.172.56,54,malware,13.03.2018 04:49,3
13.32.214.8,54,malware,08.03.2018 13:00,3
13.33.115.145,54,malware,04.12.2017 21:59,3
13.33.115.246,54,malware,21.11.2017 07:22,3
13.32.218.241,54,malware,07.09.2017 22:38,3
13.33.172.109,54,malware,28.02.2018 07:59,3
5.101.141.82,54,malware,27.01.2018 21:25,2
5.149.254.227,54,malware,07.03.2017 18:06,2
5.149.255.123,54,malware,26.05.2016 00:00,2
5.101.152.66,54,malware,24.02.2015 00:00,2
13.33.78.102,54,malware,01.01.2018 01:16,2
13.33.46.107,54,malware,22.11.2017 21:39,2
13.32.67.168,54,malware,13.12.2017 13:49,2
13.33.46.96,54,malware,23.11.2017 08:10,2
13.32.251.176,54,malware,13.03.2017 07:45,2
13.32.179.6,54,malware,19.04.2018 19:57,2
13.32.170.105,54,malware,30.03.2018 22:36,2
13.33.28.28,54,malware,23.01.2018 14:43,2
13.33.46.202,54,malware,22.11.2017 22:37,2
13.32.233.61,54,malware,06.01.2018 04:49,2
13.32.66.15,54,malware,04.10.2017 21:07,2
13.32.66.20,53,malware,08.10.2017 00:16,4
13.32.218.213,53,malware,16.08.2017 18:33,3
13.32.218.172,53,malware,15.08.2017 02:34,3
13.32.218.178,53,malware,15.08.2017 00:11,3
13.32.14.82,53,malware,27.02.2018 14:42,3
13.33.115.186,53,malware,30.03.2018 10:16,3
5.9.253.140,53,malware,07.04.2018 12:52,3
13.33.28.177,53,malware,29.03.2018 11:37,2
13.33.46.80,53,malware,23.11.2017 21:16,2
13.33.147.155,53,malware,04.01.2018 08:49,2
13.32.121.4,53,malware,04.08.2017 21:56,2
13.33.46.164,53,malware,23.11.2017 06:11,2
13.32.170.242,53,malware,29.03.2018 17:26,2
13.32.170.95,53,malware,12.04.2018 07:01,2
13.33.35.13,53,malware,29.09.2017 19:19,2
13.33.115.215,52,malware,17.12.2017 19:08,3
13.33.78.165,52,malware,30.12.2017 05:47,3
13.33.115.108,52,malware,10.04.2018 21:19,3
13.32.218.54,52,malware,16.08.2017 16:14,3
13.33.78.123,52,malware,26.12.2017 07:20,2
13.33.4.161,52,malware,03.04.2018 11:13,2
13.33.78.116,52,malware,03.01.2018 11:30,2
13.33.46.72,52,malware,22.11.2017 21:09,2
13.33.35.231,52,malware,23.10.2017 03:36,2
13.33.46.194,52,malware,22.11.2017 21:09,2
5.149.254.133,51,malware,31.10.2016 19:59,5
13.32.214.211,51,malware,27.03.2018 12:06,4
18.188.180.5,51,malware,06.04.2018 14:37,3
13.33.115.96,51,malware,11.12.2017 18:58,3
13.32.121.243,51,malware,08.06.2017 21:26,3
13.32.8.150,51,malware,25.01.2017 15:30,3
13.33.46.116,51,malware,02.12.2017 02:13,3
13.33.46.129,51,malware,24.11.2017 02:32,3
13.33.46.156,51,malware,22.11.2017 21:09,3
13.33.115.124,51,malware,15.01.2018 17:09,3
13.32.218.111,51,malware,17.08.2017 14:48,3
13.32.218.96,51,malware,12.08.2017 00:57,3
13.32.218.103,51,malware,15.08.2017 00:11,3
5.101.152.77,51,malware,08.04.2015 00:00,2
5.9.97.92,51,malware,24.01.2017 13:58,2
13.32.56.106,51,malware,22.11.2017 22:37,2
13.33.115.102,51,malware,27.10.2017 18:35,2
13.32.179.54,51,malware,19.04.2018 18:11,2
5.39.86.6,51,malware,19.04.2018 08:25,2
13.33.46.77,51,malware,23.11.2017 00:21,2
13.32.233.26,51,malware,27.12.2017 09:20,2
13.32.218.114,50,malware,12.08.2017 11:57,4
13.32.66.108,50,malware,04.10.2017 20:21,4
13.32.218.173,50,malware,21.08.2017 08:52,4
13.32.218.63,50,malware,14.08.2017 07:42,3
13.32.28.94,50,malware,06.07.2017 14:35,3
13.33.46.146,50,malware,23.11.2017 06:10,3
13.32.218.34,50,malware,12.08.2017 06:01,3
13.33.46.119,50,malware,23.11.2017 08:11,3
13.33.46.34,50,malware,22.11.2017 21:09,3
13.33.115.78,50,malware,19.11.2017 04:12,3
5.101.152.141,50,malware,10.03.2016 00:00,2
13.33.151.138,50,malware,06.03.2018 15:47,2
13.33.46.151,50,malware,26.11.2017 04:00,2
13.33.46.92,50,malware,23.11.2017 21:19,2
13.33.46.161,50,malware,22.11.2017 21:09,2
13.32.56.107,50,malware,23.11.2017 15:36,2
13.33.115.232,50,malware,08.03.2018 17:47,2
13.33.46.91,50,malware,22.11.2017 22:11,2
13.33.46.166,50,malware,22.11.2017 22:07,2
13.33.46.87,50,malware,22.11.2017 21:05,2
13.33.115.19,50,malware,22.01.2018 20:38,2
13.33.35.221,50,malware,14.12.2017 18:50,2
13.32.241.205,50,malware,04.11.2017 16:27,2
13.32.218.207,50,malware,12.08.2017 19:49,2
13.32.179.248,50,malware,20.04.2018 05:28,2
13.32.179.133,50,malware,22.03.2018 23:27,2
13.32.170.69,50,malware,22.03.2018 19:58,2
192.0.2.1,0,malware,01.01.2017 00:00,1
192.0.2.3,0,malware,15.01.2017 00:00,1
