kl_host,kl_first_seen,kl_popularity,kl_threat
sro.giuseppemarotta.com,22.09.2015 17:45,2,Trojan-Spy.Win32.Zbot
ousadiafitness.com.br,19.12.2014 10:55,2,Trojan-Spy.Win32.Zbot
aaltech.com.au,09.09.2014 17:04,2,Trojan-Spy.Win32.Zbot
silent-hilll.no-ip.biz,09.10.2012 17:23,2,Backdoor.Win32.Xtreme
bj.14352.com,30.09.2011 11:25,2,Backdoor.Win32.Zegost
system.serveminecraft.net,08.06.2017 17:36,2,Worm.VBS.Dinihou
lasnetlk.co.uk,27.07.2015 14:42,2,Trojan-Spy.Win32.Zbot
tesab.org.uk,12.01.2015 12:30,2,Trojan-Spy.Win32.Zbot
bots.configbinbots.info,04.09.2014 14:10,2,Trojan-Spy.Win32.Zbot
z3us1.z-ed.info,17.03.2014 22:15,2,CnC.Win32.Generic
cyraxforever.ddns.net,02.09.2016 14:32,2,Backdoor.MSIL.Bladabindi
sandokan66.no-ip.info,25.12.2014 02:29,2,Trojan-Spy.Win32.Zbot
app.web2dnsads.com,28.11.2012 15:08,2,Trojan-Spy.Win32.Zbot
app.securitydns.net,16.11.2012 18:43,2,Trojan-Spy.Win32.Zbot
app.upsbinmy.org,28.06.2012 17:45,2,CnC.Win32.Generic
app.upmydns.org,28.06.2012 01:04,2,Trojan-Spy.Win32.Zbot
blokee.ddns.net,13.01.2017 16:53,2,Backdoor.MSIL.Bladabindi
abdulsal.co.in,30.09.2014 04:29,2,Trojan-Spy.Win32.Zbot
abdul.org.in,17.04.2014 08:25,2,CnC.Win32.Generic
botproxy2.twoblocksdown.com,08.04.2010 12:56,2,Trojan-Spy.Win32.Zbot
blumenberg.com.ua,13.11.2013 11:03,2,CnC.Win32.Generic
barfly.com.ua,06.09.2013 19:10,2,CnC.Win32.Generic
update.timstackleshop.es,18.03.2014 08:42,2,Trojan-Spy.Win32.Zbot
archive.misterorange.com,31.01.2014 20:08,2,CnC.Win32.Generic
blog.ahirsanskriti.com,18.02.2013 16:04,2,Backdoor.Win32.Mokes
allpetsphotography.com.au,16.11.2014 15:54,2,Trojan-Spy.Win32.Zbot
77.121.87.129,02.03.2017 03:34,2,Backdoor.Win32.Hlux
isd0.no-ip.biz,19.12.2013 16:45,2,Backdoor.MSIL.Bladabindi
stats.xiaobai.com,08.01.2013 19:39,2,Trojan-Downloader.Win32.Geral
s.qqxsvqe.ru,14.09.2016 02:01,2,Worm.Win32.Ngrbot
s.bsrrpgzv.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.itwakbmh.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.lgewsekyp.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.ptaivhtva.com,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.ebxzvqis.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.qwngupcfp.com,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.nlkxotopn.com,13.09.2016 08:17,2,Worm.Win32.Ngrbot
n.bjlajcvcy.com,05.12.2015 11:58,2,Worm.Win32.Ngrbot
a.najwahaifamelema25.com,04.12.2015 22:00,2,Worm.Win32.Ngrbot
a.najwahaifamelema5.com,19.12.2014 23:37,2,Worm.Win32.Ngrbot
s.lrybkah.ru,14.09.2016 02:01,2,Worm.Win32.Ngrbot
s.bgnsrkw.ru,14.09.2016 02:01,2,Worm.Win32.Ngrbot
s.ykxqrowx.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.bvuflhyl.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.ailbgmru.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.wwysakfl.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.bovvbsrvx.com,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.hifcguzwi.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.oefzrnvjj.com,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.mbpxobvic.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.xprhvzlfh.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
n.lurgcdqwk.ru,05.12.2015 21:13,2,Worm.Win32.Ngrbot
n.pucpdbgjm.com,05.12.2015 12:26,2,Worm.Win32.Ngrbot
n.nmdlqnsqv.com,05.12.2015 00:15,2,Worm.Win32.Ngrbot
a.najwahaifamelema10.com,04.12.2015 15:35,2,Worm.Win32.Ngrbot
s.essogyy.ru,14.09.2016 02:01,2,Worm.Win32.Ngrbot
s.wbcwgifgx.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.frefkuzju.com,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.cylshgob.ru,13.09.2016 08:18,2,Worm.Win32.Ngrbot
s.ltemyjeqc.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
s.fotjcjxm.ru,13.09.2016 08:17,2,Worm.Win32.Ngrbot
a.ethemall5gonowhaha42.com,15.04.2016 16:34,2,Worm.Win32.Ngrbot
n.mqjcctzdu.ru,05.12.2015 20:30,2,Worm.Win32.Ngrbot
a.najwahaifamelema46.com,05.12.2015 07:36,2,Worm.Win32.Ngrbot
a.najwahaifamelema39.com,05.12.2015 04:47,2,Worm.Win32.Ngrbot
n.eoxhxlxax.com,05.12.2015 00:55,2,Worm.Win32.Ngrbot
n.bvjbygkhq.com,05.12.2015 04:02,2,Worm.Win32.Ngrbot
c.ejhvdqw5ladies13.com,04.12.2015 15:35,2,Worm.Win32.Ngrbot
n.onnaznfpi.com,05.12.2015 03:48,2,Worm.Win32.Ngrbot
c.ethemall5gonowhaha42.com,26.04.2017 18:58,2,Worm.Win32.Ngrbot
c.najwahaifamelema33.com,04.12.2015 22:00,2,Worm.Win32.Ngrbot
n.kbwuxntle.ru,04.12.2015 14:03,2,Worm.Win32.Ngrbot
n.kntrejzkq.ru,04.12.2015 12:28,2,Worm.Win32.Ngrbot
n.vbemnggcj.ru,05.12.2015 18:15,2,Worm.Win32.Ngrbot
c.so1aa00.com,04.12.2015 19:42,2,Worm.Win32.Ngrbot
c.najwahaifamelema97.com,09.03.2015 10:44,2,Worm.Win32.Ngrbot
rat4.100geili.com,14.07.2014 05:25,2,Trojan.Win32.MicroFake
c.najwahaifamelema89.com,02.03.2015 14:58,2,Worm.Win32.Ngrbot
c.zabrak0vmin0kov3.com,28.02.2015 08:02,2,Worm.Win32.Ngrbot
n.jupoofsnc.ru,05.12.2015 19:10,2,Worm.Win32.Ngrbot
c.najwahaifamelema87.com,05.02.2015 20:34,2,Worm.Win32.Ngrbot
rat3.100geili.com,17.12.2014 15:05,2,Trojan.Win32.MicroFake
seraphimmarks.ho.ua,24.01.2012 08:53,2,Trojan-Spy.Win32.Zbot
5.8.88.94,04.04.2017 01:34,2,Trojan-Spy.Win32.Panda
sitesworld.com.br,17.04.2015 03:40,2,Trojan-Spy.Win32.Zbot
103.208.86.147,24.03.2017 08:45,2,Trojan.Win32.Dimnie
find.laxt.net,03.09.2011 08:48,2,Backdoor.Win32.Cbot
bin.sytes.net,16.08.2015 19:57,2,Trojan-Spy.Win32.Zbot
0955.ddns.net,08.05.2017 09:31,2,Worm.VBS.Dinihou
113.16.205.235,06.06.2017 14:44,2,Trojan.Win32.MicroFake
1.54.149.109,27.06.2017 10:04,2,Trojan.Win32.Agent
abc.buysalenet.ru,23.04.2017 19:02,2,Trojan-PSW.Win32.Fareit
46.254.17.23,20.03.2017 16:06,2,CnC.Win32.Generic
elaineskitchen.co.za,08.05.2017 18:09,2,Trojan-PSW.Win32.Fareit
221.133.18.43,11.04.2017 09:26,2,Trojan.Win32.Agent
77.77.19.177,12.01.2017 21:18,2,Trojan.Win32.Agent
estel.bruno-meyer.fr,02.05.2017 10:29,2,CnC.Win32.Generic
188.242.117.159,24.05.2017 00:36,2,Trojan.Win32.Agent
forum.viewgiogledocumentplace.net,04.09.2014 20:47,2,Trojan-Downloader.Win32.Andromeda
alissonguimaraes.com.br,20.05.2014 09:56,2,Trojan-Spy.Win32.Zbot
metoattack.no-ip.info,03.07.2016 03:09,2,Backdoor.MSIL.Bladabindi
beer.wu.lt,09.03.2011 13:13,2,Trojan-Spy.Win32.Zbot
faridfarid.sytes.net,23.07.2016 19:51,2,Backdoor.MSIL.Bladabindi
anti-spam-update-alert.megatradegroups.org,02.03.2013 13:49,2,Trojan-Spy.Win32.Zbot
anti-spam-security.megatradegroups.org,10.01.2013 01:46,2,Trojan-Spy.Win32.Zbot
beamline.net.in,03.02.2015 09:02,2,Trojan-Spy.Win32.Zbot
xtr.all4syrian.com,30.05.2014 21:47,2,Backdoor.Win32.Xtreme
blog.raw-recruits.com,17.04.2014 08:25,2,CnC.Win32.Generic
decembermoney.co.in,01.12.2014 13:29,2,Trojan-Spy.Win32.Zbot
03bbec4.netsolhost.com,23.11.2014 12:32,2,Trojan-Spy.Win32.Zbot
cynthialemos1225.ddns.net,13.12.2014 19:13,2,Trojan-Spy.Win32.Zbot
admin.fiboiintercon.tk,02.04.2013 02:54,2,Trojan-Spy.Win32.Zbot
ailove.com.br,04.09.2014 12:17,2,Trojan-Spy.Win32.Zbot
bestdove.in.ua,21.07.2014 07:43,2,Trojan-Spy.Win32.Zbot
visit2013.in.ua,21.03.2013 12:35,2,CnC.Win32.Generic
letsvee.usa.cc,07.06.2017 09:46,2,Trojan-PSW.Win32.Tepfer
107.181.161.159,28.02.2017 20:11,2,Trojan.Win32.Yakes
78.158.210.234,24.06.2017 03:58,2,Trojan.Win32.Agent
89.223.29.55,10.03.2017 19:40,2,Trojan-Spy.Win32.Ursnif
37.10.71.99,16.02.2017 18:19,2,CnC.Win32.Generic
93.183.220.85,30.06.2017 12:49,2,Trojan.Win32.Agent
tgc.undo.it,16.06.2017 03:41,2,Backdoor.MSIL.Bladabindi
wsldswas.herobo.com,27.05.2014 18:26,2,Backdoor.Win32.Skill
depilacia.com.ua,12.09.2013 15:00,2,CnC.Win32.Generic
fix.serveirc.com,25.07.2016 08:25,2,Backdoor.MSIL.Bladabindi
aaa.gggatat456.com,08.09.2015 03:56,2,Trojan-DDoS.Linux.Agent
aaa.xxxatat456.com,31.08.2015 03:42,2,Trojan-DDoS.Linux.Agent
n.aoyylwyxd.ru,05.12.2015 19:10,2,Worm.Win32.Ngrbot
blessing.org.in,23.06.2014 04:58,2,Trojan-Spy.Win32.Zbot
ads.dnsbings.com,02.08.2013 10:33,2,CnC.Win32.Generic
centozos.org.in,07.03.2015 05:27,2,Trojan-Spy.Win32.Zbot
track.v2.sslsecure3.com,16.09.2014 04:20,2,Backdoor.Win32.Androm
hamodi122.no-ip.org,11.06.2017 23:02,2,Backdoor.MSIL.Bladabindi
tristanatt.ddns.net,27.10.2016 06:28,2,Trojan.Win32.Llac
n.ezjhyxxbf.ru,05.12.2015 17:59,2,Worm.Win32.Ngrbot
n.hmiblgoja.ru,02.10.2015 16:23,2,Worm.Win32.Ngrbot
n.jntbxduhz.ru,04.03.2015 10:02,2,Worm.Win32.Ngrbot
bendigocurtainservice.com.au,29.01.2014 18:09,2,CnC.Win32.Generic
bmi.kurskstu.ru,28.02.2012 17:17,2,Trojan-Spy.Win32.Zbot
sdhfjksdhfjksdh.biz.ua,21.08.2014 09:24,2,Trojan-Spy.Win32.Zbot
sdspropro.co.ua,18.12.2013 17:36,2,CnC.Win32.Generic
warriorinjapan.hostjava.net,19.09.2013 18:43,2,CnC.Win32.Generic
alchemy.net.ru,05.09.2013 10:49,2,CnC.Win32.Generic
sulimanhacker.ddns.net,10.01.2017 15:48,2,Backdoor.MSIL.Bladabindi
newversionpdun.in.net,14.07.2015 04:11,2,Trojan-Spy.Win32.Zbot
emaillifecoaching.com.au,09.07.2015 20:46,2,Trojan-Spy.Win32.Zbot
p-alpha.ooo.al,05.09.2013 03:01,2,CnC.Win32.Generic
n.spgpemwqk.ru,05.12.2015 19:26,2,Worm.Win32.Ngrbot
n.lotys.ru,17.12.2014 15:06,2,Worm.Win32.Ngrbot
vantien.vosongkiem.com,18.09.2014 14:37,2,Trojan-Spy.Win32.Zbot
fx45.pp.ru,31.03.2015 16:01,2,Trojan-Spy.Win32.Zbot
adnet.tunserver.info,19.08.2011 13:17,2,CnC.Win32.Generic
angelamoveis.com.br,26.08.2014 11:05,2,Trojan-Spy.Win32.Zbot
kalilinuxtv-11.ddns.net,16.03.2017 10:31,2,Backdoor.MSIL.Bladabindi
siko2016.ddns.net,30.08.2016 19:25,2,Backdoor.MSIL.Bladabindi
kkk.94wgb.com,23.05.2017 04:41,2,Trojan.Win32.MicroFake
plugin-container.servecounterstrike.com,19.05.2016 03:28,2,Backdoor.MSIL.Bladabindi
googleeserver.ddns.net,25.02.2017 11:37,2,Backdoor.MSIL.Bladabindi
bilharesbrusque.com.br,17.05.2013 08:53,2,Trojan-Spy.Win32.Zbot
billyd.com.au,17.08.2011 08:14,2,Trojan-Spy.Win32.Zbot
secure.lynxbowlingservices.com,07.01.2015 17:35,2,Trojan-Spy.Win32.Zbot
bataielo.com.br,18.11.2014 06:47,2,Trojan-Spy.Win32.Zbot
fox.no-ip.org,11.01.2016 13:45,2,Backdoor.Win32.DarkKomet
194.165.16.69,17.02.2017 09:57,2,Backdoor.Win32.Androm
my.0731jx.com,06.04.2017 12:46,2,Trojan.Win32.Agent
mattwyatt.co.uk,30.10.2014 22:31,2,Trojan-Spy.Win32.Zbot
batatadoce.ddns.net,19.11.2016 19:09,2,Backdoor.MSIL.Bladabindi
81.4.122.140,03.06.2017 03:53,2,Trojan.Win32.Kasidet
batistadocaminho.org.br,16.03.2014 07:27,2,Trojan-Spy.Win32.Zbot
harley.comli.com,03.07.2014 18:56,2,Backdoor.Win32.Skill
142.91.104.107,30.06.2017 16:51,2,Trojan-Spy.Win32.Ursnif
ads.netbios-local.com,28.08.2015 20:52,2,Trojan.Win32.Swizzor
bhnegocios.com.br,01.12.2014 06:52,2,Trojan-Spy.Win32.Zbot
119.42.67.154,31.05.2017 06:16,2,Trojan.Win32.Agent
105.98.40.51,07.05.2017 19:04,2,Trojan.Win32.Agent
blakstar.hol.es,31.01.2014 20:08,2,CnC.Win32.Generic
