kl_host,kl_first_seen,kl_popularity,kl_threat
185.77.129.165,10.05.2017 13:40,2,CnC.Win32.Generic
125.142.107.182,02.03.2017 03:54,2,Backdoor.Win32.Hlux
abbamudancas.com.br,20.04.2015 06:13,2,Trojan-Spy.Win32.Zbot
1.162.170.153,03.03.2017 08:58,2,Trojan.Win32.Yakes
121.154.56.207,02.03.2017 07:00,2,Backdoor.Win32.Hlux
stronghx.beget.tech,24.05.2017 12:21,2,Trojan-PSW.Win32.Coins
youthexchange.net.au,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
down.ads9158.com,24.01.2013 04:06,2,Trojan-Downloader.Win32.Geral
183.100.233.173,03.03.2017 03:48,2,Trojan.Win32.Yakes
schoolsafeuniforms.com.au,12.03.2015 03:45,2,Trojan-Spy.Win32.Zbot
epcvl.com.br,18.04.2014 05:44,2,Trojan-Spy.Win32.Zbot
adsrv.ppxads.com,20.02.2017 13:38,2,CnC.Win32.Generic
regatasmendoza.com.ar,22.12.2012 00:28,2,Trojan.Win32.IRCbot
fullcase.com.br,17.09.2014 04:56,2,Trojan-Spy.Win32.Zbot
baroda.no-ip.biz,30.10.2013 13:20,2,Backdoor.Win32.Xtreme
radiolouvoreterno.com.br,24.10.2013 08:41,2,Trojan-Spy.Win32.Zbot
46.101.142.174,28.02.2017 12:12,2,CnC.Win32.Generic
myplaceempreendimentos.com.br,21.03.2015 23:59,2,Backdoor.Win32.Napolar
arnondemello.com.br,01.11.2013 11:43,2,CnC.Win32.Generic
kocc.or.kr,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
joyhafakot.co.il,04.09.2013 15:40,2,CnC.Win32.Generic
aaa111aaa.ddns.net,15.06.2017 16:26,2,Backdoor.Win32.Xtreme
unicorn4.com.au,06.04.2017 17:07,2,Trojan.Win32.Inject
201.231.244.15,27.02.2017 02:40,2,Trojan.Win32.Yakes
florestalgarden.com.br,26.10.2014 02:28,2,Trojan-Spy.Win32.Zbot
metalvidrosrp.com.br,27.05.2015 06:32,2,Trojan-Spy.Win32.Zbot
massagemtantricajardins.com.br,19.09.2013 22:17,2,CnC.Win32.Generic
mlzukowski.co.uk,25.11.2013 21:35,2,Trojan-Spy.Win32.Zbot
naturemoveis.com.br,06.07.2015 07:01,2,Trojan-Spy.Win32.Zbot
esctriangulo.com.br,20.03.2014 16:17,2,Trojan-Spy.Win32.Zbot
igrejabatistacentral.org.br,28.04.2015 18:41,2,Trojan-Spy.Win32.Zbot
vivavideos.com.br,26.10.2014 00:23,2,Trojan-Spy.Win32.Zbot
doorsakademi.com.tr,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
bkl.co.il,23.03.2015 08:08,2,Trojan-Spy.Win32.Zbot
edenart.com.au,05.12.2016 05:00,2,CnC.Win32.Generic
struttura.com.br,29.07.2013 19:05,2,CnC.Win32.Generic
mipsoft.com.br,09.12.2013 12:57,2,CnC.Win32.Generic
lotuspharmacy.com.mo,19.09.2013 15:12,2,CnC.Win32.Generic
webinfox.no-ip.info,11.07.2013 09:37,2,Backdoor.Win32.Androm
lmok1234xing.w239.dns911.cn,09.05.2012 02:24,2,Trojan.Win32.Krament
sandwelltransport.co.uk,13.03.2014 09:16,2,Trojan-Downloader.Win32.Andromeda
src.ats-vacations.com,28.11.2014 02:15,2,Trojan-Spy.Win32.Zbot
riosomeventos.com.br,01.10.2013 15:11,2,CnC.Win32.Generic
meiassoft.com.br,13.08.2013 18:18,2,CnC.Win32.Generic
nemesis225.ddns.net,06.06.2017 17:50,2,Backdoor.MSIL.NanoBot
prise.com.ar,29.01.2014 18:09,2,CnC.Win32.Generic
1.2.251.33,03.07.2017 09:19,2,Trojan.Win32.Agent
updatemicrosof.wikaba.com,06.04.2015 11:06,2,Worm.VBS.Dinihou
prons.com.ar,06.03.2014 18:03,2,CnC.Win32.Generic
cviper.hostoi.com,19.12.2012 12:39,2,Backdoor.Win32.Androm
approvi.com.br,30.11.2014 03:33,2,Trojan-Spy.Win32.Zbot
postventa-vodafone.duckdns.org,07.07.2016 21:30,2,Trojan.MSIL.Zapchast
jclcontabil.com.br,17.04.2014 08:25,2,CnC.Win32.Generic
pkmg.co.in,29.09.2014 09:00,2,Trojan-PSW.Win32.Chisburg
manaphirdavat.com.tr,13.05.2014 10:21,2,Trojan-Spy.Win32.Zbot
seminee.aega.ro,18.09.2014 14:37,2,Trojan-Spy.Win32.Zbot
act-api.astore.vn,08.07.2015 04:20,2,Trojan-SMS.AndroidOS.Agent
anzi.com.mk,17.02.2014 16:19,2,CnC.Win32.Generic
assep.org.br,17.04.2014 08:25,2,CnC.Win32.Generic
1.0.178.4,23.05.2017 04:58,2,Trojan.Win32.Agent
37.150.26.197,06.03.2017 06:28,2,Backdoor.Win32.Hlux
37.150.25.207,27.02.2017 08:40,2,Backdoor.Win32.Hlux
0000.no-ip.biz,09.10.2013 18:18,2,CnC.Win32.Generic
silverbell.000space.com,20.11.2014 15:40,2,CnC.Win32.Generic
redex.no-ip.info,04.10.2013 10:54,2,Backdoor.Win32.DarkKomet
metalurgicatambara.com.ar,28.02.2013 15:08,2,Trojan.Win32.IRCbot
ims-intl.com.sa,04.11.2014 15:24,2,Trojan-Spy.Win32.Zbot
amoosalem.no-ip.biz,08.10.2013 15:12,2,Backdoor.MSIL.Bladabindi
bc4.tyrle.ru,17.12.2014 15:05,2,Trojan-Proxy.Win32.Lethic
bunting-warehouse.co.uk,21.12.2013 06:11,2,Trojan-Spy.Win32.Zbot
fastscreenshot.hol.es,01.06.2013 07:20,2,CnC.Win32.Generic
exatuscont.com.br,23.03.2015 08:08,2,Trojan.Win32.Neurevt
203.115.126.194,06.12.2016 08:16,2,Trojan.Win32.Agent
globoagua.com.br,17.02.2015 02:54,2,Trojan-Spy.Win32.Zbot
smpn9bogor.sch.id,22.05.2017 09:03,2,Trojan.Win32.Inject
losmozoslocos.com.ar,21.02.2013 16:59,2,Backdoor.Win32.Mutopy
113.160.156.216,16.03.2017 10:31,2,Trojan.Win32.Agent
netstart.co.za,24.12.2013 21:39,2,CnC.Win32.Generic
cherepaha.hopto.org,21.01.2017 08:52,2,Backdoor.Win32.DarkKomet
b.9thegamejuststarted14k9.com,17.11.2014 20:35,2,Trojan.Win32.Neurevt
b.7thegamejuststarted11k7.com,23.09.2014 13:27,2,Trojan.Win32.Neurevt
debug.com.my,06.06.2017 12:59,2,Trojan-PSW.Win32.Fareit
iprotect.com.my,24.10.2013 00:35,2,CnC.Win32.Generic
ascottconsultants.com.ph,03.01.2015 09:57,2,Trojan-Spy.Win32.Zbot
jhl.com.pe,28.06.2013 15:39,2,CnC.Win32.Generic
armitagedz.ddns.net,18.07.2015 16:32,2,Backdoor.MSIL.Bladabindi
electrolimeira.com.br,13.05.2015 20:19,2,Trojan-Spy.Win32.Zbot
wbassessoriaeconsultoria.com.br,22.11.2013 10:26,2,CnC.Win32.Generic
dzhacker15.no-ip.org,27.09.2013 15:12,2,Backdoor.MSIL.Bladabindi
aqsengineering.com.pk,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
allseasonsinflatables.co.uk,17.12.2013 09:03,2,CnC.Win32.Generic
ekvatororman.com.tr,15.08.2014 13:14,2,Trojan-Spy.Win32.Zbot
amasyaelmasi.com.tr,23.04.2015 07:26,2,Trojan-Spy.Win32.Zbot
bloomroom.com.au,23.10.2013 16:25,2,CnC.Win32.Generic
cyclonemousery.com.au,06.03.2017 11:10,2,Trojan-PSW.Win32.Fareit
creativeageingcentre.com.au,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
91.219.28.77,19.10.2016 13:19,2,Trojan.Win32.Trickster
harachi47.linkpc.net,01.02.2016 11:14,2,Backdoor.Win32.Xtreme
81.2.251.185,21.01.2017 13:57,2,Trojan.Win32.Neurevt
playmadops.duckdns.org,02.08.2016 02:16,2,Backdoor.Win32.DarkKomet
abdeldjebar5.myftp.biz,24.03.2017 00:17,2,Backdoor.Win32.Xtreme
termasantateresita.com.ar,11.06.2015 22:42,2,Trojan-Spy.Win32.Zbot
kwiatpaproci.mazury.pl,09.08.2015 23:50,2,Trojan-Ransom.Win32.Cryptodef
azzaenstp.no-ip.biz,08.10.2013 19:31,2,Backdoor.Win32.Xtreme
79.112.128.216,19.04.2017 07:11,2,Trojan.Win32.Agent
test.catorcedias.com,21.09.2015 11:47,2,Trojan-Spy.Win32.Zbot
blackdiamond.co.id,01.06.2014 19:43,2,Trojan-Spy.Win32.Zbot
re-wakefield.co.uk,13.11.2013 13:26,2,Trojan-Spy.Win32.Zbot
dodairaqi.no-ip.biz,19.12.2013 16:45,2,CnC.Win32.Generic
151.80.14.224,05.05.2017 02:45,2,Trojan.MSIL.Cryptos
lcit.org.uk,22.06.2015 09:10,2,Trojan-Spy.Win32.Zbot
60.53.101.195,22.05.2017 13:31,2,Trojan.Win32.Agent
suelenvasquez.com.br,07.11.2014 19:42,2,Trojan-Spy.Win32.Zbot
psy-analyse.com.ua,13.08.2014 09:40,2,Trojan-Spy.Win32.Zbot
117.2.131.181,27.06.2017 09:21,2,Trojan.Win32.Agent
clicregional.com.br,09.08.2013 11:45,2,CnC.Win32.Generic
wildlife-galleries.co.uk,12.03.2014 19:07,2,CnC.Win32.Generic
cmisafes.com.au,21.08.2015 17:40,2,Backdoor.Win32.Mokes
ff.serveblog.net,29.10.2013 13:33,2,Backdoor.MSIL.Bladabindi
modox.no-ip.org,09.10.2013 22:39,2,CnC.Win32.Generic
geoma.com.br,12.03.2014 13:56,2,CnC.Win32.Generic
mateo1.dynu.net,05.06.2017 14:13,2,Trojan.MSIL.Disfa
santiago1215.ihavemonkeys.xyz,10.04.2017 17:28,2,Trojan.MSIL.Disfa
lutchodj.com.br,24.03.2015 00:56,2,Trojan-Spy.Win32.Zbot
ashpoint.com.au,24.03.2015 11:09,2,Trojan.Win32.Neurevt
jeumpa.com.my,06.12.2013 17:47,2,CnC.Win32.Generic
wcw.co.za,12.09.2011 17:33,2,Net-Worm.Win32.Koobface
94.23.148.62,15.03.2017 02:00,2,Trojan-Spy.Win32.Zbot
ts.improvegaming.com,17.12.2014 15:06,2,Backdoor.Win32.Napolar
swanox.no-ip.org,21.12.2013 06:11,2,Backdoor.MSIL.Bladabindi
affmob.tornika.com,27.08.2014 16:29,2,Trojan-SMS.AndroidOS.Agent
alliedhealth.com.au,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
kavil.com.tr,13.08.2014 09:40,2,Trojan-Spy.Win32.Zbot
menainsaat.com.tr,29.10.2013 17:10,2,CnC.Win32.Generic
biznesdlaciebie.com.pl,02.02.2015 11:17,2,Trojan-Spy.Win32.Zbot
37.1.207.202,06.06.2017 12:17,2,CnC.Win32.Generic
inter-kabel.com.ua,31.01.2015 00:00,2,Trojan-Spy.Win32.Zbot
code.monlineserviceplc.com,23.06.2017 09:14,2,Backdoor.Win32.Androm
pilloadvogados.com.br,07.08.2014 16:54,2,Trojan.Win32.Generic
housepreview.com.br,22.04.2015 03:30,2,Trojan-Spy.Win32.Zbot
mftapacantos.com.ar,14.12.2013 05:04,2,CnC.Win32.Generic
youssef20.ddns.net,15.03.2015 04:30,2,Backdoor.MSIL.Bladabindi
watersave.com.br,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
acorn-developments.co.uk,16.11.2013 11:27,2,CnC.Win32.Generic
adorablekids.co.za,26.06.2015 11:07,2,Trojan-Spy.Win32.Zbot
bracetech.co.kr,02.04.2013 09:15,2,Backdoor.Win32.Mutopy
14.207.152.143,24.06.2017 05:49,2,Trojan.Win32.Agent
michaelhillphotography.co.uk,04.12.2013 23:13,2,Trojan-Spy.Win32.Zbot
indulgeatmacrina.com.au,11.03.2015 13:28,2,Trojan-Spy.Win32.Zbot
mayramoretti.com.br,14.10.2014 09:47,2,Trojan-Spy.Win32.Zbot
designerfabio.com.br,21.02.2014 10:01,2,CnC.Win32.Generic
abefire.co.za,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
zserver.tym.sk,13.03.2014 07:26,2,Trojan-Downloader.Win32.Andromeda
122.176.31.254,07.03.2017 09:29,2,Trojan.Win32.Agent
corp.dotname.co.kr,06.05.2015 18:18,2,Trojan-Spy.Win32.Zbot
monmon.no-ip.biz,13.05.2015 08:05,2,Backdoor.Win32.DarkKomet
skype-groupe.myftp.biz,19.12.2013 16:45,2,CnC.Win32.Generic
prokidz.com.sg,16.09.2015 21:56,2,Trojan-Spy.Win32.Zbot
update.wipmania.com.raulhost.ru,16.09.2014 16:32,2,Worm.Win32.Ngrbot
favela.com.mx,23.07.2013 09:04,2,CnC.Win32.Generic
nblandscapers.com.au,26.06.2015 18:07,2,Trojan-Ransom.Win32.Cryptodef
n0it.no-ip.org,15.08.2014 20:55,2,Backdoor.Win32.DarkKomet
zenithadmin.com.au,22.12.2014 20:49,2,Trojan-Spy.Win32.Zbot
inndividual.co.uk,06.02.2014 00:49,2,CnC.Win32.Generic
fitac.com.tr,09.08.2015 07:45,2,Trojan.Win32.Neurevt
grasscutter.com.my,20.03.2017 08:48,2,Trojan-PSW.Win32.Chisburg
matiyanecivils.co.za,20.03.2017 04:05,2,Trojan.Win32.Inject
92.63.111.201,05.04.2017 17:59,2,CnC.Win32.Generic
rocksolidstorage.com.au,31.01.2014 20:09,2,CnC.Win32.Generic
ema.net.au,28.11.2013 13:59,2,CnC.Win32.Generic
freedownloads.sytes.net,21.04.2011 16:27,2,Worm.Win32.Shakblades
businessnames2.4irc.com,12.06.2017 13:25,2,Backdoor.Win32.Mokes
leathercentre.me.uk,15.05.2014 09:47,2,Trojan-Spy.Win32.Zbot
zaluu.dellnewsup.net,12.05.2016 17:13,2,CnC.Win32.Generic
adilmajhoul.noip.me,05.04.2015 18:00,2,Backdoor.MSIL.Bladabindi
amafore.org.mx,07.06.2015 12:04,2,Trojan-Spy.Win32.Zbot
hamperincentives.co.uk,26.11.2013 11:17,2,CnC.Win32.Generic
185.62.188.233,30.04.2017 10:02,2,Trojan.Win32.Neurevt
juansgarbiehijo.com.ar,08.04.2013 00:15,2,Trojan-Downloader.Win32.Andromeda
teseassessoria.com.br,17.03.2014 23:16,2,CnC.Win32.Generic
1.170.119.129,15.03.2017 05:11,2,Trojan-Spy.AndroidOS.SmForw
gymworld.co.kr,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
planificaeventos.com.ar,17.02.2014 16:19,2,CnC.Win32.Generic
ducorpomodaintima.com.br,12.09.2013 15:00,2,CnC.Win32.Generic
rhc.url.ph,02.05.2014 16:46,2,Trojan-PSW.Win32.Fareit
sidisalim.myvnc.com,27.09.2013 15:12,2,Backdoor.MSIL.Bladabindi
taer.no-ip.org,20.08.2015 12:52,2,Backdoor.MSIL.Bladabindi
sigma-solutions.com.sg,05.11.2013 08:25,2,CnC.Win32.Generic
menumaterno.com.br,17.02.2014 16:19,2,CnC.Win32.Generic
nsdic.pp.ru,09.05.2017 11:29,2,Trojan-Spy.Win32.SpyEyes
hotmail-msn.sytes.net,07.08.2016 21:13,2,Backdoor.MSIL.Bladabindi
gfuel-alternative-energy.co.za,09.04.2015 01:39,2,Trojan-Spy.Win32.Zbot
216.158.235.250,01.05.2017 01:44,2,Trojan-PSW.Win32.Fareit
phoenixtelevision.com.au,19.09.2011 21:09,2,CnC.Win32.Generic
ecoquimicars.ind.br,22.06.2014 18:43,2,Trojan-Spy.Win32.Zbot
ishtarelectronics.co.uk,21.11.2014 01:51,2,Trojan-Spy.Win32.Zbot
geoip.net16.net,19.08.2011 13:23,2,CnC.Win32.Generic
adobeflashupdate.dynu.com,23.03.2016 11:18,2,CnC.Win32.Generic
besthelper.sytes.net,08.12.2014 21:05,2,CnC.Win32.Generic
fastchem.co.id,24.06.2014 14:04,2,Trojan-Spy.Win32.Zbot
tariqalr.zapto.org,31.12.2013 12:56,2,Trojan.Win32.Xtrat
naafa.com.au,07.06.2017 17:28,2,Trojan-PSW.Win32.Fareit
mycraft.com.br,10.11.2014 15:39,2,Trojan-Spy.Win32.Zbot
fbt.co.cc,04.09.2012 09:23,2,Backdoor.Win32.Gbod
dpg2000.noip.me,13.01.2017 15:45,2,Backdoor.Win32.DarkKomet
hugo.freeiz.com,06.06.2015 09:48,2,Trojan-PSW.Win32.Chisburg
and3.wizatoberegisterd3.com,10.04.2015 16:49,2,Trojan-Downloader.Win32.Andromeda
domainka.ddns.net,27.01.2017 20:28,2,Backdoor.Win32.DarkKomet
1.53.36.144,25.06.2017 22:54,2,Trojan.Win32.Agent
altinmekik.com.tr,15.08.2014 13:14,2,Trojan-Spy.Win32.Zbot
easy.lixns.com,03.09.2011 08:48,2,Backdoor.Win32.Cbot
circlegroup.co.za,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
helenageiger.com.au,23.09.2013 16:09,2,CnC.Win32.Generic
fife.bcss.org.uk,23.10.2013 15:14,2,CnC.Win32.Generic
frigomedeiros.com.br,05.11.2014 15:48,2,Trojan.Win32.Generic
vektor.no-ip.biz,20.12.2013 00:01,2,CnC.Win32.Generic
1337r00t.13.ohost.de,08.01.2012 00:34,2,Worm.MSIL.Arcdoor
siber.skyturknet.com,09.05.2017 16:03,2,CnC.Win32.Generic
microso.no-ip.org,22.03.2014 22:19,2,Trojan.MSIL.Zapchast
b.12thegamejuststarted10k12.com,10.06.2015 12:01,2,Trojan.Win32.Neurevt
b.11thegamejuststarted12k11.com,10.06.2015 16:11,2,Trojan.Win32.Neurevt
b.10thegamejuststarted15k10.com,10.06.2015 12:01,2,Trojan.Win32.Neurevt
b.dqwjnewkwefewaaaaa4.com,03.12.2014 02:28,2,Trojan.Win32.Neurevt
krlegal.com.au,02.03.2013 06:56,2,Trojan-Spy.Win32.Zbot
ens.co.rs,04.06.2014 00:36,2,Trojan-Spy.Win32.Zbot
eslamco.no-ip.org,08.08.2016 14:47,2,Backdoor.Win32.DarkKomet
kopa.co.za,02.02.2013 05:15,2,Trojan-Spy.Win32.Zbot
basecinco.com.ar,04.11.2014 17:50,2,Trojan-Spy.Win32.Zbot
mgroup.com.my,30.10.2013 21:55,2,CnC.Win32.Generic
salvadorautopecas.com.br,27.11.2013 14:54,2,Trojan.Win32.Generic
dnsduck10.duckdns.org,15.03.2017 20:45,2,Trojan-Proxy.Win32.Lethic
spy-computing.co.za,17.02.2014 16:19,2,CnC.Win32.Generic
n5.dyndns.biz,26.11.2013 16:26,2,CnC.Win32.Generic
dream7.no-ip.biz,04.10.2013 10:54,2,Backdoor.MSIL.Bladabindi
redsfs.net.ua,06.05.2014 08:51,2,Trojan-Downloader.Win32.Injecter
oscaaaaar.no-ip.biz,20.01.2014 23:11,2,Backdoor.MSIL.Bladabindi
bm1.net.ua,22.07.2013 08:22,2,Trojan-Downloader.Win32.Injecter
2.135.63.155,17.02.2017 15:55,2,Backdoor.Win32.Hlux
reimbergit.com.br,27.10.2013 10:03,2,CnC.Win32.Generic
njratalaraqi.no-ip.org,15.12.2013 13:09,2,Backdoor.MSIL.Bladabindi
iasc25.iasc.info,30.03.2015 06:19,2,Trojan-Spy.Win32.Zbot
185.9.51.33,26.06.2017 07:57,2,Trojan-PSW.Win32.Fareit
45.244.43.230,20.06.2017 03:35,2,Trojan.Win32.Agent
gurunichi.createandhost.com,20.11.2014 15:40,2,CnC.Win32.Generic
automobile.it.cx,20.11.2014 15:40,2,CnC.Win32.Generic
pawngoldcoast.com.au,08.06.2014 11:30,2,Backdoor.Win32.Napolar
gcss.co.in,04.09.2013 21:10,2,CnC.Win32.Generic
mrwhite.ddns.net,09.12.2016 20:07,2,Backdoor.Win32.DarkKomet
diski3sixty.co.za,18.02.2014 18:56,2,CnC.Win32.Generic
ylds.co.za,16.02.2013 17:15,2,Trojan-FakeAV.Win32.SmartFortress2012
86.124.103.94,26.06.2017 18:08,2,Trojan.Win32.Agent
server1380.ddns.net,30.04.2017 20:50,2,Backdoor.MSIL.Bladabindi
176.222.188.165,20.06.2017 14:34,2,Trojan.Win32.Agent
hicompras.com.br,21.06.2017 19:52,2,Trojan-PSW.Win32.Tepfer
42.116.163.9,05.05.2017 12:47,2,Trojan.Win32.Agent
reko.co.za,12.09.2011 17:34,2,Net-Worm.Win32.Koobface
zzzxxxcc.no-ip.biz,14.12.2016 18:16,2,Backdoor.MSIL.Bladabindi
80.82.67.191,28.05.2017 20:14,2,Trojan.Win32.Kasidet
sunset.hopto.org,04.12.2016 20:39,2,Backdoor.Win32.DarkKomet
securityadvisors.co.za,25.02.2013 11:00,2,Backdoor.Win32.Androm
edukka.com.br,10.05.2015 23:57,2,Trojan.Win32.Neurevt
echtar7.zapto.org,15.01.2014 23:55,2,Backdoor.MSIL.Bladabindi
59.27.70.43,14.03.2017 06:22,2,Trojan.Win32.Yakes
casatest.ddns.net,22.02.2017 02:43,2,Backdoor.MSIL.Bladabindi
5.1.0.240,07.05.2017 12:00,2,Trojan.Win32.Agent
infoal.com.br,21.02.2013 18:56,2,Backdoor.Win32.Mutopy
2552.com.cn,15.10.2016 14:10,2,Backdoor.Win32.SkyRat
and4.junglebeariwtc1.com,02.04.2015 21:32,2,Trojan-Downloader.Win32.Andromeda
oamentyga.duckdns.org,21.11.2016 12:46,2,Trojan.MSIL.Zapchast
113.10.168.208,30.09.2016 04:33,2,Trojan-Spy.AndroidOS.SmForw
migatol.myq-see.com,11.08.2016 22:45,2,Trojan-Spy.MSIL.Downeks
radioninter.com.br,10.11.2014 15:39,2,Trojan-Spy.Win32.Zbot
mlcrosoft.serveftp.com,13.05.2015 00:54,2,Backdoor.MSIL.Bladabindi
redjohn.zapto.org,09.01.2014 10:01,2,CnC.Win32.Generic
api.wipmania.com.wipmania.ru,23.02.2017 00:06,2,Worm.Win32.Ngrbot
api9.wipmania.com.wipmsc.ru,13.01.2014 18:35,2,CnC.Win32.Generic
api8.wipmania.com.wipmsc.ru,13.01.2014 18:35,2,Worm.Win32.Ngrbot
api6.wipmania.com.wipmsc.ru,24.01.2014 02:10,2,Worm.Win32.Ngrbot
api5.wipmania.com.wipmsc.ru,13.01.2014 18:35,2,CnC.Win32.Generic
api4.wipmania.com.wipmsc.ru,20.01.2014 20:00,2,Worm.Win32.Ngrbot
api3.wipmania.com.wipmsc.ru,13.01.2014 18:35,2,Worm.Win32.Ngrbot
old.piwo.su,21.02.2013 16:59,2,Backdoor.Win32.Mutopy
155.94.67.23,07.11.2016 21:53,2,Trojan.Win32.Yakes
passovizze1978.altervista.org,08.04.2010 12:56,2,CnC.Win32.Generic
117.201.194.24,17.06.2017 06:38,2,Trojan.Win32.Agent
195.161.62.33,14.01.2017 19:42,2,CnC.Win32.Generic
23raj.no-ip.biz,23.11.2013 18:12,2,Backdoor.MSIL.Bladabindi
sew.t1.com.ua,19.11.2011 03:37,2,CnC.Win32.Generic
leaugeoflegendz.ddns.net,02.03.2017 16:14,2,Backdoor.MSIL.Bladabindi
109.201.120.190,22.05.2017 19:35,2,Trojan.Win32.Agent
117.194.149.205,31.05.2017 07:22,2,Trojan.Win32.Agent
monsterkill.aimas.lt,21.02.2013 16:59,2,Backdoor.Win32.Mutopy
delpueblocomodoro.com.ar,12.03.2014 20:07,2,CnC.Win32.Generic
inbioveritas.hostzi.com,21.02.2013 18:56,2,Backdoor.Win32.Mutopy
117.205.17.62,19.05.2017 04:52,2,Trojan.Win32.Agent
echoacegaming.host22.com,26.03.2013 13:52,2,Backdoor.Win32.Mutopy
ivicker.usa.cc,25.10.2016 07:08,2,Trojan-PSW.MSIL.Chisburg
88.255.40.221,14.06.2017 23:42,2,Trojan.Win32.Agent
thescorpionking.no-ip.org,10.02.2014 10:11,2,Backdoor.MSIL.Bladabindi
223.206.149.89,26.06.2017 07:57,2,Trojan.Win32.Agent
indocameradani.co.cc,08.07.2014 03:30,2,Trojan.Win32.MSILBot
boutis.novacial.fr,02.06.2014 18:17,2,Trojan-Downloader.Win32.Andromeda
adversity.net23.net,29.03.2013 13:41,2,Backdoor.Win32.Mutopy
kelly87718.tmweb.ru,15.11.2016 19:14,2,CnC.Win32.Generic
yourbox.altervista.org,21.03.2013 11:10,2,CnC.Win32.Generic
node4.fileupstream.com,31.01.2015 13:38,2,Trojan.Win32.Generic
forum.zapping.tk,21.02.2013 18:56,2,Backdoor.Win32.Mutopy
simalach.no-ip.biz,23.05.2011 16:35,2,Worm.Win32.Shakblades
87.120.254.124,26.05.2017 13:04,2,Trojan.Win32.Inject
funboat.com.au,09.03.2012 14:02,2,Trojan.Win32.Generic
56.doudousoft.com,20.01.2015 20:49,2,Trojan.Win32.Generic
42.112.149.28,21.06.2017 03:17,2,Trojan.Win32.Agent
modstil.com.tr,13.08.2015 17:16,2,Trojan-Spy.Win32.Zbot
khdt1.zapto.org,26.09.2012 02:25,2,Backdoor.Win32.Xtreme
rse.no-ip.biz,11.10.2013 23:34,2,Backdoor.Win32.Xtreme
impulse-radio.co.uk,02.06.2014 12:25,2,Trojan-Spy.Win32.Zbot
testh.ddns.net,14.11.2016 07:32,2,Backdoor.Win32.DarkKomet
pilo-raouf.no-ip.biz,06.08.2015 08:13,2,Backdoor.Win32.DarkKomet
hack-010.no-ip.info,10.12.2013 18:40,2,Backdoor.Win32.Xtreme
176.213.94.84,14.06.2017 13:47,2,Trojan.Win32.Agent
ekursanci.com.pl,31.12.2012 14:32,2,Backdoor.Win32.Androm
inc.goandrun.biz,31.05.2017 04:52,2,Trojan-Spy.Win32.Zbot
213.202.211.227,10.02.2017 04:58,2,Trojan-Dropper.Win32.Injector
maricotas.com.br,28.06.2014 07:41,2,Trojan-Spy.Win32.Zbot
185.145.131.149,03.07.2017 02:17,2,Trojan-Spy.Win32.Zbot
185.145.131.104,13.03.2017 08:33,2,Trojan-Downloader.Win32.Agent
c1.installbox1.info,01.02.2013 21:49,2,Trojan-PSW.Win32.Chisburg
koko.myftp.org,27.09.2013 15:12,2,Backdoor.MSIL.Bladabindi
s175432170.onlinehome.us,21.03.2016 14:51,2,Trojan-PSW.Win32.Fareit
cucaaposentadorias.com.br,12.06.2014 10:47,2,Trojan-Spy.Win32.Zbot
alsha2e.zapto.org,04.10.2013 10:54,2,Backdoor.MSIL.Bladabindi
motaz.no-ip.org,08.10.2014 00:30,2,Trojan.Win32.Llac
113.176.70.72,01.04.2017 04:23,2,Trojan.Win32.Agent
42.119.127.22,28.06.2017 03:19,2,Trojan.Win32.Agent
42.117.220.40,07.05.2017 12:08,2,Trojan.Win32.Agent
42.117.118.122,20.05.2017 14:08,2,Trojan.Win32.Agent
42.116.88.223,26.06.2017 13:43,2,Trojan.Win32.Agent
naturalrural.com.br,08.06.2017 01:40,2,Trojan-PSW.Win32.Fareit
1.54.94.183,27.06.2017 06:09,2,Trojan.Win32.Agent
1.54.27.24,20.06.2017 05:26,2,Trojan.Win32.Agent
61.84.68.206,02.03.2017 12:29,2,Trojan.Win32.Yakes
korom.zapto.org,20.11.2013 12:07,2,Backdoor.MSIL.Bladabindi
semeandoluz.com.br,10.06.2014 08:35,2,Trojan-Spy.Win32.Zbot
adolf2013.sytes.net,27.09.2013 15:12,2,Backdoor.Win32.Xtreme
ronaldo-123.no-ip.biz,27.09.2013 15:12,2,Backdoor.MSIL.Bladabindi
ceobugzy.org.ng,16.03.2017 07:58,2,Trojan-Downloader.Win32.Agent
digitalia.com.pe,22.05.2017 08:08,2,Trojan-PSW.Win32.Fareit
171.96.30.204,07.05.2017 19:04,2,Trojan.Win32.Agent
31.31.31.137,07.05.2017 16:48,2,Trojan.Win32.Agent
31.31.31.92,18.04.2017 19:22,2,Trojan.Win32.Agent
unix.zapto.org,06.04.2017 15:00,2,Backdoor.Win32.Xtreme
185.62.189.196,26.10.2016 09:43,2,Trojan.Win32.Neurevt
force-ss.ddns.net,23.02.2017 22:40,2,Worm.VBS.Dinihou
