kl_domain,kl_first_seen,kl_popularity,kl_threat
home-sweet-home.org,24.03.2016 09:58,2,Trojan-PSW.Win32.Fareit
werbekugelschreiber-werbebleistifte.de,23.04.2017 15:54,2,Trojan.Win32.Generic
voicemailz.net,20.11.2014 15:40,2,CnC.Win32.Generic
danceanddinner.de,21.03.2016 15:17,2,Trojan-PSW.Win32.Fareit
af3308d65fd4.com,28.04.2017 02:28,2,Trojan-Spy.Win32.Panda
spotoctover.net,10.05.2017 12:54,2,Trojan.Win32.Bayrob
menorasarainc.info,19.05.2017 09:23,2,Trojan-PSW.Win32.Fareit
10adeb4b7ad4.com,02.05.2017 01:00,2,Trojan-Spy.Win32.Panda
10513149dad4.com,27.06.2017 02:11,2,Trojan-Spy.Win32.Panda
0f75c007d1d4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
0a0f1cbf04d4.com,11.06.2017 22:45,2,Trojan-Spy.Win32.Panda
0be4d6207ed4.com,21.05.2017 21:54,2,Trojan-Spy.Win32.Panda
0b23d3e0b3d4.com,14.05.2017 02:46,2,Trojan-Spy.Win32.Panda
0b5f8f090bd4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
0a52633830d4.com,27.04.2017 04:00,2,Trojan-Spy.Win32.Panda
0da2342c69d4.com,30.11.2016 18:56,2,Trojan-Spy.Win32.Panda
04b2d521eed4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
flarxenergy.org,12.03.2017 05:15,2,Trojan-Ransom.AndroidOS.Egat
worldcapsule.com,28.08.2015 03:30,2,Trojan-Banker.Win32.Neverquest
yxcarbons.com,31.08.2015 07:02,2,Trojan-Downloader.Win32.Agent
sendytest.com,03.04.2017 10:02,2,Trojan-PSW.Win32.Fareit
tut0r1allsvu.info,27.11.2016 19:58,2,Worm.Win32.Ngrbot
ad47774fb854.net,18.06.2017 02:44,2,Trojan-Spy.Win32.Panda
web-adobe-directs.com,08.06.2015 15:48,2,Backdoor.Win32.Kasidet
nanosleepss.net,20.11.2014 15:40,2,CnC.Win32.Generic
celopack.net,30.05.2017 09:51,2,Trojan-PSW.Win32.Fareit
eenheidnv.com,16.02.2017 12:02,2,Trojan.Win32.Inject
trbrabrakaadabralosdwtimer.com,06.03.2017 22:40,2,Trojan-Spy.Win32.Panda
siismewxinwx.com,06.05.2015 18:18,2,Trojan-Banker.Win32.Tinba
fghe.ru,23.07.2016 12:00,2,Trojan-Downloader.Win32.Andromeda
fghd.ru,23.07.2016 12:00,2,Trojan-Downloader.Win32.Andromeda
medicalsupplyline.com,08.09.2015 23:16,2,Trojan-Spy.Win32.Zbot
akmfs.com,09.05.2017 08:34,2,Backdoor.Win32.Yoddos
savelinknepal.net,17.07.2015 20:53,2,Trojan-Downloader.Win32.Andromeda
ontopnaija.com,06.04.2015 11:01,2,Trojan-Spy.Win32.Zbot
thanhminh.net,17.03.2014 12:34,2,CnC.Win32.Generic
pubber.ru,12.06.2017 12:37,2,Trojan-Spy.Win32.Zbot
n3310.org,26.02.2015 15:57,2,Worm.Win32.Ngrbot
cinemawe.net,20.03.2017 04:05,2,Backdoor.Win32.Androm
darkcarder.com,23.08.2015 04:39,2,Trojan.Win32.Neurevt
wokotivyhulum.biz,26.05.2016 20:43,2,Trojan-SMS.AndroidOS.Podec
zerawyhifuwude.biz,26.05.2016 20:43,2,Trojan-SMS.AndroidOS.Podec
dd25caaefc11h.net,11.06.2017 02:20,2,Trojan-Spy.Win32.Panda
sadhakayogaiyengar.com,03.04.2017 00:29,2,Trojan-PSW.Win32.Fareit
urchilaa.com,15.04.2015 04:03,2,Trojan-Spy.Win32.Zbot
caribbeanapp.net,29.01.2014 13:14,2,CnC.Win32.Generic
obinnaeku.biz,23.07.2014 14:10,2,Trojan-Spy.Win32.Zbot
netfrronttq.com,25.05.2017 16:53,2,Trojan-Banker.Win32.Gootkit
weasterd.com,22.04.2015 13:52,2,Trojan-Banker.Win32.Neverquest
604f0c12b4d4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
5ce9f33415d4.com,06.05.2017 03:57,2,Trojan-Spy.Win32.Panda
5ca994fa94d4.com,06.05.2017 03:57,2,Trojan-Spy.Win32.Panda
5d078f808dd4.com,03.01.2017 06:19,2,Trojan-Spy.Win32.Panda
57da3bc64ed4.com,06.05.2017 03:58,2,Trojan-Spy.Win32.Panda
pimdkdmqkvpjv5.com,29.06.2017 04:53,2,Backdoor.Win32.Bedep
globaltradesource.net,05.12.2014 17:39,2,Trojan-Spy.Win32.Zbot
wpgvbwwxompo.com,10.07.2015 08:42,2,Trojan-Banker.Win32.Tinba
lms-germany.com,06.03.2017 11:10,2,Trojan-PSW.Win32.Fareit
modelsfromspain.com,22.09.2015 13:51,2,Trojan-Ransom.Win32.Cryptodef
shurabura.org,15.01.2015 18:55,2,Trojan-Downloader.Win32.Andromeda
umivar.com,12.04.2017 16:44,2,Trojan.Win32.Inject
fast-node.info,10.10.2014 09:27,2,Trojan-Downloader.Win32.Andromeda
exolocity.info,05.02.2014 19:47,2,CnC.Win32.Generic
bookingffiisee.com,19.12.2016 14:55,2,Trojan-Banker.Win32.Gootkit
garneyrealestate.com,29.01.2015 06:18,2,Trojan-Spy.Win32.Zbot
kjhfdsaakjhdfkjdaffkjajfdhk.com,13.03.2015 00:41,2,Backdoor.Win32.Konus
shiraspointe.org,21.03.2016 14:51,2,Trojan-PSW.Win32.Fareit
artdecodiamondring.org,17.04.2014 08:25,2,CnC.Win32.Generic
fiiiiils.net,15.05.2014 20:31,2,Trojan-SMS.AndroidOS.Opfake
tmpfdcdlyizq7.com,18.05.2017 12:13,2,Backdoor.Win32.Bedep
cm8899.com,24.03.2015 00:56,2,Trojan-Downloader.Win32.Agent
htddlrect.com,24.02.2016 15:06,2,Trojan-PSW.Win32.Fareit
lmyjjcp.com,10.04.2017 05:21,2,Trojan-Spy.Win32.Zbot
smartfixrepairs.com,22.03.2015 22:18,2,Trojan.Win32.Neurevt
bergenrenal.com,14.06.2017 13:47,2,Backdoor.Win32.Atbot
studiofinaxtec.info,03.09.2015 22:51,2,Trojan-Downloader.Win32.Andromeda
sandbland.com,31.08.2016 21:31,2,Worm.Win32.Ngrbot
jordansjournal.net,24.04.2015 04:57,2,Trojan-Spy.Win32.Zbot
cofewaroqmin.me,30.08.2016 16:59,2,Trojan.Win32.Bayrob
cheresto.com,06.04.2017 10:04,2,Trojan-Banker.Win32.Gootkit
johntocoheckri.com,10.05.2017 16:26,2,Trojan-Spy.Win32.Zbot
riobakeringenieria.cl,21.05.2014 03:27,2,Trojan-Spy.Win32.Zbot
wlqlijchqz.com,01.10.2016 11:44,2,Trojan-Banker.Win32.NeverQuest
hesbetloran.ru,17.11.2016 16:29,2,CnC.Win32.Generic
delishop.org,29.12.2014 19:30,2,CnC.Win32.Generic
8396a2794711h.net,27.04.2017 04:00,2,Trojan-Spy.Win32.Panda
acb5974a6e54.net,27.04.2017 07:30,2,Trojan-Spy.Win32.Panda
32743d026e11h.net,30.11.2016 19:41,2,Trojan-Spy.Win32.Panda
324b6b4d7d54.net,31.05.2017 01:18,2,Trojan-Spy.Win32.Panda
31de7cd46954.net,23.03.2017 07:25,2,Trojan-Spy.Win32.Panda
ba78905dcb54.net,05.03.2017 14:49,2,Trojan-Spy.Win32.Panda
b8e7471bfd54.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
ost-immobilien.com,23.09.2015 03:58,2,Trojan-Ransom.Win32.Cryptodef
umxh.de,11.03.2017 12:32,2,Trojan-PSW.Win32.Fareit
kykyshka.com,20.02.2015 21:33,2,Trojan-Spy.Win32.SpyEyes
ohziedownloadmela.org,31.05.2017 23:05,2,CnC.Win32.Generic
indomillions.com,22.09.2015 09:55,2,Trojan-Ransom.Win32.Cryptodef
rebeccannejessamyn.net,20.05.2017 14:08,2,Trojan.Win32.Bayrob
578f34341c11h.net,17.05.2017 02:40,2,Trojan-Spy.Win32.Panda
55f4e966a011h.net,25.06.2017 01:55,2,Trojan-Spy.Win32.Panda
aiciceracermoseras.net,25.05.2015 19:19,2,Trojan-Downloader.Win32.Andromeda
890f05dbd511h.net,27.04.2017 09:26,2,Trojan-Spy.Win32.Panda
sufferdiscover.net,20.06.2017 00:51,2,Trojan.Win32.Bayrob
bardabol.com,20.12.2016 06:03,2,Trojan-Banker.Win32.Gootkit
tankardhier.net,09.04.2015 11:22,2,Trojan-Banker.Win32.Neverquest
qiyxtsnvvstk.com,16.07.2015 10:16,2,Trojan-Banker.Win32.Tinba
bgsecrd.com,01.06.2017 05:32,2,Backdoor.Win32.Napolar
ggvruxovlbrm.com,12.04.2015 05:42,2,Trojan-Banker.Win32.Tinba
gfihcfnwghir.com,12.05.2017 15:58,2,Trojan-Banker.Win32.Tinba
swiftshiping.ltd,08.05.2017 23:38,2,Trojan-Downloader.Win32.Agent
doggettsimpson.com,28.09.2015 03:53,2,Trojan-Spy.Win32.Zbot
detailinvoices.com,16.02.2017 10:18,2,Trojan-PSW.Win32.Fareit
o6gd64rfbcu0i.com,16.08.2015 19:57,2,Trojan-Banker.Win32.Tinba
f93fmz.com,04.12.2015 11:55,2,Worm.Win32.Ngrbot
regnans.cl,26.05.2015 13:49,2,Trojan-Spy.Win32.Zbot
fomentoempresarial.cl,19.08.2014 22:21,2,Trojan-Spy.Win32.Zbot
emdmasec.info,14.03.2017 07:19,2,Trojan-Spy.Win32.Ursnif
haircare99.org,24.02.2015 21:24,2,Trojan-Proxy.Win32.Lethic
charcoal-machinery.com,06.03.2017 06:59,2,Backdoor.Win32.Androm
wmpl-in.com,29.04.2015 14:43,2,Trojan-Spy.Win32.Zbot
smoowebworks.biz,09.09.2014 19:20,2,Trojan-Spy.Win32.Zbot
ulexnaker.com,26.03.2016 09:51,2,Trojan-Banker.Win32.Gootkit
qptdnsbexqgh.info,24.09.2015 15:49,2,Trojan-Banker.Win32.Tinba
lornointwonbt.org,11.11.2016 20:26,2,Trojan-Banker.Win32.Gootkit
okulmarketim.org,26.08.2015 02:02,2,Trojan-Spy.Win32.Zbot
sysprom.net,16.02.2017 00:42,2,CnC.Win32.Generic
enutltmpiixg.com,07.07.2015 14:46,2,Trojan-Banker.Win32.Tinba
dolunayreklam.org,19.08.2014 10:11,2,Trojan-Spy.Win32.Zbot
aazidbxamhaf.com,01.06.2017 07:24,2,Backdoor.Win32.Bedep
twm310.com,04.12.2015 11:57,2,Worm.Win32.Ngrbot
aster-toshiko.com,27.09.2015 17:40,2,Trojan-Ransom.Win32.Cryptodef
tropicalnaturals.ru,27.02.2017 23:23,2,Trojan-PSW.Win32.Fareit
ewerwelk.net,24.01.2017 09:10,2,Trojan-Banker.Win32.Gootkit
comeinbaby.com,06.11.2014 19:12,2,Trojan-Spy.Win32.Lurk
relatives.pro,10.02.2014 11:52,2,CnC.Win32.Generic
6146c7c2f054.net,29.03.2017 13:40,2,Trojan-Spy.Win32.Panda
60bbf7a63054.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
604989382e54.net,06.05.2017 00:36,2,Trojan-Spy.Win32.Panda
pcgamingkeyboards.com,28.09.2015 17:55,2,Trojan-Ransom.Win32.Cryptodef
strongsearch.net,19.07.2015 01:17,2,Worm.Win32.Ngrbot
dustru.net,07.04.2015 12:24,2,Trojan-Banker.Win32.Neverquest
memcda.com,11.06.2015 11:51,2,Trojan-Banker.Win32.Neverquest
1fff9cbaf754.net,28.05.2017 23:57,2,Trojan-Spy.Win32.Panda
1fd7a128c311h.net,12.05.2017 06:43,2,Trojan-Spy.Win32.Panda
1ed314de0b54.net,26.04.2017 23:59,2,Trojan-Spy.Win32.Panda
1e6204d77411h.net,26.02.2017 10:11,2,Trojan-Spy.Win32.Panda
1dd888175154.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
1d8399953511h.net,17.04.2017 09:39,2,Trojan-Spy.Win32.Panda
1cd0c39d8f54.net,30.06.2017 04:47,2,Trojan-Spy.Win32.Panda
1c546209f111h.net,08.06.2017 01:36,2,Trojan-Spy.Win32.Panda
1c71c88dc911h.net,30.05.2017 22:09,2,Trojan-Spy.Win32.Panda
1ca109ad8c54.net,01.05.2017 23:19,2,Trojan-Spy.Win32.Panda
1c634a0d6611h.net,10.03.2017 12:20,2,Trojan-Spy.Win32.Panda
1c853315f954.net,23.02.2017 07:38,2,Trojan-Spy.Win32.Panda
thegroupmedia.com,08.11.2016 08:31,2,Trojan-PSW.Win32.Fareit
zeroexploit.com,01.06.2015 11:51,2,Trojan.Win32.Neurevt
limerika.com,24.01.2017 09:11,2,Trojan-Banker.Win32.Gootkit
ausrusot.net,07.02.2017 16:14,2,Trojan-Banker.AndroidOS.Marcher
hecat.net,02.07.2015 16:13,2,Trojan-Banker.Win32.Neverquest
n0ur.org,17.12.2014 15:06,2,Worm.Win32.Ngrbot
prospettopotenza.com,24.03.2016 10:21,2,Trojan-PSW.Win32.Fareit
malecat.net,02.07.2015 18:38,2,Trojan-Banker.Win32.Neverquest
amazingspotforcurious.com,27.06.2017 10:38,2,Trojan-Spy.Win32.Panda
popsuccess.com,04.04.2017 01:17,2,Trojan.Win32.Inject
it-jti.com,19.01.2015 10:47,2,Trojan-Spy.Win32.Zbot
therealhackerman.com,09.05.2017 09:57,2,Trojan-Ransom.Win32.Snocry
alrasia.com,26.06.2017 04:19,2,Trojan-PSW.Win32.Fareit
g3rn0.org,04.08.2015 19:46,2,Trojan-Spy.Win32.Zbot
starch-tw.com,09.03.2017 05:38,2,Trojan-PSW.Win32.Fareit
nugohclassictic.com,21.06.2017 00:56,2,CnC.Win32.Generic
h15lzz104ym1i5aiwfo1b56s49.com,30.06.2015 14:16,2,CnC.Win32.Generic
leadingfreightgroup.com,15.06.2017 03:03,2,Backdoor.Win32.Androm
turkishescortistanbul.com,22.11.2015 04:22,2,Trojan-Ransom.Win32.Cryptodef
gwendolynsummerfield.net,19.06.2017 15:22,2,Trojan.Win32.Bayrob
wvalum.org,17.02.2014 16:19,2,CnC.Win32.Generic
goodfelt.com,28.01.2015 05:28,2,Trojan-Banker.Win32.Neverquest
bingdisplay.com,30.09.2015 07:44,2,Trojan-Spy.Win32.Zbot
knumof9f8yatd6kw5brydo3i.net,20.01.2015 23:06,2,CnC.Win32.Generic
update-flashs.com,24.03.2017 12:50,2,CnC.Win32.Generic
zohuts.com,10.05.2017 14:42,2,Trojan-PSW.Win32.Chisburg
ergfingston-school.com,19.06.2015 20:55,2,Trojan-Banker.Win32.Neverquest
xxxhpyrslcjn.space,24.05.2017 04:11,2,Trojan-Banker.Win32.Tinba
buysellescortscript.com,04.05.2017 18:05,2,Trojan-PSW.Win32.Fareit
nossaigreja.net,24.04.2015 15:12,2,Trojan-Spy.Win32.Zbot
beefeewhewhusheelu.biz,15.07.2014 06:17,2,Trojan-Downloader.Win32.Andromeda
pxxxlonfwmng.space,24.05.2017 04:11,2,Trojan-Banker.Win32.Tinba
ppqpvncxxxxh.space,24.05.2017 04:11,2,Trojan-Banker.Win32.Tinba
igc-clan.info,18.06.2014 17:02,2,Trojan-Downloader.Win32.Andromeda
1vo6hjg2o4klfv81wcb1mbg0ha.net,23.10.2014 08:17,2,CnC.Win32.Generic
privateaccess.ru,18.04.2017 03:03,2,Trojan.Win32.Inject
repwasswithhow.com,29.06.2017 16:21,2,Trojan-Spy.Win32.Zbot
microsoft-xpupdate.com,20.11.2014 15:40,2,CnC.Win32.Generic
bangfitbootcamp.com,05.06.2017 05:03,2,Trojan-PSW.Win32.Fareit
be4appy.com,29.12.2014 19:30,2,CnC.Win32.Generic
zegencarcare.com,28.08.2015 19:28,2,Trojan-Spy.Win32.Zbot
neosilba.com,20.11.2014 15:40,2,CnC.Win32.Generic
savb.us,04.12.2015 11:54,2,Worm.Win32.Ngrbot
e726c0139f54.net,03.06.2017 02:43,2,Trojan-Spy.Win32.Panda
e5ab9b7c4e54.net,16.06.2017 02:28,2,Trojan-Spy.Win32.Panda
e56e0c236954.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
e4edcee36e11h.net,27.04.2017 15:46,2,Trojan-Spy.Win32.Panda
digireg.net,25.11.2014 07:08,2,Trojan-Spy.Win32.Zbot
gosmarttec.com,04.09.2015 13:25,2,Trojan-Ransom.Win32.Cryptodef
spongebob.biz,28.05.2014 07:20,2,CnC.AndroidOS.Generic
sanjojo.club,04.05.2017 03:51,2,Trojan-PSW.Win32.Fareit
updateacces.org,24.08.2015 13:36,2,Trojan-Spy.Win32.Zbot
dogpaste.ru,22.02.2017 07:47,2,Trojan-Spy.Win32.Zbot
emptysand.ru,28.02.2017 23:04,2,Trojan-Spy.Win32.Zbot
modifications.ru,06.06.2017 13:33,2,Trojan-Spy.Win32.Ursnif
boundlessinitiative.com,10.04.2015 10:53,2,Trojan-Spy.Win32.Zbot
aynaz.biz,20.01.2015 15:03,2,Trojan-Spy.Win32.Zbot
4cb074d0b154.net,19.02.2017 19:12,2,Trojan-Spy.Win32.Panda
490aa2c66854.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
4c033e23dd54.net,17.04.2017 03:10,2,Trojan-Spy.Win32.Panda
delighteng.com,13.03.2017 03:28,2,Trojan-PSW.Win32.Fareit
4682b2dfee54.net,11.06.2017 22:45,2,Trojan-Spy.Win32.Panda
46e1d9914b54.net,03.05.2017 02:38,2,Trojan-Spy.Win32.Panda
44f290cd0854.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
40114a665454.net,22.05.2017 00:38,2,Trojan-Spy.Win32.Panda
3fc97e44f554.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
4085883e2911h.net,06.03.2017 23:35,2,Trojan-Spy.Win32.Panda
3f68e0d22511h.net,11.06.2017 22:45,2,Trojan-Spy.Win32.Panda
3ef5a35c9654.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
3f367f800911h.net,21.03.2017 10:13,2,Trojan-Spy.Win32.Panda
3e4b7c8a3054.net,28.02.2017 20:12,2,Trojan-Spy.Win32.Panda
3c01ec6a0554.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
3b6281f4fe54.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
3aa8b887f254.net,24.06.2017 02:31,2,Trojan-Spy.Win32.Panda
3ad3ced81c54.net,20.06.2017 22:13,2,Trojan-Spy.Win32.Panda
3a0eb74a4d54.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
376411848411h.net,10.06.2017 01:18,2,Trojan-Spy.Win32.Panda
35a157214b54.net,14.06.2017 02:36,2,Trojan-Spy.Win32.Panda
344529775811h.net,30.06.2017 04:46,2,Trojan-Spy.Win32.Panda
33deb3365811h.net,12.06.2017 23:07,2,Trojan-Spy.Win32.Panda
312be798e754.net,27.04.2017 12:04,2,Trojan-Spy.Win32.Panda
2e3b62f48611h.net,28.06.2017 02:14,2,Trojan-Spy.Win32.Panda
2e6ed3b63711h.net,05.03.2017 14:49,2,Trojan-Spy.Win32.Panda
2c1a333c1a54.net,25.06.2017 23:43,2,Trojan-Spy.Win32.Panda
2d08b2802411h.net,16.06.2017 22:21,2,Trojan-Spy.Win32.Panda
2baeb95acb11h.net,19.02.2017 23:38,2,Trojan-Spy.Win32.Panda
29e2f2a8f554.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
276b0d96c754.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
2b54792bf954.net,16.04.2017 15:36,2,Trojan-Spy.Win32.Panda
26985ce88854.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
275574fc0854.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
25adcbf9fe54.net,13.05.2017 02:44,2,Trojan-Spy.Win32.Panda
24a604df9011h.net,29.04.2017 02:07,2,Trojan-Spy.Win32.Panda
25e6460daf54.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
25776b0dd711h.net,19.03.2017 11:41,2,Trojan-Spy.Win32.Panda
2481f03df911h.net,06.05.2017 00:15,2,Trojan-Spy.Win32.Panda
22fb29ec1d54.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
2233bdb12554.net,14.04.2017 12:28,2,Trojan-Spy.Win32.Panda
191720015711h.net,25.06.2017 23:43,2,Trojan-Spy.Win32.Panda
187af3864854.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
17115f766b54.net,02.03.2017 13:41,2,Trojan-Spy.Win32.Panda
18bcb6f48e54.net,26.02.2017 23:27,2,Trojan-Spy.Win32.Panda
1805490d9c54.net,19.02.2017 21:56,2,Trojan-Spy.Win32.Panda
163b0ae3e554.net,21.05.2017 02:35,2,Trojan-Spy.Win32.Panda
14e73eb6c854.net,20.06.2017 22:14,2,Trojan-Spy.Win32.Panda
14bca5fc5854.net,05.05.2017 02:45,2,Trojan-Spy.Win32.Panda
12255a072711h.net,05.06.2017 12:16,2,Trojan-Spy.Win32.Panda
938131834.info,01.06.2015 11:51,2,Backdoor.Win32.Atbot
bieventsinbut.com,24.06.2017 13:37,2,CnC.Win32.Generic
rooftnehedt.com,28.03.2017 18:18,2,Trojan-Spy.Win32.Zbot
sofiasmeth.com,26.03.2016 07:42,2,Trojan-Banker.Win32.Gootkit
znvskzlzwlhhy3t.com,18.05.2017 12:12,2,Backdoor.Win32.Bedep
fioravanti-production.org,07.02.2017 12:50,2,Trojan.Win32.Generic
zikanbentlem.com,11.05.2017 19:06,2,Trojan-Spy.Win32.Zbot
dsaoe5pr95.net,28.01.2014 19:48,2,CnC.Win32.Generic
tomatoevents.com,08.05.2017 15:26,2,Trojan-Banker.Win32.Gootkit
oogheparapona-rodou.com,27.05.2017 17:07,2,CnC.Win32.Generic
1atsaj4qqco4o1a1klu6q7k6mq.com,10.04.2015 00:23,2,CnC.Win32.Generic
fituhi.com,03.08.2015 12:45,2,Trojan-Banker.Win32.Neverquest
sunbond-kossan.com,17.01.2015 08:46,2,Trojan-Spy.Win32.Zbot
statregoff.com,24.01.2015 18:44,2,Trojan-Banker.Win32.Neverquest
isysu.net,20.04.2017 10:22,2,Trojan.Win32.Inject
yellow4kiss.org,24.04.2017 00:43,2,Trojan.Win32.Inject
hagspiel-immobilien.com,04.03.2015 18:44,2,Trojan-Spy.Win32.Zbot
pollbox.net,12.06.2015 07:11,2,Trojan-Banker.Win32.Neverquest
dxg-canada.info,17.02.2014 16:19,2,CnC.Win32.Generic
pgwernynwwkk.com,29.07.2015 18:11,2,Trojan-Banker.Win32.Tinba
count-x.net,30.10.2014 22:31,2,Trojan-Downloader.Win32.Andromeda
xuxusujenes.eu,05.06.2015 02:54,2,Backdoor.Win32.Shiz
kemocujufys.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
rynazuqihoj.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
marytymenok.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
lyvejujolec.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
ciliqikytec.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
gatedyhavyd.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
nopegymozow.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
fodakyhijyv.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
qeqinuqypoq.eu,30.04.2015 09:14,2,Backdoor.Win32.Shiz
tucyguqaciq.eu,17.09.2012 21:04,2,Backdoor.Win32.Shiz
fokyxazolar.eu,17.09.2012 11:08,2,Backdoor.Win32.Shiz
gadufiwabim.eu,29.07.2012 14:26,2,Backdoor.Win32.Shiz
nojejecebuw.eu,22.11.2015 07:24,2,Backdoor.Win32.Shiz
namibuk.com,16.02.2017 16:24,2,Trojan-PSW.Win32.Fareit
denoted-chioces.com,11.03.2017 20:03,2,Trojan-Spy.Win32.Panda
eastmed-gr.com,02.05.2017 01:00,2,Trojan-PSW.Win32.Tepfer
comebackto.info,29.04.2017 16:07,2,Trojan.Win32.Inject
gradinitaallegria.ro,29.05.2017 00:49,2,Trojan-PSW.Win32.Tepfer
carpdent.ro,21.03.2016 14:51,2,Trojan-PSW.Win32.Fareit
earlsautocraft.com,25.05.2017 09:48,2,Trojan-PSW.Win32.Fareit
dataplues.com,13.02.2017 01:10,2,Trojan-PSW.Win32.Fareit
brixtrading.org,22.05.2017 07:17,2,Trojan.Win32.Inject
leakygutdiet.com,31.07.2015 11:25,2,Backdoor.Win32.Drivedos
ggnesx.biz,31.01.2014 20:09,2,CnC.Win32.Generic
filehostonline.com,15.04.2014 09:01,2,Trojan.MSIL.Miner
majorenterprise.info,27.05.2014 14:06,2,Trojan-Spy.Win32.Zbot
newlifetradings.org,17.12.2014 15:06,2,Backdoor.Win32.Napolar
liverslove.info,20.04.2017 05:20,2,Trojan-PSW.Win32.Fareit
merizindagis.com,12.03.2017 19:28,2,Trojan.Win32.Inject
appssota.net,15.05.2014 20:31,2,Trojan-SMS.AndroidOS.FakeInst
jobnetmktg.com,25.11.2016 15:12,2,Backdoor.MSIL.NanoBot
qyyuowfakoufdyuhwi.com,15.12.2016 02:22,2,Backdoor.Win32.Bedep
oipcqstiauqhz4.com,15.12.2016 01:17,2,Backdoor.Win32.Bedep
katstones.de,21.02.2017 16:56,2,CnC.Win32.Generic
woeyuan.com,24.01.2017 09:10,2,Trojan-Banker.Win32.Gootkit
bf16249fde54.net,28.06.2017 02:14,2,Trojan-Spy.Win32.Panda
seekeifoof.com,08.08.2015 04:43,2,Trojan-Banker.Win32.Neverquest
jhvjusrfspbqjxvb1.com,18.05.2017 12:02,2,Backdoor.Win32.Bedep
zjibingfeng.com,02.11.2016 04:21,2,Trojan-PSW.Win32.Fareit
gdfntfzrbzjieb0o.com,15.06.2017 02:51,2,Backdoor.Win32.Bedep
jughaus.net,14.05.2015 17:29,2,Trojan-Banker.Win32.Neverquest
prosp2015.com,30.01.2015 05:22,2,Trojan-Spy.Win32.Zbot
fofancanade20111.com,27.10.2016 18:55,2,Trojan-Spy.Win32.Panda
funnypapa.com,12.06.2015 18:00,2,Trojan-Downloader.Win32.Andromeda
b12bb07404d4.com,12.03.2017 00:29,2,Trojan-Spy.Win32.Panda
evlenshoooool.biz,07.10.2014 07:33,2,Trojan-Spy.Win32.Zbot
marenule.com,26.09.2016 18:24,2,Trojan-Banker.Win32.Gootkit
65f11e295754.net,23.05.2017 21:31,2,Trojan-Spy.Win32.Panda
nwarkansas.org,16.05.2014 19:55,2,Trojan-Spy.Win32.Zbot
yirainavalmonitor.net,28.04.2017 12:09,2,CnC.Win32.Generic
icedjungle.com,23.01.2015 21:04,2,Trojan-Downloader.Win32.Andromeda
ibcbbgggowdg.com,14.04.2015 13:25,2,Trojan-Banker.Win32.Tinba
binsllc.org,10.02.2017 00:51,2,CnC.Win32.Generic
bce64d6d9d54.net,04.04.2017 03:59,2,Trojan-Spy.Win32.Panda
b63f4ada8354.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
b5efc2f5e254.net,27.04.2017 19:49,2,Trojan-Spy.Win32.Panda
b73ca18fb854.net,10.03.2017 12:20,2,Trojan-Spy.Win32.Panda
b6299caec911h.net,06.03.2017 00:14,2,Trojan-Spy.Win32.Panda
b67c12752611h.net,26.02.2017 23:27,2,Trojan-Spy.Win32.Panda
b5f2e6e0b611h.net,12.12.2016 05:02,2,Trojan-Spy.Win32.Panda
b323f7c50d54.net,29.06.2017 12:31,2,Trojan-Spy.Win32.Panda
b3c69e754011h.net,21.06.2017 01:37,2,Trojan-Spy.Win32.Panda
b3f9905a2c11h.net,09.06.2017 01:43,2,Trojan-Spy.Win32.Panda
b41c7a790854.net,26.05.2017 02:06,2,Trojan-Spy.Win32.Panda
b04c63e9f354.net,27.04.2017 19:50,2,Trojan-Spy.Win32.Panda
