kl_hash,kl_threat_score,kl_category,kl_first_seen,kl_popularity,kl_threat
933B66ED90EFB5CD77018DF1564118D6F21515D90837CAE149AD9E587CDA9FA2,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
280EC96C0AA1E8A2EC31B131058F3E4E1FD3AFD07D25C74E4EA0F5E3D31C344F,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
B412585430657B361B2DEB0DDDDF8C1E7DDFADDD00BA685200682160521C2D5B,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
A8DDF39D8DE13A33C1B35C44A7AEEA1A3279357DDAD30A3F15EF713D62C63E47,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
8E5A9D7E01B714B478F50CB1047D99F7BFE100206F7FFD2507CEA3E84AE91E45,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
B0CDA44A038167CB5AE3DDDB9F5065CC4F223DB7F83EE30A8FFAE7E1FFFAC926,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
53DB1D524B538E4949BE9C7DC71E3CF221178E9F08960D963EDCF12E0400E317,80,malware,01.03.2018 18:41,5,UDS:DangerousObject.Multi.Generic
81C94EEE094EF0DB4D2FA845B4F36BA5553E5AC2C4B3BA8DC3ADB5F66D87F60A,80,malware,01.03.2018 18:41,5,Trojan.Win32.Agent.qwfyyn
CE2FA44AA19D98F44AA30EE6B5FE88D1C7B2968A3939679341A6ECE4D39B070D,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
272CA8F4F57AEDA12CEF8A292E14D482D9FC807534EA6D8220D639F5B0DFD3AE,80,malware,01.03.2018 18:41,5,HEUR:Trojan.Win32.Generic
A3043E23CC660D58D02522233B22FC2AD9F49513EB25E7DD02F3072D1B25DB4B,80,malware,05.03.2018 10:33,2,HEUR:Trojan.SWF.Generic
093A6BDC5766BEA4EEEC5FECA77EAE2994EA6D597C6E7E67AE41228437F5B6F9,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
BB5C3114AADC22B38EAAF50F1D5C64D2276FF88582C8DE02EA4BF0309878E0D5,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
8713C8C82C2576945ACE2489FB18F51FB6A0DA6C8912E18AD7801A9DB92F1D46,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
DF2FEE7765D0205D99D0558EA6C1FCD69E42A2BB6DCCBE11516B0CDC38850A24,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
A7FE479A2D912EF0B286AE49E6F861A6B693844C4BD336E51D93C71E1E1CB97A,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
5A861ACDF00B3D0142D9F263A1CB394631AA1F1867698E284E49FF87AED3E42E,75,malware,17.01.2018 21:43,5,HEUR:Trojan.Script.Generic
