kl_hash,kl_first_seen,kl_popularity,kl_threat
A0EEF85767D5A6D29CC6ACED858CE1A31A1D34262AF1DA125E3C5DCDD8E729DB,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
85E88B1C178ED2F2BD65B0D305D7E8CB555B591DB0536680C42443DBF396D89B,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
E9817F6DF11D5AC92E05A8F23C5F9A3385A6F4AB9282677D903E0C72C1DE0E62,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
A31352BD7823ACAA67B48C642755D6786CD15EAB15E57489E2927666517925B9,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
FED90FC666649F3B99C9F35D1389DA7095EB6FD9F6EA55CF22636355245244FD,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
7D103CB5678E1B0D4DB08B17475A000B8F74089D34A0B1A78B9EBE477E033998,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
1DF19A1AE7636F88F59FCD53F24ED91B0D9E320B90CA78D1F2165BE70A326C93,10.11.2015 23:48,2,Trojan-Ransom.Win32.Cryptodef
A497D979C69AE430684FE0FECFF42372B156EEAEDD8F9CDF4302AD6DF4268A95,09.06.2017 16:26,2,Trojan-Spy.Win32.Zbot
25460BACC423EE8F7D106C5979753F086DAF657629BE8F60FA5F0CFD56EC38AE,09.06.2017 16:25,2,Trojan-Spy.Win32.Zbot
A497D979C69AE430684FE0FECFF42372B156EEAEDD8F9CDF4302AD6DF4268A95,09.06.2017 16:25,2,Trojan-Spy.Win32.Zbot
CD61964E97F924E99CA5CE397AF162FB74AFD545D82562E579FE32F89CB2BC80,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
6322B3B99A7C95BE0D4FAE90E7D6038EF1AD54F94102FD4439151CE5FFEAF14E,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
D781BA50E1F0DB21BDD1821268CB4AFBD601D765217DC65D76C52E08F5124853,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
5E6891418A72BC09B3A686E38C1375CD100844685DB2A62ADC16A1A4E55AD2F8,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
D06AE555F96EC8C211FDA9357DEAFEB8EEFD7B897349C01132E1A783F3B46C6F,16.02.2017 15:06,2,Trojan-PSW.Win32.Fareit
72F0F3924AC3D3ED6DCF2BF0D446575512C909F8D2DE2D2C1B798472A98A07A5,16.06.2017 07:19,2,Trojan-PSW.Win32.Fareit
531FC4E459C7E7BA8B3467417B97A967AA14A644205B70805D2322996F0969D7,09.06.2017 00:18,2,Trojan.Win32.Fsysna
495426D3256181C416DCAF8BEADFEDFACBF45FDDBA63BED3F986F65B923620E9,09.06.2017 00:18,2,Trojan.Win32.Fsysna
588A2BAB317C07F4053BE5324D9B355EB6CD644DD38CA4076ADBABAEF12B3624,09.06.2017 00:18,2,Trojan.Win32.Fsysna
2965B007F7D4420BA99F5B9DE0AF1F4381126E0946E2F49DD7808297F25A969A,09.06.2017 00:18,2,Trojan.Win32.Fsysna
A100325C07CC87FD93B97ABFEC8F145E0F44AE00731C7034D73F9A50B57D9893,09.06.2017 00:18,2,Trojan.Win32.Fsysna
BDF726D5FEA9DB5BA4ED59DE5886B689710DA9865DBB05358E36047C6DA18B3A,09.06.2017 00:18,2,Trojan.Win32.Fsysna
BAE0C031070AB139221358A947CF76C3E4A87D8D3CAB596E16F91B23B69664C8,07.06.2017 11:33,2,CnC.Win32.Generic
1CCBE7AD402373DBD4852E4A2AF73B8075F068C08E4C10A3CC7EA616DFFB9E79,07.06.2017 11:33,2,CnC.Win32.Generic
B38EEC02D5FA5DBAB22F319133D60855870509A54160A44B10358CE9FB2430D7,07.06.2017 11:33,2,CnC.Win32.Generic
972DAFDAFE14D929E14A13810E53648F5074F8B6AFCFEC0E30941DC9F0936B3B,07.06.2017 11:33,2,CnC.Win32.Generic
408C01D1011D300E76E89EFFF4558F3C12EC0B20F1F07C91792039EF11E89836,07.06.2017 11:33,2,CnC.Win32.Generic
7F35DD6A8DDB5907EE7233681F308C2AACD6626C07799EDDCB2B5C5D3B32CA03,07.06.2017 11:33,2,CnC.Win32.Generic
85D2AFAB4BA743254805B4289D7A6B990837C91E6BBEA0FC8661E682987A8702,07.06.2017 11:33,2,CnC.Win32.Generic
C37AA49BCD5C0453C75248D577DBB1BA622BE6327E989D36B1E5E3483BBBABFB,07.06.2017 11:33,2,CnC.Win32.Generic
05D3A376E2C1B0D195990831CC060ECDAE25DA715CD6D5E8389B06B2AE58CCC5,07.06.2017 11:33,2,CnC.Win32.Generic
DBAEBE1E9C87E4EC90BEF569E962ABA1F5CF4E50A9DE792383E9920B0EA31EF1,07.06.2017 11:33,2,CnC.Win32.Generic
9374367FC961119106EA3A674CFABFC294E5666355AFBE34395CE75ABF2AD49D,02.05.2017 08:05,2,Trojan-PSW.Win32.Fareit
1D6F6BB71CD1347A5AB17E3F4D9C842DF0D46DC34FF564C576F16FE9303ECC7E,01.04.2017 03:23,2,Backdoor.Win32.Hlux
98A0C26DBFBA18D91C5B2E93D7E713F9627C41226E3B567D1F2A1D0D508838D3,19.06.2017 12:38,2,Backdoor.Win32.Mokes
867AFC317D6096E01EB71E37A09DFF38D53A61F3099AFC9A61CBDA8ED509AC33,19.06.2017 12:38,2,Backdoor.Win32.Mokes
5B07C96C2EE390E32ADC8F27927ADE69394868A8666E79E81CD99F74B3615424,19.06.2017 12:38,2,Backdoor.Win32.Mokes
F77D0EB6D3BFBDD99A8AACA28C152F08CFA0DFF930E0171236044DB6544E0A29,21.06.2017 08:07,2,Backdoor.Win32.Xtreme
DD57157DEFFB696722A764C4CA6DAC64F408E1CA161A0820FB6400AF3507C6A6,21.06.2017 08:07,2,Backdoor.Win32.Xtreme
3059881506FCD7878C45496B5DF383B93038B03C16E1FF72B7E56F33D5D4FD78,30.09.2016 12:55,2,Trojan-Downloader.Win32.Andromeda
05112C64C9D1D3A23C2670C13448180E2A720AC84880FE4DA5615AD45CEC0BD5,30.09.2016 12:55,2,Trojan-Downloader.Win32.Andromeda
A497D979C69AE430684FE0FECFF42372B156EEAEDD8F9CDF4302AD6DF4268A95,09.06.2017 16:26,2,Trojan-Spy.Win32.Zbot
A511EC0D01F80022ADAB41BE904BDD5D3D588A9DFCA4311D37C9F63C0B5D8DF3,15.05.2014 20:31,2,CnC.Win32.Generic
204A574D71C66623224B33C3ACFFAE6F9E52224182B035884E90240180B446A2,15.05.2014 20:31,2,CnC.Win32.Generic
171B5DE8181C48870E8C6DA1BA07D7D0234E1F09C3929372A7DC35E3B4281F20,15.05.2014 20:31,2,CnC.Win32.Generic
41E59AAAAF68A82A615FC1F82A71656A0BF8AC0DDB2B718239702E35012B5464,15.05.2014 20:31,2,CnC.Win32.Generic
18FA4186A6E818AA975A6637776C4EA7D5A1D64A7ABC254D517C041DB594261A,15.05.2014 20:31,2,CnC.Win32.Generic
2AAC7FD41F9B3C6F5DF02F599D11C307F390A48AD8AB327965ECF68B1307410B,15.05.2014 20:31,2,CnC.Win32.Generic
5CE3DFE51396AB182FA5286BF67D09D2F6E493A45D095F61A9CD760796E0E42A,15.05.2014 20:31,2,CnC.Win32.Generic
D670DC7C0C60C98E1597C740E7A4AC2BA003B4AB29E110AAC4CD53DC188E7F02,15.05.2014 20:31,2,CnC.Win32.Generic
2A08276F1BDF5AB3FBA9352DF02CE53A31D998F198F834E724A5A3C552450AC7,15.05.2014 20:31,2,CnC.Win32.Generic
20BDF6DB6F2290A4E877A56DDA5443CE0C06B56C32326F24331AD1EFC426B119,15.05.2014 20:31,2,CnC.Win32.Generic
91DEC134E40B13B4FF192FEB327C4B327C0679C6F196FB2BE5D4E1CFF4314087,10.04.2017 08:33,2,Trojan-PSW.Win32.Fareit
94C869B955EB051AAE3FED15B8B8B4D6042CA7E7EDCFA4F1BED0A13CF1EBC33A,10.04.2017 08:33,2,Trojan-PSW.Win32.Fareit
F9F27BFD1E481DC93B95D8EAF2D04687270D09BF344579B7D26082321054E2B5,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
1627DD4802CFD9E013543F8BCC725E42BD53A180748301080A9665BDF53F8236,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
71DD608B5C3F54A6D5B7B842020FB96AC1F72699CED8E0AB793D85F2D0E748F0,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
B4453D55321746910FCAAEE86187D59BB07CE956C4543481CB706E44C5EF210C,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
EC2246AC58B4B17ABB5675730F27208DE78014BE7162E499E012D3DECC3556B7,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
4B7FDC4B3C02B34FC8E6D7A5A051E324BC9FF0CA2D51CFE1E5C7216B276DD5E3,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
C8C175B7E1FBFCCB8DA9A84C48C6CAEB1199C3883A27DD4E1C9792B5198CBF05,08.02.2016 08:06,2,Trojan-PSW.MSIL.Chisburg
8D32A824A6D546F247D88299088E169F2FD0D8BEE2882288944E1FC67997AEF2,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
8778C660A90038084B6FFE04600C001B77F1B7388B4402B8F5E0C2FD8C43986C,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
E2CF6064E306085930904A9A9E8C3FBD58FD9F97E90E66185D52A1FFD6A61152,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
6B192122960C19DDC35652204D87B235B21269D052CC3E5CD2D5ADCBA101E8D2,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
8290F0D4A7EEEBD9D78B49325A7F220A39C27BACA356751D6C0559A13D71C14A,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
D804166666272FC041DC0123AE6BA0457EADCEE1C5CE28CCDFB6C79617CBC2B7,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
8D9EAD8B0DA915AA62B026FD26EB800D7CBAD5BCB850368EB6C9137A695A1456,20.02.2017 10:23,2,Trojan-Downloader.Win32.Agent
30868BB6A25BBFA2F5CA7E9658C796063C5A380BB98374083CD19827D46BA7F6,05.08.2016 18:27,2,Trojan-PSW.Win32.Fareit
906518F4D2DBB5851E3B1174F8C2F0992EB85B035A03F33C3E32BFAA927C4EC9,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
D3503AE6CFB03896345C004B193F8AD63D375707A3A27721ACA41F267F2AB4F9,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
BB19E99F537C0A732C83D2AA3935F2A18146CEDB0CF8E35519561D8B9D52E638,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
FC97D5705C759D792FFE8099637D2772BA01C58DB610054FF6CE899F51AA6959,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
23EBBCAB07CDB1047F66D2CF55ADD92C68DE3A1ACFCB0F666443B9FBB1A4EA7A,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
B4DCC5636B5F331F82B79AF98F4399CDBC604BA99DACA5AD7F5D31FA218D034C,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
A40132476001D54873FE4CB1627F848976604D18B5D7547BAC89E5A9CD380149,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
D8F20A72D836137273E290C983B152D81D7E389387F52FD5690050E679FD3938,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
4452A6A5E3D81F56EFBE6456DE4DA656BF4F74C27A87A6C9EC0EB9F0478578D4,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
EC69667E9BFF100D35F70E5E589B2E0F6864D47F37367A333D3EF587783AE4BA,07.05.2016 10:37,2,Trojan-Downloader.Win32.Andromeda
EA6B69EDD85CA6F54093BF12E03187CAE197C1E3573E328C3F6396E356B58856,20.02.2017 07:45,2,Trojan-PSW.Win32.Fareit
4BFFFDA5F09F782D5F6E18B5D1447F36CA253305F679BDD133ED4F8E65643CE9,02.06.2017 14:53,2,Trojan.Win32.Neurevt
9AE8B40B0FDD2D45EC434D20C1465F17992B32A6B32D31B5C628D08B25816A2A,18.02.2017 23:32,2,Trojan-Spy.Win32.Zbot
ED82C890FC832E700069A6560E7A817BB0B9D5F9F4390E4984CE47F12EA85371,03.05.2017 03:15,2,Trojan-PSW.Win32.Fareit
D8C3D0C85CB78AF04363563FAE75AE30CE955F8B3F96725BE30E8F67065AF2F9,03.05.2017 03:15,2,Trojan-PSW.Win32.Fareit
8C7F62F39CF91EAAA104C47E2DAF0051AA25E8E9C91A5117255863D1073A9584,10.04.2017 19:24,2,CnC.Win32.Generic
1CCBE7AD402373DBD4852E4A2AF73B8075F068C08E4C10A3CC7EA616DFFB9E79,10.04.2017 19:24,2,CnC.Win32.Generic
FC4611BD05EA81B0510B901384CC6CA990BB41DA4A2044CE27A5E7DBD34B7496,10.04.2017 19:24,2,CnC.Win32.Generic
A4BEB27F6F12779A4F1EC341F4BFB2C3C60D8974D8BDF607F00006B87D53FB84,10.04.2017 19:24,2,CnC.Win32.Generic
10A7D9734D56E21EAF1BA3B9A7068F2D27B694E1191988E20D1BF34EF5F6CF03,10.04.2017 19:24,2,CnC.Win32.Generic
0F4F908089124CBFABB75861BBCD0D6DD307047EC56722A1F0E64A39ADC79B05,10.04.2017 19:24,2,CnC.Win32.Generic
C7E6FC4F40C111995C3DE90C8927ACF110DB6083A385C6138F5529BC35D1EB3D,07.05.2017 14:43,2,Trojan-Spy.Win32.Zbot
BCA3C952E1285801F9017B1B48AB9F039580378600A7C28589FCEAC73D114C24,07.05.2017 14:43,2,Trojan-Spy.Win32.Zbot
0140713533C7DBA403B18ED325317CE048139CE26C3A5AF0A431C39D0AF5C662,07.05.2017 14:43,2,Trojan-Spy.Win32.Zbot
617C8C5D5CE5B95C9B16A570586265985723E5110EADCF54B62366188D85BCC5,26.03.2017 09:56,2,Trojan-PSW.Win32.Fareit
763AB1A70D685A761E281BA2C68ED109D73F17EB15A3C936C90B906DC8C01CB8,31.01.2014 12:20,2,Trojan-SMS.AndroidOS.Opfake
6B5BCE009579ABEF2B9C4A23CCCEE4C7E77F853BCCB6F696E679663FF77367C3,09.06.2017 11:16,2,Trojan-Spy.Win32.Zbot
F24837587A1F0830D1AFC92CFD8C4BCD8E6B19AF94E77E25E4AC59A643B30526,19.04.2017 04:34,2,Trojan-PSW.Win32.Fareit
9F20424A678D20F90917F9CB80B64EFEA10E091276AD04C171972985D8E4AE63,24.05.2017 15:24,2,Trojan.Win32.Agent
EE85BEC1CCF8324CD438E4E9034275C64689F9B4352729EFB07CAF6E71AC1E4A,24.05.2017 15:24,2,Trojan.Win32.Agent
36E30CE491E7AE1F3E3A22EE4A846F508DB731E02BCF85F0997AD98F5E4C6C39,24.05.2017 15:24,2,Trojan.Win32.Agent
6F35901B2838121ED9F6445495B9BFF65DA5257148562161C32F30042F2AFD87,24.05.2017 15:24,2,Trojan.Win32.Agent
5628992202E09CE9951BA386E8E6A123BE8F2A4B13FF420BAB8976A9D70A8730,24.05.2017 15:24,2,Trojan.Win32.Agent
9F7E3A59DCDC6D1A390204553A6A059ABA1DF81A18DF3AD0F9A2F04FDBD8730B,24.05.2017 15:24,2,Trojan.Win32.Agent
054F0CBD0686D40849C5ECF1DE55FD3643112EB043F028064FA562301EB7CF2C,24.05.2017 15:24,2,Trojan.Win32.Agent
F3042ED491B16CA3743DDB4C5422A8E80B3814DD4F1BA7EC97C14A7ABCE591F7,24.05.2017 15:24,2,Trojan.Win32.Agent
BF78A527DA6EF9CE63AE7AE27B545B08B5A5BCA7884A52E96945205EC859FF85,18.04.2017 09:48,2,Trojan.Win32.Inject
B832B82AA3656C9E2B62D693D9EE7C8B64BD1BD058B50506194EB9FA8EE9182A,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
4C95414051429E6C814EF707F7D6608ADE1123C0A12320FD72A34EE3D7A4B30B,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
E4CB7B305E7EC6356C309AF60147AFE55081BFC86AD44FB1B09E18F09B572BB9,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
4630ED9818BA8C115A6FD47EBCB773290C472568F4E74E8E0B5A9E2A702076E5,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
F5565E0C5285FD2CBC5E81213BADB1A54FC001420B3329C33B5B960F1891FA8B,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
263D5A5E5C203FFAC7CE5C8C5C663D78260563451F8F756A8D4E954C989AE08F,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
12EC2573DC5957A6278BBDE006DA63A89610B47F3F217C0361C387A3E837422D,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
F7EFF0B148564370FC8274DA2CB063F6F21385BD34E66B4B448EFA9E91997DB0,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
673DEED79641B999A6FA3B524BD63D89CF3F313EBDF942945F36C7C69A091EEC,23.03.2015 17:25,2,Trojan-Downloader.Win32.Andromeda
87CAA4DF4B0F33A080321BE593C0952F4C8FC2F99F0707876B397287BBDB1092,04.02.2017 02:17,2,Trojan-PSW.Win32.Fareit
75FC36AAF8ADA68C4E71C5CDD9F6674B8BA2781A972A3BFC4B0B5AAF24FB531D,29.03.2017 06:55,2,Trojan-Downloader.Win32.Agent
195F34986FD306F3BB5144B54E36FB32A3BC1E7C1B7F22F768ABC252AF14E293,13.03.2017 03:28,2,Trojan-PSW.Win32.Fareit
E6293538053B6D6EF927AC3C2599CA766BEF53577A47F4007DC5D8D0589F6781,13.03.2017 03:28,2,Trojan-PSW.Win32.Fareit
D51794249E554B875B8CD1B7FFDD76DB2A63DDBF7D2A27A4F8E4F57036A5C2B5,13.03.2017 03:28,2,Trojan-PSW.Win32.Fareit
50F275544DE6914934C7E4D2B6C42C37F92C94E846ABF7FD8F9E2B832424EB24,13.03.2017 03:28,2,Trojan-PSW.Win32.Fareit
899094CD82D85A628B2620268116683F4A274E633EE24924457A842913388BAB,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
713D3CD6A8ECDC9737471851B1A7599AA8DF93E147F297740F75BAA519BC1730,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
2CC4DFFFE20FC32CD0CB53EC3F1A9EB48C5DA12528C40C1F5C8856045188E74F,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
FCEA29E1FD94AB3E9B71BE577D7329D093341A97EB06468CC3C39325531B8E81,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
3165D19D95E7E15F21BD5D7DD47149F241949BFAB67886564EFA9ECC5B7E7F86,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
DC262375E3F367B1E5594BA9D66DC14BEDBA865B0306922419D59E480979817B,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
DB44945EEF0A185EC89EDF2DA72A4D94FA41F861F5FCF781A92363E0C7CE94EE,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
9CACCADC6824EA1A7A4974B14C3C2ED27076D762D048DDACC5261F14B09BC644,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
D0586262D6AD3E9BDA87BA0909547B40BB06F59720CF67FAAB317241D3683347,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
02F517843A196AA728E67CE825050D289DFA46DF5BF7D27F42CE38515B19582B,02.08.2015 07:34,2,Backdoor.AndroidOS.Climap
2BBE0481FFB61090660ABDE08CCF1C8507F7B14560F21246B4B2B2E33D45F753,22.02.2017 08:14,2,Trojan-PSW.Win32.Fareit
2375D9C80D540900487666BD520A05166ACAA186F7EDE4B06A8282E64DB379FD,22.02.2017 08:14,2,Trojan-PSW.Win32.Fareit
B2C247310A854D9B0DEB743F60CFEC564D06355FEF6118E09815B45A22CD8C0C,22.02.2017 08:14,2,Trojan-PSW.Win32.Fareit
DADD961B6EAE9B0A46A1305E015134A6403BFC1B418A74C93F7281CF93DB725C,22.02.2017 08:14,2,Trojan-PSW.Win32.Fareit
019D25D0320AEAF63774A8D6A437E6C16FAE06FE7133AE3CB4329669EA528A5A,09.03.2017 14:49,2,Trojan-Ransom.Win32.Bitman
462E91E8460CC76D9E8C292E49CC515F156F7A2E0DEB36FE5B4D2FBB3F20E968,09.03.2017 14:49,2,Trojan-Ransom.Win32.Bitman
71A2E7C20B464BC93918A0B453B0296ADBE7EABCCF7D16DB70CA7C6A0E9B1061,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
B5CD199AF8F5201147B2DEDD6AC7E23A84503D0B6F2807662E476738E6D1A8CD,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
8FF17996208DD2DD95A12882F935FCE1E6C94EB8622F87940371FED2CBB3B966,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
28BAB206DE7B8C7ECBE62AF148FA7C46872C3B1EB0359D4DEA053999B0F253B4,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
A84077E914E4A9356823EEE47BA1D07F34B7048430A52B473215FCE737EE68FE,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
F21A875F71CA01ED74C07E46F0DA0928FB4315FCF0A4B2F1ABE0A28811F1A4E9,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
43750559C683A8E49F6AF9EDC41BCB5495458CCA69709B5DBE82F9488E61638B,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
9946FFE8EB02C41884CF83E767EDF6955D9A48459FE02B7CEADCCA2E2878FEF5,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
E2D5844E149F0A75827ADE58958F2DDE6409975723576C90DC06AF95792B7964,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
625E6E2CDD2E3827E6CC9B89F91BF31D2C2744819BF4F61B893042D85F614DA0,25.04.2016 13:28,2,Trojan-SMS.AndroidOS.Podec
7F248B537684587587A40B5E3D8E6E44A5CDFA95181A9ED245EB838D5ABA8481,08.03.2017 01:10,2,Trojan-PSW.Win32.Fareit
65559B5E1DCAF9B7544314AEBFA777558BD73C7093041ABA30A874B8CB921413,08.03.2017 01:10,2,Trojan-PSW.Win32.Fareit
