id,value
9030,onelogin_event_app_rules_refresh_entitlements_success
9031,onelogin_event_app_rules_refresh_entitlements_failed
9032,onelogin_event_app_rules_list_conditions_success
9033,onelogin_event_app_rules_list_conditions_failed
9034,onelogin_event_app_rules_list_condition_operators_success
9035,onelogin_event_app_rules_list_condition_operators_failed
9036,onelogin_event_app_rules_list_actions_success
9037,onelogin_event_app_rules_list_actions_failed
9038,onelogin_event_app_rules_list_action_values_success
9039,onelogin_event_app_rules_list_action_values_failed
9040,onelogin_event_user_role_management_granted_failed
9041,onelogin_event_user_role_management_revoked_failed
9042,onelogin_event_app_added_to_role_failed
9043,onelogin_event_app_removed_from_role_failed
9044,onelogin_event_user_manually_added_to_role_failed
9045,onelogin_event_user_manually_removed_from_role_failed
9046,onelogin_event_role_create_failed
9047,onelogin_event_role_delete_failed
9048,onelogin_event_role_list_success
9049,onelogin_event_role_list_failed
9050,onelogin_event_role_get_success
9051,onelogin_event_role_get_failed
9052,onelogin_event_role_update_success
9053,onelogin_event_role_update_failed
9054,onelogin_event_role_list_apps_success
9055,onelogin_event_role_list_apps_failed
9056,onelogin_event_role_list_users_success
9057,onelogin_event_role_list_users_failed
9058,onelogin_event_role_list_administrators_success
9059,onelogin_event_role_list_administrators_failed
