"sourcetype_name",vendor,product,category,domain,"data_type",apps,"data_model",description,support,docs,status,"use_cases",notes
"*365:cas:api",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,"Alerts data|Cloud data","All service policies, alerts and entities visible through the Microsoft cloud application security portal.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:defender:advancedhunting:json",Microsoft,"Microsoft Office 365","Investigative|Security Fraud and Compliance",Security,"Endpoint data","6484|6526",,,"not_supported","https://splunkbase.splunk.com/app/6484|https://splunkbase.splunk.com/app/6526","Need to Validate",,
"*365:defender:incident",Microsoft,"Microsoft Office 365","Security Fraud and Compliance",Security,"Ticket Management data",6207,"Ticket Management data","This sourcetype contains data related to incidents generated from the Microsoft 365 Defender portal.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*365:defender:incident:advanced_hunting",Microsoft,"Microsoft Office 365","Security Fraud and Compliance",Security,"Authentication data",6207,"Authentication data|Email data|Endpoint data","This sourcetype collects events from the alerts actions configured in the add-on",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*365:defender:incident:advanced_hunting",Microsoft,"Microsoft Office 365","Security Fraud and Compliance",Security,"Email data",6207,"Authentication data|Email data|Endpoint data","This sourcetype collects events from the alerts actions configured in the add-on",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*365:defender:incident:advanced_hunting",Microsoft,"Microsoft Office 365","Security Fraud and Compliance",Security,"Endpoint data",6207,"Authentication data|Email data|Endpoint data","This sourcetype collects events from the alerts actions configured in the add-on",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*365:defender:incident:alerts",Microsoft,"Microsoft Office 365","Security Fraud and Compliance",Security,"Alerts data",6207,"Alerts data|Malware data","This sourcetype is newly introduced and contains data related to alerts associated with incidents in Microsoft 365 Defender.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*365:defender:incident:alerts",Microsoft,"Microsoft Office 365","Security Fraud and Compliance",Security,"Malware data",6207,"Alerts data|Malware data","This sourcetype is newly introduced and contains data related to alerts associated with incidents in Microsoft 365 Defender.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*365:email",Microsoft,"Microsoft Office 365","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:365 data",5365,,,"not_supported","https://splunkbase.splunk.com/app/5365","Need to Validate",,"eventtypes.conf|inputs.conf"
"*365:graph:api",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,"Authentication data","All audit events and reports visible through the Microsoft Graph API endpoints. This includes all log events and reports visible through the Microsoft Graph API.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:group:member:add",Microsoft,"Microsoft Office 365","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:365 data",3757,,,"not_supported","https://splunkbase.splunk.com/app/3757","Need to Validate",,"eventtypes.conf"
"*365:groups",Microsoft,"Microsoft Office 365","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:365 data",5365,,,"not_supported","https://splunkbase.splunk.com/app/5365","Need to Validate",,"inputs.conf"
"*365:jobinsight:*",Microsoft,"Microsoft Office 365","Investigative|Security Fraud and Compliance",Security,"Microsoft:365 data",3110,,,"not_supported","https://splunkbase.splunk.com/app/3110","Need to Validate",,
"*365:jobinsight:input",Microsoft,"Microsoft Office 365","Investigative|Security Fraud and Compliance",Security,"Microsoft:365 data",3110,,,"not_supported","https://splunkbase.splunk.com/app/3110","Need to Validate",,
"*365:management",Microsoft,"Microsoft Office 365","Investigative|Security Fraud and Compliance",Security,"Microsoft:365 data","3110|3564",,"applicationloadbalancer-general|authentication|configurationmanagement-general|databaseserver-general|datalossprevention-violation|dns-query|dns-queryrequest|dns-queryresponse|endpointantimalware-sigdetected|endpointbackup-general|endpointintel-processlaunch|endpointintel-processlaunchwithcli|endpointintel-processlaunchwithhash|hostperformance-general|ipaddressassignment-general|mail-receive|mail-send|malwaredetonation-detection|networkcommunication-state|networkcommunication-traffic|networkcommunication-trafficappaware|networkcommunication-useraware|networkdeviceassociation-general|networkflow-general|networkintrusiondetection-sigdetection|patchmanagement-applied|patchmanagement-eligible|patchmanagement-failed|systemlogs-general|vendorspecific-aws-cloudtrail|vendorspecific-azure-ad-audit|vendorspecific-azure-audit|vendorspecific-box|vendorspecific-gcp-audit|vendorspecific-gcp-gke-audit|vendorspecific-sfdc-elf|vendorspecific-zscaler|vulnerabilitydetection-sigdetected|webproxyrequest-requested|webproxyrequest-requestedwebappaware|webserver-access","not_supported","https://splunkbase.splunk.com/app/3110|https://splunkbase.splunk.com/app/3564","Need to Validate",,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Alerts data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Authentication data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Change data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Data Access data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Data Loss Prevention data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Email data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:management:activity",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,"Alerts data|Authentication data|Change data|Cloud data|Data Access data|Data Loss Prevention data|Email data","All audit events visible through the Office 365 Management Activity API",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:metadata*",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,"Alerts data|Cloud data","All service policies, alerts and entities visible through the Microsoft cloud application security portal.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:powerplatform:*",Microsoft,"Microsoft Office 365","Business Analytics|IT Operations",Observability,"Microsoft:365 data",7236,,,"not_supported","https://splunkbase.splunk.com/app/7236","Need to Validate",,"inputs.conf"
"*365:reporting:*",Microsoft,"Microsoft Office 365","IT Operations|Security Fraud and Compliance","Observability|Security","Email data",3720,"Email data",,"not_supported","https://splunkbase.splunk.com/app/3720","Need to Validate",,"eventtypes.conf|inputs.conf"
"*365:reporting:messagetrace",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Email data",4055,"Email data","All Message Trace events visible through the Microsoft Report API endpoints.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:reporting:messagetrace",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,"Email data","All Message Trace events visible through the Microsoft Report API endpoints.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:service:*",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,,,splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes","Need to Validate",,"eventtypes.conf|inputs.conf"
"*365:service:healthissue",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,,"All service status events visible through the Microsoft Graph API for Service health and communications.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:service:updatemessage",Microsoft,"Microsoft Office 365","IT Operations",Observability,"Microsoft:365 data",4055,,"All service status events visible through the Microsoft Graph API for Service health and communications.",splunk,"https://splunk.github.io/splunk-add-on-for-microsoft-office-365/Sourcetypes",Validated,,
"*365:subscription",Microsoft,"Microsoft Office 365","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:365 data",4994,,,"not_supported","https://splunkbase.splunk.com/app/4994","Need to Validate",,"inputs.conf"
"*365:webhook",Microsoft,"Microsoft Office 365","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:365 data",4994,,,"not_supported","https://splunkbase.splunk.com/app/4994","Need to Validate",,"inputs.conf"
"*:aws:networkfirewall",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Firewall data",1876,"Cloud data|Network Traffic data",,splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*:aws:networkfirewall",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Traffic data",1876,"Cloud data|Network Traffic data",,splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*:aws:s3:vpcflow",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","AWS:VPC Flow Logs data",1876,"Cloud data|Network Traffic data","Amazon S3",splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*:aws:s3:vpcflow",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Traffic data",1876,"Cloud data|Network Traffic data","Amazon S3",splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*:beyondtrust:privilegedremoteaccess",Cisco,"Cisco BeyondTrust Products","IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",6819,"Alerts data|Authentication data|Change data",,developer,"https://splunkbase.splunk.com/app/6819","Need to Validate",,
"*:beyondtrust:privilegedremoteaccess",Cisco,"Cisco BeyondTrust Products","IT Operations|Security Fraud and Compliance","Observability|Security","Authentication data",6819,"Alerts data|Authentication data|Change data",,developer,"https://splunkbase.splunk.com/app/6819","Need to Validate",,
"*:beyondtrust:privilegedremoteaccess",Cisco,"Cisco BeyondTrust Products","IT Operations|Security Fraud and Compliance","Observability|Security","Change data",6819,"Alerts data|Authentication data|Change data",,developer,"https://splunkbase.splunk.com/app/6819","Need to Validate",,
"*:blueprism*","Blue Prism","Blue Prism","Business Analytics|IT Operations",Observability,"Application data",4655,,,developer,"https://splunkbase.splunk.com/app/4655",Validated,,
"*:cputime","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,"Performance data","Statistics about the amount of time the CPU dedicated to specific processes",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:cputime","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Performance data",833,"Performance data","Statistics about the amount of time the CPU dedicated to specific processes",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:defender:*",Microsoft,"Microsoft Security","Security Fraud and Compliance",Security,"Endpoint data",6207,,"This sourcetype contains data related to alerts generated from the Microsoft 365 Defender portal.",splunk,"https://docs.splunk.com/Documentation/AddOns/released/MSSecurity/Sourcetypes",Validated,,
"*:listeningports","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Inventory data",833,,"Network ports that the OS is listening on",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:listeningports","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,,"Network ports that the OS is listening on",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:meraki:sc4s:events",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Alerts data",4740,"Alerts data|Intrusion Detection data|Malware data|Network Sessions data|Web data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:events",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Intrusion Detection data",4740,"Alerts data|Intrusion Detection data|Malware data|Network Sessions data|Web data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:events",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Malware data",4740,"Alerts data|Intrusion Detection data|Malware data|Network Sessions data|Web data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:events",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Sessions data",4740,"Alerts data|Intrusion Detection data|Malware data|Network Sessions data|Web data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:events",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Web Server data",4740,"Alerts data|Intrusion Detection data|Malware data|Network Sessions data|Web data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:firewall",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Firewall data",4740,"Network Firewall data|Network Traffic data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:firewall",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Traffic data",4740,"Network Firewall data|Network Traffic data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:flows",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Network Traffic data",4740,"Network Traffic data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:meraki:sc4s:urls",Cisco,Meraki,"IT Operations|Security Fraud and Compliance","Observability|Security","Web Server data",4740,"Web data",,splunk,"https://splunk.github.io/splunk-connect-for-syslog","Need to Validate",,
"*:service","Unix and Linux","Unix and Linux TA","IT Operations|Utilities","Observability|Security","Endpoint data",833,"Endpoint data","Unix service information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:service","Unix and Linux","Unix and Linux TA","IT Operations|Utilities","Observability|Security","Linux and Unix data",833,"Endpoint data","Unix service information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:sshdconfig","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Inventory data",833,,"Local sshd configuration information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:sshdconfig","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,,"Local sshd configuration information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:umbrella*",Cisco,"Cisco Cloud Security Umbrella","IT Operations|Security Fraud and Compliance","Observability|Security","Data Loss Prevention data",5557,"Data Loss Prevention data|Network Resolution data|Network Traffic data|Web data",,"not_supported","https://developer.cisco.com/docs/cloud-security/cisco-cloud-security-add-on-for-splunk/","Need to Validate",,
"*:umbrella*",Cisco,"Cisco Cloud Security Umbrella","IT Operations|Security Fraud and Compliance","Observability|Security","Network Resolution data",5557,"Data Loss Prevention data|Network Resolution data|Network Traffic data|Web data",,"not_supported","https://developer.cisco.com/docs/cloud-security/cisco-cloud-security-add-on-for-splunk/","Need to Validate",,
"*:umbrella*",Cisco,"Cisco Cloud Security Umbrella","IT Operations|Security Fraud and Compliance","Observability|Security","Network Traffic data",5557,"Data Loss Prevention data|Network Resolution data|Network Traffic data|Web data",,"not_supported","https://developer.cisco.com/docs/cloud-security/cisco-cloud-security-add-on-for-splunk/","Need to Validate",,
"*:umbrella*",Cisco,"Cisco Cloud Security Umbrella","IT Operations|Security Fraud and Compliance","Observability|Security","Web Server data",5557,"Data Loss Prevention data|Network Resolution data|Network Traffic data|Web data",,"not_supported","https://developer.cisco.com/docs/cloud-security/cisco-cloud-security-add-on-for-splunk/","Need to Validate",,
"*:update","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Change data",833,"Change data","A list of software updates for installed packages",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:update","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,"Change data","A list of software updates for installed packages",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:update","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Updates data",833,"Change data","A list of software updates for installed packages",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:uptime","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,"Performance data","System date and uptime information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:uptime","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Performance data",833,"Performance data","System date and uptime information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:useraccounts","Unix and Linux","Unix and Linux TA","IT Operations|Utilities","Observability|Security","Inventory data",833,"Inventory data","User account information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:useraccounts","Unix and Linux","Unix and Linux TA","IT Operations|Utilities","Observability|Security","Linux and Unix data",833,"Inventory data","User account information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:velocloud:sdwan",Cisco,"Cisco Catalyst SD-WAN","Firewall|Network Security",Security,"Alerts data",6656,"Alerts data|Authentication data|Change data|Inventory data",,developer,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Cisco/cisco_dna","Need to Validate",,
"*:velocloud:sdwan",Cisco,"Cisco Catalyst SD-WAN","Firewall|Network Security",Security,"Authentication data",6656,"Alerts data|Authentication data|Change data|Inventory data",,developer,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Cisco/cisco_dna","Need to Validate",,
"*:velocloud:sdwan",Cisco,"Cisco Catalyst SD-WAN","Firewall|Network Security",Security,"Change data",6656,"Alerts data|Authentication data|Change data|Inventory data",,developer,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Cisco/cisco_dna","Need to Validate",,
"*:velocloud:sdwan",Cisco,"Cisco Catalyst SD-WAN","Firewall|Network Security",Security,"Inventory data",6656,"Alerts data|Authentication data|Change data|Inventory data",,developer,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Cisco/cisco_dna","Need to Validate",,
"*:velocloud:sdwanedge:*",Cisco,"Cisco Catalyst SD-WAN","Firewall|Network Security",Security,"Alerts data",6656,"Alerts data|Network Traffic data",,developer,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Cisco/cisco_dna","Need to Validate",,
"*:velocloud:sdwanedge:*",Cisco,"Cisco Catalyst SD-WAN","Firewall|Network Security",Security,"Network Traffic data",6656,"Alerts data|Network Traffic data",,developer,"https://splunk.github.io/splunk-connect-for-syslog/main/sources/vendor/Cisco/cisco_dna","Need to Validate",,
"*:version","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Inventory data",833,"Inventory data","OS version information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:version","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,"Inventory data","OS version information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:vsftpdconfig","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Inventory data",833,,"Local VSFTP server configuration information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*:vsftpdconfig","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,,"Local VSFTP server configuration information",splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes",Validated,,
"*_secure","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Authentication data",833,,,splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes","Need to Validate",,
"*_secure","Unix and Linux","Unix and Linux TA","IT Operations|Utilities",Observability,"Linux and Unix data",833,,,splunk,"https://docs.splunk.com/Documentation/AddOns/released/UnixLinux/Sourcetypes","Need to Validate",,
"*adaudit:*",ManageEngine,ManageEngine,"Security Fraud and Compliance",Security,"Alerts data",7004,"Alerts data|Authentication data|Change data|Endpoint data|Event Signatures data",,developer,"https://splunkbase.splunk.com/app/7004",Validated,,
"*adaudit:*",ManageEngine,ManageEngine,"Security Fraud and Compliance",Security,"Authentication data",7004,"Alerts data|Authentication data|Change data|Endpoint data|Event Signatures data",,developer,"https://splunkbase.splunk.com/app/7004",Validated,,
"*adaudit:*",ManageEngine,ManageEngine,"Security Fraud and Compliance",Security,"Change data",7004,"Alerts data|Authentication data|Change data|Endpoint data|Event Signatures data",,developer,"https://splunkbase.splunk.com/app/7004",Validated,,
"*adaudit:*",ManageEngine,ManageEngine,"Security Fraud and Compliance",Security,"Endpoint data",7004,"Alerts data|Authentication data|Change data|Endpoint data|Event Signatures data",,developer,"https://splunkbase.splunk.com/app/7004",Validated,,
"*adaudit:*",ManageEngine,ManageEngine,"Security Fraud and Compliance",Security,"Event Signatures data",7004,"Alerts data|Authentication data|Change data|Endpoint data|Event Signatures data",,developer,"https://splunkbase.splunk.com/app/7004",Validated,,
"*alerttelegram*",Telegram,Telegram,Utilities,Security,"Video Conferencing and Communication data",3703,,,"not_supported","https://splunkbase.splunk.com/app/3703",Validated,,"Telegram Alert Action"
"*ansible*","Red Hat","Red Hat Ansible Tower/AWX","IT Operations|Utilities",Observability,"Application data",6527,,,"not_supported","https://splunkbase.splunk.com/app/6527","Need to Validate",,
"*aplura*",Aplura,"Aplura Getwatchlist","Security Fraud and Compliance|Utilities",Security,"Compliance and Governance data",635,,,developer,"https://splunkbase.splunk.com/app/635","Need to Validate",,
"*auscert*",AusCERT,AusCERT,"Security Fraud and Compliance",Security,"Intrusion Detection data",5491,,,developer,"https://splunkbase.splunk.com/app/5491","Need to Validate",,
"*avalon*",Avalon,Avalon,"Security Fraud and Compliance",Security,"Application data",4642,,,"not_supported","https://splunkbase.splunk.com/app/4642","Need to Validate",,
"*aws:macie",Amazon,AWS,"Security Fraud and Compliance",Security,"Alerts data",6542,"Alerts data|Change data",,developer,"https://splunkbase.splunk.com/app/6542","Need to Validate",,
"*aws:macie",Amazon,AWS,"Security Fraud and Compliance",Security,"Change data",6542,"Alerts data|Change data",,developer,"https://splunkbase.splunk.com/app/6542","Need to Validate",,
"*aws:waf",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","Intrusion Detection data",1876,"Intrusion Detection data|Web data",,splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*aws:waf",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","Web Application Firewall data",1876,"Intrusion Detection data|Web data",,splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*aws:waf",Amazon,AWS,"IT Operations|Security Fraud and Compliance","Observability|Security","Web Server data",1876,"Intrusion Detection data|Web data",,splunk,"https://splunk.github.io/splunk-add-on-for-amazon-web-services/DataTypes",Validated,,
"*axonius*",Axonius,Axonius,"IT Operations|Security Fraud and Compliance","Observability|Security","Inventory data",5740,"Inventory data",,developer,"https://splunkbase.splunk.com/app/5740","Need to Validate",,
"*beacon*",Atlassian,"Atlassian Guard Detect (Beacon)","Investigative|Security Fraud and Compliance",Security,"Threat Intelligence Platform data",6961,,,developer,"https://splunkbase.splunk.com/app/6961","Need to Validate",,
"*beyondinsight*",Cisco,"Cisco BeyondTrust Products","Identity Management|Security Fraud and Compliance",Security,"Authentication data",6897,"Authentication data",,developer,"https://splunkbase.splunk.com/app/6897","Need to Validate",,
"*beyondtrust*",Cisco,"Cisco BeyondTrust Products","IT Operations|Identity Management|Security Fraud and Compliance","Observability|Security","Alerts data",6819,"Alerts data|Authentication data|Change data",,developer,"https://splunkbase.splunk.com/app/6819","Need to Validate",,
"*beyondtrust*",Cisco,"Cisco BeyondTrust Products","IT Operations|Identity Management|Security Fraud and Compliance","Observability|Security","Authentication data",6819,"Alerts data|Authentication data|Change data",,developer,"https://splunkbase.splunk.com/app/6819","Need to Validate",,
"*beyondtrust*",Cisco,"Cisco BeyondTrust Products","IT Operations|Identity Management|Security Fraud and Compliance","Observability|Security","Change data",6819,"Alerts data|Authentication data|Change data",,developer,"https://splunkbase.splunk.com/app/6819","Need to Validate",,
"*bluecat*",BlueCat,"BlueCat dns edge","IT Operations|Security Fraud and Compliance","Observability|Security","Network Resolution data",3816,"Network Resolution data",,"not_supported","https://splunkbase.splunk.com/app/3816","Need to Validate",,
"*cas:activities",Microsoft,"Microsoft Cloud App Security","IT Operations|Security Fraud and Compliance","Observability|Security","Microsoft:Cloud Services data",5278,,,"not_supported","https://splunkbase.splunk.com/app/5278","Need to Validate",,
"*cas:alerts",Microsoft,"Microsoft Cloud App Security","IT Operations|Security Fraud and Compliance","Observability|Security","Intrusion Detection data",5278,"Intrusion Detection data",,"not_supported","https://splunkbase.splunk.com/app/5278","Need to Validate",,
"*cisco:logs",Cisco,"Cisco Domain Protection (DMP)","IT Operations|Security Fraud and Compliance","Observability|Security","Threat Intelligence Platform data",5470,,,"not_supported","https://splunkbase.splunk.com/app/5470","Need to Validate",,
"*cisco:sna*",Cisco,"Cisco Security Cloud (Secure Network Analytics Network Analytics)","Firewall|Security Fraud and Compliance",Security,"Alerts data",7404,"Alerts data|Data Loss Prevention data|Malware data|Network Sessions data|Network Traffic data|Web data","Analyze your existing network data to help detect threats that may have found a way to bypass your existing controls, before they can do serious damage.",cisco,"https://www.cisco.com/c/en/us/td/docs/security/cisco-secure-cloud-app/user-guide/cisco-security-cloud-user-guide/m_configure_cisco_products_in_cisco_security_cloud.html",Validated,,
"*cisco:sna*",Cisco,"Cisco Security Cloud (Secure Network Analytics Network Analytics)","Firewall|Security Fraud and Compliance",Security,"Data Loss Prevention data",7404,"Alerts data|Data Loss Prevention data|Malware data|Network Sessions data|Network Traffic data|Web data","Analyze your existing network data to help detect threats that may have found a way to bypass your existing controls, before they can do serious damage.",cisco,"https://www.cisco.com/c/en/us/td/docs/security/cisco-secure-cloud-app/user-guide/cisco-security-cloud-user-guide/m_configure_cisco_products_in_cisco_security_cloud.html",Validated,,
