id,Log_Category,Required_Data_Category,Required_Data,Required_SubData
19_omb,Cloud Environments (General Logging),IDS / IPS / NTA / NDR / SIEM Logs,System/OS Logs,
19_omb,Cloud Environments (General Logging),IDS / IPS / NTA / NDR / SIEM Logs,DLP Logs,
19_omb,Cloud Environments (General Logging),IDS / IPS / NTA / NDR / SIEM Logs,DNS Query/Response Logs,
20_omb,Cloud AWS,Cloud AWS,AWS Cloudtrail,
20_omb,Cloud AWS,Cloud AWS,Amazon Cloudwatch Logs,
20_omb,Cloud AWS,Cloud AWS,AWS Config,
20_omb,Cloud AWS,Cloud AWS,Amazon S3 Access Logs,
20_omb,Cloud AWS,Cloud AWS,Amazon VPC Flow Logs,
20_omb,Cloud AWS,Cloud AWS,AWS WAF Logs,
20_omb,Cloud AWS,Cloud AWS,AWS Shield,
20_omb,Cloud AWS,Cloud AWS,AWS Guardduty,
20_omb,Cloud AWS,Cloud AWS,AWS Security Hub,
21_omb,Cloud Azure,Cloud Azure,Azure Active Directory Logs,
21_omb,Cloud Azure,Cloud Azure,Activity Logs,
21_omb,Cloud Azure,Cloud Azure,Unified Audit Logs (w/ Storage Advanced Audit Features),
22_omb,Cloud GCP,Cloud GCP,Access Transparency Audit Log,
22_omb,Cloud GCP,Cloud GCP,Admin Audit Log,
22_omb,Cloud GCP,Cloud GCP,Data Studio Audit Log,
22_omb,Cloud GCP,Cloud GCP,Drive Audit Log,
22_omb,Cloud GCP,Cloud GCP,Email Audit Log,
22_omb,Cloud GCP,Cloud GCP,Groups Audit Log,
22_omb,Cloud GCP,Cloud GCP,LDAP Audit Log,
22_omb,Cloud GCP,Cloud GCP,Login Audit Log,
22_omb,Cloud GCP,Cloud GCP,Devices Audit Log,
22_omb,Cloud GCP,Cloud GCP,Sail Audit Log,
22_omb,Cloud GCP,Cloud GCP,Token Audit Log,
22_omb,Cloud GCP,Cloud GCP,User Accounts Audit Log,
22_omb,Cloud GCP,Cloud GCP,OAuth Token Audit Log,
22_omb,Cloud GCP,Cloud GCP,Security Reports,
22_omb,Cloud GCP,Cloud GCP,Usage Logs,
22_omb,Cloud GCP,Cloud GCP,Storage Logs,
22_omb,Cloud GCP,Cloud GCP,Data Access Logs,
23_omb,System Configuration and Performance,Configuration,"Scripts or Database Changes Used to Configure Systems, Services on a System, or Applications",
24_omb,System Configuration and Performance,Endpoint Detection & Response (EDR),,
25_omb,System Configuration and Performance,Configuration Changes,Management Action(Success/Failure),
25_omb,System Configuration and Performance,Configuration Changes,Admin Login (Success/Failure),
26_omb,Authentication and Authorization,Administrative,Authentication Logons(Success/Failure),
26_omb,Authentication and Authorization,Administrative,Authentication Logoffs,
26_omb,Authentication and Authorization,Administrative,Privilege Elevation(Success/Failure),
26_omb,Authentication and Authorization,Administrative,Security Related System Alerts and Failures,
26_omb,Authentication and Authorization,Administrative,User and Group,Additions
26_omb,Authentication and Authorization,Administrative,User and Group,Deletions
26_omb,Authentication and Authorization,Administrative,User and Group,Modification to Permissions
26_omb,Authentication and Authorization,Administrative,Unauthorized Access Attempts to Critical Systems and File,
27_omb,Authentication and Authorization,Authorization,All Privileged Operations,sudo or runas
27_omb,Authentication and Authorization,Authorization,Enabling CLI Access,
27_omb,Authentication and Authorization,Authorization,System Administrative Commands,
27_omb,Authentication and Authorization,Authorization,Powershell Execution Commands,
27_omb,Authentication and Authorization,Authorization,Powershell Script Block Logging,
28_omb,"Email Filtering, Spam, and Phishing",Content Filtering Policy Updates,Content Filtering Policy Updates,
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Date and Time,
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Source Hostname,IP
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Source Hostname,Port
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Destination Hostname,IP
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Destination Hostname,Port
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Action and Severity,
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Identity or (Hash) Identifier of the File(s),
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,"Description of the Action Taken (Clean, Quarantine, Delete)",
29_omb,Anti-Virus and Behavior-Based Malware Protection,Anti-Virus and Behavior-Based Malware Protection,Signature Updates,
30_omb,Anti-Virus and Behavior-Based Malware Protection,Indication of the Host that Connected to a Specific URL,Date and Time,
30_omb,Anti-Virus and Behavior-Based Malware Protection,Indication of the Host that Connected to a Specific URL,IP Reptuation,
30_omb,Anti-Virus and Behavior-Based Malware Protection,Indication of the Host that Connected to a Specific URL,Domain Reptuation,
30_omb,Anti-Virus and Behavior-Based Malware Protection,Indication of the Host that Connected to a Specific URL,URL,
30_omb,Anti-Virus and Behavior-Based Malware Protection,Indication of the Host that Connected to a Specific URL,Categorization,
31_omb,Network Device Infrastructure,All Devices,Hash of the Binary / Binaries Running on the Device,
31_omb,Network Device Infrastructure,All Devices,Hash of Configs,
31_omb,Network Device Infrastructure,All Devices,Firmware,Version
31_omb,Network Device Infrastructure,All Devices,Firmware,Created Date
31_omb,Network Device Infrastructure,All Devices,Firmware,Installed Date
31_omb,Network Device Infrastructure,All Devices,Firmware,Manufacturer
32_omb,Network Device Infrastructure,Firewalls,"Action Permit, Teardowns, Closes, Denies, and Drops",
32_omb,Network Device Infrastructure,Firewalls,Interface,
32_omb,Network Device Infrastructure,Firewalls,Source,Hostname
32_omb,Network Device Infrastructure,Firewalls,Source,IP Address and Port
32_omb,Network Device Infrastructure,Firewalls,Source,MAC
32_omb,Network Device Infrastructure,Firewalls,Destination,Hostname
32_omb,Network Device Infrastructure,Firewalls,Destination,IP Address and Port
32_omb,Network Device Infrastructure,Firewalls,Destination,MAC
32_omb,Network Device Infrastructure,Firewalls,Protocol Type,
32_omb,Network Device Infrastructure,Firewalls,Rule Name and Number Triggered,
32_omb,Network Device Infrastructure,Firewalls,URL if Applicable,
32_omb,Network Device Infrastructure,Firewalls,Associated User and User Agent,
32_omb,Network Device Infrastructure,Firewalls,Date and Time,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Date and Time,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Source,Hostname
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Source,IP Address and Port
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Source,MAC
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Destination,Hostname
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Destination,IP Address and Port
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Destination,MAC
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Signature Triggered and Associated Details,Signature
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Signature Triggered and Associated Details,Anomaly
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Rate Threshold,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Device Name,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Type of Event and Category,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,"In the Case of Fortinet Network IPs, Attack Context",
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,(Web / Device) User Agent if Available,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Wi-Fi Channel,
33_omb,Network Device Infrastructure,All Devices: IDS / IPS Alerts and Events,Wi-Fi Extended Service Set Identifier (ESSID),
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Date and Time,
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Source,Hostname
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Source,IP Address and Port
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Source,MAC
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Destination,Hostname
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Destination,IP Address and Port
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Destination,MAC
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Source (Inside Tunnel),IP Address and Port
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Source (Inside Tunnel),MAC
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Destination (Inside Tunnel),IP Address and Port
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Destination (Inside Tunnel),MAC
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Authentication Information,Success/Fail with Username and Device with User Agent
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",Change in Status of Connections / Tunnel Status,
34_omb,Network Device Infrastructure,"VPN Gateway -All Events. At the very least, for Accepts, Teardowns, Closes, Denies, and Drops",VPN Certificate Status Validation,
35_omb,PKI Infrastructure,All Events Related,Generation,
35_omb,PKI Infrastructure,All Events Related,Revocation,
35_omb,PKI Infrastructure,All Events Related,Access,
35_omb,PKI Infrastructure,All Events Related,Update,
35_omb,PKI Infrastructure,All Events Related,Expiry,
35_omb,PKI Infrastructure,All Events Related,Recover,
35_omb,PKI Infrastructure,All Events Related,Authentication Success,
35_omb,PKI Infrastructure,All Events Related,Authentication Fail,
35_omb,PKI Infrastructure,All Events Related,LDAP Logs,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Date and Time,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Hostname,
36_omb,Vulnerability Assessments,Vulnerability Assessments,IP Address,
36_omb,Vulnerability Assessments,Vulnerability Assessments,OS Version,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Open Ports,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Installed Applications,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Version of Installed Applications,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Vulnerabilities Listed in,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Installed Applications,
36_omb,Vulnerability Assessments,Vulnerability Assessments,Source of Vulnerability and Severity,
37_omb,Database Level,Database Level,"Addition of New Users,",
37_omb,Database Level,Database Level,Especially Privileged Users,
37_omb,Database Level,Database Level,Query Being Executed,
37_omb,Database Level,Database Level,"Query, Status (Response), and Traceback",Method
37_omb,Database Level,Database Level,"Query, Status (Response), and Traceback",Comments or Variables
37_omb,Database Level,Database Level,"Query, Status (Response), and Traceback",Multiple Embedded Queries
37_omb,Database Level,Database Level,"Query, Status (Response), and Traceback",Database Alerts or Failures
37_omb,Database Level,Database Level,"Query, Status (Response), and Traceback",Time to Execute Query
37_omb,Database Level,Database Level,Attempts to Elevate Privileges (Success/Failure),
37_omb,Database Level,Database Level,Changes to the Database Structure,
37_omb,Database Level,Database Level,Changes to User Roles or Database Permissions,
37_omb,Database Level,Database Level,Database Administrator Actions,
37_omb,Database Level,Database Level,Database Logons(Success/Failure),
37_omb,Database Level,Database Level,Failed Logons,
37_omb,Database Level,Database Level,Use of Executable Commands,
37_omb,Database Level,Database Level,CLI Commands against the Data Base,
37_omb,Database Level,Database Level,Database Configuration and Version,
37_omb,Database Level,Database Level,"Access to Sensitive Information within the Databases such as Keys, Passwords, Privacy Related Data",
38_omb,Application Level,Web Applications,URL,
38_omb,Application Level,Web Applications,Headers,
38_omb,Application Level,Web Applications,HTTP Methods - Request with,
38_omb,Application Level,Web Applications,Body of Data HTTP Response with Body of Data,
39_omb,Application Level,Web Application,Database Queries,
39_omb,Application Level,Web Application,Response Codes,
40_omb,Application Level,Web Application Crashes,Processes,
40_omb,Application Level,Web Application Crashes,Applications,
41_omb,Application Level,Web Applications & Middleware,Configuration,
41_omb,Application Level,Web Applications & Middleware,Version,
42_omb,Virtualization System,Virtualization System,User Authentication,Logon (Success and Failure)
42_omb,Virtualization System,Virtualization System,User Authentication,Attempts to Obtain Privileged Access(Success and Failure)
42_omb,Virtualization System,Virtualization System,User and Administrator/Root Access and Actions of Components and Applications,File and Object Access
42_omb,Virtualization System,Virtualization System,User and Administrator/Root Access and Actions of Components and Applications,Audit Log Access(Success and Failure)
42_omb,Virtualization System,Virtualization System,User and Administrator/Root Access and Actions of Components and Applications,System Access (Failure
42_omb,Virtualization System,Virtualization System,System Performance and Operational Characteristics,Resource Utilization
42_omb,Virtualization System,Virtualization System,System Performance and Operational Characteristics,Process Status
42_omb,Virtualization System,Virtualization System,System Performance and Operational Characteristics,System Events
42_omb,Virtualization System,Virtualization System,System Performance and Operational Characteristics,"Service Status Changes (e.g., Started, Stopped)"
42_omb,Virtualization System,Virtualization System,System Configuration,Changes to Security Configuration (Success/Failure)
42_omb,Virtualization System,Virtualization System,System Configuration,Changes to Hypervisor
42_omb,Virtualization System,Virtualization System,System Configuration,Changes to VMS
42_omb,Virtualization System,Virtualization System,System Configuration,Changes Made within VMS
42_omb,Virtualization System,Virtualization System,System Configuration,Audit Log Cleared
42_omb,Virtualization System,Virtualization System,Creation and Deployment of VMS,
42_omb,Virtualization System,Virtualization System,Migration of VMS,Source and Target Systems
42_omb,Virtualization System,Virtualization System,Migration of VMS,Time
42_omb,Virtualization System,Virtualization System,Migration of VMS,Authorization
42_omb,Virtualization System,Virtualization System,Creation and Deletion of System-Level Objects,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Date and Time,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Alert Type,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Failure of Cryptographic Protocols,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Failure of Device,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,"Cryptographic Capabilities (e.g., Trusted Boot Process)",
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Certificate Validation Failure (Defined in MDM Server Protection Profile),
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Alerts from Agent to Server,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Defined MDM Agent,
43_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Server Logs,EMM (UEM)/MTD Alerts,Protection Profile,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,General,Date and Time,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Device Name,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Device Manufacturer and Model,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Serial #,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Phone #,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,"IMEI, IMSI, OS Version, OS Build",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Firmware Version,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,"Device IP Address, Device Root/Jailbreak Status and Reasons",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Developer Mode Enabled,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Battery/Power Information,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,"Hardware Info (Processor, Memory, Storage)",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Data,Last Time Device Synched with Enterprise,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Application Manifest,Installed Apps
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Application Manifest,App Version
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Application Manifest,Version History
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Application Manifest,Installation Timestamps
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Installation and Data Storage Location,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Application Permissions,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,"Application Hash (e.g., SHA256)",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Application Data,Running Apps and Processes,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Policy Settings,Enrollment Policies,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Policy Settings,Policies Successfully/Unsuccessfully Applied,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Policy Settings,"Authentication Policies (Password/Pin/Biometric, etc.)",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Configuration,"Certificates end Related Information (Validity Period, Revocation, etc.)",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Configuration,Device Encryption Configuration,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Configuration,Android Enterprise Settings,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Device Configuration,System Integrity Status,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Allowed/Disallowed Networks,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Currently Connected Network,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Proxy/Tunnel and Per-App VPN Info,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Telephony Info (Some of This Is Covered by Carrier Data),
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Captive Portals,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Wi-Fi SSID,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Network MAC Address,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Network Configuration,Bluetooth,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Event / Audit / Crash Logs,Event Type and ID,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Event / Audit / Crash Logs,Event Date/Timestamp,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Event / Audit / Crash Logs,Success/Failure of Various Services,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Event / Audit / Crash Logs,User Authentication(Success/Failure),
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Event / Audit / Crash Logs,"Event Actor and ID (e.g., Admin, System, Device)",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,Event / Audit / Crash Logs,Event Change Type (CRUD),
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,Agent Activation Status,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,Threat Detection of Variety of Vulns,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,Phishing Protection Status,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,"Tampering of Agent, App, or System",
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,Privilege Escalation,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,MITM Activities,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,Remediation Actions Taken,
44_omb,Mobile (Smartphones and Tablets) EMM (UEM) / MTD Agent Logs,MTD Agent Info,Last Time Device Synched with Enterprise,
45_omb,Container - Supply Chain,Container - Supply Chain,Log Container Image Sources,
45_omb,Container - Supply Chain,Container - Supply Chain,Log Changes / Deltas Between Image Source Versions,
45_omb,Container - Supply Chain,Container - Supply Chain,"Log Vulnerability Scan of Container Images, even if No Vulnerabilities Are Discovered",
45_omb,Container - Supply Chain,Container - Supply Chain,Log Where Containers Are Deployed and Which System They Support,
46_omb,System Configuration and Performance,System Status,Resource Utilization,
46_omb,System Configuration and Performance,System Status,Performance,
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Date and Time,
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,"Sent from Sender, from Sender",
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Recipient,
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Subject,
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Email Headers,
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Rule Triggered,
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Log of Policies along with Actual Values,DNS Records
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Log of Policies along with Actual Values,Phish Campaign Identifier
47_omb,"Email Filtering, Spam, and Phishing",Raw and Metadata - Filtering Events,Log of Policies along with Actual Values,Domain URL
48_omb,Data Loss Prevention,Data Loss Prevention,Date and Time,
48_omb,Data Loss Prevention,Data Loss Prevention,Source Hostname,IP
48_omb,Data Loss Prevention,Data Loss Prevention,Source Hostname,Port
48_omb,Data Loss Prevention,Data Loss Prevention,Destination Hostname,IP
48_omb,Data Loss Prevention,Data Loss Prevention,Destination Hostname,Port
48_omb,Data Loss Prevention,Data Loss Prevention,Description of Malicious Code or Action and Severity,
48_omb,Data Loss Prevention,Data Loss Prevention,Identity or Identifier of the File(s),
48_omb,Data Loss Prevention,Data Loss Prevention,"Description of the Action Taken (Clean, Quarantine, Delete)",
48_omb,Data Loss Prevention,Data Loss Prevention,Signature Updates,
49_omb,Network Traffic,Full Packet Capture Data,Decrypted Plaintext,
49_omb,Network Traffic,Full Packet Capture Data,Cleartext,
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,User Authentication (Success/Failure),
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,User and Administrator Application Use:,File and Object Access
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,User and Administrator Application Use:,Audit Log Access (Success/Failure)
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,User and Administrator Application Use:,System Access (Failure)
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,User and Administrator Application Use:,"Application Transactions (Web Page Hits, Email Sent/Received, File Transfers Completed)"
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,Transaction Logs,
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,System Performance and Operational Characteristics,Resource Utilization
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,System Performance and Operational Characteristics,Process Status
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,System Performance and Operational Characteristics,"Errors (Input Validation, DisAllowed Operations)"
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,System Performance and Operational Characteristics,System Events
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,System Performance and Operational Characteristics,"Service Status Changes (e.g., Started, Stopped)"
50_omb,Application Level,Commercial Off the Shelf (COTS) and Custom Applications,Application Configuration and Version,
51_omb,Application Level,General -Non-COTS,User Authentication (Success/Failure),File and Object Access
51_omb,Application Level,General -Non-COTS,User Access of Application Components,Audit Log Access(Success/Failure)
51_omb,Application Level,General -Non-COTS,User Access of Application Components,System Access (Failure)
51_omb,Application Level,General -Non-COTS,User Access of Application Components,Application Transactions
51_omb,Application Level,General -Non-COTS,Transaction Logs,Resource Utilization
51_omb,Application Level,General -Non-COTS,System Performance and Operational Characteristics,"Errors (Input Validation, DisAllowed Operations) and Exit Codes"
51_omb,Application Level,General -Non-COTS,System Performance and Operational Characteristics,Process Status
51_omb,Application Level,General -Non-COTS,System Performance and Operational Characteristics,"Service Status Changes (e.g., Started, Stopped)"
51_omb,Application Level,General -Non-COTS,"Application Configuration and Version, Middleware Configuration and Version",
51_omb,Application Level,General -Non-COTS,"Usage Information, if Applicable",
51_omb,Application Level,General -Non-COTS,"User Request and Response Events, if Applicable",
52_omb,Container - Image,Container - Image,Vulnerability Scan Log,
52_omb,Container - Image,Container - Image,Hash of the Binary,
52_omb,Container - Image,Container - Image,Hash of the Executables,
52_omb,Container - Image,Container - Image,Container-Aware Network Monitoring,
52_omb,Container - Image,Container - Image,Container-Aware Process Monitoring,
52_omb,Container - Image,Container - Image,Container-Aware Malware Detection,
52_omb,Container - Image,Container - Image,Filesystem Changes Log,
52_omb,Container - Image,Container - Image,Data Monitoring,
52_omb,Container - Image,Container - Image,"Read and/or Writes to WellKnown Directories (e.g., /ETC, /USR/BIN, USR/SBIN, etc.)",
52_omb,Container - Image,Container - Image,Creating Symlink,
52_omb,Container - Image,Container - Image,Changes in File/Resource Ownership or Mode Changes (CHMOD),
52_omb,Container - Image,Container - Image,Access Control Log,
52_omb,Container - Image,Container - Image,Runtime Vulnerability Scan Log Scan for Malware Log,
52_omb,Container - Image,Container - Image,Digital Signature Verification,
52_omb,Container - Image,Container - Image,Unexpected Network Connections or Socket Mutations,
52_omb,Container - Image,Container - Image,Spawned Processes Using Things Like <Execve>,
52_omb,Container - Image,Container - Image,Executing,
53_omb,Container - Engine (Management / Orchestration),Container - Engine (Management / Orchestration),Audit Log,
53_omb,Container - Engine (Management / Orchestration),Container - Engine (Management / Orchestration),Account Access Log,
53_omb,Container - Engine (Management / Orchestration),Container - Engine (Management / Orchestration),Account Permission Changes,
53_omb,Container - Engine (Management / Orchestration),Container - Engine (Management / Orchestration),Configuration Log,
53_omb,Container - Engine (Management / Orchestration),Container - Engine (Management / Orchestration),Resource Allocation and Consumption,
53_omb,Container - Engine (Management / Orchestration),Container - Engine (Management / Orchestration),Registration Changes,
54_omb,Container - OS,Container - OS,User and Administrator Access to OS Components and Applications,File and Object Access
