icon
fas fa-microphone-slash
fas fa-music
fas fa-pause
fas fa-pause-circle
fas fa-play-circle
fas fa-podcast
fas fa-rss
fas fa-rss-square
fas fa-step-backward
fas fa-step-forward
fas fa-stop
fas fa-stop-circle
fas fa-video
fas fa-volume-down
fas fa-volume-off
fas fa-volume-up
fab fa-youtube
fas fa-address-book
fas fa-address-card
fas fa-archive
fas fa-balance-scale
fas fa-birthday-cake
fas fa-book
fas fa-briefcase
fas fa-building
fas fa-bullhorn
fas fa-bullseye
fas fa-calculator
fas fa-calendar
fas fa-calendar-alt
fas fa-certificate
fas fa-chart-area
fas fa-chart-bar
fas fa-chart-pie
fas fa-clipboard
fas fa-coffee
fas fa-columns
fas fa-compass
fas fa-copy
fas fa-copyright
fas fa-cut
fas fa-edit
fas fa-envelope
fas fa-envelope-open
fas fa-envelope-square
fas fa-eraser
fas fa-fax
fas fa-file
fas fa-file-alt
fas fa-folder
fas fa-folder-open
fas fa-globe
fas fa-industry
fas fa-paperclip
fas fa-paste
fas fa-pen-square
fas fa-pencil-alt
fas fa-percent
fas fa-phone
fas fa-phone-square
fas fa-registered
fas fa-save
fas fa-sitemap
fas fa-sticky-note
fas fa-suitcase
fas fa-table
fas fa-tag
fas fa-tags
fas fa-tasks
fas fa-thumbtack
fas fa-trademark
fas fa-chess
fas fa-chess-bishop
fas fa-chess-board
fas fa-chess-king
fas fa-chess-knight
fas fa-chess-pawn
fas fa-chess-queen
fas fa-chess-rook
fas fa-square-full
fas fa-barcode
fas fa-bath
fas fa-bug
fas fa-code
fas fa-code-branch
fas fa-file-code
fas fa-filter
fas fa-fire-extinguisher
fas fa-keyboard
fas fa-microchip
fas fa-qrcode
fas fa-shield-alt
fas fa-terminal
fas fa-user-secret
fas fa-window-close
fas fa-window-maximize
fas fa-window-minimize
fas fa-window-restore
fas fa-at
fas fa-bell
fas fa-bell-slash
fab fa-bluetooth
fab fa-bluetooth-b
fas fa-comment
fas fa-comment-alt
fas fa-comments
fas fa-inbox
fas fa-language
fas fa-mobile
fas fa-mobile-alt
fas fa-paper-plane
fas fa-wifi
fas fa-desktop
fas fa-hdd
fas fa-laptop
fas fa-plug
fas fa-power-off
fas fa-print
fas fa-server
fas fa-tablet
fas fa-tablet-alt
fas fa-tv
fab fa-bitcoin
fab fa-btc
fas fa-dollar-sign
fas fa-euro-sign
fab fa-gg
fab fa-gg-circle
fas fa-lira-sign
fas fa-money-bill-alt
fas fa-pound-sign
fas fa-ruble-sign
fas fa-rupee-sign
fas fa-shekel-sign
fas fa-won-sign
fas fa-yen-sign
fas fa-calendar-check
fas fa-calendar-minus
fas fa-calendar-plus
fas fa-calendar-times
fas fa-clock
fas fa-hourglass
fas fa-hourglass-end
fas fa-hourglass-half
fas fa-hourglass-start
fas fa-stopwatch
fas fa-adjust
fas fa-clone
fas fa-crop
fas fa-crosshairs
fas fa-eye
fas fa-eye-dropper
fas fa-eye-slash
fas fa-object-group
fas fa-object-ungroup
fas fa-paint-brush
fas fa-tint
fas fa-align-center
fas fa-align-justify
fas fa-align-left
fas fa-align-right
fas fa-bold
fas fa-font
fas fa-heading
fas fa-i-cursor
fas fa-indent
fas fa-italic
fas fa-link
fas fa-list
fas fa-list-alt
fas fa-list-ol
fas fa-list-ul
fas fa-outdent
fas fa-paragraph
fas fa-quote-left
fas fa-quote-right
fas fa-strikethrough
fas fa-subscript
fas fa-superscript
fas fa-th
fas fa-th-large
fas fa-th-list
fas fa-trash
fas fa-trash-alt
fas fa-underline
fas fa-unlink
fas fa-file-archive
fas fa-file-excel
fas fa-file-image
fas fa-file-pdf
fas fa-file-powerpoint
fas fa-file-word
fas fa-genderless
fas fa-mars
fas fa-mars-double
fas fa-mars-stroke
fas fa-mars-stroke-h
fas fa-mars-stroke-v
fas fa-mercury
fas fa-neuter
fas fa-transgender
fas fa-transgender-alt
fas fa-venus
fas fa-venus-double
fas fa-venus-mars
fas fa-hand-lizard
fas fa-hand-paper
fas fa-hand-peace
fas fa-hand-rock
fas fa-hand-scissors
fas fa-hand-spock
fas fa-handshake
fas fa-thumbs-down
fas fa-thumbs-up
fas fa-ambulance
fas fa-h-square
fas fa-heart
fas fa-heartbeat
fas fa-hospital
fas fa-medkit
fas fa-plus-square
fas fa-stethoscope
fas fa-user-md
fas fa-bolt
fas fa-camera
fas fa-camera-retro
fas fa-id-badge
fas fa-id-card
fas fa-image
fas fa-images
fas fa-sliders-h
fas fa-ban
fas fa-bars
fas fa-beer
fas fa-check
fas fa-check-circle
fas fa-check-square
fas fa-cloud
fas fa-cog
fas fa-cogs
fas fa-database
fas fa-dot-circle
fas fa-ellipsis-h
fas fa-ellipsis-v
fas fa-exclamation
fas fa-exclamation-circle
fas fa-exclamation-triangle
fas fa-flag
fas fa-flag-checkered
fas fa-frown
fas fa-hashtag
fas fa-home
fas fa-info
fas fa-info-circle
fas fa-magic
fas fa-meh
fas fa-minus
fas fa-minus-circle
fas fa-minus-square
fas fa-plus
fas fa-plus-circle
fas fa-question
fas fa-anchor
fas fa-bed
fas fa-bicycle
fas fa-binoculars
fas fa-bomb
fas fa-bookmark
fas fa-car
fas fa-fighter-jet
fas fa-fire
fas fa-flask
fas fa-gamepad
fas fa-gavel
fas fa-gift
fas fa-glass-martini
fas fa-graduation-cap
fas fa-key
fas fa-leaf
fas fa-lemon
fas fa-life-ring
fas fa-lightbulb
fas fa-magnet
fas fa-male
fas fa-map
fas fa-map-marker
fas fa-map-marker-alt
fas fa-map-pin
fas fa-map-signs
fas fa-motorcycle
fas fa-newspaper
fas fa-paw
fas fa-plane
fas fa-road
fas fa-rocket
fas fa-search
fas fa-search-minus
fas fa-search-plus
fas fa-ship
fas fa-shopping-bag
fas fa-shopping-basket
fas fa-shopping-cart
fas fa-shower
fas fa-street-view
fas fa-subway
fas fa-taxi
fas fa-bus
fas fa-cube
fas fa-cubes
fas fa-futbol
fas fa-gem
fas fa-lock
fas fa-lock-open
fab fa-amazon-pay
fab fa-apple-pay
fas fa-cart-plus
fab fa-cc-amazon-pay
fab fa-cc-amex
fab fa-cc-apple-pay
fab fa-cc-diners-club
fab fa-cc-discover
fab fa-cc-jcb
fab fa-cc-mastercard
fab fa-cc-paypal
fab fa-cc-stripe
fab fa-cc-visa
fas fa-credit-card
fab fa-ethereum
fab fa-google-wallet
fab fa-paypal
fas fa-star
fab fa-stripe
fab fa-stripe-s
fas fa-trophy
fas fa-square
fas fa-asterisk
fas fa-circle-notch
fas fa-snowflake
fas fa-spinner
fas fa-sun
fas fa-baseball-ball
fas fa-basketball-ball
fas fa-bowling-ball
fas fa-football-ball
fas fa-golf-ball
fas fa-hockey-puck
fas fa-quidditch
fas fa-table-tennis
fas fa-volleyball-ball
fas fa-battery-empty
fas fa-battery-full
fas fa-battery-half
fas fa-battery-quarter
fas fa-battery-three-quarters
fas fa-thermometer-empty
fas fa-thermometer-full
fas fa-thermometer-half
fas fa-thermometer-quarter
fas fa-thermometer-three-quarters
fas fa-toggle-off
fas fa-toggle-on
fas fa-unlock
fas fa-unlock-alt
fas fa-child
fas fa-female
fas fa-smile
fas fa-user
fas fa-user-lock
fas fa-user-circle
fas fa-user-plus
fas fa-user-times
fas fa-users
fas fa-space-shuttle
fas fa-train
fas fa-truck
