icon
fab fa-accessible-icon
fas fa-american-sign-language-interpreting
fas fa-assistive-listening-systems
fas fa-audio-description
fas fa-blind
fas fa-braille
fas fa-closed-captioning
fas fa-deaf
fas fa-low-vision
fas fa-phone-volume
fas fa-question-circle
fas fa-sign-language
fas fa-tty
fas fa-universal-access
fas fa-wheelchair
fas fa-angle-double-down
fas fa-angle-double-left
fas fa-angle-double-right
fas fa-angle-double-up
fas fa-angle-down
fas fa-angle-left
fas fa-angle-right
fas fa-angle-up
fas fa-arrow-alt-circle-down
fas fa-arrow-alt-circle-left
fas fa-arrow-alt-circle-right
fas fa-arrow-alt-circle-up
fas fa-arrow-circle-down
fas fa-arrow-circle-left
fas fa-arrow-circle-right
fas fa-arrow-circle-up
fas fa-arrow-down
fas fa-arrow-left
fas fa-arrow-right
fas fa-arrow-up
fas fa-arrows-alt
fas fa-arrows-alt-h
fas fa-arrows-alt-v
fas fa-caret-down
fas fa-caret-left
fas fa-caret-right
fas fa-caret-square-down
fas fa-caret-square-left
fas fa-caret-square-right
fas fa-caret-square-up
fas fa-caret-up
fas fa-cart-arrow-down
fas fa-chart-line
fas fa-chevron-circle-down
fas fa-chevron-circle-left
fas fa-chevron-circle-right
fas fa-chevron-circle-up
fas fa-chevron-down
fas fa-chevron-left
fas fa-chevron-right
fas fa-chevron-up
fas fa-cloud-download-alt
fas fa-cloud-upload-alt
fas fa-download
fas fa-exchange-alt
fas fa-expand-arrows-alt
fas fa-external-link-alt
fas fa-external-link-square-alt
fas fa-hand-point-down
fas fa-hand-point-left
fas fa-hand-point-right
fas fa-hand-point-up
fas fa-hand-pointer
fas fa-history
fas fa-level-down-alt
fas fa-level-up-alt
fas fa-location-arrow
fas fa-long-arrow-alt-down
fas fa-long-arrow-alt-left
fas fa-long-arrow-alt-right
fas fa-long-arrow-alt-up
fas fa-mouse-pointer
fas fa-play
fas fa-random
fas fa-recycle
fas fa-redo
fas fa-redo-alt
fas fa-reply
fas fa-reply-all
fas fa-retweet
fas fa-share
fas fa-share-square
fas fa-sign-in-alt
fas fa-sign-out-alt
fas fa-sort
fas fa-sort-alpha-down
fas fa-sort-alpha-up
fas fa-sort-amount-down
fas fa-sort-amount-up
fas fa-sort-down
fas fa-sort-numeric-down
fas fa-sort-numeric-up
fas fa-sort-up
fas fa-sync
fas fa-sync-alt
fas fa-text-height
fas fa-text-width
fas fa-undo
fas fa-undo-alt
fas fa-upload
fas fa-backward
fas fa-circle
fas fa-compress
fas fa-eject
fas fa-expand
fas fa-fast-backward
fas fa-fast-forward
fas fa-file-audio
fas fa-file-video
fas fa-film
fas fa-forward
fas fa-headphones
fas fa-microphone
