"ISS_CURRENCY_CODE"
0
10
100
104
110
120
130
140
150
156
160
170
180
190
20
200
210
220
230
240
250
260
270
280
290
30
300
310
320
330
340
344
350
36
360
370
380
390
392
40
400
410
418
42
420
430
440
446
450
458
460
470
480
490
496
50
500
510
520
530
540
550
560
570
580
590
60
600
608
610
620
630
640
643
650
660
670
680
690
70
700
702
704
710
720
730
740
750
756
760
764
770
780
790
80
800
810
820
826
830
840
850
860
870
880
890
90
900
910
920
930
940
950
96
960
970
978
980
990
"ISS_CURRENCY_CODE"
null
