pn,ph,vt_resource,vt_query_time,vt_classification,vt_scan_date,vt_permalink,vt_positives,vt_total,vt_threat_av,vt_threat_id,vt_hashes
iexplore.exe,1C4166658B35BD8EE61B8F23E13F629149B1B6ACAF499B741C7B96FC051A1C7B,1c4166658b35bd8ee61b8f23e13f629149b1b6acaf499b741c7b96fc051a1c7b,1580795886,0,1/8/20 11:05,https://www.virustotal.com/file/1c4166658b35bd8ee61b8f23e13f629149b1b6acaf499b741c7b96fc051a1c7b/analysis/1578481542/,0,69,,,"0aac13cdef3602bab8544fe51df2641d
f0feb5350bd497a9e9bf77ed072315e64abffa33
1c4166658b35bd8ee61b8f23e13f629149b1b6acaf499b741c7b96fc051a1c7b"
assistant_service,FE7708F50F392101925B6062BE6E0A6E76B1C27E323DEB61F5E4945646201764,fe7708f50f392101925b6062be6e0a6e76b1c27e323deb61f5e4945646201764,1580795886,0,8/30/19 0:31,https://www.virustotal.com/file/fe7708f50f392101925b6062be6e0a6e76b1c27e323deb61f5e4945646201764/analysis/1567125075/,0,56,,,"ec0ffd877b9546acd67f8cd47db56304
ecc398bb4f00c9f745e5cafdd66bae5521315b35
fe7708f50f392101925b6062be6e0a6e76b1c27e323deb61f5e4945646201764"
wireshark.exe,85112E413FA86137406B3443A9543D57DBC5CB0181E056F95CFE2DAA8B22CDD4,85112e413fa86137406b3443a9543d57dbc5cb0181e056f95cfe2daa8b22cdd4,1580795886,0,7/19/18 20:22,https://www.virustotal.com/file/85112e413fa86137406b3443a9543d57dbc5cb0181e056f95cfe2daa8b22cdd4/analysis/1532031739/,0,68,,,"04b6d0243d289de094ee114c916700b8
6e26fd0d5eb6fe0ede470cc7eda79ff09c21fef6
85112e413fa86137406b3443a9543d57dbc5cb0181e056f95cfe2daa8b22cdd4"
msfeedssync.exe,0A32EED497806E2BFE7557AD22E55121864258D65BF713D223812EA5D2CD0433,0a32eed497806e2bfe7557ad22e55121864258d65bf713d223812ea5d2cd0433,1580795886,0,1/27/20 5:23,https://www.virustotal.com/file/0a32eed497806e2bfe7557ad22e55121864258d65bf713d223812ea5d2cd0433/analysis/1580102621/,0,69,,,"e4a6577d74b2439974c8018ab5f1bfea
a1a14eb2cb051030482422a5b80968cdd386abb4
0a32eed497806e2bfe7557ad22e55121864258d65bf713d223812ea5d2cd0433"
watadminsvc.exe,4150DAB33E8D61076F1D4767BCAFC9B4ECCCCBD58FD4FB3CFE5B8D27DCDCAB61,4150dab33e8d61076f1d4767bcafc9b4eccccbd58fd4fb3cfe5b8d27dcdcab61,1580795886,0,1/8/20 12:11,https://www.virustotal.com/file/4150dab33e8d61076f1d4767bcafc9b4eccccbd58fd4fb3cfe5b8d27dcdcab61/analysis/1578485470/,0,73,,,"3cec96de223e49eaae3651fcf8faea6c
59c696911e35258c295d0fa62ec548db9f76c107
4150dab33e8d61076f1d4767bcafc9b4eccccbd58fd4fb3cfe5b8d27dcdcab61"
wireshark.exe,82A1BC659C50DA28CB64A4992A903EEF9DAF8A1F811BEB64DC72B8023EA3B71D,82a1bc659c50da28cb64a4992a903eef9daf8a1f811beb64dc72b8023ea3b71d,1580795886,0,2/1/20 2:14,https://www.virustotal.com/file/82a1bc659c50da28cb64a4992a903eef9daf8a1f811beb64dc72b8023ea3b71d/analysis/1580523271/,0,63,,,"58626c35f2fe53ae7b844b77090063b1
ec3192d563b87d548ab405333fa37722afb2d6e6
82a1bc659c50da28cb64a4992a903eef9daf8a1f811beb64dc72b8023ea3b71d"
dmclient.exe,3D5763D4B334F4A6B9B12C7363C98BB4B92ABEE305ED6D697D14BE9BB74EDE84,3d5763d4b334f4a6b9b12c7363c98bb4b92abee305ed6d697d14be9bb74ede84,1580795887,0,1/3/20 17:39,https://www.virustotal.com/file/3d5763d4b334f4a6b9b12c7363c98bb4b92abee305ed6d697d14be9bb74ede84/analysis/1578073172/,0,69,,,"a70c12712402e4630efeb271889d772f
c4fdc89079498ab2d5b499b1c330a66bd53ab285
3d5763d4b334f4a6b9b12c7363c98bb4b92abee305ed6d697d14be9bb74ede84"
backgroundtransferhost.exe,EE406F94F5E8E4DB280DFA70A77B7CC3AB53D1B11D6A52566A5CBCAA70D9EABC,ee406f94f5e8e4db280dfa70a77b7cc3ab53d1b11d6a52566a5cbcaa70d9eabc,1580795887,0,1/5/20 0:28,https://www.virustotal.com/file/ee406f94f5e8e4db280dfa70a77b7cc3ab53d1b11d6a52566a5cbcaa70d9eabc/analysis/1578184101/,0,73,,,"1d6d710dff26d49bce1023d5ae2479ff
4e38115e5d040aeb4b91a6ca466a425d4a5dd188
ee406f94f5e8e4db280dfa70a77b7cc3ab53d1b11d6a52566a5cbcaa70d9eabc"
hubtaskhost.exe,F919306268F19E94796E7B49390305CCEA8259F6A4D3FD015FA097FFA22E1EEA,f919306268f19e94796e7b49390305ccea8259f6a4d3fd015fa097ffa22e1eea,1580795887,0,9/12/17 11:49,https://www.virustotal.com/file/f919306268f19e94796e7b49390305ccea8259f6a4d3fd015fa097ffa22e1eea/analysis/1505216960/,0,64,,,"9df588541f4b8c7dc4523ee4e49bafb0
e7a5452e9a435c9a91858b38f8cfa67a87613631
f919306268f19e94796e7b49390305ccea8259f6a4d3fd015fa097ffa22e1eea"
dsregcmd.exe,7D4B23EF8AB72AA4A531106109318223F948C480B24D32157612BD59F9321AA0,7d4b23ef8ab72aa4a531106109318223f948c480b24d32157612bd59f9321aa0,1580795887,0,12/24/19 18:32,https://www.virustotal.com/file/7d4b23ef8ab72aa4a531106109318223f948c480b24d32157612bd59f9321aa0/analysis/1577212367/,0,71,,,"c8795ae51e9092a2e79ac35bfe4b3172
0f40f9e0a236555d6f748b3d1f2a357f16d9b85e
7d4b23ef8ab72aa4a531106109318223f948c480b24d32157612bd59f9321aa0"
onedrivesetup.exe,9F565F6BA89A56D87B734065234D395B5F171C01AB6E98ED5158FE1A8AB99298,9f565f6ba89a56d87b734065234d395b5f171c01ab6e98ed5158fe1a8ab99298,1580795948,1.754385965,1/31/20 7:00,https://www.virustotal.com/file/9f565f6ba89a56d87b734065234d395b5f171c01ab6e98ed5158fe1a8ab99298/analysis/1580454023/,1,57,eGambit,Unsafe.AI_Score_93%,"ea05f0363d2444927bd3bfaa32df48c2
1ef9db6c5cf7ead06385b69f6157f764a11da2dd
9f565f6ba89a56d87b734065234d395b5f171c01ab6e98ed5158fe1a8ab99298"
installagentuserbroker.exe,8255228CD76F5965850A80A03CC67E070AADF034FA90807FA0C3FDAB1BFA79FE,8255228cd76f5965850a80a03cc67e070aadf034fa90807fa0c3fdab1bfa79fe,1580795948,0,11/4/17 0:53,https://www.virustotal.com/file/8255228cd76f5965850a80a03cc67e070aadf034fa90807fa0c3fdab1bfa79fe/analysis/1509756793/,0,68,,,"2c5c98166f96a67f25d5474569d07d2e
8d511ec9e97f2053e74e3f1067c615f1f0817a40
8255228cd76f5965850a80a03cc67e070aadf034fa90807fa0c3fdab1bfa79fe"
onedrive.exe,53135CD348E8E80BEE5B156F2F95EE81F1176B818768A4421CA775A99F9D313C,53135cd348e8e80bee5b156f2f95ee81f1176b818768a4421ca775a99f9d313c,1580795948,0,1/31/20 7:00,https://www.virustotal.com/file/53135cd348e8e80bee5b156f2f95ee81f1176b818768a4421ca775a99f9d313c/analysis/1580454022/,0,71,,,"78e5e5f44cc67195278179cd60453ec8
a705a4a921797a2d1466ab22bfbb645dd503c0a4
53135cd348e8e80bee5b156f2f95ee81f1176b818768a4421ca775a99f9d313c"
