type,tier,max_size,region,location,rate,currency
P40,Premium_LRS,2048,US Gov TX,N/A,193.069091,GBP
S4,Standard_LRS,32,ZA West,N/A,1.922897,GBP
E10,StandardSSD_LRS,128,AE North,N/A,8.585959,GBP
S60,Standard_LRS,8192,AE North,N/A,234.451852,GBP
S60,Premium_LRS,N/A,ZA West,N/A,0.007072,GBP
S60,StandardSSD_LRS,N/A,ZA North,N/A,1.305781,GBP
S60,StandardSSD_LRS,N/A,US Gov TX,N/A,23.803678,GBP
S4,Standard_LRS,32,IN South,N/A,1.144794,GBP
E4,StandardSSD_LRS,32,ZA West,N/A,3.005085,GBP
S20,Standard_LRS,512,BR South,N/A,38.923017,GBP
S20,Premium_LRS,N/A,DE North,N/A,30.954918,GBP
S20,Premium_LRS,N/A,US West 3,N/A,0.678231,GBP
S20,StandardSSD_LRS,N/A,FR South,N/A,0.145335,GBP
S20,Premium_LRS,N/A,UK South,uksouth,1.700049,GBP
S20,Premium_LRS,N/A,IN West,N/A,25.277154,GBP
S20,Premium_LRS,N/A,BR Southeast,N/A,5.104174,GBP
E15,StandardSSD_LRS,256,UK South,uksouth,15.740926,GBP
E15,StandardSSD_LRS,N/A,US East 2,N/A,0.89437,GBP
E15,StandardSSD_LRS,N/A,AU Central 2,N/A,1.52043,GBP
P4,Premium_LRS,32,AP Southeast,N/A,3.934858,GBP
P80,Premium_LRS,32767,SE Central,N/A,2954.658281,GBP
P80,Premium_LRS,N/A,SE South,N/A,16.550778,GBP
P80,Premium_LRS,N/A,KR South,N/A,47.606612,GBP
P15,Premium_LRS,256,FR South,N/A,44.56228,GBP
P50,Premium_LRS,4096,US West,N/A,369.349576,GBP
S4,Standard_LRS,32,NO East,N/A,1.259572,GBP
S4,StandardSSD_LRS,N/A,JA West,N/A,0.138627,GBP
E30,StandardSSD_LRS,1024,CH West,N/A,81.854181,GBP
E30,StandardSSD_LRS,N/A,KR Central,N/A,0.12074,GBP
S10,Standard_LRS,128,IN Central Jio,N/A,4.827217,GBP
S10,Premium_LRS,N/A,DE North,N/A,32.182442,GBP
S10,StandardSSD_LRS,N/A,US East,N/A,0.089437,GBP
S10,StandardSSD_LRS,N/A,UK West,N/A,0.02929,GBP
S10,Premium_LRS,N/A,SE South,N/A,0.022359,GBP
E40,StandardSSD_LRS,2048,SE South,N/A,171.719193,GBP
P4,Premium_LRS,32,IN Central,N/A,3.934858,GBP
P4,Premium_LRS,N/A,FR South,N/A,1.457824,GBP
P4,Premium_LRS,N/A,US West,N/A,0.116268,GBP
S30,Standard_LRS,1024,US Gov AZ,N/A,33.580642,GBP
S30,StandardSSD_LRS,N/A,NO East,N/A,0.500847,GBP
S30,StandardSSD_LRS,N/A,CH North,N/A,0.067077,GBP
S30,StandardSSD_LRS,N/A,UK West,N/A,12.829003,GBP
S30,Premium_LRS,N/A,BR South,N/A,19.58672,GBP
P20,Premium_LRS,512,AU Central 2,N/A,54.571524,GBP
S30,Standard_LRS,1024,AE North,N/A,36.633427,GBP
S30,Premium_LRS,N/A,ZA North,N/A,0.65289,GBP
S30,StandardSSD_LRS,N/A,FR South,N/A,2.216548,GBP
S20,Standard_LRS,512,DE North,N/A,21.0833,GBP
E40,StandardSSD_LRS,2048,KR South,N/A,114.479462,GBP
E4,StandardSSD_LRS,32,DE North,N/A,2.325364,GBP
S10,Standard_LRS,128,BR Southeast,N/A,13.692071,GBP
S80,Standard_LRS,32767,UK South,uksouth,859.557416,GBP
S80,Premium_LRS,N/A,FR Central,N/A,23.803678,GBP
E6,StandardSSD_LRS,64,JA West,N/A,3.577483,GBP
E6,StandardSSD_LRS,N/A,SE Central,N/A,0.455383,GBP
E6,StandardSSD_LRS,N/A,AP Southeast,N/A,1.77309,GBP
E6,Premium_LRS,N/A,AU Southeast,N/A,0.490413,GBP
E6,Premium_LRS,N/A,KR Central,N/A,0.915239,GBP
E6,Premium_LRS,N/A,FR South,N/A,15.913837,GBP
E80,StandardSSD_LRS,32767,FR South,N/A,2619.29159,GBP
E4,StandardSSD_LRS,32,CH North,N/A,2.146489,GBP
E4,Premium_LRS,N/A,SE Central,N/A,0.022359,GBP
P6,Premium_LRS,64,SE South,N/A,10.878053,GBP
P6,Premium_LRS,N/A,AU Southeast,N/A,6.855352,GBP
P6,Premium_LRS,N/A,FR Central,N/A,204.028338,GBP
P50,Premium_LRS,4096,CA East,N/A,369.387065,GBP
P50,Premium_LRS,N/A,IN West,N/A,3.378485,GBP
P50,StandardSSD_LRS,N/A,BR South,N/A,19.58672,GBP
P80,Premium_LRS,32767,FR South,N/A,4225.164174,GBP
P80,StandardSSD_LRS,N/A,DE West Central,N/A,0.029067,GBP
P80,Premium_LRS,N/A,US North Central,N/A,97.933602,GBP
P80,Premium_LRS,N/A,US Gov TX,N/A,12.2417,GBP
P80,StandardSSD_LRS,N/A,KR Central,N/A,110.171576,GBP
P50,Premium_LRS,4096,EU North,N/A,369.349576,GBP
P40,Premium_LRS,2048,AU Central,N/A,193.069091,GBP
S70,Standard_LRS,16384,DE West Central,N/A,439.601135,GBP
P60,Premium_LRS,8192,FR South,N/A,1109.109229,GBP
S10,Standard_LRS,128,US Gov AZ,N/A,4.827217,GBP
P15,Premium_LRS,256,IN Central Jio,N/A,28.330791,GBP
S80,Standard_LRS,32767,US North Central,N/A,781.516111,GBP
S80,Premium_LRS,N/A,BR South,N/A,76.170579,GBP
S80,Premium_LRS,N/A,CA Central,N/A,0.107324,GBP
S80,StandardSSD_LRS,N/A,UK South,uksouth,0.848161,GBP
E80,StandardSSD_LRS,32767,US East,N/A,2747.507097,GBP
E70,StandardSSD_LRS,16384,SE South,N/A,1373.753548,GBP
E70,StandardSSD_LRS,N/A,US West,N/A,0.455383,GBP
E70,Premium_LRS,N/A,CH North,N/A,0.639475,GBP
E10,StandardSSD_LRS,128,NO West,N/A,10.231601,GBP
P15,Premium_LRS,256,FR Central,N/A,34.278677,GBP
P15,Premium_LRS,N/A,SE Central,N/A,0.044718,GBP
P15,StandardSSD_LRS,N/A,FR Central,N/A,102.017895,GBP
P15,StandardSSD_LRS,N/A,IN Central,N/A,0.490413,GBP
P15,StandardSSD_LRS,N/A,JA East,N/A,0.89437,GBP
P15,Premium_LRS,N/A,AU Southeast,N/A,53.319405,GBP
S15,Standard_LRS,256,KR South,N/A,8.44286,GBP
S15,StandardSSD_LRS,N/A,DE West Central,N/A,0.251914,GBP
E30,StandardSSD_LRS,1024,AU Southeast,N/A,77.846034,GBP
E30,Premium_LRS,N/A,FR Central,N/A,6.120477,GBP
E30,StandardSSD_LRS,N/A,ZA West,N/A,0.367437,GBP
E30,StandardSSD_LRS,N/A,NO East,N/A,27.230609,GBP
S30,Standard_LRS,1024,AU Southeast,N/A,48.84457,GBP
S30,StandardSSD_LRS,N/A,AU Southeast,N/A,0.608172,GBP
S30,StandardSSD_LRS,N/A,AP East,N/A,29.515727,GBP
S80,Standard_LRS,32767,IN South,N/A,976.891412,GBP
S15,Standard_LRS,256,DE West Central,N/A,8.44286,GBP
E70,StandardSSD_LRS,16384,EU West,westeurope,915.835699,GBP
E70,Premium_LRS,N/A,EU North,N/A,0.813877,GBP
E30,StandardSSD_LRS,1024,CH North,N/A,68.687677,GBP
E80,StandardSSD_LRS,32767,NO East,N/A,2014.838538,GBP
E80,Premium_LRS,N/A,US West 3,N/A,38.085289,GBP
E80,StandardSSD_LRS,N/A,US East,N/A,0.350295,GBP
E80,StandardSSD_LRS,32767,AE Central,N/A,2381.172817,GBP
E80,Premium_LRS,N/A,AP Southeast,N/A,23.811877,GBP
E50,StandardSSD_LRS,4096,US West,N/A,228.958924,GBP
E50,StandardSSD_LRS,N/A,EU West,westeurope,212.189472,GBP
E60,StandardSSD_LRS,8192,AU Central 2,N/A,622.765294,GBP
E60,StandardSSD_LRS,N/A,US West 3,N/A,2.452066,GBP
P60,Premium_LRS,8192,NO East,N/A,853.155212,GBP
E30,StandardSSD_LRS,1024,NO East,N/A,62.963704,GBP
E30,StandardSSD_LRS,N/A,CH North,N/A,14.69004,GBP
E30,StandardSSD_LRS,N/A,US Gov TX,N/A,0.245951,GBP
S10,Standard_LRS,128,US Central,N/A,4.388379,GBP
S10,StandardSSD_LRS,N/A,US West,N/A,0.058134,GBP
S10,Premium_LRS,N/A,DE West Central,N/A,0.004844,GBP
E30,StandardSSD_LRS,1024,EU North,N/A,85.859596,GBP
P40,Premium_LRS,2048,EU North,N/A,193.069091,GBP
E4,StandardSSD_LRS,32,EU North,N/A,1.788741,GBP
E4,StandardSSD_LRS,N/A,BR South,N/A,2442.228531,GBP
S40,Standard_LRS,2048,US Gov TX,N/A,67.152987,GBP
S6,Standard_LRS,64,AP East,N/A,2.241889,GBP
S6,Premium_LRS,N/A,JA East,N/A,27.612207,GBP
S6,StandardSSD_LRS,N/A,US West Central,N/A,0.420354,GBP
P80,Premium_LRS,32767,US South Central,N/A,2442.228531,GBP
P50,Premium_LRS,4096,IN Central Jio,N/A,369.349576,GBP
P70,Premium_LRS,16384,EU North,N/A,1343.091536,GBP
P70,StandardSSD_LRS,N/A,US South Central,N/A,97.933602,GBP
E20,StandardSSD_LRS,512,KR South,N/A,28.619865,GBP
E20,StandardSSD_LRS,N/A,US East 2,N/A,0.223592,GBP
E10,StandardSSD_LRS,128,EU North,N/A,7.154966,GBP
E10,Premium_LRS,N/A,ZA West,N/A,0.084965,GBP
P6,Premium_LRS,64,CH West,N/A,11.965243,GBP
S6,Standard_LRS,64,UK West,N/A,2.466227,GBP
E20,StandardSSD_LRS,512,AU East,N/A,38.923017,GBP
E40,StandardSSD_LRS,2048,US West 2,N/A,114.479462,GBP
E40,Premium_LRS,N/A,US East,N/A,38.085289,GBP
E40,Premium_LRS,N/A,IN West,N/A,1.234231,GBP
E40,Premium_LRS,N/A,AE North,N/A,50.272582,GBP
P4,Premium_LRS,32,DE West Central,N/A,4.328009,GBP
P80,Premium_LRS,32767,US Gov,N/A,2686.175619,GBP
E6,StandardSSD_LRS,64,DE West Central,N/A,3.577483,GBP
E6,Premium_LRS,N/A,BR Southeast,N/A,1.104547,GBP
E6,Premium_LRS,N/A,IN Central,N/A,0.125211,GBP
E80,StandardSSD_LRS,32767,DE West Central,N/A,2198.005678,GBP
S50,Standard_LRS,4096,NO West,N/A,174.618445,GBP
P70,Premium_LRS,16384,US North Central,N/A,1343.091536,GBP
P70,StandardSSD_LRS,N/A,AE Central,N/A,0.038457,GBP
P70,StandardSSD_LRS,N/A,CH North,N/A,0.525442,GBP
S10,Standard_LRS,128,FR South,N/A,6.274607,GBP
S10,StandardSSD_LRS,N/A,BR South,N/A,2.72783,GBP
S10,Premium_LRS,N/A,US West,N/A,0.251914,GBP
S10,StandardSSD_LRS,N/A,US North Central,N/A,0.053662,GBP
E60,StandardSSD_LRS,8192,IN Central,N/A,503.709634,GBP
E60,Premium_LRS,N/A,DE West Central,N/A,3.182469,GBP
P60,Premium_LRS,8192,US West 3,N/A,641.084989,GBP
P60,StandardSSD_LRS,N/A,EU West,westeurope,12.731368,GBP
P20,Premium_LRS,512,US North Central,N/A,54.571524,GBP
E15,StandardSSD_LRS,256,IN West,N/A,15.740926,GBP
E80,StandardSSD_LRS,32767,EU West,westeurope,2747.507097,GBP
E80,Premium_LRS,N/A,US Gov AZ,N/A,2.235927,GBP
E80,Premium_LRS,N/A,IN Central,N/A,0.062605,GBP
E80,Premium_LRS,N/A,EU West,westeurope,3.182469,GBP
S40,Standard_LRS,2048,CH West,N/A,87.312949,GBP
P10,Premium_LRS,128,US West Central,N/A,13.355937,GBP
P10,StandardSSD_LRS,N/A,IN Central,N/A,1.909481,GBP
E15,StandardSSD_LRS,256,AP East,N/A,14.309932,GBP
P15,Premium_LRS,256,UK West,N/A,34.278677,GBP
P15,StandardSSD_LRS,N/A,FR South,N/A,61.888968,GBP
E20,StandardSSD_LRS,512,AU Central,N/A,38.923017,GBP
E20,Premium_LRS,N/A,CH West,N/A,70.800553,GBP
E15,StandardSSD_LRS,256,AE North,N/A,17.171919,GBP
E15,StandardSSD_LRS,N/A,AP East,N/A,0.447185,GBP
E50,StandardSSD_LRS,4096,ZA North,N/A,334.278539,GBP
E50,Premium_LRS,N/A,EU North,N/A,4029.311875,GBP
E50,Premium_LRS,N/A,DE West Central,N/A,0.455383,GBP
P15,Premium_LRS,256,CH West,N/A,44.562143,GBP
E4,StandardSSD_LRS,32,US Central,N/A,1.788741,GBP
E10,StandardSSD_LRS,128,UK South,uksouth,11.805694,GBP
E10,Premium_LRS,N/A,EU North,N/A,1.632226,GBP
S30,Standard_LRS,1024,US West Central,N/A,30.527856,GBP
P60,Premium_LRS,8192,NO West,N/A,1109.109229,GBP
P60,StandardSSD_LRS,N/A,NO West,N/A,0.166203,GBP
P60,Premium_LRS,N/A,ZA West,N/A,0.042408,GBP
P60,StandardSSD_LRS,N/A,IN Central Jio,N/A,0.062605,GBP
P60,StandardSSD_LRS,N/A,AE Central,N/A,0.076766,GBP
P60,StandardSSD_LRS,N/A,IN Central,N/A,0.125211,GBP
S6,Standard_LRS,64,AP Southeast,N/A,2.241889,GBP
S6,StandardSSD_LRS,N/A,CA Central,N/A,22.851173,GBP
E20,StandardSSD_LRS,512,NO West,N/A,40.926407,GBP
P50,Premium_LRS,4096,SE South,N/A,528.145506,GBP
S60,Standard_LRS,8192,AE Central,N/A,304.786662,GBP
S60,Premium_LRS,N/A,FR Central,N/A,350.407026,GBP
E10,StandardSSD_LRS,128,US Gov AZ,N/A,7.870462,GBP
E10,StandardSSD_LRS,N/A,AE North,N/A,3.236876,GBP
E10,Premium_LRS,N/A,SE Central,N/A,3.182469,GBP
E10,Premium_LRS,N/A,ZA West,N/A,3.219734,GBP
E10,Premium_LRS,N/A,US Central,N/A,0.430788,GBP
E10,Premium_LRS,N/A,EU North,N/A,0.026831,GBP
S50,Standard_LRS,4096,SE South,N/A,158.744854,GBP
S15,Standard_LRS,256,AP East,N/A,8.44286,GBP
S15,StandardSSD_LRS,N/A,DE North,N/A,275.846313,GBP
S15,StandardSSD_LRS,N/A,SE Central,N/A,6.365684,GBP
S15,Premium_LRS,N/A,AE North,N/A,0.029514,GBP
S70,Standard_LRS,16384,EU North,N/A,488.445706,GBP
S70,StandardSSD_LRS,N/A,EU North,N/A,45.702347,GBP
S70,Premium_LRS,N/A,US Central,N/A,1.673218,GBP
S70,Premium_LRS,N/A,ZA West,N/A,36.143014,GBP
S70,StandardSSD_LRS,N/A,US East,N/A,2.452066,GBP
S80,Standard_LRS,32767,US West 3,N/A,710.689396,GBP
S80,Premium_LRS,N/A,AP Southeast,N/A,0.058134,GBP
S15,Standard_LRS,256,NO West,N/A,12.07326,GBP
S15,StandardSSD_LRS,N/A,AP East,N/A,0.300359,GBP
P4,Premium_LRS,32,AE Central,N/A,5.58099,GBP
E40,StandardSSD_LRS,2048,US West Central,N/A,114.479462,GBP
E60,StandardSSD_LRS,8192,SE Central,N/A,686.876774,GBP
E60,StandardSSD_LRS,N/A,UK South,uksouth,0.438241,GBP
S15,Standard_LRS,256,AU Central 2,N/A,13.508576,GBP
S50,Standard_LRS,4096,AU Central 2,N/A,195.375301,GBP
E70,StandardSSD_LRS,16384,BR South,N/A,1709.559971,GBP
E70,StandardSSD_LRS,N/A,IN West,N/A,0.245951,GBP
E70,Premium_LRS,N/A,US West 3,N/A,19.042644,GBP
E70,StandardSSD_LRS,N/A,US Gov AZ,N/A,0.491903,GBP
E70,StandardSSD_LRS,N/A,US South Central,N/A,1.636698,GBP
E70,Premium_LRS,N/A,US Central,N/A,0.238498,GBP
E70,StandardSSD_LRS,N/A,JA West,N/A,3.801075,GBP
E70,Premium_LRS,N/A,AP Southeast,N/A,0.029067,GBP
P30,Premium_LRS,1024,US West 2,N/A,91.583569,GBP
S15,Standard_LRS,256,CH North,N/A,9.287146,GBP
S30,Standard_LRS,1024,JA East,N/A,30.527856,GBP
S30,Premium_LRS,N/A,AU Central,N/A,0.129683,GBP
E40,StandardSSD_LRS,2048,AU Central,N/A,155.692068,GBP
E30,StandardSSD_LRS,1024,FR Central,N/A,94.445556,GBP
E30,Premium_LRS,N/A,CA Central,N/A,2.938008,GBP
E60,StandardSSD_LRS,8192,IN Central Jio,N/A,503.709634,GBP
P30,Premium_LRS,1024,AU East,N/A,100.743417,GBP
P30,Premium_LRS,N/A,AU East,N/A,236.672872,GBP
P30,StandardSSD_LRS,N/A,CH North,N/A,1.073244,GBP
P30,StandardSSD_LRS,N/A,UK South,uksouth,23.803678,GBP
P30,Premium_LRS,N/A,IN South,N/A,14.787675,GBP
P60,Premium_LRS,8192,US Gov,N/A,705.121938,GBP
E50,StandardSSD_LRS,4096,US Central,N/A,228.958924,GBP
E50,StandardSSD_LRS,N/A,AU Central 2,N/A,27.612207,GBP
P6,Premium_LRS,64,AU Central 2,N/A,7.607368,GBP
P6,StandardSSD_LRS,N/A,CA East,N/A,0.420354,GBP
P6,StandardSSD_LRS,N/A,US South Central,N/A,0.053662,GBP
E40,StandardSSD_LRS,2048,AE Central,N/A,148.823301,GBP
E40,Premium_LRS,N/A,US West 2,N/A,2.44834,GBP
E50,StandardSSD_LRS,4096,NO West,N/A,327.414243,GBP
E50,Premium_LRS,N/A,US North Central,N/A,195.867205,GBP
E50,StandardSSD_LRS,N/A,UK West,N/A,24.945492,GBP
E50,StandardSSD_LRS,N/A,FR Central,N/A,0.242225,GBP
E50,Premium_LRS,N/A,EU West,westeurope,0.116268,GBP
E50,StandardSSD_LRS,N/A,DE North,N/A,16.551076,GBP
E50,Premium_LRS,N/A,IN Central Jio,N/A,0.005217,GBP
E6,StandardSSD_LRS,64,BR South,N/A,6.677968,GBP
S15,Standard_LRS,256,US West Central,N/A,8.44286,GBP
S15,Premium_LRS,N/A,DE West Central,N/A,1.162682,GBP
S15,Premium_LRS,N/A,EU West,westeurope,318.545066,GBP
P20,Premium_LRS,512,US Gov TX,N/A,54.571524,GBP
P20,StandardSSD_LRS,N/A,FR Central,N/A,0.737855,GBP
E10,StandardSSD_LRS,128,,N/A,0.0,GBP
E10,Premium_LRS,N/A,NO West,N/A,0.359984,GBP
E6,StandardSSD_LRS,64,JA East,N/A,3.577483,GBP
E6,StandardSSD_LRS,N/A,AE Central,N/A,0.602209,GBP
E6,Premium_LRS,N/A,IN Central Jio,N/A,228.511739,GBP
S60,Standard_LRS,8192,SE South,N/A,317.489709,GBP
P70,Premium_LRS,16384,US East,N/A,1343.091536,GBP
S70,Standard_LRS,16384,UK South,uksouth,429.782434,GBP
E30,StandardSSD_LRS,1024,KR South,N/A,57.239731,GBP
E80,StandardSSD_LRS,32767,CA Central,N/A,2014.838538,GBP
E80,StandardSSD_LRS,N/A,DE North,N/A,0.29067,GBP
E80,StandardSSD_LRS,N/A,US West 2,N/A,1.363915,GBP
E40,StandardSSD_LRS,2048,ZA North,N/A,167.142996,GBP
E40,Premium_LRS,N/A,UK South,uksouth,0.055898,GBP
E4,StandardSSD_LRS,32,IN Central Jio,N/A,1.967615,GBP
S50,Standard_LRS,4096,UK West,N/A,134.305977,GBP
S50,Premium_LRS,N/A,US West 3,N/A,1.360188,GBP
E15,StandardSSD_LRS,256,JA East,N/A,14.309932,GBP
S40,Standard_LRS,2048,JA West,N/A,61.055713,GBP
S40,Premium_LRS,N/A,KR Central,N/A,24.727862,GBP
S40,Premium_LRS,N/A,US Gov AZ,N/A,3.060238,GBP
S15,Standard_LRS,256,AE Central,N/A,10.97542,GBP
S70,Standard_LRS,16384,US South Central,N/A,488.445706,GBP
S10,Standard_LRS,128,IN South,N/A,4.388379,GBP
E15,StandardSSD_LRS,256,EU North,N/A,21.464899,GBP
E15,StandardSSD_LRS,N/A,IN West Jio,N/A,53.319405,GBP
E15,Premium_LRS,N/A,AU Southeast,N/A,0.062605,GBP
P60,Premium_LRS,8192,IN West,N/A,705.121938,GBP
P80,Premium_LRS,32767,US West,N/A,2686.175619,GBP
S6,Standard_LRS,64,US Gov,N/A,2.466078,GBP
S6,StandardSSD_LRS,N/A,AE North,N/A,1.800666,GBP
S6,Premium_LRS,N/A,EU West,westeurope,12.551748,GBP
S6,Premium_LRS,N/A,IN South,N/A,0.675249,GBP
S6,StandardSSD_LRS,N/A,AP Southeast,N/A,24.755438,GBP
S6,Premium_LRS,N/A,US Central,N/A,12.045684,GBP
S6,StandardSSD_LRS,N/A,US South Central,N/A,1.341556,GBP
S6,StandardSSD_LRS,N/A,US West Central,N/A,0.053662,GBP
S6,Premium_LRS,N/A,CA Central,N/A,0.232536,GBP
S6,Premium_LRS,N/A,DE North,N/A,8.275165,GBP
E10,StandardSSD_LRS,128,US South Central,N/A,7.154966,GBP
E6,StandardSSD_LRS,64,FR Central,N/A,5.902847,GBP
E6,StandardSSD_LRS,N/A,AU Central,N/A,55.22367,GBP
E15,StandardSSD_LRS,256,EU North,N/A,14.309932,GBP
E15,Premium_LRS,N/A,US South Central,N/A,0.420354,GBP
E70,StandardSSD_LRS,16384,CH West,N/A,1309.645049,GBP
E70,Premium_LRS,N/A,US West 3,N/A,0.003726,GBP
E10,StandardSSD_LRS,128,FR Central,N/A,11.805694,GBP
S40,Standard_LRS,2048,AE North,N/A,69.603662,GBP
E20,StandardSSD_LRS,512,US Central,N/A,28.619865,GBP
E20,Premium_LRS,N/A,EU West,westeurope,609.386997,GBP
E20,Premium_LRS,N/A,EU North,N/A,0.107324,GBP
S50,Standard_LRS,4096,US West 2,N/A,106.847498,GBP
E40,StandardSSD_LRS,2048,US West 3,N/A,114.479462,GBP
P80,Premium_LRS,32767,CH West,N/A,4225.161341,GBP
P80,StandardSSD_LRS,N/A,CA Central,N/A,11.752032,GBP
P80,StandardSSD_LRS,N/A,ZA North,N/A,0.65289,GBP
P80,Premium_LRS,N/A,US West 2,N/A,1.788741,GBP
P80,StandardSSD_LRS,N/A,CH North,N/A,0.268311,GBP
P4,Premium_LRS,32,UK South,uksouth,4.760959,GBP
E40,StandardSSD_LRS,2048,NO West,N/A,163.707121,GBP
S50,Standard_LRS,4096,JA East,N/A,122.111426,GBP
S50,StandardSSD_LRS,N/A,US West 2,N/A,19.042644,GBP
S50,StandardSSD_LRS,N/A,US West,N/A,1.77309,GBP
E20,StandardSSD_LRS,512,ZA North,N/A,41.785003,GBP
E20,StandardSSD_LRS,N/A,US Gov AZ,N/A,0.848161,GBP
E20,Premium_LRS,N/A,AU Central,N/A,1.972087,GBP
P30,Premium_LRS,1024,CH North,N/A,121.893796,GBP
S80,Standard_LRS,32767,US Gov AZ,N/A,1074.459813,GBP
S80,StandardSSD_LRS,N/A,ZA North,N/A,0.283217,GBP
S80,Premium_LRS,N/A,AP Southeast,N/A,12.731368,GBP
S50,Standard_LRS,4096,US East 2,N/A,122.111426,GBP
S50,Premium_LRS,N/A,IN West Jio,N/A,0.005217,GBP
P6,Premium_LRS,64,US South Central,N/A,6.916542,GBP
P6,StandardSSD_LRS,N/A,BR South,N/A,0.834746,GBP
P4,Premium_LRS,32,CH West,N/A,6.188788,GBP
P80,Premium_LRS,32767,AU Southeast,N/A,2686.175619,GBP
P80,StandardSSD_LRS,N/A,US Gov,N/A,0.491903,GBP
P80,StandardSSD_LRS,N/A,US North Central,N/A,1.636698,GBP
E30,StandardSSD_LRS,1024,AP Southeast,N/A,57.239731,GBP
E30,StandardSSD_LRS,N/A,US Gov TX,N/A,0.438241,GBP
P4,Premium_LRS,32,NO West,N/A,6.189045,GBP
S4,Standard_LRS,32,UK South,uksouth,1.259572,GBP
S4,Premium_LRS,N/A,DE North,N/A,16.551076,GBP
P30,Premium_LRS,1024,US Gov AZ,N/A,100.743417,GBP
P30,Premium_LRS,N/A,AP Southeast,N/A,6.365684,GBP
P30,Premium_LRS,N/A,CA East,N/A,0.536622,GBP
E60,StandardSSD_LRS,8192,EU North,N/A,457.917849,GBP
P20,Premium_LRS,512,CH West,N/A,85.837237,GBP
S4,Standard_LRS,32,DE North,N/A,1.488382,GBP
S80,Standard_LRS,32767,EU West,westeurope,976.891412,GBP
S80,Premium_LRS,N/A,US West 2,N/A,263.302763,GBP
E6,StandardSSD_LRS,64,AU Southeast,N/A,4.865377,GBP
E6,StandardSSD_LRS,N/A,UK South,uksouth,102.017895,GBP
E30,StandardSSD_LRS,1024,US Central,N/A,57.239731,GBP
E30,Premium_LRS,N/A,IN West,N/A,2.468463,GBP
E30,Premium_LRS,N/A,AU Central,N/A,55.22367,GBP
E60,StandardSSD_LRS,8192,US South Central,N/A,457.917849,GBP
E10,StandardSSD_LRS,128,SE Central,N/A,7.154966,GBP
E10,Premium_LRS,N/A,JA West,N/A,0.693137,GBP
S20,Standard_LRS,512,US Gov AZ,N/A,17.839716,GBP
S20,StandardSSD_LRS,N/A,KR South,N/A,0.055898,GBP
S20,Premium_LRS,N/A,EU West,westeurope,12.731368,GBP
S20,StandardSSD_LRS,N/A,FR South,N/A,30.944484,GBP
S20,Premium_LRS,N/A,CA Central,N/A,195.867205,GBP
S4,Standard_LRS,32,AE North,N/A,1.373753,GBP
P20,Premium_LRS,512,UK West,N/A,66.029905,GBP
E30,StandardSSD_LRS,1024,FR Central,N/A,62.963704,GBP
E30,StandardSSD_LRS,N/A,KR South,N/A,102.017895,GBP
E30,Premium_LRS,N/A,DE North,N/A,1.146285,GBP
E20,StandardSSD_LRS,512,FR Central,N/A,47.222778,GBP
E4,StandardSSD_LRS,32,US East 2,N/A,1.788741,GBP
E4,Premium_LRS,N/A,AU Central 2,N/A,55.22367,GBP
E4,StandardSSD_LRS,N/A,ZA North,N/A,0.511281,GBP
P60,Premium_LRS,8192,IN Central,N/A,705.121938,GBP
S6,Standard_LRS,64,IN West Jio,N/A,2.466078,GBP
S6,StandardSSD_LRS,N/A,US North Central,N/A,0.89437,GBP
E15,StandardSSD_LRS,256,US West,N/A,14.309932,GBP
E15,StandardSSD_LRS,N/A,SE South,N/A,0.581341,GBP
E50,StandardSSD_LRS,4096,FR South,N/A,327.411262,GBP
E50,Premium_LRS,N/A,BR South,N/A,0.70059,GBP
E10,StandardSSD_LRS,128,US West 3,N/A,7.154966,GBP
E15,StandardSSD_LRS,256,SE Central,N/A,21.464899,GBP
E30,StandardSSD_LRS,1024,FR South,N/A,81.852815,GBP
E30,StandardSSD_LRS,N/A,UK South,uksouth,1.705266,GBP
E40,StandardSSD_LRS,2048,ZA West,N/A,192.326987,GBP
S30,Standard_LRS,1024,IN Central Jio,N/A,33.580642,GBP
E50,StandardSSD_LRS,4096,US Gov TX,N/A,251.854816,GBP
E50,Premium_LRS,N/A,IN West,N/A,0.617115,GBP
E50,Premium_LRS,N/A,NO East,N/A,1.27895,GBP
E50,StandardSSD_LRS,N/A,AP Southeast,N/A,0.029067,GBP
E50,Premium_LRS,N/A,AU Central,N/A,0.5083,GBP
P10,Premium_LRS,128,IN West Jio,N/A,14.69004,GBP
P10,Premium_LRS,N/A,UK South,uksouth,0.242225,GBP
E6,StandardSSD_LRS,64,DE North,N/A,4.650728,GBP
E6,StandardSSD_LRS,N/A,JA West,N/A,0.447185,GBP
E10,StandardSSD_LRS,128,AE Central,N/A,9.301456,GBP
E10,Premium_LRS,N/A,CH West,N/A,0.087201,GBP
P30,Premium_LRS,1024,UK West,N/A,121.893796,GBP
P30,Premium_LRS,N/A,IN West Jio,N/A,1.904264,GBP
S15,Standard_LRS,256,IN West,N/A,10.680331,GBP
S15,StandardSSD_LRS,N/A,FR Central,N/A,0.027949,GBP
S15,Premium_LRS,N/A,IN West Jio,N/A,0.125211,GBP
E6,StandardSSD_LRS,64,US Gov TX,N/A,3.935231,GBP
E60,StandardSSD_LRS,8192,NO East,N/A,503.709634,GBP
E70,StandardSSD_LRS,16384,IN Central Jio,N/A,1007.419269,GBP
P60,Premium_LRS,8192,DE West Central,N/A,833.410486,GBP
