repository_full_name,pusher_id,pull_request_id,action,ref,release_id,issue_state,forkee_id,repository_watchers_count,commits_0_id,commits_0_author_username,commits_0_added,commits_0_modified,commits_0_removed,commits_0_message,before,after,commits_0_url,commits_1_url,commits_2_url,commits_3_url,commits_4_url,commits_0_timestamp,_time,pusher_login,sender_username,issue_created_at,issue_id,issue_title,issue_body,comment_id,comment_body,issue_updated_at,comment_html_url,pull_request_user_username,pull_request_state,pull_request_base_repo_updated_at,pull_request_number,pull_request_title,pull_request_merged_at,forkee_name,forkee_description,forkee_owner_username,release_created_at,release_name,release_author_username,release_body,repository_updated_at,repository_size,repository_created_at
Avotrix/Splunk-Deployment,8,,,refs/heads/mahesh,,,,14,ea9c79db6b4c0d4b5bfaceb3fee9c4b5356461ab,mahesh,,serverclass.conf,,Disabling app avo_login_minitoring app,0000000000000000000000000000000000000000,ea9c79db6b4c0d4b5bfaceb3fee9c4b5356461ab,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/ea9c79db6b4c0d4b5bfaceb3fee9c4b5356461ab,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/8de3b2b88a7d1832d5b1540559dcd0835c5cf1b7,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/5bf39bda937380fb5819b9f6097882237cbd6a77,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/4e0b64c73159476724aec358e3935acd06886422,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/03162ed2edcd33e515040e795e04a29c25d452a9,2020-06-18T00:03:28+05:30,1592418808,mahesh,mahesh,,,,,,,,,,,,,,,,,,,,,,2020-06-16T00:50:59+05:30,80457728,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,,,mahesh,,,,14,,,,,,,,,,,,,,,1592418819,,mahesh,,,,,,,,,,,,,,,,,,,,,,2020-06-16T00:50:59+05:30,80457728,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,189,opened,,,,,14,,,,,,,,,,,,,,,1592861612,,diksha,,,,,,,,,diksha,open,2020-06-23T03:01:10+05:30,143,w3c new sourcetype,None,,,,,,,,2020-06-23T03:01:10+05:30,80475136,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,186,opened,,,,,14,,,,,,,,,,,,,,,1592424076,,mahesh,,,,,,,,,mahesh,open,2020-06-18T01:29:26+05:30,140,Add openldap add on,None,,,,,,,,2020-06-18T01:29:26+05:30,80459776,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,8,,,refs/heads/mahesh,,,,14,243352c4db7dcbc0fd9a88d322ffc089c7545c06,mahesh,,serverclass.conf,,added openldap app on CM,ea9c79db6b4c0d4b5bfaceb3fee9c4b5356461ab,243352c4db7dcbc0fd9a88d322ffc089c7545c06,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/243352c4db7dcbc0fd9a88d322ffc089c7545c06,,,,,2020-06-18T01:24:02+05:30,1592423967,mahesh,mahesh,,,,,,,,,,,,,,,,,,,,,,2020-06-18T00:03:38+05:30,80459776,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,0944946befaf250dcc45da1d7bef02c8cd0d1455,mahesh,,,,"Merge branch \'mahesh\' of Avotrix/Splunk-Deployment into master
Approved",8de3b2b88a7d1832d5b1540559dcd0835c5cf1b7,0944946befaf250dcc45da1d7bef02c8cd0d1455,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/0944946befaf250dcc45da1d7bef02c8cd0d1455,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/ea9c79db6b4c0d4b5bfaceb3fee9c4b5356461ab,,,,2020-06-18T00:06:43+05:30,1592419003,Avotrix,mahesh,,,,,,,,,,,,,,,,,,,,,,2020-06-18T00:03:38+05:30,80457728,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,185,closed,,,,,14,,,,,,,,,,,,,,,1592419007,,mahesh,,,,,,,,,mahesh,closed,2020-06-18T00:03:38+05:30,139,Disabling Avo_login_Monitoring app from DX,2020-06-18T00:06:46.9800775+05:30,,,,,,,,2020-06-18T00:03:38+05:30,80457728,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,,,,,,,14,,,,,,,209517dd9fbfdc9aed7c5f13490ae63e138cf537,,,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/a4083aa37d1434afef993d9fe1168d0c21ee3557,,,,,1592590100,,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-19T23:38:51+05:30,80467968,2019-12-19T02:18:29+05:30
,,,,,,,,,dee1b3679952cacce5ad4c3896611a4f56564c63,ajith,,,,,,,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dee1b3679952cacce5ad4c3896611a4f56564c63,,,,,2020-06-19T23:42:11+05:30,1592590331,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,,refs/heads/master,,,,,,,,,,"""Merge",,dee1b3679952cacce5ad4c3896611a4f56564c63,,,,,,,1592590332,Avotrix,,,,,,,,,,,,,,,,,,,,,,,,,
Avotrix/Splunk-Deployment,,188,closed,,,,,14,,,,,,,,,,,,,,,1592590332,,ajith,,,,,,,,,ajith,closed,2020-06-19T23:38:51+05:30,142,Migration of inputs.conf from local to default and then deleting the local inputs.conf,2020-06-19T23:42:12.003722+05:30,,,,,,,,2020-06-19T23:38:51+05:30,80467968,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,188,opened,,,,,14,,,,,,,,,,,,,,,1592590260,,ajith,,,,,,,,,ajith,open,2020-06-19T23:38:51+05:30,142,Migration of inputs.conf from local to default and then deleting the local inputs.conf,None,,,,,,,,2020-06-19T23:38:51+05:30,80467968,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,7c5c502d5ff302f299336d1f03e996a960a96935,vignesh,,,,"Merge branch \'vignesh\' of Avotrix/Splunk-Deployment into master
Approved",96726277ec5a79b412befc5454b7ca377bb78fe4,7c5c502d5ff302f299336d1f03e996a960a96935,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/7c5c502d5ff302f299336d1f03e996a960a96935,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/d0b6a08bd764e249ca2ee1999d9cfaeb4f153b8a,,,,2020-06-18T20:26:50+05:30,1592492212,Avotrix,vignesh,,,,,,,,,,,,,,,,,,,,,,2020-06-18T20:25:39+05:30,80462848,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,187,closed,,,,,14,,,,,,,,,,,,,,,1592492211,,vignesh,,,,,,,,,vignesh,closed,2020-06-18T20:25:39+05:30,141,Integrity Issue,2020-06-18T20:26:51.4290343+05:30,,,,,,,,2020-06-18T20:25:39+05:30,80462848,2019-12-19T02:18:29+05:30
splunk/DS,10,,,refs/heads/master,,,,2,9c05ee904a4be9ffa9e2e862a6803a9655619a2b,vikram,,,,"Merge branch \'abhiraj\' of splunk/DS into master
done",4c324e0675c146c18bac1c975815b2927737f762,9c05ee904a4be9ffa9e2e862a6803a9655619a2b,http://repo.avotrix.com:3000/splunk/DS/commit/9c05ee904a4be9ffa9e2e862a6803a9655619a2b,http://repo.avotrix.com:3000/splunk/DS/commit/b2898073bef68dcd9d83d609cbd365dc533b1026,http://repo.avotrix.com:3000/splunk/DS/commit/7d19ce7d51b8a55d62cd53deffe261a33aa4c192,,,2020-06-17T20:31:56+05:30,1592406116,splunk,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T20:23:17+05:30,52983808,2019-11-14T01:30:08+05:30
splunk/DS,,32,closed,,,,,2,,,,,,,,,,,,,,,1592406118,,vikram,,,,,,,,,Ghost,closed,2020-06-17T20:23:17+05:30,23,changes,2020-06-17T20:31:57.6208484+05:30,,,,,,,,2020-06-17T20:23:17+05:30,52983808,2019-11-14T01:30:08+05:30
splunk/DS,,,created,,,open,,2,,,,,,,,,,,,,,,1592403436,,vikram,2020-06-17T19:46:17+05:30,197,Unable to receive logs,Need to check config,218,Need to check config,2020-06-17T19:46:17+05:30,http://repo.avotrix.com:3000/splunk/DS/issues/42#issuecomment-218,,,,,,,,,,,,,,2020-06-17T19:43:40+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/master,,,,2,61165e358aba43c2e72049a43cec5ac8eb271650,vikram,,apps.conf,,"updated app.conf
Modified conf file",e5ee90cf209532d43995852aa0da733f8d3b3c66,61165e358aba43c2e72049a43cec5ac8eb271650,http://repo.avotrix.com:3000/splunk/DS/commit/61165e358aba43c2e72049a43cec5ac8eb271650,,,,,2020-06-17T19:41:47+05:30,1592403107,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T19:36:44+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,,,,,,,24,2,,,,,,,,,,,,,,,1592410235,,vikram,,,,,,,,,,,,,,,ES,This is a directory of ES where all the deployment servers app will be stored and processes.,vikram,,,,,2020-06-17T20:23:17+05:30,52983808,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/master,,,,2,bb7cd2d61ae54c4cc0b59c2c9adf841ddd1a4b17,vikram,alfa.conf,,,"adding alfa.conf
Added conf file to the app",ecc45f9f973e369b4bac5b7fb17fd7a442e5277e,bb7cd2d61ae54c4cc0b59c2c9adf841ddd1a4b17,http://repo.avotrix.com:3000/splunk/DS/commit/bb7cd2d61ae54c4cc0b59c2c9adf841ddd1a4b17,,,,,2020-06-17T19:34:44+05:30,1592402684,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T19:32:28+05:30,52980736,2019-11-14T01:30:08+05:30
Avotrix/Splunk-Deployment,,185,opened,,,,,14,,,,,,,,,,,,,,,1592418952,,mahesh,,,,,,,,,mahesh,open,2020-06-18T00:03:38+05:30,139,Disabling Avo_login_Monitoring app from DX,None,,,,,,,,2020-06-18T00:03:38+05:30,80457728,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,8de3b2b88a7d1832d5b1540559dcd0835c5cf1b7,diksha,,,,"Merge branch \'diksha\' of Avotrix/Splunk-Deployment into master
verified",4e0b64c73159476724aec358e3935acd06886422,8de3b2b88a7d1832d5b1540559dcd0835c5cf1b7,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/8de3b2b88a7d1832d5b1540559dcd0835c5cf1b7,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/5bf39bda937380fb5819b9f6097882237cbd6a77,,,,2020-06-16T00:56:07+05:30,1592249168,Avotrix,diksha,,,,,,,,,,,,,,,,,,,,,,2020-06-16T00:50:59+05:30,80455680,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,184,closed,,,,,14,,,,,,,,,,,,,,,1592249168,,diksha,,,,,,,,,diksha,closed,2020-06-16T00:50:59+05:30,138,iis add-on,2020-06-16T00:56:08.0144337+05:30,,,,,,,,2020-06-16T00:50:59+05:30,80455680,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,184,opened,,,,,14,,,,,,,,,,,,,,,1592249136,,diksha,,,,,,,,,diksha,open,2020-06-16T00:50:59+05:30,138,iis add-on,None,,,,,,,,2020-06-16T00:50:59+05:30,80455680,2019-12-19T02:18:29+05:30
splunk/DS,,,,,,,25,2,,,,,,,,,,,,,,,1592410331,,vikram,,,,,,,,,,,,,,,ITSI,This is a directory of ITSI where all the deployment servers app will be stored and processes.,vikram,,,,,2020-06-17T20:23:17+05:30,52983808,2019-11-14T01:30:08+05:30
splunk/DS,,,published,,7,,,2,,,,,,,,,,,,,,,1592408888,,vikram,,,,,,,,,,,,,,,,,,2020-06-17T21:18:08+05:30,Google API,vikram,Adding API,2020-06-17T20:23:17+05:30,52983808,2019-11-14T01:30:08+05:30
splunk/DS,,,published,,6,,,2,,,,,,,,,,,,,,,1592408792,,vikram,,,,,,,,,,,,,,,,,,2020-06-17T21:16:32+05:30,June  Data,vikram,New release,2020-06-17T20:23:17+05:30,52983808,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/master,,,,2,d6474f3243af0caad1ac64b396aef2fc4c6644ea,vikram,,,data.conf,"Deletion conf file
Removed from DS",8276d553003820f6b8d7bfee66021ef230e328ff,d6474f3243af0caad1ac64b396aef2fc4c6644ea,http://repo.avotrix.com:3000/splunk/DS/commit/d6474f3243af0caad1ac64b396aef2fc4c6644ea,,,,,2020-06-17T20:23:16+05:30,1592405596,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T20:21:34+05:30,52983808,2019-11-14T01:30:08+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,4e0b64c73159476724aec358e3935acd06886422,diksha,,,,"Merge branch \'diksha\' of Avotrix/Splunk-Deployment into master
verified",da3ef9150382e80a05bf6e860c18683cc501ce32,4e0b64c73159476724aec358e3935acd06886422,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/4e0b64c73159476724aec358e3935acd06886422,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/03162ed2edcd33e515040e795e04a29c25d452a9,,,,2020-06-15T22:19:25+05:30,1592239766,Avotrix,diksha,,,,,,,,,,,,,,,,,,,,,,2020-06-15T22:17:05+05:30,80451584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,183,closed,,,,,14,,,,,,,,,,,,,,,1592239766,,diksha,,,,,,,,,diksha,closed,2020-06-15T22:17:05+05:30,137,ms:iis:default change props.conf,2020-06-15T22:19:26.2236223+05:30,,,,,,,,2020-06-15T22:17:05+05:30,80451584,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,183,opened,,,,,14,,,,,,,,,,,,,,,1592239738,,diksha,,,,,,,,,diksha,open,2020-06-15T22:17:05+05:30,137,ms:iis:default change props.conf,None,,,,,,,,2020-06-15T22:17:05+05:30,80451584,2019-12-19T02:18:29+05:30
splunk/DS,,,opened,,,open,,2,,,,,,,,,,,,,,,1592403942,,vikram,0001-01-01T00:00:00Z,198,UF not working,unable to send logs,,,0001-01-01T00:00:00Z,,,,,,,,,,,,,,,2020-06-17T19:43:40+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,,,closed,,,closed,,2,,,,,,,,,,,,,,,1592403868,,vikram,2020-06-17T19:46:17+05:30,197,Unable to receive logs,Closed #42,,,2020-06-17T19:53:29+05:30,,,,,,,,,,,,,,,2020-06-17T19:43:40+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,,,created,,,open,,2,,,,,,,,,,,,,,,1592403868,,vikram,2020-06-17T19:46:17+05:30,197,Unable to receive logs,Solved,220,Solved,2020-06-17T19:53:29+05:30,http://repo.avotrix.com:3000/splunk/DS/issues/42#issuecomment-220,,,,,,,,,,,,,,2020-06-17T19:43:40+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,,,opened,,,open,,2,,,,,,,,,,,,,,,1592403377,,vikram,0001-01-01T00:00:00Z,197,Unable to receive logs,Not gettings logs,,,0001-01-01T00:00:00Z,,,,,,,,,,,,,,,2020-06-17T19:43:40+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/master,,,,2,bcf6d980964a07e86f03c4c0270714178ea88764,vikram,,,apps.conf,"Deletion of conf
deleted conf file",61165e358aba43c2e72049a43cec5ac8eb271650,bcf6d980964a07e86f03c4c0270714178ea88764,http://repo.avotrix.com:3000/splunk/DS/commit/bcf6d980964a07e86f03c4c0270714178ea88764,,,,,2020-06-17T19:43:39+05:30,1592403219,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T19:41:48+05:30,52981760,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/master,,,,2,e5ee90cf209532d43995852aa0da733f8d3b3c66,vikram,data.conf,,,"adding data.conf
Added conf file to the app",bb7cd2d61ae54c4cc0b59c2c9adf841ddd1a4b17,e5ee90cf209532d43995852aa0da733f8d3b3c66,http://repo.avotrix.com:3000/splunk/DS/commit/e5ee90cf209532d43995852aa0da733f8d3b3c66,,,,,2020-06-17T19:36:43+05:30,1592402803,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T19:34:45+05:30,52980736,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/master,,,,2,ecc45f9f973e369b4bac5b7fb17fd7a442e5277e,vikram,Demo.conf,,,"adding demo.conf
Added conf into the app",c8e17c6c189f634fb2be802bb0e3340ecd315248,ecc45f9f973e369b4bac5b7fb17fd7a442e5277e,http://repo.avotrix.com:3000/splunk/DS/commit/ecc45f9f973e369b4bac5b7fb17fd7a442e5277e,,,,,2020-06-17T19:32:27+05:30,1592402547,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-06-17T19:30:14+05:30,52979712,2019-11-14T01:30:08+05:30
splunk/DS,23,,,refs/heads/vikram,,,,2,2f96ce2e175def6d2e54be973b692e1612fd4c14,vikram,apps.conf,,,Added new apps.conf file,0000000000000000000000000000000000000000,2f96ce2e175def6d2e54be973b692e1612fd4c14,http://repo.avotrix.com:3000/splunk/DS/commit/2f96ce2e175def6d2e54be973b692e1612fd4c14,http://repo.avotrix.com:3000/splunk/DS/commit/ac097f6300968a09e2a8541d7cf9b6ce601c23eb,http://repo.avotrix.com:3000/splunk/DS/commit/9b2c24e2121889f8fc8615546a35227c9d7b7691,http://repo.avotrix.com:3000/splunk/DS/commit/13c34c9b0d44bc1c345ff739452e6ad52c325b0d,http://repo.avotrix.com:3000/splunk/DS/commit/8ae7f138813ad35001f20caebf5cc38a0ba81004,2020-06-17T19:24:12+05:30,1592402052,vikram,vikram,,,,,,,,,,,,,,,,,,,,,,2020-05-29T20:39:01+05:30,52978688,2019-11-14T01:30:08+05:30
splunk/DS,,,created,,,open,,2,,,,,,,,,,,,,,,1592247510,,vignesh,2020-06-16T00:27:18+05:30,195,test,hapenning,216,hapenning,2020-06-16T00:27:18+05:30,http://repo.avotrix.com:3000/splunk/DS/issues/41#issuecomment-216,,,,,,,,,,,,,,2020-05-29T20:39:01+05:30,52978688,2019-11-14T01:30:08+05:30
Avotrix/Splunk-Deployment,,182,opened,,,,,14,,,,,,,,,,,,,,,1591997552,,diksha,,,,,,,,,diksha,open,2020-06-13T02:59:50+05:30,136,iis add-on props.conf change,None,,,,,,,,2020-06-13T02:59:50+05:30,80446464,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,15,,,refs/heads/diksha,,,,14,aa471d73d1cff82d37a11568998bc3fbd9484fae,diksha,deployment-apps/Splunk_TA_microsoft-iis/local/props.conf,,,change props.conf in iis add-on,d17e03cb8a9bd68ba9a1419e70456a40c5280d57,aa471d73d1cff82d37a11568998bc3fbd9484fae,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/aa471d73d1cff82d37a11568998bc3fbd9484fae,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/cd4efd9fd6a9033531eeddc9b9664ff57b0a1786,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/702ab3e96d67542e5e81b3f26eea940b6a7e3a6a,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/12dc8abbbcff4f173a1e576eaeaaac3c52fc91f6,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/847921b75321e347a4a4d78ca9069a15b889f632,2020-06-13T02:59:12+05:30,1591997391,diksha,diksha,,,,,,,,,,,,,,,,,,,,,,2020-06-12T21:55:51+05:30,80446464,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,cd4efd9fd6a9033531eeddc9b9664ff57b0a1786,priyanka,,,,"Merge branch \'priyanka\' of Avotrix/Splunk-Deployment into master
verified",847921b75321e347a4a4d78ca9069a15b889f632,cd4efd9fd6a9033531eeddc9b9664ff57b0a1786,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/cd4efd9fd6a9033531eeddc9b9664ff57b0a1786,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/702ab3e96d67542e5e81b3f26eea940b6a7e3a6a,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/12dc8abbbcff4f173a1e576eaeaaac3c52fc91f6,,,2020-06-12T22:00:15+05:30,1591979416,Avotrix,priyanka,,,,,,,,,,,,,,,,,,,,,,2020-06-12T21:55:51+05:30,80442368,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,181,closed,,,,,14,,,,,,,,,,,,,,,1591979416,,priyanka,,,,,,,,,priyanka,closed,2020-06-12T21:55:51+05:30,135,updated savedsearches.conf,2020-06-12T22:00:16.0567376+05:30,,,,,,,,2020-06-12T21:55:51+05:30,80442368,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,14,da3ef9150382e80a05bf6e860c18683cc501ce32,diksha,,,,"Merge branch \'diksha\' of Avotrix/Splunk-Deployment into master
verified",cd4efd9fd6a9033531eeddc9b9664ff57b0a1786,da3ef9150382e80a05bf6e860c18683cc501ce32,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/da3ef9150382e80a05bf6e860c18683cc501ce32,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/aa471d73d1cff82d37a11568998bc3fbd9484fae,,,,2020-06-13T03:03:20+05:30,1591997602,Avotrix,diksha,,,,,,,,,,,,,,,,,,,,,,2020-06-13T02:59:50+05:30,80446464,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,182,closed,,,,,14,,,,,,,,,,,,,,,1591997602,,diksha,,,,,,,,,diksha,closed,2020-06-13T02:59:50+05:30,136,iis add-on props.conf change,2020-06-13T03:03:21.7567557+05:30,,,,,,,,2020-06-13T02:59:50+05:30,80446464,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,181,opened,,,,,14,,,,,,,,,,,,,,,1591979382,,priyanka,,,,,,,,,priyanka,open,2020-06-12T21:55:51+05:30,135,updated savedsearches.conf,None,,,,,,,,2020-06-12T21:55:51+05:30,80442368,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,17,,,refs/heads/priyanka,,,,14,12dc8abbbcff4f173a1e576eaeaaac3c52fc91f6,priyanka,,deployment-apps/Avo_SIM/default/savedsearches.conf,,removing unwanted email address,6f36fddeecb1ba76543b25cc9a6aababcc43e608,12dc8abbbcff4f173a1e576eaeaaac3c52fc91f6,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/12dc8abbbcff4f173a1e576eaeaaac3c52fc91f6,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/847921b75321e347a4a4d78ca9069a15b889f632,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/d17e03cb8a9bd68ba9a1419e70456a40c5280d57,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/dfe9b22be2fb29a5973f4485194ea6e6c33a98c1,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/538ad93c5d8c19909d2b0e057f2f4431135546ea,2020-06-12T21:41:58+05:30,1591978540,priyanka,priyanka,,,,,,,,,,,,,,,,,,,,,,2020-06-11T21:22:50+05:30,80437248,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,16,660791172d103b6d04e7c6bf4a0fbeada25ea874,rajv,,,,Merge branch \'rajv\' of Avotrix/Splunk-Deployment into master,e2f0dfb16d457750226cd1d52bb61b30ca640cfa,660791172d103b6d04e7c6bf4a0fbeada25ea874,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/660791172d103b6d04e7c6bf4a0fbeada25ea874,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/613d7333891435b796603ff018674f453da4938e,,,,2020-06-06T01:36:39+05:30,1591387600,Avotrix,rajv,,,,,,,,,,,,,,,,,,,,,,2020-06-06T01:34:55+05:30,76096512,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,171,closed,,,,,16,,,,,,,,,,,,,,,1591387600,,rajv,,,,,,,,,rajv,closed,2020-06-06T01:34:55+05:30,125,Removed duplicate dashboard,2020-06-06T01:36:40.3038749+05:30,,,,,,,,2020-06-06T01:34:55+05:30,76096512,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,17,,,refs/heads/priyanka,,,,14,702ab3e96d67542e5e81b3f26eea940b6a7e3a6a,priyanka,,deployment-apps/Avo_SIM/default/savedsearches.conf,,removing unwanted email address,12dc8abbbcff4f173a1e576eaeaaac3c52fc91f6,702ab3e96d67542e5e81b3f26eea940b6a7e3a6a,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/702ab3e96d67542e5e81b3f26eea940b6a7e3a6a,,,,,2020-06-12T21:54:54+05:30,1591979152,priyanka,priyanka,,,,,,,,,,,,,,,,,,,,,,2020-06-12T21:45:39+05:30,80442368,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,25,,,refs/heads/master,,,,16,3d0aca382e4bba0e477535446c9d9b8d073dd4bb,ajith,,,,"Merge branch \'ajith\' of Avotrix/Splunk-Deployment into master
approved",a0d9cec68324ef052c8ec51688bd85e1d79cf06d,3d0aca382e4bba0e477535446c9d9b8d073dd4bb,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/3d0aca382e4bba0e477535446c9d9b8d073dd4bb,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/3a7c211e871accde3f44df44174f44ad956323cc,,,,2020-06-06T02:58:27+05:30,1591392508,Avotrix,ajith,,,,,,,,,,,,,,,,,,,,,,2020-06-06T02:56:33+05:30,76102656,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,172,closed,,,,,16,,,,,,,,,,,,,,,1591392508,,ajith,,,,,,,,,ajith,closed,2020-06-06T02:56:33+05:30,126,Avo_login_monitoring dashboard changes,2020-06-06T02:58:28.3555994+05:30,,,,,,,,2020-06-06T02:56:33+05:30,76102656,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,172,opened,,,,,16,,,,,,,,,,,,,,,1591392481,,ajith,,,,,,,,,ajith,open,2020-06-06T02:56:33+05:30,126,Avo_login_monitoring dashboard changes,None,,,,,,,,2020-06-06T02:56:33+05:30,76102656,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,171,opened,,,,,16,,,,,,,,,,,,,,,1591387580,,rajv,,,,,,,,,rajv,open,2020-06-06T01:34:55+05:30,125,Removed duplicate dashboard,None,,,,,,,,2020-06-06T01:34:55+05:30,76096512,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,20,,,refs/heads/rajv,,,,16,613d7333891435b796603ff018674f453da4938e,rajv,deployment-apps/Avo_Performance/default/transforms.conf,,deployment-apps/Avo_Performance/default/data/models/Unix_Performance.json,Removed duplicate dashboards.,e2f0dfb16d457750226cd1d52bb61b30ca640cfa,613d7333891435b796603ff018674f453da4938e,http://repo.avotrix.com:3000/Avotrix/Splunk-Deployment/commit/613d7333891435b796603ff018674f453da4938e,,,,,2020-06-06T01:33:55+05:30,1591387495,rajv,rajv,,,,,,,,,,,,,,,,,,,,,,2020-06-05T03:39:18+05:30,76096512,2019-12-19T02:18:29+05:30
Avotrix/Splunk-Deployment,,180,opened,,,,,14,,,,,,,,,,,,,,,1591891140,,diksha,,,,,,,,,diksha,open,2020-06-11T21:22:50+05:30,134,remove eventgen and sample folder,None,,,,,,,,2020-06-11T21:22:50+05:30,80431104,2019-12-19T02:18:29+05:30
