"ti_domain",context,url
"www.coinpot.co","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinnebula.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinlab.biz","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinjive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinimp.net","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinimp.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhub.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhove.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhives.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhiver.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhive.org","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhive.net","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhive.info","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhive-proxy.party","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinhive-manager.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coingive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinerra.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coiner.site","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coinblind.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-service.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-hive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-hive-stratum-yvvbqoavck.now.sh","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-hive-stratum-fcwcduvpjs.now.sh","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-hive-stratum-cilswgfvet.now.sh","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-hive-stratum-bqywuwxwij.now.sh","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-hive-proxy-ybydcnjgkl.now.sh","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.coihive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cody.services","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cndhit.xyz","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cloudmediacdn.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cloudmedia.gdn","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cloudflane.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cloudcoins.co","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cloudcdn.gdn","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.clod.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cliggi.download","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.clgserv.pro","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.chws.browsermine.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.chmproxy.bid","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.chainblock.science","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ch.browsermine.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cfcs1.duckdns.org","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cfceu.duckdns.org","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cfcdist.gdn","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cfcd.duckdns.org","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.certificates.freecontent.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cdns.ws","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cdnfile.xyz","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cdn.nablabee.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cdn-jquery.host","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cdn-analytics.pl","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.cd.freecontent.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.carrel.services","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.capodannoinversilia.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.c7e935.netlify.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bytecoin.crypto-webminer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.butcalve.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.browsermine.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.brominer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bowithow.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bmst.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bmpx.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bmnr.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bmnadutub.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bmcm.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.blockchained.party","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.blockchained.pa","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bjorksta.men","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bizoninvest.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bitcoiner.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bitcoin-pay.eu","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.biberukalap.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bewaslac.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bestsecurepractice.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bestmobiworld.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.besti.ga","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.besocial.online","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.berateveng.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.befirstcdn.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.be","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.baiduccdn1.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.backend.freecontent.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.bablace.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.b.proxy4.nullrefexcep.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aymcsx.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.axoncoho.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.averoconnector.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.avero.xyz","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.autologica.ga","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.authedwebmine.cz","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.authedmine.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.authcaptcha.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.auth.crypto-webminer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.auroramine.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.asvoxod.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.assetscdn.stream","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aservices.party","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.arizona-miner.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.api.coinhive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.api.coin-hive.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.api.browsermine.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.apdrive.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.anime.reactor.cc","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.andrew.nullrefexcep.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.andlache.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.analytics.blue","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.amhixwqagiz.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.altpool.pro","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.altavista.ovh","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.allfontshere.press","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ajcryptominer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ait7ee.win","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.afminer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.afdjljiyagf.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros08.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros07.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros06.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros05.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros04.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros03.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros02.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeros01.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aeon.crypto-webminer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.adplusplus.fr","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.adminer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.adless.io","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.adfreetv.ch","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.adbtc.top","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ad-miner.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.acbp0020171456.page.tl","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen12.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen11.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen10.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen09.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen08.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen07.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen06.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen05.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen04.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen03.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen02.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.ablen01.tk","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.aba.ae","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.a.proxy5.nullrefexcep.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.a.proxy4.nullrefexcep.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.8000plus.si","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.64uq73u7ug.webcam","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.50bots.nullrefexcep.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.2giga.link","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.2giga.download","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.1q2w3.website","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.1q2w3.top","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.1q2w3.me","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www.1q2w3.fun","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"www-tb7c.pr0gramm.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ww8.adminer.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ww2.flashx.co","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wty46.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wtm.monitoringservice.co","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wss.stati.bid","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wss.rand.com.ru","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wss.nablabee.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wss-2.monerise.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wss-1.monerise.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wsp.marketgid.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"wsnew.freebitco.in","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.3d0cb547.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.3c0cb3b4.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.360caa42.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.340ca71c.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.330ca589.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.320ca3f6.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.310ca263.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.300ca0d0.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws9.1beb2a44.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.3d0cb547.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.3c0cb3b4.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.370cabd5.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.360caa42.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.340ca71c.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.330ca589.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.320ca3f6.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.310ca263.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.300ca0d0.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws8.1beb2a44.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.3c0cb3b4.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.370cabd5.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.360caa42.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.340ca71c.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.330ca589.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.320ca3f6.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.310ca263.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.300ca0d0.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws7.1beb2a44.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.3d0cb547.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.3c0cb3b4.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.370cabd5.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.360caa42.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.330ca589.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.320ca3f6.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.310ca263.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws6.1beb2a44.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws50.crypto.csgocpu.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws50.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.bmnr.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.3d0cb547.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.3c0cb3b4.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.370cabd5.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.360caa42.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.340ca71c.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.330ca589.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.320ca3f6.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.310ca263.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.300ca0d0.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws5.1beb2a44.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws49.crypto.csgocpu.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws49.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws48.crypto.csgocpu.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws48.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws47.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws46.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws45.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws44.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws43.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws42.crypto.csgocpu.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws42.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws41.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws40.crypto-loot.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.coin-have.com","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.bmnr.pw","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.3d0cb547.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.3c0cb3b4.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.370cabd5.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.360caa42.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.340ca71c.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.330ca589.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.320ca3f6.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.310ca263.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
"ws4.300ca0d0.space","Browser crypto-mining","https://zerodot1.gitlab.io/CoinBlockerLists/list_browser.txt"
