data_source
ASL AWS CloudTrail
AWS CloudTrail
AWS CloudTrail AssumeRoleWithSAML
AWS CloudTrail ConsoleLogin
AWS CloudTrail CopyObject
AWS CloudTrail CreateAccessKey
AWS CloudTrail CreateKey
AWS CloudTrail CreateLoginProfile
AWS CloudTrail CreateNetworkAclEntry
AWS CloudTrail CreatePolicyVersion
AWS CloudTrail CreateSnapshot
AWS CloudTrail CreateTask
AWS CloudTrail CreateVirtualMFADevice
AWS CloudTrail DeactivateMFADevice
AWS CloudTrail DeleteAccountPasswordPolicy
AWS CloudTrail DeleteAlarms
AWS CloudTrail DeleteDetector
AWS CloudTrail DeleteGroup
AWS CloudTrail DeleteGuardrail
AWS CloudTrail DeleteIPSet
AWS CloudTrail DeleteKnowledgeBase
AWS CloudTrail DeleteLogGroup
AWS CloudTrail DeleteLogStream
AWS CloudTrail DeleteLoggingConfiguration
AWS CloudTrail DeleteModelInvocationLoggingConfiguration
AWS CloudTrail DeleteNetworkAclEntry
AWS CloudTrail DeletePolicy
AWS CloudTrail DeleteRule
AWS CloudTrail DeleteRuleGroup
AWS CloudTrail DeleteSnapshot
AWS CloudTrail DeleteTrail
AWS CloudTrail DeleteVirtualMFADevice
AWS CloudTrail DeleteWebACL
AWS CloudTrail DescribeEventAggregates
AWS CloudTrail DescribeImageScanFindings
AWS CloudTrail DescribeSnapshotAttribute
AWS CloudTrail GetAccountPasswordPolicy
AWS CloudTrail GetObject
AWS CloudTrail GetPasswordData
AWS CloudTrail InvokeModel
AWS CloudTrail JobCreated
AWS CloudTrail ListFoundationModels
AWS CloudTrail ModifyDBInstance
AWS CloudTrail ModifyImageAttribute
AWS CloudTrail ModifySnapshotAttribute
AWS CloudTrail PutBucketAcl
AWS CloudTrail PutBucketLifecycle
AWS CloudTrail PutBucketReplication
AWS CloudTrail PutBucketVersioning
AWS CloudTrail PutImage
AWS CloudTrail PutKeyPolicy
AWS CloudTrail ReplaceNetworkAclEntry
AWS CloudTrail SetDefaultPolicyVersion
AWS CloudTrail StopLogging
AWS CloudTrail UpdateAccountPasswordPolicy
AWS CloudTrail UpdateLoginProfile
AWS CloudTrail UpdateSAMLProvider
AWS CloudTrail UpdateTrail
AWS CloudWatchLogs VPCflow
AWS Cloudfront
AWS Security Hub
Azure Active Directory
Azure Active Directory Add app role assignment to service principal
Azure Active Directory Add member to role
Azure Active Directory Add owner to application
Azure Active Directory Add service principal
Azure Active Directory Add unverified domain
Azure Active Directory Consent to application
Azure Active Directory Disable Strong Authentication
Azure Active Directory Enable account
Azure Active Directory Invite external user
Azure Active Directory MicrosoftGraphActivityLogs
Azure Active Directory NonInteractiveUserSignInLogs
Azure Active Directory Reset password (by admin)
Azure Active Directory Set domain authentication
Azure Active Directory Sign-in activity
Azure Active Directory Update application
Azure Active Directory Update authorization policy
Azure Active Directory Update user
Azure Active Directory User registered security info
Azure Audit Create or Update an Azure Automation Runbook
Azure Audit Create or Update an Azure Automation account
Azure Audit Create or Update an Azure Automation webhook
Azure Monitor Activity
Bro conn
Bro dns
Bro files
Bro http
Bro loaded_scripts
Bro ntp
Bro ocsp
Bro ssl
Bro weird
Bro x509
CircleCI
Cisco AI Defense Alerts
Cisco ASA Logs
Cisco Duo Activity
Cisco Duo Administrator
Cisco IOS Logs
Cisco Network Visibility Module Flow Data
Cisco Network Visibility Module OSquery
Cisco Secure Firewall Threat Defense Connection Event
Cisco Secure Firewall Threat Defense File Event
Cisco Secure Firewall Threat Defense Intrusion Event
CrowdStrike Falcon Stream Alert
CrowdStrike ProcessRollup2
CrushFTP
G Suite Drive
G Suite Gmail
GitHub Enterprise Audit Logs
GitHub Organizations Audit Logs
GitHub Webhooks
Google Workspace
Google Workspace login_failure
Google Workspace login_success
Ivanti VTM Audit
Kubernetes Audit
Kubernetes Falco
Linux Auditd Add User
Linux Auditd Daemon Abort
Linux Auditd Daemon End
Linux Auditd Daemon Start
Linux Auditd Execve
Linux Auditd Path
Linux Auditd Proctitle
Linux Auditd Service Stop
Linux Auditd Syscall
Linux Secure
M365 Copilot Graph API
M365 Exported eDiscovery Prompts
MS Defender ATP Alerts
MS365 Defender Incident Alerts
NTLM Operational 8004
NTLM Operational 8005
NTLM Operational 8006
Nginx Access
O365
O365 Add app role assignment grant to user.
O365 Add app role assignment to service principal.
O365 Add member to role.
O365 Add owner to application.
O365 Add service principal.
O365 Add-MailboxPermission
O365 Change user license.
O365 Consent to application.
O365 Disable Strong Authentication.
O365 MailItemsAccessed
O365 ModifyFolderPermissions
O365 Set Company Information.
O365 Set-Mailbox
O365 Update application.
O365 Update authorization policy.
O365 Update user.
O365 UserLoggedIn
O365 UserLoginFailed
Office 365 Reporting Message Trace
Office 365 Universal Audit Log
Okta
Ollama Server
Palo Alto Network Threat
Palo Alto Network Traffic
PingID
Powershell Installed IIS Modules
Powershell SIP Inventory
Powershell Script Block Logging 4104
Splunk
Splunk AppDynamics Secure Application Alert
Splunk Common Information Model (CIM)
Splunk Stream HTTP
Splunk Stream IP
Splunk Stream TCP
Suricata
Sysmon EventID 1
Sysmon EventID 10
Sysmon EventID 11
Sysmon EventID 12
Sysmon EventID 13
Sysmon EventID 14
Sysmon EventID 15
Sysmon EventID 17
Sysmon EventID 18
Sysmon EventID 20
Sysmon EventID 21
Sysmon EventID 22
Sysmon EventID 23
Sysmon EventID 26
Sysmon EventID 29
Sysmon EventID 3
Sysmon EventID 5
Sysmon EventID 6
Sysmon EventID 7
Sysmon EventID 8
Sysmon EventID 9
Sysmon for Linux EventID 1
Sysmon for Linux EventID 11
VMWare ESXi Syslog
Windows Active Directory Admon
Windows Defender Alerts
Windows Event Log AppXDeployment-Server 400
Windows Event Log AppXDeployment-Server 854
Windows Event Log AppXDeployment-Server 855
Windows Event Log AppXPackaging 171
Windows Event Log Application 15457
Windows Event Log Application 17135
Windows Event Log Application 2282
Windows Event Log Application 3000
Windows Event Log Application 8128
Windows Event Log CAPI2 70
Windows Event Log CAPI2 81
Windows Event Log CertificateServicesClient 1007
Windows Event Log Defender 1121
Windows Event Log Defender 1122
Windows Event Log Defender 1125
Windows Event Log Defender 1126
Windows Event Log Defender 1129
Windows Event Log Defender 1131
Windows Event Log Defender 1132
Windows Event Log Defender 1133
Windows Event Log Defender 1134
Windows Event Log Defender 5007
Windows Event Log Microsoft Windows TerminalServices RDPClient 1024
Windows Event Log Printservice 316
Windows Event Log Printservice 4909
Windows Event Log Printservice 808
Windows Event Log RemoteConnectionManager 1149
Windows Event Log Security 1100
Windows Event Log Security 1102
Windows Event Log Security 4624
Windows Event Log Security 4625
Windows Event Log Security 4627
Windows Event Log Security 4648
Windows Event Log Security 4662
Windows Event Log Security 4663
Windows Event Log Security 4672
Windows Event Log Security 4688
Windows Event Log Security 4698
Windows Event Log Security 4699
Windows Event Log Security 4700
Windows Event Log Security 4702
Windows Event Log Security 4703
Windows Event Log Security 4719
Windows Event Log Security 4720
Windows Event Log Security 4724
Windows Event Log Security 4725
Windows Event Log Security 4726
Windows Event Log Security 4727
Windows Event Log Security 4728
Windows Event Log Security 4730
Windows Event Log Security 4731
Windows Event Log Security 4732
Windows Event Log Security 4737
Windows Event Log Security 4738
Windows Event Log Security 4739
Windows Event Log Security 4741
Windows Event Log Security 4742
Windows Event Log Security 4744
Windows Event Log Security 4749
Windows Event Log Security 4754
Windows Event Log Security 4759
Windows Event Log Security 4768
Windows Event Log Security 4769
Windows Event Log Security 4771
Windows Event Log Security 4776
Windows Event Log Security 4781
Windows Event Log Security 4783
Windows Event Log Security 4790
Windows Event Log Security 4794
Windows Event Log Security 4798
Windows Event Log Security 4876
Windows Event Log Security 4886
Windows Event Log Security 4887
Windows Event Log Security 4946
Windows Event Log Security 4947
Windows Event Log Security 4948
Windows Event Log Security 5136
Windows Event Log Security 5137
Windows Event Log Security 5140
Windows Event Log Security 5141
Windows Event Log Security 5145
Windows Event Log System 104
Windows Event Log System 4720
Windows Event Log System 4726
Windows Event Log System 4728
Windows Event Log System 7036
Windows Event Log System 7040
Windows Event Log System 7045
Windows Event Log TaskScheduler 200
Windows Event Log TaskScheduler 201
Windows IIS
Windows IIS 29
Zeek Conn
osquery
