host,_time,Event.ID,Event.LocMod.LocModType,Event.LocMod.Location.LocGuid,Event.LocMod.Location.LocUser,Event.LocMod.LocEntry.EntryType,Event.LocMod.LocEntry.EntryName,Event.LocMod.LocEntry.EntryData,Event.LocMod.LocEntry.AutoExecFiles.AutoExecFile.AEFRawString,Event.LocMod.LocEntry.AutoExecFiles.AutoExecFile.AEFAttributes.AEFAttribute.AEFAttrMD5,Event.LocMod.ForensicMod.ForensicSource,Event.LocMod.ForensicMod.ForensicModType,Event.LocMod.ForensicMod.ExactFMTime,Event.LocMod.ForensicMod.EarliestFMTime,Event.LocMod.ForensicMod.LatestFMTime,Event.LocMod.ForensicMod.FirstEvent,Event.LocMod.ForensicMod.ForensicDescription,Event.OriginInfo.LastReportTime,Event.OriginInfo.ComputerName,Event.OriginInfo.DomainName,Event.OriginInfo.HardwareIdentifier,Event.OriginInfo.ContactEmailAddress,Event.OriginInfo.OSArchitecture,Event.OriginInfo.OSInfo.MajorVersion,Event.OriginInfo.OSInfo.MinorVersion,Event.OriginInfo.OSInfo.SPMajorVersion,Event.OriginInfo.OSInfo.SPMinorVersion,Event.OriginInfo.PerseusAgentVersion,Event.OriginInfo.PerseusReporterVersion,Event.OriginInfo.IPV4IpAddress,Event.OriginInfo.PublicIpAddress
redacted-29850,1565011716,608cabe3-88cf-44aa-bd23-1fa8e6e992bd,,,,,,,,,,,,,,,,1565011716,REDACTED-29850,,,,64,6,1,1,0,24070,24070,,
redacted-29849,1557406950,3b3aab12-6ff5-48db-8c8a-8c1ce1aa3c2a,,,,,,,,,,,,,,,,1565100901,REDACTED-29849,,,,64,6,1,1,0,24070,24070,,
redacted-29849,1565100901,3b3aab12-6ff5-48db-8c8a-8c1ce1aa3c2a,,,,,,,,,,,,,,,,1565100901,REDACTED-29849,,,,64,6,1,1,0,24070,24070,,
redacted-29848,1557407026,05752758-13c2-4912-b544-8f05c4bd984a,,,,,,,,,,,,,,,,1565024247,REDACTED-29848,,,,64,6,1,1,0,24070,24070,,
redacted-29848,1565024247,05752758-13c2-4912-b544-8f05c4bd984a,,,,,,,,,,,,,,,,1565024247,REDACTED-29848,,,,64,6,1,1,0,24070,24070,,
redacted-29847,1557407084,66f91991-3a47-4a25-8be4-19c1700afcb4,,,,,,,,,,,,,,,,1565099080,REDACTED-29847,,,,64,6,1,1,0,24070,24070,,
redacted-29847,1565099080,66f91991-3a47-4a25-8be4-19c1700afcb4,,,,,,,,,,,,,,,,1565099080,REDACTED-29847,,,,64,6,1,1,0,24070,24070,,
redacted-29846,1557407226,91aa98cc-3ad0-48a5-9fd0-a719b7550ad4,,,,,,,,,,,,,,,,1565093020,REDACTED-29846,,,,64,6,1,1,0,24070,24070,,
redacted-29846,1565093020,91aa98cc-3ad0-48a5-9fd0-a719b7550ad4,,,,,,,,,,,,,,,,1565093020,REDACTED-29846,,,,64,6,1,1,0,24070,24070,,
redacted-29845,1557407247,f75137d8-9cba-4ec3-907d-fe1598dcc6de,,,,,,,,,,,,,,,,1565107293,REDACTED-29845,,,,64,6,1,1,0,24070,24070,,
redacted-29845,1565107293,f75137d8-9cba-4ec3-907d-fe1598dcc6de,,,,,,,,,,,,,,,,1565107293,REDACTED-29845,,,,64,6,1,1,0,24070,24070,,
redacted-29844,1557407352,77e2f8ed-dd46-4215-923b-2a6070d352b9,,,,,,,,,,,,,,,,1557662353,REDACTED-29844,,,,64,6,1,1,0,24070,24070,,
redacted-29844,1557662353,77e2f8ed-dd46-4215-923b-2a6070d352b9,,,,,,,,,,,,,,,,1557662353,REDACTED-29844,,,,64,6,1,1,0,24070,24070,,
redacted-29843,1557407363,0ab04aea-102b-4c89-93dc-bd860457d030,,,,,,,,,,,,,,,,1565096402,REDACTED-29843,,,,64,6,1,1,0,24070,24070,,
redacted-29843,1565096402,0ab04aea-102b-4c89-93dc-bd860457d030,,,,,,,,,,,,,,,,1565096402,REDACTED-29843,,,,64,6,1,1,0,24070,24070,,
redacted-29842,1557407581,30a25822-1e0c-41ad-9e23-84132de016e0,,,,,,,,,,,,,,,,1565031495,REDACTED-29842,,,,64,6,1,1,0,24070,24070,,
redacted-29842,1565031495,30a25822-1e0c-41ad-9e23-84132de016e0,,,,,,,,,,,,,,,,1565031495,REDACTED-29842,,,,64,6,1,1,0,24070,24070,,
redacted-29841,1557407721,7be00f0c-620a-45f2-8636-af4c2011c5b5,,,,,,,,,,,,,,,,1565102701,REDACTED-29841,,,,64,6,1,1,0,24070,24070,,
redacted-29841,1565102701,7be00f0c-620a-45f2-8636-af4c2011c5b5,,,,,,,,,,,,,,,,1565102701,REDACTED-29841,,,,64,6,1,1,0,24070,24070,,
redacted-29840,1557407865,1e713fa0-e161-495a-b2c6-1de3e6cd55ff,,,,,,,,,,,,,,,,1565097968,REDACTED-29840,,,,64,6,1,1,0,24070,24070,,
redacted-29840,1565097968,1e713fa0-e161-495a-b2c6-1de3e6cd55ff,,,,,,,,,,,,,,,,1565097968,REDACTED-29840,,,,64,6,1,1,0,24070,24070,,
redacted-29839,1557407996,276c33be-db8e-49f3-830e-ce5a58072695,,,,,,,,,,,,,,,,1565100077,REDACTED-29839,,,,64,6,1,1,0,24070,24070,,
redacted-29839,1565100077,276c33be-db8e-49f3-830e-ce5a58072695,,,,,,,,,,,,,,,,1565100077,REDACTED-29839,,,,64,6,1,1,0,24070,24070,,
redacted-29838,1557408159,0afca688-052c-4a32-befd-f516b294a5c2,,,,,,,,,,,,,,,,1565101862,REDACTED-29838,,,,64,6,1,1,0,24070,24070,,
redacted-29838,1565101862,0afca688-052c-4a32-befd-f516b294a5c2,,,,,,,,,,,,,,,,1565101862,REDACTED-29838,,,,64,6,1,1,0,24070,24070,,
redacted-29837,1557408277,3874fb5a-b2db-4e78-a326-ca5f51d68896,,,,,,,,,,,,,,,,1564882412,REDACTED-29837,,,,64,6,1,1,0,24070,24070,,
redacted-29837,1564882412,3874fb5a-b2db-4e78-a326-ca5f51d68896,,,,,,,,,,,,,,,,1564882412,REDACTED-29837,,,,64,6,1,1,0,24070,24070,,
redacted-29836,1557408316,da0a2ada-9998-440e-9f45-3524e792c940,,,,,,,,,,,,,,,,1565113630,REDACTED-29836,,,,64,6,1,1,0,24070,24070,,
redacted-29836,1565113630,da0a2ada-9998-440e-9f45-3524e792c940,,,,,,,,,,,,,,,,1565113630,REDACTED-29836,,,,64,6,1,1,0,24070,24070,,
redacted-29835,1557408338,5f2169b1-33d1-4825-a84e-aa2a33282eeb,,,,,,,,,,,,,,,,1564690360,REDACTED-29835,,,,64,6,1,1,0,24070,24070,,
redacted-29835,1564690360,5f2169b1-33d1-4825-a84e-aa2a33282eeb,,,,,,,,,,,,,,,,1564690360,REDACTED-29835,,,,64,6,1,1,0,24070,24070,,
redacted-29834,1557408773,4db2e18d-4bd0-4314-ba96-907c8f379478,,,,,,,,,,,,,,,,1565119896,REDACTED-29834,,,,64,6,1,1,0,24070,24070,,
redacted-29834,1565119896,4db2e18d-4bd0-4314-ba96-907c8f379478,,,,,,,,,,,,,,,,1565119896,REDACTED-29834,,,,64,6,1,1,0,24070,24070,,
redacted-29833,1557408960,114ed467-0e78-49e5-95d8-1552d277347a,,,,,,,,,,,,,,,,1565097001,REDACTED-29833,,,,64,6,1,1,0,24070,24070,,
redacted-29833,1565097001,114ed467-0e78-49e5-95d8-1552d277347a,,,,,,,,,,,,,,,,1565097001,REDACTED-29833,,,,64,6,1,1,0,24070,24070,,
redacted-29832,1557409059,6730dbf3-a568-428a-bf30-556b38ca0d95,,,,,,,,,,,,,,,,1565126518,REDACTED-29832,,,,64,6,1,1,0,24070,24070,,
redacted-29832,1565126518,6730dbf3-a568-428a-bf30-556b38ca0d95,,,,,,,,,,,,,,,,1565126518,REDACTED-29832,,,,64,6,1,1,0,24070,24070,,
redacted-29831,1557409256,4c811944-1c6d-4241-8ecf-93051aabfbfa,,,,,,,,,,,,,,,,1565096401,REDACTED-29831,,,,64,6,1,1,0,24070,24070,,
redacted-29831,1565096401,4c811944-1c6d-4241-8ecf-93051aabfbfa,,,,,,,,,,,,,,,,1565096401,REDACTED-29831,,,,64,6,1,1,0,24070,24070,,
redacted-29830,1557409360,f1fada44-886a-429c-a7fb-f90253502623,,,,,,,,,,,,,,,,1565098912,REDACTED-29830,,,,64,6,1,1,0,24070,24070,,
redacted-29830,1565098912,f1fada44-886a-429c-a7fb-f90253502623,,,,,,,,,,,,,,,,1565098912,REDACTED-29830,,,,64,6,1,1,0,24070,24070,,
redacted-29829,1557410219,2164ab00-e0c6-474a-b9e3-2fe6fac81214,,,,,,,,,,,,,,,,1565099101,REDACTED-29829,,,,64,6,1,1,0,24070,24070,,
redacted-29829,1565099101,2164ab00-e0c6-474a-b9e3-2fe6fac81214,,,,,,,,,,,,,,,,1565099101,REDACTED-29829,,,,64,6,1,1,0,24070,24070,,
redacted-29828,1557410622,de992f1f-7b5c-4bde-bb52-af3cf2374f57,,,,,,,,,,,,,,,,1565120285,REDACTED-29828,,,,64,6,1,1,0,24070,24070,,
redacted-29828,1565120285,de992f1f-7b5c-4bde-bb52-af3cf2374f57,,,,,,,,,,,,,,,,1565120285,REDACTED-29828,,,,64,6,1,1,0,24070,24070,,
redacted-29827,1557410762,464904e7-b577-4c8c-a94c-8d292fd707a0,,,,,,,,,,,,,,,,1565122704,REDACTED-29827,,,,64,6,1,1,0,24070,24070,,
redacted-29827,1565122704,464904e7-b577-4c8c-a94c-8d292fd707a0,,,,,,,,,,,,,,,,1565122704,REDACTED-29827,,,,64,6,1,1,0,24070,24070,,
redacted-29826,1557410989,ba2ec7b5-1912-45e8-9bc2-6a5a07bfd6d5,,,,,,,,,,,,,,,,1565101155,REDACTED-29826,,,,64,6,1,1,0,24070,24070,,
redacted-29826,1565101155,ba2ec7b5-1912-45e8-9bc2-6a5a07bfd6d5,,,,,,,,,,,,,,,,1565101155,REDACTED-29826,,,,64,6,1,1,0,24070,24070,,
redacted-29825,1557411194,1013f34c-b5d9-4ab1-847f-5ac0cf4638a7,,,,,,,,,,,,,,,,1565096074,REDACTED-29825,,,,64,6,1,1,0,24070,24070,,
redacted-29825,1565096074,1013f34c-b5d9-4ab1-847f-5ac0cf4638a7,,,,,,,,,,,,,,,,1565096074,REDACTED-29825,,,,64,6,1,1,0,24070,24070,,
redacted-29824,1557413209,6e7914f9-89c4-4c5a-839d-146dfbfd9d50,,,,,,,,,,,,,,,,1565096757,REDACTED-29824,,,,64,6,1,1,0,24070,24070,,
redacted-29824,1565096757,6e7914f9-89c4-4c5a-839d-146dfbfd9d50,,,,,,,,,,,,,,,,1565096757,REDACTED-29824,,,,64,6,1,1,0,24070,24070,,
redacted-29823,1557414286,a8601fe5-ab4a-4275-9ed7-73e6e73fb913,,,,,,,,,,,,,,,,1565136628,REDACTED-29823,,,,64,6,1,1,0,24070,24070,,
redacted-29823,1565136628,a8601fe5-ab4a-4275-9ed7-73e6e73fb913,,,,,,,,,,,,,,,,1565136628,REDACTED-29823,,,,64,6,1,1,0,24070,24070,,
redacted-29821,1557417885,a3ccedce-d54b-4a55-9a58-adfcc426262f,,,,,,,,,,,,,,,,1565093663,REDACTED-29821,,,,64,6,1,1,0,24070,24070,,
redacted-29821,1565093663,a3ccedce-d54b-4a55-9a58-adfcc426262f,,,,,,,,,,,,,,,,1565093663,REDACTED-29821,,,,64,6,1,1,0,24070,24070,,
redacted-29820,1557420471,9af258f7-c59b-47ea-9e06-e6e434461f3a,,,,,,,,,,,,,,,,1565143861,REDACTED-29820,,,,64,6,1,1,0,24070,24070,,
redacted-29820,1565143861,9af258f7-c59b-47ea-9e06-e6e434461f3a,,,,,,,,,,,,,,,,1565143861,REDACTED-29820,,,,64,6,1,1,0,24070,24070,,
redacted-29819,1557422257,ac4f054b-5197-43ff-80f0-085a8c5a22e3,,,,,,,,,,,,,,,,1565100001,REDACTED-29819,,,,64,6,1,1,0,24070,24070,,
redacted-29819,1565100001,ac4f054b-5197-43ff-80f0-085a8c5a22e3,,,,,,,,,,,,,,,,1565100001,REDACTED-29819,,,,64,6,1,1,0,24070,24070,,
redacted-29818,1557426660,f5725c8e-a15f-4438-96ed-7f031114e221,,,,,,,,,,,,,,,,1565115949,REDACTED-29818,,,,64,6,1,1,0,24070,24070,,
redacted-29818,1565115949,f5725c8e-a15f-4438-96ed-7f031114e221,,,,,,,,,,,,,,,,1565115949,REDACTED-29818,,,,64,6,1,1,0,24070,24070,,
redacted-29817,1557427147,4754809e-7faa-417f-a149-45b5fb6ef2f6,,,,,,,,,,,,,,,,1565096990,REDACTED-29817,,,,64,6,1,1,0,24070,24070,,
redacted-29817,1565096990,4754809e-7faa-417f-a149-45b5fb6ef2f6,,,,,,,,,,,,,,,,1565096990,REDACTED-29817,,,,64,6,1,1,0,24070,24070,,
redacted-29815,1557436342,9732b1e0-5068-4dd7-8144-13e4cc09fc44,,,,,,,,,,,,,,,,1565096401,REDACTED-29815,,,,64,6,1,1,0,24070,24070,,
redacted-29815,1565096401,9732b1e0-5068-4dd7-8144-13e4cc09fc44,,,,,,,,,,,,,,,,1565096401,REDACTED-29815,,,,64,6,1,1,0,24070,24070,,
redacted-29814,1557436991,9b5fea96-5a19-4245-834d-3325898ebb86,,,,,,,,,,,,,,,,1557689574,REDACTED-29814,,,,64,6,1,1,0,24070,24070,,
redacted-29814,1557689574,9b5fea96-5a19-4245-834d-3325898ebb86,,,,,,,,,,,,,,,,1557689574,REDACTED-29814,,,,64,6,1,1,0,24070,24070,,
redacted-29813,1557437730,81cd874e-eb5f-4339-93c9-dc87a6685f84,,,,,,,,,,,,,,,,1567295471,REDACTED-29813,,,,64,6,1,1,0,24070,24070,,
redacted-29813,1567295471,81cd874e-eb5f-4339-93c9-dc87a6685f84,,,,,,,,,,,,,,,,1567295471,REDACTED-29813,,,,64,6,1,1,0,24070,24070,,
redacted-29812,1557439461,7024fb26-b23a-447b-b8cd-afc33cfeac67,,,,,,,,,,,,,,,,1565121162,REDACTED-29812,,,,64,6,1,1,0,24070,24070,,
redacted-29812,1565121162,7024fb26-b23a-447b-b8cd-afc33cfeac67,,,,,,,,,,,,,,,,1565121162,REDACTED-29812,,,,64,6,1,1,0,24070,24070,,
redacted-29811,1557440107,d44440cb-845c-44f7-b22e-686014dc2839,,,,,,,,,,,,,,,,1565130663,REDACTED-29811,,,,64,6,1,1,0,24070,24070,,
redacted-29811,1565130663,d44440cb-845c-44f7-b22e-686014dc2839,,,,,,,,,,,,,,,,1565130663,REDACTED-29811,,,,64,6,1,1,0,24070,24070,,
redacted-29810,1557516298,708e65b5-4ee0-41b3-8508-5192fe985220,,,,,,,,,,,,,,,,1565150475,REDACTED-29810,,,,64,6,1,1,0,24070,24070,,
redacted-29810,1565150475,708e65b5-4ee0-41b3-8508-5192fe985220,,,,,,,,,,,,,,,,1565150475,REDACTED-29810,,,,64,6,1,1,0,24070,24070,,
redacted-29809,1557586856,7551b636-c90e-4f56-a085-486ef8548cea,,,,,,,,,,,,,,,,1565014790,REDACTED-29809,,,,64,6,1,1,0,24070,24070,,
redacted-29809,1565014790,7551b636-c90e-4f56-a085-486ef8548cea,,,,,,,,,,,,,,,,1565014790,REDACTED-29809,,,,64,6,1,1,0,24070,24070,,
redacted-29808,1557657309,5ab411f1-6d25-4ab9-9d20-3a3a24430cf1,,,,,,,,,,,,,,,,1565145674,REDACTED-29808,,,,64,6,1,1,0,24070,24070,,
redacted-29808,1565145674,5ab411f1-6d25-4ab9-9d20-3a3a24430cf1,,,,,,,,,,,,,,,,1565145674,REDACTED-29808,,,,64,6,1,1,0,24070,24070,,
redacted-29807,1557660588,fad57d70-0738-467f-82bb-160ccf502b2c,,,,,,,,,,,,,,,,1557929771,REDACTED-29807,,,,64,6,1,1,0,24070,24070,,
redacted-29807,1557929771,fad57d70-0738-467f-82bb-160ccf502b2c,,,,,,,,,,,,,,,,1557929771,REDACTED-29807,,,,64,6,1,1,0,24070,24070,,
redacted-29806,1557660597,29f59d29-42a3-431c-bcbb-fd0f5009859d,,,,,,,,,,,,,,,,1565094662,REDACTED-29806,,,,64,6,1,1,0,24070,24070,,
redacted-29806,1565094662,29f59d29-42a3-431c-bcbb-fd0f5009859d,,,,,,,,,,,,,,,,1565094662,REDACTED-29806,,,,64,6,1,1,0,24070,24070,,
redacted-29805,1557661411,87055e93-9657-41c6-8edc-d7b5beeb1ef9,,,,,,,,,,,,,,,,1565022086,REDACTED-29805,,,,64,6,1,1,0,24070,24070,,
redacted-29805,1565022086,87055e93-9657-41c6-8edc-d7b5beeb1ef9,,,,,,,,,,,,,,,,1565022086,REDACTED-29805,,,,64,6,1,1,0,24070,24070,,
redacted-29804,1557661696,0d8a81ba-1f57-4862-a938-16a486c75b1a,,,,,,,,,,,,,,,,1565131371,REDACTED-29804,,,,64,6,1,1,0,24070,24070,,
redacted-29804,1565131371,0d8a81ba-1f57-4862-a938-16a486c75b1a,,,,,,,,,,,,,,,,1565131371,REDACTED-29804,,,,64,6,1,1,0,24070,24070,,
redacted-29803,1557661959,f5f14507-cce0-4021-91a8-ed8402487991,,,,,,,,,,,,,,,,1565138843,REDACTED-29803,,,,64,6,1,1,0,24070,24070,,
redacted-29803,1565138843,f5f14507-cce0-4021-91a8-ed8402487991,,,,,,,,,,,,,,,,1565138843,REDACTED-29803,,,,64,6,1,1,0,24070,24070,,
redacted-29802,1557662060,8aa4868c-a8b8-42a8-8faa-49e05fbb3bea,,,,,,,,,,,,,,,,1565135242,REDACTED-29802,,,,64,6,1,1,0,24070,24070,,
redacted-29802,1565135242,8aa4868c-a8b8-42a8-8faa-49e05fbb3bea,,,,,,,,,,,,,,,,1565135242,REDACTED-29802,,,,64,6,1,1,0,24070,24070,,
redacted-29801,1557662203,295e8008-adbc-40af-b9ce-8e4202b04398,,,,,,,,,,,,,,,,1565100001,REDACTED-29801,,,,64,6,1,1,0,24070,24070,,
redacted-29801,1565100001,295e8008-adbc-40af-b9ce-8e4202b04398,,,,,,,,,,,,,,,,1565100001,REDACTED-29801,,,,64,6,1,1,0,24070,24070,,
redacted-29800,1557664105,3b189e19-98d4-4c97-b6a3-0f2dcc606e19,,,,,,,,,,,,,,,,1563452474,REDACTED-29800,,,,64,6,1,1,0,24070,24070,,
redacted-29800,1563452474,3b189e19-98d4-4c97-b6a3-0f2dcc606e19,,,,,,,,,,,,,,,,1563452474,REDACTED-29800,,,,64,6,1,1,0,24070,24070,,
redacted-29799,1557664150,e2650399-af9b-4b94-8c5a-2aac4a1bed18,,,,,,,,,,,,,,,,1565137546,REDACTED-29799,,,,64,6,1,1,0,24070,24070,,
redacted-29799,1565137546,e2650399-af9b-4b94-8c5a-2aac4a1bed18,,,,,,,,,,,,,,,,1565137546,REDACTED-29799,,,,64,6,1,1,0,24070,24070,,
redacted-29798,1557664221,dba4ef99-e3ea-4e72-8faa-f5bafc8af040,,,,,,,,,,,,,,,,1565103427,REDACTED-29798,,,,64,6,1,1,0,24070,24070,,
redacted-29798,1565103427,dba4ef99-e3ea-4e72-8faa-f5bafc8af040,,,,,,,,,,,,,,,,1565103427,REDACTED-29798,,,,64,6,1,1,0,24070,24070,,
redacted-29797,1557665093,d467b4c3-502c-4504-90cd-85aa6c60d557,,,,,,,,,,,,,,,,1565096496,REDACTED-29797,,,,64,6,1,1,0,24070,24070,,
redacted-29797,1565096496,d467b4c3-502c-4504-90cd-85aa6c60d557,,,,,,,,,,,,,,,,1565096496,REDACTED-29797,,,,64,6,1,1,0,24070,24070,,
redacted-29796,1557665383,f12a4e12-bc36-4d33-bc18-2eb9594a880b,,,,,,,,,,,,,,,,1564709900,REDACTED-29796,,,,64,6,1,1,0,24070,24070,,
redacted-29796,1564709900,f12a4e12-bc36-4d33-bc18-2eb9594a880b,,,,,,,,,,,,,,,,1564709900,REDACTED-29796,,,,64,6,1,1,0,24070,24070,,
redacted-29795,1557665438,6c556328-e496-42e6-b50c-84e1f38f522a,,,,,,,,,,,,,,,,1565019894,REDACTED-29795,,,,64,6,1,1,0,24070,24070,,
redacted-29795,1565019894,6c556328-e496-42e6-b50c-84e1f38f522a,,,,,,,,,,,,,,,,1565019894,REDACTED-29795,,,,64,6,1,1,0,24070,24070,,
redacted-29794,1557665793,13782a8a-0850-4ca0-a3a5-23990e8f8348,,,,,,,,,,,,,,,,1565097145,REDACTED-29794,,,,64,6,1,1,0,24070,24070,,
redacted-29794,1565097145,13782a8a-0850-4ca0-a3a5-23990e8f8348,,,,,,,,,,,,,,,,1565097145,REDACTED-29794,,,,64,6,1,1,0,24070,24070,,
redacted-29793,1557666006,9aa7ffc2-eb01-40cf-b89e-b75058596bec,,,,,,,,,,,,,,,,1565096401,REDACTED-29793,,,,64,6,1,1,0,24070,24070,,
redacted-29793,1565096401,9aa7ffc2-eb01-40cf-b89e-b75058596bec,,,,,,,,,,,,,,,,1565096401,REDACTED-29793,,,,64,6,1,1,0,24070,24070,,
redacted-29792,1557666043,8c5616a4-77aa-4fcd-b16e-d609878f30e7,,,,,,,,,,,,,,,,1565150511,REDACTED-29792,,,,64,6,1,1,0,24070,24070,,
redacted-29792,1565150511,8c5616a4-77aa-4fcd-b16e-d609878f30e7,,,,,,,,,,,,,,,,1565150511,REDACTED-29792,,,,64,6,1,1,0,24070,24070,,
redacted-29791,1557666420,2bb3f5bc-afdf-4558-aad7-7ff69eb923c7,,,,,,,,,,,,,,,,1565100374,REDACTED-29791,,,,64,6,1,1,0,24070,24070,,
redacted-29791,1565100374,2bb3f5bc-afdf-4558-aad7-7ff69eb923c7,,,,,,,,,,,,,,,,1565100374,REDACTED-29791,,,,64,6,1,1,0,24070,24070,,
redacted-29790,1557667156,48d3ac39-e08c-449c-98bb-d810254a9062,,,,,,,,,,,,,,,,1564964466,REDACTED-29790,,,,64,6,1,1,0,24070,24070,,
redacted-29790,1564964466,48d3ac39-e08c-449c-98bb-d810254a9062,,,,,,,,,,,,,,,,1564964466,REDACTED-29790,,,,64,6,1,1,0,24070,24070,,
redacted-29789,1557670585,97cd3431-20c7-425f-a722-73a53f43d371,,,,,,,,,,,,,,,,1565120563,REDACTED-29789,,,,64,6,1,1,0,24070,24070,,
redacted-29789,1565120563,97cd3431-20c7-425f-a722-73a53f43d371,,,,,,,,,,,,,,,,1565120563,REDACTED-29789,,,,64,6,1,1,0,24070,24070,,
redacted-29788,1557670612,66e7eebb-be57-48d5-8959-c2ebde3480b1,,,,,,,,,,,,,,,,1565121542,REDACTED-29788,,,,64,6,1,1,0,24070,24070,,
redacted-29788,1565121542,66e7eebb-be57-48d5-8959-c2ebde3480b1,,,,,,,,,,,,,,,,1565121542,REDACTED-29788,,,,64,6,1,1,0,24070,24070,,
redacted-29787,1557674043,4e5f0eb8-4c19-4806-bf96-84afc7b10ef7,,,,,,,,,,,,,,,,1565021659,REDACTED-29787,,,,64,6,1,1,0,24070,24070,,
redacted-29787,1565021659,4e5f0eb8-4c19-4806-bf96-84afc7b10ef7,,,,,,,,,,,,,,,,1565021659,REDACTED-29787,,,,64,6,1,1,0,24070,24070,,
redacted-29786,1557674745,ebb1d78b-63eb-497a-9810-b8b500305874,,,,,,,,,,,,,,,,1565146593,REDACTED-29786,,,,64,6,1,1,0,24070,24070,,
redacted-29786,1565146593,ebb1d78b-63eb-497a-9810-b8b500305874,,,,,,,,,,,,,,,,1565146593,REDACTED-29786,,,,64,6,1,1,0,24070,24070,,
redacted-29784,1557680071,d421b545-bfa3-4983-9648-9ebe1bd436e8,,,,,,,,,,,,,,,,1564875538,REDACTED-29784,,,,64,6,1,1,0,24070,24070,,
redacted-29784,1564875538,d421b545-bfa3-4983-9648-9ebe1bd436e8,,,,,,,,,,,,,,,,1564875538,REDACTED-29784,,,,64,6,1,1,0,24070,24070,,
redacted-29783,1557680623,0a2bbee3-4b32-4f41-abc3-a24f90fa78b1,,,,,,,,,,,,,,,,1565139249,REDACTED-29783,,,,64,6,1,1,0,24070,24070,,
redacted-29783,1565139249,0a2bbee3-4b32-4f41-abc3-a24f90fa78b1,,,,,,,,,,,,,,,,1565139249,REDACTED-29783,,,,64,6,1,1,0,24070,24070,,
redacted-29782,1557685751,89eb49f4-fe21-4c7d-9835-f0fc5ade70f7,,,,,,,,,,,,,,,,1560694654,REDACTED-29782,,,,64,6,1,1,0,24070,24070,,
redacted-29782,1560694654,89eb49f4-fe21-4c7d-9835-f0fc5ade70f7,,,,,,,,,,,,,,,,1560694654,REDACTED-29782,,,,64,6,1,1,0,24070,24070,,
redacted-29780,1557690886,313cfa7f-8b87-42c6-be68-7d92243459fb,,,,,,,,,,,,,,,,1557690946,REDACTED-29780,,,,64,6,1,1,0,24070,24070,,
redacted-29780,1557690946,313cfa7f-8b87-42c6-be68-7d92243459fb,,,,,,,,,,,,,,,,1557690946,REDACTED-29780,,,,64,6,1,1,0,24070,24070,,
redacted-29779,1557694107,606581b5-9ed9-463c-a82b-b33e40b21ac7,,,,,,,,,,,,,,,,1565130202,REDACTED-29779,,,,64,6,1,1,0,24070,24070,,
redacted-29779,1565130202,606581b5-9ed9-463c-a82b-b33e40b21ac7,,,,,,,,,,,,,,,,1565130202,REDACTED-29779,,,,64,6,1,1,0,24070,24070,,
redacted-29778,1557732044,83dd4e78-f1b6-4ea2-9c55-2bd334abf1ef,,,,,,,,,,,,,,,,1564429988,REDACTED-29778,,,,64,6,1,1,0,24070,24070,,
redacted-29778,1564429988,83dd4e78-f1b6-4ea2-9c55-2bd334abf1ef,,,,,,,,,,,,,,,,1564429988,REDACTED-29778,,,,64,6,1,1,0,24070,24070,,
redacted-29777,1557748823,e234ed61-ec73-4c70-9422-7cc7a3c2148f,,,,,,,,,,,,,,,,1565149859,REDACTED-29777,,,,64,6,1,1,0,24070,24070,,
redacted-29777,1565149859,e234ed61-ec73-4c70-9422-7cc7a3c2148f,,,,,,,,,,,,,,,,1565149859,REDACTED-29777,,,,64,6,1,1,0,24070,24070,,
redacted-29776,1557748833,7ca5337a-aaee-4039-8a76-76643d0419fb,,,,,,,,,,,,,,,,1565112026,REDACTED-29776,,,,64,6,1,1,0,24070,24070,,
redacted-29776,1565112026,7ca5337a-aaee-4039-8a76-76643d0419fb,,,,,,,,,,,,,,,,1565112026,REDACTED-29776,,,,64,6,1,1,0,24070,24070,,
redacted-29775,1557749079,82d0aae6-4594-461c-8610-e7f02a4be9cd,,,,,,,,,,,,,,,,1565110801,REDACTED-29775,,,,64,6,1,1,0,24070,24070,,
redacted-29775,1565110801,82d0aae6-4594-461c-8610-e7f02a4be9cd,,,,,,,,,,,,,,,,1565110801,REDACTED-29775,,,,64,6,1,1,0,24070,24070,,
redacted-29774,1557749441,286a5d56-89a5-43b7-8d5f-92f9e9e6c81b,,,,,,,,,,,,,,,,1565092715,REDACTED-29774,,,,64,6,1,1,0,24070,24070,,
redacted-29774,1565092715,286a5d56-89a5-43b7-8d5f-92f9e9e6c81b,,,,,,,,,,,,,,,,1565092715,REDACTED-29774,,,,64,6,1,1,0,24070,24070,,
redacted-29773,1557750142,92597bd2-1053-47c2-bdee-581685b8e3e8,,,,,,,,,,,,,,,,1565094064,REDACTED-29773,,,,64,6,1,1,0,24070,24070,,
redacted-29773,1565094064,92597bd2-1053-47c2-bdee-581685b8e3e8,,,,,,,,,,,,,,,,1565094064,REDACTED-29773,,,,64,6,1,1,0,24070,24070,,
redacted-29772,1557750412,bececcc0-9263-46f2-a275-b4d594b62c0f,,,,,,,,,,,,,,,,1565110091,REDACTED-29772,,,,64,6,1,1,0,24070,24070,,
redacted-29772,1565110091,bececcc0-9263-46f2-a275-b4d594b62c0f,,,,,,,,,,,,,,,,1565110091,REDACTED-29772,,,,64,6,1,1,0,24070,24070,,
