"id","name","description","default","savedsearches","stanza"
"9d7ca793-f6bd-471c-8d0f-11e68b2f0d2f","Computer System Reconnaissance Via Wmic.EXE","Detects execution of wmic utility with the ""computersystem"" flag in order to obtain information about the machine such as the domain, username, model, etc.","Image=""*\\wmic.exe"" OR OriginalFileName=""wmic.exe"" CommandLine=""*computersystem*""","",""
"1dd05363-104e-4b4a-b963-196a534b03a1","Potential Suspicious Mofcomp Execution","Detects execution of the ""mofcomp"" utility as a child of a suspicious shell or script running utility or by having a supsicious path in the commandline.
The ""mofcomp"" utility parses a file containing MOF statements and adds the classes and class instances defined in the file to the WMI repository.
Attackers abuse this utility to install malicious MOF scripts
","Image=""*\\mofcomp.exe"" OR OriginalFileName=""mofcomp.exe"" ParentImage IN (""*\\cmd.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wsl.exe"", ""*\\wscript.exe"", ""*\\cscript.exe"") OR CommandLine IN (""*\\AppData\\Local\\Temp*"", ""*\\Users\\Public\\*"", ""*\\WINDOWS\\Temp\\*"", ""*%temp%*"", ""*%tmp%*"", ""*%appdata%*"") NOT (ParentImage=""C:\\Windows\\System32\\wbem\\WmiPrvSE.exe"" CommandLine=""*C:\\Windows\\TEMP\\*"" CommandLine=""*.mof"") NOT (CommandLine=""*C:\\Windows\\TEMP\\*"" CommandLine=""*.mof"")","",""
"5aad0995-46ab-41bd-a9ff-724f41114971","Esentutl Volume Shadow Copy Service Keys","Detects the volume shadow copy service initialization and processing via esentutl. Registry keys such as HKLM\\System\\CurrentControlSet\\Services\\VSS\\Diag\\VolSnap\\Volume are captured.","TargetObject=""*System\\CurrentControlSet\\Services\\VSS*"" Image=""*esentutl.exe"" NOT TargetObject=""*System\\CurrentControlSet\\Services\\VSS\\Start*""","",""
"6004abd0-afa4-4557-ba90-49d172e0a299","Execute Pcwrun.EXE To Leverage Follina","Detects indirect command execution via Program Compatibility Assistant ""pcwrun.exe"" leveraging the follina (CVE-2022-30190) vulnerability","Image=""*\\pcwrun.exe"" CommandLine=""*../*""","",""
"0ef56343-059e-4cb6-adc1-4c3c967c5e46","Suspicious Execution of Systeminfo","Detects usage of the ""systeminfo"" command to retrieve information","Image=""*\\systeminfo.exe"" OR OriginalFileName=""sysinfo.exe""","",""
"e7be6119-fc37-43f0-ad4f-1f3f99be2f9f","Copying Sensitive Files with Credential Data","Files with well-known filenames (sensitive files with credential data) copying","(Image=""*\\esentutl.exe"" OR OriginalFileName=""\\esentutl.exe"" CommandLine IN (""*vss*"", ""* /m *"", ""* /y *"")) OR CommandLine IN (""*\\windows\\ntds\\ntds.dit*"", ""*\\config\\sam*"", ""*\\config\\security*"", ""*\\config\\system *"", ""*\\repair\\sam*"", ""*\\repair\\system*"", ""*\\repair\\security*"", ""*\\config\\RegBack\\sam*"", ""*\\config\\RegBack\\system*"", ""*\\config\\RegBack\\security*"")","",""
"f7b5f842-a6af-4da5-9e95-e32478f3cd2f","MsiExec Web Install","Detects suspicious msiexec process starts with web addresses as parameter","CommandLine=""* msiexec*"" CommandLine=""*://*""","",""
"ada4b0c4-758b-46ac-9033-9004613a150d","Modify Group Policy Settings","Detect malicious GPO modifications can be used to implement many other malicious behaviors.","Image=""*\\reg.exe"" OR OriginalFileName=""reg.exe"" CommandLine=""*\\SOFTWARE\\Policies\\Microsoft\\Windows\\System*"" CommandLine IN (""*GroupPolicyRefreshTimeDC*"", ""*GroupPolicyRefreshTimeOffsetDC*"", ""*GroupPolicyRefreshTime*"", ""*GroupPolicyRefreshTimeOffset*"", ""*EnableSmartScreen*"", ""*ShellSmartScreenLevel*"")","",""
"2d5e7a8b-f484-4a24-945d-7f0efd52eab0","System Information Discovery Using Ioreg","Detects the use of ""ioreg"" which will show I/O Kit registry information.
This process is used for system information discovery.
It has been observed in-the-wild by calling this process directly or using bash and grep to look for specific strings.
","Image=""*/ioreg"" OR CommandLine=""*ioreg*"" CommandLine IN (""*-l*"", ""*-c*"") CommandLine IN (""*AppleAHCIDiskDriver*"", ""*IOPlatformExpertDevice*"", ""*Oracle*"", ""*Parallels*"", ""*USB Vendor Name*"", ""*VirtualBox*"", ""*VMware*"")","",""
"5cc90652-4cbd-4241-aa3b-4b462fa5a248","Potential Recon Activity Via Nltest.EXE","Detects nltest commands that can be used for information discovery","Image=""*\\nltest.exe"" OR OriginalFileName=""nltestrk.exe"" (CommandLine=""*server*"" CommandLine=""*query*"") OR CommandLine IN (""*/user*"", ""*all_trusts*"", ""*dclist:*"", ""*dnsgetdc:*"", ""*domain_trusts*"", ""*dsgetdc:*"", ""*parentdomain*"", ""*trusted_domains*"")","",""
"36210e0d-5b19-485d-a087-c096088885f0","Suspicious PowerShell Parameter Substring","Detects suspicious PowerShell invocation with a parameter substring","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") CommandLine IN (""* -windowstyle h *"", ""* -windowstyl h*"", ""* -windowsty h*"", ""* -windowst h*"", ""* -windows h*"", ""* -windo h*"", ""* -wind h*"", ""* -win h*"", ""* -wi h*"", ""* -win h *"", ""* -win hi *"", ""* -win hid *"", ""* -win hidd *"", ""* -win hidde *"", ""* -NoPr *"", ""* -NoPro *"", ""* -NoProf *"", ""* -NoProfi *"", ""* -NoProfil *"", ""* -nonin *"", ""* -nonint *"", ""* -noninte *"", ""* -noninter *"", ""* -nonintera *"", ""* -noninterac *"", ""* -noninteract *"", ""* -noninteracti *"", ""* -noninteractiv *"", ""* -ec *"", ""* -encodedComman *"", ""* -encodedComma *"", ""* -encodedComm *"", ""* -encodedCom *"", ""* -encodedCo *"", ""* -encodedC *"", ""* -encoded *"", ""* -encode *"", ""* -encod *"", ""* -enco *"", ""* -en *"", ""* -executionpolic *"", ""* -executionpoli *"", ""* -executionpol *"", ""* -executionpo *"", ""* -executionp *"", ""* -execution bypass*"", ""* -executio bypass*"", ""* -executi bypass*"", ""* -execut bypass*"", ""* -execu bypass*"", ""* -exec bypass*"", ""* -exe bypass*"", ""* -ex bypass*"", ""* -ep bypass*"", ""* /windowstyle h *"", ""* /windowstyl h*"", ""* /windowsty h*"", ""* /windowst h*"", ""* /windows h*"", ""* /windo h*"", ""* /wind h*"", ""* /win h*"", ""* /wi h*"", ""* /win h *"", ""* /win hi *"", ""* /win hid *"", ""* /win hidd *"", ""* /win hidde *"", ""* /NoPr *"", ""* /NoPro *"", ""* /NoProf *"", ""* /NoProfi *"", ""* /NoProfil *"", ""* /nonin *"", ""* /nonint *"", ""* /noninte *"", ""* /noninter *"", ""* /nonintera *"", ""* /noninterac *"", ""* /noninteract *"", ""* /noninteracti *"", ""* /noninteractiv *"", ""* /ec *"", ""* /encodedComman *"", ""* /encodedComma *"", ""* /encodedComm *"", ""* /encodedCom *"", ""* /encodedCo *"", ""* /encodedC *"", ""* /encoded *"", ""* /encode *"", ""* /encod *"", ""* /enco *"", ""* /en *"", ""* /executionpolic *"", ""* /executionpoli *"", ""* /executionpol *"", ""* /executionpo *"", ""* /executionp *"", ""* /execution bypass*"", ""* /executio bypass*"", ""* /executi bypass*"", ""* /execut bypass*"", ""* /execu bypass*"", ""* /exec bypass*"", ""* /exe bypass*"", ""* /ex bypass*"", ""* /ep bypass*"")","",""
"b8fd0e93-ff58-4cbd-8f48-1c114e342e62","Windows Binaries Write Suspicious Extensions","Detects Windows executables that writes files with suspicious extensions","(Image IN (""*\\smss.exe"", ""*\\RuntimeBroker.exe"", ""*\\sihost.exe"", ""*\\lsass.exe"", ""*\\csrss.exe"", ""*\\winlogon.exe"", ""*\\wininit.exe"") TargetFilename IN (""*.bat"", ""*.vbe"", ""*.txt"", ""*.vbs"", ""*.exe"", ""*.ps1"", ""*.hta"", ""*.iso"", ""*.dll"")) OR (Image IN (""*\\rundll32.exe"", ""*\\svchost.exe"", ""*\\dllhost.exe"") TargetFilename IN (""*.bat"", ""*.vbe"", ""*.vbs"", ""*.ps1"", ""*.hta"", ""*.iso""))","",""
"17769c90-230e-488b-a463-e05c08e9d48f","Powershell Defender Exclusion","Detects requests to exclude files, folders or processes from Antivirus scanning using PowerShell cmdlets","CommandLine IN (""*Add-MpPreference *"", ""*Set-MpPreference *"") CommandLine IN (""* -ExclusionPath *"", ""* -ExclusionExtension *"", ""* -ExclusionProcess *"", ""* -ExclusionIpAddress *"")","",""
"71158e3f-df67-472b-930e-7d287acaa3e1","Execution Of Non-Existing File","Checks whether the image specified in a process creation event is not a full, absolute path (caused by process ghosting or other unorthodox methods to start a process)","NOT Image=""*\\*"" NOT (Image!=* OR Image IN (""-"", """") OR Image IN (""System"", ""Registry"", ""MemCompression"", ""vmmem"") OR CommandLine IN (""Registry"", ""MemCompression"", ""vmmem""))","",""
"7090adee-82e2-4269-bd59-80691e7c6338","Console CodePage Lookup Via CHCP","Detects use of chcp to look up the system locale value as part of host discovery","ParentImage=""*\\cmd.exe"" ParentCommandLine IN (""* /c *"", ""* /r *"", ""* /k *"") Image=""*\\chcp.com"" CommandLine IN (""*chcp"", ""*chcp "", ""*chcp  "")","",""
"fad91067-08c5-4d1a-8d8c-d96a21b37814","Potential PowerShell Execution Policy Tampering","Detects changes to the PowerShell execution policy in order to bypass signing requirements for script execution","EventType=""SetValue"" TargetObject IN (""*\\ShellIds\\Microsoft.PowerShell\\ExecutionPolicy"", ""*\\Policies\\Microsoft\\Windows\\PowerShell\\ExecutionPolicy"") Details IN (""*Bypass*"", ""*RemoteSigned*"", ""*Unrestricted*"") NOT (Image IN (""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*""))","",""
"089fc3d2-71e8-4763-a8a5-c97fbb0a403e","Regsvr32 DLL Execution With Suspicious File Extension","Detects the execution of REGSVR32.exe with DLL files masquerading as other files","Image=""*\\regsvr32.exe"" OR OriginalFileName=""REGSVR32.EXE"" CommandLine IN (""*.bin"", ""*.bmp"", ""*.cr2"", ""*.dat"", ""*.eps"", ""*.gif"", ""*.ico"", ""*.jpeg"", ""*.jpg"", ""*.nef"", ""*.orf"", ""*.png"", ""*.raw"", ""*.sr2"", ""*.temp"", ""*.tif"", ""*.tiff"", ""*.tmp"", ""*.rtf"", ""*.txt"")","",""
"c02e96b7-c63a-4c47-bd83-4a9f74afcfb2","New Service Creation Using PowerShell","Detects the creation of a new service using powershell.","CommandLine=""*New-Service*"" CommandLine=""*-BinaryPathName*""","",""
"beaa66d6-aa1b-4e3c-80f5-e0145369bfaf","Potential Recon Activity Using Wevtutil","Detects usage of the wevtutil utility to perform reconnaissance","Image=""*\\wevtutil.exe"" CommandLine IN (""* qe *"", ""* query-events *"") CommandLine IN (""*Microsoft-Windows-TerminalServices-LocalSessionManager/Operational*"", ""*Microsoft-Windows-Terminal-Services-RemoteConnectionManager/Operational*"", ""*Security*"")","",""
"2617e7ed-adb7-40ba-b0f3-8f9945fe6c09","Suspicious SYSTEM User Process Creation","Detects a suspicious process creation as SYSTEM user (suspicious program or command line parameter)","IntegrityLevel=""System"" User IN (""*AUTHORI*"", ""*AUTORI*"") Image IN (""*\\calc.exe"", ""*\\wscript.exe"", ""*\\cscript.exe"", ""*\\hh.exe"", ""*\\mshta.exe"", ""*\\forfiles.exe"", ""*\\ping.exe"") OR CommandLine IN (""* -NoP *"", ""* -W Hidden *"", ""* -decode *"", ""* /decode *"", ""* /urlcache *"", ""* -urlcache *"", ""* -e* JAB*"", ""* -e* SUVYI*"", ""* -e* SQBFAFgA*"", ""* -e* aWV4I*"", ""* -e* IAB*"", ""* -e* PAA*"", ""* -e* aQBlAHgA*"", ""*vssadmin delete shadows*"", ""*reg SAVE HKLM*"", ""* -ma *"", ""*Microsoft\\Windows\\CurrentVersion\\Run*"", ""*.downloadstring(*"", ""*.downloadfile(*"", ""* /ticket:*"", ""*dpapi::*"", ""*event::clear*"", ""*event::drop*"", ""*id::modify*"", ""*kerberos::*"", ""*lsadump::*"", ""*misc::*"", ""*privilege::*"", ""*rpc::*"", ""*sekurlsa::*"", ""*sid::*"", ""*token::*"", ""*vault::cred*"", ""*vault::list*"", ""* p::d *"", ""*;iex(*"", ""*MiniDump*"", ""*net user *"") NOT (CommandLine=""ping 127.0.0.1 -n 5"" OR (Image=""*\\PING.EXE"" ParentCommandLine=""*\\DismFoDInstall.cmd*"") OR ParentImage=""*:\\Packages\\Plugins\\Microsoft.GuestConfiguration.ConfigurationforWindows\\*"" OR (ParentImage IN (""*:\\Program Files (x86)\\Java\\*"", ""*:\\Program Files\\Java\\*"") ParentImage=""*\\bin\\javaws.exe"" Image IN (""*:\\Program Files (x86)\\Java\\*"", ""*:\\Program Files\\Java\\*"") Image=""*\\bin\\jp2launcher.exe"" CommandLine=""* -ma *""))","",""
"fd877b94-9bb5-4191-bb25-d79cbd93c167","Dumping of Sensitive Hives Via Reg.EXE","Detects the usage of ""reg.exe"" in order to dump sensitive registry hives, which includes SAM, SYSTEM and SECURITY","Image=""*\\reg.exe"" OR OriginalFileName=""reg.exe"" CommandLine IN (""*save*"", ""*export*"", ""*ˢave*"", ""*eˣport*"") CommandLine IN (""*hklm*"", ""*hk˪m*"", ""*hkey_local_machine*"", ""*hkey_˪ocal_machine*"", ""*hkey_loca˪_machine*"", ""*hkey_˪oca˪_machine*"") CommandLine IN (""*\\system*"", ""*\\sam*"", ""*\\security*"", ""*\\ˢystem*"", ""*\\syˢtem*"", ""*\\ˢyˢtem*"", ""*\\ˢam*"", ""*\\ˢecurity*"")","",""
"62510e69-616b-4078-b371-847da438cc03","Share And Session Enumeration Using Net.EXE","Detects attempts to enumerate file shares, printer shares and sessions using ""net.exe"" with the ""view"" flag.","Image IN (""*\\net.exe"", ""*\\net1.exe"") OR OriginalFileName IN (""net.exe"", ""net1.exe"") CommandLine=""*view*"" NOT CommandLine=""*\\\\*"" | table ComputerName,User,CommandLine","",""
"0ba1da6d-b6ce-4366-828c-18826c9de23e","Potential Defense Evasion Via Rename Of Highly Relevant Binaries","Detects the execution of a renamed binary often used by attackers or malware leveraging new Sysmon OriginalFileName datapoint.","Description=""Execute processes remotely"" OR Product=""Sysinternals PsExec"" OR Description IN (""Windows PowerShell*"", ""pwsh*"") OR OriginalFileName IN (""powershell.exe"", ""pwsh.dll"", ""powershell_ise.exe"", ""psexec.exe"", ""psexec.c"", ""psexesvc.exe"", ""cscript.exe"", ""wscript.exe"", ""mshta.exe"", ""regsvr32.exe"", ""wmic.exe"", ""certutil.exe"", ""rundll32.exe"", ""cmstp.exe"", ""msiexec.exe"", ""reg.exe"") NOT (Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\powershell_ise.exe"", ""*\\psexec.exe"", ""*\\psexec64.exe"", ""*\\PSEXESVC.exe"", ""*\\cscript.exe"", ""*\\wscript.exe"", ""*\\mshta.exe"", ""*\\regsvr32.exe"", ""*\\wmic.exe"", ""*\\certutil.exe"", ""*\\rundll32.exe"", ""*\\cmstp.exe"", ""*\\msiexec.exe"", ""*\\reg.exe""))","",""
"1f21ec3f-810d-4b0e-8045-322202e22b4b","PowerShell Initiated Network Connection","Detects a PowerShell process that initiates network connections. Check for suspicious target ports and target systems.","Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") Initiated=""true"" NOT ((DestinationIp IN (""10.*"", ""192.168.*"", ""172.16.*"", ""172.17.*"", ""172.18.*"", ""172.19.*"", ""172.20.*"", ""172.21.*"", ""172.22.*"", ""172.23.*"", ""172.24.*"", ""172.25.*"", ""172.26.*"", ""172.27.*"", ""172.28.*"", ""172.29.*"", ""172.30.*"", ""172.31.*"", ""127.0.0.1*"") User IN (""*AUTHORI*"", ""*AUTORI*"")) OR DestinationIp IN (""::1*"", ""0:0:0:0:0:0:0:1*"", ""fe80:*"", ""fc*"", ""fd*"") OR DestinationIp IN (""20.184.*"", ""20.185.*"", ""20.186.*"", ""20.187.*"", ""20.188.*"", ""20.189.*"", ""20.190.*"", ""20.191.*"", ""23.79.*"", ""51.10.*"", ""51.103.*"", ""51.104.*"", ""51.105.*"", ""52.239.*""))","",""
"6f535e01-ca1f-40be-ab8d-45b19c0c8b7f","Import LDAP Data Interchange Format File Via Ldifde.EXE","Detects the execution of ""Ldifde.exe"" with the import flag ""-i"". The can be abused to include HTTP-based arguments which will allow the arbitrary download of files from a remote server.
","Image=""*\\ldifde.exe"" OR OriginalFileName=""ldifde.exe"" CommandLine=""*-i*"" CommandLine=""*-f*""","",""
"612e47e9-8a59-43a6-b404-f48683f45bd6","ServiceDll Hijack","Detects changes to the ""ServiceDLL"" value related to a service in the registry. This is often used as a method of persistence.","EventType=""SetValue"" TargetObject=""HKLM\\System\\CurrentControlSet\\Services\\*"" TargetObject=""*\\Parameters\\ServiceDll"" NOT (Details=""C:\\Windows\\system32\\spool\\drivers\\x64\\3\\PrintConfig.dll"" OR (Image=""C:\\Windows\\system32\\lsass.exe"" TargetObject=""*\\CurrentControlSet\\Services\\NTDS\\Parameters\\ServiceDll"" Details=""%%systemroot%%\\system32\\ntdsa.dll"") OR Image=""C:\\Windows\\System32\\poqexec.exe"")","",""
"63332011-f057-496c-ad8d-d2b6afb27f96","Suspicious Tasklist Discovery Command","Adversaries may attempt to get information about running processes on a system. Information obtained could be used to gain an understanding of common software/applications running on systems within the network","CommandLine=""*tasklist*"" OR Image=""*\\tasklist.exe"" OR OriginalFileName=""tasklist.exe""","",""
"f1086bf7-a0c4-4a37-9102-01e573caf4a0","Renamed Whoami Execution","Detects the execution of whoami that has been renamed to a different name to avoid detection","OriginalFileName=""whoami.exe"" NOT Image=""*\\whoami.exe""","",""
"d522eca2-2973-4391-a3e0-ef0374321dae","Abused Debug Privilege by Arbitrary Parent Processes","Detection of unusual child processes by different system processes","ParentImage IN (""*\\winlogon.exe"", ""*\\services.exe"", ""*\\lsass.exe"", ""*\\csrss.exe"", ""*\\smss.exe"", ""*\\wininit.exe"", ""*\\spoolsv.exe"", ""*\\searchindexer.exe"") User IN (""*AUTHORI*"", ""*AUTORI*"") Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\cmd.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"", ""Cmd.Exe"") NOT (CommandLine=""* route *"" CommandLine=""* ADD *"") | table ParentImage,Image,User,CommandLine","",""
"8e5e38e4-5350-4c0b-895a-e872ce0dd54f","Msiexec Initiated Connection","Adversaries may abuse msiexec.exe to proxy execution of malicious payloads.
Msiexec.exe is the command-line utility for the Windows Installer and is thus commonly associated with executing installation packages (.msi)
","Initiated=""true"" Image=""*\\msiexec.exe""","",""
"0b4ae027-2a2d-4b93-8c7e-962caaba5b2a","Time Travel Debugging Utility Usage","Detects usage of Time Travel Debugging Utility. Adversaries can execute malicious processes and dump processes, such as lsass.exe, via tttracer.exe.","ParentImage=""*\\tttracer.exe""","",""
"6e30c82f-a9f8-4aab-b79c-7c12bce6f248","File Download Via Bitsadmin To An Uncommon Target Folder","Detects usage of bitsadmin downloading a file to uncommon target folder","Image=""*\\bitsadmin.exe"" OR OriginalFileName=""bitsadmin.exe"" CommandLine IN (""* /transfer *"", ""* /create *"", ""* /addfile *"") CommandLine IN (""*%AppData%*"", ""*%temp%*"", ""*%tmp%*"", ""*\\AppData\\Local\\*"", ""*C:\\Windows\\Temp\\*"") | table CommandLine,ParentCommandLine","",""
"d059842b-6b9d-4ed1-b5c3-5b89143c6ede","File Download Via Bitsadmin","Detects usage of bitsadmin downloading a file","Image=""*\\bitsadmin.exe"" OR OriginalFileName=""bitsadmin.exe"" CommandLine=""* /transfer *"" OR (CommandLine IN (""* /create *"", ""* /addfile *"") CommandLine=""*http*"") | table CommandLine,ParentCommandLine","",""
