City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
San Diego,uberX,COMPLETED,2016-12-14 17:25:11 +0000 UTC,2016-12-14 17:30:04 +0000 UTC,32.7247276157,-117.170741279,"915 W Grape St, San Diego, CA 92101, USA",2016-12-14 17:36:24 +0000 UTC,32.73148,-117.1965,"Terminal 1 (SAN), San Diego, CA 92101, USA",2.08,5.18,USD
San Diego,uberX,COMPLETED,2016-12-11 07:00:16 +0000 UTC,2016-12-11 07:04:54 +0000 UTC,32.8079497721,-117.253983636,"1049 Tourmaline St, San Diego, CA 92109, USA",2016-12-11 07:22:41 +0000 UTC,32.72793,-117.17155,"1980 Kettner Blvd, San Diego, CA 92101, USA",9.28,13.21,USD
San Diego,uberX,COMPLETED,2016-12-11 06:10:09 +0000 UTC,2016-12-11 06:15:14 +0000 UTC,32.7923135,-117.2452594,"1235 Parker Pl, San Diego, CA 92109, USA",2016-12-11 06:21:21 +0000 UTC,32.8079017,-117.2539946,"1044 Tourmaline St, San Diego, CA 92109, USA",1.52,6.96,USD
San Diego,uberX,COMPLETED,2016-12-09 17:36:27 +0000 UTC,2016-12-09 17:39:18 +0000 UTC,32.729349942,-117.165409718,"234 W Juniper St, San Diego, CA 92101, USA",2016-12-09 17:42:04 +0000 UTC,32.72493,-117.16974,"1980 Kettner Blvd, San Diego, CA 92101, USA",0.53,5.18,USD
San Diego,uberX,COMPLETED,2016-12-09 07:25:49 +0000 UTC,2016-12-09 07:32:18 +0000 UTC,32.7316840506,-117.198719317,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2016-12-09 07:39:58 +0000 UTC,32.73035,-117.16537,"234 W Juniper St, San Diego, CA 92101, USA",2.38,7.95,USD
Washington D.C.,uberX,COMPLETED,2016-12-08 21:18:19 +0000 UTC,2016-12-08 21:23:04 +0000 UTC,38.9147191448,-77.066888027,"3280-3298 S St NW, Washington, DC 20007, USA",2016-12-08 21:59:51 +0000 UTC,38.8537085496,-77.0435449249,"Arlington, VA 22202, United States",7.89,16.56,USD
Washington D.C.,uberX,COMPLETED,2016-12-08 04:35:00 +0000 UTC,2016-12-08 04:41:23 +0000 UTC,38.8492867,-77.0423929,"Terminal A, Arrivals, Southwest, Ronald Reagan Washington National Airport",2016-12-08 05:26:40 +0000 UTC,38.7397203,-77.2718311,"7919 Glenbarr Ct, Fairfax Station, VA 22039, USA",33.76,57.29,USD
San Diego,uberX,COMPLETED,2016-12-07 21:01:06 +0000 UTC,2016-12-07 21:07:15 +0000 UTC,32.7248445,-117.1697467,"1954 Kettner Blvd, San Diego, CA 92101, USA",2016-12-07 21:13:19 +0000 UTC,32.7316965,-117.1966614,"Terminal 1 (SAN), San Diego, CA 92101, USA",2.01,5.18,USD
San Diego,uberX,COMPLETED,2016-12-05 17:33:22 +0000 UTC,2016-12-05 17:39:28 +0000 UTC,33.0434289901,-117.281640479,"422-454 Requeza St, Encinitas, CA 92024, USA",2016-12-05 18:13:48 +0000 UTC,32.72421,-117.16927,"1980 Kettner Blvd, San Diego, CA 92101, USA",25.26,31.78,USD
San Diego,uberX,COMPLETED,2016-12-05 01:46:38 +0000 UTC,2016-12-05 01:49:37 +0000 UTC,32.7248508519,-117.169699809,"1954 Kettner Blvd, San Diego, CA 92101, USA",2016-12-05 02:22:00 +0000 UTC,33.04314,-117.28141,"Santa Fe Dr, Cardiff, CA 92007, USA",24.74,36.99,USD
San Diego,uberX,COMPLETED,2016-12-03 20:39:34 +0000 UTC,2016-12-03 20:42:41 +0000 UTC,32.711420508,-117.160256498,"471-499 Market St, San Diego, CA 92101, USA",2016-12-03 20:48:26 +0000 UTC,32.72562,-117.17004,"2044 Kettner Blvd, San Diego, CA 92101, US",2.28,5.69,USD
San Diego,uberX,COMPLETED,2016-12-03 18:56:29 +0000 UTC,2016-12-03 19:00:29 +0000 UTC,32.7341465,-117.1728005,"1144 W Palm St, San Diego, CA 92103, USA",2016-12-03 19:08:52 +0000 UTC,32.7109325,-117.1601296,"535 5th Ave, San Diego, CA 92101, US",2.40,5.05,USD
San Diego,uberX,COMPLETED,2016-12-03 06:19:04 +0000 UTC,2016-12-03 06:22:34 +0000 UTC,32.7316557197,-117.198530976,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2016-12-03 06:29:22 +0000 UTC,32.72487,-117.16971,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.10,8.83,USD
Seattle,uberX,COMPLETED,2016-12-03 01:33:14 +0000 UTC,2016-12-03 01:36:46 +0000 UTC,47.442003899,-122.218797263,"4242 E Rainier Ave S, Renton, WA 98057, USA",2016-12-03 01:40:58 +0000 UTC,47.4663245911,-122.220254224,"208 SW 16th St, Renton, WA 98057, USA",1.73,7.37,USD
Seattle,uberX,CANCELED,2016-12-03 01:23:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,47.4615574997,-122.258450769,"4242 E Rainier Ave S, Renton, WA 98057, USA",1970-01-01 00:00:00 +0000 UTC,47.4667862476,-122.235167418,"208 SW 16th St, Renton, WA 98057, USA",0.00,0,USD
Seattle,uberX,COMPLETED,2016-12-02 23:15:56 +0000 UTC,2016-12-02 23:19:58 +0000 UTC,47.4662244161,-122.220214046,"208 SW 16th St, Renton, WA 98057, USA",2016-12-02 23:25:32 +0000 UTC,47.4420933472,-122.218402661,"4224 E Valley Rd, Renton, WA 98057, USA",2.05,6.73,USD
Seattle,uberX,COMPLETED,2016-12-02 20:44:52 +0000 UTC,2016-12-02 20:48:57 +0000 UTC,47.6164036,-122.3458556,"2401 4th Ave, Seattle, WA 98121, USA",2016-12-02 21:19:40 +0000 UTC,47.4612709,-122.2253005,"2001 Lind Ave SW, Renton, WA 98057, USA",14.39,28.7,USD
Seattle,uberX,COMPLETED,2016-12-02 18:44:56 +0000 UTC,2016-12-02 18:49:36 +0000 UTC,47.6236704142,-122.320943142,"501 Broadway E, Seattle, WA 98102, USA",2016-12-02 19:00:07 +0000 UTC,47.6164385503,-122.345760534,"2401 4th Ave, Seattle, WA 98121, USA",1.68,7.25,USD
Seattle,uberX,COMPLETED,2016-12-02 03:09:18 +0000 UTC,2016-12-02 03:11:44 +0000 UTC,47.6072429392,-122.33261838,"415 Seneca St, Seattle, WA 98101, USA",2016-12-02 03:20:09 +0000 UTC,47.6240165209,-122.321004951,"523 Broadway E, Seattle, WA 98102, USA",1.63,9.47,USD
Seattle,uberX,COMPLETED,2016-12-02 00:54:21 +0000 UTC,2016-12-02 01:04:00 +0000 UTC,47.6167885,-122.3302772,"1730 Minor Ave, Seattle, WA 98101, USA",2016-12-02 01:17:43 +0000 UTC,47.6108629,-122.3359369,"1112 4th Ave, Seattle, WA 98101, USA",0.70,5.49,USD
Seattle,uberX,DRIVER_CANCELED,2016-12-02 00:46:04 +0000 UTC,2016-12-02 00:50:27 +0000 UTC,,,"1730 Minor Ave, Seattle, WA 98101, USA",1970-01-01 00:00:00 +0000 UTC,,,"1112 4th Ave, Seattle, WA 98101, USA",0.00,0,USD
San Diego,uberX,COMPLETED,2016-11-30 14:20:58 +0000 UTC,2016-11-30 14:28:39 +0000 UTC,32.724826,-117.1697926,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-11-30 14:35:49 +0000 UTC,32.7314969,-117.1964909,"Terminal 1 (SAN), San Diego, CA 92101, USA",2.15,5.18,USD
San Diego,uberX,COMPLETED,2016-11-24 21:52:54 +0000 UTC,2016-11-24 21:54:26 +0000 UTC,32.7249235631,-117.169733461,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-11-24 22:16:31 +0000 UTC,32.80712,-117.26077,"600 Tourmaline St, La Jolla, CA 92037, USA",9.94,17.41,USD
San Diego,uberX,COMPLETED,2016-11-24 08:35:19 +0000 UTC,2016-11-24 08:38:02 +0000 UTC,32.7135998,-117.1603515,"425-499 F St, San Diego, CA 92101, USA",2016-11-24 08:45:20 +0000 UTC,32.7250607,-117.168923,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.58,6.95,USD
Austin,,UNFULFILLED,2016-11-07 23:29:17 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,"3600 Presidential Blvd, Austin, TX 78719, USA",1970-01-01 00:00:00 +0000 UTC,,,"201 Ben Howell Dr, Austin, TX 78704, USA",0.00,0,
San Diego,uberX,COMPLETED,2016-11-07 19:27:58 +0000 UTC,2016-11-07 19:33:34 +0000 UTC,32.7246358,-117.1697276,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-11-07 19:47:17 +0000 UTC,32.7313178,-117.1962828,"W Palm St, San Diego, CA, USA",3.26,7.4,USD
San Diego,uberX,COMPLETED,2016-11-06 05:01:36 +0000 UTC,2016-11-06 05:03:58 +0000 UTC,32.752734321,-117.194841929,"2493 San Diego Ave, San Diego, CA 92110, USA",2016-11-06 05:11:16 +0000 UTC,32.7247771515,-117.169665015,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.67,5.67,USD
San Diego,uberX,COMPLETED,2016-11-06 01:34:31 +0000 UTC,2016-11-06 01:37:46 +0000 UTC,32.7247268695,-117.169641276,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-11-06 01:51:26 +0000 UTC,32.7533470793,-117.195673082,,3.51,7.66,USD
Portland,uberX,COMPLETED,2016-11-02 17:44:53 +0000 UTC,2016-11-02 17:51:32 +0000 UTC,45.5513325327,-122.674478835,"3934 N Albina Ave, Portland, OR 97227, USA",2016-11-02 18:11:28 +0000 UTC,45.4336605594,-122.762506195,"11950 S W Garden Pl, Portland, OR 97223, USA",13.35,21.52,USD
San Diego,uberX,COMPLETED,2016-11-01 23:52:48 +0000 UTC,2016-11-02 00:01:48 +0000 UTC,32.7248007,-117.1698489,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-11-02 00:09:58 +0000 UTC,32.7314322,-117.1964633,"Terminal 1 (SAN), San Diego, CA 92101, USA",2.14,5.18,USD
San Diego,SUV,COMPLETED,2016-10-23 07:58:45 +0000 UTC,2016-10-23 08:03:31 +0000 UTC,32.7150326072,-117.161081387,"896-898 Fourth Ave, San Diego, CA 92101, USA",2016-10-23 08:11:28 +0000 UTC,32.72489,-117.16972,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.19,26.04,USD
San Diego,uberX,COMPLETED,2016-10-20 23:34:47 +0000 UTC,2016-10-20 23:37:34 +0000 UTC,32.7414647,-117.1620052,"315 Walnut Ave, San Diego, CA 92103, USA",2016-10-20 23:43:24 +0000 UTC,32.7248543,-117.1697812,"1980 Kettner Blvd, San Diego, CA 92101, USA",1.66,5.75,USD
San Diego,uberX,COMPLETED,2016-10-20 22:12:44 +0000 UTC,2016-10-20 22:15:07 +0000 UTC,32.7248740672,-117.16971077,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-20 22:21:40 +0000 UTC,32.74146,-117.16168,"315 Walnut Ave, San Diego, California 92103, US",1.70,5.75,USD
San Diego,uberX,COMPLETED,2016-10-20 05:48:15 +0000 UTC,2016-10-20 05:50:06 +0000 UTC,32.748258,-117.1318649,"2877 University Ave, San Diego, CA 92104, USA",2016-10-20 05:59:07 +0000 UTC,32.7247195,-117.1696894,"1980 Kettner Blvd, San Diego, CA 92101, USA",4.37,7.68,USD
San Diego,uberX,COMPLETED,2016-10-19 06:51:46 +0000 UTC,2016-10-19 06:55:17 +0000 UTC,32.7246802,-117.1697408,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-19 07:02:00 +0000 UTC,32.7210473,-117.1572363,"850 Beech St, San Diego, CA 92101, US",0.96,5.75,USD
San Diego,uberX,COMPLETED,2016-10-18 14:13:21 +0000 UTC,2016-10-18 14:20:56 +0000 UTC,32.7248172,-117.1698199,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-18 14:48:16 +0000 UTC,32.8063271,-117.2547886,"600 Tourmaline St, La Jolla, CA 92037, USA",9.85,16.08,USD
San Diego,uberX,COMPLETED,2016-10-15 20:58:16 +0000 UTC,2016-10-15 21:02:24 +0000 UTC,32.7479222,-117.2067588,"3305 Rosecrans St, San Diego, CA 92110, USA",2016-10-15 21:12:26 +0000 UTC,32.7248543,-117.1698623,"1980 Kettner Blvd, San Diego, CA 92101, USA",3.03,6.65,USD
San Diego,uberX,COMPLETED,2016-10-15 20:08:32 +0000 UTC,2016-10-15 20:11:11 +0000 UTC,32.7248039797,-117.16967768,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-15 20:26:26 +0000 UTC,32.74793,-117.20672,"3305 Rosecrans St, San Diego, CA 92110, United States",3.85,7.51,USD
San Diego,uberX,COMPLETED,2016-10-15 07:59:52 +0000 UTC,2016-10-15 08:02:27 +0000 UTC,32.7765471,-117.1523402,"7777 Westside Dr, San Diego, CA 92108, USA",2016-10-15 08:12:35 +0000 UTC,32.7247491,-117.1697738,"1980 Kettner Blvd, San Diego, CA 92101, USA",5.56,9.03,USD
San Diego,uberX,CANCELED,2016-10-15 07:51:39 +0000 UTC,2016-10-15 07:54:10 +0000 UTC,32.7949842,-117.1442803,"8235 Ainsley Ct, San Diego, CA 92123, USA",1970-01-01 00:00:00 +0000 UTC,32.7833897,-117.1518401,"1980 Kettner Blvd, San Diego, CA 92101, USA",0.00,5,USD
San Diego,uberX,COMPLETED,2016-10-15 02:18:17 +0000 UTC,2016-10-15 02:20:15 +0000 UTC,32.7125364906,-117.163427776,"101 G St, San Diego, CA 92101, USA",2016-10-15 02:36:47 +0000 UTC,32.77655,-117.15315,"7777 Westside Dr, San Diego, CA 92108, USA",7.91,12.93,USD
San Diego,uberX,COMPLETED,2016-10-15 01:56:32 +0000 UTC,2016-10-15 01:58:22 +0000 UTC,32.7248677,-117.1697946,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-15 02:04:34 +0000 UTC,32.7125244,-117.1636125,"101 G St, San Diego, CA 92101, US",1.18,5.75,USD
San Francisco,SELECT,COMPLETED,2016-10-13 10:51:59 +0000 UTC,2016-10-13 10:58:06 +0000 UTC,37.4755444674,-122.189456833,"807 17th Ave, Menlo Park, CA 94025, USA",2016-10-13 11:05:46 +0000 UTC,37.4564957712,-122.186797774,"555 Glenwood Ave, Menlo Park, CA 94025, United States",1.87,14.19,USD
San Francisco,uberX,CANCELED,2016-10-13 10:50:40 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,"807 17th Ave, Menlo Park, CA 94025, USA",1970-01-01 00:00:00 +0000 UTC,,,"555 Glenwood Ave, Menlo Park, CA 94025, United States",0.00,0,USD
San Francisco,POOL: MATCHED,COMPLETED,2016-10-13 08:52:22 +0000 UTC,2016-10-13 08:58:15 +0000 UTC,37.4725272,-122.2160067,"2651 El Camino Real, Redwood City, CA 94061, USA",2016-10-13 09:05:34 +0000 UTC,37.4756439,-122.18947,"555 Glenwood Ave, Menlo Park, CA 94025, United States",2.20,4.28,USD
San Diego,uberX,COMPLETED,2016-10-11 12:39:42 +0000 UTC,2016-10-11 12:46:31 +0000 UTC,32.7248948804,-117.169720595,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-11 12:52:18 +0000 UTC,32.73146,-117.19649,"Terminal 1 (SAN), San Diego, CA 92101, USA",1.98,5.75,USD
San Diego,uberX,COMPLETED,2016-10-09 07:52:34 +0000 UTC,2016-10-09 07:57:04 +0000 UTC,32.7114966,-117.1596158,"518-526 Market St, San Diego, CA 92101, USA",2016-10-09 08:04:22 +0000 UTC,32.7257897,-117.1702478,"2044 Kettner Blvd, San Diego, CA 92101, US",2.23,5.75,USD
San Diego,uberX,COMPLETED,2016-10-09 04:15:44 +0000 UTC,2016-10-09 04:21:04 +0000 UTC,32.7251273167,-117.169702626,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-09 04:31:13 +0000 UTC,32.71162,-117.1545,"1102 Market St, San Diego, CA 92102, USA",1.87,5.75,USD
San Diego,uberX,COMPLETED,2016-10-08 23:39:51 +0000 UTC,2016-10-08 23:42:15 +0000 UTC,32.7087191,-117.1601275,"301 Fifth Ave, San Diego, CA 92101, USA",2016-10-08 23:52:33 +0000 UTC,32.7248183,-117.1697758,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.02,5.75,USD
San Diego,uberX,COMPLETED,2016-10-08 21:47:41 +0000 UTC,2016-10-08 21:51:29 +0000 UTC,32.7246704298,-117.16961463,"1980 Kettner Blvd, San Diego, CA 92101, US",2016-10-08 22:04:18 +0000 UTC,32.70749,-117.16011,"207 5th Ave, San Diego, CA 92101, US",1.57,5.75,USD
San Diego,uberX,COMPLETED,2016-10-02 21:09:18 +0000 UTC,2016-10-02 21:11:40 +0000 UTC,32.7825426311,-117.252695169,"3704 Mission Blvd, San Diego, CA 92109, USA",2016-10-02 21:31:23 +0000 UTC,32.72482384,-117.169808541,"1980 Kettner Blvd, San Diego, CA 92101, USA",7.41,27.09,USD
San Diego,uberX,COMPLETED,2016-10-02 18:06:08 +0000 UTC,2016-10-02 18:09:59 +0000 UTC,32.7248723818,-117.169709974,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-10-02 18:29:16 +0000 UTC,32.7819931035,-117.252445708,"3704 Mission Blvd, San Diego, CA 92109, United States",7.46,16.71,USD
San Diego,uberX,COMPLETED,2016-09-29 19:59:47 +0000 UTC,2016-09-29 20:06:52 +0000 UTC,32.7316228208,-117.198291924,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2016-09-29 20:14:43 +0000 UTC,32.7248832495,-117.169715105,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.11,9.81,USD
Orlando,uberXL,COMPLETED,2016-09-29 04:17:04 +0000 UTC,2016-09-29 04:21:15 +0000 UTC,28.3663398,-81.5558665,"Boardwalk Hotel, Kissimmee, FL 34747, USA",2016-09-29 04:34:01 +0000 UTC,28.3519013,-81.5269346,"6000 W Osceola Pkwy, Kissimmee, FL 34746, USA",6.37,14.73,USD
Orlando,uberX,COMPLETED,2016-09-28 15:42:37 +0000 UTC,2016-09-28 15:49:41 +0000 UTC,28.3437755232,-81.5253730599,"6000 W Osceola Pkwy, Kissimmee, FL 34746, USA",2016-09-28 15:58:51 +0000 UTC,28.3672984419,-81.5614690714,"1500 Epcot Resorts Blvd, Orlando, FL 32830, USA",4.28,6.64,USD
San Diego,uberX,COMPLETED,2016-09-27 15:32:01 +0000 UTC,2016-09-27 15:37:52 +0000 UTC,32.7247152,-117.1697026,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-09-27 15:47:19 +0000 UTC,32.7314754,-117.1964571,"Terminal 1 (SAN), San Diego, CA 92101, USA",2.26,5.18,USD
San Diego,uberX,COMPLETED,2016-09-25 07:30:43 +0000 UTC,2016-09-25 07:40:43 +0000 UTC,32.71296,-117.1601619,"722 Fifth Ave, San Diego, CA 92101, USA",2016-09-25 07:49:53 +0000 UTC,32.7248394,-117.1698611,"1980 Kettner Blvd, San Diego, CA 92101, USA",1.67,6.95,USD
San Diego,uberX,COMPLETED,2016-09-25 00:48:41 +0000 UTC,2016-09-25 00:52:10 +0000 UTC,32.7249029589,-117.169724219,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-09-25 01:00:24 +0000 UTC,32.7091349183,-117.155563598,"100 Park Blvd, San Diego, CA 92101, United States",1.88,6.2,USD
San Diego,uberX,COMPLETED,2016-09-24 05:09:35 +0000 UTC,2016-09-24 05:11:25 +0000 UTC,32.7084508399,-117.160031721,"301 Fifth Ave, San Diego, CA 92101, USA",2016-09-24 05:25:29 +0000 UTC,32.7249237257,-117.170554892,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.01,6.51,USD
San Diego,uberX,COMPLETED,2016-09-24 03:05:47 +0000 UTC,2016-09-24 03:08:28 +0000 UTC,32.7248880016,-117.169717348,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-09-24 03:19:22 +0000 UTC,32.7081020284,-117.155506313,"100 Park Blvd, San Diego, CA 92101, United States",1.95,6.48,USD
San Diego,uberX,COMPLETED,2016-09-24 01:49:47 +0000 UTC,2016-09-24 01:54:51 +0000 UTC,32.7316697,-117.1985734,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2016-09-24 02:01:50 +0000 UTC,32.7249081,-117.1697987,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.09,9.81,USD
Seattle,uberX,COMPLETED,2016-09-23 21:50:10 +0000 UTC,2016-09-23 21:58:30 +0000 UTC,47.6142072,-122.3278961,"352 E Pike St, Seattle, WA 98122, USA",2016-09-23 22:27:20 +0000 UTC,47.442439,-122.3003552,"17801 International Blvd, Seattle, WA 98158, United States",15.23,30.37,USD
Seattle,uberX,COMPLETED,2016-09-22 15:35:36 +0000 UTC,2016-09-22 15:42:18 +0000 UTC,47.6100348,-122.324208,"1206 Madison St, Seattle, WA 98104, USA",2016-09-22 15:47:43 +0000 UTC,47.6060419,-122.3310918,"800 5th Ave, Seattle, WA 98104, USA",0.70,5.17,USD
San Diego,uberX,COMPLETED,2016-09-21 14:11:02 +0000 UTC,2016-09-21 14:16:21 +0000 UTC,32.7247762,-117.1697382,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-09-21 14:40:48 +0000 UTC,32.8071929,-117.2609675,"600 Tourmaline St, La Jolla, CA 92037, USA",9.75,14.21,USD
San Diego,SUV,COMPLETED,2016-09-18 06:35:54 +0000 UTC,2016-09-18 07:05:50 +0000 UTC,32.9754986,-117.2568563,"KAABOO, Rideshare Zone, KAABOO Del Mar",2016-09-18 08:00:50 +0000 UTC,32.7243096,-117.1695323,"1980 Kettner Blvd, San Diego, CA 92101, USA",20.64,268.69,USD
San Diego,SUV,CANCELED,2016-09-18 06:34:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,"KAABOO, Rideshare Zone, KAABOO Del Mar",1970-01-01 00:00:00 +0000 UTC,,,"1980 Kettner Blvd, San Diego, CA 92101, USA",0.00,0,USD
San Diego,uberX,FARE_SPLIT,2016-09-17 20:59:48 +0000 UTC,2016-09-17 21:09:01 +0000 UTC,,,"1942 California St, San Diego, CA 92101, USA",2016-09-17 22:10:41 +0000 UTC,,,United States,22.17,67.36,USD
San Diego,uberX,COMPLETED,2016-09-16 23:03:29 +0000 UTC,2016-09-16 23:14:17 +0000 UTC,32.7243763,-117.1697756,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-09-17 00:06:05 +0000 UTC,32.9750101,-117.2568709,United States,22.72,31.07,USD
San Diego,uberX,COMPLETED,2016-09-06 02:27:06 +0000 UTC,2016-09-06 02:30:41 +0000 UTC,32.7945178,-117.2557872,"700 Ocean Blvd, San Diego, CA 92109, USA",2016-09-06 02:48:35 +0000 UTC,32.7248987,-117.1698438,"1980 Kettner Blvd, San Diego, CA 92101, USA",8.77,25.98,USD
San Diego,uberX,COMPLETED,2016-09-02 04:11:11 +0000 UTC,2016-09-02 04:22:22 +0000 UTC,32.7315206,-117.1982241,San Diego International Airport,2016-09-02 04:28:14 +0000 UTC,32.7249091,-117.1697527,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.11,8.83,USD
San Diego,uberX,COMPLETED,2016-09-01 14:03:58 +0000 UTC,2016-09-01 14:04:40 +0000 UTC,32.7248909185,-117.169718725,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-09-01 14:15:10 +0000 UTC,32.7296137205,-117.193687996,"Terminal 1 (SAN), San Diego, CA 92101, USA",1.94,5.18,USD
San Diego,uberX,COMPLETED,2016-08-28 00:44:26 +0000 UTC,2016-08-28 00:47:34 +0000 UTC,32.724820107,-117.169685294,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-08-28 00:59:12 +0000 UTC,32.7243315289,-117.188505298,"880 Harbor Island Dr, San Diego, CA 92101, USA",2.86,6.65,USD
San Diego,uberX,COMPLETED,2016-08-27 17:45:16 +0000 UTC,2016-08-27 17:49:22 +0000 UTC,32.7316584857,-117.198547907,"Terminal 1, T1 Short Term Lot, San Diego International Airport",2016-08-27 17:55:15 +0000 UTC,32.7248766134,-117.169711971,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.10,9.81,USD
San Diego,uberX,COMPLETED,2016-08-24 05:07:40 +0000 UTC,2016-08-24 05:13:14 +0000 UTC,32.7127294,-117.1582751,"702 Market St, San Diego, CA 92101, USA",2016-08-24 05:20:21 +0000 UTC,32.7249056,-117.1698273,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.13,5.75,USD
San Diego,uberX,COMPLETED,2016-08-24 02:21:02 +0000 UTC,2016-08-24 02:22:11 +0000 UTC,32.7246346,-117.1696547,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-08-24 02:29:42 +0000 UTC,32.7093513,-117.1584998,"815 J St #101, San Diego, CA 92101, USA",1.68,5.75,USD
San Diego,uberX,COMPLETED,2016-08-23 22:03:20 +0000 UTC,2016-08-23 22:09:06 +0000 UTC,32.7846171087,-117.125932005,"2385 Northside Dr, San Diego, CA 92108, USA",2016-08-23 22:26:19 +0000 UTC,32.7249479453,-117.169744398,"1980 Kettner Blvd, San Diego, CA 92101, USA",7.30,12.61,USD
San Diego,uberX,COMPLETED,2016-08-23 20:04:48 +0000 UTC,2016-08-23 20:10:09 +0000 UTC,32.72496,-117.1698538,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-08-23 20:24:05 +0000 UTC,32.784593,-117.1258725,"2385 Northside Dr, San Diego, CA 92108, USA",7.06,11.96,USD
San Diego,uberX,COMPLETED,2016-08-22 04:31:02 +0000 UTC,2016-08-22 04:34:43 +0000 UTC,32.7906374827,-117.255088109,"711 Pacific Beach Dr, San Diego, CA 92109, USA",2016-08-22 04:40:40 +0000 UTC,32.8070090205,-117.260736573,"600 Tourmaline St, La Jolla, CA 92037, USA",1.32,5.75,USD
San Diego,SUV,COMPLETED,2016-08-21 07:37:35 +0000 UTC,2016-08-21 07:40:47 +0000 UTC,32.7136115358,-117.159920493,"777 Fifth Ave, San Diego, CA 92101, USA",2016-08-21 07:48:31 +0000 UTC,32.7257660132,-117.170101764,"1980 Kettner Blvd, San Diego, CA 92101, USA",2.37,27.46,USD
San Diego,SUV,COMPLETED,2016-08-21 05:35:56 +0000 UTC,2016-08-21 05:40:57 +0000 UTC,32.7248392,-117.1697761,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-08-21 05:49:11 +0000 UTC,32.7124749,-117.1606918,"Gaslamp Quarter, San Diego, CA 92101, USA",1.35,25,USD
San Diego,uberX,COMPLETED,2016-08-20 16:58:40 +0000 UTC,2016-08-20 17:11:12 +0000 UTC,33.0953526138,-117.255722437,"2385 Altisma Way, Carlsbad, CA 92009, USA",2016-08-20 17:33:07 +0000 UTC,32.9936325224,-117.27259188,"221 N Hwy 101, Solana Beach, CA 92075, USA",11.90,17.77,USD
San Diego,uberX,COMPLETED,2016-08-20 05:08:58 +0000 UTC,2016-08-20 05:20:12 +0000 UTC,32.9724978,-117.2591154,"Del Mar Racetrack, Uber Zone, Del Mar Racetrack",2016-08-20 05:44:01 +0000 UTC,33.095279,-117.2553331,"2385 Altisma Way, Carlsbad, CA 92009, USA",13.58,21.26,USD
San Diego,uberX,COMPLETED,2016-08-19 23:43:45 +0000 UTC,2016-08-19 23:47:57 +0000 UTC,32.7246737,-117.1697172,"1980 Kettner Blvd, San Diego, CA 92101, USA",2016-08-20 01:06:54 +0000 UTC,32.9737623,-117.2567688,United States,28.34,45.78,USD
