MSH_9,Message_Type,
ACK,General Acknowledgment,d
ADT^A01,Admit/Visit Notification,
ADT^A02,Transfer a Patient,
ADT^A03,Discharge/End Visit,
ADT^A04,Register a Patient,
ADT^A05,Pre-Admit a Patient,
ADT^A06,Change an Outpatient to an Inpatient,
ADT^A07,Change an Inpatient to an Outpatient,
ADT^A08,Update Patient Information,
ADT^A09,Patient Departing - Tracking,
ADT^A10,Patient Arriving - Tracking,
ADT^A11,Cancel Admit / Visit Notification,
ADT^A12,Cancel Transfer,
ADT^A13,Cancel Discharge,
ADT^A14,Pending Admit,
ADT^A15,Pending Transfer,
ADT^A16,Pending Discharge,
ADT^A17,Swap Patients,
ADT^A20,Bed Status Update,
ADT^A21,Patient Goes on a Leave of Absence,
ADT^A22,Patient Returns From a Leave of Absence,
ADT^A23,Delete a Patient Record,
ADT^A24,Link Patient Information,
ADT^A25,Cancel Pending Discharge,
ADT^A26,Cancel Pending Transfer,
ADT^A27,Cancel Pending Admit,
ADT^A28,Add Person or Patient Information,
ADT^A29,Delete Person Information,
ADT^A31,Update Person Information,
ADT^A32,Cancel Patient Arriving - Tracking,
ADT^A33,Cancel Patient Departing - Tracking,
ADT^A37,Unlink Patient Information,
ADT^A38,Cancel Pre-Admit,
ADT^A40,Merge Patient - Patient Identifier List,
ADT^A41,Merge Account - Patient Account Number,
ADT^A42,Merge Visit - Visit Number,
ADT^A43,Move Patient Information - Patient Identifier List,
ADT^A44,Move Account Information - Patient Account Number,
ADT^A45,Move Visit Information - Visit Number,
ADT^A47,Change Patient Identifier List,
ADT^A49,Change Patient Account Number,
ADT^A50,Change Visit Number,
ADT^A51,Change Alternate Visit ID,
ADT^A52,Cancel Leave of Absence for a Patient,
ADT^A53,Cancel Patient Returns from a Leave of Absence,
ADT^A54,Change Attending Doctor,
ADT^A55,Cancel Change Attending Doctor,
ADT^A60,ADT Message,
ADT^A61,ADT Message,
ADT^A62,ADT Message,
BAR^P01,Add Billing Account,
BAR^P02,Purge Billing Account,
BAR^P05,Update Billing Account,
BAR^P06,End Billing Account,
BAR^P10,Transmit Ambulatory Payment Classification (APC) groups,
BAR^P12,Update Diagnosis/Procedures,
BPS^O29,Blood Product dispense status Message,
BRP^O30,Description,
BRT^O32,Description,
BTS^O31,Blood Product Transfusion/Disposition Message,
CCF^I22,Collaborative Care Fetch,
CCI^I22,Collaborative Care Information,
CCM^I21,Collaborative Care Message,
CCQ^I19,Collaborative Care Referral,
CCR^I16,Collaborative Care Referral,
CCR^I17,Cancel Collaborative Care Referral,
CCU^I20,Collaborative Care Referral,
CQU^I19,Collaborative Care Referral,
CRM^C01,Register a patient on a clinical trial,
CRM^C02,Cancel a patient registration on clinical trial,
CRM^C03,Correct/update registration information,
CRM^C04,Patient has gone off a clinical trial,
CRM^C05,Patient enters phase of clinical trial,
CRM^C06,Cancel patient entering a phase (clerical mistake),
CRM^C07,Correct/update phase information,
CRM^C08,Patient has gone off phase of clinical trial,
CSU^C09,"Automated time intervals for reporting, like monthly",
CSU^C10,Patient completes the clinical trial,
CSU^C11,Patient completes a phase of the clinical trial,
CSU^C12,Update/correction of patient order/result information,
DFT^P03,Detail Financial Transaction,
DFT^P11,Detail Financial Transaction - Expanded,
EAC^U07,Equipment Command Message,
EAN^U09,Equipment Status Message,
EAR^U08,Equipment Command Message,
EHC^E01,Submit HealthCare Services Invoice,
EHC^E02,Cancel HealthCare Services Invoice,
EHC^E04,Re-Assess HealthCare Services Invoice Request,
EHC^E10,Edit/Adjudication Results,
EHC^E12,Request Additional Information,
EHC^E13,Additional Information Response,
EHC^E15,Payment/Remittance Advice,
EHC^E20,Submit Authorization Request,
EHC^E21,Cancel Authorization Request,
EHC^E24,Authorization Response,
ESR^U02,Equipment Status Message,
ESU^U01,Equipment Status Message,
INR^U06,Inventory Request Message,
INU^U05,Inventory Update Message,
LSR^U13,Equipment Log/Service Message,
LSU^U12,Equipment Log/Service Message,
MDM^T01,Original Document Notification,
MDM^T02,Original Document Notification & Content,
MDM^T03,Document Status Change Notification,
MDM^T04,Document Status Change Notification & Content,
MDM^T05,Document Addendum Notification,
MDM^T06,Document Addendum Notification & Content,
MDM^T07,Document Edit Notification,
MDM^T08,Document Edit Notification & Content,
MDM^T09,Document Replacement Notification,
MDM^T10,Document Replacement Notification & Content,
MDM^T11,Document Cancel Notification,
MFK^M02,Master File Acknowledgment,
MFK^M04,Master File Acknowledgment,
MFK^M05,Master File Acknowledgment,
MFK^M06,Master File Acknowledgment,
MFK^M07,Master File Acknowledgment,
MFK^M08,Master File Application Acknowledgment,
MFK^M09,Master File Application Acknowledgment,
MFK^M10,Master File Application Acknowledgment,
MFK^M11,Master File Application Acknowledgment,
MFK^M12,Master File Application Acknowledgment,
MFK^M13,Master File Application Acknowledgment,
MFK^M14,Master File Application Acknowledgment,
MFK^M15,Master File Acknowledgment,
MFK^M16,Master File Acknowledgment,
MFK^M17,Master File Acknowledgment,
MFN^M02,Master File Notification for Staff/Practitioner,
MFN^M04,Master File Notification - Charge Description,
MFN^M05,Master File Notification - Patient Location,
MFN^M06,Master File Notification - Clinical Study with Phases and Schedules,
MFN^M07,Master File Notification - Clinical Study without Phases but with Schedules,
MFN^M08,Master File Notification - Test/Observation (Numeric),
MFN^M09,Master File Notification - Test/Observation (Categorical),
MFN^M10,Master File Notification - Test/Observation Batteries,
MFN^M11,Master File Notification - Test/Calculated Observations,
MFN^M12,Master File Notification - Additional Basic Observation/Service Attributes,
MFN^M13,Master File Notification - General,
MFN^M14,Master File Notification - Site Defined,
MFN^M15,Master File Notification - Inventory Item,
MFN^M16,Master File Notification - Inventory Item Enhanced,
MFN^M17,Master File Notification - DRG,
NMD^N02,Application Management Data,
OMB^O27,Blood Product Order Message,
OMD^O03,Dietary Order,
OMG^O19,General Clinical Order Message,
OMI^O23,Imaging Order Message,
OML^O21,Laboratory Order Message,
OML^O33,Laboratory Order - Multiple Order Per Specimen Message,
OML^O35,Laboratory Order - Multiple Order Per Container of Specimen Message,
OML^O39,Specimen Shipment Centric Laboratory Order Message,
OMN^O07,Nonstock Requisition Order Message,
OMP^O09,Pharmacy/treatment Order Message,
OMS^O05,Stock Requisition Order Message,
OPL^O37,Population/Location-Based Laboratory Order Message,
OPR^O38,Population/Location-Based Laboratory Order Acknowledgment Message,
OPU^R25,Unsolicited Population/Location-Based Laboratory Observation Message,
ORA^R33,Observation Report Acknowledgement,
ORB^O28,Description,
ORD^O04,Dietary Order Acknowledgment Message,
ORG^O20,General Clinical Order Acknowledgment Message,
ORI^O24,Imaging Order Acknowledgment Message,
ORL^O22,General Laboratory Order Acknowledgment Message,
ORL^O34,Laboratory Order Acknowledgment Message - Multiple Order Per Specimen,
ORL^O36,Laboratory Order Acknowledgment Message - Multiple Order Per Container of Specimen,
ORL^O40,Specimen Shipment Centric Laboratory Order Acknowledgment Message,
ORM^O01,General Clinical Order Message
