ORN^O08,General Order Acknowledgment Message,
ORP^O10,Description,
ORS^O06,Stock Order Acknowledgment Message,
ORU^R01,Observation Message,
ORU^R30,Unsolicited Point-Of-Care Observation Message without Existing Order - Place an Order,
ORU^R31,Unsolicited New Point-Of-Care Observation Message - Search for an Order,
ORU^R32,Unsolicited Pre-Ordered Point-Of-Care Observation,
OSM^R26,Unsolicited Specimen Shipment Manifest Message,
OUL^R22,Unsolicited Specimen Oriented Observation Message,
OUL^R23,Unsolicited Specimen Container Oriented Observation Message,
OUL^R24,Unsolicited Order Oriented Observation Message,
PEX^P07,Unsolicited initial individual product experience report,
PEX^P08,Unsolicited update individual product experience report,
PGL^PC6,Patient Goal Message,
PGL^PC7,Patient Goal Message,
PGL^PC8,Patient Goal Message,
PIN^I07,Patient Insurance Information,
PMU^B01,Personnel Record Message,
PMU^B02,Personnel Record Message,
PMU^B03,Delete Personnel Record Message,
PMU^B04,Activate Practicing Person Message,
PMU^B05,Deactivate Practicing Person Message,
PMU^B06,Terminate Practicing Person Message,
PMU^B07,Grant Certificate Message,
PMU^B08,Revoke Certificate Message,
PPG^PCG,Patient Pathway Goal-Oriented Message,
PPG^PCH,Patient Pathway Goal-Oriented Message,
PPG^PCJ,Patient Pathway Goal-Oriented Message,
PPP^PCB,Patient Pathway Problem-Oriented Message,
PPP^PCC,Patient Pathway Problem-Oriented Message,
PPP^PCD,Patient Pathway Problem-Oriented Message,
PPR^PC1,Patient Problem Message,
PPR^PC2,Patient Problem Message,
PPR^PC3,Patient Problem Message,
PPT^PCL,Patient Pathway Goal-Oriented Response,
PPV^PCA,Goal Query Response,
PRR^PC5,Problem Query Response,
PTR^PCF,Patient Pathway Problem-Oriented Response,
QBP^E03,Query HealthCare Services Invoice,
QBP^E22,Query Authorization Request,
QBP^Q11,Query By Parameter,
QBP^Q13,Query By Parameter,
QBP^Q15,Query By Parameter,
QBP^Q21,Query By Parameter,
QBP^Q22,Query By Parameter,
QBP^Q23,Query By Parameter,
QBP^Q24,Query By Parameter,
QBP^Q25,Query Personnel Information Message,
QBP^Q31,QBP Message,
QBP^Q32,Query By Parameter,
QBP^Z73,QBP Message,
QBP^Z75,Query Grammar: QBP Message,
QBP^Z77,Query Grammar: QBP Message,
QBP^Z79,Query Grammar: QBS Message,
QBP^Z81,Query Grammar: QBP Message,
QBP^Z85,Query Grammar: QBP Message,
QBP^Z87,Query Grammar: QBS Message,
QBP^Z89,Query Grammar: QBS Message,
QBP^Z91,Query Grammar: QBP Message,
QBP^Z93,Query Grammar: QBP Message,
QBP^Z95,Query Grammar: QBP Message,
QBP^Z97,Query Grammar: QBP Message,
QBP^Z99,QBP Message,
QCN^J01,Cancel Query,
QRY^PC4,Query,
QRY^PC9,Query,
QRY^PCE,Query,
QRY^PCK,Query,
QSB^Q16,Create Subscription,
QSB^Z83,Query Grammar: QSB Message,
QSX^J02,Cancel Subscription,
QVR^Q17,Query for Previous Events,
RAS^O17,Pharmacy/Treatment Administration,
RCI^I05,Return Clinical Information,
RCL^I06,Return Clinical List,
RDE^O11,Pharmacy/Treatment Encoded Order Message,
RDE^O25,Pharmacy/Treatment Refill Authorization Request,
RDR^RDR,Pharmacy/treatment Dispense Information,
RDS^O13,Pharmacy/Treatment Dispense Message,
RDY^K15,Display Based Response,
RDY^Z80,Response Grammar: Dispense History,
RDY^Z98,Response Grammar: Dispense History,
REF^I12,Patient Referral,
REF^I13,Modify Patient Referral,
REF^I14,Cancel Patient Referral,
REF^I15,Request Patient Referral Status,
RGV^O15,Pharmacy/Treatment Give,
RPA^I08,Response to Treatment Authorization Information,
RPA^I09,Response to Modification to an Authorization,
RPA^I10,Response to Resubmission of an Authorization,
RPA^I11,Response to Cancellation of an Authorization,
RPI^I01,Return Patient Information,
RPI^I04,Return Patient Information,
RPL^I02,Return Patient Display List,
RPR^I03,Return Patient List,
RQA^I08,Request for Treatment Authorization Information,
RQA^I09,Request for Modification to an Authorization,
RQA^I10,Request for Resubmission of an Authorization,
RQA^I11,Request for Cancellation of an Authorization,
RQC^I05,Request for Patient Clinical Information,
RQC^I06,Request/Receipt of Clinical Data Listing,
RQI^I01,Request for Insurance Information,
RQI^I02,Request/Receipt of Patient Selection Display List,
RQI^I03,Request/Receipt of Patient Selection List,
RQP^I04,Request for patient demographic data,
RRA^O18,Pharmacy/Treatment Administration Acknowledgment Message,
RRD^O14,Pharmacy/Treatment Dispense Acknowledgment Message,
RRE^O12,Pharmacy/Treatment Encoded Order Acknowledgment Message,
RRE^O26,Pharmacy/Treatment Refill Authorization Request Acknowledgment Message,
RRG^O16,Pharmacy/Treatment Give Acknowledgment Message,
RRI^I12,Response to Referral Information Request,
RRI^I13,Response to Modify Patient Referral Request,
RRI^I14,Response to Cancel Patient Referral Request,
RRI^I15,Response to Patient Referral Status Request,
RSP^E03,HealthCare Services Invoice Query Response,
RSP^E22,Authorization Request Query Response,
RSP^K11,Segment Pattern Response,
RSP^K21,Segment Pattern Response,
RSP^K22,Segment Pattern Response,
RSP^K23,Segment Pattern Response,
RSP^K24,Segment Pattern Response,
RSP^K25,Personnel Information Response Message,
RSP^K31,Pharmacy Dispense Message (Response),
RSP^K32,Segment Pattern Response,
RSP^Z82,Response Grammar: Pharmacy Dispense Message,
RSP^Z84,RTB Message (Response),
RSP^Z86,Response Grammar: Pharmacy Information Comprehensive,
RSP^Z88,Response Grammar: Pharmacy Information Comprehensive,
RSP^Z90,Response Grammar: Pharmacy Information Comprehensive,
RTB^K13,Table Based Response,
RTB^Z74,Personnel Information Message,
RTB^Z76,Response Grammar: Who Am I,
RTB^Z78,Response Grammar: Who Am I,
RTB^Z92,Response Grammar: Who Am I,
RTB^Z94,Response Grammar: Who Am I,
RTB^Z96,Response Grammar: Who Am I,
SCN^S37,Anti-Microbial Device Cycle Data Notification,
SDN^S36,Anti-Microbial Device Data Notification,
SDR^S31,Anti-Microbial Device Data Request,
SIU^S12,Notification of New Appointment Booking,
SIU^S13,Notification of Appointment Rescheduling,
SIU^S14,Notification of Appointment Modification,
SIU^S15,Notification of Appointment Cancellation,
SIU^S16,Notification of Appointment Discontinuation,
SIU^S17,Notification of Appointment Deletion,
SIU^S18,Notification of Addition of Service/Resource on Appointment,
SIU^S19,Notification of Modification of Service/Resource on Appointment,
SIU^S20,Notification of Cancellation of Service/Resource on Appointment,
SIU^S21,Notification of Discontinuation of Service/Resource on Appointment,
SIU^S22,Notification of Deletion of Service/Resource on Appointment,
SIU^S23,Notification of Blocked Schedule Time Slot(S),
SIU^S24,"Notification of Opened (""un-blocked"") Schedule Time Slot(s)",
SIU^S26,Notification That Patient Did Not Show Up for Scheduled Appointment,
SIU^S27,Broadcast Notification of Scheduled Appointments,
SLN^S34,Notification of New Sterilization Lot,
SLN^S35,Notification of Sterilization Lot Deletion,
SLR^S28,Request New Sterilization,
SLR^S29,Request Sterilization Lot Deletion,
SMD^S32,Anti-Microbial Device Cycle Data Request,
SRM^S01,Request New Appointment Booking,
SRM^S02,Request Appointment Rescheduling,
SRM^S03,Request Appointment Modification,
SRM^S04,Request Appointment Cancellation,
SRM^S05,Request Appointment Discontinuation,
SRM^S06,Request Appointment Deletion,
SRM^S07,Request Addition of Service/Resource on Appointment,
SRM^S08,Request Modification of Service/Resource on Appointment,
SRM^S09,Request Cancellation of Service/Resource on Appointment,
SRM^S10,Request Discontinuation of Service/Resource on Appointment,
SRM^S11,Request Deletion of Service/Resource on Appointment,
SRR^S01,Response to New Appointment Booking Request,
SRR^S02,Response to Appointment Rescheduling Request,
SRR^S03,Response to Appointment Modification Request,
SRR^S04,Response to Appointment Cancellation Request,
SRR^S05,Response to Appointment Discontinuation Request,
SRR^S06,Response to Appointment Deletion Request,
SRR^S07,Response to Addition of Service/Resource on Appointment Request,
SRR^S08,Response to Modification of Service/Resource on Appointment Request,
SRR^S09,Response to Cancellation of Service/Resource on Appointment Request,
SRR^S10,Response to Discontinuation of Service/Resource on Appointment Request,
SRR^S11,Response to Deletion of Service/Resource on Appointment Request,
SSR^U04,Specimen Status Message,
SSU^U03,Specimen Status Message,
STC^S33,Sterilization Configuration Notification,
STI^S30,Sterilization Item Request,
TCR^U11,Test Code Settings Request,
TCU^U10,Test Code Settings Update,
UDM^Q05,Unsolicited Display Message,
VXU^V04,Unsolicited Vaccination Update,
VXX^V02,Response to Vaccination Query,
