Identificador,Categoria,Subcategoria,Monitorizacion,Explicacion,Ejemplo,Valor,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),Definir los procesos según su grado de sensibilidad donde existen entornos de control industria.,La organización mapeará los procesos donde existen entornos de control y definirá los principales procesos comerciales que involucran estos controles para comprender el nivel de daño al negocio y regulatorio que podría resultar de dichos entornos.,Documentar los procesos y entornos de mapeo según la gravedad.,2,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),Seperar redes de control de otros sistemas y redes externas,"La organización separará las redes de control de las redes o los servidores de los usuarios, para restringir el acceso directo entre redes.","La separación se puede llevar a cabo utilizando firewalls y VLAN separadas para cada red de monitorización. Dada la opción, es preferible separarlo por un diodo unidireccional y permitir solo la divulgación de información fuera de la organización.",1,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),Separar el sistema de gestión de controladores de equipos industriales y los componentes operativos del sistema.,Implementar una separación adecuada entre la red de controles operativos y el sistema de gestión de los controles.,,2,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),No se debe concetar dispositivos que no sean controles del entorno de producción a la red de controles de producción.,La organización no instalará equipos que no formen parte del Sistema de control industrial en la red de controles. El equipo que se requiere que se conecte se conectará a una red separada y la comunicación se habilitará individualmente.,"Si es necesario conectar diferentes equipos para interfaces con sistemas de producción, debe conectarse mediante un segmento de red separado detrás del firewall.",1,,
PR-IP-1,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Unos niveles básicos de configuración de la información de los sistemas de control tecnológicos/industrial están siendo mantenidos incorporando los principios de seguridad (ej concepto de menor  funcionalidad o least functionality),"No se permite el acceso directo desde el entorno de controles industriales a Internet, ni desde el entorno de interfaces hombre-máquina.",,"Es posible limitar las redes de control en el firewall y deshabilitar el acceso de comunicación directa de estas redes a Internet. Las actualizaciones se permitirán desde una red buffer individualmente, solo después de pasar por equipos como un proxy",2,,
PR-IP-2,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Un sistema de desarrollo del ciclo de vida está siendo administrado e implementado,"Administrar una matriz digital de certificados para la emisión y revocación de certificados digitales, usando certificados digitales solo fuentes confiables.","La organización administrará una matriz para la emisión de certificados digitales y una matriz para la revocación de certificados (CRL). Además, también utilizará certificados externos emitidos solo por fuentes confiables (Trusted CA).","Se puede realizar a través de una matriz de servidores CRL actualizada y ordenada, y el uso de certificados externos de servicios aprobados (Trusted CA).",2,,
PR-IP-2,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Un sistema de desarrollo del ciclo de vida está siendo administrado e implementado,Definir un proceso para la renovación de certificados digitales antes del vencimiento,La organización se asegurará de que los certificados digitales en uso regular se renueven antes de su vencimiento y así se reemplazan los certificados. Los certificados más antiguos se distribuyen a los servidores de revocación de certificados (CRL).,,2,,
PR-IP-2,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Un sistema de desarrollo del ciclo de vida está siendo administrado e implementado,Llevar a cabo periódicamente reemplazo proactivo de claves de cifrado sensibles.,La organización definirá la vida de las claves criptográficas sensibles y se encargará de reemplazarlas a tiempo. También es necesario implementar un proceso de reemplazo de claves de cifrado en aplicaciones sensibles.,,2,,
PR-IP-2,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Un sistema de desarrollo del ciclo de vida está siendo administrado e implementado,La protección cibernética como parte del ciclo de vida del desarrollo es necesario tener en cuenta las consideraciones de seguridad en cada etapa del ciclo de vida del desarrollo del sistema y definir a los funcionarios para los aspectos de seguridad en cada etapa.,"La organización promoverá un proceso ordenado de desarrollo seguro, definiendo las etapas de implementación de la seguridad de la información en cada etapa del proceso de desarrollo y se asegurará de que los factores clave responsables de varias etapas en el proceso de desarrollo acepten la responsabilidad de sus roles en el tema de La seguridad del sistema y están equipados con los conocimientos necesarios para hacerlo.","Es posible definir los requisitos de seguridad de la información en la fase de inicio, en la fase de diseño (la fase POC), en la fase de implementación (fase de adquisición, desarrollo e implementación) y en la etapa de presentación (pruebas y ensayos de seguridad de la información antes de pasar a producción ) En estas etapas, es necesario definir las pautas y la responsabilidad para asegurarse de que se cumplen las consideraciones y requisitos de seguridad en el proceso. Las consideraciones de seguridad en el proyecto también incluirán aspectos que no son tecnológicos o que no se relacionan directamente con el desarrollo y la presentación, como el almacenamiento de información en el proveedor al final del desarrollo, la compartimentación en las instalaciones del proveedor, los procedimientos de acceso remoto, SLA, compromiso de respaldar el producto durante un período específico, el método de transferencia de archivos e información del cliente al proveedor, etc. Utilice los controles incluidos en el capítulo de Outsourcing en este documento.",3,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,"Examinar la configuración existente de la información sistemas de forma periódica y cuando ocurren eventos, que fueron definidos por la organización y son una parte integral del proceso de instalación y actualización de una versión","La organización registrará los cambios en los sistemas de información durante una reconfiguración importante, o una vez cada período (lo que ocurra primero).",Se puede realizar a través de un proceso de documentación de cambios.,2,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,Mantener anterior versiones de la configuración del sistema para admitir Rollback.,La organización se asegurará de que existan herramientas y métodos para deshacer los cambios sin éxito.,"Se puede aplicar utilizando una copia de seguridad completa del sistema antes del cambio y mediante la actualización gradual de los componentes (entorno de prueba, entorno DR, etc.).",2,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,"Determinar qué cambios en el sistema se definen como cambios de configuración, solicitudes de cambio de configuración de documentos y su estado (aprobado, ejecutado, rechazado) y guárdelos durante un período de tiempo definido.",La organización gestionará un proceso de ratificación de cambios antes de aplicarlos.,Se puede aplicar mediante la celebración de reuniones semanales de gestión de cambios y la ratificación de cambios mientras se explica la naturaleza del cambio,2,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,"Implementar un mecanismo automático para documentar las solicitudes de cambios de configuración, para alertar a la autoridad de certificación y para prohibir hacer cambios hasta recibir todas las aprobaciones necesarias.",La organización operará un sistema de información que coordinará el proceso de gestión de cambios en general y el proceso de ratificación de cambios en particular.,,4,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,"Analizar los cambios en el sistema de información para determinar los posibles efectos de seguridad antes de implementar el cambio (debido a la debilidad, incumplimiento, malicia, etc.).","La organización gestionará un proceso de evaluación de riesgos como parte de la gestión del cambio organizacional. Se documentarán los posibles impactos en la disponibilidad y confiabilidad del sistema, como parte de las etapas de presentación de una solicitud de cambios.","Se puede aplicar a través de un cuestionario complementario para la solicitud de cambios de gestión, que enumerará sus riesgos al realizar los cambios.",2,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,Analizar los cambios de configuración en el entorno de información en un entorno de prueba separado antes de su implementación en el entorno de producción.,La organización examinará los cambios en un entorno de prueba separado antes de implementar cambios en el entorno de producción.,"Se puede realizar manteniendo un entorno de prueba, en una versión similar al entorno de producción",2,,
PR-IP-3,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),La configuración de cambios en procesos está bajo control,"Después de realizar cambios de configuración en el sistema de información, verifiqueque  las funciones de seguridad funcionan correctamente","La organización verificará todo el sistema y sus componentes con respecto a los aspectos de seguridad de la información, incluidos: autenticación, autorización, cifrado, endurecimiento y cualquier otra funcionalidad de seguridad de la información en el sistema.","Es necesario ejecutar, a través de la visión general de monitoreo requerida y, si es necesario, incluso a través de pruebas como encuestas de control y pruebas de penetración.",3,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados","Control de backups de registros de forma periódica, se alamacenan los archivos de copia de seguridad lejos del sistema de monitoreo.",,"La organización definirá métodos de respaldo continuos de las definiciones de matriz de monitoreo (reglas y configuraciones de monitoreo de respaldo), así como de los registros recopilados",3,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados",Establecer backup de respaldo y computación que permite una recuperación completa al mismo nivel de seguridad que el sitio principal.,"La organización establecerá y mantendrá un sitio secundario que contendrá copias de los sistemas, así como datos y sistemas de seguridad de almacenamiento, todo lo cual respaldará la recuperación y la continuidad comercial de los procesos críticos.","Se puede implementar duplicando servidores y entornos de supervivencia en el sitio alternativo. Técnicas de virtualización, etc.",2,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados",Definir el sitio de respaldo de una manera que respalde el plan de recuperación,La organización definirá sistemas y líneas de comunicación de una manera que permita una recuperación rápida y efectiva,"Esto puede implementarse mediante sistemas de alta disponibilidad en varias configuraciones, lo que permite la duplicación rápida de datos y la disponibilidad después de la recuperación en el sitio alternativo",2,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados","Preparar acuerdos de backups de infraestructura site, que contengan cláusulas de prioridad de servicio, de acuerdo con los objetivos de recuperación de la organización",La organización verificará que sus acuerdos de servicio contengan cláusulas que comprometan al proveedor a un servicio y tiempos de respuesta compatibles con sus objetivos.,Es posible verificar que los acuerdos de SLA con los tiempos de respuesta y recuperación de los programadores del sistema del proveedor del sitio de respaldo sean compatibles con el servicio RTO de la organización. Es posible dictar la primera prioridad en la recuperación de servicios críticos.,2,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados",Preparar copias de seguridad de las redes de comunicación y verifique la existencia de servicios de comunicación alternativos para reducir la dependencia de un único punto de falla.,"La organización verificará la existencia de una red de comunicación alternativa entre sus sitios principal y de respaldo, así como un enlace de comunicación dual al sitio principal.","Se puede verificar comprando y operando líneas de comunicación de respaldo, minimizando así la dependencia de un solo punto de fallo",3,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados","Preparar y proteger backups de los niveles de usuario, sistema y documentación.","La organización realizará una copia de seguridad de todos los datos comerciales críticos y garantizará su disponibilidad, integridad y confidencialidad.","Copias de seguridad de discos, cintas y nube.",1,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados",Verificar la fiabilidad y disponibilidad del backup.,La organización garantizará copias de seguridad confiables y disponibles.,Se puede hacer con pruebas de recuperación periódicas.,2,,
PR-IP-4,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"Backups de la información se llevan a cabo, se mantienen y están siendo testeados",Retener una copia de los datos críticos fuera del sitio principal o main site.,"La organización se asegurará de que las copias de seguridad se conserven en sitios remotos, protegidos de desastres ambientales (incendios, etc.).","Se puede hacer directamente haciendo una copia de seguridad en un sitio remoto, o mediante la entrega regular de los medios de copia de seguridad a ese sitio.",2,,
PR-IP-5,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Se cumplen las políticas y regulaciones sobre el entorno operativo físico para los activos de la organ,"Escribir e implemente una política de medios (extraíble magnético, óptico, mecánico). Revíselo y actualícelo periódicamente.","La organización redactará e implementará una política de uso y protección para los medios, incluida la referencia al uso de los medios, la forma de su almacenamiento y la destrucción de la información almacenada en estos medios y/o la destrucción de los medios al final de uso (o el fin de la vida de los medios).","La política considerará, por ejemplo, los tipos de dispositivos aprobados contra aquellos a los que se prohíbe hacer uso, si el uso de los medios está permitido o prohibido (como una computadora, una memoria portátil, un teléfono de trabajo) para fines privados, si está permitido el uso de estos medios fuera de la organización, y cómo, qué hacer con los medios cuando está defectuoso en desuso. De esta política surgirán los procedimientos relevantes para la organización, tales procesos de mapeo de medios y medios de distribución (como comprar discos magnéticos para los servidores, medios ópticos) y proporcionar acceso a los medios antes mencionados de acuerdo con los procedimientos de la organización para los funcionarios relevantes ( como el acceso a los discos duros solo para el personal de TI, el acceso a los medios extraíbles para los funcionarios pertinentes, etc.).",2,,
PR-IP-5,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Se cumplen las políticas y regulaciones sobre el entorno operativo físico para los activos de la organ,Definir y mantener la matriz de respuesta a accesos no autorizados a la instalación.,,"Por un oficial de seguridad organizacional, una compañía de seguridad, etc.",3,,
PR-IP-5,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Se cumplen las políticas y regulaciones sobre el entorno operativo físico para los activos de la organ,"Instalar un circuito cerrado sistema de televisión, para monitorizar cualquier acceso físico al activo. Almacene las grabaciones por un período predefinido.","Instalar un sistema de circuito cerrado de televisión, para monitorizar cualquier acceso físico al activo. Monitoree el CCT continuamente por una persona de seguridad.",,4,,
PR-IP-5,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Se cumplen las políticas y regulaciones sobre el entorno operativo físico para los activos de la organ,Registrar todos los visitantes a la instalación.,Registrar todos los visitantes a las instalaciones de la organización.,"Mantener un registro / registro de visitantes, en un sistema designado todos los visitantes a una instalación específica.",2,,
PR-IP-6,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Los datos son destruidos basándose en las políticas establecidas,"Evitar el funcionamiento remoto de los accesorios de la computadora (cámaras web, micrófonos, parlantes, auriculares o cualquier accesorio que pueda estar conectado a una PC) y brinde una indicación explícita sobre el hecho de que los accesorios de la computadora están físicamente activos con el usuario","Evite el bloqueo que desactiva la operación remota de cámaras, micrófonos, etc","
Es preferible bloquear permanentemente los accesorios de computadora que no se usan para reducir este riesgo",3,,
PR-IP-6,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Los datos son destruidos basándose en las políticas establecidas,La organización realizará un monitoreo de los servidores y sistemas que han sido excluidos (y cuya exclusión fue aprobada) de la implementación de una configuración reforzada,"A veces, por razones comerciales y / o operativas, es imposible aplicar el nivel de protección para todos los activos de la misma manera. En tales casos, la organización debe implementar rl proceso que requerirá una exclusión especial por tarea. servidor o sistema particular de los siguientes requisitos de seguridad de la información con cierta necesidad, y al hacerlo, la organización será responsable de proporcionar controles compensatorios en lugar de exclusión","Es posible establecer un jefe de sector o un funcionario que constituirá una ""Autoridad de aprobación"" para la exclusión de la política en beneficio de las necesidades de exclusión, examinará la necesidad operativa y comercial de exclusión y recomendará controles compensatorios.",3,,
PR-IP-6,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Los datos son destruidos basándose en las políticas establecidas,Inspeccionar periódicamente los equipos de blanqueamiento y destrucción de medios para validar su efectividad.,"La organización definirá un proceso de inspección de los equipos de destrucción y blanqueamiento de medios, incluida la verificación de la efectividad de los procesos y tecnologías implementados.","Los sistemas de blanqueamiento (whitening) / destrucción pueden inspeccionarse periódicamente mediante muestras, como intentar insertar un archivo ""ficticio"", intentar leer o recuperar un archivo confidencial de medios obsoletos.",3,,
PR-IP-7,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Los procesos de protección están siendo continuamente mejorado,"Definir, documentar e implementar una política de endurecimiento para estaciones de trabajo y servidores, que cumpla con los requisitos de seguridad de la información de la organización.","La organización definirá los requisitos de endurecimiento para los sistemas dentro de la organización con énfasis en cuáles son los requisitos básicos, la frecuencia de las actualizaciones y el nivel de clasificación y luego documentará los requisitos en un marco general que servirá de base para endurecer los procedimientos","Es posible utilizar documentos de referencia de los fabricantes oficiales y las organizaciones de estándares, como DISA, SANS, etc. Además, se definirá  los procedimientos que llevará a acabo la organización en relación a la implementación de la prueba continua de los controle  así cómo quién es responsable de las mismas. Los documentos de endurecimiento, deberán incluir entre otras cosas, las referencia al uso de personas no autorizadas. servicios seguros, puertos aprobados, eliminación de cuentas inactivas, etc. Es importante asegurarse de que el endurecimiento se llevará a cabo de acuerdo con la funcionalidad relevante de la aplicación (como el endurecimiento de los servidores IIS opuestos a TOMCAT, el endurecimiento del servidor WEB opuesto, el endurecimiento del servidor DB, etc.)",1,,
PR-IP-7,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Los procesos de protección están siendo continuamente mejorado,Almacenar los medios de forma segura,"La organización definirá los métodos de seguridad de almacenamiento de fechas, de acuerdo con varios tipos de medios (magnéticos, ópticos, extraíbles).","Se puede implementar mediante la protección física de las áreas de almacenamiento de medios físicos, la codificación de respaldo y el almacenamiento de medios magnéticos en una instalación de almacenamiento con licencia; proteger gabinetes de comunicación que contienen servidores, almacenar dispositivos y discos duros; almacenar medios ópticos y hardware security module (HSM), en cajas fuertes.",2,,
PR-IP-7,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Los procesos de protección están siendo continuamente mejorado,"Escribir, implementar y revisar periódicamente, las políticas de compras y desarrollo","Los controles están destinados a verificar que todos los sistemas cumplan con el punto de referencia de seguridad definido por la organización, tanto los desarrollados internamente como los adquiridos in site o como un servicio en la nube.","Esta política incluirá, entre otras cosas, referencia al nivel de SLA deseado, cumpliendo con los requisitos de protección en todos los niveles (política de contraseña, encriptación de registros, etc.) acceso remoto, acceso de los desarrolladores a la producción",2,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Evaluar los niveles de sensibilidad de varias funciones en la organización y definir criterios de clasificación adecuados en la contratación de empleados.,Definir requisitos mínimos en el reclutamiento y requisitos más altos para funciones sensibles,"Los requisitos mínimos pueden incluir, por ejemplo, pruebas de antecedentes y verificación de datos, prueba de confidencialidad. Se recomienda diseñar una matriz que defina varias pruebas para funciones específicas. Por ejemplo, la inexistencia de antecedentes penales, la realización de pruebas de clasificación de seguridad cuando sea necesario, la confidencialidad, la verificación de los datos presentados por posibles empleados, la credencial emitida por ex empleadores, los empleados de soporte técnico deben aprobar la prueba de confidencialidad computarizada, los que tienen autorizaciones superiores (ADMIN) deben someterse a una prueba externa, etc.",2,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)","Realizar una prueba de antecedentes
en reclutamiento y ascenso a funciones de mayor sensibilidad",Realizar pruebas de antecedentes a los candidatos / empleados antes de autorizar el acceso a los sistemas de datos.,"Las pruebas de antecedentes pueden incluir: verificación de datos de antecedentes, cuestionamiento a empleadores anteriores, pruebas de confidencialidad / detección de mentiras, verificación de antecedentes económicos, autorización de seguridad, etc.",3,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",La organización registrará a todos los empleados en acuerdos de confidencialidad más allá de su empleo,Cada empleado firmará un acuerdo de confidencialidad y declarará que no hay documentos u otros dispositivos de almacenamiento de datos que contengan datos comerciales en su posesión.,"Se puede implementar mediante la inscripción de empleados en NDA y realizando pruebas en empleados de muestra. Dichas revisiones pueden realizarse monitoreando las actividades de los usuarios en la red para localizar anomalías (tratando de acceder a archivos no autorizados, copiar grandes cantidades de datos, etc.)",2,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Contratar empleados con el compromiso de cumplir con los requisitos cibernéticos de la organización,"El empleado firmará documentos que acrediten su conocimiento del hecho de que los sistemas de la organización contienen datos comerciales secretos, que no deben divulgarse sin ellos una autorización específica de acuerdo con las reglas de la organización.","Puede implementarse mediante la inscripción de todos los empleados en acuerdos de confidencialidad, guardados en sus archivos; mediante un sistema IdM que controla la información sobre los usuarios en las computadoras y permite la ratificación periódica de cada empleado.",2,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Definir los requisitos de seguridad de proveedores y terceros.,"La organización definirá los requisitos de seguridad de datos como parte de su política de relaciones con los proveedores. Tales como limitaciones en el intercambio de datos, NDA, instrucciones en las reglas de seguridad de la organización, instrucciones de los proveedores, etc.",Puede implementarse mediante un folleto de reglas y mediante la inscripción de proveedores al comienzo de su empleo. Realizar una actualización periódica.,2,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)","Definir regulaciones sobre el uso de sistemas de datos en el trabajo. Estas reglas definen las responsabilidades y el uso adecuado de los sistemas de datos, haciendo hincapié en los sistemas sensibles.","La organización definirá reglas de conducta en relación con los sistemas de datos, distribuyéndolos entre sus empleados.","Puede implementarse mediante procedimientos que definen la política de descarga, navegando en sitios para compartir datos, utilizando direcciones privadas / comerciales, etc. Al registrar la conducta de los usuarios, mediante cursos para nuevos empleados y mediante herramientas como el filtrado de URL y las aplicaciones de control.",1,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Definir reglas y limitación en el uso de las redes sociales,Definir las reglas y limitaciones en el uso de redes sociales: limitaciones en la publicación de información organizacional en las redes sociales y sitios públicos; representación de la organización en las redes sociales; y acceso a redes sociales desde los sistemas de la organización.,"La conducta del usuario en las redes sociales puede definir pautas sobre la representación de la organización en estas redes, sobre la divulgación de información y sobre las precauciones al acceder a las redes sociales desde los sistemas de la organización.",2,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Definir e implementar un procedimiento de sanción luego de la desobediencia de las reglas de seguridad de datos.,"La organización definirá los procedimientos disciplinarios para hacer frente a las violaciones de seguridad por parte de empleados o contratistas, registrará las medidas disciplinarias tomadas.","Por ejemplo: un empleado que violó instrucciones claras será convocado, junto con su superior, para aclarar asuntos con elementos de seguridad. Esto puede resultar en medidas disciplinarias hasta la terminación del empleo. Se deberá prestar atención a los casos que requieren la participación de personas jurídicas o autoridades.",3,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Examinar y actualizar las autorizaciones de los empleados al cambiar funciones,"Definir los procedimientos de movilización laboral, incluidas las actualizaciones de autorización en línea con las nuevas funciones (eliminar autorizaciones innecesarias, definir nuevas según sea necesario para la nueva función).","Las actualizaciones de autorización pueden realizarse manualmente, notificando los elementos de autorización en la organización, o automáticamente cuando las interfaces de autorización están integradas en los sistemas de recursos humanos (un sistema de gestión de identificación computarizado). En la movilización laboral, es preferible eliminar todas las autorizaciones existentes y definir un nuevo conjunto.",1,,
PR-IP-11,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),"La ciberseguridad está incluida en las prácticas de recursos humanos (desaprovisionamiento, selección de personal o personnel screening)",Eliminar todas las autorizaciones y bloquear cuentas de usuario al finalizar el empleo,Definir un proceso de actualización para la terminación de la eliminación del empleo de autorizaciones y cuentas de usuario,"Las actualizaciones de autorización pueden realizarse manualmente, notificando los elementos de autorización en la organización, o automáticamente cuando las interfaces de autorización están integradas en los sistemas de recursos humanos (un sistema de gestión de identificación computarizado). En la terminación del empleo, elimine todas las autorizaciones existentes, congelar y cuentas de usuario posteriores.",2,,
PR-IP-12,Procesos y procedimientos de protección de la información (Information Protections Process and Procedures),Un plan de gestión de vulnerabilidades está siendo desarrollado e implementado ,Documentar el proceso de corrección de fallos y vulnerabilidades de seguridad de datos,Esta documentación tiene por objeto garantizar la integridad y la eficacia del proceso.,"El control está destinado a verificar que los flujos se traten de acuerdo con la política de la organización. Este seguimiento localizará flujos graves de flujos largos de datos  (long standing grave flows), flujos no resueltos de toda la empresa, ayudará al gerente de Defensa Cibernética a diseñar planes de trabajo periódicos y se presentará periódicamente a la gerencia",2,,
PR-MA-1,Mantenimiento (Maintenance),"El mantenimiento y reparación de los activos de la organización se lleva acabo y se registra, con herramientas controladas y previamente aprobadas ",Verificar que el sistema desarrollado adquirido implementa mecanismos de verificación de entrada.,"Los sistemas desarrollados implementarán mecanismos de filtrado de entradas inesperadas, como longitudes o formatos inesperados. Estos pueden conducir a resultados inesperados y tener un impacto negativo en la inmunidad, integridad o disponibilidad del sistema, de acuerdo con su nivel de valor.","Los sistemas desarrollados implementarán mecanismos de filtrado de entradas inesperadas, como longitudes o formatos inesperados. Estos pueden conducir a resultados inesperados y tener un impacto negativo en la inmunidad, integridad o disponibilidad del sistema, de acuerdo con su nivel de valor.",2,,
PR-MA-2,Mantenimiento (Maintenance),"El mantenimiento remoto de los activos de la organización está aprobado, registrado y ejecutado de tal manera que se evite el acceso no autorizado ",Evaluar la penetrabilidad del sistema de forma periódica,"La organización evaluará la penetrabilidad de las infraestructuras y aplicaciones (internas y externas, si es administrada por la organización) de forma periódica.","Las organizaciones financieras, por ejemplo, realizan evaluaciones de penetrabilidad anuales, incluso plurianuales, de todos sus sistemas, pudiendo así realizar un seguimiento continuo.",3,,
PT-PT-1,Tecnología protectora (Protective Technology),"Registros de eventos y logs está determinado, documentado, implementado y revisado acorde con una política","Implementar un sistema central de monitoreo de seguridad de la información, que recibe alertas sobre eventos inusuales en dispositivos móviles y permite la contención y respuesta a incidentes.","Para detectar incidentes de ataque en dispositivos móviles y permitir su contención y una respuesta adecuada, es necesario implementar un sistema de monitoreo centralizado, que reciba alertas de los componentes aplicados a los dispositivos móviles.",,3,,
PT-PT-1,Tecnología protectora (Protective Technology),"Registros de eventos y logs está determinado, documentado, implementado y revisado acorde con una política","Determinar los eventos que el sistema registrará (logged) y para qué períodos. Estos registros de control deben formar la base para el debriefing de eventos de seguridad. Definir qué sistemas deben auditarse (servidores, elementos de comunicación, aplicaciones, bases de datos, etc.)","La organización determinará qué eventos en sus sistemas se registrarán dentro de sus sistemas de seguridad de datos, así como las reglas de monitorización, utilizados en estos eventos. Determinará un período mínimo de tiempo para mantener estos registros, cumpliendo con las regulaciones estatales.","Se puede implementar mediante la caracterización de ex post factum, o después del hecho, de eventos comunes",2,,
PT-PT-1,Tecnología protectora (Protective Technology),"Registros de eventos y logs está determinado, documentado, implementado y revisado acorde con una política",Examinar periódicamente las definiciones de eventos registrados y la efectividad del sistema de grabación,"Examinar periódicamente las premisas del trabajo frente a los cambios en los sistemas de la organización, para asegurar la integridad de la grabación. Además, examine periódicamente la normalidad de los eventos registrados y su acuerdo con las definiciones y necesidades de la organización.","Un examen periódico de los mecanismos de registro y su acuerdo con los sistemas de la organización. Para un sistema de control central, es posible utilizar mecanismos automáticos para verificar las actividades y la normalidad del sistema de registro de eventos.",2,,
