"NODE_ID","NODE_NAME","NODE_DESCRIPTION","FQDN","IP_ADDRESS","SW_VERSION","SERIAL_NUMBER","SECOND_SERIAL_NUMBER","DEFINED_AT","REGION_ID","REGION_NAME","TENANT_ID","TENANT_NAME","PRODUCT_TYPE","PRODUCT_TYPE_NAME","ADMIN_STATE","ADMIN_STATE_VALUE","MGMT_STATUS","MGMT_STATUS_VALUE","SEVERITY_STATE","SEVERITY","CONNECTION_STATE","CONNECTION_STATE_VALUE","CONNECTION_LOST_TIME","MISMATCH_STATE","MISMATCH_STATE_VALUE","RESET_NEEDED","RESET_NEEDED_VALUE","BURN_NEEDED","BURN_NEEDED_VALUE","NETWORK_STATE","NETWORK_STATE_VALUE","SBA_CONNECTION_STATE","SBA_CONNECTION_STATE_VALUE","VQM_CONNECTION_STATE","VQM_CONNECTION_STATE_VALUE","VQ_STATUS","VQ_STATUS_VALUE","VQ_CONTROL_STATUS","VQ_CONTROL_STATUS_VALUE","VQ_MEDIA_STATUS","VQ_MEDIA_STATUS_VALUE","SIP_MESSAGE_STATUS","SIP_MESSAGE_STATUS_VALUE","CALLS_COUNT","MANAGED_STATE","MANAGED_STATE_VALUE","MANAGED_STATE_SEM","MANAGED_STATE_SEM_VALUE","LICENSE_STATUS","LICENSE_STATUS_VALUE","LICENSE_POOL_STATUS","CLM_STATUS","SNMP_PORT","SNMP_VERSION","HTTPS_PROXY_ENABLED","HTTPS_ENABLED_VALUE","LAST_BACKUP_STATUS","LAST_BACKUP_STATUS_VALUE","LAST_PERFORMED_BACKUP_TIME","POLLING_ENABLED","POLLING_ENABLED_VALUE","LAST_POLLING_STATUS","LAST_POLLING_STATUS_VALUE","LAST_POLLING_FAIL_REASON","LAST_SUCCESFUL_POLLING","LAST_UNSUCCESFUL_POLLING","LAST_NUM_POLLING","NETWORK_X_LOCATION","NETWORK_Y_LOCATION","NETWORK_LATITUDE","NETWORK_LONGITUDE","REPORTED_NODE_ID","SQL_SERVRE_IP","SQL_SERVER_PORT","SQL_SERVER_INSTANCE_NAME"
46911326,"Trunk Group#11","","","","","","",06-NOV-19,30,"AutoDetection",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,816.6025403784439,759,"50.56876520525547","2.3557518552687338",-1,"",,""
46911328,"Trunk Group#12","","","","","","",06-NOV-19,30,"AutoDetection",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,643.3974596215562,759,"50.56876520525547","-2.189881855268732",-1,"",,""
80657960,"??????","","","","","","",06-OCT-20,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",-1,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,253,555,"51.846097","0.076513",0,"",,""
6,"IL S4B Mediation","","acllync01.corp.audiocodes.com","","","","",28-JUN-17,2,"Israel",1,"AudioCodes",301,"Skype Mediation Server","","",3,"UNMONITORED","","",3,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",1,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-390,-490,"32.117620","34.844856",5,"",,""
7,"IL Edge Server","","acllyncedge.corp.audiocodes.com","","","","",28-JUN-17,2,"Israel",1,"AudioCodes",302,"Skype Edge Server","","",3,"UNMONITORED","","",3,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",52,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-842,-486,"32.09566374875706","34.82013702392579",5,"",,""
8,"NJ S4B FE/Mediation","","ailync01.corp.audiocodes.com","","","","",28-JUN-17,2,"Israel",1,"AudioCodes",301,"Skype Mediation Server","","",3,"UNMONITORED","","",3,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",1,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-851.1184364918007,-24.458743653731062,"39.90973623453719","-74.17968750000001",5,"",,""
9,"NJ Edge server","","ailyncedge.corp.audiocodes.com","","","","",28-JUN-17,2,"Israel",1,"AudioCodes",302,"Skype Edge Server","","",3,"UNMONITORED","","",3,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",1,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-393.2220415282243,-25.887315726289387,"39.6437675734185","-75.03112792968751",5,"",,""
43215142,"Marina Test","","","","","","",24-SEP-19,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",-1,"",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-460.53309418651475,825.8666686371316,"51.925307","0.14161",0,"",,""
2710081,"Lync","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,24,-61,"51.869708","-0.867920",-1,"",0,""
2710083,"Biz+","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,85.65521832075547,-492.54940025328364,"41.804078","12.579346",-1,"",0,""
2710085,"Bezeq SIPT","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-172,-155,"32.757252","35.013428",-1,"",0,""
2710087,"New Jersy","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,296,-60,"40.538937","-74.548086",-1,"",0,""
2710089,"Fax Server","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,421,-358,"7.887994","98.3918736",-1,"",0,""
2710091,"WebRTC","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-248,-305,"48.494768","-2.153320",-1,"",0,""
2710095,"IPP Lab","","","","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,405.3975831964933,-458.27149476402974,"50.771208","4.240723",-1,"",0,""
2710097,"vocanom","","","34.248.189.47","","","",20-NOV-17,2,"Israel",1,"AudioCodes",200,"Generic Device","","",3,"UNMONITORED","","",0,"Not Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,418,-229,"31.414600","35.095825",-1,"",0,""
39052613,"Teams","","","","","","",04-AUG-19,5872112,"NorthCarolina",5716643,"USA",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-1260,-36,"34.988977767903606","-77.05151597548323",-1,"",,""
39052615,"SIP.US","","","","","","",04-AUG-19,5872112,"NorthCarolina",5716643,"USA",200,"Generic Device","","",3,"UNMONITORED","","",1,"Connected",,,"",,"",,"",,"",,"",,"",3,"UNMONITORED",3,"UNMONITORED",3,"UNMONITORED",,"",0,,"",,"",3,"UNMONITORED",,,,,,"",,"",,,"",,"",,,,,-1052,456,"34.988977767903606","-80.57525242451676",-1,"",,""
