bulletinNumber,bulletinProductId,hwEoxId,replacementProductId,replacementProductEoSaleDate,wasUpdated,resolutionStatus,resolutionHops
EOL12169,SG300-10PP-K9-IN,385875,C1300-16XTS,,True,ok_null_eos,3
EOL13834,SG350X-24P-K9-AR,497309,C1300-16XTS,,True,ok_null_eos,2
EOL7793,CRS-8-LCC-PDU-DC,259215,CRS-8-PSH-DC=,2020-05-15,False,no_mapping,1
EOL7793,CRS-8-LCC-PDU-ACD=,259212,CRS-8-PSH-DC=,2020-05-15,False,no_mapping,1
EOL7793,CRS-8-LCC-PDU-ACW=,259214,CRS-8-PSH-DC=,2020-05-15,False,no_mapping,1
EOL7793,CRS-8-LCC-PDU-ACW,259213,CRS-8-PSH-DC=,2020-05-15,False,no_mapping,1
EOL7793,CRS-8-LCC-PDU-ACD,259211,CRS-8-PSH-DC=,2020-05-15,False,no_mapping,1
EOL12447,AIR-CAP3702E-Z-K9,402238,AIR-AP3802E-N-K9,2022-10-31,False,no_mapping,1
EOL11051,AIR-CAP3602E-Z-K9,320506,AIR-AP3802E-N-K9,2022-10-31,False,no_mapping,1
3106,CISCOSOHO78,167430,CISCO878-K9,2011-05-10,False,no_mapping,3
3106,CISCO828,167423,CISCO878-K9,2011-05-10,False,no_mapping,3
EOL10770,NCS4K-2H-O-K=,316652,NCS4K-4H-OPW-QC2=,,True,ok_null_eos,2
EOL10770,NCS4K-2H-O-K,316650,NCS4K-4H-OPW-QC2=,,True,ok_null_eos,2
EOL10770,NCS4K-20T-O-S=,316649,NCS4K-4H-OPW-QC2=,,True,ok_null_eos,2
EOL10770,NCS4K-20T-O-S,316647,NCS4K-4H-OPW-QC2=,,True,ok_null_eos,2
EOL6414,AIM-ATM-4T1=,206722,AIM-ATM-4T1/E1=,2011-11-04,False,no_mapping,1
EOL6414,AIM-ATM-4E1=,206720,AIM-ATM-4T1/E1=,2011-11-04,False,no_mapping,1
EOL6414,AIM-ATM-4T1,206721,AIM-ATM-4T1/E1=,2011-11-04,False,no_mapping,1
EOL6414,AIM-ATM-4E1,206718,AIM-ATM-4T1/E1=,2011-11-04,False,no_mapping,1
EOL9181,AIR-LAP1262N-I-K9,282077,AIR-SAP2602E-C-K9,2016-12-29,False,no_mapping,2
EOL8989,AIR-LAP1242AG-I-K9,279935,AIR-SAP1602E-I-K9,2016-12-29,False,no_mapping,2
EOL5003,WIC-1AM,161724,WIC-1AM-V2=,2017-12-09,False,no_mapping,1
EOL7147,VIC-4FXS/DID=,237798,EM-HDA-3FXS/4FXO=,2017-12-09,False,no_mapping,1
EOL7147,VIC-4FXS/DID,237796,EM-HDA-3FXS/4FXO=,2017-12-09,False,no_mapping,1
EOL6634,VIC2-2FXS=,230007,NIM-2FXO,,True,ok_null_eos,2
EOL6634,VIC-2DID=,230003,NIM-2FXO,,True,ok_null_eos,2
EOL8852,CTS-MXP-1000-K9,278078,CS-DESK-K9,,True,ok_null_eos,3
EOL8266,CTS-E20-K9,267247,CP-9971-C-K9,2016-07-05,False,no_mapping,1
EOL7861,CTS-1500-PAL,260631,CTS-EX60-K9,2015-06-08,False,no_mapping,1
EOL7861,CTS-1500-NTSC,260629,CTS-EX60-K9,2015-06-08,False,no_mapping,1
EOL7723,CTS-1700-K9,258533,CS-DESK-K9,,True,ok_null_eos,3
EOL8855,CTS-6000-K9,278052,CTS-C60-K9,2015-06-08,False,no_mapping,1
2114-1,CISCO3661-DC,167354,CISCO3825,2011-11-01,False,no_mapping,2
EOL7698,UBR-MC28U=,260394,UBR-MC88V=,2018-02-19,False,no_mapping,1
EOL7113,UBR-E-28U=,237207,UBR-MC88V=,2018-02-19,False,no_mapping,1
EOL7698,UBR-MC28U,260393,UBR-MC88V=,2018-02-19,False,no_mapping,1
EOL7113,UBR-E-28U,237206,UBR-MC88V=,2018-02-19,False,no_mapping,1
1431,CE-570,25424,CE-507,2004-07-06,False,no_mapping,1
2774,UBR10-MC5X20S-D=,76052,UBR10-MC5X20U-D=,2008-03-14,False,no_mapping,3
2774,UBR10-MC5X20S-D,76051,UBR10-MC5X20U-D=,2008-03-14,False,no_mapping,3
EOL6592,AIR-AP1121G-A-K9,230023,AIR-AP1131G-P-K9,2013-07-26,False,no_mapping,3
2915,AIR-AP1120B-J-K9,20923,AIR-AP1242G-A-K9,2013-07-26,False,no_mapping,3
2915,AIR-AP1120B-I-K9,20922,AIR-AP1242G-A-K9,2013-07-26,False,no_mapping,3
EOL6784,HWIC-AP-AG-E=,231734,CISCO888W-GN-E-K9,2014-08-22,False,no_mapping,1
EOL6784,HWIC-AP-AG-E,231733,CISCO888W-GN-E-K9,2014-08-22,False,no_mapping,1
EOL6784,CISCO1802W-AG-E/K9,231727,CISCO888W-GN-E-K9,2014-08-22,False,no_mapping,1
EOL6784,CISCO1801WM-AGE/K9,231726,CISCO888W-GN-E-K9,2014-08-22,False,no_mapping,1
EOL6784,CISCO1801W-AG-E/K9,231724,CISCO888W-GN-E-K9,2014-08-22,False,no_mapping,1
2915,AIR-AP1120B-E-K9,20921,AIR-AP1242G-A-K9,2013-07-26,False,no_mapping,3
EOL12709,UCSC-C240-M4L=,442861,UCSC-C480-M5=,2023-10-30,False,no_mapping,2
EOL12709,UCSC-C240-M4L,442856,UCSC-C480-M5=,2023-10-30,False,no_mapping,2
EOL12811,ASR-XRV9000-APLN=,447406,UCSC-PSU1-770W=,,False,ok_null_eos,1
EOL12709,UCSC-C220-M4S=,442851,UCSC-C480-M5=,2023-10-30,False,no_mapping,2
EOL9411,VWIC2-2MFT-T1/E1=,285422,VWIC3-2MFT-T1/E1=,2024-10-10,False,no_mapping,1
EOL9411,VWIC2-1MFT-T1/E1=,285419,VWIC3-2MFT-T1/E1=,2024-10-10,False,no_mapping,1
EOL9411,VWIC2-1MFT-T1/E1,285418,VWIC3-2MFT-T1/E1=,2024-10-10,False,no_mapping,1
EOL13835,SG250-26-K9-EU,496836,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250-26-K9-AU,496832,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SG250-26-K9-AR,496831,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL13835,SF250-24-K9-AR,496803,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL15285,CP-8821-K9=,553341,CP-840-K9=,2025-11-28,False,no_mapping,1
EOL6853,WS-X4516=,235906,C9400-LC-24XS,,True,ok_null_eos,4
EOL6853,WS-X4516,235904,C9400-LC-24XS,,True,ok_null_eos,4
EOL6853,WS-X4515=,235903,C9400-LC-24XS,,True,ok_null_eos,4
EOL6853,WS-X4515,235901,C9400-LC-24XS,,True,ok_null_eos,4
EOL9449,WS-C2960-24PC-S,286004,C1300-16FP-2G,,True,ok_null_eos,3
EOL9449,WS-C2960-24PC-L,286003,C1300-16FP-2G,,True,ok_null_eos,3
EOL6772,WS-CE500G-12TC,231993,C1300-16XTS,,True,ok_null_eos,5
EOL6593,AIR-LAP1232AG-P-K9,230048,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6593,AIR-LAP1232AG-C-K9,230044,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL12714,UCSC-PSU-930WDC=,442953,UCSC-PSU2V2-930DC=,2020-02-14,False,no_mapping,1
EOL12714,UCSC-PSU2-1400W=,442957,UCSC-PSU2V2-930DC=,2020-02-14,False,no_mapping,1
1107,NP-4T,167977,PA-A3-T3,2006-12-31,False,no_mapping,2
EOL7100,AIM-CUE=,236842,UCS-E1100D-M6=,2026-08-01,True,ok_future_eos,6
EOL11045,AIR-SAP2602I-I-K9,320763,AIR-AP2802I-E-K9C,2022-10-31,False,no_mapping,1
EOL7874,ESW-520-48P-K9,260824,C1300-16XTS,,True,ok_null_eos,4
EOL7874,ESW-520-48P-K9,260824,C1300-16XTS,,True,ok_null_eos,4
1657,DS58-1CT3=,175485,AS58-ERSC-2GE,2008-12-30,False,no_mapping,2
1657,DS58-1CT3,175483,AS58-ERSC-2GE,2008-12-30,False,no_mapping,2
EOL9865,SRW208P-K9-JP,302995,C1300-16XTS,,True,ok_null_eos,4
EOL9865,SRW208P-K9-EU,302993,C1300-16XTS,,True,ok_null_eos,4
EOL9865,SRW208P-K9-AU,302991,C1300-16XTS,,True,ok_null_eos,4
EOL14806,SF350-24-K9-NA,539567,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-NA,497201,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-JP,497199,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SF350-24-K9-JP,497025,C1300-16XTS,,True,ok_null_eos,2
EOL14806,SF350-24-K9-EU,539564,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-KR,497200,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-EU,497195,C1300-16XTS,,True,ok_null_eos,2
EOL14806,SF350-24-K9-CN,539562,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-CN,497194,C1300-16XTS,,True,ok_null_eos,2
EOL13835,SG250-26-K9-CN,496835,CBS250-24T-4X-UK,2024-10-29,False,no_mapping,1
EOL14806,SF350-24-K9-AU,539561,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-AU,497192,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28-K9-AR,497191,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SF350-24-K9-AR,497023,C1300-16XTS,,True,ok_null_eos,2
EOL14638,SG350-28SFP-K9-UK,532828,C1300-16XTS,,True,ok_null_eos,2
EOL5494,12816-CSC=,164351,12000/16-AC-PEM=,2015-06-07,False,no_mapping,1
EOL5494,12816-CSC,164350,12000/16-AC-PEM=,2015-06-07,False,no_mapping,1
EOL10222,UCSC-C420-M3,306471,UCSC-C460-M4,2019-02-14,False,no_mapping,3
EOL8053,HWIC-ADSL-B/ST,263161,EHWIC-VA-DSL-A=,2019-02-22,False,no_mapping,1
EOL8053,HWIC-1ADSL,263155,EHWIC-VA-DSL-A=,2019-02-22,False,no_mapping,1
EOL7768,HWIC-1VDSL,258124,EHWIC-VA-DSL-B=,2019-02-22,False,no_mapping,1
EOL8091,HWIC-D-9ESW=,263829,EHWIC-4ESG=,2019-02-22,False,no_mapping,1
EOL6849,NPE-400=,233364,NPE-G1=,2012-02-27,False,no_mapping,1
EOL6849,NPE-400,233363,NPE-G1=,2012-02-27,False,no_mapping,1
EOL9452,WS-C3750V2-48TS-S,286489,C9300L-48PF-4X-E,,True,ok_null_eos,2
EOL9452,WS-C3560V2-48TS-S,286480,C9300L-48PF-4X-E,,True,ok_null_eos,2
EOL14547,CPAK-100G-ER4L=,530238,CPAK-100G-ER4F,2024-09-05,False,no_mapping,1
EOL11001,UCSB-B420-M3=,321052,UCSX-210C-M7,,True,ok_null_eos,3
EOL15062,HXAF220C-M5SN=,546019,HX220C-M6S=,2024-04-04,False,no_mapping,1
1290,WS-C5002,167759,C9300L-48PF-4X-E,,True,ok_null_eos,5
1111,WS-C2926GS,77857,WS-G5486,2014-02-01,False,no_mapping,1
EOL10894,ESA-C380-K9,318773,WSA-S696F-K9,2026-06-17,True,ok_future_eos,3
EOL10894,ESA-C170-K9,318770,WSA-S696F-K9,2026-06-17,True,ok_future_eos,3
EOL15068,UCSB-B200-M5,546093,UCSX-210C-M7,,False,ok_null_eos,1
2311,CDM-4650-K9,25321,CDM-4650-K9,2003-05-27,False,cycle_detected,1
2394,CE-560AV-CDN-K9,25413,CE-565A-72GB-K9,2005-07-22,False,no_mapping,4
EOL5845,SCE2020-4/8XFE=,176197,SCE2020-4XGBE-SM,2013-04-01,False,no_mapping,1
EOL5845,SCE2020-4/8XFE,176195,SCE2020-4XGBE-SM,2013-04-01,False,no_mapping,1
EOL5845,SCE2020-4/8XFE=,176197,SCE2020-4XGBE-SM,2013-04-01,False,no_mapping,1
EOL5845,SCE2020-4/8XFE,176195,SCE2020-4XGBE-SM,2013-04-01,False,no_mapping,1
EOL13048,CGM-4G-LTE-MNA=,458472,IRMH-WPAN-NA=,,True,ok_null_eos,2
EOL13048,CGM-4G-LTE-MNA-AB=,458470,IRMH-WPAN-NA=,,True,ok_null_eos,2
EOL13048,CGM-4G-LTE-MNA-AB,458469,IRMH-WPAN-NA=,,True,ok_null_eos,2
EOL13048,CGM-4G-LTE-MNA,458468,IRMH-WPAN-NA=,,True,ok_null_eos,2
EOL12447,AIR-CAP3702I-H-K9,402282,AIR-AP3802E-N-K9,2022-10-31,False,no_mapping,1
EOL11347,AIR-RM3000AC-H-K9=,327055,AIR-AP3802I-R-K9,2022-10-31,False,no_mapping,1
EOL11051,AIR-CAP3602I-H-K9,320535,AIR-AP3802E-N-K9,2022-10-31,False,no_mapping,1
EOL8603,UCSC-BSE-SFF-C200=,272072,UCSC-C240-M3S,2016-12-31,False,no_mapping,4
EOL9924,CDE110-2-146TXD-K9,302162,UCSC-C220-M3S,2016-12-31,False,no_mapping,4
EOL9924,CDE110-2-146TXA-K9,302161,UCSC-C220-M3S,2016-12-31,False,no_mapping,4
EOL8603,UCSC-BSE-SFF-C200,272071,UCSC-C240-M3S,2016-12-31,False,no_mapping,4
EOL7265,R200-1120402=,240444,UCSC-C220-M3L=,2016-12-31,False,no_mapping,4
EOL8603,R200-1120402W=,272028,UCSC-C240-M3S,2016-12-31,False,no_mapping,4
EOL7265,R200-1120402,240443,UCSC-C220-M3L=,2016-12-31,False,no_mapping,4
EOL8603,R200-1120402W,272026,UCSC-C240-M3S,2016-12-31,False,no_mapping,4
EOL14640,SX550X-16FT-K9-EU,532754,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SX550X-16FT-K9-CN,532753,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SX550X-16FT-K9-AU,532751,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SX550X-16FT-K9-AR,532750,C1300-16XTS,,True,ok_null_eos,2
EOL6933,CP-7936=,235735,CP-8832-EU-K9,,True,ok_null_eos,3
EOL10608,SF100D-08P-AU,313026,CBS110-8PP-D-AU,,True,ok_null_eos,2
EOL10608,SF100-16-NA,313004,CBS110-8PP-D-AU,,True,ok_null_eos,2
EOL10608,SF100-16-EU,313002,CBS110-8PP-D-AU,,True,ok_null_eos,2
EOL11097,N3K-C3064PQ-10GX,323706,N9K-C93180YC-FX3,,True,ok_null_eos,2
EOL10740,N3K-C3064PQ-10GE=,315616,N9K-C93180YC-FX3,,True,ok_null_eos,2
EOL10740,N3K-C3064PQ-10GE,315615,N9K-C93180YC-FX3,,True,ok_null_eos,2
EOL10623,WS-C3750X-24U-L,314676,C9300-24T-A,,True,ok_null_eos,2
EOL9329,X2-10GB-LX4,284018,SFP-10G-LRM,,True,ok_null_eos,2
EOL9254,N7K-F132XP-15=,284797,N9K-X9736C-FX,,True,ok_null_eos,3
EOL10178,N7K-F248XP-25=,305851,N9K-X9736C-FX,,True,ok_null_eos,3
EOL10178,N7K-F248XP-25,305848,N9K-X9736C-FX,,True,ok_null_eos,3
EOL9254,N7K-F132XP-15,284796,N9K-X9736C-FX,,True,ok_null_eos,3
EOL13087,1783-MX08T,458409,1783-MMS10,,False,ok_null_eos,1
EOL13087,1783-MX08S,458408,1783-MMS10,,False,ok_null_eos,1
EOL13087,1783-MX08F,458407,1783-MMS10,,False,ok_null_eos,1
EOL13087,1783-MX04S,458405,1783-MMS10,,False,ok_null_eos,1
EOL13087,1783-MX04T04E,458406,1783-MMS10,,False,ok_null_eos,1
EOL13087,1783-MX04E,458404,1783-MMS10,,False,ok_null_eos,1
EOL8819,IPS4270-20-K9,277372,IPS-4345-K9,2015-04-26,False,no_mapping,1
EOL8802,IPS-4260-K9,277369,ASA5545-IPS-K9,2015-04-26,False,no_mapping,1
EOL14639,SX350X-08-K9-UK,532623,C1300-16XTS,,True,ok_null_eos,2
EOL14639,SX350X-08-K9-NA,532620,C1300-16XTS,,True,ok_null_eos,2
EOL13901,VG320-EM,498826,VG320,2024-10-10,False,no_mapping,1
EOL13901,VG310-EM,498824,VG320,2024-10-10,False,no_mapping,1
EOL9987,VG224,302908,VG310,2024-10-10,False,no_mapping,1
EOL12445,AIR-CAP1702I-T-K9,402015,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-S-K9,402011,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-R-K9,402008,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-Q-K9,402004,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-N-K9,402000,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-K-K9,401996,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-I-K9,401992,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL12445,AIR-CAP1702I-H-K9,401988,AIR-AP1832I-Z-K9,2022-05-01,False,no_mapping,1
EOL1020,DS-X9304-SMIP,32048,DS-X9302-14K9=,2008-10-09,False,no_mapping,3
EOL13295,SF550X-48MP-K9-UK,466673,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-48MP-K9-G5,383394,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-52MP-K9-G5,383352,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-48MP-K9-NA,466672,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-48MP-K9-NA,383395,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-52MP-K9-NA,383353,C1300-16XTS,,True,ok_null_eos,4
EOL13295,SF550X-48MP-K9-EU,466671,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-48MP-K9-G5,383394,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-52MP-K9-G5,383352,C1300-16XTS,,True,ok_null_eos,4
EOL12849,SF550X-48MP-K9-CN,448603,C1300-16XTS,,True,ok_null_eos,3
EOL13295,SF550X-48MP-K9-AU,466670,C1300-16XTS,,True,ok_null_eos,3
EOL12082,SG500X-48MP-K9-AU,383393,C1300-16XTS,,True,ok_null_eos,4
EOL12082,SG500-52MP-K9-AU,383351,C1300-16XTS,,True,ok_null_eos,4
3134_1,15454-TCC2=,18484,15454E-TCC2P=,2019-02-26,False,no_mapping,1
2097,15454-TCC+=,18475,15454-TCC2P-K9=,2019-02-26,False,no_mapping,1
3134_1,15454-TCC2,18483,15454E-TCC2P=,2019-02-26,False,no_mapping,1
2097,15454-TCC+,18474,15454-TCC2P-K9=,2019-02-26,False,no_mapping,1
EOL14640,SG550X-24MP-K9-CN,532671,C1300-16XTS,,True,ok_null_eos,2
EOL13834,SG350X-24MP-K9-CN,497298,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SG550X-24MP-K9-AU,532669,C1300-16XTS,,True,ok_null_eos,2
EOL13834,SG350X-24MP-K9-AU,497296,C1300-16XTS,,True,ok_null_eos,2
EOL13834,SG350X-24MP-K9-AR,497295,C1300-16XTS,,True,ok_null_eos,2
EOL14806,SF350-24MP-K9-UK,539574,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-UK,497215,C1300-16XTS,,True,ok_null_eos,2
EOL14806,SF350-24MP-K9-NA,539573,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-NA,497214,C1300-16XTS,,True,ok_null_eos,2
EOL14806,SF350-24MP-K9-EU,539572,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-KR,497213,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-EU,497211,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-CN,497210,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-AU,497208,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SF350-24MP-K9-AU,497026,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-28MP-K9-AR,497207,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SX550X-16FT-K9-UK,532758,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SX550X-16FT-K9-NA,532757,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SX550X-16FT-K9-JP,532756,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SG550X-24-K9-JP,532664,C1300-16XTS,,True,ok_null_eos,2
EOL13834,SG350X-24-K9-JP,497288,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SG550X-24-K9-EU,532660,C1300-16XTS,,True,ok_null_eos,2
EOL13834,SG350X-24-K9-EU,497284,C1300-16XTS,,True,ok_null_eos,2
EOL14640,SG550X-24-K9-CN,532659,C1300-16XTS,,True,ok_null_eos,2
EOL13834,SG350X-24-K9-CN,497281,C1300-16XTS,,True,ok_null_eos,2
EOL9865,SRW224G4P-K9-EU,303007,C1300-16XTS,,True,ok_null_eos,4
EOL9865,SRW224G4P-K9-CN,303005,C1300-16XTS,,True,ok_null_eos,4
EOL9865,SRW224G4P-K9-BR,303004,C1300-16XTS,,True,ok_null_eos,4
EOL9865,SRW224G4P-K9-AU,303002,C1300-16XTS,,True,ok_null_eos,4
EOL9865,SRW224G4P-K9-AR,302999,C1300-16XTS,,True,ok_null_eos,4
1061A,CISCO7204=,166767,CISCO7204VXR,2012-09-29,False,no_mapping,2
EOL13367,CBR-CCAP-LC-40G-R,469783,CBR-SUP-250G=,2026-04-11,False,ok_future_eos,1
EOL9015,ME-3400G-12CS-A,279669,N540X-8Z16G-SYS-A,,True,ok_null_eos,2
EOL9015,ME-3400-24TS-A,279667,N540X-8Z16G-SYS-A,,True,ok_null_eos,2
EOL12086,ME-3400E-24TS-M=,382507,N540X-8Z16G-SYS-A,,True,ok_null_eos,2
EOL12086,ME-3400E-24TS-M,382504,N540X-8Z16G-SYS-A,,True,ok_null_eos,2
EOL6591,AIR-LAP1231G-J-K9,230111,AIR-LAP1252G-P-K9,2012-01-30,False,no_mapping,4
EOL6591,AIR-LAP1231G-E-K9,230110,AIR-LAP1252G-P-K9,2012-01-30,False,no_mapping,4
EOL6185,AIR-AP1030-T-K9,177004,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1020-T-K9,176993,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6593,AIR-LAP1232AG-S-K9,230049,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6593,AIR-LAP1232AG-P-K9,230048,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6185,AIR-AP1030-P-K9,177001,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1020-P-K9,176990,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6593,AIR-LAP1232AG-N-K9,230047,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6185,AIR-AP1030-N-K9,177000,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1020-N-K9,176989,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1030-K-K9,176999,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1020-K-K9,176988,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6593,AIR-LAP1232AG-E-K9,230045,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6185,AIR-AP1030-E-K9,176996,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1020-E-K9,176985,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6593,AIR-LAP1232AG-C-K9,230044,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6185,AIR-AP1030-C-K9,176995,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1020-C-K9,176984,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6593,AIR-LAP1232AG-A-K9,230043,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6592,AIR-LAP1121G-E-K9,230040,AIR-AP1131G-P-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1010-T-K9,176982,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1010-P-K9,176979,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1010-K-K9,176977,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6185,AIR-AP1010-C-K9,176973,AIR-LAP1131G-A-K9,2013-07-26,False,no_mapping,3
EOL6593,AIR-AP1232AG-T-K9,230036,AIR-LAP1252AG-A-K9,2012-01-30,False,no_mapping,4
EOL6771,WS-CE520-24TT-K9,231996,C1300-16XTS,,True,ok_null_eos,5
EOL6772,WS-CE500-24TT,231992,C1300-16XTS,,True,ok_null_eos,5
EOL5003,WIC-2AM=,161727,WIC-1AM-V2=,2017-12-09,False,no_mapping,1
EOL6717,NM-8AM-V2=,230974,WIC-2AM-V2,2017-12-09,False,no_mapping,1
EOL6717,NM-8AM-V2,230973,WIC-2AM-V2,2017-12-09,False,no_mapping,1
EOL6717,NM-16AM-V2=,230972,WIC-2AM-V2,2017-12-09,False,no_mapping,1
EOL6717,NM-16AM-V2,230971,WIC-2AM-V2,2017-12-09,False,no_mapping,1
EOL5003,WIC-2AM,161726,WIC-1AM-V2=,2017-12-09,False,no_mapping,1
EOL13020,NIM-4G-LTE-LA=,456655,NIM-LTEA-EA,2025-01-30,False,no_mapping,1
EOL13020,NIM-4G-LTE-LA,456653,NIM-LTEA-EA,2025-01-30,False,no_mapping,1
EOL13020,NIM-4G-LTE-VZ=,456669,NIM-LTEA-EA,2025-01-30,False,no_mapping,1
EOL13020,NIM-4G-LTE-ST=,456665,NIM-LTEA-EA,2025-01-30,False,no_mapping,1
EOL13020,NIM-4G-LTE-NA=,456660,NIM-LTEA-EA,2025-01-30,False,no_mapping,1
EOL13020,NIM-4G-LTE-GA=,456652,NIM-LTEA-EA,2025-01-30,False,no_mapping,1
EOL12972,ESA-C690X-K9,457547,WSA-S696F-K9,2026-06-17,True,ok_future_eos,2
EOL14639,SX350X-08-K9-JP,532619,C1300-16XTS,,True,ok_null_eos,2
EOL14639,SX350X-08-K9-EU,532617,C1300-16XTS,,True,ok_null_eos,2
EOL14639,SX350X-08-K9-AU,532616,C1300-16XTS,,True,ok_null_eos,2
EOL14638,SF352-08-K9-UK,532806,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-10-K9-UK,497143,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SF350-08-K9-UK,497020,C1300-16XTS,,True,ok_null_eos,2
EOL14638,SF352-08-K9-NA,532803,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-10-K9-NA,497140,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SF350-08-K9-NA,497017,C1300-16XTS,,True,ok_null_eos,2
EOL13836,SG350-10-K9-JP,497138,C1300-16XTS,,True,ok_null_eos,2
EOL7008,UBR7200-NPE-G1=,235857,UBR7200-NPE-G2=,2016-10-14,False,no_mapping,1
EOL7008,UBR7200-NPE-G1,235856,UBR7200-NPE-G2=,2016-10-14,False,no_mapping,1
EOL6613,WS-X6148-RJ-45,229977,C9600-SUP-1,,True,ok_null_eos,4
EOL5784,WS-X6516-GE-TX,176375,C9600-SUP-1,,True,ok_null_eos,4
