asn,asname
263106,"VERDENET TELECOMUNICAÇÕES LTDA"
263107,"Qwerty Comunicações e Tecnologia Educacional Ltda"
263108,"OPANET TELECOMUNICACOES LTDA - ME"
263109,"Primus Solucoes em T.I. LTDA"
263110,"Louvetel Comunicação Comercial Ltda ME"
263111,"GTVR TELECOMUNICACOES LTDA - ME"
263112,"NETDRP SERVIÇOS DE INTERNET LTDA."
263113,"Visão Informática & Telecomunicações EIRELI - ME"
263114,"Kiwi Networks S A P I de CV"
263115,"HOUSE OF FULLER S DE RL DE CV"
263116,"HELP NET TELECOM E INFORMÁTICA LTDA - ME"
263117,"VALE NETSHOP LTDA ME"
263118,"Celulose Nipo-Brasileira S.A - CENIBRA"
263119,"BKup Ti e Telecom Ltda ME"
263120,"STARNET COMUNICACAO MULTIMIDIA LTDA ME"
263121,"Atende Engenhaia LTDA"
263122,"Marisol Vestuario S.A."
263124,"ZAP TELECOMUNICAÇÕES"
263125,"IP TELECOM LTDA"
263126,"XMAX TELECOM LTDA."
263127,"Redes y Comunicaciones de Michoacan S.A. de C.V."
263128,"Internet Maxima Tecnologia Ltda"
263129,"Wavemax Internet"
263130,"Lays Valeria Costa Almeida França - epp"
263131,"Crvnet Comunicações Junqueira e Guimarães ltda"
263133,"LOL Conectividade Ltda"
263134,"Universidad Autonoma de Queretaro"
263135,"NOVA PORTONET TELECOMUNICAÇÕES LTDA ME"
263136,"SAITRO COMERCIO E SERVICOS EM TELEINFORMATICA LTDA"
263137,"YUNE INFORMATICA LTDA"
263138,"METALSA S.A. DE C.V."
263139,"Dataware Telecomunicações LTDA. - EPP"
263140,"Net-Uai Internet Provider LTDA ME"
263141,"JAFRA COSMETICS INTERNATIONAL, S.A. DE C.V."
263142,"Route Way Telecomunicações e Serviços EIRELI - ME"
263143,"House Net"
263144,"R2 TECNOLOGIA E TELECOMUNICACOES LTDA - ME"
263145,"GRUPO MEGA FLASH SERVICOS E COM LTDA - EPP"
263146,"F A VIEIRA DE SOUZA SERVICOS ME"
263147,"UNIX METROREDE"
263150,"Maria Irma Salazar"
263151,"CONECT TELECOM"
263152,"AGUIARI E AGUIARI PROVEDOR DE INTERNET"
263153,"Work Banda Larga"
263154,"Avancar Engenharia de Computacao EIRELI"
263155,"O L I Telecomunicações Ltda"
263156,"Infosuporte Tecnologia em Infomática Ltda."
263157,"Tu Casa Inalambrica de Mexico SA de CV"
263158,"CREATIVE MULTILINGUAL STRATEGIES, S. DE R.L. DE C.V."
263159,"BRASTURBO TELECOMUNICAÇÕES LTDA ME"
263160,"Borrachas Vipal S.A."
263161,"CITEC DIVISIÓN DE TECNOLOGÍA, S.A. DE C.V."
263162,"Sustenta Telecom Ltda"
263163,"JR LINK PROVEDOR DE INTERNET VIA RARIO LTDA"
263164,"Purple Security Master Eireli"
263165,"MARVITEL TELECOM"
263166,"Murbach & Muchelin LTDA"
263167,"COMUNICALO DE MEXICO S.A. DE C.V"
263169,"Vision Banco"
263170,Netsys
263172,"HORAS LENIO ARIEL"
263173,"Telmex Chile Internet S.A."
263174,NOVANET
263175,GUYACOM
263177,"METRONET S.A."
263179,"Webline Services, S.A."
263181,"Cooperativa Telefónica de Grand Bourg"
263182,"Seguros Mercantil"
263183,"Sistemas Latinos"
263185,"MEDIA COMMERCE PERÚ S.A.C"
263186,"Universidad Nacional de General Sarmiento"
263187,"Netking Solutions Limited"
263189,"GLG PERU SAC"
263190,VELOST
263192,"MEDITER S.R.L."
263193,"INVESTMENT LL CONTACT CENTER S.A DE CV"
263194,"Advantun SRL"
263195,"REDSI TELECOMUNICACIONES"
263196,"Infosport SA"
263197,"KNET SRL"
263198,"Instituto Nacional de Vitivinicultura"
263199,"BANCO DAVIVIENDA S.A"
263200,"Edenor S.A."
263201,AIRPAK
263202,"BANSAT SAS"
263204,"UNIVERSIDAD NACIONAL DEL NORDESTE"
263206,"COFARMEN (COOPERATIVA FARMACEUTICA MENDOZA)"
263209,"ENLACE SOLUCIONES INFORMATICAS SRL"
263210,"HV TELEVISION S.A.S"
263211,"TELECOMUNICACIONES NETUNO DE PANAMA"
263212,"NETWORK ACCESS POINT DEL CARIBE - DR"
263213,"VISION NET"
263214,"UNIVERSIDAD SANTO TOMAS"
263215,"WNET, S. A."
263216,"TELEIMAGEN SATELITAL"
263217,"PROVINCIA NET"
263218,"INTERNET TELECOMUNICATION COMPANY DE GUATEMALA, S.A."
263219,"WIRNET S.R.L."
263220,"BANCO PROMERICA COSTA RICA"
263221,"ALVIS S.A."
263222,"RVR INTERNATIONAL LIMITED"
263223,"SATELITES Y TELECOMUNICACIONES C.A"
263224,"EMPRESA DE TELECOMUNICACIONES MULTIMEDIA ALFA"
263226,"COMPAÑÍA FINANCIERA ARGENTINA S.A."
263227,"TV PRENSA S.A."
263228,"PLANET S.A."
263229,"NAP Peru"
263230,"COOPERATIVAS DE CALAMUCHITA - CONSORCIO DE COOPERACIÓN"
263231,"MOBILE WORLD, S.A."
263232,"ESPH.SA"
263233,"Integral Comunicaciones SRL"
263234,"SECRETARIA DE ESTADO EN EL DESPACHO DE FINANZAS"
263235,"Universidad Nacional de Misiones"
263236,Itelsa
263237,"POWER HOST E.I.R.L."
263238,"Eliana Vanessa Morocho Oña"
263239,"Banco Financiera Comercial Hondureña S.A."
263242,"DIGITAL WORK"
263243,"BRIDGE TELECOM S.A."
263244,"Iperactive SA"
263245,"CINECABLE TV"
263246,"Metrowireless Solutions de Costa Rica, SA"
263247,"BANRURAL, S.A."
263248,"GCI SERVICE PROVIDER S.A."
263249,"Master Base SA"
263250,"Barbosa & Costa Ltda"
263251,"CONNECT WIRELESS LTDA"
263252,"GIGASAT SERVIÇOS DE PROCESSAMENTOS DE DADOS LTDA"
263253,"Global Web Master Ltda - EPP"
263255,"INFOTECNET NETWORKS INFORMATICA LTDA"
263256,"PROVEDOR DE INTERNET EXTREMA LTDA - ME"
263257,"Unimed Regional Maringá"
263258,"INTERLIG Banda Larga"
263259,"Link Net Informática"
263260,"ICONECT TELECOMUNICACOES INTERNET E SERVICOS LTDA"
263261,"TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO"
263262,"TOPPNET TELECOM LTDA"
263263,"GW Telecomunicações Ltda"
263264,"GRUPO CONECTA TELECOM SCM LTDA EPP"
263265,"3Ws Telecom"
263266,"AMARO & AMARO COMUNICAO LTDA - ME"
263267,"VIUNET PROVIMENTO DE ACESSO A INTERNET LTDA - ME"
263268,"VITORINO NET LTDA"
263269,"GRUPO RAGTEK LTDA"
263270,"Conecta Telecom Ltda"
263271,"Estrelar Web Serviços de Internet LTDA"
263272,"FamaNet Tecnologia e Informática LTDA"
263273,"INST. FED. DE EDUCACAO CIENCIA E TECNO FLUMINENSE"
263274,"SEICCOM PROVEDOR DE INTERNET LTDA"
263275,"PELC SERVICOS DE INFORMATICA"
263276,"BBG TELECOM"
263277,"Rnet Informática Ltda"
263278,"CEA Telecom - Serviços de Telecomunicações Ltda."
263279,"PARKS SA Comunicações Digitais"
263280,"I4 Telecom LTDA -ME"
263281,"CBR TELECOM"
263282,"FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA"
263283,"JGNet Internet Service Provider"
263284,"Topmega Internet e Informática LTDA -ME"
263285,"Tiago Silva Provedores ME"
263286,"patricia do couto ferreira"
263287,"BANCO DO ESTADO DE SERGIPE S/A"
263288,"Pequi Telecom Ltda"
263289,"Palmasnet Informática LTDA"
263290,"IMUNIDADE DIGITAL SERVICOS EM COMUNICACAO LTDA"
263291,"SAVNET TELECOMUNICAÇÕES LTDA"
263292,"L E M TELECOMUNICAÇÕES LTDA -ME"
263293,"CODERP-CIA DESENVOLVIMENTO ECONOMICO DE RIBEIRAO"
263294,"NOVELTY TELECOM LTDA"
263295,"Seta Micros Ltda"
263296,"Internet Provider"
263297,"RENOVARE TELECOM"
263298,"SAO PEDRO NET"
263299,"DEDICA BRASIL INTERNET LTDA"
263300,"Universidade Federal de Santa Catarina"
263302,"TORPEDOLINK TELECOM"
263303,"PROVEDOR DE INTERNET SANTI LTDA - ME"
263304,"tutasme net"
263305,"NET.COM TELECOMUNICACOES LTDA"
263307,"ITSOnline Com. Ltda."
263308,"NTWEB SOLUCOES EM INTERNET LTDA ME"
263309,"LaraNet Telecomunicações e Serviços EIRALI"
263310,"Artennet Comunicações Ltda - Me"
263311,"Via Cast Solucoes em Telecomunicacoes Ltda"
263312,"BizPro Processos de Negócios Ltda."
263313,"INSTITUTO DE TECNOLOGIA DE ALIMENTOS"
263314,"ATALINK TELECOMUNICACOES"
263316,"INFOSHOP Comércio e Serviços Ltda"
263317,"VoxTech Telecom"
263319,"JCR COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA"
263320,"Sansara Telecom"
263321,"Ejmnet Tecnologia ltda"
263322,"KRIESANG LTDA ME"
263323,"Kanon Serviços em Tecnologia da Informação Ltda"
263324,"Net&Com Serviços de Informática e Telecomunicações"
263325,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGI"
263326,"VISUALPHONE-SCM LTDA"
263327,"ONLINE SERVICOS DE TELECOMUNICACOES LTDA"
263328,"Panda Network"
263329,"FIBERCOM Telecomunicações"
263330,"Fundação Educacional de Patos de Minas"
263331,"Netvox Telecomunicacoes LTDA"
263332,"Netfi serviços de comunicações ltda epp"
263333,"VIPTURBO COMÉRCIO & SERVIÇOS DE INFORMÁTICA LTDA"
263334,"Frosi Informática Ltda"
263335,"Alternativa Telecom"
263336,"EXTREME WI"
263337,"Ready Tecnologia da Informacao LTDA"
263338,"VEXNET TELECON INFORMÁTICA LTDA"
263339,"3WLINK INTERNET LTDA EPP"
263340,"Internet CPW"
263341,"FABIO DOS SANTOS GUERINO INFORMATICA - ME"
263342,"WASHINGTON LACERDA DE SOUSA ME"
263343,"PC2 TELECOM"
263344,"wr net informática e telecomunicações ltda"
263345,"Power Tech Telecom"
263346,"Fonte Informatica ltda"
263347,"CEDNET PROVEDOR INTERNET"
263348,"DESEMPENHO PROVEDOR DE INTERNET"
263349,"Rapeedo Ltda"
263350,"rocha e portes ltda"
263351,"Rebapnet Telecomunicações"
263352,"WRNET LTDA"
263353,"YARA DOS SANTOS BARREIRO - ME"
263354,"AERO NETWORKS LTDA"
263355,"GTR NET COMUNICACOES EIRELI"
263356,"Conecta Net Informatica Ltda"
263357,"Hot Wave Comercio e Servico de Telecomunicacoes Lt"
263358,"Centro B. de P. em A. e S. e de P de Eventos"
263359,"CyberTech Informática Ltda."
263360,"BR MASTER PROVEDOR DE INTERNET LTDA"
263361,"INFOVALE-TELECOM LTDA-EPP"
263362,"REDE SPEEDNET TELECOM LTDA"
263363,"RADLINK TELECOMUNICACOES LTDA"
263364,"Tetra Pak Ltda"
263368,"CASA DA INFORMATICA LTDA - ME"
263369,"Almeida & Moura Ltda"
263370,"B B INFORMATICA LTDA"
263371,"Intervia Solucoes Ltda"
263372,"RODRIGUES & SARMENTO LTDA"
263373,"GigaNet Telecom"
263374,"YZO TELECOM TECNOLOGIA EIRELI - ME"
263375,"INFO CENTER INFORMÁTICA LTDA"
263376,"BANCO MERCANTIL DO BRASIL S/A"
263377,"DLP-COM Serviços de Telecomunicações"
263378,"FOKUSNET PROVEDOR DE INTERNET LTDA ME"
263380,"EasyNet Work Limitada"
263381,"PROJETOS, SUPERVISAO E PLANEJAMENTO LTDA."
263382,"S F INFOREDE LTDA ME"
263383,"L GONZAGA JUNIOR SERVICOS DE INTERNET - ME"
263384,"WordNet Internet Banda Larga"
263385,"CSNET TELECOM LTDA"
263386,"Conect Turbo Provedor de Internet LTDA"
263387,"D.M.Giandomenigo Informatica Ltda-ME"
263388,"PAM Pepe Antenas Telecom. e Multimida Ltda ME"
263389,"A ALBANES GARCIA TECNOLOGIA LTDA ME"
263390,"SC Provedor Telecom Acesso a Rede de Internet Ltda"
263391,"Virtu@lnet Telecom"
263392,"A. DA SILVA PRINOU - ME"
263393,"ELI ANTONIO MARTINS ME"
263394,"Networks Soluções em Informática"
263395,"TINASNET SERVICOS E ACESSOS A INTERNET LTDA"
263396,"BK Telecomunicações LTDA"
263397,"Millenium Telecom"
263398,"FAMATEL TELECOMUNICACOES LTDA - ME"
263399,"GUTEMBERG GONCALVES BARBALHO - ME"
263400,"NEONET SERVIÇO COMUNICAÇÃO MULTIMIDIA LTDA"
263401,"INFORMATICA E INTERNET LTDA - ME"
263402,"INFORMATICA.COM LTDA"
263403,"LOJAS AVENIDA LTDA"
263404,"DIPELNE T"
263405,"GIGANET SERVICOS DE INTERNET LTDA ME"
263406,"Procuradoria Geral de Justiça de Minas Gerais"
263407,"Cyber Midia Emp., Assessoria e Informática"
263408,"gilberto spiller me"
263410,"Instituto Federal Catarinense"
263411,"MG TELECOM LTDA ME"
263412,"INTERFOX TELECOMUNICAÇÕES LTDA"
263413,"ADRENALINA NET LTDA"
263415,"SPEEDNET TELECOMUNICAÇÕES LTDA"
263416,"Solucoes CC Telecomunicacoes LTDA"
263417,"UNIVERSIDADE CATOLICA DOM BOSCO"
263418,"URB TELECOM LTDA - ME"
263419,"Edilso Fuchter & Cia Ltda"
263420,"ACX TELECOM LTDA."
263421,"NR Telecom EIRELI - ME"
263422,"AXES SERVICOS DE COMUNICACAO LTDA."
263423,"PROTEL NET TELECOM LTDA. - ME"
263424,"Fonelight Telecomunicações S/A"
263425,"ANJO QUIMICA DO BRASIL LTDA"
263426,"F.L Networks ltda"
263427,"Carlos Henrique Santos de Oliveira ME"
263428,"COOP. TRABALHO PROF. AGRONOMIA LTDA"
263429,"Bom Jesus/IELUSC"
263430,"OLC SERVIÇOS TECNICOS LTDA"
263431,"SULNET RC INTERNET PROVIDER INFORMATICA LTDA"
263432,"CORPORATIVA TELECOMUNICACOES EIRELI ME"
263433,"Click Telecomunicações e Informatica LTDA"
263434,"Akto Tecnologia - EIRELI - EPP"
263435,"MAIS NET TECNOLOGIA INTEGRADA"
263436,"Paloma Geraldina Nunes Dias Costa"
263437,"CARATINGA INFORMATICA LTDA - ME"
263438,"COOPERATIVA AGROINDUSTRIAL LTDA"
263439,"Saber Informática LTDA"
263440,"ROSEMEIRE SILVA BRITO - ME"
263441,"MA SOLUCOES EM TECNOLOGIA LTDA - ME"
263442,"GIALES FISCHER GRUTZMANN & CIA LTDA"
263443,"L R DA FONSECA ME"
263444,"Open X Tecnologia Ltda"
263445,"SEM LIMITE COMUNICAÇÕES LTDA - ME"
263446,"AZULNET INFORMATICA LTDA"
263449,"BRASTORAGE COMERCIO E SERVICOS EM INFORMATICA LTDA"
263450,"ALPHA TELECOMUNICAÇÕES LTDA"
263451,"Geovane Matheus Rossetto & Cia Ltda"
263452,"Ativas Data Center S.A."
263453,"INOVANET INFORMATICA E PAPELARIA LTDA - ME"
263454,"Ines Waltmann - Me"
263455,"Eletron Luz - Solucoes em Tecnologia"
263456,"MARIA ELIZA XAVIER DA SILVA"
263457,"Alpinet Informática Ltda"
263458,"Itrix Internet Inteligente"
263459,"Interlink Comunicação Virtual LTDA ME"
263460,
263461,"ONLINE DATA CENTER CONS EM INF E LOC DE BENS E SER"
263462,"SPEED PLANET TELECOMUNICAÇÕES LTDA - ME"
263463,"SUPRAMAX TELECOMUNICACÕES E SERVIÇOS EIRELI - ME"
263464,"Souza Cortes Elet. Elet. Ltda ME"
263465,"Marcos Carrilho Cervantes"
263466,"M.P. TELECOM LTDA - EPP"
263467,"CORE TELECOM & IT LTDA"
263468,"Rapnet Comunicacao Multimidia Ltda"
263469,"J P de Souza Telecomunicações EPP"
263470,"WAY.COM PROVEDOR BANDA LARGA LTDA-ME"
263471,"Intervel Informatica Ltda"
263472,"Allconnect Tecnologia Ltda Me"
263473,"SILVANIA ALVES SANTOS ME"
263474,"VerdeNET TELECOM"
263475,"Breno Vilela Santana e Cia. Ltda."
263476,"VIGWEB COMERCIO INSTALAÇÃO E MANUUTENÇÃO LTDA"
263477,"Oxxygenium Digital Tecnologies Com Serv Ltda"
263478,"Renard Mendes Batista"
263479,"SONDA PROCWORK INFORMATICA LTDA"
263480,"SERVIÇOS EM TELECOMUNICAÇÕES EIRELI - EPP"
263481,"Nova Serviços de Comunicação Multimídia Ltda Me"
263482,"Megalink Servicos Ltda"
263483,"DIRECT LAN TELECOMUNICAÇÕES SOROCABA LTDA"
263484,"J E Provedor de Rede de Comunicacao Ltda"
263485,"Domi Informatica"
263486,"Conecta Internet Comercio e Servicos Ltda - ME"
263487,"Giganet Comunicações Multimidia Ltda"
263488,"ASSOCIACAO PARANAENSE DE ENSINO E CULTURA"
263489,"Velbras Provedor de Acesso as Redes de Comunicaçõe"
263490,"PIMENTEL & COSTA LTDA - ME"
263491,"SNTECH BRASIL TELECOM LTDA - ME"
263492,"VIPMAX INTERNET LTDA"
263493,"emerson aparecido castanheiro - me"
263494,"MICROTURBO TELECOMUNICACOES LTDA-ME"
263495,"INFOSERVIC INFORMATICA TELECOMUNICAÇÃO LTDA"
263496,"Netpeu tecnologia e internet ltda"
263497,"DH ONLINE INTERNET LTDA"
263498,"BERTONCELLO PROVEDOR DE INTERNET LTDA ME"
263499,"Telecom Conectividade"
263500,"Star Telecom S/A"
263501,"INFORTECLINE TELECOM"
263502,"RAPIDO ACESSO COMUNICACOES LTDA - ME"
263503,"IV INFORMATICA EIRELI-ME"
263504,"SHAREWEB TELEINFORMATICA LTDA"
263506,"NTCNET Provedores de Acesso a Internet Ltda"
263507,"VAINET TECNOLOGIA LTDA"
263508,"SIMNET TELECOMUNICACOES LTDA"
263509,"Turbovip Telecom Ltda"
263510,"Fernando Nagel e Cia. Ltda."
263511,"Vieira Arts Ltda ME"
263512,"CTBA TELECOM"
263513,"Daniela do espirito santo souza Telecomunicação Me"
263514,"Link Web"
263515,"Franca e Franca Com e Serv Ltda. ME"
263516,"Plis Inteligência em Tecnologia Ltda."
263517,"Acesso Telecomunicacoes LTDA"
263518,"Grupo Almeida e Reis Ltda.-ME"
263519,"MINAS NOVA TELECOM LTDA"
263520,"VOA TELECOMUNICACOES EIRELI - EPP"
263521,"New Net Provedor de Internet LTDA - ME"
263522,"ANA ALICE NAZARIO DE OLIVEIRA - ME"
263523,"FPS TELECOM"
263524,"Central Brasileira de Internet Ltda"
263525,"Dispor de Telecomunicaes Ltda"
263526,"NEW TECNOLOGIA DA INFORMAÇÃO LTDA - ME"
263527,"SERRA GERAL SOLUCOES PARA INTERNET LTDA"
263528,"VIACOM NEXT GENERATION COMUNICACAO LTDA"
263530,"MICROSOL INFORMATICA LTDA - ME"
263531,"Sfox empreendimentos de informatica Ltda - me"
263532,"VIAR TELECOM EIRELI - ME"
263533,"JBS S.A."
263534,"QUATRO IRMAOS COMERCIO E SERVICOS EM INFORMATICA E"
263535,"REDE GLOBAL TECNOLOGIA LTDA ME"
263536,"Empresa de Telecomunicacoes da Alta Mogiana - AMG"
263537,"Via Fibra Internet Banda Larga EIRELI"
263538,"1TOC INFORMATICA LTDA"
263539,"NEW SYSTEM INTERNET"
263540,"Unimed Volta Redonda de Coop. de Trabalho Médico"
263541,"IMF NETWORK DATA LTDA - ME"
263542,"Sitnet Provider"
263543,"Butzen e Mentges Ltda"
263544,"VARZEA NET TELECOMUNICACOES LTDA ME"
263545,"MATHEUS MAGALHAES BORTOLIN ME"
263546,"TURBONETT TELECOMUNICACOES LTDA. - ME"
263547,"Brinks Seguranca e Transporte de Valores Ltda."
263548,"portal provedor de comunicações ltda"
263549,"Entornet Banda Larga"
263550,"Energisa S/A"
263551,"HPNetwork LTDA. ME"
263553,"GIGANET INTERNET E INFORMATICA"
263554,"PERSIO SGUBIN JR. & CIA. LTDA. - BLACK WINDOW INTE"
263555,"infinity brasil telecom ltda me"
263556,"ENSEADA INDUSTRIA NAVAL S.A."
263557,"BEMAR TECNOLOGIA LTDA - ME"
263558,"R.C. TELECOMUNICACOES E SEGURANCA LTDA"
263559,"Fundacao Educacional da Regiao de Joinville"
263560,"SOC NILZA CORDEIRO HERDY DE EDUC E CULT S/S LTDA"
263561,"RODRIGO BORGHI DA SILVA & CIA LTDA"
263562,"Speet Serviços de Telecomunicações Ltda - ME"
263563,"Multiware Tecnologia e Informatica"
263564,"CPnet (Seu Provedor Banda Larga)"
263565,"CLOUD COMUNICACOES LTDA ME"
263566,"RONDON TELECOM LTDA - ME"
263567,"FIBER ONE DO BRASIL LTDA ME"
263568,"Guardian Brasil Vidros Planos Ltda."
263569,"DIRECT WIFI TELECOM LTDA. ME"
263570,"JF PROVEDOR DE INTERNET LTDA"
263571,"CONECTE TELECOMUNICAÇÕES LTDA."
263572,"VELOZ TELECOM LTDA - ME"
263573,"HYPER NET TELECOMUNICACOES LTDA ME"
263574,"VANILCE PAES DE ARRUDA COTTA ME"
263575,"FD do Brasil Processamento de Dados Ltda."
263576,"SOPHUS INFORMACOES CADASTRAIS LTDA - EPP"
263577,"Vista TI LTDA ME"
263578,"FacNet Telecom"
263579,"ISUPER TELECOMUNICACOES INFO LTDA"
263580,"Everest Soluções em Telecomunicações Ltda"
263581,"INFOWAY COMERCIO DE INFORM E TELECOMUNICACOES LTDA"
263582,"PONTO SAT CONECT EIRELI ME"
263583,"ATRANET TELECOMUNICACOES LTDA"
263584,"WanHouse Solucoes em Tecnologia LTDA - EPP"
263585,"DIGITAL NET LTDA"
263586,"E. M. Fernandes"
263587,"J. UTZIG & CIA LTDA - EPP"
263589,"MGP TELECOM"
263590,"LOCAWEB SERVICOS DE INTERNET S.A."
263591,"DTC Informatica e Telecomunicações LTDA"
263592,"FRANCISCO MARQUES VIEIRA GONCALVES ME"
263594,"INFORMAX ON LINE INFORMATICA E TELECOM LTDA"
263595,"ALB Internet & Informatica Ltda - ME"
263596,"GRV TELECOM"
263597,"Guilherme Jochims"
263598,"BRX TELECOMUNICACOES LTDA - EPP"
263599,"Globo Net Informática"
263600,"Radio Link Telecom"
263601,"Anderson Marcos Coelho e Cia Ltda - ME"
263602,"DITCOM INTERNET LTDA."
263603,"DUPLANET INTERNET E INFORMATICA LTDA - ME"
263604,"Hilton Cesar Bender & Cia Ltda"
263605,"Centro Nacional de Pesquisa em Energia e Materiais"
263606,"DATACENTER, SERV GER E INFRA TI LTDA"
263608,"WSNET TELECOM E INFORMATICA LTDA"
263609,"Free Way Tecnologia"
263610,"UNIVERSIDADE FEDERAL DA FRONTEIRA SUL - UFFS"
263611,"ZUM TELECOM LTDA- ME"
263612,"IP CARRIER TELECOM DO BRASIL LTDA"
263613,"Fundação Universitaria do Desenvolvimento do Oeste"
263614,"Ajsi Informática Ltda - Me"
263615,"Local Int Acesso a Internet LTDA"
263616,"Dez Solucoes em Telecomunicacoes LTDA"
263617,"MARIA DAS NEVES MORAIS"
263618,"JOANI PEREIRA DA SILVA"
263619,"NovaNet Prest. Serv. de Telecomunicações Ltda-Me"
263620,"Sertãonet Internet Provider LTDA-ME"
263621,"PORTO DE CIMA ADM., PARTICIPACAO E SERVICOS S/A"
263622,"MEGA TELECOMUNICACOES"
263623,"GOX INTERNET"
263624,"JOSÉ CARLOS BATISTA DOS SANTOS"
263625,"NEW WORLD PONTO COM INFORMATICA LTDA - ME"
263626,"G-LAB Telecom Informatica LTDA - ME"
263627,"Wnetsistem Comercio e Servicos de Informatica Ltda"
263628,"ADWAVE INFORMATICA LTDA"
263629,"CELLONI DIST. DE EQUIP. DE INF. E TECNOLOGIA LTDA"
263630,"Cooperativa Central de Credito de Santa Catarina"
263631,"Via Link Telecomunicacoes"
263632,"Intersete Telecom limitada - ME"
263633,"Wconect Wireless Informatica LTDA - ME"
263634,"TACNET TELECOM"
263635,"REDE G2 LTDA - ME"
263636,"CALLNET TELECOM"
263637,"DIGITAL TECNOLOGIA & TELECOMUNICACAO LTDA"
263639,"AMAZONAS TRIBUNAL DE JUSTICA"
263640,"O. S. J. NET LTDA - ME"
263641,"TCF Telecomunicações Campo Florido Ltda"
263642,"Serra Net Telecomunicações e Internet LTDA. - ME"
263643,"Inforcenter Online"
263644,"FRUGUI TELECOMUNICACOES LTDA"
263645,"FIXTELL TELECOM"
263646,"Digital Net Internet Service Provider"
263647,"Irádio Comercio e Manutenção de Maquinas LTDA"
263648,"M. N. Redes de Comunicações Ltda."
263649,"BrPhonia Provedor Ip Ltda"
263650,"Clicfacil Computadores, Serviços e Telecomunicaçõe"
263651,"V. Montoro & Cia Ltda"
263652,"CMDNET Internet & Informática Ltda"
263653,"Costa Esmeralda Net Ltda Me"
263654,"ECONNET.COM LTDA"
263655,"T-NET WIRELESS E INFORMA&#769 TICA"
263656,"BRSULNET TELECOM LTDA"
263657,"OGS INFORMATICA LTDA - ME"
263658,"-Reserved AS-, ZZ"
263659,"PCNET INTERNET"
263660,"Federação das Indústrias do Estado de SC (FIESC)"
263661,"BRASIL DIGITAL SERVIÇOS DE INFORMATICA E COMERCIO"
263662,"MINISTERIO PUBLICO DO ESTADO DO AMAPA"
263663,"NOBREAK NET LTDA - M.E."
263664,"PORTAL NET TELECOM LTDA - EPP"
263665,"TECNET PROVEDOR DE ACESSO AS REDES DE COM. LTDA"
263666,"One Telecom Ltda"
263667,"VIRTUAL NET COMERCIO E SERVICOS LTDA"
263668,"NET4YOU INTERNET SOLUTION"
263670,"Giassi & Cia Ltda"
263671,"MINAS INFO LTDA-ME"
263672,"Consult Telecom Provedor LTDA ME"
263673,"SERVICOS DE ELETRICIDADE S/A"
263674,"JSneT- Joao S Viana Junior ME"
263675,"JAIR APARECIDO CASAROTTE - EPP"
263676,"NetMG Informática Ltda."
263677,"NetGloria Telecom"
263679,"Servidor na Web Data Center Ltda"
263680,"THOMAS GREG & SONS LIMITED (GUERNSEY) S.A."
263681,"IPTP NETWORKS S.A.C."
263683,"Universidad de Costa Rica"
263684,"Internet Services S.A."
263685,SOGEBANK
263686,"INET Communication"
263687,"Tucuman BBS S.R.L."
263688,"INTESIS CHILE S.A"
263689,"Telecable Central, S.A."
263690,"UNIVERSIDAD NACIONAL AUTONOMA DE HONDURAS"
263691,"KUATRO COMUNICACIONES"
263692,"DIRECTV PERU S.R.L"
263693,"WICORP SA"
263694,"MAYAVISION S. D R.L."
263695,"BANCO AGRICOLA"
263698,"TRANSDATELECOM S.A"
263699,"Cablevideo Digital S.A"
263700,"GIGAS HOSTING"
263701,"RGO SOMOS CABLE, C.A."
263702,"ZGLOBALHOST LTDA."
263703,"NetLink América C.A."
263704,"VELOSTAR-CANEPA"
263707,"Asociación Civil de Estudios Superiores"
263709,"UNIVERSIDAD SAN FRANCISCO XAVIER DE CHUQUISACA"
263710,"Corporación Universitaria Minuto de Dios"
263712,"Infodocta Internet Banda Ancha de Eliana Andrea Brustolín"
