"_raw",host,index,source,sourcetype,time
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95971318312368, ""latitude"": 36.422484565405405}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579968351, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor>Lounge"", ""lastSeen"": ""2016-07-26T17:39:28.351-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 25.459213, ""y"": 35.338253, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942245, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:00"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -120.95975207262106, ""latitude"": 36.41131876344416}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579972223, ""apMacAddress"": ""b8:38:61:b1:c8:d0"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor>Waiting area"", ""lastSeen"": ""2016-07-26T17:39:32.223-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 36.48969, ""y"": 7.516058, ""z"": 0.0}, ""ipAddress"": [""10.22.243.195""], ""notificationType"": ""locationupdate"", ""deviceId"": ""80:86:f2:bd:98:cc"", ""confidenceFactor"": 32.0, ""batteryInfo"": null, ""ssid"": ""CMX Devices Only"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942380, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:04"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95971318312368, ""latitude"": 36.422484565405405}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579972219, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor>Lounge"", ""lastSeen"": ""2016-07-26T17:39:32.219-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 25.459213, ""y"": 35.338253, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942306, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:04"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95971489698891, ""latitude"": 36.4224816674338}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579976277, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor>Lounge"", ""lastSeen"": ""2016-07-26T17:39:36.277-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 25.945328, ""y"": 34.112755, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942415, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:08"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.9597090887608, ""latitude"": 36.42248770312988}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579978352, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor>Lounge"", ""lastSeen"": ""2016-07-26T17:39:38.352-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 24.297903, ""y"": 36.66514, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942478, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:10"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95972457989978, ""latitude"": 36.42247652639535}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579982256, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor>Lounge"", ""lastSeen"": ""2016-07-26T17:39:42.256-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 28.691753, ""y"": 31.938705, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942556, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:14"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95972750265786, ""latitude"": 36.42247757622752}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579984284, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor"", ""lastSeen"": ""2016-07-26T17:39:44.284-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 29.520754, ""y"": 32.38266, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942617, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:16"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95972712365205, ""latitude"": 36.422477454691276}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579986353, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor"", ""lastSeen"": ""2016-07-26T17:39:46.353-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 29.413282, ""y"": 32.331264, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942664, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:18"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95972712365205, ""latitude"": 36.422477454691276}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579990264, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor"", ""lastSeen"": ""2016-07-26T17:39:50.264-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 29.413282, ""y"": 32.331264, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942690, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:22"
"{""notifications"": [{""geoCoordinate"": {""unit"": ""DEGREES"", ""longitude"": -101.95972712365205, ""latitude"": 36.422477454691276}, ""entity"": ""WIRELESS_CLIENTS"", ""floorId"": 727035700041482283, ""timestamp"": 1469579992297, ""apMacAddress"": ""b8:38:61:b4:53:60"", ""locationMapHierarchy"": ""ABC Campus>A-1>1st Floor"", ""lastSeen"": ""2016-07-26T17:39:52.297-0700"", ""band"": null, ""locationCoordinate"": {""unit"": ""FEET"", ""x"": 29.413282, ""y"": 32.331264, ""z"": 0.0}, ""ipAddress"": [""fe80:0000:0000:0000:7a4b:87ff:fe11:f839""], ""notificationType"": ""locationupdate"", ""deviceId"": ""78:4b:87:11:f8:39"", ""confidenceFactor"": 16.0, ""batteryInfo"": null, ""ssid"": ""cmx"", ""associated"": true, ""subscriptionName"": ""SplunkTesting"", ""eventId"": 13942729, ""vendorData"": null}]}","hadoop-master",cmx,cmxhttp,cmxhttp,"27-07-2016 06:30:24"
