domain,Category,Score
internet-update-ru.com,37,62
internetauctions.ca,1,127
internetclube.com.br,1,55
intervideo-dvd-copy.sd.en.softonic.com,5,45
interwap.ro,35,123
intromem.com,1,107
intsumsung.ru,1,50
inupiat1.3322.org,1,67
inve-made.com,1,117
invenio-carmen.sd.softonic.it,5,82
invest4revival.com,1,127
invetigationfeeble.dcsoccer.us,7,92
invoiceitstandard.com,29,100
inzavora.com,1,122
iobit-malware-fighter.sd.softonic.com.br,5,40
iolproacpakh.com,7,91
ios-data-recovery.sd.en.softonic.com,5,80
ios.dl.kuaibo.com,35,125
iouz.cn,1,37
ip-5.3322.org,35,105
ip-97-74-85-6.ip.secureserver.net,35,107
ip-address.org,17,115
ip0ss13dvhherain.com,29,127
ip1.dynupdate.no-ip.com,25,120
ip2.neiwangtong.com,1,50
ip2location.com,7,115
ip53ip5.zapto.org,1,82
ip993-5.3322.org,35,97
ipadian.sd.softonic.it,5,97
ipaxio.serveblog.net,7,59
ipfakegate.net78.net,35,97
ipfakegate.net78.net,27,112
iphone-ipad-ipod-to-computer-transfer.sd.en.softonic.com,5,57
iphone4.host111.web522.com,1,112
iphonefirmware.com,1,22
iphonefolders.com,35,102
ipneo.com,35,119
ipodrobot-ipod-video-converter.sd.en.softonic.com,5,95
ipredator.ru,1,82
iqhbyacfnea.com,29,127
iqjj.com,35,117
iqwxw.com,35,74
iqx.nels.pl,29,127
irbidplaza.com,1,102
irc-world.mypsx.net,9,86
irc.abjects.net,9,94
irc.accessirc.net,9,74
irc.blackmarket.me.uk,9,94
irc.blolylo.net,9,121
irc.bongster.eu,9,90
irc.by,9,125
irc.choopa.net,9,116
irc.coldfront.net,9,70
irc.criten.net,9,71
irc.dal.net,1,22
irc.dal.net,9,121
irc.darkirc.net,9,111
irc.data.lt,9,74
irc.deltaanime.net,9,126
irc.e-qacs.com,1,45
irc.e-qacs.com,9,106
irc.efnet.fr,9,85
irc.efnet.net,9,85
irc.ekizmedia.com,1,102
irc.elitesecurity.com.br,9,48
irc.fefefe.net,9,91
irc.flamed.net,9,94
irc.foonetic.net,9,103
irc.forestnet.org,9,110
irc.globalchat.org,9,125
irc.insom.org,9,93
irc.iotek.org,9,78
irc.irc-mania.de,9,77
irc.kaoskrew.org,9,122
irc.kgts.ru,9,91
irc.lcirc.net,1,127
irc.lcirc.net,9,127
irc.lepaknet.org,1,22
irc.lepaknet.org,9,106
irc.mgts.by,1,117
irc.mgts.by,9,125
irc.opoy.fi,9,74
irc.p2p-network.net,9,93
irc.pdns.epiknet.org,9,69
irc.quakenet.org,9,119
irc.rr.afternet.org,9,109
irc.seersirc.net,9,71
irc.sembol.co.cc,9,91
irc.sembol.co.cc,29,127
irc.servercentral.net,9,120
irc.skald.dk,9,92
irc.swepipe.se,9,85
irc.swiftirc.net,9,106
irc.takohu.ch,9,119
irc.thundercity.net,9,125
irc.tolcom.ru,9,68
irc.tomsk.net,9,73
irc.truehackers.ru,1,117
irc.truehackers.ru,9,125
irc.undernet.org,1,80
irc.undernet.org,9,125
irc.us.ircnet.net,9,111
irc.whhcd.info,1,77
irc.whhcd.info,9,123
irc.zeg.ru,9,95
irc.zerofuzion.net,1,82
irc.zerofuzion.net,9,118
irc.zief.pl,1,127
irc.zief.pl,9,127
ircd.bkdservice.net,9,73
ircd.zief.pl,1,122
ircd.zief.pl,9,126
ircluxe.ru,9,79
ircr0x.drshells.net,1,122
ircr0x.drshells.net,9,126
ircr0x.ngulesh.info,1,45
ircr0x.ngulesh.info,9,99
ircserver.no-ip.biz,9,86
iree.no-ip.biz,1,77
irfanview.sd.softonic.it,5,117
iri.so,35,81
iringer.net,35,115
iris-network-traffic-analyzer.sd.softonic.com,5,127
irjlm.f3322.org,35,79
irlukuzezfwx.info,29,127
irontigerscss.clanweb.eu,35,115
irremote.sd.softonic.com.br,5,30
iruipanabio.com,1,72
iruogu.comuf.com,1,95
iruwlztosoxoknfaaydavvccylzpvbi.org,1,95
irvrh.su,1,122
irvrh.su,27,126
is.smelly.cc,1,107
iserver.foodconnex.com,28,80
isl.voyage.co.uk,16,50
ismes.com.ua,1,67
isofter-video-converter.sd.softonic.jp,5,97
isolu.5gbfree.com,1,112
isolu.usa.cc,1,97
isoluzeus.tk,27,98
isonim.org,29,127
isorecorder.alexfeinman.com,35,125
isotousb.com,35,103
isposure.sd.en.softonic.com,5,72
isprojects.net,29,127
issamnahhali.com,1,35
isso-pack.sd.en.softonic.com,5,127
istealerdomeniu.tk,1,75
istealerdomeniu.tk,27,95
istockanalyst.com,1,122
italcauchos.com,1,127
italdrive.it,35,109
italian.eazel.com,5,122
italian.ircfast.com,5,100
italian.ircfast2.com,5,127
italianoscki.com,29,127
itarbobinajes.com.ar,1,102
itbvr.net,1,117
itbvr.net,29,127
itdell.ru,35,125
itest123.site88.net,1,32
itfemxk9.amterket.net,29,127
itok.fishgrouponline.com,35,127
itool.dlmgg.com,5,80
itools-for-windows.sd.en.softonic.com,5,102
itools-for-windows.sd.softonic.pl,5,112
itools-iphone-manager.sd.en.softonic.com,5,32
itosemc.i-cg.com,30,123
itoxtsufaixmin.com,1,117
itpgteam.no-ip.info,1,112
itraffic-monitor.sd.softonic.com.br,5,40
itshandmade.in,35,87
itsth.com,35,102
ittechware.com,35,111
itube.sd.en.softonic.com,5,87
itwebhost.info,1,127
iua.duba.net,1,122
iudbt.com,29,127
iuhqhbmq.net,29,127
iurhjfnmflsdf.com,1,127
iuy.zhangming.cf,1,82
iuy.zhangming.cf,35,123
ivanjie.3322.org,1,62
iven.atualizandodados.com,1,20
ivgyq.com,1,112
ivgyq.com,29,127
ividi.org,5,122
ivigets.biz,24,120
ivigets.biz,1,92
ivsixmepuhj.dyndns.org,27,92
iwdshywjrvggnqohg.com,1,30
iwisoft-free-video-downloader.sd.en.softonic.com,5,107
iwisoft-free-video-downloader.sd.nl.softonic.com,5,117
iwur.ms6ol.net,1,25
iwur.ms6ol.net,9,45
ix.dwonkistrz.org,29,127
ix.undernet.org,9,84
iyi.tc,27,88
iykemega.com,1,72
iz3d.com,35,116
iz7hbwj3ahnhfyi870hfnjt.fm.gen.tr,35,119
iz9q3ugqk8fldtwn1dqg8.org,1,100
izc.idet.pl,29,127
izotope-ozone.sd.en.softonic.com,5,72
j.konter.pl,29,127
j.maxmind.com,17,127
j.qq16800.com,1,97
j.redflash.info,1,77
j.redflash.info,9,117
j02c2njt9i9omrcfjthrk77.fairchildipc.org,35,94
j10321.nb.host192-168-1-2.com,1,32
j1f9f0924zzdbz9jcyqhblp.forexforum.gen.tr,35,125
j3.xals.org,1,52
j45x05e1d3fm39145eaxaph.eczane.biz.tr,35,54
j7tv3gd293ddp33d0wp4sgx.estetikuzmani.gen.tr,35,78
j8hyk2x20jjhncmck6hihhl.dogagezisi.net,35,59
ja4mee.110mb.com,1,117
ja4mee.webs.com,1,52
jaarhl.cu.cc,27,51
jabber.cz,9,91
jabber.ru,9,112
jack-honey.com,35,77
jackassfiles.com,1,82
jackson.su,1,92
jackson.su,27,120
jaghirb2w9nd2gd9z9e9ahm.estetikcerrahlar.gen.tr,35,58
jahanlent.com,1,127
jahanlent.com,35,127
jaist.dl.sourceforge.net,35,125
jaja956gb9v2zwhdw2g93hm.facebookvideodownload.net,35,103
jamco.com.pk,1,127
jamee.no-ip.info,1,57
james-bond-007-quantum-of-solace.sd.softonic.com,5,45
james-camerons-avatar.sd.softonic.it,5,85
jamvideosoftware.com,35,81
jandas.byethost7.com,1,77
janes-hotel-family-hero.sd.en.softonic.com,5,127
januszt.ovh.org,35,119
japan.youngpeyatech.info,9,95
japanesegreenteaonline.com,1,117
japanrareearths.com,1,127
japland.org,35,125
jaremonkovichsg.com,1,112
jarrete.qc.ca,1,20
java-development-kit-64.sd.softonic.com.br,5,70
java-portable.sd.softonic.com,5,97
java-portable.sd.softonic.com.br,5,110
java.baldmanpower.net,1,102
java.baldmanpower.net,9,122
java.baldmanpower.org,1,75
java.baldmanpower.org,9,122
java.kutlufamily.com,1,102
java.kutlufamily.com,29,127
java.kutlufamily.com,9,122
javaclientupdate.com,1,87
javaloadingsetts.ignorelist.com,1,37
javascript-animator-express.sd.en.softonic.com,5,42
jazibaba.no-ip.org,1,77
jblh1.3322.org,1,37
jbwgxrkfyuwduztdqmnojlfkfoz.net,1,25
jctj15.player001.com,1,122
jcy.su,1,97
jcy.su,28,126
jd1990.zv114.com,1,42
jd9.net,1,122
jdkuszs.info,1,87
jdkuszs.info,29,127
jdownloader.sd.softonic.com.br,5,30
jds5.com,1,77
jdsofts.gnway.net,1,122
jdvoicemail.sd.en.softonic.com,5,70
jdvoicemail.sd.softonic.com.br,5,45
jeansbyman.com,37,25
jebena.ananikolic.su,1,92
jebena.ananikolic.su,35,127
jeceryn.info,29,127
jeepzn.vicp.net,1,67
jeevanlakshya.org,1,92
jeffijoe.co.cc,29,50
jejudin.info,1,122
jelenitreo.ru,35,87
jenih.no-ip.org,1,122
jensloh.com,24,126
jensloh.com,1,122
jers1.info,9,83
jetclean.sd.en.softonic.com,5,127
jetclean.sd.softonic.com,5,30
jetclean.sd.softonic.com.br,5,117
jetvideo.sd.softonic.pl,5,112
jeuxme.net,35,125
jewel-quest-ii.sd.softonic.fr,5,72
jewel-quest-ii.sd.softonic.it,5,95
jewel1jewl.zapto.org,1,112
jewellerybazaar.net,1,122
jewellerybazaar.net,29,127
jewuqyjywyv.eu,29,127
jfasfasfasfasf.com,1,95
jg.dlzjy.org,1,35
jgjsfgv.gicp.net,1,50
jhceugshyhyxoyuojvlnbidvvg.net,1,35
jhdfj.nl.ai,1,122
jhdfj.nl.ai,27,126
jhdfj.nl.ai,7,84
jheus.websites.xs4all.nl,1,52
jhjpsrsu.pohuy.ws,24,97
jhlxk.su,1,40
jhlxk.su,27,77
jiajia520.f3322.org,1,87
jiang.orgfree.com,1,107
jiebiao.3322.org,1,52
jijilaiba.3322.org,1,37
jinwudd.6te.net,1,35
jinwudd.freetzi.com,1,20
jix55.game-host.org,27,48
jiyi339001.f3322.org,1,50
jj181.sure344.com,5,50
jjj.wm3698.com,1,107
jjjww.3322.org,1,107
jju.xdix.ru,29,127
jk.zjcg.org,35,125
jke96099h6zfb99j3yqhelp.fm.gen.tr,35,119
jkholdings.yzi.me,1,67
jkiwi.sd.softonic.com.br,5,30
jkwhy.net,29,127
jlhdsnoi.com,37,117
jls982r2othdnc9t6ddbnlp.ducray.name.tr,35,53
jm.campaner.pagesperso-orange.fr,35,121
jma1.biz,1,127
jma1.biz,29,127
jma1.biz,9,127
jmdbdcn.tk,27,83
jmobi.net,37,122
jmodel.co.cc,27,72
jmodel.co.cc,29,50
jngorreo.com,1,127
jnlqq.3322.org,1,37
joanbin.cx.cc,27,76
job.zjtcm.net,1,117
jobs.4zox.com,9,81
jobs.4zox.com,28,82
jobtwitterz.biz,1,22
jobtwitterz.biz,35,87
jocr.sd.en.softonic.com,5,42
jodix.com,35,123
jogos.hopto.org,1,35
johann.loefflmann.net,35,99
john-hack.ucoz.ru,35,125
johnderby.info,1,127
johnderby.info,35,52
johnny.upward.su,1,62
johnny.upward.su,35,97
johnsonbodyshop.com,1,122
joingold.net,1,47
joinhome.net,1,57
jokeman.redirectme.net,1,67
jokerdrs.no-ip.biz,1,87
jokutqdvgj037.vicp.cc,1,102
jomerryta.com,1,87
jone.f3322.org,1,52
jonejokoss.byethost6.com,1,107
jonejonesonhey.org,29,127
jonreynolds.info,1,122
joo.pp.ua,35,93
jookerjdks.ru,40,52
joseluis008.hospedagemdesites.ws,1,80
joseluis008.hospedagemdesites.ws,35,123
josoc.ce.ms,27,92
jot.tasb.ru,29,127
jottiq.sd.en.softonic.com,5,102
jottiq.sd.softonic.com,5,87
jovempam22.web116.f1.k8.com.br,1,32
jpbxxh.adxzzx.com,37,22
jpegcrops.sd.en.softonic.com,5,65
jpfiles.brothersoft.com,35,89
jpgpdf.net,35,90
jpgtopdfconverter.com,35,117
jpqqd.com,1,122
jprofiler.sd.softonic.fr,5,30
jps.sox4.at,29,127
jpuityvakjgg.com,1,107
jqscripts.net,29,127
jqu.meiu.pl,29,127
jr3dbpdus6d6lp4f6weuzgx.fm.gen.tr,35,125
jrsx.jre.net.cn,1,50
js.xrzz.org,1,62
jsengineering.com.au,1,37
jses40813.ibbt.tw,1,60
jses40813.ibbt.tw,35,79
jsg-up.ws,35,121
jsipodfetch.sd.en.softonic.com,5,72
jskvikel.no-ip.biz,1,37
jskvikel.no-ip.biz,35,92
jswcompounding-usa.com,1,127
jtalknow.com,1,127
jturker.zapto.org,1,47
juanmlquiros.com,1,65
jufsoft.com,35,125
juh.valc.pl,29,127
juheh64xmazhbwnmtuuc7hl.fairchildipc.org,35,109
juice.losmibracala.org,1,127
jujumao1986878.3322.org,1,67
julekwalikonia99.no-ip.biz,1,52
julhinhorox.co.cc,27,84
julhinhorox.co.cc,29,127
juliussdietz.ru,35,83
jumpcity.net,1,72
jumpfish.net,1,47
jumpfood.net,1,67
jumpgray.net,1,77
jumphigh.net,1,87
jumppack.in,1,112
jumptoday.net,1,67
junefabrics.com,35,123
jupiter.mistralaucanada.com,1,25
jurybar.ru,35,125
jusestations12.com,1,112
just-cause.sd.en.softonic.com,5,90
just-sing.sd.softonic.de,5,92
just155.justhost.com,35,97
justcloud.jdibackup.netdna-cdn.com,35,125
justlegacy.no-ip.info,1,87
justme.dyndns-server.com,1,52
jusyquqitonuv.com,24,104
juvenopolis.org.br,1,127
jv16-powertools.sd.en.softonic.com,5,67
jw08.3322.org,1,37
jwt.tp44.cn,5,112
jwuiygpnslht.com,29,127
jwyywg.d131.tqxq.com,5,107
jx.jiandan.la,35,123
jxfw.co.cc,27,47
jxfw.co.cc,29,127
jxh38221.3322.org,1,102
jxrcbp44gdqf.gmz.cc,28,112
jztandroidv1.77882502.net,1,122
jztandroidv1.77882502.net,37,122
jzvpi.com,29,127
k-lite-codec-pack-update.sd.softonic.com.br,5,45
k-lite-codec-tweak-tool.sd.softonic.com,5,70
k-litecodecpackdownload.ru,1,72
k-meleon.sd.softonic.com.br,5,45
k.aranematsccont.biz,9,113
k.mobinil.biz,9,117
k.myserverx.info,1,122
k.myserverx.info,9,126
k.rising.com.cn,35,51
k.sb941.com,1,72
k1.tech-central.net,30,100
k12028.bins.lop.com,1,32
k18916.bins.lop.com,1,37
k2.kuaibbb.com,35,103
k2.tech-central.net,30,70
k32206.nb.host192-168-1-2.com,1,30
k4r4amed.no-ip.org,1,122
k70r03.ow5dirasuek.com,29,127
k951040773.meibu.net,1,32
ka9fs3wj4jq5kb41vx7bx9.allalla.com,35,117
kabinburi.ac.th,1,127
kachi-1.hostingsiteforfree.com,1,50
kaci.kachi-1.bugs3.com,1,122
kafeha.us,1,45
kafeigr.ru,1,117
kakaku.su,27,73
kaledxxs.no-id.info,1,67
kalidoni.gr,1,107
kalipso.ml,35,63
kallysky.no-ip.biz,1,82
kalmaoglu.com,35,61
kalsibrothersmurdercase.in,1,45
kalsibrothersmurdercase.in,29,127
kamas-market.com,35,97
kamusix.ru,37,122
kangli123.3322.org,1,77
kanunlari.com,1,72
kanunlari.com,35,105
kapudane.com,1,127
kapudane.com,35,127
karabukyuzmeihtisas.com,29,127
karaoke.sd.en.softonic.com,5,77
karasula.no-ip.biz,1,127
karenoil.com,1,127
karensgifts.com,35,62
kari.okodukaitown.info,1,122
karpolan.com,35,79
kartaldesign.com,35,61
kas.kstoneonline.com,30,118
kaselindertu.com,1,87
kaseya.classcomputing.com,30,93
kaseya.cns-service.com,30,101
kaseya.epic.ca,30,99
kashanccim.org,1,80
kasjchseuk.com,1,117
kasms.no-ip.biz,1,107
kaspersky-tdsskiller.sd.en.softonic.com,5,32
kaspersky-tdsskiller.sd.softonic.it,5,55
kaspersky-virus-removal-tool.sd.softonic.com.br,5,105
kaspersky-virus-removal-tool.sd.softonic.fr,5,90
kaspersky-virus-removal-tool.sd.softonic.pl,5,37
kaspersky.sd.softonic.com,5,75
kastorsoft.com,35,125
kasturitravelandliving.com,1,45
katb.3322.org,1,107
katixuv.co.cc,27,81
katixuv.co.cc,29,127
kay.greyhatservices.com,1,52
kaynarcavaillantservisi.org,1,82
kayseriroyalotomotiv.com,1,40
kaywa-reader.sd.softonic.com.br,5,40
kazaa.sd.softonic.com,5,20
kazlasa.cx.cc,27,97
kazlasa.cx.cc,7,88
kb.44kk.org,35,75
kb.eset.com,35,50
kb971.kuai999.net,35,117
kbdhandroidr1.high111.com,1,35
kbdhandroidr1.high111.com,37,35
kbnbydpydlxdonzdobvivdidtg.net,1,117
kbpark.com,1,122
kc.mv.bidsystem.com,5,122
kcech.ce.ms,27,72
kcmviewpr3n.com,1,122
kcrich16.no-ip.biz,1,52
kdp-ventures.info,35,119
keast.allcovered.com,30,93
kebili.no-ip.biz,1,82
keeyapat.thcity.com,1,40
kefuwidijyp.eu,1,127
kega-fusion.sd.softonic.com.br,5,45
kega-fusion.sd.softonic.it,5,77
kehu4.koko6.com,1,82
keit.co,35,59
keksnownikolle.biz,1,22
kelvin12.hostingsiteforfree.com,1,82
kenenterprise.usa.cc,35,54
kent.dl.sourceforge.net,35,127
kentawp.3322.org,1,60
kepoxphoto10.com,29,50
kerbal-space-program.sd.en.softonic.com,5,60
kerbal-space-program.sd.softonic.de,5,70
kese2.com,1,117
kese3.com,1,122
keshmoney.biz,9,93
key.92dcr.com,35,85
keybinder-cp.de,35,61
keylack.com,35,123
keylogger.alpachini.ru,35,77
keylogger2014.zapto.org,1,107
keyscratch.com,1,72
kf1.f3322.org,1,22
kf1.f3322.org,35,67
kfmrcleizdpnnbwcdaeaqotsojro.com,1,65
kfsutg.mustbefired.net,35,56
kgb-archiver.sd.en.softonic.com,5,87
kgbrelaxxlub.ru,29,127
kgeomer.cz.cc,27,77
kgfc.tk,1,92
kgfc.tk,27,120
kgnop1.kugou.com,35,123
kgr.cawt.ru,29,127
kh.pjc-vn.com,1,127
kh.pjc-vn.com,35,125
khergetoh.ce.ms,1,70
khergetoh.ce.ms,27,123
khjg.ce.ms,27,80
khnzohexi.ce.ms,27,90
khuqyehgqtpuzzjd.com,1,70
khushilogistics.net,1,67
kia.pripti.net,1,40
kia.pripti.net,37,117
kicad.sd.softonic.de,5,72
kigo-video-converter.com,35,66
kiingr00t.zapto.org,1,47
kilickaya.net,1,112
kilicteknik.com.tr,1,87
killerzild.no-ip.biz,1,107
killing12.esy.es,1,77
kim.envelope.su,1,127
kim.envelope.su,35,127
kimclo.com,1,50
kinderjoys.com,1,42
kindle-for-pc.sd.en.softonic.com,5,127
kingcasino.info,1,122
kingcobra.no-ip.org,1,77
kinghactor007.zapto.org,1,57
kinghomes.net,1,112
kingjackpot.co.uk,35,112
kingjackpot.co.uk,6,123
kingkingking.hol.es,1,102
kinglager.com,35,73
kingshacking.zapto.org,1,32
kingshakes.zapto.org,1,52
kinoarts.com,1,82
kinotrackers.ru,15,127
kinstelertiong.com,1,122
kinstelertiong.com,29,127
kio.jointen.net,37,62
kippytwri.no-ip.biz,1,102
kirkkoo.net,1,42
kirr.cc,28,115
kishkish-lie-detector.sd.en.softonic.com,5,112
kissoprri.were.me,1,102
kissthelmooral.gurcanozturk.com,1,92
kissyy.3322.org,1,72
kitchendraw.com,35,121
kitchenrescue.com,1,37
kity.cc,1,102
kity.cc,28,126
kivmachinerie.com,1,92
kivmachinerie.com,35,113
kiwix.sd.softonic.it,5,117
kizz.no-ip.org,1,40
kjdess.com,35,93
kjppdbutmir.com,1,122
kjwre77638dfqwieuoi.info,1,127
kk.304580.com,1,47
kkk.hi5fotos.info,9,78
kkrieger.sd.en.softonic.com,5,117
klchoo.my,1,112
klebxxx.com,1,42
klg.95cxvip.com,1,42
klggklklgg.in,1,127
klggklklgg.in,35,121
klown.esy.es,1,107
km.3baidu.org,1,30
km7983319.host189.web538.com,5,112
km8.su,35,79
km8.su,27,103
kmal.ms6ol.net,9,67
kmaster.info,29,127
kmplayer-korea.ud.en.softonic.com,5,117
knowbody.net,1,82
knowhope.net,1,72
knowledgesutra.com,1,122
knowwear.net,1,77
knx.remp.pl,29,127
kocko.cz.cc,1,37
kocko.cz.cc,27,110
koerghjiworpkfgrpo.dyndns.org,27,114
kojura.mail.ru,15,127
kokoliran.comuf.com,35,87
kollongwmceh.ce.ms,27,110
kom17.com,24,39
kompozer-portable.sd.softonic.com,5,117
kong188.com,1,45
konzeptlounge.de,35,63
koobits.sd.softonic.fr,5,122
koonadance2.com,1,127
kopateli-onlayn.ru,1,122
koperster.com,1,97
korhaydut.org,35,85
korle.tk,27,43
korp.hr,35,123
koshyjohn.com,35,85
kosiasudytfert.biz,1,82
kosiasudytfert.biz,29,127
kostervogels.nl,1,122
kostervogels.nl,35,85
koubruu.no-ip.biz,1,82
kovejyvymuzi.com,24,111
kovejyvymuzi.com,1,42
kozakoltuk.com,1,127
kozakoltuk.com,35,81
kr-livestream.com,1,102
kr.freel2j.wo.tc,27,95
kraisoft.com,35,75
kralprogram.net,35,107
krexjdsamdx.com,1,117
kristalsogutmakayseri.com,1,122
kristalsogutmakayseri.com,35,125
kro4gastro-gastronomie-kassensoftware.sd.softonic.de,5,65
krokodilempulroaksooghe.ru,1,52
krupoonsak.com,1,47
krwklrffanjydbimvbmgadmfydei.info,1,40
ks.aspiretech.com,30,121
ks.itnow.net,30,124
ks.lekhost.net,30,73
ks2.accessredbox.net,30,116
ksa.wanguang.net,1,122
ksandrafashion.com,1,122
kserver.enabletech.com.au,30,52
kssdevelopers.com,1,45
kssdevelopers.com,35,102
kssk.ru,1,127
kssk.ru,35,127
ktbqomgixqhtsxevonpw.com,29,127
ktea.houqz.net,1,62
kto.gind.at,29,127
ktodumal.net,1,107
ktodumal.net,9,123
ktosha.no-ip.org,1,42
ktsdx.com,29,127
ktwsoftware2.nazwa.pl,35,117
kuai8d1.band.glb0.ldcache.net,35,83
kuan.kanwo.org,1,30
kuboyliumang.vicp.net,1,25
kucmcamaqsgmaiye.org,1,122
kudi.byethost7.com,1,67
kudjlyothp.ku1.in,24,79
kuhou.2siga.net.aqb.so,1,45
kukutrustnet777.info,1,127
kukutrustnet888.info,1,127
kukutrustnet987.info,1,127
kulaksizhukukburosu.com,1,127
kulaksizhukukburosu.com,35,81
kulankendi.com,35,93
kulnd.com,29,127
kulppasur.com,1,60
kumbakonam.1008biz.com,1,92
kumbakonam.1008biz.com,35,85
kumnanditours.co.za,1,42
kunbang.yinyue.fm,35,107
kung-fu-master-returns.sd.en.softonic.com,5,95
kupload.co.kr,35,111
kuplu.bel.tr,1,127
kuqcuyqmaggguqum.org,29,100
kurddashing.nazuka.net,1,107
kurtbinh.itvina.vn,1,40
kurtbinh.itvina.vn,35,70
kurulumtr.com,35,105
kusojob.com,1,127
kusojob.com,35,125
kuvroc.info,29,127
kuwo.verycdn.net,35,75
kuyuacgsiowawsqa.org,1,127
kuzai.cooguo.com,38,122
kv39p88z4apptfmimtpmh7m.fm.gen.tr,35,110
kvazimoder.com,29,127
kvokzfnvkrjneubedvkduppwk.biz,1,107
kvusans.biz,1,112
kvusans.biz,29,127
kvwvewbvbojl.com,1,127
kwaggle.com,1,55
kwbtgame.com,1,55
kwsrmhroj.com,29,127
kxxhk.adxzzx.com,1,117
kxxhk.adxzzx.com,37,117
kyhijgo.com,29,127
kyle.kz,29,127
kytle.cz.cc,27,76
kz2.cooguo.com,38,122
kzsgpanel.tk,27,104
l.betterxperience.com,5,112
l.pullupdate.com,5,112
l.spyalertapp.com,5,37
l.sqlteam.info,9,122
l.theatermodeapp.com,5,52
l0lojxommlnl3ys182ebvtl.fm.gen.tr,35,108
l2-enjoy.ru,35,105
l2-games.com,35,125
l2.shop.tm,6,41
l2ashenvale.com,35,121
l30217.nb.host192-168-1-2.com,1,60
l31500.bins.lop.com,1,50
l33t.brand-clothes.net,1,127
l3782.bins.lop.com,1,107
l3nlm3a84gilzoyco1jlh9f.dovmecileri.com,35,53
l3yy6x7hclnlwyb1a8egvtl.fairchildipc.org,35,119
la.inncdn.com,35,97
la.m3lem.com,9,105
la2.zuu.su,27,94
label-creator.sd.en.softonic.com,5,20
lacasadeluculo.net,1,122
lacasadeluculo.net,35,125
lacuevadeltigre.com,35,75
ladytrack.cu.cc,27,105
lafytwylzmrbyyhlplvaumfx.net,1,82
lah.zapto.org,9,92
lakias.net,1,117
lakias.net,29,127
lalkinhost.no-ip.biz,1,112
laloponea.com,1,122
lalundelau.sinip.es,1,127
lamonde.tk,27,80
lamonde.uni.me,1,107
lampadaluz33.web114.f1.k8.com.br,1,70
lampoexpress.com,1,42
lancer-moto.com,16,78
lancer-moto.com,1,97
land-of-the-dead-road-to-fiddlers-green.sd.softonic.com.br,5,45
landasius.cz.cc,1,40
landasius.cz.cc,27,48
lang12397007.2288.org,1,122
lang12397007.3322.org,1,42
langover.com,35,109
language-reader.sd.en.softonic.com,5,30
languagelovers.com,1,32
lanicor.co.cc,29,127
lanliao.3322.org,1,77
lanwanwan.3322.org,1,47
laperlacafe.net,1,122
laps.com.pk,1,122
laps.com.pk,35,125
largedownloads.ea.com.akadns.net,35,111
largesoftware.com,35,73
lasstferl.in,1,112
last-projects.com,35,111
lastchaos.sd.en.softonic.com,5,35
lasthit.nl,1,107
lastnight.su,27,90
lasub-hasta.com,1,72
latifa.yzi.me,1,67
lautreckanonymous.no-ip.org,1,102
lavanyacreation.com,1,30
lavi.cz,35,111
lavieceleste.co,7,92
lawrenceubulu.no-ip.biz,1,47
lays-strong.com,1,50
lays-strong.com,35,73
lazarea.ro,1,127
lazolyk.pp.ua,1,67
lb1.www.ms.akadns.net,35,127
lb1.www.ms.akadns.net,19,127
lb1networks.com,35,107
lb1networks.com,5,77
lbahz.f3322.org,1,107
lbindustries.org,1,67
lbreakout2.sd.softonic.pl,5,67
lc.mine.bz,40,92
lc5who.3322.org,1,37
lcuew.com,29,127
ldmbcqwsfuhebqlrfqmjpjtbm.net,1,62
leadinghotel.com,35,86
leadinghotel.com,7,99
league-of-legends.sd.softonic.de,5,122
leatrix.org,1,127
leavesuccess.net,35,83
led2010.co.cc,27,118
led2010.co.cc,29,127
ledyazilim.com,1,127
lee-soft.com,35,119
leechsurgery.com,1,32
leenaenterprises.com,1,127
leenaenterprises.com,35,127
leendeilco-900.su,27,91
leetsoftware.com,35,81
lefoce.ce.ms,1,27
lefoce.ce.ms,27,108
left.mirror.alawar.com,35,93
left4deadmods.ru,15,60
legacywins.com,24,78
legend.catastrocorrientes.gov.ar,9,114
legion.getmyip.com,1,122
legion.sinip.es,1,122
legionarios.servecounterstrike.com,1,122
legitworks.usa.cc,1,97
legnagoferr.it,1,122
legnalive.no-ip.info,1,117
lego-batman-2.sd.softonic.pl,5,65
lego-marvel-super-heroes.sd.softonic.com,5,102
lego-pirates-of-the-caribbean.sd.en.softonic.com,5,107
lego-star-wars-ii-the-original-trilogy.sd.en.softonic.com,5,60
lego-the-lord-of-the-rings.sd.softonic.it,5,102
legroom.net,35,115
legutec.vv.cc,1,92
legutec.vv.cc,27,120
legutec.vv.cc,7,99
lei.hostyd.com,1,35
leightongriffiths.com,1,90
leisure-suit-larry-magna-cum-laude.sd.softonic.com.br,5,80
lej6l.sitelockcdn.net,35,111
leleohost.no-ip.org,1,107
lelo.free.nice-host.biz,35,115
lem.com.pl,35,62
lengnuanqwe.f3322.org,1,60
lentafood.ru,1,117
leomessi10.tk,35,61
leomessi10.tk,27,94
leopard-huge-collection.sd.softonic.it,5,65
leopard-huge-iconpack-650.sd.en.softonic.com,5,127
leopard-huge-iconpack-650.sd.softonic.com.br,5,45
leoricpotter.no-ip.org,1,117
leos.ru,1,107
leq.su,1,107
leq.su,28,126
leschbattery.com,35,73
lethalopen.tk,27,69
letiangufei.3322.org,1,67
letitbit.net,7,79
letitbit.pp.ua,37,57
