domain,Category,Score
afrinet.co.ls,1,80
aftfjuclhvdubfeuqs.com,1,122
agameaffilliate4.pw,35,77
age-effect.sd.softonic.com.br,5,77
age-of-empires-2.sd.softonic.pl,5,112
age-of-empires-3.sd.softonic.com,5,45
age-of-empires-3.sd.softonic.com.br,5,97
age-of-empires-iii.sd.en.softonic.com,5,97
age-of-empires.sd.softonic.de,5,112
agenda-eletronica.sd.softonic.com.br,5,65
ageofempiresonline.com,35,127
aglityna.com,1,22
agoogle.in,29,127
agrar-simulator-2012.sd.en.softonic.com,5,80
agrawalvikassurat.org,1,80
agrimarsystem.pe,1,107
agruh.com.br,1,22
aguamundo.cl,1,102
ahdsoft.com,35,113
ahjklda.name,35,53
ahkscript.org,35,123
ahmdsh3rawy.no-ip.biz,1,52
ahmedfaiez.info,1,77
ahmedsd2014.no-ip.biz,1,112
ahmetkiran.tk,1,127
ahmetkiran.tk,27,126
ahmetogluelektrik.com.tr,1,45
ahmooustaad.comule.com,1,72
ahnenblatt.sd.softonic.fr,5,72
ahth2aey.dsgeneration.com,24,84
ahth2aey.dsgeneration.com,1,127
ahth2aey.dsgeneration.com,5,35
ahusoft.com,35,115
aidecad.com,35,105
aidyyan.3322.org,1,107
aijub.com,1,107
aijub.com,29,127
aikonideas.com,35,73
aim-cs.ru,35,101
aim2go.com,1,127
aimbot.at.ua,35,56
aimin19.kuai999.net,35,61
aimp-200-skins-pack.sd.softonic.com,5,30
aimp-classic.sd.en.softonic.com,5,117
aimp.sd.softonic.jp,5,42
air.dhosting.pl,35,123
airconexpress.com.au,1,127
airdlrstatic.adaptablemediain.netdna-cdn.com,5,127
airlux.bg,1,72
airoplano.com,29,127
airparrot.com,35,94
airport-mania-first-flight.sd.en.softonic.com,5,112
ajibade.net,1,50
ajibade.net,35,127
ajleng.co.uk,1,85
ajpdsoft-aviso-cambio-ip-publica.sd.softonic.com,5,90
ajtrxo.ru,35,105
ajw555.myjino.ru,1,102
ak2kka.44kk.org,35,95
ak47.cooguo.com,38,122
akac0n.no-ip.org,1,82
akbjyk.3322.org,1,67
akcainsaat.com,1,122
akcaykaraazmak.com,1,45
akdagbambu.com,1,112
akdari.com,1,122
akdari.com,29,127
akdenizhizmet.com,35,107
akdenizparkbahce.com,1,127
akdeniztadilat.com,1,112
akdeniztadilat.com,35,86
akdkg.com,1,77
akdkg.com,29,127
aklab.com.tr,1,122
akm.twomini.com,1,27
akordketrzyn.ugu.pl,1,122
akoyaonline.comcastbiz.net,1,40
akoyaonline.comcastbiz.net,35,123
aksan.av.tr,1,127
aksan.av.tr,35,127
akscomputers.ca,1,112
akscraft.com,1,75
akscraft.com,35,109
aktiv-mp3-recorder.sd.softonic.de,5,95
akzil.com,1,122
al-khamisintl.com,1,122
alarm.sd.en.softonic.com,5,42
alawarkey.com,35,57
albani.yzi.me,1,62
albanianwizard.com,1,45
albany.yzi.me,1,122
albertomusic.net,1,72
album-art-downloader.sd.softonic.com.br,5,25
aldi-sued.de,1,77
alemit.net,29,127
alerce.pntic.mec.es,35,96
alex.6sf.org,1,32
alex8281.esy.es,1,50
alex8281.esy.es,4,50
alexnoahvogel.com,35,76
alfyxk-d-red-cursor.sd.softonic.de,5,87
algeria-phalstine.no-ip.biz,1,77
algerion.com,1,62
aliagacilingirci.com,1,87
alialsaedi.no-ip.biz,1,117
alibre-design-xpress.sd.en.softonic.com,5,87
alien-intruders.sd.softonic.de,5,80
alien-ip.sd.en.softonic.com,5,107
aliencore.host.sk,1,32
alienw4rekl.com.br,35,113
aligator.msk.ru,35,61
aligeo.co.za,1,127
aliluya.in,29,127
alipayor.co.cc,27,33
alipayor.co.cc,29,50
aliwork.cloudns.org,1,27
alket.com.tr,1,45
all-androidz.ru,37,57
all-hit.tv,15,127
all-image-1-2-3.sd.en.softonic.com,5,117
all-image.sd.en.softonic.com,5,112
all-in-one-voice-changer.sd.en.softonic.com,5,67
all-in-one-vpn-client.sd.en.softonic.com,5,117
all-my-books.sd.softonic.de,5,75
all-nettools.com,35,68
all-player.sd.softonic.com.br,5,45
all-products.biz,1,40
all4buh.ru,35,54
allape.me,9,107
allape.org,9,99
allbestdeal.eu,35,87
allbizsoftwares.com,35,90
allconfig.oss-cn-hangzhou.aliyuncs.com,1,122
allconverter-pro.sd.softonic.pl,5,60
allcooldays.com,1,92
allexandresillva.no-ip.org,1,97
alliedcarrentals.com,1,117
allinsulation.com.au,1,92
allinwithprudy.com,35,91
allmapsoft.com,35,127
allmup.mupp.gameassists.co.uk,5,42
allmup.mupp.gameassists.co.uk,6,111
allods2.eu,1,50
allokdvd.com,35,89
allplayer-portable.sd.en.softonic.com,5,105
allplayer.org,35,123
allseasonsnursery.com,1,127
alltubedownloader.sd.en.softonic.com,5,95
alltubedownloader.sd.nl.softonic.com,5,80
almaqhoor.no-ip.biz,1,107
alno-kuchenplaner.sd.softonic.de,5,122
aloibikus.bl.ee,1,72
aloibikus.bl.ee,4,72
alokobi.com,1,112
along520.3322.org,1,117
alotibi.panadool400.com,1,122
alotibi.xylocomod.com,1,127
alpha-us187.3utilities.com,1,107
alphaforums.co.za,35,67
alpinesnow.com,35,95
alplay.com,1,57
alrgroup.org,1,112
alrgroup.org,35,121
alshow.sd.en.softonic.com,5,75
alslimoplus.com,1,45
alslimoplus.com,35,107
alsong.sd.softonic.pl,5,70
alt.ctrlsystems.info,9,77
altarsoft.com,35,87
altinbilek.org,1,127
altinkan.av.tr,1,127
alyac.nh-01.cdn.x-cdn.com,35,59
alzip.sd.softonic.de,5,80
amacsoft-itunes-backup-extractor.sd.en.softonic.com,5,87
amacsoft-mobi-to-pdf-converter.sd.en.softonic.com,5,65
amaobi.besaba.com,1,97
amazon-appstore.sd.softonic.de,5,22
amazon-mp3-downloader.sd.en.softonic.com,5,127
ambitionconsent.info,29,127
ambitiousstaffing.com,1,117
amdcatalyst.strangled.net,35,125
american-civil-war-gettysburg.sd.en.softonic.com,5,117
americo5.no-ip.org,1,37
amerihomesrealty.com,1,127
amicutilities.com,35,119
aminakoyim.co.cc,1,97
aminakoyim.co.cc,29,127
aminakoyim.co.cc,9,121
aminmilano.zapto.org,1,112
amitcs.com,1,37
amiwan2.myftp.biz,1,92
ammyy-admin.sd.en.softonic.com,5,90
amoranatureza.com.br,1,32
amplacio.com.br,1,62
amr-to-mp3-converter.sd.softonic.com.br,5,102
amrhegazy.net,1,37
amroibzlgumjqsqeynvlxwvffix.net,1,112
amroibzlgumjqsqeynvlxwvffix.net,29,127
amrplayer.com,35,59
amthieuchetwcaaunrdeivgewcha.info,1,45
analaloca2014.no-ip.biz,1,107
analogx.com,35,125
analytic.337.com,5,112
analytics4u.net,1,107
analyticslink.co.cc,27,122
analyticslink.co.cc,29,127
anam0rph.su,1,127
anam0rph.su,27,127
anam0rph.su,29,127
anana.su,27,115
anana.su,37,67
anarchy.tamu.edu,9,91
anas-2010.no-ip.biz,1,112
anayalak.cz.cc,1,45
anayalak.cz.cc,27,49
andamiosypuntales.com,1,102
andan.f3322.org,1,107
andandong.3322.org,1,77
andrewproshin.url.ph,1,70
androbandrofand02.com,1,117
androfile.ru,37,57
android-4-games.ru,37,112
android-rar.ru,37,72
android-server-rus.com,37,122
android-theme.sd.en.softonic.com,5,122
android-zashita.ru,37,67
android1v2.rainbowlaugh.com,1,35
android1v2.rainbowlaugh.com,37,35
android3apps.com,35,97
androidbilgi.tk,27,86
androidistore.net,35,97
androidnetc.ru,37,122
androidrat.tk,1,92
androidrat.tk,27,120
androidserver-ru.com,37,122
androidwapupdate.info,37,67
androis-games-apk.ru,37,122
androupdatese.info,37,112
andydan.com,1,127
anfepo.tk,1,87
anfepo.tk,27,119
anfw.ethv.biz,1,37
anfw.fvgd.biz,1,67
angar-promarenda.ru,29,127
angel-juicecr.ru,1,50
angry-birds-rio.sd.softonic.com.br,5,25
angry-birds-space-pc.sd.softonic.pl,5,117
angry-birds-star-wars.sd.en.softonic.com,5,122
angry-birds.sd.en.softonic.com,5,87
angrybirds493.ru,1,117
angusj.com,35,89
ani-start.at.ua,1,30
ani-start.at.ua,4,30
aniketkulkarni.in,1,117
animeking.net,40,87
animiertes-wallpaper-matrix-code.sd.softonic.de,5,45
anituner.sd.en.softonic.com,5,62
anjing.no-ip.biz,1,35
ankara-cambalkon.net,1,107
ankawebdizayn.com,29,127
anlly5858.gicp.net,1,117
annamumfordphoto.com,1,127
anneazema.com,1,117
anno-1701-ad.sd.softonic.com,5,35
anonblogs.ru,35,125
anonimatomatou.no-ip.org,1,40
anonload.com,35,121
anonyma.name,35,119
anonymous404.x10host.com,1,102
anonymousdelivers.us,35,61
ansfitness.com,1,117
ansland.com,1,127
ant.trenz.pl,29,127
antalyadovme.com,1,45
antalyadovme.com,29,127
antarespasteleria.com,35,125
anticrash.sd.en.softonic.com,5,127
antikeys.meximas.com,35,125
antipiracypetition.com,1,127
antipiracypetition.com,29,127
antirun.net,35,97
antispyfortress.com,24,75
antispyware-quick-scan.com,24,82
antispyway.com,24,76
antistat.91.com,35,119
antitabletka.ru,35,85
antivircat.com,24,71
antivirmarket.com,24,84
antivirus.deutsch-herunterladen.com,35,83
antivirus.unb.br,35,105
antivirus.version-gratuit.com,35,125
antonio131.no-ip.org,1,87
antonio131.no-ip.org,35,65
antoniogavrila.com,1,122
antp.be,35,125
anubankuiburi.com,1,90
anvi-browser-repair-tool.sd.en.softonic.com,5,122
anvi-smart-defender.sd.en.softonic.com,5,90
anvil-studio.sd.en.softonic.com,5,90
anvilstudio.com,35,89
any-drive-formatter.sd.softonic.it,5,80
any-dvd-cloner.com,35,55
any-p.aycs.b.yahoodns.net,35,107
any-video-recorder.com,35,125
anyac.su,27,89
anydwg.com,35,125
anyheng.3322.org,1,22
anymp4-iphone-ringtone-maker.sd.en.softonic.com,5,102
anytoiso-converter.sd.softonic.de,5,77
anzi.com.mk,1,57
aoao-video-watermark-pro.sd.en.softonic.com,5,42
aolmm.com,29,100
aom.zone.com,35,64
aomeisoftware.com,35,123
aone-soft.net,35,125
aorarmzii.no-ip.biz,1,42
aoxgarage.ro,1,127
aoz.su,27,101
ap-tuner.sd.softonic.com,5,50
ap2.liuliangbao.cn,35,91
apartmanivodicesrima.com,35,93
apdl-mures.org,1,122
apelsingreper.com,29,50
api.admatching.co.kr,5,47
api.apizipa.biz,1,127
api.apizipa.biz,5,122
api.domob.cn,28,127
api.downloadmr.com,5,127
api.downloadmr.com,15,50
api.hostip.info,17,123
api.kbm2.com,35,125
api.m.the9.com,35,57
api.mixconvert.com,37,122
api.opencandy.com,1,85
api.opencandy.com,5,127
api.raidtalk.com,35,101
api.socdn.com,5,127
api.tapfortap.com,28,104
api.thefansbook.com,9,91
api.thessi.net,35,125
api.trafficnum.net,1,107
api.trafficnum.net,9,123
api.wipmania.com,17,127
api.zipmonster.ru,1,117
apk-for-androids.ru,37,112
apkmy.ru,37,52
apocalyptictremors.com,35,121
app-cloud-installer.com,35,127
app-installer-server.com,35,101
app-installers.com,35,127
app.16tong.com,37,122
app.adsofts.cn,38,47
app.bluefilelifemy.net,35,123
app.djmixerstudio.com,35,119
app.gomlab.com,35,87
app.gomplayer.com,35,112
app.joyalrim.co.kr,35,115
app.joyalrim.co.kr,5,97
app.mypdfconverter.com,35,79
app.offerbox.com,35,125
app.pc.kakao.com,35,123
app.place4discounts.info,35,121
app.prntscr.com,35,70
app.tsmon.co.kr,5,65
app.updateserv.net.cdngc.net,35,99
app.waps.cn,38,117
app.wapx.cn,38,122
app.webprotect.co.kr,35,85
app2.tsmon.co.kr,17,126
app2.winsoft2.com,1,122
app2.winsoft21.com,1,122
app2.winsoft3.com,1,122
app2.winsoft3.com,29,127
app2.winsoft6.com,1,122
app2.winsoft98.com,1,107
appa.zigma.vn,16,71
appdown.2su.cc,35,75
appearpersuade.info,24,88
appel-mann.de,35,125
apperhand.com,5,127
apperhand.com,38,122
appfiles.eurotradealltd.netdna-cdn.com,35,125
appfreetools.com,1,77
appgorod.ru,37,122
appiething.no-ip.biz,1,107
appinstall.net,1,127
appldnld.apple.com.c.footprint.net,35,107
apple-pie.in,29,127
applefactures.com,35,92
applerepairs.in,1,122
applicationappp.info,35,127
applicationappp.info,5,127
applicationfirst.info,5,122
applicationmyweb.info,5,122
applicationsbecomescapwiz.info,24,88
appllicatiionew.com,35,115
appllicatiionew.com,5,122
applocker.sd.en.softonic.com,5,122
appnimi-zip-password-unlocker.sd.en.softonic.com,5,75
appnimi-zip-password-unlocker.sd.softonic.it,5,77
apps.cdn-tg.com,35,127
appserverdownload.com,35,127
appsourse.zapto.org,1,117
appsredeem.com,1,122
appsrumors.com,7,102
appssota.net,37,122
appx.koreasys2.com,1,122
appx.koreasys2.com,29,127
appx.koreasys3.com,1,122
appx.koreasys4.com,1,122
appy.myftp.org,1,47
apsencollege.org,1,127
aptguide.3dtour.com,35,55
apwex.com,1,82
apwex.com,29,127
aq10086.free3v.net,1,117
aqb-any.5kgg.com.h1.aqb.so,37,117
aqu.su,1,37
aqu.su,28,115
aqua-park-tycoon.sd.nl.softonic.com,5,112
aqua-stroy-alizer.ru,1,122
aqworldspvp.no-ip.org,1,82
aqx.gorotza.biz,1,67
aqx.gorotza.biz,35,117
ar.zolly.org,35,125
arab2055.no-ip.biz,1,42
arabicmigrated.org,29,127
arafpatch.gameturk.com,1,65
arbek387.net,1,127
arbek387.net,35,125
arcadestudio.com,35,123
arcai.com,35,95
architsinha.com,35,59
archive.sunet.se,35,117
archivinglocating.in,1,85
arcobalenoservice.com,1,117
arcobalenoservice.com,35,123
arcor.de.eu.dal.net,9,89
arcsoft-magic-i-visual-effects.sd.softonic.pl,5,75
arcsoft-photostudio.sd.softonic.com.br,5,40
arcsoft-photostudio.sd.softonic.de,5,122
arcsoft-videoimpression.sd.softonic.de,5,45
arcsoft-webcam-companion.sd.softonic.it,5,95
arcsoft_mediaconverter.sd.en.softonic.com,5,75
ard-d.com,35,80
ardamaxsola.no-ip.org,1,32
areilsketch.com,35,63
ares-galaxy-professional.sd.softonic.it,5,20
ares-mod.sd.softonic.com,5,20
ares-mod.sd.softonic.com.br,5,95
ares-plus.sd.softonic.it,5,65
ares-tube.sd.softonic.it,5,117
ares.com,35,121
ares.sd.en.softonic.com,5,95
argente-utilities.sd.en.softonic.com,5,65
argouml.sd.softonic.fr,5,77
aries.m.alikunlun.com,1,50
aries.m.alikunlun.com,35,94
ariesdevil2.no-ip.org,1,67
ariesdevil2.no-ip.org,35,102
ariffarhad52.no-ip.biz,1,87
ariser2.com,1,37
arkadiawysowa.pl,1,117
arma-2-free.sd.en.softonic.com,5,127
arma-2-free.sd.softonic.it,5,60
armagida.net,1,85
armed-assault.sd.en.softonic.com,5,35
armenian-dictionary.com,35,89
armoredlegion.com,1,122
armourproducts.co.uk,1,77
army-men-rts.sd.en.softonic.com,5,107
army.aranematsccont.biz,9,100
arnwe.net,1,87
arnwe.net,29,127
aro.adle.pl,29,127
aromaseduce.cl,35,108
arphtml.funpic.de,35,113
arquivos.lojadocomputador.com,1,30
arrange-startup.sd.softonic.it,5,42
arrombado05.com,1,50
arsenio.co.cc,27,39
arsenio.co.cc,29,127
arslaninsaatcilik.com,1,127
art-port.net,1,122
arta.romail3arnest.info,1,117
artew.artemon.cz,1,57
artfiles.org,35,121
artgamerz.ce.ms,1,42
artgamerz.ce.ms,27,111
artgamerz.ce.ms,7,59
artgas.com.br,1,45
arthectonica.com,1,45
arthur.niria.biz,1,87
arthur.niria.biz,29,127
articlemarketingrobot.com,35,53
artmoney.su,35,125
artmoney.su,27,126
artrage.sd.softonic.fr,5,100
artroom.com.tr,1,127
artroom.com.tr,35,127
as310.generalmobi.com,16,125
as50103099.3322.org,1,82
asap-utilities.sd.en.softonic.com,5,62
asare.us,1,92
asavanasava.dnsd.me,1,82
asch-bourj.org,29,127
asd.dvrdns.org,35,119
asd.xiaoruo520.net,5,77
asd73389.linkpc.net,1,20
asdfcats.no-ip.biz,1,92
asearch.co.kr,35,121
aserver4.ru,1,25
asetspamteam.info,29,127
asgardmen.com,1,107
ashabadfilm.ru,1,42
ashampoo-burning-studio-free.sd.softonic.com,5,102
ashampoo-clipfinder-hd.sd.softonic.com.br,5,40
ashampoo-photo-commander-8.sd.softonic.de,5,127
ashampoo-slideshow-studio-hd.sd.en.softonic.com,5,72
ashangxiao.3322.org,1,92
ashishtapas.com,1,127
asianfarm.org,1,122
asirtech.com,1,122
asjdiweur87wsdcnb.info,29,127
ask-com-toolbar.sd.softonic.it,5,112
ask-like.ru,35,69
ask-migration.com,1,37
asker9000.no-ip.biz,1,85
asksky.vv.cc,1,37
asksky.vv.cc,27,123
asnet.no-ip.biz,1,97
aso-rock.no-ip.biz,1,87
asociatiaoctavianvoicu.ro,1,65
aspc-ss.com,1,92
aspicore-gsm-tracker.sd.en.softonic.com,5,72
aspricot.com,1,122
asps.co.in,1,127
asptt.aikido-meat.com,1,107
assassins-3.tk,27,111
assassins-creed-3-patch.sd.en.softonic.com,5,102
asset1.torrentino.com,15,127
assistancebeside.com,1,112
assurance.systemshouse.com,30,93
asterisk-password-spy.sd.softonic.it,5,60
astonsoft.com,35,127
astroburn.sd.softonic.com.br,5,45
astrocheat.com,1,67
astrosophia.ca,35,95
asus.bl.ee,1,42
asxiu.net,1,122
asy.com,35,125
asyagrup.org,1,65
asys.us,1,112
asys.us,35,59
asz111.3322.org,1,127
ataguryapi.com,1,127
atasgames.hut2.ru,1,127
athak.com,1,117
athan-azan-basic.sd.en.softonic.com,5,97
athtek-registrycleaner.sd.en.softonic.com,5,122
athtek.com,35,119
ati-catalyst-drivers-vista-7.sd.en.softonic.com,5,70
ati-catalyst-drivers-vista-7.sd.softonic.it,5,80
atlantiswordprocessor.com,35,117
atomic-alarm-clock.sd.softonic.it,5,85
atomic-mail-sender.sd.en.softonic.com,5,122
atra.com.tr,1,122
atrhaber.com,35,53
atsadayut.191thai.com,1,65
atstools.net,35,123
attollentesquekoelwater.factcheckenergytax.net,7,76
atube-catcher.sd.nl.softonic.com,5,107
atube-catcher.sd.softonic.it,5,87
atunes-pro.sd.en.softonic.com,5,117
auc.bl.ee,1,25
auc.bl.ee,4,25
audacity-portable.sd.softonic.de,5,37
audio-amplifier-pro.sd.en.softonic.com,5,65
audio-multi-channel-generator.sd.en.softonic.com,5,77
audio-recorder-for-free.sd.softonic.de,5,117
audio-tags-editor.com,35,91
audio-video-converter.sd.softonic.com.br,5,30
audiobeatmaker.com,1,127
audiochannel.net,35,125
audiograbber.sd.softonic.de,5,122
audiolabel-cd-dvd-labeler.sd.en.softonic.com,5,82
audiolabel-cd-label-maker.sd.en.softonic.com,5,122
audiovkontakte.ru,35,61
audiovksaver.ru,35,108
audisea-hacks.webs.com,1,102
audisea-hacks.webs.com,4,102
audition-online.sd.en.softonic.com,5,100
audition-online.sd.softonic.de,5,112
august13.com,1,107
augustawa.com,1,127
auh.gorotza.biz,35,111
aukinternational.com,1,75
auslogics.auslogicslabspty.netdna-cdn.com,35,123
auslogics.com,35,99
aussiecitizen.com,1,122
autec-ordem-de-servico.sd.softonic.com.br,5,72
auto-dwg-to-pdf-converter.sd.softonic.com.br,5,50
auto-dwg-to-pdf-converter.sd.softonic.pl,5,90
auto-fx.nl,1,72
auto-mouse-click.sd.softonic.de,5,67
auto-shutdown-manager.sd.softonic.com,5,77
auto.blgymz.com,35,75
auto.guoling.com,37,117
auto.keicei.com,37,122
auto.mixlate.info,1,57
autoban.phpnet.us,1,55
autocad.sd.softonic.com.br,5,30
autocashhh.hostmefree.org,1,92
autocashhh.hostmefree.org,29,127
autoclick.sd.softonic.fr,5,57
autoclicker-infiniter.sd.softonic.com,5,30
autodalle.com,35,121
autodelovi.biz,1,22
autodesk-123d.sd.nl.softonic.com,5,112
autodesk-dwg-trueview-1.sd.en.softonic.com,5,90
autodesk-dwg-trueview.sd.softonic.com,5,127
autoglut.servegame.com,1,127
autohaus-zimmer.com,35,107
autoid.net.pl,35,125
autoitscript.com,35,119
autokeybot.com,35,123
autokfnjbetptkfqwsjntolhtvw.biz,1,92
automation.verwalten.ch,1,92
automobile.it.cx,1,87
automobile.x4host.eu,1,65
automotive-technology.com,1,97
automotive-wolf.sd.en.softonic.com,5,112
autorun-eater.sd.softonic.fr,5,112
autosave-essentials.sd.en.softonic.com,5,90
autotune.sd.softonic.fr,5,100
autowebtech.com,1,122
autoxtt.com,35,77
autozone.000space.com,1,35
auxtools.com,35,64
av-special.com,24,75
av-voice-changer-software.sd.softonic.com,5,25
av-voizgame.sd.en.softonic.com,5,22
av-webcam-morpher.sd.softonic.com.br,5,110
av-webcam-morpher.sd.softonic.fr,5,87
av.shannen.cc,1,127
av.shannen.cc,9,127
av94b1a5ja.konditerskaja.org,1,122
av94b1a5ja.pirozhkovaja.org,1,117
ava-find.sd.softonic.de,5,30
avalan.servecounterstrike.com,1,82
avalon-avaliacao-fisica.sd.softonic.com.br,5,50
avant-browser-lite.sd.en.softonic.com,5,60
avant-browser-ultimate.sd.softonic.com,5,117
avant-browser.sd.softonic.com,5,57
avanti-altro.sd.softonic.it,5,32
avanti-un-altro.sd.softonic.it,5,127
avarise.com,35,84
avarise.com,7,95
avast007.zapto.org,1,42
avdsoft.com,35,111
avduoduo.com,1,122
avender.in,1,122
aveom.com,1,45
avg-anti-virus.sd.en.softonic.com,5,102
avg-anti-virus.sd.softonic.com.br,5,95
avg-anti-virus.sd.softonic.de,5,127
avg-anti-virus.sd.softonic.pl,5,65
avg-internet-security-business-edition.sd.en.softonic.com,5,112
avg-internet-security.sd.en.softonic.com,5,60
avg-remover-2012-x64.sd.en.softonic.com,5,95
avi-mpeg-rm-wmv-joiner.sd.en.softonic.com,5,72
avi-to-vcd-svcd-dvd-converter.sd.en.softonic.com,5,127
aviaddxsubs.sd.softonic.it,5,65
avidemux.sd.en.softonic.com,5,90
avidemux.sd.softonic.de,5,122
avidemux.sd.softonic.fr,5,112
avidemux.sd.softonic.it,5,60
avidemux.sd.softonic.pl,5,60
avini.ru,29,127
avitoflvconverter.sd.en.softonic.com,5,60
avivit.org.il,1,90
avrupabilisim.tk,27,91
avs-media-player.sd.softonic.jp,5,90
avs-video-converter.sd.nl.softonic.com,5,47
avs.wip.nprotect2.net,35,67
avs4you.com,35,125
avscibap.co.cc,27,93
avscibap.co.cc,29,127
avsk.ws,1,65
avtain.com,24,117
avtain.com,1,37
avtomoika-servis.ru,35,59
awbeta.net-nucleus.com,1,62
awecerybtuitbyatr.com,1,117
awento.ru,1,122
awfulice.com,1,82
awg.otnecky.com,35,81
awkz8888.tcisv.cn,1,122
awkz8888.tcisv.cn,35,125
awrcaverybrstuktdybstr.com,1,127
awstrack01.tguhost.com,5,127
ax.pleaseremoveshoes.com,35,69
axaramedia.com,35,88
axcrypt.sd.en.softonic.com,5,62
axencecirrus.com,35,125
axesample.info,1,52
axfwo.com,1,122
axfwo.com,29,127
axife-mouse-recorder.sd.softonic.it,5,60
axroot.com,1,45
axsrv.com,1,45
axsrv.com,35,125
axswdqnjgrnryt.com,1,82
aya-multimedia.co.cc,27,126
aya-multimedia.co.cc,29,127
ayarbaban.no-ip.biz,1,107
ayb.dns-look-up.com,1,122
ayb.host-domain-lookup.com,5,122
ayb.host127-0-0-1.com,1,122
ayb.host127-0-0-1.com,5,122
ayb.host192-168-1-2.com,1,45
ayb.lop.com,1,127
ayb.lop.com,5,127
ayb.netbios-wait.com,1,90
ayb.netbios-wait.com,5,30
ayfj.horogla.biz,1,112
ayfj.horogla.biz,35,121
aykom.net,35,57
ayoubth.no-ip.biz,1,92
ayupdsrv.ourhobby.com,35,55
ayurveda.com.au,1,90
ayzedo.com,29,127
az2005cs.3322.org,1,37
azbukasofta.net,15,100
azonwordpress.co.uk,1,122
azouz.no-ip.org,1,72
azpolitika.info,1,102
azsdk.com,35,112
azure.download.pdfforge.org,35,125
azurestroyalizer.ru,1,102
b-7-1-2-g-6-3-n-l-d-w-h-n-e-a-0-b-4-1-k-r-0-x-i-6-4-8-x-5-x-9-.1-tr-18su-ka-8dow-56-oo9-13swx-r-k-ife-0nj-rnq-ihb-dd-p-1-0-z-a.info,29,127
b.banmax.su,27,86
b.cf5.cc,1,60
b.dlsmak.com,5,122
b.drnacho.com,5,127
b.girccsas.com,9,103
b.inlandloan.com,9,121
b.mengniu.in,35,93
b.piccadilyfarm.com,5,112
b.ps5k.com,1,102
b.ps5k.com,35,117
b.rubyhound.com,5,52
b.sevensplay.com,5,127
b.skitodayplease.com,1,122
b.tubewhirl.com,5,107
b.videotamale.com,5,127
b.vidsmak.com,5,122
b.vidtruck.com,5,122
b.vspcord.com,1,102
b.vspcord.com,29,127
b.vspcord.com,9,122
b.youdao.com,5,107
b15969.nb.host192-168-1-2.com,1,75
b2.cookier.co.cc,29,127
b2.raulhost.ru,1,52
b2jg913m41xu665sq5u-6y.racott.ru,35,111
b2jg913m41xu665sq5u-6y.racott.ru,7,95
b31031.nb.host192-168-1-2.com,1,40
b3ej.gorotza.biz,24,50
b3ej.gorotza.biz,1,100
b3ej.gorotza.biz,35,127
b4.cookier.co.cc,29,127
b4.cookier.co.cc,37,57
b4h4mas.tk,35,63
b4h4mas.tk,27,95
b5f.horogla.biz,35,113
b6.xals.org,1,50
ba14e1ff.hostei.com,1,27
baanamata.com,1,122
baba20122013.com,1,57
babayanli1.zapto.org,1,92
babingsharing-dldewelopers.ru,1,57
back-space.info,35,85
backup4all.com,35,103
backupgrid.jdibackup.netdna-cdn.com,35,127
baconthe.co.cc,27,69
baconthe.co.cc,29,127
bad-piggies.sd.softonic.fr,5,95
bad77.3322.org,1,72
badoo.sd.softonic.com,5,45
badoo.ud.en.softonic.com,5,35
bag65.eu,35,73
bagi-3dn.hol.es,35,125
bagi-3dn.hol.es,5,95
bagi-3dn.hol.es,6,98
bai-s.3322.org,1,82
bai4.com,1,122
baidu-antivirus.sd.softonic.com,5,102
baidu-antivirus.sd.softonic.fr,5,112
baidu-pc-faster.sd.en.softonic.com,5,65
baiduasp.194.gomeidc.net,1,27
baijin4.83.cnhya.com,1,122
bak1.spiritsoft.cn,5,112
bakad.qqfarmer.com.cn,35,93
bakal051.ru,1,102
bakingroyalz.com,1,127
bakubuniho.com,24,75
balabolka.sd.softonic.com.br,5,80
balabolka.sd.softonic.fr,5,40
balabolka.sd.softonic.it,5,95
ballatstone.com,1,122
balonkort.com,1,122
balonkort.com,35,125
baltazar-btc.com,1,95
bananascreen.sd.en.softonic.com,5,95
banboon.com,1,127
bancoposteimpressaonline.com,29,50
band.mircphantom.info,1,47
band.mircphantom.info,9,110
bandizip.sd.softonic.it,5,77
banglanewspaper24.com,7,107
bank-security.in,29,127
bankruptak.com,29,100
banner.bingo777.com,6,23
banner.cooguo.com,38,122
bannershop-gif-animator.sd.softonic.com,5,40
bantan.pt.pct.org.tw,1,122
bantan.pt.pct.org.tw,35,125
bantivirus.filexs.ru,1,122
baoge.9966.org,1,102
baoge.9966.org,25,120
baphomets-fluch-2-5.sd.softonic.de,5,97
bapunagroup.com,1,122
baqwi.com,24,127
baqwi.com,1,127
barcode-generator.sd.en.softonic.com,5,107
barcode-software.sd.softonic.pl,5,112
barcodingfonts.com,35,96
barinstaller.com,5,112
barjoys.ru,35,113
barlikinsaat.com.tr,1,127
baronb.info,1,52
barra-de-ferramentas-alot.sd.softonic.com.br,5,95
basamakhalisi.com,1,127
baselburn.in,1,45
baselburn.in,29,127
basesrv.net,1,30
basgaza.zapto.org,1,122
basic-calculator.sd.en.softonic.com,5,65
basttalauren64.were.me,1,92
batardchris.servehttp.com,1,122
batch-psd-to-jpg.sd.softonic.com,5,117
baterx.hut4.ru,1,45
baterx.hut4.ru,4,45
batistadocaminho.org.br,1,87
batman-arkham-asylum.sd.softonic.com.br,5,122
