Description,"Dew Point",Humidity,Pressure,Temp,Visibility,Wind,"current.clouds","current.dt","current.feels_like","current.sunrise","current.sunset","current.uvi","current.weather{}.description","current.weather{}.icon","current.weather{}.id","current.weather{}.main","current.wind_deg","current.wind_gust",eventtype,ffirst,first,flast,host,index,last,lat,lfirst,linecount,llast,lon,name,punct,source,sourcetype,"splunk_server","splunk_server_group",timestamp,timezone,"timezone_offset","_raw","_time"
"Scattered Clouds","37.53",55,1022,"53.26",10000,"9.22",40,1713798390,"50.86",1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,30,,,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798390,""sunrise"":1713782507,""sunset"":1713830509,""temp"":53.26,""feels_like"":50.86,""pressure"":1022,""humidity"":55,""dew_point"":37.53,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":9.22,""wind_deg"":30,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:06:30.000+0000"
"Scattered Clouds","37.42",55,1022,"53.13",10000,"9.22",40,1713798269,"50.74",1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,30,,,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798269,""sunrise"":1713782507,""sunset"":1713830509,""temp"":53.13,""feels_like"":50.74,""pressure"":1022,""humidity"":55,""dew_point"":37.42,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":9.22,""wind_deg"":30,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:05:29.000+0000"
"Scattered Clouds","37.42",55,1022,"53.13",10000,"9.22",40,1713798269,"50.74",1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,30,,,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798269,""sunrise"":1713782507,""sunset"":1713830509,""temp"":53.13,""feels_like"":50.74,""pressure"":1022,""humidity"":55,""dew_point"":37.42,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":9.22,""wind_deg"":30,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:04:29.000+0000"
"Scattered Clouds","37.67",56,1023,"52.92",10000,"5.01",40,1713798148,"50.54",1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,15,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798148,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.92,""feels_like"":50.54,""pressure"":1023,""humidity"":56,""dew_point"":37.67,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":5.01,""wind_deg"":15,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:03:28.000+0000"
"Scattered Clouds","37.67",56,1023,"52.92",10000,"5.01",40,1713798148,"50.54",1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,15,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798148,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.92,""feels_like"":50.54,""pressure"":1023,""humidity"":56,""dew_point"":37.67,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":5.01,""wind_deg"":15,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:02:28.000+0000"
"Scattered Clouds","37.22",56,1023,"52.43",10000,"5.01",40,1713798027,50,1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,15,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":,""","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798027,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.43,""feels_like"":50,""pressure"":1023,""humidity"":56,""dew_point"":37.22,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":5.01,""wind_deg"":15,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:01:27.000+0000"
"Scattered Clouds","37.22",56,1023,"52.43",10000,"5.01",40,1713798027,50,1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,15,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":,""","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713798027,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.43,""feels_like"":50,""pressure"":1023,""humidity"":56,""dew_point"":37.22,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":5.01,""wind_deg"":15,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T15:00:27.000+0000"
"Scattered Clouds","37.13",56,1023,"52.34",10000,"5.01",40,1713797966,"49.91",1713782507,1713830509,"4.15","scattered clouds",03d,802,Clouds,335,"11.99",,s,scattered,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",cattered,1,louds,"-80.8964","scattered clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797966,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.34,""feels_like"":49.91,""pressure"":1023,""humidity"":56,""dew_point"":37.13,""uvi"":4.15,""clouds"":40,""visibility"":10000,""wind_speed"":5.01,""wind_deg"":335,""wind_gust"":11.99,""weather"":[{""id"":802,""main"":""Clouds"",""description"":""scattered clouds"",""icon"":""03d""}]}}","2024-04-22T14:59:26.000+0000"
"Few Clouds","36.73",55,1022,"52.41",10000,"11.5",20,1713797846,"49.95",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797846,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.41,""feels_like"":49.95,""pressure"":1022,""humidity"":55,""dew_point"":36.73,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:58:26.000+0000"
"Few Clouds","36.73",55,1022,"52.41",10000,"11.5",20,1713797846,"49.95",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797846,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.41,""feels_like"":49.95,""pressure"":1022,""humidity"":55,""dew_point"":36.73,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:57:26.000+0000"
"Few Clouds","36.7",55,1022,"52.38",10000,"11.5",20,1713797725,"49.89",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797725,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.38,""feels_like"":49.89,""pressure"":1022,""humidity"":55,""dew_point"":36.7,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:56:25.000+0000"
"Few Clouds","36.7",55,1022,"52.38",10000,"11.5",20,1713797725,"49.89",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797725,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.38,""feels_like"":49.89,""pressure"":1022,""humidity"":55,""dew_point"":36.7,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:55:25.000+0000"
"Few Clouds","36.75",55,1022,"52.43",10000,"11.5",20,1713797605,"49.96",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797605,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.43,""feels_like"":49.96,""pressure"":1022,""humidity"":55,""dew_point"":36.75,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:54:25.000+0000"
"Few Clouds","36.75",55,1022,"52.43",10000,"11.5",20,1713797605,"49.96",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797605,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.43,""feels_like"":49.96,""pressure"":1022,""humidity"":55,""dew_point"":36.75,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:53:25.000+0000"
"Few Clouds","36.75",55,1022,"52.43",10000,"11.5",20,1713797485,"49.96",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797485,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.43,""feels_like"":49.96,""pressure"":1022,""humidity"":55,""dew_point"":36.75,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:52:25.000+0000"
"Few Clouds","36.75",55,1022,"52.43",10000,"11.5",20,1713797485,"49.96",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797485,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.43,""feels_like"":49.96,""pressure"":1022,""humidity"":55,""dew_point"":36.75,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:51:25.000+0000"
"Few Clouds","37.06",56,1022,"52.27",10000,"11.5",20,1713797365,"49.82",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797365,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.27,""feels_like"":49.82,""pressure"":1022,""humidity"":56,""dew_point"":37.06,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:50:25.000+0000"
"Few Clouds","37.06",56,1022,"52.27",10000,"11.5",20,1713797365,"49.82",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797365,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.27,""feels_like"":49.82,""pressure"":1022,""humidity"":56,""dew_point"":37.06,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:49:25.000+0000"
"Few Clouds","36.99",56,1022,"52.18",10000,"11.5",20,1713797245,"49.73",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797245,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.18,""feels_like"":49.73,""pressure"":1022,""humidity"":56,""dew_point"":36.99,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:48:25.000+0000"
"Few Clouds","36.99",56,1022,"52.18",10000,"11.5",20,1713797245,"49.73",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797245,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.18,""feels_like"":49.73,""pressure"":1022,""humidity"":56,""dew_point"":36.99,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:47:25.000+0000"
"Few Clouds","37.24",57,1022,"51.98",10000,"11.5",20,1713797125,"49.55",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797125,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.98,""feels_like"":49.55,""pressure"":1022,""humidity"":57,""dew_point"":37.24,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:46:25.000+0000"
"Few Clouds","37.24",57,1022,"51.98",10000,"11.5",20,1713797125,"49.55",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797125,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.98,""feels_like"":49.55,""pressure"":1022,""humidity"":57,""dew_point"":37.24,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:45:25.000+0000"
"Few Clouds","37.33",57,1022,"52.07",10000,"11.5",20,1713797064,"49.66",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713797064,""sunrise"":1713782507,""sunset"":1713830509,""temp"":52.07,""feels_like"":49.66,""pressure"":1022,""humidity"":57,""dew_point"":37.33,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:44:24.000+0000"
"Few Clouds","37.22",57,1022,"51.96",10000,"11.5",20,1713796944,"49.53",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796944,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.96,""feels_like"":49.53,""pressure"":1022,""humidity"":57,""dew_point"":37.22,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:43:24.000+0000"
"Few Clouds","37.22",57,1022,"51.96",10000,"11.5",20,1713796944,"49.53",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796944,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.96,""feels_like"":49.53,""pressure"":1022,""humidity"":57,""dew_point"":37.22,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:42:24.000+0000"
"Few Clouds","36.61",56,1022,"51.78",10000,"11.5",20,1713796824,"49.3",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796824,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.78,""feels_like"":49.3,""pressure"":1022,""humidity"":56,""dew_point"":36.61,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:41:24.000+0000"
"Few Clouds","36.61",56,1022,"51.78",10000,"11.5",20,1713796824,"49.3",1713782507,1713830509,"4.15","few clouds",02d,801,Clouds,20,"17.27",,f,few,c,"ip-172-31-20-185.ec2.internal",weather,clouds,"35.2358",ew,1,louds,"-80.8964","few clouds","{"""":.,"""":-.,"""":""/"","""":-,"""":{"""":,"""":,"""":,"""":.,"""":.,","rest://Weather","_json","ip-172-31-20-185.ec2.internal",,none,"America/New_York","-14400","{""lat"":35.2358,""lon"":-80.8964,""timezone"":""America/New_York"",""timezone_offset"":-14400,""current"":{""dt"":1713796824,""sunrise"":1713782507,""sunset"":1713830509,""temp"":51.78,""feels_like"":49.3,""pressure"":1022,""humidity"":56,""dew_point"":36.61,""uvi"":4.15,""clouds"":20,""visibility"":10000,""wind_speed"":11.5,""wind_deg"":20,""wind_gust"":17.27,""weather"":[{""id"":801,""main"":""Clouds"",""description"":""few clouds"",""icon"":""02d""}]}}","2024-04-22T14:40:24.000+0000"
