ID,AussID,Source,Category,EventLog,EventID,Operation,
1754,72,Syslog,SQL Server,SyslogAuditing,45106,Issued a back up database symmetric key command,
1755,72,Syslog,SQL Server,SyslogAuditing,45107,Issued an open database symmetric key command,
1756,72,Syslog,SQL Server,SyslogAuditing,45108,Issued a create database object command,
1757,72,Syslog,SQL Server,SyslogAuditing,45109,Issued a change database object command,
1758,72,Syslog,SQL Server,SyslogAuditing,45110,Issued a delete database object command,
1759,72,Syslog,SQL Server,SyslogAuditing,45111,Issued an access database object command,
1760,72,Syslog,SQL Server,SyslogAuditing,45112,Issued a create assembly command,
1761,72,Syslog,SQL Server,SyslogAuditing,45113,Issued a change assembly command,
1762,72,Syslog,SQL Server,SyslogAuditing,45114,Issued a delete assembly command,
1763,72,Syslog,SQL Server,SyslogAuditing,45115,Issued a create schema command,
1764,72,Syslog,SQL Server,SyslogAuditing,45116,Issued a change schema command,
1765,72,Syslog,SQL Server,SyslogAuditing,45117,Issued a delete schema command,
1766,72,Syslog,SQL Server,SyslogAuditing,45118,Issued a create database encryption key command,
1767,72,Syslog,SQL Server,SyslogAuditing,45119,Issued a change database encryption key command,
1768,72,Syslog,SQL Server,SyslogAuditing,45120,Issued a delete database encryption key command,
1769,72,Syslog,SQL Server,SyslogAuditing,45121,Issued a create database user command,
1770,72,Syslog,SQL Server,SyslogAuditing,45122,Issued a change database user command,
1771,72,Syslog,SQL Server,SyslogAuditing,45123,Issued a delete database user command,
1772,72,Syslog,SQL Server,SyslogAuditing,45124,Issued a create database role command,
1773,72,Syslog,SQL Server,SyslogAuditing,45125,Issued a change database role command,
1774,72,Syslog,SQL Server,SyslogAuditing,45126,Issued a delete database role command,
1775,72,Syslog,SQL Server,SyslogAuditing,45127,Issued a create application role command,
1776,72,Syslog,SQL Server,SyslogAuditing,45128,Issued a change application role command,
1777,72,Syslog,SQL Server,SyslogAuditing,45129,Issued a delete application role command,
1778,72,Syslog,SQL Server,SyslogAuditing,45130,Issued a change database user login command,
1779,72,Syslog,SQL Server,SyslogAuditing,45131,Issued an auto-change database user login command,
1780,72,Syslog,SQL Server,SyslogAuditing,45132,Issued a create schema object command,
1781,72,Syslog,SQL Server,SyslogAuditing,45133,Issued a change schema object command,
1782,72,Syslog,SQL Server,SyslogAuditing,45134,Issued a delete schema object command,
1783,72,Syslog,SQL Server,SyslogAuditing,45135,Issued a transfer schema object command,
1784,72,Syslog,SQL Server,SyslogAuditing,45136,Issued a create schema type command,
1785,72,Syslog,SQL Server,SyslogAuditing,45137,Issued a change schema type command,
1786,72,Syslog,SQL Server,SyslogAuditing,45138,Issued a delete schema type command,
1787,72,Syslog,SQL Server,SyslogAuditing,45139,Issued a transfer schema type command,
1788,72,Syslog,SQL Server,SyslogAuditing,45140,Issued a create XML schema collection command,
1789,72,Syslog,SQL Server,SyslogAuditing,45141,Issued a change XML schema collection command,
1790,72,Syslog,SQL Server,SyslogAuditing,45142,Issued a delete XML schema collection command,
1791,72,Syslog,SQL Server,SyslogAuditing,45143,Issued a transfer XML schema collection command,
1792,72,Syslog,SQL Server,SyslogAuditing,45144,Issued an impersonate within server scope command,
1793,72,Syslog,SQL Server,SyslogAuditing,45145,Issued an impersonate within database scope command,
1794,72,Syslog,SQL Server,SyslogAuditing,45146,Issued a change server object owner command,
1795,72,Syslog,SQL Server,SyslogAuditing,45147,Issued a change database owner command,
1796,72,Syslog,SQL Server,SyslogAuditing,45148,Issued a change schema owner command,
1797,72,Syslog,SQL Server,SyslogAuditing,45150,Issued a change role owner command,
1798,72,Syslog,SQL Server,SyslogAuditing,45151,Issued a change database object owner command,
1799,72,Syslog,SQL Server,SyslogAuditing,45152,Issued a change symmetric key owner command,
1800,72,Syslog,SQL Server,SyslogAuditing,45153,Issued a change certificate owner command,
1801,72,Syslog,SQL Server,SyslogAuditing,45154,Issued a change asymmetric key owner command,
1802,72,Syslog,SQL Server,SyslogAuditing,45155,Issued a change schema object owner command,
1803,72,Syslog,SQL Server,SyslogAuditing,45156,Issued a change schema type owner command,
1804,72,Syslog,SQL Server,SyslogAuditing,45157,Issued a change XML schema collection owner command,
1805,72,Syslog,SQL Server,SyslogAuditing,45158,Grant server permissions succeeded,
1806,72,Syslog,SQL Server,SyslogAuditing,45159,Grant server permissions failed,
1807,72,Syslog,SQL Server,SyslogAuditing,45160,Grant server permissions with grant succeeded,
1808,72,Syslog,SQL Server,SyslogAuditing,45161,Grant server permissions with grant failed,
1809,72,Syslog,SQL Server,SyslogAuditing,45162,Deny server permissions succeeded,
1810,72,Syslog,SQL Server,SyslogAuditing,45163,Deny server permissions failed,
1811,72,Syslog,SQL Server,SyslogAuditing,45164,Deny server permissions with cascade succeeded,
1812,72,Syslog,SQL Server,SyslogAuditing,45165,Deny server permissions with cascade failed,
1813,72,Syslog,SQL Server,SyslogAuditing,45166,Revoke server permissions succeeded,
1814,72,Syslog,SQL Server,SyslogAuditing,45167,Revoke server permissions failed,
1815,72,Syslog,SQL Server,SyslogAuditing,45168,Revoke server permissions with grant succeeded,
1816,72,Syslog,SQL Server,SyslogAuditing,45169,Revoke server permissions with grant failed,
1817,72,Syslog,SQL Server,SyslogAuditing,45170,Revoke server permissions with cascade succeeded,
1818,72,Syslog,SQL Server,SyslogAuditing,45171,Revoke server permissions with cascade failed,
1819,72,Syslog,SQL Server,SyslogAuditing,45172,Issued grant server object permissions command,
1820,72,Syslog,SQL Server,SyslogAuditing,45173,Issued grant server object permissions with grant command,
1821,72,Syslog,SQL Server,SyslogAuditing,45174,Issued deny server object permissions command,
1822,72,Syslog,SQL Server,SyslogAuditing,45175,Issued deny server object permissions with cascade command,
1823,72,Syslog,SQL Server,SyslogAuditing,45176,Issued revoke server object permissions command,
1824,72,Syslog,SQL Server,SyslogAuditing,45177,Issued revoke server object permissions with grant command,
1825,72,Syslog,SQL Server,SyslogAuditing,45178,Issued revoke server object permissions with cascade command,
1826,72,Syslog,SQL Server,SyslogAuditing,45179,Grant database permissions succeeded,
1827,72,Syslog,SQL Server,SyslogAuditing,45180,Grant database permissions failed,
1828,72,Syslog,SQL Server,SyslogAuditing,45181,Grant database permissions with grant succeeded,
1829,72,Syslog,SQL Server,SyslogAuditing,45182,Grant database permissions with grant failed,
1830,72,Syslog,SQL Server,SyslogAuditing,45183,Deny database permissions succeeded,
1831,72,Syslog,SQL Server,SyslogAuditing,45184,Deny database permissions failed,
1832,72,Syslog,SQL Server,SyslogAuditing,45185,Deny database permissions with cascade succeeded,
1833,72,Syslog,SQL Server,SyslogAuditing,45186,Deny database permissions with cascade failed,
1834,72,Syslog,SQL Server,SyslogAuditing,45187,Revoke database permissions succeeded,
1835,72,Syslog,SQL Server,SyslogAuditing,45188,Revoke database permissions failed,
1836,72,Syslog,SQL Server,SyslogAuditing,45189,Revoke database permissions with grant succeeded,
1837,72,Syslog,SQL Server,SyslogAuditing,45190,Revoke database permissions with grant failed,
1838,72,Syslog,SQL Server,SyslogAuditing,45191,Revoke database permissions with cascade succeeded,
1839,72,Syslog,SQL Server,SyslogAuditing,45192,Revoke database permissions with cascade failed,
1840,72,Syslog,SQL Server,SyslogAuditing,45193,Issued grant database object permissions command,
1841,72,Syslog,SQL Server,SyslogAuditing,45194,Issued grant database object permissions with grant command,
1842,72,Syslog,SQL Server,SyslogAuditing,45195,Issued deny database object permissions command,
1843,72,Syslog,SQL Server,SyslogAuditing,45196,Issued deny database object permissions with cascade command,
1844,72,Syslog,SQL Server,SyslogAuditing,45197,Issued revoke database object permissions command,
1845,72,Syslog,SQL Server,SyslogAuditing,45198,Issued revoke database object permissions with grant command,
1846,72,Syslog,SQL Server,SyslogAuditing,45199,Issued revoke database object permissions with cascade command,
1847,72,Syslog,SQL Server,SyslogAuditing,45200,Issued grant schema permissions command,
1848,72,Syslog,SQL Server,SyslogAuditing,45201,Issued grant schema permissions with grant command,
1849,72,Syslog,SQL Server,SyslogAuditing,45202,Issued deny schema permissions command,
1850,72,Syslog,SQL Server,SyslogAuditing,45203,Issued deny schema permissions with cascade command,
1851,72,Syslog,SQL Server,SyslogAuditing,45204,Issued revoke schema permissions command,
1852,72,Syslog,SQL Server,SyslogAuditing,45205,Issued revoke schema permissions with grant command,
1853,72,Syslog,SQL Server,SyslogAuditing,45206,Issued revoke schema permissions with cascade command,
1854,72,Syslog,SQL Server,SyslogAuditing,45207,Issued grant assembly permissions command,
1855,72,Syslog,SQL Server,SyslogAuditing,45208,Issued grant assembly permissions with grant command,
1856,72,Syslog,SQL Server,SyslogAuditing,45209,Issued deny assembly permissions command,
1857,72,Syslog,SQL Server,SyslogAuditing,45210,Issued deny assembly permissions with cascade command,
1858,72,Syslog,SQL Server,SyslogAuditing,45211,Issued revoke assembly permissions command,
1859,72,Syslog,SQL Server,SyslogAuditing,45212,Issued revoke assembly permissions with grant command,
1860,72,Syslog,SQL Server,SyslogAuditing,45213,Issued revoke assembly permissions with cascade command,
1861,72,Syslog,SQL Server,SyslogAuditing,45214,Issued grant database role permissions command,
1862,72,Syslog,SQL Server,SyslogAuditing,45215,Issued grant database role permissions with grant command,
1863,72,Syslog,SQL Server,SyslogAuditing,45216,Issued deny database role permissions command,
1864,72,Syslog,SQL Server,SyslogAuditing,45217,Issued deny database role permissions with cascade command,
1865,72,Syslog,SQL Server,SyslogAuditing,45218,Issued revoke database role permissions command,
1866,72,Syslog,SQL Server,SyslogAuditing,45219,Issued revoke database role permissions with grant command,
1867,72,Syslog,SQL Server,SyslogAuditing,45220,Issued revoke database role permissions with cascade command,
1868,72,Syslog,SQL Server,SyslogAuditing,45221,Issued grant application role permissions command,
1869,72,Syslog,SQL Server,SyslogAuditing,45222,Issued grant application role permissions with grant command,
1870,72,Syslog,SQL Server,SyslogAuditing,45223,Issued deny application role permissions command,
1871,72,Syslog,SQL Server,SyslogAuditing,45224,Issued deny application role permissions with cascade command,
1872,72,Syslog,SQL Server,SyslogAuditing,45225,Issued revoke application role permissions command,
1873,72,Syslog,SQL Server,SyslogAuditing,45226,Issued revoke application role permissions with grant command,
1874,72,Syslog,SQL Server,SyslogAuditing,45227,Issued revoke application role permissions with cascade command,
1875,72,Syslog,SQL Server,SyslogAuditing,45228,Issued grant symmetric key permissions command,
1876,72,Syslog,SQL Server,SyslogAuditing,45229,Issued grant symmetric key permissions with grant command,
1877,72,Syslog,SQL Server,SyslogAuditing,45230,Issued deny symmetric key permissions command,
1878,72,Syslog,SQL Server,SyslogAuditing,45231,Issued deny symmetric key permissions with cascade command,
1879,72,Syslog,SQL Server,SyslogAuditing,45232,Issued revoke symmetric key permissions command,
1880,72,Syslog,SQL Server,SyslogAuditing,45233,Issued revoke symmetric key permissions with grant command,
1881,72,Syslog,SQL Server,SyslogAuditing,45234,Issued revoke symmetric key permissions with cascade command,
1882,72,Syslog,SQL Server,SyslogAuditing,45235,Issued grant certificate permissions command,
1883,72,Syslog,SQL Server,SyslogAuditing,45236,Issued grant certificate permissions with grant command,
1884,72,Syslog,SQL Server,SyslogAuditing,45237,Issued deny certificate permissions command,
1885,72,Syslog,SQL Server,SyslogAuditing,45238,Issued deny certificate permissions with cascade command,
1886,72,Syslog,SQL Server,SyslogAuditing,45239,Issued revoke certificate permissions command,
1887,72,Syslog,SQL Server,SyslogAuditing,45240,Issued revoke certificate permissions with grant command,
1888,72,Syslog,SQL Server,SyslogAuditing,45241,Issued revoke certificate permissions with cascade command,
1889,72,Syslog,SQL Server,SyslogAuditing,45242,Issued grant asymmetric key permissions command,
1890,72,Syslog,SQL Server,SyslogAuditing,45243,Issued grant asymmetric key permissions with grant command,
1891,72,Syslog,SQL Server,SyslogAuditing,45244,Issued deny asymmetric key permissions command,
1892,72,Syslog,SQL Server,SyslogAuditing,45245,Issued deny asymmetric key permissions with cascade command,
1893,72,Syslog,SQL Server,SyslogAuditing,45246,Issued revoke asymmetric key permissions command,
1894,72,Syslog,SQL Server,SyslogAuditing,45247,Issued revoke asymmetric key permissions with grant command,
1895,72,Syslog,SQL Server,SyslogAuditing,45248,Issued revoke asymmetric key permissions with cascade command,
1896,72,Syslog,SQL Server,SyslogAuditing,45249,Issued grant schema object permissions command,
1897,72,Syslog,SQL Server,SyslogAuditing,45250,Issued grant schema object permissions with grant command,
1898,72,Syslog,SQL Server,SyslogAuditing,45251,Issued deny schema object permissions command,
1899,72,Syslog,SQL Server,SyslogAuditing,45252,Issued deny schema object permissions with cascade command,
1900,72,Syslog,SQL Server,SyslogAuditing,45253,Issued revoke schema object permissions command,
1901,72,Syslog,SQL Server,SyslogAuditing,45254,Issued revoke schema object permissions with grant command,
1902,72,Syslog,SQL Server,SyslogAuditing,45255,Issued revoke schema object permissions with cascade command,
1903,72,Syslog,SQL Server,SyslogAuditing,45256,Issued grant schema type permissions command,
1904,72,Syslog,SQL Server,SyslogAuditing,45257,Issued grant schema type permissions with grant command,
1905,72,Syslog,SQL Server,SyslogAuditing,45258,Issued deny schema type permissions command,
1906,72,Syslog,SQL Server,SyslogAuditing,45259,Issued deny schema type permissions with cascade command,
1907,72,Syslog,SQL Server,SyslogAuditing,45260,Issued revoke schema type permissions command,
1908,72,Syslog,SQL Server,SyslogAuditing,45261,Issued revoke schema type permissions with grant command,
1909,72,Syslog,SQL Server,SyslogAuditing,45262,Issued revoke schema type permissions with cascade command,
1910,72,Syslog,SQL Server,SyslogAuditing,45263,Issued grant XML schema collection permissions command,
1911,72,Syslog,SQL Server,SyslogAuditing,45264,Issued grant XML schema collection permissions with grant command,
1912,72,Syslog,SQL Server,SyslogAuditing,45265,Issued deny XML schema collection permissions command,
1913,72,Syslog,SQL Server,SyslogAuditing,45266,Issued deny XML schema collection permissions with cascade command,
1914,72,Syslog,SQL Server,SyslogAuditing,45267,Issued revoke XML schema collection permissions command,
1915,72,Syslog,SQL Server,SyslogAuditing,45268,Issued revoke XML schema collection permissions with grant command,
1916,72,Syslog,SQL Server,SyslogAuditing,45269,Issued revoke XML schema collection permissions with cascade command,
1917,72,Syslog,SQL Server,SyslogAuditing,45270,Issued reference database object permissions command,
1918,72,Syslog,SQL Server,SyslogAuditing,45271,Issued send service request command,
1919,72,Syslog,SQL Server,SyslogAuditing,45272,Issued check permissions with schema command,
1920,72,Syslog,SQL Server,SyslogAuditing,45273,Issued use service broker transport security command,
1921,72,Syslog,SQL Server,SyslogAuditing,45274,Issued use database mirroring transport security command,
1922,72,Syslog,SQL Server,SyslogAuditing,45275,Issued alter trace command,
1923,72,Syslog,SQL Server,SyslogAuditing,45276,Issued start trace command,
1924,72,Syslog,SQL Server,SyslogAuditing,45277,Issued stop trace command,
1925,72,Syslog,SQL Server,SyslogAuditing,45278,Issued enable trace C2 audit mode command,
1926,72,Syslog,SQL Server,SyslogAuditing,45279,Issued disable trace C2 audit mode command,
1927,72,Syslog,SQL Server,SyslogAuditing,45280,Issued server full-text command,
1928,72,Syslog,SQL Server,SyslogAuditing,45281,Issued select command,
1929,72,Syslog,SQL Server,SyslogAuditing,45282,Issued update command,
1930,72,Syslog,SQL Server,SyslogAuditing,45283,Issued insert command,
1931,72,Syslog,SQL Server,SyslogAuditing,45284,Issued delete command,
1932,72,Syslog,SQL Server,SyslogAuditing,45285,Issued execute command,
1933,72,Syslog,SQL Server,SyslogAuditing,45286,Issued receive command,
1934,72,Syslog,SQL Server,SyslogAuditing,45287,Issued check references command,
1935,72,Syslog,SQL Server,SyslogAuditing,45288,Issued a create user-defined server role command,
1936,72,Syslog,SQL Server,SyslogAuditing,45289,Issued a change user-defined server role command,
1937,72,Syslog,SQL Server,SyslogAuditing,45290,Issued a delete user-defined server role command,
1938,72,Syslog,SQL Server,SyslogAuditing,45291,Issued grant user-defined server role permissions command,
1939,72,Syslog,SQL Server,SyslogAuditing,45292,Issued grant user-defined server role permissions with grant command,
1940,72,Syslog,SQL Server,SyslogAuditing,45293,Issued deny user-defined server role permissions command,
1941,72,Syslog,SQL Server,SyslogAuditing,45294,Issued deny user-defined server role permissions with cascade command,
1942,72,Syslog,SQL Server,SyslogAuditing,45295,Issued revoke user-defined server role permissions command,
1943,72,Syslog,SQL Server,SyslogAuditing,45296,Issued revoke user-defined server role permissions with grant command,
1944,72,Syslog,SQL Server,SyslogAuditing,45297,Issued revoke user-defined server role permissions with cascade command,
1945,72,Syslog,SQL Server,SyslogAuditing,45298,Database login succeeded,
1946,72,Syslog,SQL Server,SyslogAuditing,45299,Database login failed,
1947,72,Syslog,SQL Server,SyslogAuditing,45300,Database logout successful,
1948,72,Syslog,SQL Server,SyslogAuditing,45301,Change password succeeded,
1949,72,Syslog,SQL Server,SyslogAuditing,45302,Change password failed,
1950,72,Syslog,SQL Server,SyslogAuditing,45303,Change own password succeeded,
1951,72,Syslog,SQL Server,SyslogAuditing,45304,Change own password failed,
1952,72,Syslog,SQL Server,SyslogAuditing,45305,Reset own password succeeded,
1953,72,Syslog,SQL Server,SyslogAuditing,45306,Reset own password failed,
1954,72,Syslog,SQL Server,SyslogAuditing,45307,Reset password succeeded,
1955,72,Syslog,SQL Server,SyslogAuditing,45308,Reset password failed,
1956,72,Syslog,SQL Server,SyslogAuditing,45309,Copy password,
1957,72,Syslog,SQL Server,SyslogAuditing,45310,User-defined SQL audit event,
1958,72,Syslog,SQL Server,SyslogAuditing,45349,Issued a change assembly owner command,
1959,67,Syslog,FIREWALL,SyslogAuditing,50500,Firewall_Default,
1960,67,Syslog,FIREWALL,SyslogAuditing,50502,TCP Connection Denied,
1961,67,Syslog,FIREWALL,SyslogAuditing,50504,Deny inbound UDP,
1962,67,Syslog,FIREWALL,SyslogAuditing,50506,Deny inbound ICMP,
1963,67,Syslog,FIREWALL,SyslogAuditing,50508,Deny TCP (no connection),
1964,67,Syslog,FIREWALL,SyslogAuditing,50510,Emergency (level 0),
1965,67,Syslog,FIREWALL,SyslogAuditing,50512,Alert (level 1),
1966,67,Syslog,FIREWALL,SyslogAuditing,50514,Critical (level 2),
1967,67,Syslog,FIREWALL,SyslogAuditing,50516,Error (level 3),
1968,67,Syslog,FIREWALL,SyslogAuditing,50518,Warning (level 4),
1980,67,Syslog,FIREWALL,SyslogAuditing,50550,Login,
1981,67,Syslog,FIREWALL,SyslogAuditing,50551,Login Failed,
1984,7,*,*,Security,34567,Sample Event,
1985,68,Syslog,WINDOWS ASSESSMENT,SyslogAuditing,50015,Computer Logon,
1986,68,Syslog,WINDOWS ASSESSMENT,SyslogAuditing,50016,Domain Lockout-Password Policy,
