startTime,endTime,current,type,name,meid,host,isvc,vc,Datacenter,Cluster,HostSystem,datacentermeid,clustermeid,hostsystemmeid,instanceUuid,uuid,moid
1,9334256309,true,VirtualCenter,Waiting for data please refresh...,*,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...
1,9334256309,true,Datacenter,Waiting for data please refresh...,*,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...
1,9334256309,true,ClusterComputeResource,Waiting for data please refresh...,*,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...
1,9334256309,true,HostSystem,Waiting for data please refresh...,*,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...
1,9334256309,true,VirtualMachine,Waiting for data please refresh...,*,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...,Waiting for data please refresh...
