"_raw",host,source,sourcetype,"_indextime","_sourcetype","_time"
"{""device"": ""a.a.a.d"", ""Row_info"": [{""bootflash_size"": ""21693714""}, {""kick_cmpl_time"": ""7/18/2014 5:00:00""}, {""kern_uptm_days"": ""28""}, {""mem_type"": ""kB""}, {""kern_uptm_mins"": ""4""}, {""cpu_name"": ""Intel(R) Core(TM) i3-3227U C""}, {""kick_tmstmp"": ""07/18/2014 12:36:11""}, {""chassis_id"": ""Nexus9000 C9396PX Chassis""}, {""bios_ver_str"": ""07.11""}, {""kickstart_ver_str"": ""6.1(2)I2(2b)""}, {""kern_uptm_hrs"": ""17""}, {""header_str"": ""Cisco Nexus Operating System (NX-OS) Software\nTAC support: http://www.cisco.com/tac\nCopyright (C) 2002-2014, Cisco and/or its affiliates.\nAll rights reserved.\nThe copyrights to certain works contained in this software are\nowned by other third parties and used and distributed under their own\nlicenses, such as open source.  This software is provided \""as is,\"" and unless\notherwise stated, there is no warranty, express or implied, including but not\nlimited to warranties of merchantability and fitness for a particular purpose.\nCertain components of this software are licensed under\nthe GNU General Public License (GPL) version 2.0 or \nGNU General Public License (GPL) version 3.0  or the GNU\nLesser General Public License (LGPL) Version 2.1 or \nLesser General Public License (LGPL) Version 2.0. \nA copy of each such license is available at\nhttp://www.opensource.org/licenses/gpl-2.0.php and\nhttp://opensource.org/licenses/gpl-3.0.html and\nhttp://www.opensource.org/licenses/lgpl-2.1.php and\nhttp://www.gnu.org/licenses/old-licenses/library.txt.""}, {""rr_reason"": ""Unknown""}, {""memory"": ""16402672""}, {""rr_sys_ver"": ""6.1(2)I2(2b)""}, {""proc_board_id"": ""SAL1806LUN5""}, {""manufacturer"": ""Cisco Systems, Inc.""}, {""host_name"": ""n9396-vtep-4""}, {""bios_cmpl_time"": ""05/28/2014""}, {""kick_file_name"": ""bootflash:///120.bin""}, {""kern_uptm_secs"": ""0""}], ""timestamp"": ""2014-09-03 20:43:01"", ""component"": ""nxversion""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1405674000
"{""device"": ""a.a.a.c"", ""Row_info"": [{""bootflash_size"": ""20971520""}, {""kick_cmpl_time"": ""6/3/2014 13:00:00""}, {""kern_uptm_days"": ""28""}, {""mem_type"": ""kB""}, {""kern_uptm_mins"": ""5""}, {""cpu_name"": ""Intel(R) Xeon(R) CPU E5-2403""}, {""kick_tmstmp"": ""06/17/2014 12:19:57""}, {""chassis_id"": ""Nexus9000 C9508 (8 Slot) Chassis""}, {""bios_ver_str"": ""07.06""}, {""kickstart_ver_str"": ""6.1(2)I2(2a)""}, {""module_id"": ""Supervisor Module""}, {""kern_uptm_hrs"": ""17""}, {""header_str"": ""Cisco Nexus Operating System (NX-OS) Software\nTAC support: http://www.cisco.com/tac\nCopyright (C) 2002-2014, Cisco and/or its affiliates.\nAll rights reserved.\nThe copyrights to certain works contained in this software are\nowned by other third parties and used and distributed under their own\nlicenses, such as open source.  This software is provided \""as is,\"" and unless\notherwise stated, there is no warranty, express or implied, including but not\nlimited to warranties of merchantability and fitness for a particular purpose.\nCertain components of this software are licensed under\nthe GNU General Public License (GPL) version 2.0 or \nGNU General Public License (GPL) version 3.0  or the GNU\nLesser General Public License (LGPL) Version 2.1 or \nLesser General Public License (LGPL) Version 2.0. \nA copy of each such license is available at\nhttp://www.opensource.org/licenses/gpl-2.0.php and\nhttp://opensource.org/licenses/gpl-3.0.html and\nhttp://www.opensource.org/licenses/lgpl-2.1.php and\nhttp://www.gnu.org/licenses/old-licenses/library.txt.""}, {""rr_reason"": ""Unknown""}, {""memory"": ""16402460""}, {""rr_sys_ver"": ""6.1(2)I2(2a)""}, {""proc_board_id"": ""SAL171211L0""}, {""manufacturer"": ""Cisco Systems, Inc.""}, {""host_name"": ""TME-1-9508-2""}, {""bios_cmpl_time"": ""03/01/2014""}, {""kick_file_name"": ""bootflash:///build-106""}, {""kern_uptm_secs"": ""27""}], ""timestamp"": ""2014-09-03 20:42:58"", ""component"": ""nxversion""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791378,"cisco:nexus:json",1401814800
"{""device"": ""a.a.a.b"", ""Row_info"": [{""bootflash_size"": ""7906304""}, {""kick_cmpl_time"": ""7/18/2014 5:00:00""}, {""kern_uptm_days"": ""28""}, {""mem_type"": ""kB""}, {""kern_uptm_mins"": ""3""}, {""cpu_name"": ""Intel(R) Core(TM) i3-3227U C""}, {""kick_tmstmp"": ""07/18/2014 12:36:11""}, {""chassis_id"": ""Nexus9000 C9396PX Chassis""}, {""bios_ver_str"": ""07.11""}, {""kickstart_ver_str"": ""6.1(2)I2(2b)""}, {""kern_uptm_hrs"": ""17""}, {""header_str"": ""Cisco Nexus Operating System (NX-OS) Software\nTAC support: http://www.cisco.com/tac\nCopyright (C) 2002-2014, Cisco and/or its affiliates.\nAll rights reserved.\nThe copyrights to certain works contained in this software are\nowned by other third parties and used and distributed under their own\nlicenses, such as open source.  This software is provided \""as is,\"" and unless\notherwise stated, there is no warranty, express or implied, including but not\nlimited to warranties of merchantability and fitness for a particular purpose.\nCertain components of this software are licensed under\nthe GNU General Public License (GPL) version 2.0 or \nGNU General Public License (GPL) version 3.0  or the GNU\nLesser General Public License (LGPL) Version 2.1 or \nLesser General Public License (LGPL) Version 2.0. \nA copy of each such license is available at\nhttp://www.opensource.org/licenses/gpl-2.0.php and\nhttp://opensource.org/licenses/gpl-3.0.html and\nhttp://www.opensource.org/licenses/lgpl-2.1.php and\nhttp://www.gnu.org/licenses/old-licenses/library.txt.""}, {""rr_reason"": ""Unknown""}, {""memory"": ""16402672""}, {""rr_sys_ver"": ""6.1(2)I2(2b)""}, {""proc_board_id"": ""SAL1804LBNU""}, {""manufacturer"": ""Cisco Systems, Inc.""}, {""host_name"": ""n9396-vtep-1""}, {""bios_cmpl_time"": ""05/28/2014""}, {""kick_file_name"": ""bootflash:///120.bin""}, {""kern_uptm_secs"": ""48""}], ""timestamp"": ""2014-09-03 20:42:53"", ""component"": ""nxversion""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791373,"cisco:nexus:json",1405674000
"{""device"": ""a.a.a.a"", ""Row_info"": [{""bootflash_size"": ""21693714""}, {""kick_cmpl_time"": ""6/3/2014 13:00:00""}, {""kern_uptm_days"": ""28""}, {""mem_type"": ""kB""}, {""kern_uptm_mins"": ""4""}, {""cpu_name"": ""Intel(R) Xeon(R) CPU E5-2403""}, {""kick_tmstmp"": ""06/13/2014 13:33:27""}, {""chassis_id"": ""Nexus9000 C9508 (8 Slot) Chassis""}, {""bios_ver_str"": ""07.06""}, {""kickstart_ver_str"": ""6.1(2)I2(2a)""}, {""module_id"": ""Supervisor Module""}, {""kern_uptm_hrs"": ""17""}, {""header_str"": ""Cisco Nexus Operating System (NX-OS) Software\nTAC support: http://www.cisco.com/tac\nCopyright (C) 2002-2014, Cisco and/or its affiliates.\nAll rights reserved.\nThe copyrights to certain works contained in this software are\nowned by other third parties and used and distributed under their own\nlicenses, such as open source.  This software is provided \""as is,\"" and unless\notherwise stated, there is no warranty, express or implied, including but not\nlimited to warranties of merchantability and fitness for a particular purpose.\nCertain components of this software are licensed under\nthe GNU General Public License (GPL) version 2.0 or \nGNU General Public License (GPL) version 3.0  or the GNU\nLesser General Public License (LGPL) Version 2.1 or \nLesser General Public License (LGPL) Version 2.0. \nA copy of each such license is available at\nhttp://www.opensource.org/licenses/gpl-2.0.php and\nhttp://opensource.org/licenses/gpl-3.0.html and\nhttp://www.opensource.org/licenses/lgpl-2.1.php and\nhttp://www.gnu.org/licenses/old-licenses/library.txt.""}, {""rr_reason"": ""Unknown""}, {""memory"": ""16402460""}, {""rr_sys_ver"": ""6.1(2)I2(2a)""}, {""proc_board_id"": ""SAL1747GLRY""}, {""manufacturer"": ""Cisco Systems, Inc.""}, {""host_name"": ""TME-1-9508-1""}, {""bios_cmpl_time"": ""03/01/2014""}, {""kick_file_name"": ""bootflash:///n9000-dk9.6.1.2.I2.2a.bin""}, {""kern_uptm_secs"": ""40""}], ""timestamp"": ""2014-09-03 20:42:50"", ""component"": ""nxversion""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791370,"cisco:nexus:json",1401814800
"{""device"": ""a.a.a.d"", ""Row_info"": {""user"": ""11.11"", ""idle"": ""83.83"", ""kernel"": ""5.05"", ""cpuid"": ""3""}, ""timestamp"": ""2014-09-03 20:43:01"", ""component"": ""nxresource""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": {""user"": ""8.00"", ""idle"": ""82.00"", ""kernel"": ""10.00"", ""cpuid"": ""2""}, ""timestamp"": ""2014-09-03 20:43:01"", ""component"": ""nxresource""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": {""user"": ""5.10"", ""idle"": ""81.63"", ""kernel"": ""13.26"", ""cpuid"": ""1""}, ""timestamp"": ""2014-09-03 20:43:01"", ""component"": ""nxresource""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": {""user"": ""37.00"", ""idle"": ""42.00"", ""kernel"": ""21.00"", ""cpuid"": ""0""}, ""timestamp"": ""2014-09-03 20:43:01"", ""component"": ""nxresource""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": [{""memory_usage_used"": ""3908504""}, {""processes_running"": ""2""}, {""memory_usage_free"": ""12494168""}, {""load_avg_15min"": ""0.23""}, {""current_memory_status"": ""OK""}, {""load_avg_1min"": ""0.37""}, {""cpu_state_user"": ""15.32""}, {""cpu_state_idle"": ""72.36""}, {""memory_usage_total"": ""16402672""}, {""cpu_state_kernel"": ""12.31""}, {""processes_total"": ""445""}, {""load_avg_5min"": ""0.25""}], ""timestamp"": ""2014-09-03 20:43:01"", ""component"": ""nxresource""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": {""actual_input"": ""155 W"", ""psnum"": ""2"", ""actual_out"": ""138 W"", ""tot_capa"": ""649 W"", ""psmodel"": ""N9K-PAC-650W"", ""ps_status"": ""Ok""}, ""timestamp"": ""2014-09-03 20:43:00"", ""component"": ""nxpower""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
