"_raw",host,source,sourcetype,"_indextime","_sourcetype","_time"
"{""device"": ""a.a.a.d"", ""Row_info"": {""actual_input"": ""0 W"", ""psnum"": ""1"", ""actual_out"": ""0 W"", ""tot_capa"": ""0 W"", ""psmodel"": ""N9K-PAC-650W"", ""ps_status"": ""Shutdown""}, ""timestamp"": ""2014-09-03 20:43:00"", ""component"": ""nxpower""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": {""voltage_level"": ""12""}, ""timestamp"": ""2014-09-03 20:43:00"", ""component"": ""nxpower""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791380
"{""device"": ""a.a.a.d"", ""Row_info"": {""tot_pow_alloc_budgeted"": ""N/A"", ""available_pow"": ""N/A"", ""ps_redun_mode"": ""PS-Redundant"", ""cumulative_power"": ""649.92 W"", ""tot_gridA_capacity"": ""0.00 W"", ""tot_pow_capacity"": ""649.92 W"", ""tot_pow_out_actual_draw"": ""138.00 W"", ""tot_gridB_capacity"": ""649.92 W"", ""tot_pow_input_actual_draw"": ""155.00 W"", ""ps_oper_mode"": ""Non-Redundant""}, ""timestamp"": ""2014-09-03 20:43:00"", ""component"": ""nxpower""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""partnum"": ""AFBR-7QER07Z-CS1"", ""rev"": ""01"", ""nom_bitrate"": ""10300"", ""sfp"": ""present"", ""name"": ""CISCO"", ""type"": ""QSFP-H40G-AOC7M"", ""len_cu"": ""7"", ""ciscoid"": ""--"", ""ciscoid_1"": ""16"", ""serialnum"": ""AVE1812E05B-B"", ""interface"": ""Ethernet2/12""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""partnum"": ""FCBN410QE2C10-C1"", ""rev"": ""B"", ""nom_bitrate"": ""10300"", ""sfp"": ""present"", ""name"": ""CISCO"", ""type"": ""QSFP-H40G-AOC10M"", ""len_cu"": ""10"", ""ciscoid"": ""--"", ""ciscoid_1"": ""16"", ""serialnum"": ""FIS180802WM-B"", ""interface"": ""Ethernet2/11"", ""TABLE_lane"": {""ROW_lane"": [{""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.60"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""1"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}, {""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.60"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""2"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}, {""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.60"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""3"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}, {""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.60"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""4"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}]}}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791381,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/10"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/9"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/8"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/7"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/6"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/5"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/4"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""interface"": ""Ethernet2/3"", ""sfp"": ""not present""}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
"{""device"": ""a.a.a.d"", ""Row_info"": {""partnum"": ""FCBN410QE2C10-C1"", ""rev"": ""B"", ""nom_bitrate"": ""10300"", ""sfp"": ""present"", ""name"": ""CISCO"", ""type"": ""QSFP-H40G-AOC10M"", ""len_cu"": ""10"", ""ciscoid"": ""--"", ""ciscoid_1"": ""16"", ""serialnum"": ""FIS180705TC-A"", ""interface"": ""Ethernet2/2"", ""TABLE_lane"": {""ROW_lane"": [{""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.13"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""1"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}, {""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.13"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""2"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}, {""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.13"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""3"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}, {""tx_pwr_warn_lo"": ""0.00"", ""xmit_faults"": ""0"", ""tx_pwr_flag"": null, ""temperature"": ""31.13"", ""volt_alrm_lo"": ""2.97"", ""tx_pwr_alrm_hi"": ""0.00"", ""volt_warn_hi"": ""3.46"", ""rx_pwr_alrm_hi"": ""0.00"", ""lane_number"": ""4"", ""rx_pwr_alrm_lo"": ""0.00"", ""current_flag"": null, ""tx_pwr_warn_hi"": ""0.00"", ""volt_warn_lo"": ""3.09"", ""current_warn_hi"": ""0.00"", ""temp_warn_hi"": ""70.00"", ""current_alrm_lo"": ""0.00"", ""voltage"": ""3.39"", ""current_warn_lo"": ""0.00"", ""rx_pwr_flag"": null, ""current_alrm_hi"": ""0.00"", ""temp_alrm_hi"": ""75.00"", ""rx_pwr_warn_hi"": ""0.00"", ""temp_alrm_lo"": ""-5.00"", ""volt_flag"": null, ""tx_pwr_alrm_lo"": ""0.00"", ""temp_flag"": null, ""temp_warn_lo"": ""0.00"", ""rx_pwr_warn_lo"": ""0.00"", ""volt_alrm_hi"": ""3.63""}]}}, ""timestamp"": ""2014-09-03 20:42:59"", ""component"": ""nxtransceiver""}","Splunk-host","/opt/splunk/etc/apps/TA_cisco-Nexus-9k/bin/collect.py -inputFile input.txt","cisco:nexus:json",1409791379,"cisco:nexus:json",1409791379
