"_raw",host,source,sourcetype,"_indextime","_serial","_sourcetype","_time"
"Sep  3 21:48:53 a.a.a.b : 2014 Sep  4 10:11:02 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12742:root:","a.a.a.b","udp:514","syslog",1409795333,304,"syslog",1409795333
"Sep  3 21:48:53 a.a.a.b : 2014 Sep  4 10:11:02 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12747:root:","a.a.a.b","udp:514","syslog",1409795333,303,"syslog",1409795333
"Sep  3 21:48:53 a.a.a.b : 2014 Sep  4 10:11:02 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12747:root:","a.a.a.b","udp:514","syslog",1409795333,302,"syslog",1409795333
"Sep  3 21:48:54 a.a.a.b : 2014 Sep  4 10:11:03 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12753:root:","a.a.a.b","udp:514","syslog",1409795334,301,"syslog",1409795334
"Sep  3 21:48:54 a.a.a.b : 2014 Sep  4 10:11:03 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12753:root:","a.a.a.b","udp:514","syslog",1409795334,300,"syslog",1409795334
"Sep  3 21:48:54 a.a.a.b : 2014 Sep  4 10:11:03 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12759:root:","a.a.a.b","udp:514","syslog",1409795334,299,"syslog",1409795334
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2860:root:","a.a.a.c","udp:514","syslog",1409795335,298,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2860:root:","a.a.a.c","udp:514","syslog",1409795335,297,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2865:root:","a.a.a.c","udp:514","syslog",1409795335,296,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2865:root:","a.a.a.c","udp:514","syslog",1409795335,295,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2871:root:","a.a.a.c","udp:514","syslog",1409795335,294,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2871:root:","a.a.a.c","udp:514","syslog",1409795335,293,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2877:root:","a.a.a.c","udp:514","syslog",1409795335,292,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2877:root:","a.a.a.c","udp:514","syslog",1409795335,291,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.c : 2014 Sep  4 10:25:09 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2883:root:","a.a.a.c","udp:514","syslog",1409795335,290,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.b : 2014 Sep  4 10:11:04 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12759:root:","a.a.a.b","udp:514","syslog",1409795335,289,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.b : 2014 Sep  4 10:11:04 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12765:root:","a.a.a.b","udp:514","syslog",1409795335,288,"syslog",1409795335
"Sep  3 21:48:55 a.a.a.b : 2014 Sep  4 10:11:04 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12765:root:","a.a.a.b","udp:514","syslog",1409795335,287,"syslog",1409795335
"Sep  3 21:48:57 a.a.a.c : 2014 Sep  4 10:25:11 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2883:root:","a.a.a.c","udp:514","syslog",1409795337,286,"syslog",1409795337
"Sep  3 21:48:57 a.a.a.c : 2014 Sep  4 10:25:11 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2889:root:","a.a.a.c","udp:514","syslog",1409795337,285,"syslog",1409795337
"Sep  3 21:48:57 a.a.a.c : 2014 Sep  4 10:25:11 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2889:root:","a.a.a.c","udp:514","syslog",1409795337,284,"syslog",1409795337
"Sep  3 21:48:57 a.a.a.c : 2014 Sep  4 10:25:11 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2894:root:","a.a.a.c","udp:514","syslog",1409795337,283,"syslog",1409795337
"Sep  3 21:48:58 a.a.a.c : 2014 Sep  4 10:25:12 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2894:root:","a.a.a.c","udp:514","syslog",1409795338,282,"syslog",1409795338
"Sep  3 21:48:58 a.a.a.c : 2014 Sep  4 10:25:12 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2900:root:","a.a.a.c","udp:514","syslog",1409795338,281,"syslog",1409795338
"Sep  3 21:48:58 a.a.a.c : 2014 Sep  4 10:25:12 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2900:root:","a.a.a.c","udp:514","syslog",1409795338,280,"syslog",1409795338
"Sep  3 21:48:58 a.a.a.c : 2014 Sep  4 10:25:12 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2906:root:","a.a.a.c","udp:514","syslog",1409795338,279,"syslog",1409795338
"Sep  3 21:48:59 a.a.a.c : 2014 Sep  4 10:25:13 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2906:root:","a.a.a.c","udp:514","syslog",1409795339,278,"syslog",1409795339
"Sep  3 21:48:59 a.a.a.c : 2014 Sep  4 10:25:13 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2913:root:","a.a.a.c","udp:514","syslog",1409795339,277,"syslog",1409795339
"Sep  3 21:48:59 a.a.a.c : 2014 Sep  4 10:25:13 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2913:root:","a.a.a.c","udp:514","syslog",1409795339,276,"syslog",1409795339
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16634:root:","a.a.a.d","udp:514","syslog",1409795340,275,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16634:root:","a.a.a.d","udp:514","syslog",1409795340,274,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16639:root:","a.a.a.d","udp:514","syslog",1409795340,273,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16639:root:","a.a.a.d","udp:514","syslog",1409795340,272,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16645:root:","a.a.a.d","udp:514","syslog",1409795340,271,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16645:root:","a.a.a.d","udp:514","syslog",1409795340,270,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16651:root:","a.a.a.d","udp:514","syslog",1409795340,269,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16651:root:","a.a.a.d","udp:514","syslog",1409795340,268,"syslog",1409795340
"Sep  3 21:49:00 a.a.a.d : 2014 Sep  4 10:12:26 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16657:root:","a.a.a.d","udp:514","syslog",1409795340,267,"syslog",1409795340
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16657:root:","a.a.a.d","udp:514","syslog",1409795341,266,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16663:root:","a.a.a.d","udp:514","syslog",1409795341,265,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16663:root:","a.a.a.d","udp:514","syslog",1409795341,264,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16668:root:","a.a.a.d","udp:514","syslog",1409795341,263,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16668:root:","a.a.a.d","udp:514","syslog",1409795341,262,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16674:root:","a.a.a.d","udp:514","syslog",1409795341,261,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16674:root:","a.a.a.d","udp:514","syslog",1409795341,260,"syslog",1409795341
"Sep  3 21:49:01 a.a.a.d : 2014 Sep  4 10:12:27 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16680:root:","a.a.a.d","udp:514","syslog",1409795341,259,"syslog",1409795341
"Sep  3 21:49:02 a.a.a.b : 2014 Sep  4 10:11:11 UTC: %AUTHPRIV-3-SYSTEM_MSG: pam_aaa:Authentication failed for user root from e.e.e.e - sshd[12785]","a.a.a.b","udp:514","syslog",1409795342,258,"syslog",1409795342
"Sep  3 21:49:02 a.a.a.b : 2014 Sep  4 10:11:11 UTC: %DAEMON-3-SYSTEM_MSG: error: PAM: Authentication failure for root from e.e.e.e - sshd[12708]","a.a.a.b","udp:514","syslog",1409795342,257,"syslog",1409795342
"Sep  3 21:49:03 a.a.a.d : 2014 Sep  4 10:12:29 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16680:root:","a.a.a.d","udp:514","syslog",1409795343,256,"syslog",1409795343
"Sep  3 21:49:03 a.a.a.d : 2014 Sep  4 10:12:29 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16687:root:","a.a.a.d","udp:514","syslog",1409795343,255,"syslog",1409795343
"Sep  3 21:49:03 a.a.a.d : 2014 Sep  4 10:12:29 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16687:root:","a.a.a.d","udp:514","syslog",1409795343,254,"syslog",1409795343
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7348:root:","a.a.a.a","udp:514","syslog",1409795351,253,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7348:root:","a.a.a.a","udp:514","syslog",1409795351,252,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7353:root:","a.a.a.a","udp:514","syslog",1409795351,251,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7353:root:","a.a.a.a","udp:514","syslog",1409795351,250,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7359:root:","a.a.a.a","udp:514","syslog",1409795351,249,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7359:root:","a.a.a.a","udp:514","syslog",1409795351,248,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7365:root:","a.a.a.a","udp:514","syslog",1409795351,247,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7365:root:","a.a.a.a","udp:514","syslog",1409795351,246,"syslog",1409795351
"Sep  3 21:49:11 a.a.a.a : 2014 Sep  4 18:23:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7371:root:","a.a.a.a","udp:514","syslog",1409795351,245,"syslog",1409795351
"Sep  3 21:49:15 a.a.a.a : 2014 Sep  4 18:23:40 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7371:root:","a.a.a.a","udp:514","syslog",1409795355,244,"syslog",1409795355
"Sep  3 21:49:16 a.a.a.a : 2014 Sep  4 18:23:41 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7377:root:","a.a.a.a","udp:514","syslog",1409795356,243,"syslog",1409795356
"Sep  3 21:49:16 a.a.a.a : 2014 Sep  4 18:23:41 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7377:root:","a.a.a.a","udp:514","syslog",1409795356,242,"syslog",1409795356
"Sep  3 21:49:16 a.a.a.a : 2014 Sep  4 18:23:41 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7382:root:","a.a.a.a","udp:514","syslog",1409795356,241,"syslog",1409795356
"Sep  3 21:49:18 a.a.a.a : 2014 Sep  4 18:23:43 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7382:root:","a.a.a.a","udp:514","syslog",1409795358,240,"syslog",1409795358
"Sep  3 21:49:18 a.a.a.a : 2014 Sep  4 18:23:43 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7388:root:","a.a.a.a","udp:514","syslog",1409795358,239,"syslog",1409795358
"Sep  3 21:49:18 a.a.a.a : 2014 Sep  4 18:23:43 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7388:root:","a.a.a.a","udp:514","syslog",1409795358,238,"syslog",1409795358
"Sep  3 21:49:18 a.a.a.a : 2014 Sep  4 18:23:43 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.7394:root:","a.a.a.a","udp:514","syslog",1409795358,237,"syslog",1409795358
"Sep  3 21:49:19 a.a.a.a : 2014 Sep  4 18:23:44 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.7394:root:","a.a.a.a","udp:514","syslog",1409795359,236,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2935:root:","a.a.a.c","udp:514","syslog",1409795359,235,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2935:root:","a.a.a.c","udp:514","syslog",1409795359,234,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2940:root:","a.a.a.c","udp:514","syslog",1409795359,233,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2940:root:","a.a.a.c","udp:514","syslog",1409795359,232,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2946:root:","a.a.a.c","udp:514","syslog",1409795359,231,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2946:root:","a.a.a.c","udp:514","syslog",1409795359,230,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2952:root:","a.a.a.c","udp:514","syslog",1409795359,229,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2952:root:","a.a.a.c","udp:514","syslog",1409795359,228,"syslog",1409795359
"Sep  3 21:49:19 a.a.a.c : 2014 Sep  4 10:25:33 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2958:root:","a.a.a.c","udp:514","syslog",1409795359,227,"syslog",1409795359
"Sep  3 21:49:20 a.a.a.b : 2014 Sep  4 10:11:28 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:e.e.e.e@pts/0:admin:","a.a.a.b","udp:514","syslog",1409795360,226,"syslog",1409795360
"Sep  3 21:49:20 a.a.a.c : 2014 Sep  4 10:25:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2958:root:","a.a.a.c","udp:514","syslog",1409795360,225,"syslog",1409795360
"Sep  3 21:49:21 a.a.a.c : 2014 Sep  4 10:25:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2965:root:","a.a.a.c","udp:514","syslog",1409795361,224,"syslog",1409795361
"Sep  3 21:49:21 a.a.a.c : 2014 Sep  4 10:25:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2965:root:","a.a.a.c","udp:514","syslog",1409795361,223,"syslog",1409795361
"Sep  3 21:49:21 a.a.a.c : 2014 Sep  4 10:25:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2970:root:","a.a.a.c","udp:514","syslog",1409795361,222,"syslog",1409795361
"Sep  3 21:49:22 a.a.a.c : 2014 Sep  4 10:25:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2970:root:","a.a.a.c","udp:514","syslog",1409795362,221,"syslog",1409795362
"Sep  3 21:49:22 a.a.a.c : 2014 Sep  4 10:25:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2976:root:","a.a.a.c","udp:514","syslog",1409795362,220,"syslog",1409795362
"Sep  3 21:49:22 a.a.a.c : 2014 Sep  4 10:25:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2976:root:","a.a.a.c","udp:514","syslog",1409795362,219,"syslog",1409795362
"Sep  3 21:49:22 a.a.a.c : 2014 Sep  4 10:25:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.2982:root:","a.a.a.c","udp:514","syslog",1409795362,218,"syslog",1409795362
"Sep  3 21:49:23 a.a.a.c : 2014 Sep  4 10:25:37 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.2982:root:","a.a.a.c","udp:514","syslog",1409795363,217,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16720:root:","a.a.a.d","udp:514","syslog",1409795363,216,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16720:root:","a.a.a.d","udp:514","syslog",1409795363,215,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16725:root:","a.a.a.d","udp:514","syslog",1409795363,214,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16725:root:","a.a.a.d","udp:514","syslog",1409795363,213,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16731:root:","a.a.a.d","udp:514","syslog",1409795363,212,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16731:root:","a.a.a.d","udp:514","syslog",1409795363,211,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16737:root:","a.a.a.d","udp:514","syslog",1409795363,210,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16737:root:","a.a.a.d","udp:514","syslog",1409795363,209,"syslog",1409795363
"Sep  3 21:49:23 a.a.a.d : 2014 Sep  4 10:12:49 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16743:root:","a.a.a.d","udp:514","syslog",1409795363,208,"syslog",1409795363
"Sep  3 21:49:24 a.a.a.d : 2014 Sep  4 10:12:50 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16743:root:","a.a.a.d","udp:514","syslog",1409795364,207,"syslog",1409795364
"Sep  3 21:49:24 a.a.a.d : 2014 Sep  4 10:12:50 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16749:root:","a.a.a.d","udp:514","syslog",1409795364,206,"syslog",1409795364
"Sep  3 21:49:24 a.a.a.d : 2014 Sep  4 10:12:50 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16749:root:","a.a.a.d","udp:514","syslog",1409795364,205,"syslog",1409795364
"Sep  3 21:49:24 a.a.a.d : 2014 Sep  4 10:12:50 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16754:root:","a.a.a.d","udp:514","syslog",1409795364,204,"syslog",1409795364
"Sep  3 21:49:24 a.a.a.d : 2014 Sep  4 10:12:50 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16754:root:","a.a.a.d","udp:514","syslog",1409795364,203,"syslog",1409795364
"Sep  3 21:49:25 a.a.a.d : 2014 Sep  4 10:12:51 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16760:root:","a.a.a.d","udp:514","syslog",1409795365,202,"syslog",1409795365
"Sep  3 21:49:25 a.a.a.d : 2014 Sep  4 10:12:51 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16760:root:","a.a.a.d","udp:514","syslog",1409795365,201,"syslog",1409795365
"Sep  3 21:49:25 a.a.a.d : 2014 Sep  4 10:12:51 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.16766:root:","a.a.a.d","udp:514","syslog",1409795365,200,"syslog",1409795365
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12846:root:","a.a.a.b","udp:514","syslog",1409795366,199,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12846:root:","a.a.a.b","udp:514","syslog",1409795366,198,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12851:root:","a.a.a.b","udp:514","syslog",1409795366,197,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12851:root:","a.a.a.b","udp:514","syslog",1409795366,196,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12857:root:","a.a.a.b","udp:514","syslog",1409795366,195,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12857:root:","a.a.a.b","udp:514","syslog",1409795366,194,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12863:root:","a.a.a.b","udp:514","syslog",1409795366,193,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12863:root:","a.a.a.b","udp:514","syslog",1409795366,192,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.b : 2014 Sep  4 10:11:34 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12869:root:","a.a.a.b","udp:514","syslog",1409795366,191,"syslog",1409795366
"Sep  3 21:49:26 a.a.a.d : 2014 Sep  4 10:12:52 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.16766:root:","a.a.a.d","udp:514","syslog",1409795366,190,"syslog",1409795366
"Sep  3 21:49:27 a.a.a.b : 2014 Sep  4 10:11:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12869:root:","a.a.a.b","udp:514","syslog",1409795367,189,"syslog",1409795367
"Sep  3 21:49:27 a.a.a.b : 2014 Sep  4 10:11:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12875:root:","a.a.a.b","udp:514","syslog",1409795367,188,"syslog",1409795367
"Sep  3 21:49:27 a.a.a.b : 2014 Sep  4 10:11:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12875:root:","a.a.a.b","udp:514","syslog",1409795367,187,"syslog",1409795367
"Sep  3 21:49:27 a.a.a.b : 2014 Sep  4 10:11:35 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12880:root:","a.a.a.b","udp:514","syslog",1409795367,186,"syslog",1409795367
"Sep  3 21:49:28 a.a.a.b : 2014 Sep  4 10:11:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: stop:vsh.12880:root:","a.a.a.b","udp:514","syslog",1409795368,185,"syslog",1409795368
"Sep  3 21:49:28 a.a.a.b : 2014 Sep  4 10:11:36 UTC: %AAA-6-AAA_ACCOUNTING_MESSAGE: start:vsh.12889:root:","a.a.a.b","udp:514","syslog",1409795368,184,"syslog",1409795368
