device_type,device,metric,type
smpp,smpp_server,cmd_id_in_ts,topn_count
smpp,smpp_server,tprocess,dataset
smpp,smpp_server,status_desc_ts,topn_count
smpp,smpp_server,rsp_size,dataset
smpp,smpp_server,req_xfer,dataset
smpp,smpp_server,rsp_error,count
smpp,smpp_server,cmd_id_out_ts,topn_count
smpp,smpp_server,req,count
smpp,smpp_server,req_size,dataset
smpp,smpp_server,status_ts,topn_count
smpp,smpp_server,rsp_ttlb,dataset
smpp,smpp_server,rsp_xfer,dataset
smpp,smpp_server,rsp,count
smpp,smpp_client,cmd_id_in_ts,topn_count
smpp,smpp_client,tprocess,dataset
smpp,smpp_client,status_desc_ts,topn_count
smpp,smpp_client,rsp_size,dataset
smpp,smpp_client,req_xfer,dataset
smpp,smpp_client,rsp_error,count
smpp,smpp_client,cmd_id_out_ts,topn_count
smpp,smpp_client,req,count
smpp,smpp_client,req_size,dataset
smpp,smpp_client,status_ts,topn_count
smpp,smpp_client,rsp_ttlb,dataset
smpp,smpp_client,rsp_xfer,dataset
smpp,smpp_client,rsp,count
smpp,smpp_server_mdn_detail,cmd_id_in_ts,topn_tset
smpp,smpp_server_mdn_detail,tprocess,topn_dset
smpp,smpp_server_mdn_detail,rsp_size,topn_sset
smpp,smpp_server_mdn_detail,req_xfer,topn_dset
smpp,smpp_server_mdn_detail,rsp_error,topn_count
smpp,smpp_server_mdn_detail,cmd_id_out_ts,topn_tset
smpp,smpp_server_mdn_detail,req,topn_count
smpp,smpp_server_mdn_detail,req_size,topn_sset
smpp,smpp_server_mdn_detail,status_ts,topn_tset
smpp,smpp_server_mdn_detail,rsp_ttlb,topn_dset
smpp,smpp_server_mdn_detail,rsp_xfer,topn_dset
smpp,smpp_server_mdn_detail,rsp,topn_count
smpp,smpp_client_detail,cmd_id_in_ts,topn_tset
smpp,smpp_client_detail,tprocess,topn_dset
smpp,smpp_client_detail,rsp_size,topn_sset
smpp,smpp_client_detail,req_xfer,topn_dset
smpp,smpp_client_detail,rsp_error,topn_count
smpp,smpp_client_detail,cmd_id_out_ts,topn_tset
smpp,smpp_client_detail,req,topn_count
smpp,smpp_client_detail,req_size,topn_sset
smpp,smpp_client_detail,status_ts,topn_tset
smpp,smpp_client_detail,rsp_ttlb,topn_dset
smpp,smpp_client_detail,rsp_xfer,topn_dset
smpp,smpp_client_detail,rsp,topn_count
smpp,smpp_client_mdn_detail,cmd_id_in_ts,topn_tset
smpp,smpp_client_mdn_detail,tprocess,topn_dset
smpp,smpp_client_mdn_detail,rsp_size,topn_sset
smpp,smpp_client_mdn_detail,req_xfer,topn_dset
smpp,smpp_client_mdn_detail,rsp_error,topn_count
smpp,smpp_client_mdn_detail,cmd_id_out_ts,topn_tset
smpp,smpp_client_mdn_detail,req,topn_count
smpp,smpp_client_mdn_detail,req_size,topn_sset
smpp,smpp_client_mdn_detail,status_ts,topn_tset
smpp,smpp_client_mdn_detail,rsp_ttlb,topn_dset
smpp,smpp_client_mdn_detail,rsp_xfer,topn_dset
smpp,smpp_client_mdn_detail,rsp,topn_count
smpp,smpp_server_detail,cmd_id_in_ts,topn_tset
smpp,smpp_server_detail,tprocess,topn_dset
smpp,smpp_server_detail,rsp_size,topn_sset
smpp,smpp_server_detail,req_xfer,topn_dset
smpp,smpp_server_detail,rsp_error,topn_count
smpp,smpp_server_detail,cmd_id_out_ts,topn_tset
smpp,smpp_server_detail,req,topn_count
smpp,smpp_server_detail,req_size,topn_sset
smpp,smpp_server_detail,status_ts,topn_tset
smpp,smpp_server_detail,rsp_ttlb,topn_dset
smpp,smpp_server_detail,rsp_xfer,topn_dset
smpp,smpp_server_detail,rsp,topn_count
smpp,smpp_client_sc_detail,cmd_id_in_ts,topn_tset
smpp,smpp_client_sc_detail,tprocess,topn_dset
smpp,smpp_client_sc_detail,rsp_size,topn_sset
smpp,smpp_client_sc_detail,req_xfer,topn_dset
smpp,smpp_client_sc_detail,rsp_error,topn_count
smpp,smpp_client_sc_detail,cmd_id_out_ts,topn_tset
smpp,smpp_client_sc_detail,req,topn_count
smpp,smpp_client_sc_detail,req_size,topn_sset
smpp,smpp_client_sc_detail,status_ts,topn_tset
smpp,smpp_client_sc_detail,rsp_ttlb,topn_dset
smpp,smpp_client_sc_detail,rsp_xfer,topn_dset
smpp,smpp_client_sc_detail,rsp,topn_count
smpp,smpp_server_sc_detail,cmd_id_in_ts,topn_tset
smpp,smpp_server_sc_detail,tprocess,topn_dset
smpp,smpp_server_sc_detail,rsp_size,topn_sset
smpp,smpp_server_sc_detail,req_xfer,topn_dset
smpp,smpp_server_sc_detail,rsp_error,topn_count
smpp,smpp_server_sc_detail,cmd_id_out_ts,topn_tset
smpp,smpp_server_sc_detail,req,topn_count
smpp,smpp_server_sc_detail,req_size,topn_sset
smpp,smpp_server_sc_detail,status_ts,topn_tset
smpp,smpp_server_sc_detail,rsp_ttlb,topn_dset
smpp,smpp_server_sc_detail,rsp_xfer,topn_dset
smpp,smpp_server_sc_detail,rsp,topn_count
