device_type,device,metric,type
tcp,tcp_detail,established,topn_snap
tcp,tcp_detail,zwnd_out,topn_count
tcp,tcp_detail,aborted_in,topn_count
tcp,tcp_detail,retrans_out,topn_count
tcp,tcp_detail,drop_out,topn_count
tcp,tcp_detail,rto_in,topn_count
tcp,tcp_detail,rto_out,topn_count
tcp,tcp_detail,rcv_throttle_out,topn_count
tcp,tcp_detail,syndrop_in,topn_count
tcp,tcp_detail,zwnd_in,topn_count
tcp,tcp_detail,rtt,topn_sset
tcp,tcp_detail,aborted_out,topn_count
tcp,tcp_detail,connected,topn_count
tcp,tcp_detail,snd_throttle_in,topn_count
tcp,tcp_detail,closed,topn_count
tcp,tcp_detail,nagle_out,topn_count
tcp,tcp_detail,drop_in,topn_count
tcp,tcp_detail,accepted,topn_count
tcp,tcp_detail,expired,topn_count
tcp,tcp_detail,rcv_throttle_in,topn_count
tcp,tcp_detail,snd_throttle_out,topn_count
tcp,tcp,drop_out,count
tcp,tcp,rto_in,count
tcp,tcp,outoforder_out,count
tcp,tcp,tiny_out,count
tcp,tcp,rtt,dataset
tcp,tcp,ccbad_in,count
tcp,tcp,syn_out,count
tcp,tcp,no_tstamp_out,count
tcp,tcp,established,snap
tcp,tcp,zwnd_out,count
tcp,tcp,aborted_in,count
tcp,tcp,reset_out,count
tcp,tcp,stray_in,count
tcp,tcp,no_sack_out,count
tcp,tcp,no_sack_in,count
tcp,tcp,syndrop_in,count
tcp,tcp,snd_throttle_out,count
tcp,tcp,closed,count
tcp,tcp,rcv_throttle_in,count
tcp,tcp,ss_out,count
tcp,tcp,syn_in,count
tcp,tcp,reset_in,count
tcp,tcp,rcv_throttle_out,count
tcp,tcp,zwnd_in,count
tcp,tcp,ccbad_out,count
tcp,tcp,connected,count
tcp,tcp,snd_throttle_in,count
tcp,tcp,accepted,count
tcp,tcp,expired,count
tcp,tcp,no_tstamp_in,count
tcp,tcp,desync,count
tcp,tcp,aborted_out,count
tcp,tcp,retrans_out,count
tcp,tcp,rto_out,count
tcp,tcp,drop_in,count
tcp,tcp,nagle_out,count
