device_type,device,metric,type
http,http_server_detail,authed,topn_count
http,http_server_detail,tprocess,topn_sset
http,http_server_detail,rsp_size,topn_sset
http,http_server_detail,rsp_error,topn_count
http,http_server_detail,req,topn_count
http,http_server_detail,req_size,topn_sset
http,http_server_detail,content,topn_tset
http,http_server_detail,pipelined,topn_count
http,http_server_detail,referer,topn_count
http,http_server_detail,compressed,topn_count
http,http_server_detail,status_code,topn_tset
http,http_server_detail,rsp_abort,topn_count
http,http_server_detail,req_abort,topn_count
http,http_server_detail,chunked,topn_count
http,http_server_detail,rsp,topn_count
http,http_server_detail,method,topn_tset
http,uri_http_client_detail,authed,topn_count
http,uri_http_client_detail,tprocess,topn_sset
http,uri_http_client_detail,rsp_size,topn_sset
http,uri_http_client_detail,rsp_error,topn_count
http,uri_http_client_detail,req,topn_count
http,uri_http_client_detail,req_size,topn_sset
http,uri_http_client_detail,content,topn_tset
http,uri_http_client_detail,pipelined,topn_count
http,uri_http_client_detail,compressed,topn_count
http,uri_http_client_detail,status_code,topn_tset
http,uri_http_client_detail,rsp_abort,topn_count
http,uri_http_client_detail,req_abort,topn_count
http,uri_http_client_detail,chunked,topn_count
http,uri_http_client_detail,rsp,topn_count
http,uri_http_client_detail,method,topn_tset
http,host_http_server_detail,authed,topn_count
http,host_http_server_detail,tprocess,topn_sset
http,host_http_server_detail,rsp_size,topn_sset
http,host_http_server_detail,rsp_error,topn_count
http,host_http_server_detail,req,topn_count
http,host_http_server_detail,req_size,topn_sset
http,host_http_server_detail,content,topn_tset
http,host_http_server_detail,pipelined,topn_count
http,host_http_server_detail,compressed,topn_count
http,host_http_server_detail,status_code,topn_tset
http,host_http_server_detail,rsp_abort,topn_count
http,host_http_server_detail,req_abort,topn_count
http,host_http_server_detail,chunked,topn_count
http,host_http_server_detail,rsp,topn_count
http,host_http_server_detail,method,topn_tset
http,host_http_client_detail,authed,topn_count
http,host_http_client_detail,tprocess,topn_sset
http,host_http_client_detail,rsp_size,topn_sset
http,host_http_client_detail,rsp_error,topn_count
http,host_http_client_detail,req,topn_count
http,host_http_client_detail,req_size,topn_sset
http,host_http_client_detail,content,topn_tset
http,host_http_client_detail,pipelined,topn_count
http,host_http_client_detail,compressed,topn_count
http,host_http_client_detail,status_code,topn_tset
http,host_http_client_detail,rsp_abort,topn_count
http,host_http_client_detail,req_abort,topn_count
http,host_http_client_detail,chunked,topn_count
http,host_http_client_detail,rsp,topn_count
http,host_http_client_detail,method,topn_tset
http,http_server,authed,count
http,http_server,tprocess,dataset
http,http_server,status_code,topn_count
http,http_server,rsp_size,dataset
http,http_server,req_xfer,dataset
http,http_server,rsp_xfer,dataset
http,http_server,req,count
http,http_server,req_size,dataset
http,http_server,pipelined,count
http,http_server,rsp_ttlb,dataset
http,http_server,compressed,count
http,http_server,content_type,topn_count
http,http_server,rsp_error,count
http,http_server,rsp_abort,count
http,http_server,req_abort,count
http,http_server,chunked,count
http,http_server,rsp,count
http,http_server,method,topn_count
http,uri_http_server_detail,authed,topn_count
http,uri_http_server_detail,tprocess,topn_sset
http,uri_http_server_detail,rsp_size,topn_sset
http,uri_http_server_detail,rsp_error,topn_count
http,uri_http_server_detail,req,topn_count
http,uri_http_server_detail,req_size,topn_sset
http,uri_http_server_detail,content,topn_tset
http,uri_http_server_detail,pipelined,topn_count
http,uri_http_server_detail,compressed,topn_count
http,uri_http_server_detail,status_code,topn_tset
http,uri_http_server_detail,rsp_abort,topn_count
http,uri_http_server_detail,req_abort,topn_count
http,uri_http_server_detail,chunked,topn_count
http,uri_http_server_detail,rsp,topn_count
http,uri_http_server_detail,method,topn_tset
http,http_client,authed,count
http,http_client,tprocess,dataset
http,http_client,status_code,topn_count
http,http_client,rsp_size,dataset
http,http_client,req_xfer,dataset
http,http_client,rsp_xfer,dataset
http,http_client,req,count
http,http_client,req_size,dataset
http,http_client,pipelined,count
http,http_client,rsp_ttlb,dataset
http,http_client,compressed,count
http,http_client,content_type,topn_count
http,http_client,rsp_error,count
http,http_client,rsp_abort,count
http,http_client,req_abort,count
http,http_client,chunked,count
http,http_client,rsp,count
http,http_client,method,topn_count
http,http_client_detail,authed,topn_count
http,http_client_detail,tprocess,topn_sset
http,http_client_detail,rsp_size,topn_sset
http,http_client_detail,rsp_error,topn_count
http,http_client_detail,req,topn_count
http,http_client_detail,req_size,topn_sset
http,http_client_detail,content,topn_tset
http,http_client_detail,pipelined,topn_count
http,http_client_detail,referer,topn_count
http,http_client_detail,compressed,topn_count
http,http_client_detail,status_code,topn_tset
http,http_client_detail,rsp_abort,topn_count
http,http_client_detail,req_abort,topn_count
http,http_client_detail,chunked,topn_count
http,http_client_detail,rsp,topn_count
http,http_client_detail,method,topn_tset
