device_type,device,metric,type
msrpc,rpc_server_detail,pkts_out,topn_count
msrpc,rpc_server_detail,fault,topn_count
msrpc,rpc_server_detail,frag_len,topn_sset
msrpc,rpc_server_detail,bytes_in,topn_count
msrpc,rpc_server_detail,bytes_out,topn_count
msrpc,rpc_server_detail,auth_used,topn_tset
msrpc,rpc_server_detail,pkts_in,topn_count
msrpc,rpc_server_detail,frag_rsp,topn_count
msrpc,rpc_server_detail,naks,topn_count
msrpc,rpc_server_detail,cancel,topn_count
msrpc,rpc_server_detail,failed_epm_binds,topn_count
msrpc,rpc_server_detail,rsp,topn_count
msrpc,rpc_server_detail,orphaned,topn_count
msrpc,rpc_client,pkts_out,count
msrpc,rpc_client,bytes_out_interface,topn_count
msrpc,rpc_client,fault,count
msrpc,rpc_client,pkts_out_interface,topn_count
msrpc,rpc_client,frag_len,dataset
msrpc,rpc_client,bytes_in,count
msrpc,rpc_client,auth_used,topn_count
msrpc,rpc_client,bytes_out,count
msrpc,rpc_client,bytes_in_interface,topn_count
msrpc,rpc_client,pkts_in,count
msrpc,rpc_client,rsp_interface,topn_count
msrpc,rpc_client,pkts_in_interface,topn_count
msrpc,rpc_client,frag_rsp,count
msrpc,rpc_client,naks,count
msrpc,rpc_client,cancel,count
msrpc,rpc_client,failed_epm_binds,count
msrpc,rpc_client,rsp,count
msrpc,rpc_client,orphaned,count
msrpc,rpc_client_detail,pkts_out,topn_count
msrpc,rpc_client_detail,fault,topn_count
msrpc,rpc_client_detail,frag_len,topn_sset
msrpc,rpc_client_detail,bytes_in,topn_count
msrpc,rpc_client_detail,bytes_out,topn_count
msrpc,rpc_client_detail,auth_used,topn_tset
msrpc,rpc_client_detail,pkts_in,topn_count
msrpc,rpc_client_detail,frag_rsp,topn_count
msrpc,rpc_client_detail,naks,topn_count
msrpc,rpc_client_detail,cancel,topn_count
msrpc,rpc_client_detail,failed_epm_binds,topn_count
msrpc,rpc_client_detail,rsp,topn_count
msrpc,rpc_client_detail,orphaned,topn_count
msrpc,rpc_server,pkts_out,count
msrpc,rpc_server,bytes_out_interface,topn_count
msrpc,rpc_server,fault,count
msrpc,rpc_server,pkts_out_interface,topn_count
msrpc,rpc_server,frag_len,dataset
msrpc,rpc_server,bytes_in,count
msrpc,rpc_server,auth_used,topn_count
msrpc,rpc_server,bytes_out,count
msrpc,rpc_server,bytes_in_interface,topn_count
msrpc,rpc_server,pkts_in,count
msrpc,rpc_server,rsp_interface,topn_count
msrpc,rpc_server,pkts_in_interface,topn_count
msrpc,rpc_server,frag_rsp,count
msrpc,rpc_server,naks,count
msrpc,rpc_server,cancel,count
msrpc,rpc_server,failed_epm_binds,count
msrpc,rpc_server,rsp,count
msrpc,rpc_server,orphaned,count
