device_type,device,metric,type
memcache,memcache_server,hit,count
memcache,memcache_server,rsp_size,dataset
memcache,memcache_server,access_time,dataset
memcache,memcache_server,miss,count
memcache,memcache_server,req,count
memcache,memcache_server,req_size,dataset
memcache,memcache_server,reply_code,topn_count
memcache,memcache_server,command,topn_count
memcache,memcache_server,rsp_error,count
memcache,memcache_server,noreply,count
memcache,memcache_server,rsp,count
memcache,memcache_server_detail,hit,topn_count
memcache,memcache_server_detail,rsp_size,topn_sset
memcache,memcache_server_detail,access_time,topn_sset
memcache,memcache_server_detail,miss,topn_count
memcache,memcache_server_detail,req,topn_count
memcache,memcache_server_detail,req_size,topn_sset
memcache,memcache_server_detail,reply_code,topn_tset
memcache,memcache_server_detail,command,topn_tset
memcache,memcache_server_detail,rsp_error,topn_count
memcache,memcache_server_detail,noreply,topn_count
memcache,memcache_server_detail,rsp,topn_count
memcache,memcache_server_detail,error_msg,topn_count
memcache,memcache_client,hit,count
memcache,memcache_client,rsp_size,dataset
memcache,memcache_client,access_time,dataset
memcache,memcache_client,miss,count
memcache,memcache_client,req,count
memcache,memcache_client,req_size,dataset
memcache,memcache_client,reply_code,topn_count
memcache,memcache_client,command,topn_count
memcache,memcache_client,rsp_error,count
memcache,memcache_client,noreply,count
memcache,memcache_client,rsp,count
memcache,memcache_client_detail,hit,topn_count
memcache,memcache_client_detail,rsp_size,topn_sset
memcache,memcache_client_detail,access_time,topn_sset
memcache,memcache_client_detail,miss,topn_count
memcache,memcache_client_detail,req,topn_count
memcache,memcache_client_detail,req_size,topn_sset
memcache,memcache_client_detail,reply_code,topn_tset
memcache,memcache_client_detail,command,topn_tset
memcache,memcache_client_detail,rsp_error,topn_count
memcache,memcache_client_detail,noreply,topn_count
memcache,memcache_client_detail,rsp,topn_count
memcache,memcache_client_detail,error_msg,topn_count
