device_type,device,metric,type
iSCSI,iscsi_target_client_detail,rsp_init,topn_count
iSCSI,iscsi_server_detail,opcodes,topn_tset
iSCSI,iscsi_server_detail,login_error,topn_tset
iSCSI,iscsi_server_detail,reject_reason,topn_tset
iSCSI,iscsi_server_detail,opcode_init,topn_count
iSCSI,iscsi_server_detail,read,topn_count
iSCSI,iscsi_server_detail,rsp_error,topn_count
iSCSI,iscsi_server_detail,bytes_write_init,topn_count
iSCSI,iscsi_server_detail,reject,topn_count
iSCSI,iscsi_server_detail,write,topn_count
iSCSI,iscsi_server_detail,login_failed,topn_count
iSCSI,iscsi_server_detail,bytes_write,topn_count
iSCSI,iscsi_server_detail,session,topn_count
iSCSI,iscsi_server_detail,data_digest,topn_count
iSCSI,iscsi_server_detail,bytes_read_init,topn_count
iSCSI,iscsi_server_detail,header_digest,topn_count
iSCSI,iscsi_server_detail,bytes_read,topn_count
iSCSI,iscsi_server_detail,rsp_error_init,topn_count
iSCSI,iscsi_server_detail,rsp,topn_count
iSCSI,iscsi_server_detail,rsp_init,topn_count
iSCSI,iscsi_client,opcodes,topn_count
iSCSI,iscsi_client,login_error,topn_count
iSCSI,iscsi_client,target,topn_count
iSCSI,iscsi_client,read,count
iSCSI,iscsi_client,rsp_error,count
iSCSI,iscsi_client,reject,count
iSCSI,iscsi_client,write,count
iSCSI,iscsi_client,login_failed,count
iSCSI,iscsi_client,bytes_write,count
iSCSI,iscsi_client,session,count
iSCSI,iscsi_client,data_digest,count
iSCSI,iscsi_client,header_digest,count
iSCSI,iscsi_client,bytes_read,count
iSCSI,iscsi_client,rsp,count
iSCSI,iscsi_client,reject_reason,topn_count
iSCSI,iscsi_target_server_detail,opcodes,topn_tset
iSCSI,iscsi_target_server_detail,login_error,topn_tset
iSCSI,iscsi_target_server_detail,reject_reason,topn_tset
iSCSI,iscsi_target_server_detail,opcode_init,topn_count
iSCSI,iscsi_target_server_detail,read,topn_count
iSCSI,iscsi_target_server_detail,rsp_error,topn_count
iSCSI,iscsi_target_server_detail,bytes_write_init,topn_count
iSCSI,iscsi_target_server_detail,reject,topn_count
iSCSI,iscsi_target_server_detail,write,topn_count
iSCSI,iscsi_target_server_detail,login_failed,topn_count
iSCSI,iscsi_target_server_detail,bytes_write,topn_count
iSCSI,iscsi_target_server_detail,session,topn_count
iSCSI,iscsi_target_server_detail,data_digest,topn_count
iSCSI,iscsi_target_server_detail,bytes_read_init,topn_count
iSCSI,iscsi_target_server_detail,header_digest,topn_count
iSCSI,iscsi_target_server_detail,bytes_read,topn_count
iSCSI,iscsi_target_server_detail,rsp_error_init,topn_count
iSCSI,iscsi_target_server_detail,rsp,topn_count
iSCSI,iscsi_target_server_detail,rsp_init,topn_count
iSCSI,iscsi_target_client,opcodes,topn_count
iSCSI,iscsi_target_client,login_error,topn_count
iSCSI,iscsi_target_client,target,topn_count
iSCSI,iscsi_target_client,read,count
iSCSI,iscsi_target_client,rsp_error,count
iSCSI,iscsi_target_client,reject,count
iSCSI,iscsi_target_client,write,count
iSCSI,iscsi_target_client,login_failed,count
iSCSI,iscsi_target_client,bytes_write,count
iSCSI,iscsi_target_client,session,count
iSCSI,iscsi_target_client,data_digest,count
iSCSI,iscsi_target_client,header_digest,count
iSCSI,iscsi_target_client,bytes_read,count
iSCSI,iscsi_target_client,rsp,count
iSCSI,iscsi_target_client,reject_reason,topn_count
iSCSI,iscsi_target_server,opcodes,topn_count
iSCSI,iscsi_target_server,login_error,topn_count
iSCSI,iscsi_target_server,target,topn_count
iSCSI,iscsi_target_server,read,count
iSCSI,iscsi_target_server,rsp_error,count
iSCSI,iscsi_target_server,reject,count
iSCSI,iscsi_target_server,write,count
iSCSI,iscsi_target_server,login_failed,count
iSCSI,iscsi_target_server,bytes_write,count
iSCSI,iscsi_target_server,session,count
iSCSI,iscsi_target_server,data_digest,count
iSCSI,iscsi_target_server,header_digest,count
iSCSI,iscsi_target_server,bytes_read,count
iSCSI,iscsi_target_server,rsp,count
iSCSI,iscsi_target_server,reject_reason,topn_count
