ip,domain,intel
"35.209.195.230","prueba-covid-19.com","malwarepatrol.net"
"51.178.111.53","protegersedelcovid19.com","malwarepatrol.net"
"107.180.24.242","promociones-covid19mexico.com","malwarepatrol.net"
"162.255.119.143","postpandemicworld.net","malwarepatrol.net"
"198.54.120.214","postcorona.club","malwarepatrol.net"
"104.27.129.100","pandemicproof.world","malwarepatrol.net"
"104.27.128.100","pandemicproof.world","malwarepatrol.net"
"162.255.119.90","pandemicpatriots.com","malwarepatrol.net"
"50.21.178.242","pandemicitems.com","malwarepatrol.net"
"216.189.153.22","oddballspandemic.com","malwarepatrol.net"
"108.179.252.149","novocorona.com","malwarepatrol.net"
"206.188.193.60","nightofthecovid.com","malwarepatrol.net"
"206.188.193.62","night-of-the-covid.com","malwarepatrol.net"
"18.236.109.86","nhcovid19help.com","malwarepatrol.net"
"52.45.60.23","mycoronakitchen.com","malwarepatrol.net"
"107.180.27.138","mrdoscovid19.com","malwarepatrol.net"
"162.241.218.169","mikindnesspandemic.com","malwarepatrol.net"
"217.160.0.212","masque-covid19-france.com","malwarepatrol.net"
"80.80.233.53","mascovid19.com","malwarepatrol.net"
"217.160.0.173","marimfra-covid.com","malwarepatrol.net"
"3.80.171.230","lotuscovid19.com","malwarepatrol.net"
"64.34.65.20","lawyersforcovid.com","malwarepatrol.net"
"66.96.130.91","keepcalmandwuhan.com","malwarepatrol.net"
"162.241.253.183","isurvivedcoronavirus.world","malwarepatrol.net"
"107.180.46.242","instantcoronachecker.com","malwarepatrol.net"
"185.201.10.132","infocovid-19.net","malwarepatrol.net"
"162.241.225.48","indigenascovid19.red","malwarepatrol.net"
"178.22.63.137","healthy-after-corona-jewelry.com","malwarepatrol.net"
"205.144.171.4","gofundme-covid19.com","malwarepatrol.net"
"46.252.147.233","freefromcovid19.net","malwarepatrol.net"
"77.243.236.100","fitwithcorona.com","malwarepatrol.net"
"74.208.236.54","fauxcovid.com","malwarepatrol.net"
"144.208.69.200","facemaskcovid19.net","malwarepatrol.net"
"46.249.205.222","eldoracovid19solidarite.com","malwarepatrol.net"
"217.160.0.184","elcovidnosune.com","malwarepatrol.net"
"162.241.61.73","edgarcoronamx.com","malwarepatrol.net"
"192.185.211.28","depoisdocorona.com","malwarepatrol.net"
"104.31.74.131","dealcovid19.com","malwarepatrol.net"
"104.31.75.131","dealcovid19.com","malwarepatrol.net"
"18.235.182.145","dcfightingcovid.com","malwarepatrol.net"
"45.147.197.70","david-covid.mobi","malwarepatrol.net"
"45.94.156.135","covidtest-online.com","malwarepatrol.net"
"162.241.225.51","covidsupplymart.com","malwarepatrol.net"
"104.24.120.60","covid-stats.net","malwarepatrol.net"
"104.24.121.60","covid-stats.net","malwarepatrol.net"
"185.253.218.233","covid-stat.net","malwarepatrol.net"
"65.99.252.110","covidsonora.com","malwarepatrol.net"
"217.76.142.206","covidsmelltester.com","malwarepatrol.net"
"185.135.90.164","covid-sklep.com","malwarepatrol.net"
"85.187.128.20","covidsafetyproducts.com","malwarepatrol.net"
"74.208.236.164","covidsafepractice.net","malwarepatrol.net"
"205.235.26.22","covidquilt.net","malwarepatrol.net"
"13.57.139.45","covidpipeline.com","malwarepatrol.net"
"52.11.37.152","covidoumedicine.com","malwarepatrol.net"
"34.224.10.110","covidoumedicine.com","malwarepatrol.net"
"104.27.155.187","covidopirin.net","malwarepatrol.net"
"104.27.154.187","covidopirin.net","malwarepatrol.net"
"104.27.139.189","covidol.net","malwarepatrol.net"
"104.27.138.189","covidol.net","malwarepatrol.net"
"108.179.234.139","covidn.com","malwarepatrol.net"
"212.33.71.3","covidmodel.net","malwarepatrol.net"
"34.74.0.74","covidmedicalmasks.com","malwarepatrol.net"
"162.241.253.192","covidloveforsale.com","malwarepatrol.net"
"217.70.186.106","covidinfos.net","malwarepatrol.net"
"162.241.169.18","covidinformer.com","malwarepatrol.net"
"160.153.133.188","covidgabon.com","malwarepatrol.net"
"75.126.104.245","covideoz.com","malwarepatrol.net"
"192.0.78.233","covidem.net","malwarepatrol.net"
"192.0.78.150","covidem.net","malwarepatrol.net"
"160.153.137.99","covideja2020.com","malwarepatrol.net"
"18.139.143.49","covidealsg.com","malwarepatrol.net"
"173.236.180.253","covidcons.com","malwarepatrol.net"
"87.106.194.213","covidaro.com","malwarepatrol.net"
"159.65.2.109","covidalertph.com","malwarepatrol.net"
"62.4.16.153","covid-aidegouv.com","malwarepatrol.net"
"5.9.105.77","covid2019forecast.com","malwarepatrol.net"
"37.97.159.129","covid-19worldstats.com","malwarepatrol.net"
"104.193.174.74","covid19works.com","malwarepatrol.net"
"173.236.184.245","covid19watchdog.com","malwarepatrol.net"
"173.249.56.219","covid-19summit.net","malwarepatrol.net"
"192.185.194.26","covid19smallbusinessaid.com","malwarepatrol.net"
"104.28.15.235","coronastatusbd.com","malwarepatrol.net"
"80.92.65.53","coronasecuredarea.com","malwarepatrol.net"
"77.95.248.16","coronaremedie.com","malwarepatrol.net"
"166.62.26.2","coronarakshak.com","malwarepatrol.net"
"107.180.1.247","coronaquilla.com","malwarepatrol.net"
"204.93.193.167","coronaoriginal.com","malwarepatrol.net"
"217.160.122.33","corona-logo.com","malwarepatrol.net"
"91.146.101.20","coronality.com","malwarepatrol.net"
"192.0.78.195","coronakarten.com","malwarepatrol.net"
"192.0.78.158","coronakarten.com","malwarepatrol.net"
"104.28.31.233","coronajuriste.com","malwarepatrol.net"
"104.28.30.233","coronajuriste.com","malwarepatrol.net"
"213.190.6.57","coronahomegyms.com","malwarepatrol.net"
"194.59.164.50","coronaheronews.com","malwarepatrol.net"
"52.74.233.82","corona-herbs.com","malwarepatrol.net"
"194.59.164.52","coronahelphand.com","malwarepatrol.net"
"198.91.84.180","coronahcq.com","malwarepatrol.net"
"166.62.28.132","coronadhona.com","malwarepatrol.net"
"198.54.115.226","corona-bd.world","malwarepatrol.net"
"132.148.155.110","cochran-covidhelp.com","malwarepatrol.net"
"188.93.150.35","clearofcovid19.com","malwarepatrol.net"
"166.62.28.137","checkcovid19status.com","malwarepatrol.net"
"213.190.6.72","censocovid-19.com","malwarepatrol.net"
"162.241.24.143","cellexcovidtestafrica.com","malwarepatrol.net"
"65.60.63.98","canadacovidppe.com","malwarepatrol.net"
"217.160.233.216","bye-bye-corona.com","malwarepatrol.net"
"91.134.184.212","bandacoronacion.com","malwarepatrol.net"
"13.33.42.37","ayolawancorona.com","malwarepatrol.net"
"13.33.42.44","ayolawancorona.com","malwarepatrol.net"
"13.33.42.21","ayolawancorona.com","malwarepatrol.net"
"13.33.42.31","ayolawancorona.com","malwarepatrol.net"
"162.241.218.208","anything-but-corona.com","malwarepatrol.net"
"136.243.143.126","anticovid-24.com","malwarepatrol.net"
"173.245.89.125","anti--covid19.com","malwarepatrol.net"
"167.99.193.205","anticoronashield.com","malwarepatrol.net"
"93.94.226.68","anticoronashield.com","malwarepatrol.net"
"199.250.192.6","americaandcovid19.com","malwarepatrol.net"
"91.232.125.166","allthingscovid19.com","malwarepatrol.net"
"188.165.44.194","algerie-covid.com","malwarepatrol.net"
"107.180.25.127","albanycovidtracker.com","malwarepatrol.net"
"217.160.0.26","acabaconelcoronavirus.com","malwarepatrol.net"
"35.208.60.3","4coronavirus.biz","malwarepatrol.net"
"43.240.31.34","yzwuhanmj.com","malwarepatrol.net"
"103.139.113.76","wuhanmicoe.com","malwarepatrol.net"
"154.198.38.216","wuhangift.com","malwarepatrol.net"
"104.27.180.122","wp-pandemic-theme.com","malwarepatrol.net"
"104.27.181.122","wp-pandemic-theme.com","malwarepatrol.net"
"104.24.112.8","worldspandemic.com","malwarepatrol.net"
"104.24.113.8","worldspandemic.com","malwarepatrol.net"
"216.172.184.12","workduringcovid.com","malwarepatrol.net"
"208.97.148.247","usafightingcovid19.com","malwarepatrol.net"
"75.119.206.217","unionfenosagas-frente-covid19.com","malwarepatrol.net"
"173.247.243.88","trend-covid19.com","malwarepatrol.net"
"35.232.143.132","trace-covid.com","malwarepatrol.net"
"76.74.235.180","torontofightingcovid.com","malwarepatrol.net"
"199.103.61.47","torontocovid19training.com","malwarepatrol.net"
"103.253.212.62","tonglawancorona.com","malwarepatrol.net"
"217.160.0.138","thecovidheroes.com","malwarepatrol.net"
"194.5.156.38","test-kit-coronavirus.com","malwarepatrol.net"
"54.37.20.182","tds-vs-covid19.com","malwarepatrol.net"
"63.250.43.3","survivingapandemic.net","malwarepatrol.net"
"63.250.43.4","survivingapandemic.net","malwarepatrol.net"
"172.104.185.22","stopcovid19.solutions","malwarepatrol.net"
"34.67.148.163","stopcoronagate.com","malwarepatrol.net"
"160.153.129.33","stopcocovid.com","malwarepatrol.net"
"69.163.163.78","standup2corona.club","malwarepatrol.net"
"35.202.188.39","socalfightingcovid.com","malwarepatrol.net"
"52.219.120.219","snfcovid.com","malwarepatrol.net"
"198.54.125.171","slcovidtracker.com","malwarepatrol.net"
"64.90.45.203","savecovidlives.com","malwarepatrol.net"
"34.82.103.158","satgaslawancovid19.com","malwarepatrol.net"
"46.252.152.37","rimborsocovid.com","malwarepatrol.net"
"46.252.152.36","rimborsocoronavirus.com","malwarepatrol.net"
"45.13.252.143","rdccovid19.com","malwarepatrol.net"
"68.66.224.12","questioncovid.com","malwarepatrol.net"
"217.116.0.213","protecovid.net","malwarepatrol.net"
"70.40.220.120","primepandemic.com","malwarepatrol.net"
"192.185.212.121","prevencaocovid-19.com","malwarepatrol.net"
"51.178.94.149","pp-covid-19.com","malwarepatrol.net"
"103.146.202.161","poscovid19.com","malwarepatrol.net"
"208.113.198.204","portlandfightingcovid19.com","malwarepatrol.net"
"67.217.34.68","plataformaciudadanacovid.com","malwarepatrol.net"
"86.105.244.1","pediatriccovid.net","malwarepatrol.net"
"185.87.187.230","pandemicsim.com","malwarepatrol.net"
"65.254.248.176","pandemich3.com","malwarepatrol.net"
"35.222.218.178","pandemicemergency.fund","malwarepatrol.net"
"162.241.24.77","orlandofightscovid.com","malwarepatrol.net"
"208.113.196.166","oregonfightingcovid19.com","malwarepatrol.net"
"64.90.41.162","ocfightingcovid.com","malwarepatrol.net"
"160.153.129.217","netlixfixcovidurget.com","malwarepatrol.net"
"166.62.39.132","ncovidprotection.com","malwarepatrol.net"
"192.138.21.198","ncovidnewsnow.com","malwarepatrol.net"
"162.255.119.247","ncovid19.watch","malwarepatrol.net"
"199.34.228.68","navigatecovid.com","malwarepatrol.net"
"35.208.169.173","mycovidhub.com","malwarepatrol.net"
"185.182.56.247","mycoronadiet.com","malwarepatrol.net"
"52.71.133.130","movetocoronado.com","malwarepatrol.net"
"213.186.33.187","moucoronakhaninma.com","malwarepatrol.net"
"66.198.83.90","montrealfightingcovid.com","malwarepatrol.net"
"13.35.99.3","montclairfightingcovid.com","malwarepatrol.net"
"13.35.99.11","montclairfightingcovid.com","malwarepatrol.net"
"13.35.99.21","montclairfightingcovid.com","malwarepatrol.net"
"13.35.99.57","montclairfightingcovid.com","malwarepatrol.net"
"35.188.129.55","memphisfightingcovid.com","malwarepatrol.net"
"217.160.0.179","mascarillasdesechablescoronavirus.com","malwarepatrol.net"
"160.153.133.154","lucovid19.com","malwarepatrol.net"
"52.218.196.131","losangelesfightingcovid.com","malwarepatrol.net"
"185.21.102.94","learningfromcorona.com","malwarepatrol.net"
"103.131.64.22","lastcovid.com","malwarepatrol.net"
"13.225.145.121","lafightingcovid.com","malwarepatrol.net"
"13.225.145.25","lafightingcovid.com","malwarepatrol.net"
"13.225.145.93","lafightingcovid.com","malwarepatrol.net"
"13.225.145.88","lafightingcovid.com","malwarepatrol.net"
"212.227.247.207","laeradelcoronavirus.com","malwarepatrol.net"
"195.201.12.44","lacovid19care.com","malwarepatrol.net"
"208.94.117.164","knoxvillefightingcovid.com","malwarepatrol.net"
"166.62.27.144","kitalawancovid19.com","malwarepatrol.net"
"97.100.16.143","kissimmeefightingcovid.com","malwarepatrol.net"
"159.65.134.252","kabarcorona.com","malwarepatrol.net"
"162.241.218.34","justcovid19news.com","malwarepatrol.net"
"60.54.41.74","jejakcovid.com","malwarepatrol.net"
"104.24.118.222","ipswichcovid19.com","malwarepatrol.net"
"104.24.119.222","ipswichcovid19.com","malwarepatrol.net"
"160.153.94.103","ikickedcovid.com","malwarepatrol.net"
"23.235.196.228","houstoncoronavirusbusinessgroup.com","malwarepatrol.net"
"104.238.116.253","housecheckcovidclean.com","malwarepatrol.net"
"74.220.219.222","homecovid19results.com","malwarepatrol.net"
"133.242.3.32","help-covid-sale.com","malwarepatrol.net"
"185.165.185.217","giveforcovid.com","malwarepatrol.net"
"104.31.93.29","getcoronagadgets.com","malwarepatrol.net"
"104.31.92.29","getcoronagadgets.com","malwarepatrol.net"
"136.243.167.155","fundingcovid19research.net","malwarepatrol.net"
"199.34.228.71","frontlinersofcovid19.com","malwarepatrol.net"
"104.18.41.110","friendscovidfund.com","malwarepatrol.net"
"104.18.40.110","friendscovidfund.com","malwarepatrol.net"
"52.216.27.171","freefromcovid.net","malwarepatrol.net"
"52.205.84.226","freefromcovid.com","malwarepatrol.net"
"18.235.134.243","freefromcovid.com","malwarepatrol.net"
"174.129.69.242","freefromcovid.com","malwarepatrol.net"
"52.55.212.86","freefromcovid.com","malwarepatrol.net"
"52.23.24.187","freefromcovid.com","malwarepatrol.net"
"52.205.99.162","freefromcovid.com","malwarepatrol.net"
"205.144.171.192","freecovidfacemasks.com","malwarepatrol.net"
"70.39.250.35","followcovid-19.com","malwarepatrol.net"
"77.104.155.150","epidemicforecaster.com","malwarepatrol.net"
"173.236.227.9","epidemicark.com","malwarepatrol.net"
"173.236.229.141","epidemicarc.com","malwarepatrol.net"
"142.93.5.185","edisonfightingcovid.com","malwarepatrol.net"
"104.27.174.98","diabetes-covid19.com","malwarepatrol.net"
"104.27.175.98","diabetes-covid19.com","malwarepatrol.net"
"203.161.184.25","dhuafapedulicorona.com","malwarepatrol.net"
"13.33.42.42","dfwfightingcovid.com","malwarepatrol.net"
"13.33.42.36","dfwfightingcovid.com","malwarepatrol.net"
"13.33.42.116","dfwfightingcovid.com","malwarepatrol.net"
"13.33.42.73","dfwfightingcovid.com","malwarepatrol.net"
"34.225.31.148","designfightscovid.com","malwarepatrol.net"
"35.169.40.107","designfightscovid.com","malwarepatrol.net"
"74.208.236.162","de-covider.com","malwarepatrol.net"
"18.156.93.20","data-covid-19.com","malwarepatrol.net"
"185.165.123.206","cycovid19.com","malwarepatrol.net"
"207.7.80.197","covidwatchnepal.com","malwarepatrol.net"
"52.216.27.11","covidvstrump.com","malwarepatrol.net"
"34.82.47.106","covidupdatestoday.com","malwarepatrol.net"
"159.65.96.57","covidtest.chat","malwarepatrol.net"
"192.0.78.201","covidsupplypartners.com","malwarepatrol.net"
"192.0.78.157","covidsupplypartners.com","malwarepatrol.net"
"74.208.236.20","covidstills.com","malwarepatrol.net"
"104.27.130.41","covidstatus.net","malwarepatrol.net"
"104.27.131.41","covidstatus.net","malwarepatrol.net"
"51.77.251.208","covid-rdf.com","malwarepatrol.net"
"104.27.128.52","covidrapidtesting.com","malwarepatrol.net"
"104.27.129.52","covidrapidtesting.com","malwarepatrol.net"
"217.160.0.244","covidprotege.com","malwarepatrol.net"
"85.92.108.34","covidpromotion.com","malwarepatrol.net"
"79.172.252.200","covidprognosis.com","malwarepatrol.net"
"162.255.119.89","covidpercent.com","malwarepatrol.net"
"217.160.0.16","covid-masques.com","malwarepatrol.net"
"124.105.121.4","covidmapper.net","malwarepatrol.net"
"124.105.39.95","covidmapper.net","malwarepatrol.net"
"120.28.131.224","covidmapper.net","malwarepatrol.net"
"184.106.55.135","covidlayofflist.com","malwarepatrol.net"
"160.153.131.149","covidix9.com","malwarepatrol.net"
"3.136.202.58","covidin.net","malwarepatrol.net"
"3.20.85.141","covidin.net","malwarepatrol.net"
"3.133.74.242","covidin.net","malwarepatrol.net"
"64.90.43.32","covidhelp4heroes.com","malwarepatrol.net"
"13.238.135.166","covid-graphs.com","malwarepatrol.net"
"67.185.96.192","covid.gallery","malwarepatrol.net"
"74.208.236.81","covidfundinghelp.com","malwarepatrol.net"
"108.167.159.27","covid-diagnostics.com","malwarepatrol.net"
"34.66.109.74","covidcounters.com","malwarepatrol.net"
"139.99.44.58","covid-cm.com","malwarepatrol.net"
"52.187.150.12","covidcarebd.com","malwarepatrol.net"
"162.255.119.167","covidausmap.com","malwarepatrol.net"
"193.246.38.194","covid4test.com","malwarepatrol.net"
"52.206.214.15","covid19zerotolerance.com","malwarepatrol.net"
"140.82.63.193","covid19virus.expert","malwarepatrol.net"
"192.185.95.213","covid-19updates.net","malwarepatrol.net"
"54.91.119.182","covid19-testresults.com","malwarepatrol.net"
"192.254.235.223","covid19survivalstore.com","malwarepatrol.net"
"183.181.83.157","covid19stresscheckhope1.com","malwarepatrol.net"
"15.206.119.4","covid19statstracker.com","malwarepatrol.net"
"67.205.154.32","covid19statss.com","malwarepatrol.net"
"144.91.95.154","covid-19s.email","malwarepatrol.net"
"66.175.238.236","covid19saudia.com","malwarepatrol.net"
"54.193.36.71","covid-19routine.com","malwarepatrol.net"
"54.215.248.182","covid-19routine.com","malwarepatrol.net"
"13.52.90.227","covid-19routine.com","malwarepatrol.net"
"192.249.117.25","covid19-rdc.com","malwarepatrol.net"
"175.45.125.11","covid19-pass.com","malwarepatrol.net"
"81.223.238.250","covid-19-pandemie.net","malwarepatrol.net"
"192.254.186.21","covid19nfo.com","malwarepatrol.net"
"185.210.145.101","covid-19-nfe.com","malwarepatrol.net"
"192.185.225.1","covid19newssource.com","malwarepatrol.net"
"209.124.78.206","covid19newssite.com","malwarepatrol.net"
"162.250.121.69","covid19newscenter.com","malwarepatrol.net"
"35.232.120.129","covid19-mask-project.com","malwarepatrol.net"
"185.27.134.221","covid19livestats.net","malwarepatrol.net"
"13.225.145.79","covid19humanitarian.com","malwarepatrol.net"
"13.225.145.122","covid19humanitarian.com","malwarepatrol.net"
"13.225.145.129","covid19humanitarian.com","malwarepatrol.net"
"13.225.145.20","covid19humanitarian.com","malwarepatrol.net"
"79.170.44.125","covid19helpers.net","malwarepatrol.net"
"136.243.73.170","covid19-govuk.com","malwarepatrol.net"
"194.5.156.35","covid-19-gov.com","malwarepatrol.net"
"104.24.126.201","covid19donate.fund","malwarepatrol.net"
"104.24.127.201","covid19donate.fund","malwarepatrol.net"
"176.31.179.191","covid19cy.com","malwarepatrol.net"
"37.187.83.72","covid19cy.com","malwarepatrol.net"
"77.83.143.65","covid19cochise.com","malwarepatrol.net"
"185.53.178.14","covid-19bonds.com","malwarepatrol.net"
"192.185.34.51","covid19authority.net","malwarepatrol.net"
"50.87.148.90","covid19andvn.com","malwarepatrol.net"
"137.74.223.146","covid19about.net","malwarepatrol.net"
"158.69.52.184","corona-virus-meme.com","malwarepatrol.net"
"104.28.25.46","coronavirusdiseaselive.com","malwarepatrol.net"
"104.28.24.46","coronavirusdiseaselive.com","malwarepatrol.net"
"195.128.102.72","corona-virenschutz.com","malwarepatrol.net"
"107.180.4.53","coronavaccineregister.com","malwarepatrol.net"
"85.13.152.183","coronatage.com","malwarepatrol.net"
"67.20.76.59","coronastats123.com","malwarepatrol.net"
"141.138.168.146","coronasolo5k.com","malwarepatrol.net"
"50.116.89.130","coronasecretsrevealed.com","malwarepatrol.net"
"217.26.61.120","coronalivetest.com","malwarepatrol.net"
"5.79.70.98","coronainnederland.com","malwarepatrol.net"
"192.169.221.188","coronadonates.com","malwarepatrol.net"
"79.127.126.141","coronadiamond.com","malwarepatrol.net"
"198.57.149.245","coronacopy.com","malwarepatrol.net"
"104.28.15.57","coronacitywise.com","malwarepatrol.net"
"104.28.14.57","coronacitywise.com","malwarepatrol.net"
"85.13.155.182","corona-business.net","malwarepatrol.net"
"52.207.8.155","clinicacovid19.com","malwarepatrol.net"
"157.245.180.94","cache-corona.com","malwarepatrol.net"
"66.96.161.128","buycovidsupplies.com","malwarepatrol.net"
"104.27.136.149","businesswithcorona.com","malwarepatrol.net"
"104.27.137.149","businesswithcorona.com","malwarepatrol.net"
"52.5.34.110","businessbeyondcovid.com","malwarepatrol.net"
"198.54.120.176","brupharm-covid.com","malwarepatrol.net"
"107.180.50.177","bitchcorona.com","malwarepatrol.net"
"192.169.153.104","bhopalcovidtracker.com","malwarepatrol.net"
"195.211.73.229","beatcoronaooooo.com","malwarepatrol.net"
"169.53.79.212","aprenderdecoronavirus.com","malwarepatrol.net"
"31.11.32.78","anticovid19.cloud","malwarepatrol.net"
"92.53.96.116","anticoronavirus.farm","malwarepatrol.net"
"104.18.42.16","amigoingtodieofcoronavirus.com","malwarepatrol.net"
"104.18.43.16","amigoingtodieofcoronavirus.com","malwarepatrol.net"
"199.73.55.35","aid-covid-19.com","malwarepatrol.net"
"104.18.45.252","aacorona.com","malwarepatrol.net"
"104.18.44.252","aacorona.com","malwarepatrol.net"
"104.27.175.155","zithromaxcovid19.com","malwarepatrol.net"
"104.27.174.155","zithromaxcovid19.com","malwarepatrol.net"
"13.35.99.37","wuhannoodle1950.com","malwarepatrol.net"
"13.35.99.121","wuhannoodle1950.com","malwarepatrol.net"
"13.35.99.75","wuhannoodle1950.com","malwarepatrol.net"
"13.35.99.76","wuhannoodle1950.com","malwarepatrol.net"
"166.62.6.102","wincovidthailand.com","malwarepatrol.net"
"104.31.91.107","ufa-covid19.com","malwarepatrol.net"
"104.31.90.107","ufa-covid19.com","malwarepatrol.net"
"206.188.192.235","thedailycovid.net","malwarepatrol.net"
"54.77.47.240","thecovidanalytics.com","malwarepatrol.net"
"63.34.113.20","thecovidanalytics.com","malwarepatrol.net"
"67.205.10.198","thecovid19trackers.com","malwarepatrol.net"
"104.18.53.104","the-coronavirus-news.com","malwarepatrol.net"
"104.18.52.104","the-coronavirus-news.com","malwarepatrol.net"
"192.198.83.166","the-coronavirus-global-news.com","malwarepatrol.net"
"185.182.56.165","thecoronapicturebook.com","malwarepatrol.net"
"172.105.47.42","the-corona-guide.com","malwarepatrol.net"
"74.208.236.229","testforcorona.net","malwarepatrol.net"
"34.89.248.160","ted-covid19.com","malwarepatrol.net"
"69.163.165.158","suprimentoscovid.com","malwarepatrol.net"
"103.136.17.155","stopcovid19banten.com","malwarepatrol.net"
"198.23.251.163","stemcovid.com","malwarepatrol.net"
"69.250.193.219","statecovid-19.com","malwarepatrol.net"
"216.104.165.30","staffingcovid-19.com","malwarepatrol.net"
"216.104.165.90","staffingcovid-19.com","malwarepatrol.net"
"162.241.252.53","singaporecovid.com","malwarepatrol.net"
"108.167.142.41","scsucovid19.com","malwarepatrol.net"
"162.241.224.107","sars-coronavirus-liveupdate.com","malwarepatrol.net"
"66.96.161.250","reddingcovid.com","malwarepatrol.net"
"162.144.18.205","pruebacovid-19cdmx.com","malwarepatrol.net"
"52.59.8.78","protection-covid-19.net","malwarepatrol.net"
"192.64.119.42","postpandemic.club","malwarepatrol.net"
"144.202.48.101","passportcoronavirus.com","malwarepatrol.net"
"192.64.119.192","pandemicsolidarityfund.com","malwarepatrol.net"
"192.64.119.242","pandemicsolidarity.fund","malwarepatrol.net"
"162.255.119.60","pandemicresponsefund.com","malwarepatrol.net"
"162.255.119.193","pandemicresponse.fund","malwarepatrol.net"
"199.34.228.180","pandemic-relief.com","malwarepatrol.net"
"162.255.119.73","pandemic-priorities.com","malwarepatrol.net"
"70.72.216.89","pandemicmodel.com","malwarepatrol.net"
"162.255.119.137","pandemiclife.guide","malwarepatrol.net"
"162.255.119.223","pandemicfund.net","malwarepatrol.net"
"3.135.143.219","pandemicepicenter.com","malwarepatrol.net"
"3.136.182.5","pandemicepicenter.com","malwarepatrol.net"
"3.135.166.192","pandemicepicenter.com","malwarepatrol.net"
"192.185.208.81","oguilhermecaiudebikepegoucoronaemalucocara.com","malwarepatrol.net"
"216.104.165.85","nursestaffingcovid-19.com","malwarepatrol.net"
"216.104.165.25","nursestaffingcovid-19.com","malwarepatrol.net"
"45.84.190.82","nocovidhome.com","malwarepatrol.net"
"167.99.236.132","nepacovid19.com","malwarepatrol.net"
"66.96.161.149","naturalpandemicprotection.com","malwarepatrol.net"
"13.225.145.124","mycovidlifestyle.com","malwarepatrol.net"
"13.225.145.103","mycovidlifestyle.com","malwarepatrol.net"
"13.225.145.6","mycovidlifestyle.com","malwarepatrol.net"
"13.225.145.30","mycovidlifestyle.com","malwarepatrol.net"
"212.123.6.254","mycovidea.com","malwarepatrol.net"
"162.241.218.79","mycoronatimes.com","malwarepatrol.net"
"162.255.119.43","mflocovid.com","malwarepatrol.net"
"84.16.73.17","materielcovid19.com","malwarepatrol.net"
"35.208.116.237","kilcoronavirus.com","malwarepatrol.net"
"74.208.236.219","jobscovid19.com","malwarepatrol.net"
"144.91.126.73","insumoscovid19.com","malwarepatrol.net"
"45.133.200.3","i-hate-covid19.com","malwarepatrol.net"
"200.58.111.34","higialimpiezacovid19.com","malwarepatrol.net"
"176.10.97.111","hhs-stopcovid19.com","malwarepatrol.net"
"96.127.138.234","herbs4covid.com","malwarepatrol.net"
"192.0.78.240","groupepeakcovid19.com","malwarepatrol.net"
"148.72.94.122","go-corona-go.com","malwarepatrol.net"
"192.64.119.67","globalpandemic.fund","malwarepatrol.net"
"104.27.181.225","globalcovidfunds.com","malwarepatrol.net"
"104.27.180.225","globalcovidfunds.com","malwarepatrol.net"
"50.115.20.56","global-covid.com","malwarepatrol.net"
"167.172.128.49","geocovidapp.com","malwarepatrol.net"
"104.218.53.78","fromthecoronacoop.com","malwarepatrol.net"
"173.236.169.77","evo-guide-surviving-a-pandemic.com","malwarepatrol.net"
"194.110.192.22","ecrancoronavirus.com","malwarepatrol.net"
"52.219.116.187","earthaftercorona.com","malwarepatrol.net"
"13.127.141.188","ditchcorona.com","malwarepatrol.net"
"193.70.101.157","desinfeccioncoronaviruscolombia.com","malwarepatrol.net"
"206.188.193.212","daysofthecovid.com","malwarepatrol.net"
"35.205.143.71","dailycovidnumbers.com","malwarepatrol.net"
"72.52.192.242","curacaocorona.com","malwarepatrol.net"
"149.202.210.182","covidworldnews.net","malwarepatrol.net"
"162.241.226.199","covidunsubscribe.com","malwarepatrol.net"
"52.216.249.67","covidtoiletpaperproject.net","malwarepatrol.net"
"52.217.10.139","covidtoiletpaperproject.com","malwarepatrol.net"
"52.216.114.98","covidtoiletpaperexchange.net","malwarepatrol.net"
"52.216.100.186","covidtoiletpaperexchange.com","malwarepatrol.net"
"52.216.239.74","covidtoiletpaper.com","malwarepatrol.net"
"3.219.214.180","covidtestorder.com","malwarepatrol.net"
"52.21.243.96","covidtestorder.com","malwarepatrol.net"
"198.143.134.86","covid-survival-essentials.com","malwarepatrol.net"
"208.113.161.51","covidstatscanada.com","malwarepatrol.net"
"162.241.60.213","covidsspcnay.com","malwarepatrol.net"
"134.122.85.84","covid-russia.com","malwarepatrol.net"
"208.113.214.173","covidresponsepartners.com","malwarepatrol.net"
"35.209.239.34","covidprotectiveclothmasks.com","malwarepatrol.net"
"162.213.253.12","covidpanda.com","malwarepatrol.net"
"66.85.47.62","covidnewscentral.com","malwarepatrol.net"
"166.62.28.133","covidmeerut22.club","malwarepatrol.net"
"68.183.133.162","covidmedisupply.com","malwarepatrol.net"
"35.157.94.5","covidmcu.com","malwarepatrol.net"
"52.58.70.228","covidmcu.com","malwarepatrol.net"
"104.155.156.56","covidhustle.com","malwarepatrol.net"
"89.46.105.68","covid-hunters.com","malwarepatrol.net"
"148.66.136.190","covidhelp.guru","malwarepatrol.net"
"157.245.252.100","coviddivorcefaq.com","malwarepatrol.net"
"184.168.221.65","covidcvd.com","malwarepatrol.net"
"173.247.246.204","covidcrisisgame.com","malwarepatrol.net"
"104.18.54.250","covidcontacttracing.com","malwarepatrol.net"
"104.18.55.250","covidcontacttracing.com","malwarepatrol.net"
"162.241.217.84","covidcollab.care","malwarepatrol.net"
