ip,domain,intel
"173.212.225.101","corona-sampler.com","malwarepatrol.net"
"96.30.10.167","coronapolicyanalysis.com","malwarepatrol.net"
"13.251.102.81","coronapalembang.com","malwarepatrol.net"
"13.35.126.76","corona-nurse.com","malwarepatrol.net"
"13.35.126.12","corona-nurse.com","malwarepatrol.net"
"13.35.126.98","corona-nurse.com","malwarepatrol.net"
"162.241.216.80","coronamoneyback.com","malwarepatrol.net"
"104.24.120.136","coronamillionaire.club","malwarepatrol.net"
"104.24.121.136","coronamillionaire.club","malwarepatrol.net"
"160.153.131.151","coronamater.com","malwarepatrol.net"
"88.198.220.6","corona-mask.world","malwarepatrol.net"
"18.194.213.15","coronaletters.com","malwarepatrol.net"
"52.29.223.186","coronaletters.com","malwarepatrol.net"
"35.156.99.1","coronaletters.com","malwarepatrol.net"
"94.199.200.115","coronalamba.com","malwarepatrol.net"
"87.236.16.226","corona-info.pro","malwarepatrol.net"
"164.68.98.111","coronaglobalworld.com","malwarepatrol.net"
"160.153.133.219","corona-feed.com","malwarepatrol.net"
"103.53.40.33","coronaecommerce.com","malwarepatrol.net"
"162.241.225.249","coronadoiscalling.com","malwarepatrol.net"
"68.183.112.23","coronadialogue.com","malwarepatrol.net"
"103.60.108.197","coronadelmarbelize.com","malwarepatrol.net"
"104.18.62.110","coronacrushes.com","malwarepatrol.net"
"104.18.63.110","coronacrushes.com","malwarepatrol.net"
"66.96.161.141","coronacareloans.com","malwarepatrol.net"
"173.236.155.62","coronacarehawaii.com","malwarepatrol.net"
"35.214.204.170","corona-business-aid.com","malwarepatrol.net"
"160.153.62.101","coronabizbill.com","malwarepatrol.net"
"35.208.35.183","coronabefarsi.com","malwarepatrol.net"
"185.30.33.29","corona-aktien.com","malwarepatrol.net"
"104.26.11.119","cornwallcovidresponse.com","malwarepatrol.net"
"104.26.10.119","cornwallcovidresponse.com","malwarepatrol.net"
"54.152.90.187","cookingwhilecovid.com","malwarepatrol.net"
"52.21.5.176","communicatingduringcovid19.com","malwarepatrol.net"
"35.171.57.87","communicatingduringcovid19.com","malwarepatrol.net"
"208.97.148.138","cohassetcovid19.com","malwarepatrol.net"
"206.188.193.227","cleartoworkcovid-19.net","malwarepatrol.net"
"206.188.193.226","cleartoworkcovid-19.com","malwarepatrol.net"
"104.28.30.168","bahascovid19.com","malwarepatrol.net"
"104.28.31.168","bahascovid19.com","malwarepatrol.net"
"34.69.59.42","antibacterialescoronavirus.com","malwarepatrol.net"
"51.107.58.160","ahefcovid19test.com","malwarepatrol.net"
"35.208.215.86","africacorona.com","malwarepatrol.net"
"192.124.249.9","adlabscovidtest.com","malwarepatrol.net"
"31.168.11.94","zicorona.com","malwarepatrol.net"
"13.64.156.15","wxcorona.com","malwarepatrol.net"
"154.90.114.70","wuhanming998.com","malwarepatrol.net"
"104.233.237.24","wuhanhs.club","malwarepatrol.net"
"170.80.75.68","vtrtvcovid19.com","malwarepatrol.net"
"148.72.83.188","vamosacabcomocorona.com","malwarepatrol.net"
"104.27.191.51","vaccinecovid19coronavirus.com","malwarepatrol.net"
"104.27.190.51","vaccinecovid19coronavirus.com","malwarepatrol.net"
"160.153.205.182","twittercoronavirus.com","malwarepatrol.net"
"81.144.222.152","trackingpandemics.com","malwarepatrol.net"
"34.202.138.174","trackcovid.net","malwarepatrol.net"
"68.65.120.181","coronacoinofficial.com","malwarepatrol.net"
"199.34.228.190","coronacation2020.net","malwarepatrol.net"
"85.13.152.236","coronabest.net","malwarepatrol.net"
"217.160.107.59","corona-atemschutzmasken.com","malwarepatrol.net"
"109.234.164.76","coopcovid19.net","malwarepatrol.net"
"104.24.103.92","contagiocoronavirus.com","malwarepatrol.net"
"104.24.102.92","contagiocoronavirus.com","malwarepatrol.net"
"203.151.233.116","clearcovid19huahin.com","malwarepatrol.net"
"47.241.1.184","claimback-covid-19.com","malwarepatrol.net"
"81.16.28.165","cameroonhelpcovid19.com","malwarepatrol.net"
"162.241.253.111","brasilcorona.com","malwarepatrol.net"
"145.14.144.202","blockthecorona.com","malwarepatrol.net"
"208.113.184.63","begonecovid19.com","malwarepatrol.net"
"170.249.143.133","baldwincovid.com","malwarepatrol.net"
"192.185.57.77","azcovidproject.com","malwarepatrol.net"
"72.249.57.170","autoevaluacioncovid19.com","malwarepatrol.net"
"116.90.59.144","aukiwi-covid19-help.center","malwarepatrol.net"
"217.160.122.163","apothekecontracorona.com","malwarepatrol.net"
"217.198.114.186","anticovidrespiration.com","malwarepatrol.net"
"197.242.92.146","anti-coronavirusproducts.com","malwarepatrol.net"
"104.27.161.44","amisurvivingcovid19.com","malwarepatrol.net"
"104.27.160.44","amisurvivingcovid19.com","malwarepatrol.net"
"178.17.171.56","aftercoronavirus.life","malwarepatrol.net"
"192.0.78.204","adcoronavirus.com","malwarepatrol.net"
"35.208.38.81","2020pandemicmemorial.com","malwarepatrol.net"
"165.22.68.6","zimcovid19.com","malwarepatrol.net"
"163.44.198.61","zerocovidproject.com","malwarepatrol.net"
"43.224.154.234","wuhanshangrui.com","malwarepatrol.net"
"hkvhost813.800cdn.com.","wuhanshangrui.com","malwarepatrol.net"
"whsrkj.gotoip11.com.","wuhanshangrui.com","malwarepatrol.net"
"74.201.31.2","wuhanjianjia.com","malwarepatrol.net"
"85.13.131.69","whatscorona.net","malwarepatrol.net"
"64.225.44.117","wa-daily-covid-19.com","malwarepatrol.net"
"173.236.252.245","ulcovid19.com","malwarepatrol.net"
"198.57.247.232","trialscovid.com","malwarepatrol.net"
"192.254.236.134","trialcovid.com","malwarepatrol.net"
"162.241.30.19","travelinginthecorona.com","malwarepatrol.net"
"52.219.66.114","tracovid19.com","malwarepatrol.net"
"185.182.57.71","theybeatcorona.com","malwarepatrol.net"
"104.24.103.23","thecoronawarriors.com","malwarepatrol.net"
"104.24.102.23","thecoronawarriors.com","malwarepatrol.net"
"198.187.28.205","thecoronaviruswar.net","malwarepatrol.net"
"192.254.224.75","thecoronadiscount.com","malwarepatrol.net"
"114.203.85.229","testkit-coronavirus19.com","malwarepatrol.net"
"81.169.184.227","test-corona.net","malwarepatrol.net"
"134.209.108.75","tescovid19.com","malwarepatrol.net"
"108.179.232.57","tcovid-19.com","malwarepatrol.net"
"104.18.38.62","swfloridacovid.com","malwarepatrol.net"
"104.18.39.62","swfloridacovid.com","malwarepatrol.net"
"104.18.36.32","stopcovid.life","malwarepatrol.net"
"104.18.37.32","stopcovid.life","malwarepatrol.net"
"213.133.104.14","stopcoronabox.com","malwarepatrol.net"
"31.11.33.85","stopalcoronavirus.com","malwarepatrol.net"
"104.24.96.68","statuscoronavirus.com","malwarepatrol.net"
"104.24.97.68","statuscoronavirus.com","malwarepatrol.net"
"35.214.137.181","spreadcovid-19.com","malwarepatrol.net"
"217.160.0.34","soscoronafree.com","malwarepatrol.net"
"35.233.93.141","solution-desinfection-covid19.com","malwarepatrol.net"
"104.28.3.85","smf-covid.com","malwarepatrol.net"
"104.28.2.85","smf-covid.com","malwarepatrol.net"
"13.227.74.97","share-art-covid-19.com","malwarepatrol.net"
"13.227.74.13","share-art-covid-19.com","malwarepatrol.net"
"62.4.21.215","service-impots-covid19.com","malwarepatrol.net"
"208.91.199.52","scanforcovid-usv.net","malwarepatrol.net"
"162.241.217.171","sbacoronaviruslawyer.com","malwarepatrol.net"
"188.93.150.89","rapidcheckcorona.com","malwarepatrol.net"
"103.70.5.124","ran-covid19.com","malwarepatrol.net"
"206.189.27.199","psicologiaycoronavirus.com","malwarepatrol.net"
"104.27.147.126","protect4covid.today","malwarepatrol.net"
"104.27.146.126","protect4covid.today","malwarepatrol.net"
"35.208.78.213","prayerforcovid-19.com","malwarepatrol.net"
"198.252.102.181","positifcovid19.com","malwarepatrol.net"
"198.54.126.109","physiciansfightcovid.com","malwarepatrol.net"
"149.210.196.61","pediatric-covid.net","malwarepatrol.net"
"121.254.178.230","pandemicwarrior.com","malwarepatrol.net"
"139.180.168.153","pandemictraining.net","malwarepatrol.net"
"167.88.160.59","pandemicsurvivalsolutions.net","malwarepatrol.net"
"66.171.178.130","pandemicreadyeconomics.com","malwarepatrol.net"
"205.196.80.163","pandemicmonitor.net","malwarepatrol.net"
"67.205.43.183","pandemicarchive.com","malwarepatrol.net"
"167.172.37.83","pancovid19.com","malwarepatrol.net"
"132.145.58.92","oxford-covid-19.com","malwarepatrol.net"
"104.219.248.112","nzcovid19.com","malwarepatrol.net"
"184.95.46.53","navsarifightscorona.com","malwarepatrol.net"
"104.31.95.96","nahantcovid19.com","malwarepatrol.net"
"104.31.94.96","nahantcovid19.com","malwarepatrol.net"
"13.227.74.124","mycovidtrials.com","malwarepatrol.net"
"94.130.38.39","music-against-covid.com","malwarepatrol.net"
"201.144.49.182","michoacancoronavirus.com","malwarepatrol.net"
"201.116.254.244","michoacancoronavirus.com","malwarepatrol.net"
"167.86.121.32","maroccorona.com","malwarepatrol.net"
"68.65.122.209","loveinthetimeofcorona.wtf","malwarepatrol.net"
"103.235.106.84","lockcorona.com","malwarepatrol.net"
"107.180.51.25","localpandemic.com","malwarepatrol.net"
"178.63.16.234","livecovidstats.com","malwarepatrol.net"
"23.227.160.81","lifepastcovid19.com","malwarepatrol.net"
"37.128.149.200","lievecorona.com","malwarepatrol.net"
"185.201.11.24","jammufightscovid.com","malwarepatrol.net"
"217.160.223.100","idiotepidemic.com","malwarepatrol.net"
"107.180.44.168","iacovid.com","malwarepatrol.net"
"104.28.31.173","heroesagainstcorona.com","malwarepatrol.net"
"104.28.30.173","heroesagainstcorona.com","malwarepatrol.net"
"52.37.15.46","hawaiicovidcharts.com","malwarepatrol.net"
"34.214.246.125","hawaiicovidcharts.com","malwarepatrol.net"
"78.47.226.244","gsf-covid-19.com","malwarepatrol.net"
"151.248.123.203","fuqcoronavirus.com","malwarepatrol.net"
"74.208.236.14","fundstopcovid19.com","malwarepatrol.net"
"52.172.179.233","eycovidalerts.com","malwarepatrol.net"
"34.225.195.115","elpasocovid19tracker.com","malwarepatrol.net"
"34.192.215.160","elpasocovid19tracker.com","malwarepatrol.net"
"52.70.214.4","elpasocovid19tracker.com","malwarepatrol.net"
"34.233.35.85","elpasocovid19tracker.com","malwarepatrol.net"
"77.246.168.162","cutforcorona.com","malwarepatrol.net"
"107.180.3.96","covidwfh.com","malwarepatrol.net"
"45.9.188.75","covidtrackerdz.com","malwarepatrol.net"
"35.208.223.29","covid-thoughts.com","malwarepatrol.net"
"162.144.77.13","covid-talks.com","malwarepatrol.net"
"184.95.60.82","covidsuppliesdatabase.com","malwarepatrol.net"
"195.4.133.165","covid-sono.com","malwarepatrol.net"
"159.89.52.61","covidsites.com","malwarepatrol.net"
"95.211.249.20","covid-simulator.com","malwarepatrol.net"
"199.250.216.193","covidscandx.com","malwarepatrol.net"
"50.87.176.56","covidriskindia.com","malwarepatrol.net"
"107.180.3.161","covid-planb.com","malwarepatrol.net"
"122.201.127.231","covidph.net","malwarepatrol.net"
"65.254.248.136","covidmascara.com","malwarepatrol.net"
"13.227.74.42","covidestimator.com","malwarepatrol.net"
"13.227.74.58","covidestimator.com","malwarepatrol.net"
"85.90.245.58","covid-emergency.com","malwarepatrol.net"
"64.90.37.115","covidcurvetracker.com","malwarepatrol.net"
"198.54.115.37","covidcensus.com","malwarepatrol.net"
"176.32.230.6","covidbizresponse.com","malwarepatrol.net"
"91.212.205.135","covidarte.com","malwarepatrol.net"
"66.96.163.139","covid9usa.com","malwarepatrol.net"
"74.208.236.251","covid9filmfestival.com","malwarepatrol.net"
"178.128.62.131","covid20game.com","malwarepatrol.net"
"108.179.234.130","covid19whoupdates.com","malwarepatrol.net"
"66.96.146.93","covid19vrc.com","malwarepatrol.net"
"213.136.93.105","covid19virus.mobi","malwarepatrol.net"
"104.27.131.82","covid19vietnam.today","malwarepatrol.net"
"104.27.130.82","covid19vietnam.today","malwarepatrol.net"
"217.160.0.115","covid-19test-kit.com","malwarepatrol.net"
"3.81.122.18","covid19testing.today","malwarepatrol.net"
"207.38.90.42","covid19summit.email","malwarepatrol.net"
"193.70.19.218","covid19saglik.com","malwarepatrol.net"
"157.230.111.51","covid-19-rates.com","malwarepatrol.net"
"217.174.149.117","covid19quarantinegame.com","malwarepatrol.net"
"128.199.253.216","covid19prcsupply.com","malwarepatrol.net"
"198.57.247.151","covid19nurseblog.com","malwarepatrol.net"
"68.168.123.157","covid19nigeria.net","malwarepatrol.net"
"107.180.9.111","covid-19metrics.com","malwarepatrol.net"
"95.216.117.6","covid19medmarket.com","malwarepatrol.net"
"150.95.30.142","covid19matching.com","malwarepatrol.net"
"141.101.231.143","covid19-mask.net","malwarepatrol.net"
"141.8.194.74","covid19-infa.com","malwarepatrol.net"
"107.191.35.26","covid19-honduras.com","malwarepatrol.net"
"104.27.138.228","covid19gunlukleri.com","malwarepatrol.net"
"104.27.139.228","covid19gunlukleri.com","malwarepatrol.net"
"138.201.130.88","covid19-eq.com","malwarepatrol.net"
"173.236.229.119","covid19dossier.com","malwarepatrol.net"
"89.252.183.154","covid-19destek.com","malwarepatrol.net"
"149.202.51.49","covid19-depistage.com","malwarepatrol.net"
"178.128.196.194","covid19counts.com","malwarepatrol.net"
"168.1.82.68","covid19businesskickstart.com","malwarepatrol.net"
"34.68.214.180","covid19-business.com","malwarepatrol.net"
"52.91.173.71","covid19brownsville.com","malwarepatrol.net"
"67.222.38.64","covid19ayudar.com","malwarepatrol.net"
"45.79.153.33","covid19arg.com","malwarepatrol.net"
"67.229.102.130","covid19appliance.com","malwarepatrol.net"
"104.27.171.241","covid19aidsupplies.com","malwarepatrol.net"
"104.27.170.241","covid19aidsupplies.com","malwarepatrol.net"
"185.146.31.115","cov19coronavirus.com","malwarepatrol.net"
"37.1.217.22","coronavirus-v-rossii.com","malwarepatrol.net"
"52.64.223.120","coronavirusvis.com","malwarepatrol.net"
"104.31.68.102","coronavirustrade.club","malwarepatrol.net"
"104.31.69.102","coronavirustrade.club","malwarepatrol.net"
"94.130.212.122","coronavirus-test-provider.com","malwarepatrol.net"
"162.255.119.82","coronavirustesting.network","malwarepatrol.net"
"108.179.253.63","coronavirustabela.com","malwarepatrol.net"
"34.90.154.249","coronavirusplaces.com","malwarepatrol.net"
"94.176.238.214","coronavirusmakers-raspeig.com","malwarepatrol.net"
"185.50.70.18","coronaviruslivee.com","malwarepatrol.net"
"35.221.0.119","coronavirusin.world","malwarepatrol.net"
"103.21.59.149","coronavirushelpfunds.com","malwarepatrol.net"
"74.208.236.96","coronavirusguayaquil.com","malwarepatrol.net"
"45.63.92.156","coronavirusglobal.net","malwarepatrol.net"
"208.113.186.6","coronaviruscountryreports.com","malwarepatrol.net"
"138.128.180.146","coronashoppy.com","malwarepatrol.net"
"206.188.193.206","coronarockme.com","malwarepatrol.net"
"104.237.132.226","coronarelieffunds.com","malwarepatrol.net"
"104.156.251.136","coronapoker.club","malwarepatrol.net"
"107.180.46.246","corona-newyork.com","malwarepatrol.net"
"5.189.165.217","coronamovies.net","malwarepatrol.net"
"78.47.49.163","coronamagetan.com","malwarepatrol.net"
"198.187.31.227","coronalivecase.com","malwarepatrol.net"
"148.251.96.38","coronaliterature.net","malwarepatrol.net"
"217.160.223.27","coronalift.com","malwarepatrol.net"
"212.90.148.120","corona-job.com","malwarepatrol.net"
"162.241.218.226","coronadisinfectionservice.com","malwarepatrol.net"
"81.169.129.111","coronaclubbing.com","malwarepatrol.net"
"52.200.245.212","coronacastlive.com","malwarepatrol.net"
"160.153.177.4","coronabakiye.com","malwarepatrol.net"
"192.254.184.246","coronaabc.com","malwarepatrol.net"
"50.116.6.179","corona-20.com","malwarepatrol.net"
"162.215.241.56","corona19india.com","malwarepatrol.net"
"107.180.4.20","corona19diy.com","malwarepatrol.net"
"66.96.132.84","coraandthecorona.com","malwarepatrol.net"
"192.249.112.44","coolincorona.com","malwarepatrol.net"
"198.54.116.175","combatcovid19.life","malwarepatrol.net"
"172.104.133.47","cocoronazon.com","malwarepatrol.net"
"89.46.109.54","classcovid19.com","malwarepatrol.net"
"128.199.251.99","cambodia-covid.com","malwarepatrol.net"
"23.226.129.98","c4corona.com","malwarepatrol.net"
"51.89.20.191","bezcovid.com","malwarepatrol.net"
"212.113.150.183","bdcovid-19.com","malwarepatrol.net"
"155.254.17.167","az-covid.com","malwarepatrol.net"
"81.88.48.113","avvocato-coronavirus.com","malwarepatrol.net"
"104.24.117.117","autodenunciacovid.com","malwarepatrol.net"
"104.24.116.117","autodenunciacovid.com","malwarepatrol.net"
"90.169.221.2","askcovid.com","malwarepatrol.net"
"64.37.52.52","ajutorcovid19.net","malwarepatrol.net"
"217.160.223.75","zeit-nach-corona.com","malwarepatrol.net"
"84.38.184.48","zapcovid-19.com","malwarepatrol.net"
"52.216.78.115","zambia-covid19.com","malwarepatrol.net"
"103.207.116.172","wuhanyouka.com","malwarepatrol.net"
"192.254.186.151","worldcovid-19forum.com","malwarepatrol.net"
"13.127.217.55","worldcoronalive.com","malwarepatrol.net"
"192.64.119.253","wecucorona.net","malwarepatrol.net"
"104.27.187.245","tratamentocoronavirus.com","malwarepatrol.net"
"104.27.186.245","tratamentocoronavirus.com","malwarepatrol.net"
"35.170.45.92","tncoronaspeak.com","malwarepatrol.net"
"13.227.74.47","theuscovidtracker.com","malwarepatrol.net"
"89.221.213.82","therapycovid19.com","malwarepatrol.net"
"104.31.67.117","thepandemicnews.com","malwarepatrol.net"
"104.31.66.117","thepandemicnews.com","malwarepatrol.net"
"192.185.16.57","thepandemichub.com","malwarepatrol.net"
"64.90.42.108","theheroesofcovid19.com","malwarepatrol.net"
"45.77.189.184","thecovidmemorial.com","malwarepatrol.net"
"162.255.84.153","thecovid-19project.com","malwarepatrol.net"
"15.206.80.99","thecoronawarrior.com","malwarepatrol.net"
"151.101.53.211","thecoronavirussucks.com","malwarepatrol.net"
"96.125.169.36","thecoronaupdates.com","malwarepatrol.net"
"192.185.4.108","thecoronasanction.com","malwarepatrol.net"
"68.65.120.91","test-covid-19-a-domicile.com","malwarepatrol.net"
"104.18.39.240","testcorona.today","malwarepatrol.net"
"104.18.38.240","testcorona.today","malwarepatrol.net"
"104.31.82.31","testcoronarisk.com","malwarepatrol.net"
"104.31.83.31","testcoronarisk.com","malwarepatrol.net"
"75.119.205.229","talkcoronatome.com","malwarepatrol.net"
"192.185.16.198","takeoncovid.com","malwarepatrol.net"
"13.227.74.117","swisscovid.com","malwarepatrol.net"
"66.33.208.143","studentsagainstcovid.com","malwarepatrol.net"
"109.234.160.16","stopcovid19.today","malwarepatrol.net"
"148.251.36.96","status-corona.com","malwarepatrol.net"
"107.180.24.253","staffnewscovid.com","malwarepatrol.net"
"45.77.44.31","soscovid19fight.com","malwarepatrol.net"
"35.209.31.77","solutioncorona.com","malwarepatrol.net"
"104.27.152.19","smcoronavirusinsights.com","malwarepatrol.net"
"104.27.153.19","smcoronavirusinsights.com","malwarepatrol.net"
"107.180.38.104","scarsin-covid.com","malwarepatrol.net"
"34.89.103.0","sacovid.com","malwarepatrol.net"
"160.153.129.233","saberviewcorona.com","malwarepatrol.net"
"3.122.157.54","real-corona-stats.com","malwarepatrol.net"
"107.180.51.105","proyectoproteccioncoronavirus.com","malwarepatrol.net"
"172.104.237.133","proteggitidalcovid.com","malwarepatrol.net"
"52.219.73.182","phonecovidtest.com","malwarepatrol.net"
"185.237.144.159","pedulicovid19.com","malwarepatrol.net"
"173.236.252.203","pandemicworkouts.com","malwarepatrol.net"
"104.18.108.36","pandemicsurvival2020.com","malwarepatrol.net"
"132.148.226.142","pandemicpantryblog.com","malwarepatrol.net"
"69.163.167.14","pandemic-express.com","malwarepatrol.net"
"173.254.88.147","pandemic-chic.com","malwarepatrol.net"
"104.27.175.77","onestopcovid.com","malwarepatrol.net"
"104.27.174.77","onestopcovid.com","malwarepatrol.net"
"144.217.72.101","onecovid19.com","malwarepatrol.net"
"104.27.181.100","n95coronavirusmaskforsale.com","malwarepatrol.net"
"104.27.180.100","n95coronavirusmaskforsale.com","malwarepatrol.net"
"54.173.90.219","medicalmasksforcoronavirus.com","malwarepatrol.net"
"104.28.28.28","map-covid19.net","malwarepatrol.net"
"104.28.29.28","map-covid19.net","malwarepatrol.net"
"46.4.46.100","mafia-corona.net","malwarepatrol.net"
"104.31.80.20","livecovid19map.com","malwarepatrol.net"
"104.31.81.20","livecovid19map.com","malwarepatrol.net"
"88.99.77.126","live-covid-19.com","malwarepatrol.net"
"52.216.162.234","livecorona.net","malwarepatrol.net"
"34.93.190.206","latestcorona.com","malwarepatrol.net"
"81.88.52.56","lamoreaitempidellacovid-19.com","malwarepatrol.net"
"104.27.143.2","lagoswillbeatcorona.com","malwarepatrol.net"
"104.27.142.2","lagoswillbeatcorona.com","malwarepatrol.net"
"104.27.138.68","kickingcovid.net","malwarepatrol.net"
"104.27.139.68","kickingcovid.net","malwarepatrol.net"
"192.245.157.71","justcovidthings.com","malwarepatrol.net"
"76.80.110.82","jailfreepasscovid19.com","malwarepatrol.net"
"166.62.77.132","isurvivedwuhanflu.com","malwarepatrol.net"
"75.119.204.239","isthepandemicover.net","malwarepatrol.net"
"104.28.15.23","insidecorona.net","malwarepatrol.net"
"104.28.14.23","insidecorona.net","malwarepatrol.net"
"104.18.43.137","hotworkforce-covid19.com","malwarepatrol.net"
"104.18.42.137","hotworkforce-covid19.com","malwarepatrol.net"
"161.117.236.58","hmrc-refund-covid-19.com","malwarepatrol.net"
"3.136.1.237","highmark-covid.com","malwarepatrol.net"
"104.31.66.21","help-to-coronavirus.com","malwarepatrol.net"
"104.31.67.21","help-to-coronavirus.com","malwarepatrol.net"
"77.72.1.15","helpforcoronacrisis.com","malwarepatrol.net"
"108.170.27.202","gocoronagoo.com","malwarepatrol.net"
"167.99.54.10","ghanacovid19fund.com","malwarepatrol.net"
"35.208.27.183","gastoncovid.com","malwarepatrol.net"
"104.27.145.119","followthepandemic.com","malwarepatrol.net"
"104.27.144.119","followthepandemic.com","malwarepatrol.net"
"54.193.203.160","examencoronavirus.net","malwarepatrol.net"
"192.185.225.9","djsforcovid19.com","malwarepatrol.net"
"46.252.149.99","dispositivianticovid.com","malwarepatrol.net"
"207.244.100.241","disinfectantscoronavirus.com","malwarepatrol.net"
"207.244.100.248","disinfectants-coronavirus.com","malwarepatrol.net"
"193.214.208.180","did5gcausecoronavirus.com","malwarepatrol.net"
"35.241.58.75","dev-covidmapportal.com","malwarepatrol.net"
"198.136.62.125","despidoscovid19.com","malwarepatrol.net"
"162.241.224.143","delcoronavirus.com","malwarepatrol.net"
"35.202.151.76","datacorona.net","malwarepatrol.net"
"184.154.14.43","covidzip.com","malwarepatrol.net"
"104.24.112.103","covidview.com","malwarepatrol.net"
"104.24.113.103","covidview.com","malwarepatrol.net"
"104.27.173.88","covidua.com","malwarepatrol.net"
"104.27.172.88","covidua.com","malwarepatrol.net"
"104.27.133.106","covidtaped.com","malwarepatrol.net"
"104.27.132.106","covidtaped.com","malwarepatrol.net"
"52.70.249.69","covidstoreonline.com","malwarepatrol.net"
"199.192.24.80","covidstatetesting.net","malwarepatrol.net"
"132.148.193.139","covidsonly.com","malwarepatrol.net"
"91.210.232.75","covid-screen.com","malwarepatrol.net"
"52.216.169.106","covidscantest.com","malwarepatrol.net"
"107.180.41.44","covidranking.com","malwarepatrol.net"
"52.173.249.137","covidranger.com","malwarepatrol.net"
"107.180.44.135","covidqc.com","malwarepatrol.net"
"104.198.4.125","covidpui.com","malwarepatrol.net"
"13.227.74.51","covidplots.com","malwarepatrol.net"
"52.219.73.74","covidphonetest.com","malwarepatrol.net"
"104.27.183.197","covidmy.com","malwarepatrol.net"
"104.27.182.197","covidmy.com","malwarepatrol.net"
"104.31.67.168","covidmolise.com","malwarepatrol.net"
"104.31.66.168","covidmolise.com","malwarepatrol.net"
"34.107.171.91","covidmapportal.com","malwarepatrol.net"
"132.148.100.22","covidhotspot.com","malwarepatrol.net"
"104.28.21.102","covidfund.world","malwarepatrol.net"
"104.28.20.102","covidfund.world","malwarepatrol.net"
"199.250.192.229","covidfirings.com","malwarepatrol.net"
"104.28.23.108","covidfinders.com","malwarepatrol.net"
"104.28.22.108","covidfinders.com","malwarepatrol.net"
"70.32.23.44","covid-equip.com","malwarepatrol.net"
"35.208.173.238","coviddonate.net","malwarepatrol.net"
"35.203.169.121","covidcrisiscenter.com","malwarepatrol.net"
"64.111.117.8","covidcorporateresponsibility.com","malwarepatrol.net"
"46.4.199.254","covidcheckbot.com","malwarepatrol.net"
"104.28.23.230","covidbyregion.com","malwarepatrol.net"
"104.28.22.230","covidbyregion.com","malwarepatrol.net"
"79.137.66.93","covidapp.net","malwarepatrol.net"
"104.26.8.211","covid-action.net","malwarepatrol.net"
"104.26.9.211","covid-action.net","malwarepatrol.net"
"104.18.44.168","covid234.com","malwarepatrol.net"
"104.18.45.168","covid234.com","malwarepatrol.net"
"174.138.187.18","covid-19vpn.com","malwarepatrol.net"
"181.214.31.148","covid-19-testingkit.com","malwarepatrol.net"
"52.22.246.63","covid19survivalguidemn.com","malwarepatrol.net"
"162.255.119.191","covid19southasia.com","malwarepatrol.net"
"146.88.237.7","covid19-serologie.com","malwarepatrol.net"
"161.35.40.25","covid19-scams.com","malwarepatrol.net"
"102.133.154.32","covid19sa.life","malwarepatrol.net"
"199.188.200.110","covid-19publisher.com","malwarepatrol.net"
"52.43.246.161","covid19oz.com","malwarepatrol.net"
"18.219.73.244","covid19open.com","malwarepatrol.net"
"3.8.13.130","covid19networktracker.com","malwarepatrol.net"
"104.27.175.2","covid19naija.com","malwarepatrol.net"
"104.27.174.2","covid19naija.com","malwarepatrol.net"
"104.27.176.133","covid19-market.com","malwarepatrol.net"
"104.27.177.133","covid19-market.com","malwarepatrol.net"
"198.38.82.73","covid19look.com","malwarepatrol.net"
"66.96.132.21","covid19items.com","malwarepatrol.net"
"162.241.175.55","covid19inkenya.com","malwarepatrol.net"
"104.27.140.211","covid19emergencydentists.com","malwarepatrol.net"
"104.27.141.211","covid19emergencydentists.com","malwarepatrol.net"
"104.18.35.101","covid19elsalvador.com","malwarepatrol.net"
"104.18.34.101","covid19elsalvador.com","malwarepatrol.net"
"104.22.25.243","covid19-elsalvador.com","malwarepatrol.net"
"104.22.24.243","covid19-elsalvador.com","malwarepatrol.net"
"162.144.181.142","covid19ec.com","malwarepatrol.net"
"98.207.239.17","covid19donation.net","malwarepatrol.net"
"192.254.186.194","covid19donate.net","malwarepatrol.net"
"54.177.150.127","covid19coronainfo.com","malwarepatrol.net"
"104.31.83.226","covid19checker.club","malwarepatrol.net"
"104.31.82.226","covid19checker.club","malwarepatrol.net"
"192.254.253.45","covid-19businessfunding.com","malwarepatrol.net"
"217.26.54.12","covid19bankruptcies.com","malwarepatrol.net"
"76.74.235.170","covid19affectedfinder.com","malwarepatrol.net"
"162.144.215.168","covid19accion.com","malwarepatrol.net"
"207.180.232.16","coronaww.com","malwarepatrol.net"
"97.74.55.1","coronavirusvirtualconference.com","malwarepatrol.net"
"188.126.83.44","covid19jobsboard.com","malwarepatrol.net"
"104.28.11.5","covid19iscancelled.com","malwarepatrol.net"
"104.28.10.5","covid19iscancelled.com","malwarepatrol.net"
"51.79.99.106","covid19innigeria.com","malwarepatrol.net"
"51.38.120.124","covid19-infor.net","malwarepatrol.net"
"66.96.161.137","covid19index.com","malwarepatrol.net"
"104.31.90.219","covid19-formation.com","malwarepatrol.net"
"104.31.91.219","covid19-formation.com","malwarepatrol.net"
"100.27.45.4","covid-19-faces.com","malwarepatrol.net"
"185.21.102.89","covid19exit.com","malwarepatrol.net"
"34.196.225.226","covid19encdmx.com","malwarepatrol.net"
"104.27.135.85","covid19elearning.com","malwarepatrol.net"
"104.27.134.85","covid19elearning.com","malwarepatrol.net"
"104.27.133.4","covid19-elearning.com","malwarepatrol.net"
