Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor
Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,tonnes,kg CO2e,Propane tonnes,2997.55000
Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,tonnes,kg CH4,Propane tonnes,2.31000
Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,tonnes,kg CO2,Propane tonnes,2993.40000
Scope 1,Fuels,Gaseous fuels,Propane,,Tonnes,tonnes,tonnes,kg N2O,Propane tonnes,1.85000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation spirit kWh (Gross CV),0.24375
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation spirit kWh (Gross CV),0.00269
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation spirit kWh (Gross CV),0.23878
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation spirit kWh (Gross CV),0.00228
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation spirit kWh (Net CV),0.25658
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation spirit kWh (Net CV),0.00284
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation spirit kWh (Net CV),0.25135
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation spirit kWh (Net CV),0.00239
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg CO2e,Aviation spirit litres,2.33048
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg CH4,Aviation spirit litres,0.02576
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg CO2,Aviation spirit litres,2.28297
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Volume,litres,litres,kg N2O,Aviation spirit litres,0.02175
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg CO2e,Aviation spirit tonnes,3192.76000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg CH4,Aviation spirit tonnes,35.29000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg CO2,Aviation spirit tonnes,3127.67000
Scope 1,Fuels,Liquid fuels,Aviation spirit,,Tonnes,tonnes,tonnes,kg N2O,Aviation spirit tonnes,29.80000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Aviation turbine fuel kWh (Gross CV),0.24782
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Aviation turbine fuel kWh (Gross CV),0.00015
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Aviation turbine fuel kWh (Gross CV),0.24535
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Aviation turbine fuel kWh (Gross CV),0.00232
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Aviation turbine fuel kWh (Net CV),0.26086
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Aviation turbine fuel kWh (Net CV),0.00016
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Aviation turbine fuel kWh (Net CV),0.25826
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Aviation turbine fuel kWh (Net CV),0.00244
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg CO2e,Aviation turbine fuel litres,2.54514
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg CH4,Aviation turbine fuel litres,0.00157
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg CO2,Aviation turbine fuel litres,2.51973
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Volume,litres,litres,kg N2O,Aviation turbine fuel litres,0.02384
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg CO2e,Aviation turbine fuel tonnes,3181.43000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg CH4,Aviation turbine fuel tonnes,1.96000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg CO2,Aviation turbine fuel tonnes,3149.67000
Scope 1,Fuels,Liquid fuels,Aviation turbine fuel,,Tonnes,tonnes,tonnes,kg N2O,Aviation turbine fuel tonnes,29.80000
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Burning oil kWh (Gross CV),0.24677
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Burning oil kWh (Gross CV),0.00059
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Burning oil kWh (Gross CV),0.24557
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Burning oil kWh (Gross CV),0.00061
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Burning oil kWh (Net CV),0.25975
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Burning oil kWh (Net CV),0.00062
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Burning oil kWh (Net CV),0.25849
Scope 1,Fuels,Liquid fuels,Burning oil,,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Burning oil kWh (Net CV),0.00064
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg CO2e,Burning oil litres,2.54014
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg CH4,Burning oil litres,0.00602
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg CO2,Burning oil litres,2.52782
Scope 1,Fuels,Liquid fuels,Burning oil,,Volume,litres,litres,kg N2O,Burning oil litres,0.00629
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg CO2e,Burning oil tonnes,3165.01000
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg CH4,Burning oil tonnes,7.50000
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg CO2,Burning oil tonnes,3149.67000
Scope 1,Fuels,Liquid fuels,Burning oil,,Tonnes,tonnes,tonnes,kg N2O,Burning oil tonnes,7.84000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (average biofuel blend) kWh (Gross CV),0.23686
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (average biofuel blend) kWh (Gross CV),0.00002
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (average biofuel blend) kWh (Gross CV),0.23335
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (average biofuel blend) kWh (Gross CV),0.00349
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (average biofuel blend) kWh (Net CV),0.25165
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (average biofuel blend) kWh (Net CV),0.00003
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (average biofuel blend) kWh (Net CV),0.24792
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (average biofuel blend) kWh (Net CV),0.00371
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg CO2e,Diesel (average biofuel blend) litres,2.51233
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg CH4,Diesel (average biofuel blend) litres,0.00026
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg CO2,Diesel (average biofuel blend) litres,2.47507
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Volume,litres,litres,kg N2O,Diesel (average biofuel blend) litres,0.03700
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg CO2e,Diesel (average biofuel blend) tonnes,2969.07000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg CH4,Diesel (average biofuel blend) tonnes,0.31000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg CO2,Diesel (average biofuel blend) tonnes,2925.03000
Scope 1,Fuels,Liquid fuels,Diesel (average biofuel blend),,Tonnes,tonnes,tonnes,kg N2O,Diesel (average biofuel blend) tonnes,43.73000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Diesel (100% mineral diesel) kWh (Gross CV),0.25338
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Diesel (100% mineral diesel) kWh (Gross CV),0.00002
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Diesel (100% mineral diesel) kWh (Gross CV),0.24987
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Diesel (100% mineral diesel) kWh (Gross CV),0.00348
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg CO2e,Diesel (100% mineral diesel) kWh (Net CV),0.26955
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg CH4,Diesel (100% mineral diesel) kWh (Net CV),0.00003
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg CO2,Diesel (100% mineral diesel) kWh (Net CV),0.26582
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Energy - Net CV,kWh,kWh (Net CV),kg N2O,Diesel (100% mineral diesel) kWh (Net CV),0.00371
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg CO2e,Diesel (100% mineral diesel) litres,2.70553
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg CH4,Diesel (100% mineral diesel) litres,0.00026
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg CO2,Diesel (100% mineral diesel) litres,2.66807
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Volume,litres,litres,kg N2O,Diesel (100% mineral diesel) litres,0.03720
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg CO2e,Diesel (100% mineral diesel) tonnes,3208.76000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg CH4,Diesel (100% mineral diesel) tonnes,0.31000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg CO2,Diesel (100% mineral diesel) tonnes,3164.33000
Scope 1,Fuels,Liquid fuels,Diesel (100% mineral diesel),,Tonnes,tonnes,tonnes,kg N2O,Diesel (100% mineral diesel) tonnes,44.12000
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2e,Fuel oil kWh (Gross CV),0.26815
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CH4,Fuel oil kWh (Gross CV),0.00040
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg CO2,Fuel oil kWh (Gross CV),0.26709
Scope 1,Fuels,Liquid fuels,Fuel oil,,Energy - Gross CV,kWh,kWh (Gross CV),kg N2O,Fuel oil kWh (Gross CV),0.00067
