Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor
Scope 2,UK electricity for Evs,Cars (by market segment),Supermini,,Battery Electric Vehicle,km,km,kg N2O,Supermini km,0.00027
Scope 2,UK electricity for Evs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0.06825
Scope 2,UK electricity for Evs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,miles,kg CH4,Supermini miles,0.00026
Scope 2,UK electricity for Evs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,miles,kg CO2,Supermini miles,0.06755
Scope 2,UK electricity for Evs,Cars (by market segment),Supermini,,Battery Electric Vehicle,miles,miles,kg N2O,Supermini miles,0.00044
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Lower medium km,0.01965
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Lower medium km,0.00007
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Lower medium km,0.01945
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Lower medium km,0.00013
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Lower medium miles,0.03163
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Lower medium miles,0.00012
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Lower medium miles,0.03131
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Lower medium miles,0.00020
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,km,kg CO2e,Lower medium km,0.04828
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,km,kg CH4,Lower medium km,0.00018
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,km,kg CO2,Lower medium km,0.04779
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,km,km,kg N2O,Lower medium km,0.00031
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,miles,kg CO2e,Lower medium miles,0.07771
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,miles,kg CH4,Lower medium miles,0.00029
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,miles,kg CO2,Lower medium miles,0.07692
Scope 2,UK electricity for Evs,Cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,miles,kg N2O,Lower medium miles,0.00050
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Upper medium km,0.01986
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Upper medium km,0.00007
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Upper medium km,0.01966
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Upper medium km,0.00013
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Upper medium miles,0.03197
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Upper medium miles,0.00012
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Upper medium miles,0.03164
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Upper medium miles,0.00021
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,km,kg CO2e,Upper medium km,0.03567
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,km,kg CH4,Upper medium km,0.00013
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,km,kg CO2,Upper medium km,0.03531
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,km,kg N2O,Upper medium km,0.00023
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,miles,kg CO2e,Upper medium miles,0.05741
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,miles,kg CH4,Upper medium miles,0.00022
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,miles,kg CO2,Upper medium miles,0.05682
Scope 2,UK electricity for Evs,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,miles,kg N2O,Upper medium miles,0.00037
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Executive km,0.02032
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Executive km,0.00008
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Executive km,0.02011
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Executive km,0.00013
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Executive miles,0.03269
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Executive miles,0.00012
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Executive miles,0.03236
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Executive miles,0.00021
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,km,km,kg CO2e,Executive km,0.04706
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,km,km,kg CH4,Executive km,0.00018
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,km,km,kg CO2,Executive km,0.04658
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,km,km,kg N2O,Executive km,0.00030
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,miles,kg CO2e,Executive miles,0.07573
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,miles,kg CH4,Executive miles,0.00028
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,miles,kg CO2,Executive miles,0.07496
Scope 2,UK electricity for Evs,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,miles,kg N2O,Executive miles,0.00049
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Luxury km,0.02263
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Luxury km,0.00008
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Luxury km,0.02240
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Luxury km,0.00015
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Luxury miles,0.03642
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Luxury miles,0.00014
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Luxury miles,0.03605
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Luxury miles,0.00023
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,km,kg CO2e,Luxury km,0.05496
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,km,kg CH4,Luxury km,0.00021
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,km,kg CO2,Luxury km,0.05440
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,km,kg N2O,Luxury km,0.00035
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,miles,kg CO2e,Luxury miles,0.08845
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,miles,kg CH4,Luxury miles,0.00033
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,miles,kg CO2,Luxury miles,0.08755
Scope 2,UK electricity for Evs,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,miles,kg N2O,Luxury miles,0.00057
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Sports km,0.01685
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Sports km,0.00006
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Sports km,0.01668
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Sports km,0.00011
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.02711
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Sports miles,0.00010
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Sports miles,0.02684
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Sports miles,0.00017
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,km,km,kg CO2e,Sports km,0.06866
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,km,km,kg CH4,Sports km,0.00026
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,km,km,kg CO2,Sports km,0.06796
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,km,km,kg N2O,Sports km,0.00044
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.11050
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,miles,kg CH4,Sports miles,0.00041
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,miles,kg CO2,Sports miles,0.10938
Scope 2,UK electricity for Evs,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,miles,kg N2O,Sports miles,0.00071
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.02771
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Dual purpose 4X4 km,0.00010
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Dual purpose 4X4 km,0.02743
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Dual purpose 4X4 km,0.00018
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.04461
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Dual purpose 4X4 miles,0.00017
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Dual purpose 4X4 miles,0.04415
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00029
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.06263
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,km,kg CH4,Dual purpose 4X4 km,0.00023
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,km,kg CO2,Dual purpose 4X4 km,0.06200
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,km,kg N2O,Dual purpose 4X4 km,0.00040
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.10081
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,miles,kg CH4,Dual purpose 4X4 miles,0.00038
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,miles,kg CO2,Dual purpose 4X4 miles,0.09978
Scope 2,UK electricity for Evs,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,miles,kg N2O,Dual purpose 4X4 miles,0.00065
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,MPV km,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,MPV km,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,MPV km,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,MPV km,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,MPV miles,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,MPV miles,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,MPV miles,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,MPV miles,
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,km,km,kg CO2e,MPV km,0.06346
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,km,km,kg CH4,MPV km,0.00024
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,km,km,kg CO2,MPV km,0.06281
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,km,km,kg N2O,MPV km,0.00041
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,miles,kg CO2e,MPV miles,0.10212
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,miles,kg CH4,MPV miles,0.00038
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,miles,kg CO2,MPV miles,0.10108
Scope 2,UK electricity for Evs,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,miles,kg N2O,MPV miles,0.00066
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Small car km,0.03057
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Small car km,0.00011
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Small car km,0.03026
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Small car km,0.00020
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Small car miles,0.04920
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Small car miles,0.00018
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Small car miles,0.04870
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Small car miles,0.00032
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,km,km,kg CO2e,Small car km,0.04195
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,km,km,kg CH4,Small car km,0.00016
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,km,km,kg CO2,Small car km,0.04152
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,km,km,kg N2O,Small car km,0.00027
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,miles,miles,kg CO2e,Small car miles,0.06750
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,miles,miles,kg CH4,Small car miles,0.00025
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,miles,miles,kg CO2,Small car miles,0.06682
Scope 2,UK electricity for Evs,Cars (by size),Small car,,Battery Electric Vehicle,miles,miles,kg N2O,Small car miles,0.00043
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Medium car km,0.01977
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Medium car km,0.00007
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Medium car km,0.01957
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Medium car km,0.00013
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Medium car miles,0.03181
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Medium car miles,0.00012
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Medium car miles,0.03149
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Medium car miles,0.00020
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,km,km,kg CO2e,Medium car km,0.04826
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,km,km,kg CH4,Medium car km,0.00018
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,km,km,kg CO2,Medium car km,0.04777
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,km,km,kg N2O,Medium car km,0.00031
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,miles,miles,kg CO2e,Medium car miles,0.07767
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,miles,miles,kg CH4,Medium car miles,0.00029
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,miles,miles,kg CO2,Medium car miles,0.07688
Scope 2,UK electricity for Evs,Cars (by size),Medium car,,Battery Electric Vehicle,miles,miles,kg N2O,Medium car miles,0.00050
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Large car km,0.02590
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Large car km,0.00010
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Large car km,0.02563
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Large car km,0.00017
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Large car miles,0.04168
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Large car miles,0.00016
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Large car miles,0.04125
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Large car miles,0.00027
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,km,km,kg CO2e,Large car km,0.05573
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,km,km,kg CH4,Large car km,0.00021
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,km,km,kg CO2,Large car km,0.05516
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,km,km,kg N2O,Large car km,0.00036
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,miles,miles,kg CO2e,Large car miles,0.08969
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,miles,miles,kg CH4,Large car miles,0.00034
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,miles,miles,kg CO2,Large car miles,0.08877
Scope 2,UK electricity for Evs,Cars (by size),Large car,,Battery Electric Vehicle,miles,miles,kg N2O,Large car miles,0.00058
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Average car km,0.02383
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Average car km,0.00009
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Average car km,0.02359
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Average car km,0.00015
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Average car miles,0.03835
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Average car miles,0.00014
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Average car miles,0.03796
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Average car miles,0.00025
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,km,km,kg CO2e,Average car km,0.05031
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,km,km,kg CH4,Average car km,0.00019
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,km,km,kg CO2,Average car km,0.04980
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,km,km,kg N2O,Average car km,0.00032
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,miles,miles,kg CO2e,Average car miles,0.08097
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,miles,miles,kg CH4,Average car miles,0.00030
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,miles,miles,kg CO2,Average car miles,0.08015
Scope 2,UK electricity for Evs,Cars (by size),Average car,,Battery Electric Vehicle,miles,miles,kg N2O,Average car miles,0.00052
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Class I (up to 1.305 tonnes) km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,km,km,kg CH4,Class I (up to 1.305 tonnes) km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,km,km,kg CO2,Class I (up to 1.305 tonnes) km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,km,km,kg N2O,Class I (up to 1.305 tonnes) km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Class I (up to 1.305 tonnes) miles,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,miles,miles,kg CH4,Class I (up to 1.305 tonnes) miles,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2,Class I (up to 1.305 tonnes) miles,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,miles,miles,kg N2O,Class I (up to 1.305 tonnes) miles,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,tonne.km,kg CO2e,Class I (up to 1.305 tonnes) tonne.km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,tonne.km,kg CH4,Class I (up to 1.305 tonnes) tonne.km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,tonne.km,kg CO2,Class I (up to 1.305 tonnes) tonne.km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Plug-in Hybrid Electric Vehicle,tonne.km,tonne.km,kg N2O,Class I (up to 1.305 tonnes) tonne.km,
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,km,kg CO2e,Class I (up to 1.305 tonnes) km,0.03634
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,km,kg CH4,Class I (up to 1.305 tonnes) km,0.00014
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,km,kg CO2,Class I (up to 1.305 tonnes) km,0.03597
Scope 2,UK electricity for Evs,Vans,Class I (up to 1.305 tonnes),,Battery Electric Vehicle,km,km,kg N2O,Class I (up to 1.305 tonnes) km,0.00023
