Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM,GHG,GHG Conversion Factor,Comments
Scope 1,Fuels,Liquid fuels,Waste oils,,Energy - Net CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Energy - Net CV,tonnes,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Energy - Net CV,tonnes,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Energy - Net CV,tonnes,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,cubic metres,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,cubic metres,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,cubic metres,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,cubic metres,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,kWh,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,kWh,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,kWh,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,litres,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,litres,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,litres,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,tonnes,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,tonnes,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Volume,tonnes,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,cubic metres,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,cubic metres,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,cubic metres,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,cubic metres,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,kWh,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,kWh,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,kWh,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,litres,CH4,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,litres,CO2,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,litres,N2O,N/A,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,tonnes,All Gases (CO2e),3181.875158,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,tonnes,CH4,2.73,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,tonnes,CO2,3171.085158,
Scope 1,Fuels,Liquid fuels,Waste oils,,Tonnes,tonnes,N2O,8.06,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,kWh,All Gases (CO2e),0.315905361,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,kWh,CH4,0.000184268,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,kWh,CO2,0.309432267,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,kWh,N2O,0.006288827,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Gross CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,kWh,All Gases (CO2e),0.332531959,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,kWh,CH4,0.000193966,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,kWh,CO2,0.325718176,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,kWh,N2O,0.006619818,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Energy - Net CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Volume,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,tonnes,All Gases (CO2e),2356.621772,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,tonnes,CH4,1.374616768,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,tonnes,CO2,2308.333148,
Scope 1,Fuels,Solid fuels,Coal (industrial),,Tonnes,tonnes,N2O,46.91400745,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,kWh,All Gases (CO2e),0.311042271,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,kWh,CH4,0.000057753,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,kWh,CO2,0.308302398,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,kWh,N2O,0.00268212,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Gross CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,kWh,All Gases (CO2e),0.327412916,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,kWh,CH4,6.08E-05,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,kWh,CO2,0.32452884,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,kWh,N2O,0.002823284,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Energy - Net CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Volume,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,tonnes,All Gases (CO2e),2262.009607,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,tonnes,CH4,0.42,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,tonnes,CO2,2242.084283,
Scope 1,Fuels,Solid fuels,Coal (electricity generation),,Tonnes,tonnes,N2O,19.505324,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,kWh,All Gases (CO2e),0.339658963,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,kWh,CH4,0.039337911,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,kWh,CO2,0.295819868,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,kWh,N2O,0.004501184,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Gross CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,kWh,All Gases (CO2e),0.357535751,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,kWh,CH4,0.041408328,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,kWh,CO2,0.311389334,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,kWh,N2O,0.004738089,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Energy - Net CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Volume,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,tonnes,All Gases (CO2e),2846.759173,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,tonnes,CH4,329.7,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,tonnes,CO2,2479.333723,
Scope 1,Fuels,Solid fuels,Coal (domestic),,Tonnes,tonnes,N2O,37.72545,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,kWh,All Gases (CO2e),0.351424351,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,kWh,CH4,0.002963679,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,kWh,CO2,0.340437298,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,kWh,N2O,0.008023374,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Gross CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,kWh,All Gases (CO2e),0.36992037,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,kWh,CH4,0.003119662,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,kWh,CO2,0.358355051,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,kWh,N2O,0.008445657,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Energy - Net CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Volume,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,tonnes,All Gases (CO2e),3107.056683,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,tonnes,CH4,26.20284606,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,tonnes,CO2,3009.916586,
Scope 1,Fuels,Solid fuels,Coking coal,,Tonnes,tonnes,N2O,70.93725073,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,kWh,All Gases (CO2e),0.345428585,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,kWh,CH4,0.0002268,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,kWh,CO2,0.336920161,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,kWh,N2O,0.008281624,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Gross CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,kWh,All Gases (CO2e),0.363609037,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,kWh,CH4,0.000238737,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,kWh,CO2,0.354652801,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,kWh,N2O,0.008717499,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Energy - Net CV,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,tonnes,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,tonnes,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,tonnes,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Volume,tonnes,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,kWh,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,kWh,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,kWh,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,kWh,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,litres,CO2,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,litres,N2O,N/A,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,tonnes,All Gases (CO2e),3431.257281,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,tonnes,CH4,2.25288,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,tonnes,CO2,3346.740265,
Scope 1,Fuels,Solid fuels,Petroleum coke,,Tonnes,tonnes,N2O,82.26413604,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,kWh,All Gases (CO2e),0.321457858,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,kWh,CH4,5.97E-05,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,kWh,CO2,0.318626238,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,kWh,N2O,0.002771933,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,litres,All Gases (CO2e),N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,litres,CH4,N/A,
Scope 1,Fuels,Solid fuels,Coal (electricity generation - home produced coal only),,Energy - Gross CV,litres,CO2,N/A,
