Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM,GHG,GHG Conversion Factor
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.19113
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00082
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg CO2e,0.06458
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg CH4,0.00011
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg CO2,0.06409
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,km,kg N2O,0.00038
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg CO2e,0.10393
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg CH4,0.00018
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg CO2,0.10314
Scope 3,Business travel- land,Cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,kg N2O,0.00061
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,km,kg CO2e,0.18515
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,km,kg CO2,0.18328
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,miles,kg CO2e,0.29798
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,miles,kg CH4,0.00002
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,miles,kg CO2,0.29496
Scope 3,Business travel- land,Cars (by market segment),Executive,,Diesel,miles,kg N2O,0.003
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,km,kg CO2e,0.24112
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,km,kg CO2,0.24029
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,miles,kg CO2e,0.38802
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,miles,kg CH4,0.00057
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,miles,kg CO2,0.3867
Scope 3,Business travel- land,Cars (by market segment),Executive,,Petrol,miles,kg N2O,0.00075
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,kg CO2e,0.20022
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,kg CH4,0.0001
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,kg CO2,0.19863
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,km,kg N2O,0.00149
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,kg CO2e,0.32222
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,kg CH4,0.00017
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,kg CO2,0.31966
Scope 3,Business travel- land,Cars (by market segment),Executive,,Unknown,miles,kg N2O,0.00239
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.13447
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00034
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.13366
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.21641
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00055
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.2151
Scope 3,Business travel- land,Cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00076
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg CO2e,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg CH4,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg CO2,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,km,kg N2O,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg CO2e,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg CH4,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg CO2,
Scope 3,Business travel- land,Cars (by market segment),Executive,,Battery Electric Vehicle,miles,kg N2O,
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,kg CO2e,0.2264
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,kg CO2,0.22453
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,kg CO2e,0.36436
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,kg CH4,0.00002
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,kg CO2,0.36134
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Diesel,miles,kg N2O,0.003
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,kg CO2e,0.33685
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,kg CO2,0.33602
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,kg CO2e,0.54209
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,kg CH4,0.00057
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,kg CO2,0.54077
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Petrol,miles,kg N2O,0.00075
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,kg CO2e,0.28313
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,kg CH4,0.00019
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,kg CO2,0.28179
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,km,kg N2O,0.00115
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,kg CO2e,0.45564
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,kg CH4,0.0003
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,kg CO2,0.45349
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Unknown,miles,kg N2O,0.00185
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.17741
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00046
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.17636
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00059
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.28551
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00074
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.28382
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00095
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg CO2e,0.09741
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg CH4,0.00017
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg CO2,0.09666
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,km,kg N2O,0.00058
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg CO2e,0.15677
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg CH4,0.00027
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg CO2,0.15556
Scope 3,Business travel- land,Cars (by market segment),Luxury,,Battery Electric Vehicle,miles,kg N2O,0.00093
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,kg CO2e,0.17539
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,kg CO2,0.17352
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,kg CO2e,0.28228
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,kg CH4,0.00002
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,kg CO2,0.27926
Scope 3,Business travel- land,Cars (by market segment),Sports,,Diesel,miles,kg N2O,0.003
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,kg CO2e,0.24621
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,kg CO2,0.24538
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,kg CO2e,0.39622
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,kg CH4,0.00057
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,kg CO2,0.3949
Scope 3,Business travel- land,Cars (by market segment),Sports,,Petrol,miles,kg N2O,0.00075
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,kg CO2e,0.23482
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,kg CH4,0.0003
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,kg CO2,0.23383
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,km,kg N2O,0.00069
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,kg CO2e,0.3779
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,kg CH4,0.00048
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,kg CO2,0.37631
Scope 3,Business travel- land,Cars (by market segment),Sports,,Unknown,miles,kg N2O,0.00111
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.13682
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.136
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00046
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.22019
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00058
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.21887
Scope 3,Business travel- land,Cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00074
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg CO2e,0.12432
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg CH4,0.00022
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg CO2,0.12336
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,km,kg N2O,0.00074
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg CO2e,0.20007
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg CH4,0.00035
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg CO2,0.19853
Scope 3,Business travel- land,Cars (by market segment),Sports,,Battery Electric Vehicle,miles,kg N2O,0.00119
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg CO2e,0.21965
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg CO2,0.21778
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg CO2e,0.3535
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg CH4,0.00002
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg CO2,0.35048
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Diesel,miles,kg N2O,0.003
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg CO2e,0.25199
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg CO2,0.25116
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg CO2e,0.40552
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg CH4,0.00057
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg CO2,0.4042
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Petrol,miles,kg N2O,0.00075
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg CO2e,0.22586
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg CH4,0.00008
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg CO2,0.22418
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,km,kg N2O,0.0016
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg CO2e,0.36348
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg CH4,0.00013
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg CO2,0.36078
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Unknown,miles,kg N2O,0.00257
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.1386
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00035
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.13774
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00051
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.22306
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00056
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.22167
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00082
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg CO2e,0.11144
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg CH4,0.0002
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg CO2,0.11058
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,kg N2O,0.00066
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg CO2e,0.17935
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg CH4,0.00032
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg CO2,0.17796
Scope 3,Business travel- land,Cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,kg N2O,0.00106
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,kg CO2e,0.18545
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,kg CO2,0.18358
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,kg CO2e,0.29846
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,kg CH4,0.00002
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,kg CO2,0.29544
Scope 3,Business travel- land,Cars (by market segment),MPV,,Diesel,miles,kg N2O,0.003
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,kg CO2e,0.20219
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,kg CO2,0.20136
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,kg CO2e,0.32538
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,kg CH4,0.00057
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,kg CO2,0.32406
Scope 3,Business travel- land,Cars (by market segment),MPV,,Petrol,miles,kg N2O,0.00075
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,kg CO2e,0.19078
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,kg CH4,0.00012
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,kg CO2,0.18924
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,km,kg N2O,0.00142
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,kg CO2e,0.30703
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,kg CH4,0.0002
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,kg CO2,0.30455
Scope 3,Business travel- land,Cars (by market segment),MPV,,Unknown,miles,kg N2O,0.00228
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,kg CH4,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,kg CO2,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,kg N2O,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,km,kg CO2e,0.08881
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,km,kg CH4,0.00016
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,km,kg CO2,0.08812
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,km,kg N2O,0.00053
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,kg CO2e,0.14293
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,kg CH4,0.00026
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,kg CO2,0.14182
Scope 3,Business travel- land,Cars (by market segment),MPV,,Battery Electric Vehicle,miles,kg N2O,0.00085
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,kg CO2e,0.14545
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,kg CO2,0.14358
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,kg CO2e,0.23409
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,kg CH4,0.00002
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,kg CO2,0.23107
Scope 3,Business travel- land,Cars (by size),Small car,,Diesel,miles,kg N2O,0.003
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,kg CO2e,0.15649
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,kg CH4,0.00036
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,kg CO2,0.15566
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,km,kg N2O,0.00047
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,kg CO2e,0.25184
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,kg CH4,0.00057
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,kg CO2,0.25052
Scope 3,Business travel- land,Cars (by size),Small car,,Petrol,miles,kg N2O,0.00075
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,kg CO2e,0.10973
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,kg CH4,0.00024
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,kg CO2,0.10855
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,km,kg N2O,0.00094
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,kg CO2e,0.17661
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,kg CH4,0.00039
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,kg CO2,0.1747
Scope 3,Business travel- land,Cars (by size),Small car,,Hybrid,miles,kg N2O,0.00152
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,kg CO2e,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,kg CH4,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,kg CO2,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,km,kg N2O,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,kg CO2e,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,kg CH4,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,kg CO2,
Scope 3,Business travel- land,Cars (by size),Small car,,CNG,miles,kg N2O,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,kg CO2e,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,kg CH4,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,kg CO2,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,km,kg N2O,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,kg CO2e,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,kg CH4,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,kg CO2,
Scope 3,Business travel- land,Cars (by size),Small car,,LPG,miles,kg N2O,
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,kg CO2e,0.15274
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,kg CH4,0.00024
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,kg CO2,0.15156
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,km,kg N2O,0.00094
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,kg CO2e,0.24582
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,kg CH4,0.00039
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,kg CO2,0.24391
Scope 3,Business travel- land,Cars (by size),Small car,,Unknown,miles,kg N2O,0.00152
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.0822
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,kg CH4,0.00018
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,kg CO2,0.08163
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,km,kg N2O,0.00039
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.13229
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,kg CH4,0.00029
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,kg CO2,0.13137
Scope 3,Business travel- land,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,kg N2O,0.00063
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,km,kg CO2e,0.07114
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,km,kg CH4,0.00013
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,km,kg CO2,0.07059
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,km,kg N2O,0.00042
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CO2e,0.11449
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CH4,0.00021
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CO2,0.1136
Scope 3,Business travel- land,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg N2O,0.00068
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,kg CO2e,0.1738
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,kg CH4,0.00001
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,kg CO2,0.17193
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,km,kg N2O,0.00186
Scope 3,Business travel- land,Cars (by size),Medium car,,Diesel,miles,kg CO2e,0.27972
