Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg CH4,All artics km HGV (all diesel),0.00015
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg CO2,All artics km HGV (all diesel),1.04646
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,km,kg N2O,All artics km HGV (all diesel),0.01504
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg CO2e,All artics miles HGV (all diesel),1.70854
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg CH4,All artics miles HGV (all diesel),0.00024
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg CO2,All artics miles HGV (all diesel),1.68411
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,miles,kg N2O,All artics miles HGV (all diesel),0.02420
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg CO2e,All artics km HGV (all diesel),0.93428
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg CH4,All artics km HGV (all diesel),0.00015
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg CO2,All artics km HGV (all diesel),0.91909
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,km,kg N2O,All artics km HGV (all diesel),0.01504
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg CO2e,All artics miles HGV (all diesel),1.50358
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg CH4,All artics miles HGV (all diesel),0.00024
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg CO2,All artics miles HGV (all diesel),1.47913
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,miles,kg N2O,All artics miles HGV (all diesel),0.02420
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg CO2e,All HGVs km HGV (all diesel),0.68567
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00020
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.67340
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01207
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.10348
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00032
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.08373
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.01942
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg CO2e,All HGVs km HGV (all diesel),0.84520
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00020
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.83293
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01207
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.36022
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00032
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.34047
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.01942
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg CO2e,All HGVs km HGV (all diesel),1.00473
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00020
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.99246
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01207
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.61696
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00032
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.59721
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.01942
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg CO2e,All HGVs km HGV (all diesel),0.87287
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg CH4,All HGVs km HGV (all diesel),0.00020
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg CO2,All HGVs km HGV (all diesel),0.86061
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,km,kg N2O,All HGVs km HGV (all diesel),0.01207
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg CO2e,All HGVs miles HGV (all diesel),1.40475
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg CH4,All HGVs miles HGV (all diesel),0.00032
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg CO2,All HGVs miles HGV (all diesel),1.38502
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,miles,kg N2O,All HGVs miles HGV (all diesel),0.01942
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg CO2e,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.54533
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg CH4,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00016
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg CO2,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.53830
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,km,kg N2O,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00687
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg CO2e,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.87762
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg CH4,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.00026
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg CO2,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.86630
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,miles,kg N2O,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.01106
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,km,kg CO2e,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.59214
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,km,kg CH4,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00016
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,km,kg CO2,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.58511
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,km,kg N2O,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00687
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,miles,kg CO2e,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.95296
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,miles,kg CH4,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.00026
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,miles,kg CO2,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.94165
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,miles,kg N2O,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.01106
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,km,kg CO2e,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.63894
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,km,kg CH4,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00016
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,km,kg CO2,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.63191
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,km,kg N2O,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00687
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,miles,kg CO2e,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),1.02828
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,miles,kg CH4,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.00026
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,miles,kg CO2,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),1.01697
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,miles,kg N2O,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.01106
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,km,kg CO2e,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.59120
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,km,kg CH4,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00016
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,km,kg CO2,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.58417
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,km,kg N2O,Rigid (>3.5 - 7.5 tonnes) km HGVs refrigerated (all diesel),0.00687
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,miles,kg CO2e,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.95144
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,miles,kg CH4,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.00026
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,miles,kg CO2,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.94013
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,miles,kg N2O,Rigid (>3.5 - 7.5 tonnes) miles HGVs refrigerated (all diesel),0.01106
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,km,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.65536
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,km,kg CH4,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00020
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,km,kg CO2,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.64678
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,km,kg N2O,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00838
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,miles,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.05469
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,miles,kg CH4,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,miles,kg CO2,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.04089
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,miles,kg N2O,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.01349
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,km,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.74775
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,km,kg CH4,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00020
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,km,kg CO2,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.73917
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,km,kg N2O,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00838
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,miles,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.20338
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,miles,kg CH4,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,miles,kg CO2,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.18957
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,miles,kg N2O,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.01349
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,km,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.84015
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,km,kg CH4,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00020
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,km,kg CO2,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.83157
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,km,kg N2O,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00838
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,miles,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.35209
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,miles,kg CH4,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,miles,kg CO2,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.33828
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,miles,kg N2O,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.01349
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,km,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.72188
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,km,kg CH4,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00020
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,km,kg CO2,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.71330
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,km,kg N2O,Rigid (>7.5 tonnes-17 tonnes) km HGVs refrigerated (all diesel),0.00838
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,miles,kg CO2e,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.16175
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,miles,kg CH4,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,miles,kg CO2,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),1.14794
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,miles,kg N2O,Rigid (>7.5 tonnes-17 tonnes) miles HGVs refrigerated (all diesel),0.01349
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.91352
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.89992
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01328
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.47017
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00051
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.44829
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,0% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.02137
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.11108
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.09748
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01328
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.78811
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00051
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.76622
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,50% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.02137
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.30862
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.29502
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01328
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),2.10602
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00051
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),2.08413
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,100% Laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.02137
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg CO2e,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.14282
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg CH4,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.00032
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg CO2,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),1.12922
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,km,km,kg N2O,Rigid (>17 tonnes) km HGVs refrigerated (all diesel),0.01328
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg CO2e,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.83918
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg CH4,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.00051
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg CO2,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),1.81730
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>17 tonnes),,Average laden,miles,miles,kg N2O,Rigid (>17 tonnes) miles HGVs refrigerated (all diesel),0.02137
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,km,kg CO2e,All rigids km HGVs refrigerated (all diesel),0.77712
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,km,kg CH4,All rigids km HGVs refrigerated (all diesel),0.00027
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,km,kg CO2,All rigids km HGVs refrigerated (all diesel),0.76839
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,km,km,kg N2O,All rigids km HGVs refrigerated (all diesel),0.00846
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,miles,kg CO2e,All rigids miles HGVs refrigerated (all diesel),1.25065
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),All rigids,,0% Laden,miles,miles,kg CH4,All rigids miles HGVs refrigerated (all diesel),0.00043
