Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM (simple),UOM,GHG,Lookup,GHG Conversion Factor
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Cyprus,,,kWh,kWh,kg CO2e,Electricity: Cyprus,0.00601
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Czech Republic,,,kWh,kWh,kg CO2e,Electricity: Czech Republic,0.00676
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Denmark,,,kWh,kWh,kg CO2e,Electricity: Denmark,0.00238
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Egypt,,,kWh,kWh,kg CO2e,Electricity: Egypt,0.00965
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Estonia,,,kWh,kWh,kg CO2e,Electricity: Estonia,0.01769
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Finland,,,kWh,kWh,kg CO2e,Electricity: Finland,0.00085
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: France,,,kWh,kWh,kg CO2e,Electricity: France,0.00075
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Germany,,,kWh,kWh,kg CO2e,Electricity: Germany,0.00372
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Gibraltar,,,kWh,kWh,kg CO2e,Electricity: Gibraltar,0.00362
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Greece,,,kWh,kWh,kg CO2e,Electricity: Greece,0.01107
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),"Electricity: Hong Kong, China",,,kWh,kWh,kg CO2e,"Electricity: Hong Kong, China",0.01276
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Hungary,,,kWh,kWh,kg CO2e,Electricity: Hungary,0.00475
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Iceland,,,kWh,kWh,kg CO2e,Electricity: Iceland,0.00000
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: India,,,kWh,kWh,kg CO2e,Electricity: India,0.03060
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Indonesia,,,kWh,kWh,kg CO2e,Electricity: Indonesia,0.01315
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Ireland,,,kWh,kWh,kg CO2e,Electricity: Ireland,0.00503
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Israel,,,kWh,kWh,kg CO2e,Electricity: Israel,0.00522
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Italy,,,kWh,kWh,kg CO2e,Electricity: Italy,0.00431
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Japan,,,kWh,kWh,kg CO2e,Electricity: Japan,0.00358
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Latvia,,,kWh,kWh,kg CO2e,Electricity: Latvia,0.00149
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Lithuania,,,kWh,kWh,kg CO2e,Electricity: Lithuania,0.00367
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Luxembourg,,,kWh,kWh,kg CO2e,Electricity: Luxembourg,0.00155
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Malaysia,,,kWh,kWh,kg CO2e,Electricity: Malaysia,0.00740
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Malta,,,kWh,kWh,kg CO2e,Electricity: Malta,0.01084
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Mexico,,,kWh,kWh,kg CO2e,Electricity: Mexico,0.01120
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Netherlands,,,kWh,kWh,kg CO2e,Electricity: Netherlands,0.00384
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: New Zealand,,,kWh,kWh,kg CO2e,Electricity: New Zealand,0.00140
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Norway,,,kWh,kWh,kg CO2e,Electricity: Norway,0.00016
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Pakistan,,,kWh,kWh,kg CO2e,Electricity: Pakistan,0.01266
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: People's Rep. of China,,,kWh,kWh,kg CO2e,Electricity: People's Rep. of China,0.00723
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Philippines,,,kWh,kWh,kg CO2e,Electricity: Philippines,0.00869
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Poland,,,kWh,kWh,kg CO2e,Electricity: Poland,0.01010
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Portugal,,,kWh,kWh,kg CO2e,Electricity: Portugal,0.00414
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Romania,,,kWh,kWh,kg CO2e,Electricity: Romania,0.01275
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Russian Federation,,,kWh,kWh,kg CO2e,Electricity: Russian Federation,0.01027
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Saudi Arabia,,,kWh,kWh,kg CO2e,Electricity: Saudi Arabia,0.01056
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Singapore,,,kWh,kWh,kg CO2e,Electricity: Singapore,0.00146
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Slovak Republic,,,kWh,kWh,kg CO2e,Electricity: Slovak Republic,0.00174
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Slovenia,,,kWh,kWh,kg CO2e,Electricity: Slovenia,0.00354
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: South Africa,,,kWh,kWh,kg CO2e,Electricity: South Africa,0.01298
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: South Korea,,,kWh,kWh,kg CO2e,Electricity: South Korea,0.00329
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Spain,,,kWh,kWh,kg CO2e,Electricity: Spain,0.00503
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Sweden,,,kWh,kWh,kg CO2e,Electricity: Sweden,0.00010
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Switzerland,,,kWh,kWh,kg CO2e,Electricity: Switzerland,0.00038
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Thailand,,,kWh,kWh,kg CO2e,Electricity: Thailand,0.00550
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Turkey,,,kWh,kWh,kg CO2e,Electricity: Turkey,0.01253
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Ukraine,,,kWh,kWh,kg CO2e,Electricity: Ukraine,0.01056
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: United States,,,kWh,kWh,kg CO2e,Electricity: United States,0.00520
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Africa (average),,,kWh,kWh,kg CO2e,Electricity: Africa (average),0.01697
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: EU (average),,,kWh,kWh,kg CO2e,Electricity: EU (average),0.00413
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Latin America (average),,,kWh,kWh,kg CO2e,Electricity: Latin America (average),0.00566
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Middle East (average),,,kWh,kWh,kg CO2e,Electricity: Middle East (average),0.01717
Scope 3,WTT- UK & overseas elec,WTT- overseas electricity (T&D),Electricity: Non-OECD Europe and Eurasia (average),,,kWh,kWh,kg CO2e,Electricity: Non-OECD Europe and Eurasia (average),0.01054
Scope 3,WTT- heat and steam,WTT- heat and steam,Onsite heat and steam,,,kWh,kWh,kg CO2e,Onsite heat and steam,0.02709
Scope 3,WTT- heat and steam,WTT- heat and steam,District heat and steam,,,kWh,kWh,kg CO2e,District heat and steam,0.02709
Scope 3,WTT- heat and steam,WTT- district heat & steam distribution,5% loss,,,kWh,kWh,kg CO2e,5% loss,0.00143
Scope 3,WTT- business travel- air,WTT- flights,"Domestic, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"Domestic, to/from UK Average passenger",0.03267
Scope 3,WTT- business travel- air,WTT- flights,"Domestic, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"Domestic, to/from UK Average passenger",0.03267
Scope 3,WTT- business travel- air,WTT- flights,"Short-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Average passenger",0.01779
Scope 3,WTT- business travel- air,WTT- flights,"Short-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Economy class",0.01750
Scope 3,WTT- business travel- air,WTT- flights,"Short-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Business class",0.02624
Scope 3,WTT- business travel- air,WTT- flights,"Short-haul, to/from UK",Business class,Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Business class",0.02624
Scope 3,WTT- business travel- air,WTT- flights,"Short-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Economy class",0.01750
Scope 3,WTT- business travel- air,WTT- flights,"Short-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"Short-haul, to/from UK Average passenger",0.01779
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Average passenger",0.02329
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Economy class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Economy class",0.01783
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Premium economy class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Premium economy class",0.02853
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",First class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK First class",0.07134
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Business class,With RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Business class",0.05172
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Business class,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Business class",0.05172
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",First class,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK First class",0.07134
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Premium economy class,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Premium economy class",0.02853
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Economy class,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Economy class",0.01783
Scope 3,WTT- business travel- air,WTT- flights,"Long-haul, to/from UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"Long-haul, to/from UK Average passenger",0.02329
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Average passenger,With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Average passenger",0.02002
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Economy class,With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Economy class",0.01533
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",First class,With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK First class",0.06134
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Premium economy class,With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Premium economy class",0.02453
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Business class,With RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Business class",0.04447
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Business class,Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Business class",0.04447
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Premium economy class,Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Premium economy class",0.02453
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",First class,Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK First class",0.06134
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Economy class,Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Economy class",0.01533
Scope 3,WTT- business travel- air,WTT- flights,"International, to/from non-UK",Average passenger,Without RF,passenger.km,passenger.km,kg CO2e,"International, to/from non-UK Average passenger",0.02002
Scope 3,WTT- business travel- sea,WTT- ferry,Foot passenger,,,passenger.km,passenger.km,kg CO2e,Foot passenger ,0.00363
Scope 3,WTT- business travel- sea,WTT- ferry,Car passenger,,,passenger.km,passenger.km,kg CO2e,Car passenger ,0.02506
Scope 3,WTT- business travel- sea,WTT- ferry,Average (all passenger),,,passenger.km,passenger.km,kg CO2e,Average (all passenger) ,0.02183
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Diesel,km,km,kg CO2e,Mini km,0.02606
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Diesel,miles,miles,kg CO2e,Mini miles,0.04193
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Petrol,km,km,kg CO2e,Mini km,0.03826
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Petrol,miles,miles,kg CO2e,Mini miles,0.06157
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Unknown,km,km,kg CO2e,Mini km,0.03817
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Unknown,miles,miles,kg CO2e,Mini miles,0.06143
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Mini km,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Mini miles,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Battery Electric Vehicle,km,km,kg CO2e,Mini km,0.00855
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Mini,,Battery Electric Vehicle,miles,miles,kg CO2e,Mini miles,0.01376
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Diesel,km,km,kg CO2e,Supermini km,0.03233
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Diesel,miles,miles,kg CO2e,Supermini miles,0.05204
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Petrol,km,km,kg CO2e,Supermini km,0.04270
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Petrol,miles,miles,kg CO2e,Supermini miles,0.06872
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Unknown,km,km,kg CO2e,Supermini km,0.04114
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Unknown,miles,miles,kg CO2e,Supermini miles,0.06621
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Supermini km,0.01315
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0.02116
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Battery Electric Vehicle,km,km,kg CO2e,Supermini km,0.00775
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Supermini,,Battery Electric Vehicle,miles,miles,kg CO2e,Supermini miles,0.01247
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Diesel,km,km,kg CO2e,Lower medium km,0.03549
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Diesel,miles,miles,kg CO2e,Lower medium miles,0.05712
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Petrol,km,km,kg CO2e,Lower medium km,0.04962
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Petrol,miles,miles,kg CO2e,Lower medium miles,0.07986
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Unknown,km,km,kg CO2e,Lower medium km,0.04257
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Unknown,miles,miles,kg CO2e,Lower medium miles,0.06852
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Lower medium km,0.02387
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Lower medium miles,0.03842
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Battery Electric Vehicle,km,km,kg CO2e,Lower medium km,0.00950
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Lower medium,,Battery Electric Vehicle,miles,miles,kg CO2e,Lower medium miles,0.01528
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Diesel,km,km,kg CO2e,Upper medium km,0.03980
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Diesel,miles,miles,kg CO2e,Upper medium miles,0.06405
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Petrol,km,km,kg CO2e,Upper medium km,0.05691
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Petrol,miles,miles,kg CO2e,Upper medium miles,0.09158
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Unknown,km,km,kg CO2e,Upper medium km,0.04404
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Unknown,miles,miles,kg CO2e,Upper medium miles,0.07088
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Upper medium km,0.02648
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Upper medium miles,0.04263
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Battery Electric Vehicle,km,km,kg CO2e,Upper medium km,0.00765
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Battery Electric Vehicle,miles,miles,kg CO2e,Upper medium miles,0.01232
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Diesel,km,km,kg CO2e,Executive km,0.04284
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Diesel,miles,miles,kg CO2e,Executive miles,0.06895
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Petrol,km,km,kg CO2e,Executive km,0.06507
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Petrol,miles,miles,kg CO2e,Executive miles,0.10472
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Unknown,km,km,kg CO2e,Executive km,0.04809
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Unknown,miles,miles,kg CO2e,Executive miles,0.07739
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Executive km,0.03043
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Executive miles,0.04896
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Battery Electric Vehicle,km,km,kg CO2e,Executive km,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Battery Electric Vehicle,miles,miles,kg CO2e,Executive miles,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Diesel,km,km,kg CO2e,Luxury km,0.05252
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Diesel,miles,miles,kg CO2e,Luxury miles,0.08452
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Petrol,km,km,kg CO2e,Luxury km,0.09164
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Petrol,miles,miles,kg CO2e,Luxury miles,0.14748
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Unknown,km,km,kg CO2e,Luxury km,0.07145
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Unknown,miles,miles,kg CO2e,Luxury miles,0.11498
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Luxury km,0.03661
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Luxury miles,0.05891
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Battery Electric Vehicle,km,km,kg CO2e,Luxury km,0.01155
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Luxury,,Battery Electric Vehicle,miles,miles,kg CO2e,Luxury miles,0.01858
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Diesel,km,km,kg CO2e,Sports km,0.04140
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Diesel,miles,miles,kg CO2e,Sports miles,0.06663
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Petrol,km,km,kg CO2e,Sports km,0.06691
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Petrol,miles,miles,kg CO2e,Sports miles,0.10768
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Unknown,km,km,kg CO2e,Sports km,0.06271
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Unknown,miles,miles,kg CO2e,Sports miles,0.10092
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Sports km,0.02825
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.04545
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Battery Electric Vehicle,km,km,kg CO2e,Sports km,0.01474
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Sports,,Battery Electric Vehicle,miles,miles,kg CO2e,Sports miles,0.02371
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Diesel,km,km,kg CO2e,Dual purpose 4X4 km,0.05017
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Diesel,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.08075
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Petrol,km,km,kg CO2e,Dual purpose 4X4 km,0.06706
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Petrol,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.10793
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Unknown,km,km,kg CO2e,Dual purpose 4X4 km,0.05308
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Unknown,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.08542
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.02850
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.04587
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,km,km,kg CO2e,Dual purpose 4X4 km,0.01321
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Dual purpose 4X4,,Battery Electric Vehicle,miles,miles,kg CO2e,Dual purpose 4X4 miles,0.02125
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Diesel,km,km,kg CO2e,MPV km,0.04362
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Diesel,miles,miles,kg CO2e,MPV miles,0.07021
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Petrol,km,km,kg CO2e,MPV km,0.05456
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Petrol,miles,miles,kg CO2e,MPV miles,0.08781
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Unknown,km,km,kg CO2e,MPV km,0.04690
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Unknown,miles,miles,kg CO2e,MPV miles,0.07547
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,km,km,kg CO2e,MPV km,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Plug-in Hybrid Electric Vehicle,miles,miles,kg CO2e,MPV miles,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Battery Electric Vehicle,km,km,kg CO2e,MPV km,0.01052
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),MPV,,Battery Electric Vehicle,miles,miles,kg CO2e,MPV miles,0.01693
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,Diesel,km,km,kg CO2e,Small car km,0.03427
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,Diesel,miles,miles,kg CO2e,Small car miles,0.05514
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,Petrol,km,km,kg CO2e,Small car km,0.04221
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,Petrol,miles,miles,kg CO2e,Small car miles,0.06793
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,Hybrid,km,km,kg CO2e,Small car km,0.02833
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,Hybrid,miles,miles,kg CO2e,Small car miles,0.04558
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,CNG,km,km,kg CO2e,Small car km,
Scope 3,WTT- pass vehs & travel- land,WTT- cars (by size),Small car,,CNG,miles,miles,kg CO2e,Small car miles,
