Scope,Category Level 1,Category Level 2,Category Level 3,Category Level 4,Column Text,UOM,GHG,GHG Conversion Factor
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2,0.63789
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg N2O,0.00814
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e,1.04021
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CH4,0.00053
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2,1.02658
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg N2O,0.01310
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e,0.73749
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CH4,0.00033
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2,0.72902
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg N2O,0.00814
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e,1.18687
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CH4,0.00053
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2,1.17324
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg N2O,0.01310
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e,0.82862
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CH4,0.00033
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2,0.82015
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg N2O,0.00814
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e,1.33353
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CH4,0.00053
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2,1.31990
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg N2O,0.01310
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e,0.71926
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CH4,0.00033
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2,0.71079
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg N2O,0.00814
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e,1.15753
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CH4,0.00053
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2,1.14391
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg N2O,0.01310
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e,0.76934
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CH4,0.00045
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2,0.75783
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg N2O,0.01106
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e,1.23813
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CH4,0.00072
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2,1.21961
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg N2O,0.01780
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e,0.93569
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CH4,0.00045
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2,0.92418
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg N2O,0.01106
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e,1.50584
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CH4,0.00072
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2,1.48732
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg N2O,0.01780
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e,1.10204
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CH4,0.00045
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2,1.09053
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg N2O,0.01106
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e,1.77355
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CH4,0.00072
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2,1.75504
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg N2O,0.01780
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e,0.97742
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CH4,0.00045
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2,0.96591
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg N2O,0.01106
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e,1.57300
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CH4,0.00072
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2,1.55448
Scope 1,Delivery vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg N2O,0.01780
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CO2e,0.66270
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CH4,0.00038
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CO2,0.65551
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg N2O,0.00681
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CO2e,1.06651
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CH4,0.00061
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CO2,1.05494
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg N2O,0.01096
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CO2e,0.80659
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CH4,0.00038
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CO2,0.79940
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg N2O,0.00681
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CO2e,1.29808
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CH4,0.00061
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CO2,1.28651
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg N2O,0.01096
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CO2e,0.95048
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CH4,0.00038
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CO2,0.94329
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg N2O,0.00681
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CO2e,1.52965
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CH4,0.00061
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CO2,1.51808
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg N2O,0.01096
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CO2e,0.83124
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CH4,0.00038
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CO2,0.82405
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,km,kg N2O,0.00681
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,kg CO2e,1.33775
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,kg CH4,0.00061
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,kg CO2,1.32618
Scope 1,Delivery vehicles,HGV (all diesel),All rigids,,Average laden,miles,kg N2O,0.01096
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2e,0.68166
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CH4,0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg CO2,0.67194
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,km,kg N2O,0.00954
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2e,1.09703
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CH4,0.00030
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg CO2,1.08138
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,0% Laden,miles,kg N2O,0.01535
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2e,0.84965
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CH4,0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg CO2,0.83993
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,km,kg N2O,0.00954
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2e,1.36738
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CH4,0.00030
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg CO2,1.35174
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,50% Laden,miles,kg N2O,0.01535
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2e,1.01764
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CH4,0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg CO2,1.00792
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,km,kg N2O,0.00954
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CO2e,1.63774
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CH4,0.00030
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg CO2,1.62209
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,100% Laden,miles,kg N2O,0.01535
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2e,0.84293
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CH4,0.00019
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg CO2,0.83321
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,km,kg N2O,0.00954
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CO2e,1.35657
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CH4,0.00030
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg CO2,1.34092
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>3.5 - 33t),,Average laden,miles,kg N2O,0.01535
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,kg CO2e,0.68510
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,kg CH4,0.00021
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,kg CO2,0.67388
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,km,kg N2O,0.01100
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,kg CO2e,1.10256
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,kg CH4,0.00034
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,kg CO2,1.08450
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,0% Laden,miles,kg N2O,0.01771
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,kg CO2e,0.90972
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,kg CH4,0.00021
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,kg CO2,0.89850
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,km,kg N2O,0.01100
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,kg CO2e,1.46405
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,kg CH4,0.00034
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,kg CO2,1.44600
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,50% Laden,miles,kg N2O,0.01771
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,kg CO2e,1.13435
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,kg CH4,0.00021
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,kg CO2,1.12313
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,km,kg N2O,0.01100
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,kg CO2e,1.82556
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,kg CH4,0.00034
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,kg CO2,1.80750
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,100% Laden,miles,kg N2O,0.01771
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,kg CO2e,0.97261
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,kg CH4,0.00021
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,kg CO2,0.96139
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,km,kg N2O,0.01100
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,kg CO2e,1.56526
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,kg CH4,0.00034
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,kg CO2,1.54721
Scope 1,Delivery vehicles,HGV (all diesel),Articulated (>33t),,Average laden,miles,kg N2O,0.01771
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,kg CO2e,0.75555
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,kg CH4,0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,kg CO2,0.74193
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,km,kg N2O,0.01340
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,kg CO2e,1.21594
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,kg CH4,0.00035
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,kg CO2,1.19402
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,0% Laden,miles,kg N2O,0.02157
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,kg CO2e,0.94103
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,kg CH4,0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,kg CO2,0.92741
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,km,kg N2O,0.01340
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,kg CO2e,1.51444
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,kg CH4,0.00035
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,kg CO2,1.49252
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,50% Laden,miles,kg N2O,0.02157
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,kg CO2e,1.12651
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,kg CH4,0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,kg CO2,1.11289
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,km,kg N2O,0.01340
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,kg CO2e,1.81294
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,kg CH4,0.00035
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,kg CO2,1.79102
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,100% Laden,miles,kg N2O,0.02157
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,kg CO2e,1.00031
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,kg CH4,0.00022
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,kg CO2,0.98669
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,km,kg N2O,0.01340
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,kg CO2e,1.60984
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,kg CH4,0.00035
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,kg CO2,1.58792
Scope 1,Delivery vehicles,HGV (all diesel),All artics,,Average laden,miles,kg N2O,0.02157
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,kg CO2e,0.71266
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,kg CH4,0.00029
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,kg CO2,0.70202
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,km,kg N2O,0.01035
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,kg CO2e,1.14692
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,kg CH4,0.00047
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,kg CO2,1.12980
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,0% Laden,miles,kg N2O,0.01666
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,kg CO2e,0.87893
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,kg CH4,0.00029
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,kg CO2,0.86829
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,km,kg N2O,0.01035
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,kg CO2e,1.41450
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,kg CH4,0.00047
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,kg CO2,1.39737
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,50% Laden,miles,kg N2O,0.01666
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,kg CO2e,1.04519
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,kg CH4,0.00029
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,kg CO2,1.03455
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,km,kg N2O,0.01035
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,kg CO2e,1.68207
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,kg CH4,0.00047
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,kg CO2,1.66495
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,100% Laden,miles,kg N2O,0.01666
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,kg CO2e,0.91484
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,kg CH4,0.00029
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,kg CO2,0.90420
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,km,kg N2O,0.01035
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,kg CO2e,1.47229
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,kg CH4,0.00047
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,kg CO2,1.45517
Scope 1,Delivery vehicles,HGV (all diesel),All HGVs,,Average laden,miles,kg N2O,0.01666
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CO2e,0.61743
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CH4,0.00025
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CO2,0.61086
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg N2O,0.00631
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e,0.99365
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CH4,0.00041
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2,0.98309
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg N2O,0.01015
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CO2e,0.67055
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CH4,0.00025
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CO2,0.66398
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg N2O,0.00631
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e,1.07914
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CH4,0.00041
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2,1.06858
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg N2O,0.01015
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e,0.72367
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CH4,0.00025
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2,0.71710
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg N2O,0.00631
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e,1.16463
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CH4,0.00041
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2,1.15406
Scope 1,Delivery vehicles,HGVs refrigerated (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg N2O,0.01015
