source,metric_name,type,description
QW0225  ,QW0225PriStg_Real    ,OTHR,Number of real 4K frames in use for 64-bit private storage.  This is a subset of QW0225HVPagesInReal and does not include buffer pool storage. This field is available in >= z/OS 1.10 + maintenance
QW0225  ,QW0225PriStg_Aux     ,OTHR,Number of 4K auxiliary slots in use for 64-bit private storage.  This does not include buffer pool storage.  This field only includes aux slots occupied by pages that are paged out. This field is available in >= z/OS 1.10 + maintenance
QW02252 ,QW0225AT             ,OTHR,Number of active threads
QW02252 ,QW0225DB             ,OTHR,Number of active and disconnected DBATs
QW02252 ,QW0225CE             ,OTHR,Number of castout engines
QW02252 ,QW0225DW             ,OTHR,Number of deferred write engines
QW02252 ,QW0225GW             ,OTHR,Number of GBP write engines
QW02252 ,QW0225PF             ,OTHR,Number of prefetch engines
QW02252 ,QW0225PL             ,OTHR,Number of P-lock/notify exit engines
QW02252 ,QW0225PT             ,OTHR,Number of active parallel child threads
QW02253 ,QW0225EC             ,OTHR,MVS extended CSA size
QW02253 ,QW0225FC             ,OTHR,Total 31-bit common fixed pool storage
QW02253 ,QW0225VC             ,OTHR,Total 31-bit common variable pool storage
QW02253 ,QW0225GC             ,OTHR,Total 31-bit common getmained storage
QW02253 ,QW0225FCG            ,OTHR,Total 64-bit common fixed pool storage
QW02253 ,QW0225VCG            ,OTHR,Total 64-bit common variable pool storage
QW02253 ,QW0225GCG            ,OTHR,Total 64-bit common getmained storage
QW02253 ,QW0225SMC            ,OTHR,Total 64-bit common storage for storage manager control structures
QW02253 ,QW0225SV             ,OTHR,Total 64-bit shared variable pool storage
QW02253 ,QW0225SF             ,OTHR,Total 64-bit shared fixed pool storage
QW02253 ,QW0225SG             ,OTHR,Total 64-bit shared getmained storage
QW02253 ,QW0225SMS            ,OTHR,Total 64-bit shared storage for storage manager control structures
QW02253 ,QW0225GSG_SYS        ,OTHR,Total 64-bit shared system agent stack
QW02253 ,QW0225SUG_SYS        ,OTHR,Total 64-bit shared system agent stack in use
QW02253 ,QW0225GSG            ,OTHR,Total 64-bit shared non-system agent stack
QW02253 ,QW0225SUG            ,OTHR,Total 64-bit shared non-system agent stack in use
QW02253 ,QW0225SHRNMOMB       ,OTHR,Number of shared memory objects allocated for this MVS LPAR
QW02253 ,QW0225SHRPAGES       ,OTHR,Number of 64-bit shared memory pages allocated for this MVS LPAR (this count includes hidden pages)
QW02253 ,QW0225SHRGBYTES      ,OTHR,High water mark for number of 64-bit shared bytes for this MVS LPAR
QW02253 ,QW0225SHRINREAL      ,OTHR,Number of 64-bit shared pages backed in real storage (4K pages) for this MVS LPAR
QW02253 ,QW0225SHRAUXSLOTS    ,OTHR,Number of auxiliary slots used for 64-bit shared storage for this MVS LPAR. This field includes reserved aux slots for pages that are paged in.
QW02253 ,QW0225SHRPAGEINS     ,OTHR,Number of 64-bit shared pages paged in from auxiliary storage for this MVS LPAR
QW02253 ,QW0225SHRPAGEOUTS    ,OTHR,Number of 64-bit shared pages paged out to auxiliary storage for this MVS LPAR
QW02253 ,QW0225ShrStg_Real    ,OTHR,Number of real 4K frames in use for 64-bit shared storage.  This does not include shared stack storage. This is recorded at the subsystem level. This field is available in >= z/OS 1.10 + maintenance.
QW02253 ,QW0225ShrStg_Aux     ,OTHR,Number of 4K auxiliary slots in use for 64-bit shared storage. This does not include shared stack storage. This is recorded at the subsystem level. This field only includes aux slots occupied by pages that are paged out. This field is available in >= z/OS 1.10 + maintenance.
QW02253 ,QW0225ShrStkStg_Real ,OTHR,Number of real 4K frames in use for 64-bit shared stack storage.  This is recorded at the subsystem level. This field is available in >= z/OS 1.10 + maintenance.
QW02253 ,QW0225ShrStkStg_Aux  ,OTHR,Number of 4K auxiliary slots in use for 64-bit shared stack storage. This is recorded at the subsystem level. This field only includes aux slots occupied by pages that are paged out.  This field is available in >= z/OS 1.10 + maintenance.
QW02253 ,QW0225ComStg_Real    ,OTHR,Number of real 4K frames in use for 64-bit common storage.  This is recorded at the subsystem level. This field is available in >= z/OS 1.10 + maintenance.
QW02253 ,QW0225ComStg_Aux     ,OTHR,Number of 4K auxiliary slots in use for 64-bit common storage. This is recorded at the subsystem level. This field only includes aux slots occupied by pages that are paged out.  This field is available in >= z/OS 1.10 + maintenance.
QW02253 ,QW0225_RS            ,OTHR,(S)
QW02253 ,QW0225_WARN          ,OTHR,(S)
QW02253 ,QW0225_REALAVAIL     ,OTHR,(S)
QW02253 ,QW0225_REALAVAILLO   ,OTHR,(S)
QW02253 ,QW0225_REALAVAILOK   ,OTHR,(S)
QW02253 ,QW0225_ESQAS         ,OTHR,(S)
QW02253 ,QW0225_ESQA_Alloc    ,OTHR,(S)
QW02253 ,QW0225_ESQA_HWM      ,OTHR,(S)
QW02253 ,QW0225_ECSA_Alloc    ,OTHR,(S)
QW02253 ,QW0225_ECSA_HWM      ,OTHR,(S)
QW02253 ,QW0225_ECSA_Conv     ,OTHR,(S)
QW02253 ,QW0225_LMWrite_Real  ,OTHR,Log Manager Write buffer frames in REAL
QW02253 ,QW0225_LMWrite_Aux   ,OTHR,Reserved
QW02253 ,QW0225_LMCtrl_Real   ,OTHR,Log Manager control frames in REAL
QW02253 ,QW0225_LMCtrl_Aux    ,OTHR,Log Manager control frames in Aux
QW02254 ,QW0225SC             ,OTHR,Reserved
QW02254 ,QW0225LS             ,OTHR,Reserved
QW02254 ,QW0225SX             ,OTHR,Reserved
QW02254 ,QW0225HS             ,OTHR,Reserved
QW02254 ,QW0225LC             ,OTHR,Number of dynamic SQL local cache statements in 64-bit agent local pools used by active threads (64-bit shared agent local variable pools)
QW02254 ,QW0225HC             ,OTHR,High water mark # of dynamic SQL local cache statements in 64-bit agent local pools used by active threads at high storage request time (64-bit shared agent local variable pools)
QW02254 ,QW0225L2             ,OTHR,Total requested non-shareable storage for dynamic SQL in 64-bit agent local pools used by active threads (64-bit shared agent local variable pools)
QW02254 ,QW0225H2             ,OTHR,High water mark total requested non-shareable storage for dynamic SQL in 64-bit agent local pools used by active threads (64-bit shared agent local variable pools)
QW02254 ,QW0225S2             ,OTHR,Total 64-bit STMT CACHE BLOCKS 2G storage (64-bit shared variable pool)
QW02254 ,QW0225F1             ,OTHR,(S)
QW02254 ,QW0225F2             ,OTHR,(S)
QW02254 ,QW0225SC8            ,OTHR,Total allocated shareable storage for dynamic SQL used by active threads (64-bit shared system variable pools)
QW02254 ,QW0225LS8            ,OTHR,Total requested shareable storage for dynamic SQL used by active threads (64-bit shared system variable pools)
QW02254 ,QW0225SX8            ,OTHR,Total allocated shareable storage for static SQL statements (64-bit shared system variable pools)
QW02254 ,QW0225HS8            ,OTHR,High water mark of total requested shareable storage for dynamic SQL used by active threads (64-bit shared system variable pools)
QW02255 ,QW0225AL             ,OTHR,Total agent local storage (31-bit DBM1 private variable pools)
QW02255 ,QW0225AS             ,OTHR,Total system agent storage (31-bit DBM1 private variable pools)
QW02255 ,QW0225ALG            ,OTHR,Total agent local storage (64-bit shared variable pools)
QW02255 ,QW0225ASG            ,OTHR,Total system agent storage (64-bit shared variable pools)
QW02255 ,QW0225BB             ,OTHR,Total buffer manager storage blocks (31-bit DBM1 private variable pool)
QW02255 ,QW0225RP             ,OTHR,Total RID pool storage (64-bit shared fixed pool)
QW02255 ,QW0225CD             ,OTHR,Total compression dictionary storage (64-bit DBM1 private getmained)
QW02255 ,QW0225AR             ,OTHR,Total array variable storage

  

