"report_id","report_link","report_name","indicator_type","indicator_value"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","c089ccd376c9a4d5e5bdd553181ab4821d2c26fefc299cce7a4f023a660484d5"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","62cf22f840fffd8d8781e52b492b03b4efc835571b48823b07535d52b182e861"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","b6a94f565d482906be7da4d801153eb4dab46d92f43be3e1d59ddd2c7f328109"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","4b3ae36b04d6aba70089cb2099e6bc1ba16d16ea24bbf09992f23260151b9faf"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","8310d39aa1cdd13ca82c769d61049310f8ddaea7cd2c3b940a8a3c248e5e7b06"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","ab533d6ca0c2be8860a0f7fbfc7820ffd595edc63e540ff4c5991808da6a257d"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","3e6166a6961bc7c23d316ea9bca87d8287a4044865c3e73064054e805ef5ca1a"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","3f40d4a0d0fe1eea58fa1c71308431b5c2ce6e381cacc7291e501f4eed57bfd2"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","c9c0180eba2a712f1aba1303b90cbf12c1117451ce13b68715931abc437b10cd"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","29367502e16bf1e2b788705014d0142d8bcb7fcc6a47d56fb82d7e333454e923"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","036c2088cb48215f21d4f7d751d750b859d57018c04f6cadd45c0c4fee23a9f8"
"report--20ae3feb-67bd-4391-beac-a27b319e0fe1","https://blog.trendmicro.com/trendlabs-security-intelligence/gamaredon-apt-group-use-covid-19-lure-in-campaigns/","Republish: Gamaredon APT Group Use Covid-19 Lure in Campaigns","SHA-256","19d03a25af5b71e859561ff8ccc0a073acb9c61b987bdb28395339f72baf46b4"
