"data_type",app,"detail_view",label,"object_ids",sourcetypes,"streaming_extractions"
cucm,"cisco_cdr","call_detail",CUCM,"globalCallID_callId globalCallID_callManagerId globalCallId_ClusterID","cucm_cdr cucm_cmr",
