"sig_id","app_uuid","app_name","cat_id","app_cat_name","bwm_attr","risk_attr","tech_attr","content_type"
49162,49162,"General Oracle data",101,Networking,0,0,0,0
49202,49202,"General UDP",101,Networking,0,0,0,0
49176,49176,"General HTTP MGMT",101,Networking,0,0,0,0
49206,49206,"General IPSEC ESP",101,Networking,0,0,0,0
49197,49197,"General Telnet",101,Networking,0,0,0,0
49187,49187,"General RIP",101,Networking,0,0,0,0
49178,49178,"General HTTPS MGMT",101,Networking,0,0,0,0
49165,49165,"General NETBIOS",101,Networking,0,0,0,0
49155,49155,"General Unicast",101,Networking,0,0,0,0
49214,49214,"General RSVP",101,Networking,0,0,0,0
49213,49213,"General L2TP",101,Networking,0,0,0,0
49212,49212,"General VRRP",101,Networking,0,0,0,0
49208,49208,"General IPCOMP",101,Networking,0,0,0,0
49204,49204,"General IPSEC AH",101,Networking,0,0,0,0
49203,49203,"General IPSEC ESP",101,Networking,0,0,0,0
49194,49194,"General SYSLOG",101,Networking,0,0,0,0
49192,49192,"General SNMP Trap",101,Networking,0,0,0,0
49182,49182,"General NTP",101,Networking,0,0,0,0
49174,49174,"General H323 media",101,Networking,0,0,0,0
49164,49164,"General SIP stream",101,Networking,0,0,0,0
49163,49163,"General RT stream",101,Networking,0,0,0,0
49161,49161,"General Oracle data",101,Networking,0,0,0,0
49160,49160,"General RAS data",101,Networking,0,0,0,0
49159,49159,"General RAS control",101,Networking,0,0,0,0
49158,49158,"General PPTP data",101,Networking,0,0,0,0
49157,49157,"General PPTP control",101,Networking,0,0,0,0
49156,49156,"General Subnet broadcast",101,Networking,0,0,0,0
49154,49154,"General Multicast",101,Networking,0,0,0,0
49153,49153,"General Broadcast",101,Networking,0,0,0,0
49183,49183,"General POP3",101,Networking,0,0,0,0
49172,49172,"General GOPHER",101,Networking,0,0,0,0
49195,49195,"General SSH",101,Networking,0,0,0,0
49201,49201,"General TCP",101,Networking,0,0,0,0
49200,49200,"General URL",101,Networking,0,0,0,0
49199,49199,"General Tftp data",101,Networking,0,0,0,0
49198,49198,"General Tftp",101,Networking,0,0,0,0
49196,49196,"General SYSLOG",101,Networking,0,0,0,0
49193,49193,"General SNMP",101,Networking,0,0,0,0
49191,49191,"General SIP media",101,Networking,0,0,0,0
49190,49190,"General SIP control",101,Networking,0,0,0,0
49189,49189,"General RTSP media",101,Networking,0,0,0,0
49188,49188,"General RTSP control",101,Networking,0,0,0,0
49186,49186,"General RADIUS",101,Networking,0,0,0,0
49185,49185,"General POP3",101,Networking,0,0,0,0
49184,49184,"General NTP",101,Networking,0,0,0,0
49181,49181,"General MSN media",101,Networking,0,0,0,0
49180,49180,"General MSN",101,Networking,0,0,0,0
49179,49179,"General LDAP",101,Networking,0,0,0,0
49177,49177,"General HTTPS",101,Networking,0,0,0,0
49175,49175,"General HTTP",101,Networking,0,0,0,0
49173,49173,"General H323 control",101,Networking,0,0,0,0
49171,49171,"General FTP data",101,Networking,0,0,0,0
49170,49170,"General FTP control",101,Networking,0,0,0,0
49169,49169,"General DNS",101,Networking,0,0,0,0
49168,49168,"General DHCP",101,Networking,0,0,0,0
49167,49167,"General EMAIL",101,Networking,0,0,0,0
49166,49166,"General IKE",101,Networking,0,0,0,0
49219,49219,"General MPLSinIP",101,Networking,0,0,0,0
49218,49218,"General FiberChannel",101,Networking,0,0,0,0
49217,49217,"General RSVP",101,Networking,0,0,0,0
49216,49216,"General L2TP",101,Networking,0,0,0,0
49215,49215,"General VRRP",101,Networking,0,0,0,0
49211,49211,"General IPCOMP",101,Networking,0,0,0,0
49210,49210,"General EIGRP",101,Networking,0,0,0,0
49209,49209,"General PIM SM",101,Networking,0,0,0,0
49207,49207,"General IPSEC AH",101,Networking,0,0,0,0
49205,49205,"General GRE",101,Networking,0,0,0,0
