"signature_id","virus_name"
26574,"Koobface.FH (Worm)"
32260,"Dorifel.AKIY (Trojan)"
35056,"Cridex.MK (Worm)"
11435,"Spnr.BHP (Trojan)"
17305,"MultiPlug.G (Adware)"
20714,"MultiPlug.FL_10 (Adware)"
22967,"Delf.PXA (Trojan)"
25098,"Atraps.A_55 (Trojan)"
10466,"Miuref_2 (Trojan)"
29312,"Malformed.jar.TL.6 (Exploit)"
39781,"Fakesysdef.BDR (Trojan)"
11409,"Recslurp.D_9 (Trojan)"
23804,"Koobface.EX (Worm)"
15241,"PassRevelator.A (Adware)"
31778,"Malformed.pdf.MP.57 (Exploit)"
3583,"Zbot.ABA_30 (Trojan)"
28800,"Papras.DT_10 (Trojan)"
568,"Zurgop.AZ_8 (Trojan)"
2897,"MalAgent.B_162 (Trojan)"
26505,"Malformed.html.TL.278 (Exploit)"
30936,"MalAgent.G_1355 (Trojan)"
22611,"Zbot.A_564 (Trojan)"
28220,"BrowseFox.A_90 (Adware)"
25301,"Dropper.A_852 (Trojan)"
38544,"Koobface.BSH_4 (Worm)"
3299,"Banload.AXM (Trojan)"
25760,"Bicololo (Trojan)"
29754,"Dofoil.REV (Trojan)"
37508,"Buzus.ANNP (Trojan)"
9389,"Lethic.B_40 (Trojan)"
15270,"Injector.NH_3 (Trojan)"
23240,"Vojin.A (Trojan)"
1966,"Zbot.RCAW (Trojan)"
15838,"AutoRun.FWW (Worm)"
26115,"Rombrast.A (Worm)"
27675,"Banker.M_16 (Worm)"
5861,"Delf.OEF (Trojan)"
16885,"RegCleanPro.A (Trojan)"
3279,"Nymaim.F (Trojan)"
18825,"Loktrom.B_4 (Trojan)"
18910,"Dyzap.D_16 (Trojan)"
22793,"Conduit.M (Trojan)"
1533,"CplLnk.GEN (Exploit)"
10389,"Necurs.VEO (Trojan)"
18553,"Malformed.pdf.MP.24 (Exploit)"
10485,"Inject.MGHL (Trojan)"
13577,"SoftonicDownloader.G_3 (Trojan)"
26866,"Injector.ARJV_2 (Trojan)"
36522,"Zbot.EHX (Trojan)"
37996,"Bagle.AWX (Trojan)"
6129,"Zbot.A_190 (Trojan)"
17928,"CoinMiner.AN (Trojan)"
32922,"Andromeda.AEVW (Trojan)"
8420,"Foreign.KNTG (Trojan)"
12188,"Foreign.ZCP (Trojan)"
24642,"Hijacker.B_2 (Trojan)"
2065,"Ngrbot.XLW (Worm)"
4055,"Papras.DC3 (Trojan)"
25196,"Malformed.emf.MP.4 (Exploit)"
28433,"Kryptik.DKOO (Trojan)"
29619,"MalAgent.G_4069 (Trojan)"
36436,"Buzus.BMER (Trojan)"
9577,"XPACK.A_372 (Trojan)"
2943,"Zbot.AAO_143 (Trojan)"
14568,"ChePro.RHZ_2 (Trojan)"
25703,"Malformed.apk.BP_2 (Exploit)"
23108,"Malformed.gif.CV.1 (Exploit)"
24352,"Malformed.fpx.TL.1 (Exploit)"
24433,"Jorik.EB_3 (Trojan)"
32420,"Waski.A_16 (Trojan)"
35480,"AdGazelle.JPOT_10 (Trojan)"
3278,"Troj.SPNR_213 (Trojan)"
21637,"MultiPlug.JY (Adware)"
31845,"MalAgent.H_2755 (Trojan)"
29704,"VBInj.AK (Trojan)"
14793,"Zbot.AAO_88 (Trojan)"
26015,"Certificate.A_96 (Adware)"
17551,"Memery.A_3 (Virus)"
23978,"Injector.ANEZ (Trojan)"
33697,"InstallMonstr.INPO_5 (Trojan)"
32243,"Inject.NMBC (Trojan)"
24328,"UPX packed executable_2 file (ExePacker)"
27500,"Bladabindi.B (Trojan)"
3273,"Papras.DT_15 (Trojan)"
27930,"Injector.ASIU (Trojan)"
28628,"Downloader.A_273 (Adware)"
32521,"Injector.CGF_4 (Trojan)"
266,"FakeAV.QOZF (Trojan)"
1744,"Magania.CVLV_2 (Trojan)"
5400,"Dropper.A_521 (Trojan)"
6517,"OutBrowse.BUPO_94 (Trojan)"
10827,"Mazben.IU (Trojan)"
14302,"MultiPlug.CQ_2 (Adware)"
1585,"IBryte.A_24 (Adware)"
8437,"Banload.CRSP (Trojan)"
35234,"MultiPlug.MS_2 (Adware)"
17456,"Zbot.RMWH (Trojan)"
28460,"Downloader.H_3 (Trojan)"
27715,"MultiPlug.CR_110 (Adware)"
30663,"IRCbot.UPE (Trojan)"
33601,"Boaxxe.BE_14 (Trojan)"
720,"Solimba.A_18 (Adware)"
13201,"SmartFortress2012.TLY (Trojan)"
24207,"Dropper.LM (Trojan)"
24695,"Yantai.A (Adware)"
29411,"Cridex.AA_12 (Worm)"
29690,"Artemis_30 (Trojan)"
7227,"MalAgent.I_173 (Trojan)"
12499,"Dropper.A_674 (Trojan)"
26336,"Koobface.DZV (Worm)"
30356,"Malformed.gif.TL.17 (Exploit)"
1553,"Injector.AESA (Trojan)"
6067,"Ransom_8 (Trojan)"
13688,"MalAgent.H_3107 (Trojan)"
27153,"OptimumInstaller.A (Trojan)"
21097,"Amonetize.AD_5 (Trojan)"
29947,"MalAgent.G_4135 (Trojan)"
31381,"FileTour.A_51 (Adware)"
24461,"Beaugrit.A_109 (Trojan)"
40771,"Suspicious#bredolab.dc_7 (Trojan)"
56744,"Banbra.AMPP (Trojan)"
2481,"Zbot.AAO_42 (Trojan)"
2976,"Ciadoor.GN_22 (Trojan)"
14136,"Bundlore.I (Trojan)"
29879,"Iframe.CIX (Trojan)"
19650,"Malformed.docx.TL.1 (Exploit)"
21827,"Delphi.A_29 (Trojan)"
29275,"Banload.AZT (Trojan)"
36678,"Pinom.C_1 (Worm)"
20583,"Expressdownloader.A_4 (Adware)"
3211,"Filecoder.BQ_31 (Trojan)"
27522,"iBryte.AJ (Trojan)"
33587,"ZAccess.AKDX (Trojan)"
35691,"OutBrowse.BUPO_418 (Trojan)"
1434,"Tepfer.ICRK (Trojan)"
3136,"Autoit.NUV (Trojan)"
3878,"Sytro.A_20 (Virus)"
25994,"Agent.UWYS (Trojan)"
47616,"Shellcode.GEN_11 (Trojan)"
35354,"Registra (Worm)"
29486,"Symmi_4 (Trojan)"
32099,"Tepfer.UCIM (Trojan)"
6047,"Wigon.PI_22 (Trojan)"
37363,"Certificate.A_272 (Adware)"
24179,"Kazy.CX_2 (Trojan)"
32703,"Dorkbot.B_247 (Worm)"
19039,"Zbot.A_399 (Trojan)"
6672,"Horst.A_6 (Trojan)"
30546,"MalAgent.G_4287 (Trojan)"
32479,"Banload.UZC (Trojan)"
6165,"Dyzap.D_5 (Trojan)"
12382,"IFrame.KTF (Trojan)"
20117,"Banker.M_9 (Worm)"
2192,"Sality.RS (Trojan)"
5630,"MalAgent.G_3208 (Trojan)"
16800,"Kryptik.BUME (Trojan)"
26696,"Welchia.B_2 (Worm)"
36923,"Expressdownloader.A (Adware)"
5696,"Downloader.FAGM (Trojan)"
6005,"Troj.SPNR_229 (Trojan)"
25352,"Kryptik.DIKC (Trojan)"
33315,"Ciavax.C_3 (Trojan)"
8297,"Agent.AVZA (Trojan)"
16314,"Zbot_208 (Trojan)"
26231,"Malformed.sis.BP.87 (Exploit)"
2968,"Troj.SPNR_128 (Trojan)"
4610,"Webalta.GT (Adware)"
33259,"Inject.NSRV (Trojan)"
1768,"Emotet.A_14 (Trojan)"
36586,"Malformed.xls.BP.31 (Exploit)"
339,"Zbot.HZEE (Trojan)"
2743,"Banker.AAHE (Trojan)"
13999,"Fareit.AMGC (Trojan)"
22483,"MalAgent.H_2031 (Trojan)"
15539,"Bladabindi.AJE (Trojan)"
25988,"Rogue.KD_50 (Trojan)"
27946,"ConvertAd.SA_2 (Adware)"
31484,"Exploit.XG (Exploit)"
6622,"OutBrowse.BUPO_105 (Trojan)"
30702,"Androm.LQ (Trojan)"
30762,"Malformed.hlp.TL.6 (Exploit)"
5305,"MultiPlug.A_55 (Adware)"
31852,"Upatre.NJ (Trojan)"
36117,"Jpg.Spread.E (Trojan)"
8710,"AirAdInstaller.BBYG (Adware)"
23106,"ZAccess.BTMP (Trojan)"
26206,"ConvertAd.RC (Adware)"
26312,"Malformed.swf.MT.5 (Exploit)"
31222,"MalAgent.G_3884 (Trojan)"
18115,"MalAgent.H_1741 (Trojan)"
25583,"FakeAlert.FSE_7 (Trojan)"
46926,"AutoRun.AFG (Worm)"
26972,"Tinba.BE_6 (Trojan)"
381,"Banload.APH_2 (Trojan)"
2883,"Wauchos.Z_12 (Trojan)"
14752,"MalAgent.H_3138 (Trojan)"
19590,"MalAgent.H_1840 (Trojan)"
26155,"Cridex.GF (Worm)"
38023,"Magania.AWHH (Trojan)"
2672,"MalAgent.H_2874 (Trojan)"
15823,"Malformed.xls.MP.26 (Exploit)"
35417,"OutBrowse.CBPO_228 (Trojan)"
368,"Zurgop.AZ_7 (Trojan)"
25328,"Vundo.A_17 (Trojan)"
18849,"Expiro.gen.H (Virus)"
23792,"Dyzap.K (Trojan)"
2749,"Spy.A_12 (Trojan)"
3703,"MalAgent.G_2657 (Trojan)"
9594,"XPACK.GEN_60 (Trojan)"
20696,"AdPlugin.A_28 (Adware)"
37427,"OutBrowse.CCPO_50 (Trojan)"
8031,"MalAgent.G_3418 (Trojan)"
27909,"MalAgent.H_2588 (Trojan)"
9249,"Small.DL_4 (Trojan)"
14743,"LoadMoney.APP (Adware)"
19093,"EncPk.AMO (Trojan)"
33653,"GetCodec.A (Trojan)"
914,"Multibar.AP_6 (Trojan)"
13149,"LockScreen.APR_29 (Trojan)"
19167,"OnLineGames.KEGA (Trojan)"
5372,"Solimba.AMPO_2 (Trojan)"
10106,"Dropper.A_652 (Trojan)"
22880,"OutBrowse.A_172 (Adware)"
26654,"Injector.ARDH (Trojan)"
1742,"Injector.AEH_5 (Trojan)"
25993,"C2Lop_2 (Trojan)"
1469,"Yakes.FGSD (Trojan)"
26118,"Dapato.BNBY (Trojan)"
26434,"Malformed.pdf.MP.87 (Exploit)"
33236,"Staser.ZTM (Trojan)"
6660,"Dofoil.T_26 (Trojan)"
8103,"Wauchos.A_66 (Trojan)"
20644,"Malformed.exe.TL.3 (Exploit)"
27286,"Malformed.otf.MP.1 (Exploit)"
33220,"Fareit.A_146 (Trojan)"
34861,"Downloader.A_294 (Trojan)"
12974,"Inject_19 (Trojan)"
18771,"Bladabindi.AJ_21 (Trojan)"
4364,"OutBrowse.AM (Trojan)"
13652,"CTB.A (Trojan)"
21147,"Obfuscated.FZG (Trojan)"
18895,"Zbot.PA (Trojan)"
24872,"Malformed.pdf.MP.32 (Exploit)"
37732,"Sytro.A_389 (Virus)"
35521,"MultiPlug.MS_10 (Adware)"
3901,"Zbot.EP_4 (Trojan)"
3939,"MalAgent.G_2709 (Trojan)"
26308,"Koobface.EAB (Worm)"
3918,"Dropper.A_163 (Trojan)"
17429,"SearchSuite.A_2 (Trojan)"
9257,"Kolab.EBQ (Worm)"
33314,"Cutwail_19 (Trojan)"
34743,"Banker.SPXU (Trojan)"
37420,"Magania.AVWE (Trojan)"
37421,"OutBrowse.CCPO_49 (Trojan)"
8430,"Delfi (Trojan)"
22900,"Backdoor.A_42 (Trojan)"
18685,"Dobestel.A_3 (Trojan)"
15101,"Kryptik.CF_3 (Trojan)"
42186,"Prolaco.Gen (Worm)"
5724,"Lebros (Trojan)"
25144,"Dropper.A_848 (Trojan)"
7240,"MalAgent.I_178 (Trojan)"
8255,"MalAgent.H_2997 (Trojan)"
14954,"Necurs.A_9 (Trojan)"
26364,"Dynamer.A_164 (Trojan)"
9896,"Lethic.B_50 (Trojan)"
20073,"Ogimant.A_87 (Trojan)"
35021,"Androm.NQ (Trojan)"
495,"Zbot.DUN (Trojan)"
2989,"Ransom.CTB_4 (Trojan)"
36162,"Malformed.pub.CR.1 (Exploit)"
39451,"Zbot.FZBC_4 (Trojan)"
37857,"Barysa.CWQ (Trojan)"
14404,"Weelsof.QOT (Trojan)"
21336,"Bundlore.G_3 (Adware)"
32493,"Zbot.SWYW (Trojan)"
33013,"IRCBot.KYR (Trojan)"
14138,"Sytro.A_128 (Virus)"
21284,"Recslurp.B_11 (Trojan)"
37236,"Agent.ORH (Trojan)"
9347,"Kryptik.AK_5 (Trojan)"
20518,"IBryte.R_34 (Adware)"
36650,"Malformed.mov.BP.1 (Exploit)"
3188,"Bublik_4 (Trojan)"
8325,"Mindspark.A_3 (Trojan)"
26344,"Zbot.A_572 (Trojan)"
37302,"Certificate.A_265 (Adware)"
21371,"Pcclient.A_4 (Trojan)"
28776,"BrainInst (Adware)"
32340,"Fareit.A_210 (Trojan)"
15991,"CVE-2012-1723_31 (Exploit)"
19557,"Malformed.otf.MP.10 (Exploit)"
28173,"Malformed.html.TL.189 (Exploit)"
36423,"OnLineGames.ZND (Trojan)"
34792,"Multiplug.A_279 (Adware)"
18949,"Podnuha.BRE (Trojan)"
26981,"MalAgent.H_2453 (Trojan)"
2023,"Koobface.NBA_5 (Worm)"
8872,"Amonetize.DYPO_5 (Trojan)"
4877,"LoadMoney.RM_25 (Adware)"
5578,"Small.DL_3 (Trojan)"
7696,"SdBot.CHG (Trojan)"
5930,"Sality.NDI (Virus)"
16591,"Wauchos.F (Trojan)"
20771,"Injector.KVQ (Trojan)"
14666,"Xtrat.EDY (Trojan)"
14950,"Zbot.BOPD (Trojan)"
27241,"Wajam.A_17 (Adware)"
14884,"MalAgent.I_288 (Trojan)"
26867,"Malformed.otf.TL.2 (Exploit)"
14612,"Wigon.PH_52 (Trojan)"
2962,"Kryptik.BDCH (Trojan)"
6728,"CoinMiner.DD_2 (Trojan)"
21135,"InstallCube.BV_5 (Adware)"
22147,"Pitit.A (Trojan)"
22893,"OutBrowse.CCPO_13 (Trojan)"
23872,"Malformed.nab.BP.1 (Exploit)"
4507,"MalAgent.H_295 (Trojan)"
5367,"OutBrowse.BUPO_82 (Trojan)"
14910,"Pincav.CSIA (Trojan)"
19844,"Consortium.A (Adware)"
7396,"Mydoom.L (Worm)"
9742,"Nohad.B (Worm)"
21873,"Zegost.A_8 (Trojan)"
23861,"Crowti.A_46 (Trojan)"
2031,"Wauchos.X_23 (Trojan)"
16368,"Malformed.pdf.MP.48 (Exploit)"
27249,"Zbot.V_7 (Trojan)"
30092,"Malformed.mov.TL.7 (Exploit)"
20104,"NetWiredRC.A_3 (Trojan)"
20943,"Kryptik.BFYR_3 (Trojan)"
28126,"Qudamah.SLS (Trojan)"
10116,"Tepfer.UBDI (Trojan)"
11107,"Patched.A_23 (Trojan)"
21718,"Bkav.XLS (Trojan)"
23448,"Downloader.JQBF (Trojan)"
12066,"VBNA.ALXM (Worm)"
18303,"MalAgent.I_306 (Trojan)"
32348,"Agent.OOQF (Trojan)"
12425,"MalAgent.G_2028 (Trojan)"
8757,"MPlug.A_8 (Adware)"
19847,"PEPM.A_5 (Trojan)"
20841,"Banker.DLDR_9 (Trojan)"
25907,"Bprotector.A_3 (Trojan)"
27348,"Nieguide.AD_4 (Adware)"
35503,"Malformed.class.TL.25 (Exploit)"
1735,"Juched.PGY (Worm)"
7548,"Zbot.A_230 (Trojan)"
33884,"SpyEyes.ALWS (Trojan)"
31440,"BrowseFox.M_11 (Trojan)"
10483,"Zbot.IELL (Trojan)"
10850,"Alureon.V_20 (Trojan)"
18040,"Zzinfor.A_5 (Adware)"
18065,"Virut.CE_51 (Virus)"
26986,"Redyms.QJD (Trojan)"
34658,"MalAgent.G_1627 (Trojan)"
5311,"Expiro.A_42 (Virus)"
18118,"SoftPulse.O_37 (Trojan)"
36205,"Malformed.png.BP.21 (Exploit)"
3100,"Kryptik.AWNT_2 (Trojan)"
5951,"Fakealert_31 (Trojan)"
29852,"XPACK.A_715 (Trojan)"
17937,"Virut.F (Trojan)"
8440,"Delf.DKVP (Trojan)"
12995,"Inject.GDGL (Trojan)"
1813,"Zepfod.ACO (Trojan)"
29540,"MalAgent.ML_2 (Trojan)"
30380,"Malformed.html.TL.049 (Exploit)"
36019,"Malformed.html.BP.9 (Exploit)"
1810,"Koobface.W (Trojan)"
2315,"MalAgent.I_84 (Trojan)"
3103,"Banload.RSL_5 (Trojan)"
25327,"Dorkbot.B_140 (Worm)"
28043,"CVE-2012-0158.A_2 (Exploit)"
10378,"Troj.SPNR_255 (Trojan)"
27086,"MalAgent.H_2477 (Trojan)"
37106,"Sdbot.BDR (Trojan)"
14684,"Nymaim.B_2 (Trojan)"
36913,"Malformed.avi.TL.2 (Exploit)"
3857,"Pirrit.D_2 (Adware)"
37413,"MalAgent.I_523 (Trojan)"
35990,"Malformed.xls.TL.117 (Exploit)"
36909,"Merond.O_3 (Trojan)"
14514,"Redyms.QQK (Trojan)"
24284,"MultiPlug.A_229 (Adware)"
26335,"Kryptik.BOJI (Trojan)"
24797,"XPACK.A_633 (Trojan)"
32333,"Miuref.A_5 (Trojan)"
28132,"Qudamah.CKD (Trojan)"
32069,"Loktrom.B (Trojan)"
24535,"Dynamer.A_162 (Trojan)"
3236,"Wauchos.AS (Trojan)"
26265,"Dorkbot.B_147 (Worm)"
32666,"Drixed.B_9 (Trojan)"
32807,"Banload.UZP (Trojan)"
33110,"Neurevt.B_21 (Trojan)"
3131,"Boaxxe.BE_40 (Trojan)"
14111,"LoadMoney.AMA (Adware)"
24046,"Multiplug.A_2 (Adware)"
29776,"Tofsee.AX_13 (Trojan)"
34458,"Malformed.ppt.TL.29 (Exploit)"
36339,"Malformed.wpd.TL.4 (Exploit)"
23538,"Heur.YXW (Trojan)"
38112,"Palevo.HOE (Worm)"
6079,"MalAgent.H_368 (Trojan)"
22453,"Refroso.CDIH (Trojan)"
26211,"FileTour.A_34 (Adware)"
23471,"Injector.CAST (Trojan)"
30024,"Malformed.pub.TL.4 (Exploit)"
3114,"PornoAsset.CKRF (Trojan)"
28266,"BrowseFox.A_95 (Adware)"
5685,"Crilock.SMN (Trojan)"
17851,"MalAgent.G_597 (Trojan)"
17931,"XPACK.A_512 (Trojan)"
18998,"OutBrowse.BUPO_345 (Trojan)"
3251,"ATRAPS.A_79 (Trojan)"
12563,"Webalta.GZ (Adware)"
1659,"Yakes.CNXQ (Trojan)"
5394,"Sytro.O (Worm)"
9450,"MalAgent.G_1713 (Trojan)"
14328,"Banker.AAPV_2 (Trojan)"
33525,"Ainslot.AB_6 (Worm)"
24727,"Agent.BCZ_4 (Adware)"
26463,"Java.Bitcoin.A (Trojan)"
34848,"Downloader.A_293 (Adware)"
9344,"Kryptik.AK_4 (Trojan)"
27832,"MalAgent.H_2560 (Trojan)"
151,"InstallMonstr.BA (Trojan)"
31079,"Malformed.doc.TL.47 (Exploit)"
6007,"Emotet.B_16 (Trojan)"
21194,"Bundpil.E (Worm)"
34884,"Delf.RVD (Trojan)"
46589,"HotBar.H_12 (Adware)"
23672,"Fareit.A_197 (Trojan)"
29845,"Filecoder.BQ_18 (Trojan)"
16933,"Dropper.NB_2 (Trojan)"
20674,"MalAgent.H_1892 (Trojan)"
31241,"OutBrowse.BS_92 (Trojan)"
36468,"AutoRun.QGQ (Worm)"
21046,"Malformed.plf.CR.1 (Exploit)"
3266,"Agent.AVDO_5 (Trojan)"
3379,"Genetik_821 (Trojan)"
17372,"Waski.B_12 (Trojan)"
716,"Foreign.AKWY (Trojan)"
1977,"Banload.RSJ_2 (Trojan)"
22041,"OutBrowse.BUPO_398 (Trojan)"
26508,"Chydo.A_2 (Trojan)"
12670,"MultiPlug.A_146 (Adware)"
28234,"BrowseFox.A_92 (Adware)"
29676,"Msil_7 (Trojan)"
35281,"OutBrowse.CBPO_206 (Trojan)"
1451,"Injector.ADIY_2 (Trojan)"
38005,"Tepfer.FUQH (Trojan)"
9222,"WirelessKey.A (Trojan)"
10863,"Taloc.B_2 (Trojan)"
27951,"XPACK.A_685 (Trojan)"
34943,"FakeAlert.A_3 (Trojan)"
1511,"Tracur.AV_12 (Trojan)"
9798,"Recslurp.A_9 (Trojan)"
22085,"OutBrowse.AN (Trojan)"
27881,"4Shared.AB_4 (Trojan)"
36803,"OutBrowse.CBPO_340 (Trojan)"
12984,"Bancos.ORD (Trojan)"
26914,"Papras.DP (Trojan)"
5131,"IBryte.K_2 (Adware)"
35272,"MalAgent.I_483 (Trojan)"
35582,"SmileFiles.A (Adware)"
6069,"Tepfer.TIIC (Trojan)"
12212,"Foreign.ZEH (Trojan)"
30519,"MalAgent.G_4267 (Trojan)"
12428,"Autoit.AAG (Trojan)"
20876,"Kryptik.BGIS_2 (Trojan)"
4787,"Kryptik.ALHV_2 (Trojan)"
30798,"Malformed.xls.TL.74 (Exploit)"
37245,"OutBrowse.CEPO_58 (Trojan)"
5009,"IBryte.Q_2 (Adware)"
29513,"FileTour.AKY (Adware)"
9508,"Rovnix.I (Trojan)"
20222,"AutoRun.EXJJ (Worm)"
40440,"Bredolab.CU (Trojan)"
22615,"WebThunder_2 (Trojan)"
38220,"Bredolab.MP#email_2 (Trojan)"
34041,"Malformed.html.TL.126 (Exploit)"
9337,"OutBrowse.BUPO_142 (Trojan)"
15634,"MultiPlug.BS_8 (Adware)"
16543,"Cridex.AA_8 (Worm)"
20331,"Vawtrak.F2 (Trojan)"
32927,"Filecoder.BH_12 (Trojan)"
5864,"PornoAsset.CMUL (Trojan)"
12488,"Agent.QWP (Trojan)"
18623,"Expressdownloader.A_3 (Adware)"
27584,"Viking.CC (Worm)"
29178,"Frs.PMAA (Trojan)"
35491,"InstalleRex.A_20 (Trojan)"
2327,"GetNow.B_14 (Trojan)"
15408,"MacOSX.OfficeRAT (Trojan)"
18920,"Rotbrow.A_4 (Trojan)"
35980,"XPACK.A_170 (Trojan)"
15826,"Scar.HFOT (Trojan)"
32809,"Inject.GTVX (Trojan)"
26122,"Cridex.GH (Worm)"
11765,"Buzus.CKXQ (Trojan)"
33531,"TPM.A_14 (Trojan)"
26973,"Fareit.A_96 (Trojan)"
28833,"Obvod.C (Trojan)"
105,"Solimba.AF_4 (Trojan)"
2312,"AirAdInstaller.A_74 (Trojan)"
18239,"Bebloh.H_4 (Trojan)"
23193,"Malformed.jar.TL.5 (Exploit)"
25365,"MhtRedir.ITS.data.1 (Exploit)"
33911,"Agent.FL_1155 (Trojan)"
1499,"Androm.EMRB (Trojan)"
18740,"Gamarue.I_55 (Worm)"
20926,"DCOM-based-1 (Worm)"
35490,"OutBrowse.CBPO_247 (Trojan)"
12394,"Blocker.AHHR (Trojan)"
8499,"Papras.CK_13 (Trojan)"
8514,"Papras.DS_4 (Trojan)"
18973,"Malformed.pdf.TL.29 (Exploit)"
19439,"Malformed.dvr-ms.MP.2 (Exploit)"
27896,"DLBoost.AAPO_2 (Trojan)"
38514,"Sdbot.CJ (Trojan)"
13251,"Dofoil.QVD (Trojan)"
16934,"OneStep.Y_8 (Adware)"
28572,"LoadMoney.RM_18 (Adware)"
3083,"Dropper.A_466 (Trojan)"
9888,"CeeInject.A_36 (Trojan)"
42932,"JSClicker.NAZ (Trojan)"
18334,"MalAgent.H_3163 (Trojan)"
20174,"Neurevt.A_65 (Trojan)"
22681,"Spnr.BL (Trojan)"
27476,"Malformed.avi.TL.13 (Exploit)"
693,"ZAccess.BNVY (Trojan)"
24940,"PCMega.A_6 (Adware)"
28481,"MalAgent.G_3807 (Trojan)"
30101,"Malformed.mppl.MT.1 (Exploit)"
1814,"Backdoor.A_14 (Trojan)"
9221,"OutBrowse.BUPO_137 (Trojan)"
25975,"Malformed.swf.MP.39 (Exploit)"
27333,"Malformed.cdr.TL.1 (Exploit)"
7541,"Sytro.A_31 (Virus)"
14146,"IFrame.BR (Exploit)"
22689,"Agent.ZGQ (Trojan)"
26640,"Malformed.wma.CV.1 (Exploit)"
10291,"Banker.YTR (Trojan)"
30367,"Malformed.html.TL.116 (Exploit)"
35516,"OutBrowse.CBPO_251 (Trojan)"
2586,"Botan.J (Trojan)"
15875,"Cridex.PM (Trojan)"
16648,"Stimilik.B (Trojan)"
4206,"Dorkbot.B_212 (Worm)"
28474,"Atros.CXZ (Trojan)"
11691,"Banbra.OIJ_7 (Trojan)"
23477,"Cerabit.B (Trojan)"
14804,"ObfuscatedAFY.A_3 (Trojan)"
24205,"Melissa.So (Worm)"
27311,"Banker.ACCL (Trojan)"
23238,"Wauchos.A_64 (Trojan)"
34865,"XPACK.A_926 (Trojan)"
3740,"MalAgent.G_2661 (Trojan)"
8398,"Banker.A_25 (Trojan)"
29933,"Certificate.A_187 (Adware)"
7502,"Wowlik.E (Trojan)"
30329,"Multiplug.A_262 (Adware)"
33861,"Androm.AYQH (Trojan)"
29120,"Malformed.xls.MP.32 (Exploit)"
29327,"Rogue.A_29 (Trojan)"
15193,"Banload.ZUA (Trojan)"
20456,"Banker.A_36 (Trojan)"
28561,"Morstar.Q (Trojan)"
32480,"Blocker.DBTZ (Trojan)"
35265,"Malformed.xml.TL.27 (Exploit)"
25630,"Krepper.B_3 (Worm)"
32869,"Delf.EP_4 (Trojan)"
23384,"Papras.DM_5 (Trojan)"
36933,"Scar.KOHA (Trojan)"
6541,"AutoIt.A_97 (Worm)"
6202,"Androm.EMEA (Trojan)"
18841,"Ursnif.A_27 (Trojan)"
31335,"Kuluoz.D_10 (Trojan)"
3648,"Webalta.EL (Adware)"
8741,"ScrambleWrapper.A (Adware)"
30083,"Malformed.rtf.TL.3 (Exploit)"
23485,"Injector.AMLG (Trojan)"
30882,"Malformed.asf.TL.5 (Exploit)"
37527,"IRCBot.GRE (Trojan)"
5872,"MalAgent.G_3284 (Trojan)"
9373,"Ropest.F_6 (Trojan)"
23640,"LockScreen.BJP (Trojan)"
230,"Dropper.A_372 (Trojan)"
23127,"XPACK.A_612 (Trojan)"
35344,"Zbot.IQHQ (Trojan)"
12145,"IRCBot.NHR_4 (Trojan)"
20332,"Vawtrak.F1 (Trojan)"
30557,"Malformed.emf.TL.1 (Exploit)"
33518,"Ciavax.C_4 (Trojan)"
23205,"Banload.A_20 (Trojan)"
27836,"MalAgent.G_1235 (Trojan)"
34000,"Malformed.avi.TL.8 (Exploit)"
1883,"Banload2_5 (Trojan)"
22351,"MalAgent.H_2013 (Trojan)"
24593,"ICLoader.A_140 (Adware)"
25325,"BrowseFox.A_77 (Adware)"
31766,"Hupigon.DKWT_3 (Trojan)"
5210,"Zbot_92 (Trojan)"
10685,"Kuluoz.ACI (Trojan)"
22929,"Malf (Trojan)"
13152,"Foreign.GKHK (Trojan)"
3415,"Zbot.A_499 (Trojan)"
37753,"Multiplug.A_319 (Adware)"
13096,"Bladabindi.O_12 (Trojan)"
23102,"OutBrowse.BK_15 (Trojan)"
27630,"Injector.UTC (Trojan)"
27677,"Kolab.BITZ (Worm)"
33224,"Necurs.A_12 (Trojan)"
7082,"OnLineGames.BNKK (Trojan)"
19805,"Malformed.swf.OT.2 (Exploit)"
15976,"Downware.NB (Trojan)"
47930,"HotBar.H_14 (Adware)"
5162,"MalAgent.G_3041 (Trojan)"
25083,"Papras.DJ_4 (Trojan)"
30293,"Malformed.ppt.TL.6 (Exploit)"
833,"Dialer.ASXJ (Trojan)"
8273,"Spybot.BFR_12 (Trojan)"
16119,"Somoto.A_195 (Adware)"
21399,"XPACK.A_560 (Trojan)"
3981,"NSPM.A_16 (Trojan)"
15248,"Dropper.OQD (Trojan)"
27023,"Downloader.FATC_2 (Trojan)"
1125,"ATRAPS.A_74 (Trojan)"
5247,"Dofoil.R_9 (Trojan)"
35536,"OutBrowse.CBPO_256 (Trojan)"
15746,"OutBrowse.E_3 (Adware)"
15835,"Bublik.AFTK (Trojan)"
2152,"Tofsee.AX_37 (Trojan)"
14526,"ZAccess.CSEC (Trojan)"
35017,"Andromeda.DMM (Trojan)"
1385,"Papras.CE_20 (Trojan)"
16045,"Koobface.KO (Worm)"
23297,"Crowti.A_39 (Trojan)"
23727,"Upatre.AJ (Trojan)"
27856,"ExtenBro.A_3 (Trojan)"
20854,"IBryte.G_3 (Adware)"
25319,"MalAgent.H_2281 (Trojan)"
14038,"Patched.A_53 (Trojan)"
