"_time","configuration_auto_mitigation_actions","configuration_learning_mode","configuration_mitigation_mode","configuration_mitigation_mode_suspicious","configuration_research_data",console,"cpu_cores","cpu_count","cpu_id","dest_name",domain,enabled,"external_ip","group_id","group_ip",id,interface,ip,"last_logged_in_user",mac,"machine_type",mem,os,"os_arch",serial,status,"threat_count",time,"time_created","time_last_active","time_last_logged_in_user","time_registered","time_updated",user,"user_actions_needed","user_id","vendor_product",version
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",,"","","","","","","","","",""
"1527168543.313000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,4,1,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","ryanm-macbookpro15",local,true,"66.178.175.68",5a267fab830f780ef459766f,"66.178.175.x",5af4deac830f780874e9af39,"awdl0 en0 en6 lo0 utun0 utun1 utun2","127.0.0.1 172.20.2.119 ::1 fe80::1 fe80::1c4e:bf67:d11c:8d6f fe80::28e8:7dff:fe29:2434 fe80::302a:71ab:4fc6:4b7f fe80::418a:9ed2:e3ee:836 fe80::aede:48ff:fe00:1122 fe80::cc4a:6a35:ab09:2454",ryanm,"00:00:00:00:00:00 2a:e8:7d:29:24:34 88:e9:fe:5c:2c:e2 ac:de:48:00:11:22",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","6F46C950-6C85-58DA-A2BE-6552C7910D99",connected,0,,"1525997228.406000","1527168543.313000","1526645224.755000","1525997228.406000","1527168268.453000",ryanm,1,"S-1-5-21-3131308042-1304971455-3268766856-4443",SentinelOne,"2.6.1.2504"
"1527168543.312000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,2,1,"Intel(R) Core(TM) i7-7660U CPU @ 2.50GHz","Shelbys-MacBook-Pro",local,true,"12.124.76.22",5a267fab830f780ef459766f,"12.124.76.x",5ae23d86830f782cea684c31,"awdl0 en0 lo0 utun0 utun1","127.0.0.1 192.168.14.22 ::1 fe80::1 fe80::1c67:e76a:ebd1:2e48 fe80::68b8:10ff:fe9d:d9e2 fe80::6ae1:8465:d72a:fe58 fe80::a178:e9cd:237d:21a5",shelbyanderson1,"00:00:00:00:00:00 6a:b8:10:9d:d9:e2 8c:85:90:ba:ca:de",laptop,16384,"OS X; 10.13.2 (17C88)","64 bit","FEC4F2E0-7EE4-51C7-8B59-0DA77926B02C",connected,0,,"1524776326.041000","1527168543.312000","1524849200.420000","1524776326.041000","1527168299.066000","shelbya shelbyanderson1",1,"S-1-5-21-2128892359-2337869223-2032578604-2002 S-1-5-21-3131308042-1304971455-3268766856-4422",SentinelOne,"2.6.1.2504"
"1527170326.112000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,8,8,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","MatanM-T470p",SENTINELONE,true,"141.226.162.212",5a549a60830f7841246b23c0,"141.226.162.x",5aaabbfc830f782e494ba7bd,"Ethernet 3 VMware Network Adapter VMnet1 VMware Network Adapter VMnet8 Wi-Fi","172.16.200.44 192.168.1.105 192.168.244.1 192.168.61.1 fe80::5da0:62b4:e4aa:7bbe fe80::6106:87f9:84c3:8e15 fe80::9d9:b385:f8c:d1a0 fe80::f97e:c539:2442:7c69",matanme,"00:09:0f:aa:00:01 00:23:15:d3:fc:ac 00:50:56:c0:00:01 00:50:56:c0:00:08",laptop,16220,"Windows 10; No ServicePack Installed","64 bit",3cef624db5c5b42bdfc422c6a55bd0a4781c2210,connected,0,,"1521138684.890000","1527170326.112000","1526979400.304000","1521138684.890000","1527150106.034000",MatanMe,1,"S-1-5-21-3131308042-1304971455-3268766856-4376",SentinelOne,"2.6.1.5897"
"1527172110.792000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,4,1,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","MacBook-Pro",local,true,"24.21.62.113",5a267fab830f780ef459766f,"24.21.62.x",5ae1068a830f787dc8e974b8,"awdl0 en0 en6 lo0 ppp0 utun0 utun1 utun2 utun3 vnic0 vnic1","10.211.55.2 10.37.129.2 127.0.0.1 172.16.201.34 192.168.1.18 ::1 fe80::1 fe80::3209:c370:bfac:b508 fe80::8445:94ff:fe6c:3929 fe80::8e2:5d5b:8902:aa92 fe80::ab53:569f:b020:33e4 fe80::aede:48ff:fe00:1122 fe80::b5f0:6b62:3937:4cd4 fe80::daf2:eb74:453a:9954",iand,"00:00:00:00:00:00 00:1c:42:00:00:08 00:1c:42:00:00:09 86:45:94:6c:39:29 8c:85:90:bc:a8:6d ac:de:48:00:11:22",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","0ED1B34F-C38C-59B8-BC78-0E1E6ACAD93A",connected,0,,"1524696714.794000","1527172110.792000","1526916948.692000","1524696714.794000","1527170414.519000",iand,1,"S-1-5-21-3131308042-1304971455-3268766856-4419",SentinelOne,"2.6.1.2504"
"1527172140.818000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,4,1,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","tommyh-macbookpro15",local,true,"67.137.4.2",5a267fab830f780ef459766f,"67.137.4.x",5ae270f6830f78610370a537,"awdl0 en0 en6 lo0 utun0 utun1 vmnet1 vmnet8","127.0.0.1 172.16.130.1 172.16.4.1 192.168.5.58 ::1 fe80::1 fe80::14d3:761d:7f2:6dd0 fe80::3496:78ff:fecf:cd3 fe80::4d80:bdcd:d045:79a8 fe80::9ec0:8a45:a432:c0f fe80::aede:48ff:fe00:1122",tommyh,"00:00:00:00:00:00 00:50:56:c0:00:01 00:50:56:c0:00:08 36:96:78:cf:0c:d3 8c:85:90:be:de:80 ac:de:48:00:11:22",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","F05407EB-A1FA-5105-8922-F4D3E7B62ED6",connected,0,,"1524789494.627000","1527172140.818000","1526576882.424000","1524789494.627000","1527172008.232000",tommyh,1,"S-1-5-21-3131308042-1304971455-3268766856-4417",SentinelOne,"2.6.1.2504"
"1527173837.587000","mitigation.none",true,detect,detect,"researchData.collectAndSend",pm,1,1,"Intel(R) Core(TM) i5-7400 CPU @ 3.00GHz","DESKTOP-P5O9FJ0",WORKGROUP,true,"5.29.192.204",5975a6de44450dbd5a3fc706,"5.29.192.x",5afea5e35109d815785660f5,"Ethernet0 Teredo Tunneling Pseudo-Interface","172.16.91.128 fe80::3cc8:36bf:53ef:a47f fe80::b504:a230:ce59:7859","Itay Saadia","00:00:00:00:00:00 00:0c:29:7c:02:ba",desktop,2046,"Windows 10; No ServicePack Installed","64 bit",6a1960c6ba7d01e18f6ff8c0f62130d96b4eae4b,disconnected,0,,"1526638051.187000","1527173837.587000",,"1526638051.187000","1527173440.533000",,1,,SentinelOne,"2.5.5.112"
"1527173872.913000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,4,1,"Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz","RotemA-mbp-15",local,true,"77.139.206.187",5a267fab830f780ef459766f,"77.139.206.x",5af7f496830f780874ea0815,"awdl0 en0 en5 lo0 utun0 utun1","127.0.0.1 192.168.1.13 ::1 fe80::1 fe80::12aa:895f:a3d9:4668 fe80::18ec:5d9b:1021:564a fe80::6027:a427:2b83:f37b fe80::aede:48ff:fe00:1122 fe80::ccde:c7ff:feaf:1637",rotema,"00:00:00:00:00:00 8c:85:90:d1:6e:5a ac:de:48:00:11:22 ce:de:c7:af:16:37",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","9F5210AD-91B7-58C7-8342-839F949D48A9",connected,0,,"1526199446.167000","1527173872.913000","1527057732.691000","1526199446.167000","1527173873.904000",rotema,1,"S-1-5-21-3131308042-1304971455-3268766856-4458",SentinelOne,"2.6.1.2504"
"1527173925.129000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz","lauriem-lenovox1",SENTINELONE,true,"174.224.14.105",572b5c1aba4079076c3c3b8e,"174.224.14.x",5ae7bbe7830f782cea6946ee,"Wi-Fi","172.20.10.4 2600:100f:b125:8826:b182:862d:d997:30c1 2600:100f:b125:8826:e17e:a1dd:ef99:c594 fe80::b182:862d:d997:30c1",lauriem,"d4:25:8b:e6:e0:d3",laptop,16222,"Windows 10; No ServicePack Installed","64 bit",9d870002a5d9702d6e32f1ccaf1ade5f3ce9a75d,connected,0,,"1525136359.843000","1527173925.129000","1526004734.012000","1525136359.843000","1527173830.251000",LaurieM,1,"S-1-5-21-3131308042-1304971455-3268766856-4442",SentinelOne,"2.1.0.5531"
"1527173925.135000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,2,1,"Intel(R) Core(TM) i5-7360U CPU @ 2.30GHz","KathiL-mbp-13",home,true,"173.48.138.27",5a267fab830f780ef459766f,"173.48.138.x",5ae1f89a830f782ce6bd1e70,"awdl0 en0 lo0 utun0","127.0.0.1 192.168.1.9 ::1 fe80::1 fe80::187d:18d9:4054:d258 fe80::30a2:a7ff:fe8b:dc7d fe80::9051:5c3e:5fd5:9946",kathil,"00:00:00:00:00:00 32:a2:a7:8b:dc:7d 8c:85:90:d0:d6:9a",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","D0A0CAF8-DBA2-50A0-9A1C-987B0DC78717",connected,0,,"1524758682.183000","1527173925.135000","1526917832.316000","1524758682.183000","1527172804.336000",kathil,1,"S-1-5-21-3131308042-1304971455-3268766856-4418",SentinelOne,"2.6.1.2504"
"1527186522.194000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz","karanb-lenovo-x1",SENTINELONE,true,"12.124.76.22",5a549a9f830f7841067c02a4,"12.124.76.x",5ac435b6830f7827617e6ab7,"Wi-Fi","192.168.14.46 fe80::c058:898c:3a56:9a5",karanb,"f4:96:34:75:e0:c2",laptop,16222,"Windows 10; No ServicePack Installed","64 bit",5d590a0b7ac817ab74f78f3161580cd9881942f7,connected,0,,"1522808246.188000","1527186522.194000","1527182924.583000","1522808246.188000","1527182962.620000",KaranB,1,"S-1-5-21-3131308042-1304971455-3268766856-4700",SentinelOne,"2.1.0.5531"
"1527195428.903000","mitigation.none",true,detect,detect,"researchData.collectAndSend",pm,2,2,"Intel(R) Core(TM) i7-7500U CPU @ 2.70GHz","gregsentinal-PC",WORKGROUP,true,"141.226.251.150",5975a6de44450dbd5a3fc706,"141.226.251.x",5a9fbd555109d82451a12478,"Local Area Connection","192.168.1.15 fe80::299c:918a:c44f:e8ea",gregsentinal,"08:00:27:2d:24:b9",desktop,6047,"Windows 7; ServicePack1","64 bit",ec3c0dd58ac901501cdf7a9d32686cce3a998901,connected,0,,"1520418133.971000","1527195428.903000","1527229650.796000","1520418133.971000","1527193679.526000",gregsentinal,1,"S-1-5-21-2105301199-2503159044-1427638660-1000",SentinelOne,"2.5.4.104"
"1527204524.049000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,8,8,"Intel(R) Core(TM) i7-7700 CPU @ 3.60GHz","Yarden-DKP",SENTINELONE,true,"31.154.17.58",58ea15fd830f7836d020d407,"31.154.17.x",5aaaab79830f78778ebc415f,"Ethernet VMware Network Adapter VMnet1 VMware Network Adapter VMnet8","192.168.118.1 192.168.20.71 192.168.80.1 fe80::2969:dce3:6156:e2b5 fe80::6526:ff94:170d:d3b0 fe80::a4a2:2fb8:e072:5e5f",yarden,"00:50:56:c0:00:01 00:50:56:c0:00:08 30:9c:23:5a:ab:fc",desktop,32656,"Windows 10; No ServicePack Installed","64 bit",6400bf986b368da8b5d45eaa51f7da4f63eb1294,connected,0,,"1521134457.136000","1527204524.049000","1527150002.295000","1521134457.136000","1527150005.068000",yarden,2,"S-1-5-21-3131308042-1304971455-3268766856-1613",SentinelOne,"2.5.2.96"
"1527204524.048000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,4,1,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","march-macbookpro-15",local,true,"98.232.188.55",5a267fab830f780ef459766f,"98.232.188.x",5aa9c347830f782e494b309c,"awdl0 en0 en5 lo0 utun0","10.0.1.33 127.0.0.1 ::1 fe80::1 fe80::1cef:2c0e:fc4b:4900 fe80::554b:6bd5:4298:4624 fe80::582a:aeff:fed1:286d fe80::aede:48ff:fe00:1122",march,"00:00:00:00:00:00 5a:2a:ae:d1:28:6d 8c:85:90:5f:0d:14 ac:de:48:00:11:22",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","DCF37C4F-A7B6-50A7-BA21-2C0B63945C45",connected,0,,"1521075015.875000","1527204524.048000","1527101200.363000","1521075015.875000","1527197397.287000",march,1,"S-1-5-21-3131308042-1304971455-3268766856-4401",SentinelOne,"2.6.1.2504"
"1527206334.820000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,8,8,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz","AntonS-T470p",SENTINELONE,true,"79.176.119.139",5a549a60830f7841246b23c0,"79.176.119.x",5aa64ba3830f782e5a3c630a,"Ethernet 3 VMware Network Adapter VMnet1 VMware Network Adapter VMnet8 Wi-Fi","10.0.0.6 172.16.200.39 192.168.80.1 192.168.83.1 fe80::190f:ed0a:408b:a140 fe80::5da0:62b4:e4aa:7bbe fe80::69d4:e0f5:502f:ffd3 fe80::b0b8:a8f6:7d59:5ce6",antons,"00:09:0f:aa:00:01 00:23:15:d3:fc:d4 00:50:56:c0:00:01 00:50:56:c0:00:08",laptop,16220,"Windows 10; No ServicePack Installed","64 bit",0cb01539be49117af2e52bdd0ee45ceae6eb9b37,connected,0,,"1520847779.127000","1527206334.820000","1527182667.178000","1520847779.127000","1527184291.377000",AntonS,1,"S-1-5-21-3131308042-1304971455-3268766856-4405",SentinelOne,"2.6.1.5897"
"1527207542.329000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz","derrickp-laptop",SENTINELONE,true,"199.66.198.58",5a549af3830f78412d5cef90,"199.66.198.x",5aa0acab830f786b17a61534,"Ethernet 3 VMware Network Adapter VMnet1 VMware Network Adapter VMnet8 Wi-Fi","172.16.201.37 192.168.116.1 192.168.16.54 192.168.216.1 fe80::2cad:22f9:a63f:cbe3 fe80::89d8:a3b5:c1dd:88b1 fe80::9c96:569c:36f2:8c33 fe80::c5e9:ceb3:f061:9076",DerrickP,"00:09:0f:aa:00:01 00:50:56:c0:00:01 00:50:56:c0:00:08 a0:88:69:fb:1f:26",laptop,16222,"Windows 10; No ServicePack Installed","64 bit",b26121684de5d43f1079f1b71a09a3fdd1aee766,connected,0,,"1520479403.399000","1527207542.329000","1526914724.064000","1520479403.399000","1527204790.505000",DerrickP,2,"S-1-5-21-3131308042-1304971455-3268766856-4690",SentinelOne,"2.5.4.104"
"1527209929.696000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz","albertb-lenovo",SENTINELONE,true,"199.66.198.58",5a549af3830f78412d5cef90,"199.66.198.x",5aa0ab58830f786b2cd82cc2,"Ethernet 5 VMware Network Adapter VMnet1 VMware Network Adapter VMnet8","192.168.138.1 192.168.149.1 192.168.9.61 fe80::2173:9bcf:98e8:118b fe80::9002:41fe:b70d:8b60 fe80::b1ba:9772:2cb4:4af",albertb,"00:50:56:c0:00:01 00:50:56:c0:00:08 00:50:b6:96:b4:5f",laptop,16222,"Windows 10; No ServicePack Installed","64 bit",80adeea47f722f7b52dab4a39c680aaea72f5134,connected,0,,"1520479064.031000","1527209929.696000","1525999593.670000","1520479064.031000","1526965709.610000",AlbertB,1,"S-1-5-21-3131308042-1304971455-3268766856-4384",SentinelOne,"2.5.4.104"
"1527214431.558000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz","pjstacy-lenovo-x1",SENTINELONE,true,"24.22.51.178",5a549af3830f78412d5cef90,"24.22.51.x",5aa0a644830f786b17a61477,"Ethernet 4 VMware Network Adapter VMnet1 VMware Network Adapter VMnet8 Wi-Fi","172.16.201.47 192.168.1.112 192.168.190.1 192.168.80.1 fe80::5179:bf43:a00a:679e fe80::7c21:fe14:9800:f5fc fe80::9514:2788:297b:9ee2 fe80::c93a:ce92:d28f:88d6",pjs,"00:09:0f:aa:00:01 00:50:56:c0:00:01 00:50:56:c0:00:08 40:a3:cc:63:17:67",laptop,16222,"Windows 10; No ServicePack Installed","64 bit",194fe1d274cf56851a0416598f029be8fff2bd5e,connected,0,,"1520477764.223000","1527214431.558000","1527195395.600000","1520477764.223000","1527195465.971000",PJS,1,"S-1-5-21-3131308042-1304971455-3268766856-4381",SentinelOne,"2.5.4.104"
"1527224789.677000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,2,1,"Intel(R) Core(TM) i7-7567U CPU @ 3.50GHz","AS-Mac",local,true,"176.231.12.129",5a267fab830f780ef459766f,"176.231.12.x",5aa6b573830f782e4947eb49,"awdl0 en0 en5 lo0 utun0 vmnet1 vmnet8","127.0.0.1 172.16.123.1 172.16.235.1 192.168.1.9 ::1 fe80::1 fe80::1c2e:5fff:fe8c:fec2 fe80::9119:425f:99c6:785a fe80::aede:48ff:fe00:1122 fe80::c3c:fb66:84a5:bab9",avirams,"00:00:00:00:00:00 00:50:56:c0:00:01 00:50:56:c0:00:08 1e:2e:5f:8c:fe:c2 8c:85:90:b0:eb:2f ac:de:48:00:11:22",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","E7169AB8-99C6-5A6B-8CBA-FA0C3823F6B0",connected,0,,"1520874867.367000","1527224789.677000","1527147723.240000","1520874867.367000","1527224789.677000",avirams,1,"S-1-5-21-3131308042-1304971455-3268766856-4377",SentinelOne,"2.6.1.2504"
"1527238443.410000","mitigation.none",true,detect,detect,"researchData.collectAndSend",staging,2,1,"Intel(R) Core(TM) i7-7660U CPU @ 2.50GHz","graemej-macbookpro-13",local,true,"148.252.128.82",5a267fab830f780ef459766f,"148.252.128.x",5aa9c816830f782e4a6fd591,"awdl0 en0 lo0 utun0 utun1 utun2","127.0.0.1 172.20.10.5 ::1 fe80::1 fe80::10e1:4810:689e:33d1 fe80::4541:88a0:88d6:a2da fe80::4caa:9fd0:224b:b4b6 fe80::6d:99ff:fe0c:92ea fe80::b52b:2bbd:240c:e59b",graemej,"00:00:00:00:00:00 02:6d:99:0c:92:ea 8c:85:90:ba:cd:dc",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","736622B8-927E-5EE4-8C5E-8C8D1672F7F3",connected,0,,"1521076246.240000","1527238443.410000","1527072799.880000","1521076246.240000","1527238361.190000",graemej,1,"S-1-5-21-3131308042-1304971455-3268766856-4696",SentinelOne,"2.6.1.2504"
"1527254632.053000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz","robertr-lenovo-x1",SENTINELONE,true,"199.66.198.58",5a549af3830f78412d5cef90,"199.66.198.x",5aa326f5830f786b20f3cd4d,"Ethernet 3 Ethernet 5 VMware Network Adapter VMnet1 VMware Network Adapter VMnet8","172.16.201.37 192.168.112.1 192.168.171.1 192.168.9.67 fe80::354c:bee4:e860:f46c fe80::5826:c274:35d1:b43d fe80::6568:dffb:38a7:c69 fe80::757e:fc60:7767:4157",robertr,"00:09:0f:aa:00:01 00:50:56:c0:00:01 00:50:56:c0:00:08 00:50:b6:96:b4:70",laptop,16222,"Windows 10; No ServicePack Installed","64 bit",65b3e83f0118d661239dfce93ce68293e66551c1,connected,0,,"1520641781.767000","1527254632.053000","1527202928.191000","1520641781.767000","1527253428.736000",RobertR,1,"S-1-5-21-3131308042-1304971455-3268766856-4692",SentinelOne,"2.5.4.104"
"1527371523.850000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,4,4,"Intel(R) Core(TM) i7-5600U CPU @ 2.60GHz","Jinnd-Contractor",SENTINELONE,true,"31.168.21.209",572b5c1aba4079076c3c3b8e,"31.168.21.x",5afc3363830f7859f9c764cd,"Teredo Tunneling Pseudo-Interface Wi-Fi 2","192.168.1.107 2001:0:9d38:6abd:20a6:1c70:3f57:fe94 2001:0:9d38:6abd:3050:7e4:3f57:fe94 fe80::20a6:1c70:3f57:fe94 fe80::3050:7e4:3f57:fe94 fe80::b4d3:6e04:65cb:45a1",jinnd,"00:00:00:00:00:00 4c:34:88:ae:00:74",laptop,16258,"Windows 10; No ServicePack Installed","64 bit",fce0f775fe5043e0f7b6436c6a563becbe3ad548,connected,0,,"1526477667.006000","1527371523.850000",,"1526477667.006000","1527371266.411000",,1,,SentinelOne,"2.5.2.96"
"1527402751.585000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,8,8,"Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz","BENM-T440P",SENTINELONE,true,"31.154.17.58",572b5c1aba4079076c3c3b8e,"31.154.17.x",5b0a507a830f783c827905d0,Ethernet,"192.168.20.120 fe80::c49d:a530:56e:e074",temp,"28:d2:44:4f:eb:4d",laptop,16262,"Windows 10; No ServicePack Installed","64 bit",22decc1ca1b6b2332d5d3d86080a90231b4a32dc,connected,0,,"1527402618.258000","1527402751.585000",,"1527402618.258000","1527402707.720000",,1,,SentinelOne,"2.6.1.5897"
"1527407917.848000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend",staging,8,8,"Intel(R) Core(TM) i7-4710MQ CPU @ 2.50GHz",VigilanceMonitorLaptop,SENTINELONE,true,"31.154.17.58",572b5c1aba4079076c3c3b8e,"31.154.17.x",5af818a8830f780877a3f5af,Ethernet,"192.168.21.59 fe80::bc9a:c2c4:76d5:9ff2",igorg,"68:f7:28:f9:31:0b",laptop,16262,"Windows 10; No ServicePack Installed","64 bit",e1908566dbb1c49d58004184d1fcb97b54a88678,connected,0,,"1526197880.341000","1527397117.848000",,"1526197880.341000","1527395591.494000",,1,,SentinelOne,"2.5.2.96"
"1527411578.824000","mitigation.quarantineThreat",true,protect,detect,"researchData.collectAndSend","staging_start_of_time",8,8,"Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz",Lirazb,SENTINELONE,true,"31.154.17.58",5a549a60830f7841246b23c0,"31.154.17.x",5a859764830f785646cc32d7,"Wi-Fi","192.168.140.173 fe80::386a:c758:deb9:a47b",lirazb,"00:1c:bf:e5:42:b9",laptop,16220,"Windows 10; No ServicePack Installed","64 bit",279bd8f788d8ae804104edd0ae4f36faed14e1ab,connected,0,,"1518697284.397000","1527400778.824000",,"1518697284.397000","1527399655.461000",,2,,SentinelOne,"2.6.1.5897"
"1527411578.824000","mitigation.none",true,detect,detect,"researchData.collectAndSend","staging_start_of_time",4,1,"Intel(R) Core(TM) i7-4870HQ CPU @ 2.50GHz","AlexBs-MacBook-Pro",local,true,"31.154.17.58",5a267fab830f780ef459766f,"31.154.17.x",58d9055d830f7809763877e2,"awdl0 en0 lo0 ppp0 utun0 vmnet1 vmnet8","127.0.0.1 172.16.200.38 192.168.140.65 192.168.214.1 192.168.90.1 ::1 fe80::1 fe80::6caf:9ff:fe42:cfc2 fe80::a16a:3065:d4f0:4fa8 fe80::c8b:c755:d691:ca30",alexbell,"00:00:00:00:00:00 00:50:56:c0:00:01 00:50:56:c0:00:08 6e:af:09:42:cf:c2 a4:5e:60:d2:84:95",laptop,16384,"OS X; 10.13.3 (17D47)","64 bit","2CBF22CC-99DB-5585-A81F-983ADBD10ABF",connected,0,,"1490606893.575000","1527400778.824000","1526537064.745000","1490606893.575000","1527398645.709000",alexbell,1,"S-1-5-21-3131308042-1304971455-3268766856-1663",SentinelOne,"2.6.1.2504"
"1527411518.456000","mitigation.none",true,detect,detect,"researchData.collectAndSend","staging_start_of_time",2,1,"Intel(R) Core(TM) i5-5257U CPU @ 2.70GHz","Natalias-MacBook-Pro",local,true,"73.70.225.26",5a267fab830f780ef459766f,"73.70.225.x",580801aa830f784025a67fda,"awdl0 en0 lo0 utun0","10.0.0.231 127.0.0.1 2601:646:1:62fa:1c47:3427:1d24:7b04 2601:646:1:62fa::5ebe 2601:646:1:62fa:c85d:57b0:3bd1:879f ::1 fe80::1 fe80::27:5a3a:c54c:eed0 fe80::7404:6fff:fec6:95ff fe80::ed6e:be53:ef48:1d5c",nataliat,"00:00:00:00:00:00 76:04:6f:c6:95:ff c4:b3:01:c1:c5:1b",laptop,8192,"OS X; 10.13.4 (17E199)","64 bit","693C71B2-1044-5838-9557-DD0676AD7884",connected,0,,"1476908922.048000","1527400718.456000","1525297427.675000","1476908922.048000","1527398495.860000",nataliat,1,"S-1-5-21-3131308042-1304971455-3268766856-1910",SentinelOne,"2.6.1.2504"
"1527411578.824000","mitigation.none",true,detect,detect,"researchData.collectAndSend","staging_start_of_time",2,1,"Intel(R) Core(TM) i5-6267U CPU @ 2.90GHz","Marks-MacBook-Pro",local,true,"73.231.119.205",5a267fab830f780ef459766f,"73.231.119.x",5898d0a7830f7866ff01b191,"awdl0 en0 en5 lo0 utun0 utun1 utun2 utun3","127.0.0.1 192.168.1.13 ::1 fe80::1 fe80::1285:61c1:e102:4c04 fe80::18cd:1a43:ca0:afa3 fe80::4482:4ff:fe2b:709 fe80::5319:d65d:43bf:f2e2 fe80::57ad:3d16:6a9e:2a57 fe80::aede:48ff:fe00:1122 fe80::fdfe:8b94:e484:ecc6",markd,"00:00:00:00:00:00 46:82:04:2b:07:09 78:4f:43:6c:a1:d6 ac:de:48:00:11:22",laptop,8192,"OS X; 10.12.6 (16G1314)","64 bit","776C62FB-AEA3-5F8A-BD18-E2D52820DEE8",connected,0,,"1486402695.497000","1527400778.824000","1524149575.477000","1486402695.497000","1527398495.860000",markd,1,"S-1-5-21-3131308042-1304971455-3268766856-2040",SentinelOne,"2.6.1.2504"
"1527411578.825000","mitigation.none",true,detect,detect,"researchData.collectAndSend","staging_start_of_time",2,1,"Intel(R) Core(TM) i5-5257U CPU @ 2.70GHz","davidg-new-mac",local,true,"31.154.17.58",5a267fab830f780ef459766f,"31.154.17.x",595514bc830f782d1dad4d01,"awdl0 en0 en3 lo0 utun0 utun1","127.0.0.1 192.168.140.30 192.168.21.44 ::1 fe80::1 fe80::144c:924e:beb7:74bf fe80::3e18:3a23:4e2a:73ac fe80::6c:c2d:378b:d669 fe80::dd28:17f:84e3:6c7e fe80::e4ea:a7ff:fe78:29c6",davidg,"00:00:00:00:00:00 18:65:90:db:1d:e1 98:5a:eb:cd:e7:80 e6:ea:a7:78:29:c6",laptop,16384,"OS X; 10.13.4 (17E202)","64 bit","78BD1F52-1EFC-5613-9C3A-A47D4838A170",connected,8,,"1498737292.969000","1527400778.825000","1526319508.476000","1498737292.969000","1527398495.860000",davidg,1,"S-1-5-21-3131308042-1304971455-3268766856-1747",SentinelOne,"2.6.1.2504"
