Architecture,BuildNumber,BuildType,ClassGuid,ClockSpeedMHz,CodeSet,CommandLine,ComputerName,CountryCode,Description,DeviceClass,DeviceID,DeviceName,DisplayName,DriverDate,DriverProviderName,DriverVersion,FreePhysicalMemoryKB,FreeVirtualMemoryKB,HardWareID,Host,ID,Id,InfName,InstallDate,LastBootUpTime,Locale,Manufacturer,Name,NumberOfCores,NumberOfProcessors,OS,ParentID,Path,ProcessId,"Processor_Id",SerialNumber,ServiceType,StartMode,StartTime,Started,State,Status,SystemDevice,SystemDirectory,SystemDrive,TotalPhysicalMemoryKB,TotalVirtualMemoryKB,Type,Version,"_raw","_time",componentId,componentInstance,componentValue,"cpu_architecture","cpu_cores","cpu_count","cpu_mhz",description,dest,eventtype,family,host,index,linecount,mem,"mem_free","mem_free_percent","mem_used","mem_used_percent",mount,"ms_exchange_host",os,process,"process_id",punct,serial,service,"service_exec","service_name","service_path",source,sourcetype,"splunk_server","splunk_server_group","start_mode",status,storage,"storage_free","storage_free_percent","storage_used","storage_used_percent",tag,"tag::eventtype","tmp_epochtime","vendor_product",version
,,,,,,,,,"The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function.",,,,"Diagnostic System Host",,,,,,,,,,,,,,,WdiSystemHost,,,,,"C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WdiSystemHost""
DisplayName=""Diagnostic System Host""
Description=""The Diagnostic System Host is used by the Diagnostic Policy Service to host diagnostics that need to run in a Local System context.  If this service is stopped, any diagnostics that depend on it will no longer function.""
Path=""C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:26:35.000+0000","WinHostMon-WdiSystemHost","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""______________________.______,_________",,"Diagnostic System Host","svchost.exe","Diagnostic System Host","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624933595,,
,,,,,,,,,"Provides support for 3rd party protocol plug-ins for Internet Connection Sharing",,,,"Application Layer Gateway Service",,,,,,,,,,,,,,,ALG,,,,,"C:\Windows\System32\alg.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""ALG""
DisplayName=""Application Layer Gateway Service""
Description=""Provides support for 3rd party protocol plug-ins for Internet Connection Sharing""
Path=""C:\Windows\System32\alg.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:26:35.000+0000","WinHostMon-ALG","C:\Windows\System32\alg.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""______-____""="":\\\.""=""_""=""""==""""=""""=",,"Application Layer Gateway Service","alg.exe","Application Layer Gateway Service","C:\Windows\System32\alg.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624933595,,
,,,,,,,,,"This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.",,,,"Windows Push Notifications User Service_1e6124416",,,,,,,,,,,,,,,"WpnUserService_1e6124416",,,,,"C:\Windows\system32\svchost.exe -k UnistackSvcGroup",4800,,,Unknown,Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""WpnUserService_1e6124416""
DisplayName=""Windows Push Notifications User Service_1e6124416""
Description=""This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.""
Path=""C:\Windows\system32\svchost.exe -k UnistackSvcGroup""
ServiceType=""Unknown""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=4800","2021-06-29T02:21:35.000+0000","WinHostMon-WpnUserService_1e6124416","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,4800,"==""""=""____""=""_____________.____,___.""="":\\\._-_""=""",,"Windows Push Notifications User Service_1e6124416","svchost.exe","Windows Push Notifications User Service_1e6124416","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624933295,,
,,,,,,,,,"Provides support for application and OS settings roaming",,,,"User Experience Virtualization Service",,,,,,,,,,,,,,,UevAgentService,,,,,"C:\Windows\system32\AgentService.exe",0,,,"Own Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""UevAgentService""
DisplayName=""User Experience Virtualization Service""
Description=""Provides support for application and OS settings roaming""
Path=""C:\Windows\system32\AgentService.exe""
ServiceType=""Own Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:21:35.000+0000","WinHostMon-UevAgentService","C:\Windows\system32\AgentService.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""_______""="":\\\.""=""_""=""""==""""=""""=",,"User Experience Virtualization Service","AgentService.exe","User Experience Virtualization Service","C:\Windows\system32\AgentService.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624933295,,
,,,,,,,,,"Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.",,,,"Link-Layer Topology Discovery Mapper",,,,,,,,,,,,,,,lltdsvc,,,,,"C:\Windows\System32\svchost.exe -k LocalService -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""lltdsvc""
DisplayName=""Link-Layer Topology Discovery Mapper""
Description=""Creates a Network Map, consisting of PC and device topology (connectivity) information, and metadata describing each PC and device.  If this service is disabled, the Network Map will not function properly.""
Path=""C:\Windows\System32\svchost.exe -k LocalService -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:21:35.000+0000","WinHostMon-lltdsvc","C:\Windows\System32\svchost.exe -k LocalService -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""-___""=""___,_______()_,_______.______,_______",,"Link-Layer Topology Discovery Mapper","svchost.exe","Link-Layer Topology Discovery Mapper","C:\Windows\System32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624933295,,
,,,,,,,,,"Windows Encryption Provider Host Service brokers encryption related functionalities from 3rd Party Encryption Providers to processes that need to evaluate and apply EAS policies. Stopping this will compromise EAS compliancy checks that have been established by the connected Mail Accounts",,,,"Windows Encryption Provider Host Service",,,,,,,,,,,,,,,WEPHOSTSVC,,,,,"C:\Windows\system32\svchost.exe -k WepHostSvcGroup",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WEPHOSTSVC""
DisplayName=""Windows Encryption Provider Host Service""
Description=""Windows Encryption Provider Host Service brokers encryption related functionalities from 3rd Party Encryption Providers to processes that need to evaluate and apply EAS policies. Stopping this will compromise EAS compliancy checks that have been established by the connected Mail Accounts""
Path=""C:\Windows\system32\svchost.exe -k WepHostSvcGroup""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:16:36.000+0000","WinHostMon-WEPHOSTSVC","C:\Windows\system32\svchost.exe -k WepHostSvcGroup",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""____""=""_______________________._____________",,"Windows Encryption Provider Host Service","svchost.exe","Windows Encryption Provider Host Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624932996,,
,,,,,,,,,"The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.",,,,"Remote Procedure Call (RPC)",,,,,,,,,,,,,,,RpcSs,,,,,"C:\Windows\system32\svchost.exe -k rpcss -p",1020,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""RpcSs""
DisplayName=""Remote Procedure Call (RPC)""
Description=""The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.""
Path=""C:\Windows\system32\svchost.exe -k rpcss -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=1020","2021-06-29T02:16:36.000+0000","WinHostMon-RpcSs","C:\Windows\system32\svchost.exe -k rpcss -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,1020,"==""""=""___()""=""____________._____,____________.____",,"Remote Procedure Call (RPC)","svchost.exe","Remote Procedure Call (RPC)","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624932996,,
,,,,,,,,,"Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.",,,,"Local Session Manager",,,,,,,,,,,,,,,LSM,,,,,"C:\Windows\system32\svchost.exe -k DcomLaunch -p",556,,,"Share Process",Auto,,true,Running,OK,,,,,,Service,,"Type=Service
Name=""LSM""
DisplayName=""Local Session Manager""
Description=""Core Windows Service that manages local user sessions. Stopping or disabling this service will result in system instability.""
Path=""C:\Windows\system32\svchost.exe -k DcomLaunch -p""
ServiceType=""Share Process""
StartMode=""Auto""
Started=true
State=""Running""
Status=""OK""
ProcessId=556","2021-06-29T02:16:35.000+0000","WinHostMon-LSM","C:\Windows\system32\svchost.exe -k DcomLaunch -p",1,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,556,"==""""=""__""=""_______.__________.""="":\\\._-__-""=""_""=""",,"Local Session Manager","svchost.exe","Local Session Manager","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",auto,Running,,,,,,"os
report
service
windows","os
report
service
windows",1624932995,,
,,,,,,,,,"Routes Wireless Application Protocol (WAP) Push messages received by the device and synchronizes Device Management sessions",,,,"Device Management Wireless Application Protocol (WAP) Push message Routing Service",,,,,,,,,,,,,,,dmwappushservice,,,,,"C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,"Share Process",Disabled,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""dmwappushservice""
DisplayName=""Device Management Wireless Application Protocol (WAP) Push message Routing Service""
Description=""Routes Wireless Application Protocol (WAP) Push messages received by the device and synchronizes Device Management sessions""
Path=""C:\Windows\system32\svchost.exe -k netsvcs -p""
ServiceType=""Share Process""
StartMode=""Disabled""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:16:35.000+0000","WinHostMon-dmwappushservice","C:\Windows\system32\svchost.exe -k netsvcs -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""_____()____""=""____()___________""="":\\\._-__-",,"Device Management Wireless Application Protocol (WAP) Push message Routing Service","svchost.exe","Device Management Wireless Application Protocol (WAP) Push message Routing Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",disabled,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624932995,,
,,,,,,,,,"Launches applications associated with still image acquisition events.",,,,"Still Image Acquisition Events",,,,,,,,,,,,,,,WiaRpc,,,,,"C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WiaRpc""
DisplayName=""Still Image Acquisition Events""
Description=""Launches applications associated with still image acquisition events.""
Path=""C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:11:35.000+0000","WinHostMon-WiaRpc","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""___""=""_______.""="":\\\._-__-""=""_""=""""==""""=""""=",,"Still Image Acquisition Events","svchost.exe","Still Image Acquisition Events","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624932695,,
,,,,,,,,,"The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.",,,,"Windows Biometric Service",,,,,,,,,,,,,,,WbioSrvc,,,,,"C:\Windows\system32\svchost.exe -k WbioSvcGroup",0,,,"Share Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""WbioSrvc""
DisplayName=""Windows Biometric Service""
Description=""The Windows biometric service gives client applications the ability to capture, compare, manipulate, and store biometric data without gaining direct access to any biometric hardware or samples. The service is hosted in a privileged SVCHOST process.""
Path=""C:\Windows\system32\svchost.exe -k WbioSvcGroup""
ServiceType=""Share Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:06:36.000+0000","WinHostMon-WbioSrvc","C:\Windows\system32\svchost.exe -k WbioSvcGroup",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""__________,_,_,______________._________",,"Windows Biometric Service","svchost.exe","Windows Biometric Service","C:\Windows\system32\svchost.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624932396,,
,,,,,,,,,"Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.",,,,"Storage Tiers Management",,,,,,,,,,,,,,,TieringEngineService,,,,,"C:\Windows\system32\TieringEngineService.exe",0,,,"Own Process",Manual,,false,Stopped,OK,,,,,,Service,,"Type=Service
Name=""TieringEngineService""
DisplayName=""Storage Tiers Management""
Description=""Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.""
Path=""C:\Windows\system32\TieringEngineService.exe""
ServiceType=""Own Process""
StartMode=""Manual""
Started=false
State=""Stopped""
Status=""OK""
ProcessId=0","2021-06-29T02:06:36.000+0000","WinHostMon-TieringEngineService","C:\Windows\system32\TieringEngineService.exe",0,,,,,,"EC2AMAZ-3G1B1SF","hostmon_windows microsoft_windows_hostmon_service",,"EC2AMAZ-3G1B1SF",main,11,,,,,,,,,,0,"==""""=""__""=""_______________.""="":\\\.""=""_""=""""==""""=""""",,"Storage Tiers Management","TieringEngineService.exe","Storage Tiers Management","C:\Windows\system32\TieringEngineService.exe",service,WinHostMon,"ip-172-31-27-100.us-west-1.compute.internal","dmc_group_indexer",manual,Stopped,,,,,,"os
report
service
windows","os
report
service
windows",1624932396,,
